Position[0],Position[1],Position[2],ID,FileDataID,Index,Type,BoneID,Radius
0.56163263,0.0068953093,-0.003470062,43,145308,0,1,12,0
0.0002651868,-0.0018205438,-0.22246954,44,147001,0,1,1,0
-0.001076377,0.00011833606,-0.3111365,45,147003,0,1,3,0
-0.0010763811,0.00011833609,-0.39130297,46,147139,0,1,5,0
0.85067886,0.0008864843,0.024215616,47,147491,0,1,2,0
0.67763454,0,0,48,147860,0,1,1,0
0.47997394,0.00036855895,-0.0013078531,49,148603,0,1,7,0
0.5149733,0.00011021037,0.014885277,50,148652,0,1,1,0
0.5149733,0.001176466,-0.0021278376,51,148657,0,1,7,0
-0.007405599,-0.005460583,1.6382734,52,165768,0,1,10,0
-0.0003628651,0.0025419807,-0.0076671154,53,166074,0,1,2,0
-0.0003628651,0.0025419807,-0.0076671154,54,166127,0,1,4,0
-0.0003628651,0.0025419807,-0.0076671154,55,166128,0,1,2,0
0,0.0025836602,-0.0077732056,56,166159,0,1,6,0
0,0,2.777778,57,166191,0,1,13,0
0,-0.040400486,0.9167245,58,166457,0,1,8,0
0,-0.0010173057,0.487525,59,166465,0,1,17,0
0,-0.0010173057,0.487525,60,166508,0,1,6,0
0,-0.0010173057,0.487525,61,166510,0,1,6,0
0.44034395,0.00011795079,0.0008001612,62,166595,0,1,1,0
0,0,2.777778,63,166610,0,1,9,0
0,-0.0010173057,0.487525,64,166698,0,1,17,0
0,0,0,65,166918,0,1,3,0
0,-0.0010173057,0.487525,66,166934,0,1,17,0
0.440344,0.00011795079,0.003469706,67,167128,0,1,4,0
-0.0003628651,0.0025419807,-0.0076671154,68,167158,0,1,4,0
-0.0003628651,0.0025419807,-0.0076671178,69,167163,0,1,2,0
-4.1671414,0.14357252,4.1313953,70,189375,0,1,1,0
7.989635,-2.3284578,3.8309925,71,189632,0,1,91,0
7.989635,2.8550072,3.8309925,72,189632,1,1,92,0
-0.58130795,5.072035,30.343489,73,189632,2,1,93,0
-0.28502682,-5.1200023,30.343489,74,189632,3,1,94,0
0.045683436,0.012121837,0.36720487,75,189706,0,1,1,0
0.00212426,-0.00271878,3.29469,76,189910,0,1,2,0
-0.05631417,-0.2150307,1.2480782,77,189983,0,1,1,0
-0.05631417,-0.2150307,1.2852767,78,189984,0,1,1,0
-0.05631417,-0.2150307,1.2480782,79,189985,0,1,1,0
-0.0029573508,0.0005727079,3.797397,80,191448,0,1,1,0
-0.0029573408,0.0005727079,3.1973026,81,191450,0,1,1,0
-0.0029573508,0.0005727079,3.2959402,82,191451,0,1,1,0
-0.0029573508,0.0005727079,3.797397,83,191452,0,1,1,0
-0.0029573508,0.0005727079,3.3308074,84,191453,0,1,1,0
-1.0531226,4.4139776,12.629878,85,191706,0,1,8,0
0.045683436,0.012121837,0.6806911,86,191971,0,1,1,0
0.045683436,0.012121837,0.6806911,87,191973,0,1,1,0
-10.51489,-0.70036,2.6257381,88,192782,0,1,8,0
-0.0030434397,-0.45007792,0.6073745,89,192783,0,1,3,0
-10.51489,-0.70036,2.6257381,90,192811,0,1,8,0
1.6582716,-1.4504904,5.8429403,91,192812,0,1,7,0
-0.0030434397,-0.45007792,0.6073745,92,192813,0,1,3,0
-1.6924473,-0.2623664,0,93,192814,0,1,5,0
0,0,0,94,193039,0,1,1,0
0.014573811,0.0021989048,3.4622383,95,193634,0,1,21,0
0,0.0045855185,2.0058343,96,194163,0,1,1,0
0.045683783,-0.0017886923,8.2658615,97,194468,0,1,2,0
0.045683462,-0.0017886923,0.97551984,98,194470,0,1,2,0
0.045683436,0.012121837,0.36720487,99,195041,0,1,1,0
0.045683436,0.012121837,0.36720487,100,195042,0,1,1,0
0.045683436,0.012121837,0.36720487,101,195048,0,1,1,0.9722222
-0.03284047,0.13591921,3.129329,102,196539,0,1,8,0
-0.03979132,0.13900079,3.1293285,103,196540,0,1,6,0
1.3449233,-1.8117651,-0.44419235,104,197210,0,1,1,0
1.3498472,1.8951136,-0.44419235,105,197210,1,1,2,0
-0.00016816286,0.011961091,1.1186873,106,197292,0,1,2,0
-0.91095734,2.4294903,3.8273613,107,197635,0,1,32,0
0.045683436,0.012121837,0.36720487,108,198193,0,1,1,0
3.9200232,-0.2912325,4.1313953,109,198288,0,1,1,0
-278.5146,2.076633,361.00272,110,198379,0,1,1,0
124.66256,-442.6399,53.18913,111,198379,1,1,2,0
175.78104,619.2981,361.00272,112,198379,2,1,3,0
-0.01711389,-0.003557536,0,113,199040,0,1,1,0
0.04568355,0.020004697,2.5256505,114,199129,0,1,2,0
0.04568349,0.1427019,1.0923206,115,199136,0,1,2,0
0.033627737,-0.029138353,1.8045275,116,199141,0,1,1,0
0.05870374,0.035352487,1.1263834,117,199155,0,1,2,0
0.043708596,0.0098160375,0.7955026,118,199155,1,1,3,0
0.043708596,0.0098160375,0.7955026,119,199155,2,1,4,0
0.010094834,-0.0038054485,0.8950759,120,199355,0,1,1,0
0.045683436,0.012121837,128.32637,121,199972,0,1,0,0
1.103167,-0.010938924,11.232151,122,199976,0,1,3,0
-1.1018094,-0.01093902,11.232151,123,199976,1,1,4,0
0.93469167,-0.021349616,2.9469998,124,201619,0,1,33,0
0.03338623,-0.01479382,-0.14418305,125,201765,0,1,1,0
2.9763188,1.0582192,2.4290264,126,202064,0,1,13,0
5.1259108,0.1353442,3.0565488,127,202064,1,1,14,0
-278.5146,2.076633,361.00272,128,202355,0,1,1,0
124.66256,-442.6399,53.18913,129,202355,1,1,2,0
175.78104,619.2981,361.00272,130,202355,2,1,3,0
-278.5146,2.076633,361.00272,131,202356,0,1,1,0
124.66256,-442.6399,53.18913,132,202356,1,1,2,0
175.78104,619.2981,361.00272,133,202356,2,1,3,0
-0.13140754,-2.7033882,2.375178,134,202367,0,1,1,0
-0.13140754,2.8799617,2.375178,135,202367,1,1,2,0
-1.7584771,-1.7222227,0.55836123,136,203241,0,1,1,0
1.9484016,-1.7271465,0.55836123,137,203241,1,1,2,0
-8.381125,4.12078,0.0022239345,138,236082,0,0,53,0
-1.5477833,0.8601919,0.229265,139,236122,0,0,145,0
0,-0.0010173057,0.487525,140,240947,0,1,17,0
0.28233814,0.0015844612,2.3505585,141,243187,0,1,1,0
0.2210894,0.8788979,2.2748163,142,243187,1,1,2,0
5.035838,-0.006125842,4.54262,143,244199,0,1,1,0
-222.85808,66.24465,295.2157,144,254264,0,1,1,0
-259.28403,-281.47842,-68.188675,145,254264,1,1,2,0
114.75005,74.902176,338.7678,146,254264,2,1,3,0
150.01604,66.24465,-127.50242,147,254264,3,1,4,0
-56.41036,146.87393,-127.50242,148,254264,4,1,5,0
-56.41036,-118.94584,-223.77438,149,254264,5,1,6,0
50.627728,-28.821177,-5.7173147,150,254264,6,1,7,0
50.627728,29.541603,90.954666,151,254264,7,1,8,0
-30.321194,29.541603,202.0008,152,254264,8,1,9,0
5.678779,-29.74609,277.97647,153,254264,9,1,10,0
27.279541,54.500885,378.1134,154,254264,10,1,11,0
-92.30294,-27.17099,378.1134,155,254264,11,1,12,0
-31.103205,-149.21521,114.61993,156,254264,12,1,13,0
69.94602,-126.9619,114.61993,157,254264,13,1,14,0
137.8864,94.74606,189.54842,158,254264,14,1,15,0
0,0,0.08382667,159,303585,0,1,1,0
-5.902095,0.08389255,7.392569,160,304416,0,1,38,0.9722222
-0.45822272,0.4515246,3.0281851,161,304416,1,1,39,1.1287501
-0.4709228,-1.6544214,1.1058917,162,304922,0,1,1,0
-0.4709228,1.7624811,1.1058917,163,304922,1,1,2,0
0,0,2.777778,164,306878,0,1,13,0
-0.73295313,-1.7141726,7.292111,165,309145,0,1,41,0
-1.2540251,-0.7683647,1.9376482,166,313254,0,0,135,0
1.0237005,-0.019586489,27.031843,167,318846,0,1,1,0
-1.2071887,-0.85529655,1.9376482,168,319097,0,0,201,0
0.17455073,-0.0874602,1.3647043,169,322516,0,1,1,0
0,-0.0010173057,0.487525,170,340883,0,1,17,0
2.3572004,0.6527125,0.4395742,171,343630,0,0,7,0
0.78067684,0.50391454,1.7513024,172,343630,1,1,8,0
-0.56682,-1.2109326,1.7513024,173,343630,2,1,9,0
-0.0003628651,0.0025419807,-0.0076671154,174,367434,0,1,2,0
-0.0003628651,0.0025419807,-0.0076671154,175,382336,0,1,2,0
-1.530753,-2.2240212,1.9376482,176,429097,0,0,123,0
-0.061540287,-0.8636175,1.544295,177,429097,1,1,124,0
-1.1847318,-1.1565174,2.2058346,178,429097,2,1,125,0
0.028713651,-4.663427,-22.120907,179,429367,0,1,3,0
0.08665551,-11.561067,-22.120907,180,429367,1,1,4,0
7.6511025,-5.1832376,-22.120907,181,429367,2,1,5,0
7.6511025,-10.781896,-22.120907,182,429367,3,1,6,0
3.8513157,-8.065685,-22.120907,183,429367,4,1,7,0
-6.044303,-11.992041,-22.120907,184,429367,5,1,8,0
3.9542804,-10.781896,-22.120907,185,429367,6,1,9,0
3.9542804,-5.1832376,-22.120907,186,429367,7,1,10,0
-1.7444578,0.70126706,-0.37468806,187,430171,0,1,20,0
-0.54288185,-1.1145259,-1.2050831,188,430171,1,0,21,0
-3.291486,-0.21410222,0.553168,189,430171,2,1,22,0
17.389675,-0.02221595,11.750818,190,466614,0,1,99,0
-1.5384316,-12.17826,8.762977,191,466614,1,1,100,0
2.1457345,0.08494947,7.085091,192,466614,2,1,101,0
-2.7062082,11.447774,8.327215,193,466614,3,1,102,0
0.91592854,-0.0010562473,0.0076671178,194,467590,0,1,11,0
3.1522496,-2.238738,1.2873808,195,574549,0,0,36,0
-1.5762016,-0.6903435,0.22042656,196,574549,1,1,37,0
-4.8982925,1.1053443,0.525053,197,574549,2,1,38,0
0,0.004665348,0,198,590264,0,1,1,0
0,0,0,199,603664,0,1,1,0
-0.03538576,0.00041976047,0.89616257,200,615030,0,1,8,0
-0.0003628651,0.0025419807,-0.0076671154,201,615510,0,1,2,0
1.2498894,-2.2761054,2.1454911,202,623712,0,0,105,0
3.9326105,-1.813324,2.5517192,203,623712,1,1,106,0
0.36310044,0.27392298,2.1984875,204,623712,2,1,107,0
1.8927159,-1.1045195,2.5704515,205,623714,0,1,80,0
-0.54809505,-1.1365969,4.016126,206,623714,1,0,81,0
4.753508,-1.8682989,2.7201538,207,623714,2,1,82,0
-2.496737,-1.5182215,2.7634404,208,623716,0,0,112,0
1.1377523,1.7768701,2.174886,209,623716,1,1,113,0
-1.2071887,-0.85529655,1.9376482,210,631713,0,0,192,0
0.95588875,3.2330925,2.174886,211,631713,1,1,193,0
0.57651645,0.00011795097,0.0034696977,212,651003,0,1,9,0
0.41228232,0.31102583,2.4962728,213,651555,0,1,1,0
4.4498835,-2.0675805,2.3386414,214,651555,1,1,2,0
1.4191872,-2.584404,2.5730488,215,651555,2,0,3,0
4.774634,-0.7829946,1.6409277,216,651558,0,1,1,0
-1.2071887,-0.85529655,1.9376482,217,651558,1,0,2,0
1.1588652,-0.68198866,1.6464081,218,651558,2,1,3,0
-1.2071887,-0.85529655,1.9376482,219,651561,0,0,1,0
0.95588875,3.2330925,2.174886,220,651561,1,1,2,0
0,0,0,221,654238,0,1,3,0
-0.007405599,-0.005460583,1.6382734,222,794790,0,1,13,0
-0.022886986,0.013149102,0.6248291,223,850512,0,1,2,0
-0.022886988,0.013149102,0.5352677,224,879812,0,1,2,1.6666666
-0.007405599,-0.0054605803,1.6382735,225,1011671,0,1,13,0
0,0,0,226,1083712,0,1,0,0
0.09558786,-0.01639693,-14.195981,227,1097012,0,1,3,0
0.05073399,-0.016926104,2.9211798,228,1097014,0,1,2,0
0.95815235,-0.029881055,2.6956096,229,1097015,0,1,2,0
0.05073399,-0.029881055,2.4220097,230,1107165,0,1,2,0
-0.001275093,-0.008169015,-3.8690789,231,1109027,0,1,1,0
0.94451374,0.025524352,3.2469356,232,1114439,0,1,1,0
-6.330385E-05,-0.0508567,3.7561166,234,1133123,0,1,4,0
-1.0148929,0.29607272,-8.300742,235,1260601,0,1,3,0
-1.5613297,0.9513677,-14.188058,236,1260602,0,1,6,0
1.2470312,0,3.4803646,240,1138112,0,1,9,0
-1.2076746,0,3.4803648,241,1138112,1,1,10,0
0,0,0,242,1250693,0,1,1,0
4.0887475,0,14.794661,247,1268729,0,1,16,0
-0.34087542,0.032895725,1.2394952,248,1115928,0,1,2,0
29.713129,1.9406382,36.499447,249,1273301,0,1,52,0
18.475431,16.255594,19.139902,250,1273301,1,1,53,0
2.508019E-05,0.0077386475,1.1404803,251,1279259,0,1,1,0
0.6222355,-0.009535379,0.6661742,252,1279732,0,1,1,0
0,0,0,253,1282263,0,1,0,0
13.709271,0.16755083,29.39403,254,1278310,0,1,13,0
0,0,4.817858,260,1125326,0,1,6,0
0,0.009481219,-0.011476547,261,1303476,0,1,0,0
-11.387799,6.5202975,0.0022239345,262,1305036,0,0,17,0
-3.2733872,0.11371401,2.1968317,263,1305036,1,1,18,0
0,0,0,268,1307060,0,1,1,0
-1.1073194,0.1658259,20.01272,283,1310474,0,1,2,0
-1.1073194,0.1658259,8.770466,284,1310474,1,1,3,0
-1.1073194,0.1658259,-8.772754,285,1310474,2,1,4,0
-1.1073194,0.1658259,-16.790436,286,1310474,3,1,5,0
-9.125058,0.16582584,20.48234,287,1310474,4,1,6,0
-32.82497,0.16582528,23.498224,288,1310474,5,1,7,0
6.7568784,-6.834476,15.319813,289,1310474,6,1,8,0
5.859682,7.8375297,15.319813,290,1310474,7,1,9,0
8.463268,0.16582584,20.48234,291,1310474,8,1,10,0
3.7709117,0.16582584,9.914849,292,1310474,9,1,11,0
-2.696096,-3.083415,10.63961,293,1310474,10,1,12,0
-2.696096,3.6239634,10.63961,294,1310474,11,1,13,0
-1.1242666,7.8375297,19.675728,295,1310474,12,1,14,0
-1.1242666,-6.834476,19.675728,296,1310474,13,1,15,0
0,0,0,298,1313911,0,1,1,0
-0.60507894,0.42182106,-7.4073257,299,1313910,0,1,4,0
0.5491711,-0.0048622424,1.1172196,300,1313697,0,1,1,0
-1.3807333,0.6441307,24.48263,301,1314658,0,1,9,0
-1.2313449,0.4132001,8.752851,302,1314658,1,1,10,0
-12.014585,0.41320005,18.865217,303,1314658,2,1,11,0
11.157108,0.41320005,18.865217,304,1314658,3,1,12,0
-1.9524418,-21.296944,23.870413,305,1314658,4,1,13,0
-1.9524418,19.868887,23.870413,306,1314658,5,1,14,0
-27.93526,-10.890125,-8.863076,307,1314658,6,1,15,0
3.2937796,0,1.3511344,310,1315487,0,1,2,0
-1.2533777,0.010400662,21.659262,311,1316096,0,1,8,0
-1.2533777,0.010400662,10.417006,312,1316096,1,1,9,0
-1.2533777,0.010400662,-7.126213,313,1316096,2,1,10,0
-1.2533777,0.010400662,-15.143894,314,1316096,3,1,11,0
-7.363388,5.201925,24.221018,315,1316096,4,1,12,0
-25.424175,20.54773,25.144766,316,1316096,5,1,13,0
6.0399976,-6.1866,24.221018,317,1316096,6,1,14,0
2.464134,-3.148277,11.56139,318,1316096,7,1,15,0
-4.5680223,-1.4369799,12.286151,319,1316096,8,1,16,0
-0.22496277,3.6744542,12.286151,320,1316096,9,1,17,0
3.7011719,5.8676834,23.414406,321,1316096,10,1,18,0
-5.7990212,-5.3132863,23.414406,322,1316096,11,1,19,0
-1.2613837,-0.06364188,21.657816,325,1316095,0,1,8,0
-1.2613837,-0.06364188,10.415561,326,1316095,1,1,9,0
-1.2613837,-0.06364188,-7.1276584,327,1316095,2,1,10,0
-1.2613837,-0.06364188,-15.14534,328,1316095,3,1,11,0
-7.220886,5.2999825,22.127436,329,1316095,4,1,12,0
5.852335,-6.466075,22.127436,330,1316095,5,1,13,0
3.8581574,5.649993,21.320822,331,1316095,6,1,14,0
-5.9569707,-5.2555566,21.320822,332,1316095,7,1,15,0
2.7844577,4.4570103,24.515818,333,1316095,8,1,16,0
-2.0067945,0.17475806,13.440671,339,1278310,1,1,14,0
-2.4830446,0.3816666,23.013802,340,1278310,2,1,15,0
-17.364943,0.16755083,28.567295,341,1278310,3,1,16,0
-2.277676,54.169086,11.981892,342,1278310,4,1,17,0
-2.277676,-57.564533,11.981892,343,1278310,5,1,18,0
-5.301081,11.985416,-0.69914246,344,1278310,6,1,19,0
0.71442634,8.04131,-1.6498057,345,1278310,7,1,20,0
-3.4373136,-9.304386,-0.08230379,346,1278310,8,1,21,0
1.9443089,-9.304386,0.66257393,347,1278310,9,1,22,0
-4.280276E-05,-1.5819494,0.60654956,348,1315074,0,1,2,5.555556
-4.280276E-05,1.5992736,0.60654956,349,1315074,1,1,3,5.555556
-1.1073194,0.16582589,20.01272,358,1321135,0,1,7,0
-1.1073194,0.16582589,8.770464,359,1321135,1,1,8,0
-1.1073194,0.16582589,-8.772756,360,1321135,2,1,9,0
-1.1073194,0.16582589,-16.790436,361,1321135,3,1,10,0
-9.125058,0.16582583,20.48234,362,1321135,4,1,11,0
-32.82497,0.16582526,23.498224,363,1321135,5,1,12,0
8.463268,0.16582583,20.48234,364,1321135,6,1,13,0
3.7709117,0.16582583,9.914847,365,1321135,7,1,14,0
-2.696096,-3.083415,10.639608,366,1321135,8,1,15,0
-2.696096,3.6239634,10.639608,367,1321135,9,1,16,0
-1.1242666,7.8375287,19.675726,368,1321135,10,1,17,0
-1.1242666,-6.834476,19.675726,369,1321135,11,1,18,0
2.508019E-05,-0.005803655,1.1404803,370,1325572,0,1,1,0
2.5124393E-05,0.17279816,25.54613,371,1279258,0,1,12,0
-0.0013677015,-0.0011366738,2.1517458,372,1325684,0,1,1,0
-0.219719,0.008659469,4.158256,373,1325685,0,1,1,0
-0.0013085273,0.024720961,6.808755,374,1325714,0,1,1,0
-0.19568253,0.21861437,0.66975826,384,1334663,0,1,1,0
0.11666775,-0.09825468,1.0032043,385,1337199,0,1,1,0
0.08231142,0.08897209,1.2751524,386,1337197,0,1,1,0
0.22294235,6.6556144,10.041723,387,1338423,0,1,1,0
0,-0.0010274492,0.61153054,388,1338593,0,1,3,0
0.050646257,0.014066649,3.6280148,389,1338500,0,1,2,0
0.061075527,0.019897256,3.7081673,391,1338587,0,1,2,5.5777774
0,-0.0010274492,4.0522356,392,1338605,0,1,2,0
-3.4057207,-2.4208727,24.515818,393,1316095,9,1,17,0
0,0,12.974154,394,1316551,0,1,73,0
-1.1073194,0.16582589,20.01272,395,1339803,0,1,1,0
-1.1073194,0.16582589,-8.772756,396,1339803,1,1,2,0
-1.1073194,0.16582589,-16.790436,397,1339803,2,1,3,0
-9.125058,0.16582583,20.48234,398,1339803,3,1,4,0
8.463268,0.16582583,20.48234,399,1339803,4,1,5,0
-1.1242666,7.8375287,19.675726,400,1339803,5,1,6,0
-1.1242666,-6.834476,19.675726,401,1339803,6,1,7,0
-0.96545655,0.17475817,-21.419857,403,1278310,10,1,23,0
16.209324,13.368979,-8.704138,404,1278310,11,1,24,0
2.4442673,-0.0048622424,7.032686,405,1097418,0,1,2,0
0.01994443,-0.0076257437,-2.449661,406,1118033,0,1,2,0
-0.01063935,-0.0048622424,1.2792324,407,1124117,0,1,2,0
4.3239746,-0.0076257437,9.344602,408,1124125,0,1,2,0
16.209324,13.368979,-8.704137,409,1314658,7,1,16,0
-4.8154936,12.097711,-9.981572,410,1314658,8,1,17,0
12.339195,2.4190974,-4.6410217,411,1314658,9,1,18,0
-12.888762,7.480895,-10.680491,412,1314658,10,1,19,0
0.77584964,-12.320395,-8.66403,413,1314658,11,1,20,0
-6.254351,3.42686,-12.927263,414,1314658,12,1,21,0
11.303002,-5.61887,-10.759267,415,1314658,13,1,22,0
-5.301081,11.985416,-0.6991412,416,1314658,14,1,23,0
35.884155,-3.0237856,-11.915784,417,1278310,12,1,25,0
-27.93526,-10.890125,-8.863077,418,1278310,13,1,26,0
0.71442634,8.04131,-1.6498045,421,1314658,15,1,24,0
-3.4373136,-9.304386,-0.08230252,422,1314658,16,1,25,0
5.852335,-6.466075,32.763382,424,1316095,10,1,18,0
-8.614071,6.553866,32.763382,425,1316095,11,1,19,0
0,0,5.897205,426,1354920,0,1,2,0
0,0,5.9269977,427,1354951,0,1,4,0
1.9443089,-9.304386,0.6625752,428,1314658,17,1,26,0
-0.96545655,0.17475817,-21.419857,429,1314658,18,1,27,0
-39.331593,7.6237507,-11.915784,430,1278310,14,1,27,0
-4.8154936,12.097711,-9.981573,431,1278310,15,1,28,0
12.339195,2.4190974,-4.6410227,432,1278310,16,1,29,0
-12.888762,7.480895,-10.680492,433,1278310,17,1,30,0
0.77584964,-12.320395,-8.664031,434,1278310,18,1,31,0
-6.254351,3.42686,-12.927264,435,1278310,19,1,32,0
11.303002,-5.61887,-10.759268,436,1278310,20,1,33,0
0,0,2.4422607,438,1360973,0,1,6,0
0,-2.5557147E-05,1.0462306,439,1360975,0,1,1,0
0.34472325,0,1.1337343,440,243133,0,1,2,0
0.36029053,0,1.3387493,441,243134,0,1,2,0
0.71402746,0,0.85103333,442,243135,0,1,2,2.9926243
-0.015728498,-0.013534546,4.4577317,448,1363078,0,1,1,0
-2.5707836,1.3741239,37.826263,455,1373136,0,1,9,0
-0.2934316,-0.055759005,4.594672,456,1372700,0,1,1,0
-2.5707836,1.3741239,68.47597,457,1373136,1,1,10,0
-2.5707836,1.3741239,71.732895,458,1373136,2,1,11,0
0.0026166192,-0.0027993056,3.8723526,459,1307112,0,1,2,0
0,0,0,460,1375444,0,1,0,0
-23.386353,47.28425,7.174147,462,1374340,0,1,1,0
0,0,8.05658,463,1376075,0,1,3,0
0,0,0,465,1376386,0,1,0,0
0,0,0,466,1376353,0,1,0,0
0.01411641,0.008700457,4.384978,467,1377264,0,1,1,0
0.01411641,0.008700457,3.5711796,468,1377265,0,1,1,0
22.439173,-6.0145617E-06,-45.737984,470,1375844,0,1,24,0
-23.223005,0,-57.33556,471,1375844,1,1,25,0
-137.04733,3.5317887E-06,-79.95315,472,1375844,2,1,26,0
212.22037,1.3919667E-05,-1.5258528,473,1375844,3,1,27,0
-201.93338,0,0.46498093,474,1375844,4,1,28,0
45.542225,-45.089375,33.20675,475,1375892,0,1,1,0
0.0058653536,-0.013089523,2.1443741,476,1321783,0,1,6,3.6055558
0,-0.0025438932,1.0702351,477,1376395,0,1,5,0
0.002417455,-6.864495E-05,-0.618382,478,1083162,0,1,2,0
0,0,-0.3578878,479,1033051,0,1,3,0
0.22388043,0,-0.3541564,480,793674,0,1,9,0
0.025502563,0,-0.2624587,481,651831,0,1,1,0
0,0,-0.35975474,482,147145,0,1,5,0
0,0,-0.35415646,483,147147,0,1,3,0
0,0,-0.35415646,484,147149,0,1,3,0
0.5491711,-0.0048622424,1.1172196,488,1388126,0,1,1,0
0.20624818,0.0009772015,0.48992062,492,1310293,0,1,1,0
-0.007405599,-0.005460583,1.6382734,493,1398364,0,1,13,0
35.60453,-11.475507,4.39409,494,1398613,0,1,6,0
-32.576675,-11.498184,4.7229624,495,1398613,1,1,7,0
0.007080502,-58.2335,18.026957,496,1398612,0,1,1,0
-10.891157,48.43068,-10.948546,498,1398675,0,1,37,0
33.53156,36.37212,-10.948546,499,1398675,1,1,38,0
0,0,0,500,1398894,0,1,0,0
0,0,0,501,1398893,0,1,0,0
0,0,0,502,1398885,0,1,0,0
0,0,0,503,1398890,0,1,0,0
0,0,0,504,1398891,0,1,0,0
0,0,0,505,1398892,0,1,0,0
10.049205,0.011672974,-0.002454016,506,1400197,0,1,3,0
0.0032378302,0.011673821,-0.0024535921,507,1400197,1,1,4,0
8.197398,-17.080034,-0.032781176,508,1400197,2,1,5,0
10.049205,0.011672974,-0.002454016,509,1400196,0,1,3,0
0.0032378302,0.011673821,-0.0024535921,510,1400196,1,1,4,0
8.954076,19.667048,0.30736202,511,1400196,2,1,5,0
3.9039323,0.53591406,11.714399,535,1245268,0,1,1,0
-0.035557617,-0.16280639,8.841283,536,1444269,0,1,1,0
-21.452723,13.865079,13.832029,537,1396280,0,1,239,0
-7.921558,18.997177,19.250175,538,1396280,1,1,240,0
-15.663557,-22.06823,48.367718,539,1396280,2,1,241,0
-9.178027,-0.069205165,8.1902685,541,1452787,0,1,1,0
-0.012735367,-0.031527467,1.9730479,543,1465598,0,1,19,0
-0.012735354,-0.031527467,12.884653,544,1465598,1,1,20,0
-0.016470645,-0.009220653,0,545,1311755,0,1,0,0
-0.016470645,-0.009220653,0,546,1472493,0,1,0,0
-0.016470645,-0.009220653,0,547,1472494,0,1,0,0
8.515954,-0.2583979,2.6049504,548,1312884,0,1,1,0
0.99261624,0.7161788,0.7954621,549,236082,1,0,54,0
-3.7432947,3.4785357,2.1968317,550,1305036,2,1,19,0
3.1063073,-0.8219475,2.174886,551,623716,2,1,114,0
0.00030150017,0.00227189,-0.0024535921,552,1398613,2,1,8,0
10.925434,48.4886,-10.948546,553,1398675,2,1,39,0
-33.471405,36.38268,-10.948546,554,1398675,3,1,40,0
47.557255,-13.608148,-10.948546,555,1398675,4,1,41,0
47.547115,13.591446,-10.948546,556,1398675,5,1,42,0
33.547802,-36.4021,-10.948546,557,1398675,6,1,43,0
-10.711497,-48.460503,-10.948546,558,1398675,7,1,44,0
10.701786,-48.56429,-10.948546,559,1398675,8,1,45,0
-33.41164,-36.483772,-10.948546,560,1398675,9,1,46,0
-47.516094,13.40143,-10.948546,561,1398675,10,1,47,0
-47.5418,-13.611038,-10.948546,562,1398675,11,1,48,0
