ID,Tablename,Object_ID,Flags,PushID
488,AI_GROUPACTIONSET,1209250,0,109911
489,AI_GROUPACTIONSET,1209251,0,109911
490,AI_GROUPACTIONSET,1209252,0,109911
491,AI_GROUPACTIONSET,1209253,0,109911
492,SPAWNEVENT,5190315,0,109911
493,SPAWNEVENT,5190316,0,109911
494,SPAWNEVENT,5190317,0,109911
495,SPAWNEVENT,5233536,0,109911
496,SPAWNEVENT,5233541,0,109911
497,ITEM,282425,0,109870
498,ITEM,282426,0,109870
499,ITEMBONUSTREENODE,30131,0,109870
500,ITEMBONUSTREENODE,30132,0,109870
501,ITEMBONUSTREENODE,30133,0,109870
502,ITEMXBONUSTREE,332010,0,109870
503,ITEMXBONUSTREE,332011,0,109870
504,QUESTV2,98587,0,109870
505,QUESTV2,98588,0,109870
506,TREASURE,141405,0,109870
507,TREASURE,141409,0,109870
508,TREASURE,143052,0,109870
509,TREASURE,143054,0,109870
510,TREASURE,143055,0,109870
511,TREASURE,143595,0,109870
512,TREASURE,143596,0,109870
513,TREASURE,143600,0,109870
514,TREASURE,143601,0,109870
515,TREASURE,143604,0,109870
516,TREASUREITEM,1537433,0,109870
517,TREASUREITEM,1537438,0,109870
518,TREASUREITEM,1537439,0,109870
519,TREASUREITEM,1537441,0,109870
520,TREASUREITEM,1537442,0,109870
521,TREASUREITEM,1539854,0,109870
522,TREASUREITEM,1539855,0,109870
523,TREASUREITEM,1546337,0,109870
524,TREASUREITEM,1546338,0,109870
525,TREASUREITEM,1546339,0,109870
526,TREASUREITEM,1546340,0,109870
527,TREASUREITEM,1546341,0,109870
528,TREASUREITEM,1546342,0,109870
529,TREASUREITEM,1546343,0,109870
530,TREASUREITEM,1546344,0,109870
531,TREASUREITEM,1546349,0,109870
532,TREASUREITEM,1546350,0,109870
533,TREASUREITEM,1546351,0,109870
534,TREASUREITEM,1546352,0,109870
535,TREASUREITEM,1546353,0,109870
536,TREASUREITEM,1546354,0,109870
537,TREASUREITEM,1546355,0,109870
538,TREASUREITEM,1546362,0,109870
539,TREASUREITEM,1546371,0,109870
540,TREASUREITEM,1546372,0,109870
541,TREASUREITEM,1546373,0,109870
542,TREASUREITEM,1546374,0,109870
543,TREASUREITEM,1546375,0,109870
544,TREASUREITEM,1546376,0,109870
545,TREASUREITEM,1546377,0,109870
546,TREASUREITEM,1546378,0,109870
547,TREASUREITEM,1546379,0,109870
548,TREASUREITEM,1546380,0,109870
549,TREASUREITEM,1546381,0,109870
550,TREASUREITEM,1546382,0,109870
551,TREASUREITEM,1548449,0,109870
552,TREASUREITEM,1548450,0,109870
553,TREASUREITEM,1548451,0,109870
554,TREASUREITEM,1548452,0,109870
555,TREASUREITEM,1548453,0,109870
556,TREASUREITEM,1548454,0,109870
557,TREASUREITEM,1548455,0,109870
558,TREASUREITEM,1548456,0,109870
559,TREASUREITEM,1548462,0,109870
560,TREASUREITEM,1548463,0,109870
561,TREASUREITEM,1548464,0,109870
562,TREASUREITEM,1548465,0,109870
563,TREASUREITEM,1548466,0,109870
564,TREASUREITEM,1548467,0,109870
565,TREASUREITEM,1548468,0,109870
566,TREASUREITEM,1548469,0,109870
567,TREASUREITEM,1548470,0,109870
568,TREASUREITEM,1548471,0,109870
569,TREASUREITEM,1548472,0,109870
570,TREASUREITEM,1548473,0,109870
571,TREASUREITEM,1548474,0,109870
572,TREASUREITEM,1548475,0,109870
573,TREASUREITEM,1548476,0,109870
574,TREASUREITEM,1548477,0,109870
575,TREASUREITEM,1548478,0,109870
576,TREASUREITEM,1548479,0,109870
577,TREASUREITEM,1548480,0,109870
578,TREASUREITEM,1548481,0,109870
579,TREASUREITEM,1548482,0,109870
580,TREASUREITEM,1548483,0,109870
581,TREASUREITEM,1548484,0,109870
582,TREASUREITEM,1548485,0,109870
583,TREASUREITEM,1548504,0,109870
584,TREASUREITEM,1548505,0,109870
585,TREASUREITEM,1548506,0,109870
586,SPELLEFFECT,1345605,0,109929
587,SPELLSCRIPT,125530,0,109929
588,WORLDSTATE,30772,0,109929
589,WORLDSTATE,32528,0,109929
590,MODIFIEDCRAFTINGSPELLSLOT,20029,0,109912
591,SPELL,1297585,0,109912
592,SPELLREAGENTS,39109,0,109912
593,SPELLREAGENTS,39251,0,109912
594,MODIFIEDCRAFTINGSPELLSLOT,19991,0,109923
595,MODIFIEDCRAFTINGSPELLSLOT,19992,0,109923
596,MODIFIEDCRAFTINGSPELLSLOT,19993,0,109923
597,MODIFIEDCRAFTINGSPELLSLOT,19994,0,109923
598,SPELL,1297647,0,109923
599,SPELLREAGENTS,39252,0,109923
600,SPELLEFFECT,1329754,0,109920
601,SPELLMISC,850609,0,109920
602,TOYCREDIT,527,0,109939
603,SPELLMISC,831233,0,109907
604,SPELLMISC,834594,0,109907
605,SPELLMISC,845269,0,109907
606,SPELLMISC,846578,0,109907
607,SPELLMISC,858690,0,109907
608,SPELLMISC,860301,0,109907
609,SPELLMISC,860302,0,109907
610,SPELLMISC,831189,0,109917
611,SPELLMISC,831251,0,109917
612,SPELLMISC,846671,0,109917
613,SPELLMISC,857377,0,109917
614,SPELLMISC,857380,0,109917
615,TREASURE,143603,0,109902
616,TREASUREITEM,1545055,0,109902
617,TREASUREITEM,1545056,0,109902
618,TREASUREITEM,1548495,0,109902
619,TREASUREITEM,1548496,0,109902
620,TREASUREITEM,1548497,0,109902
621,SPELLMISC,834094,0,109901
622,SPELLSCRIPT,125235,0,109901
623,AI_GROUPACTION,1090918,0,109924
624,AI_GROUPACTION,1090919,0,109924
625,AI_GROUPACTIONSET,1209278,0,109924
626,AI_GROUPACTIONSET,1209279,0,109924
627,AI_GROUPACTIONSET,1209280,0,109924
628,AI_GROUPACTIONSET,1209281,0,109924
629,AI_GROUPACTIONSET,1209282,0,109924
630,AI_GROUPACTIONSET,1209283,0,109924
631,AI_GROUPACTIONSET,1209284,0,109924
632,AI_TRIGGERACTION,221335,0,109924
633,AI_TRIGGERACTION,221338,0,109924
634,AI_TRIGGERACTION,222305,0,109924
635,AI_TRIGGERACTION,223022,0,109924
636,AI_TRIGGERACTION,223337,0,109924
637,AI_TRIGGERACTION,224404,0,109924
638,AI_TRIGGERACTIONSET,77793,0,109924
639,AREATRIGGERACTION,73267,0,109924
640,AREATRIGGERACTION,73269,0,109924
641,AREATRIGGERCREATEPROPERTIES,44081,0,109924
642,SPAWNEVENT,5342401,0,109924
643,SPAWNEVENT,5342402,0,109924
644,SPAWNEVENT,5342403,0,109924
645,SPAWNEVENT,5342404,0,109924
646,SPAWNEVENT,5342405,0,109924
647,SPAWNEVENT,5342406,0,109924
648,SPAWNEVENT,5342407,0,109924
649,SPAWNEVENT,5342408,0,109924
650,SPAWNEVENT,5342409,0,109924
651,SPAWNEVENT,5342410,0,109924
652,SPAWNEVENT,5342411,0,109924
653,SPAWNEVENT,5342412,0,109924
654,SPAWNEVENT,5342413,0,109924
655,SPAWNEVENT,5342414,0,109924
656,SPAWNGROUP,3246147,0,109924
657,SPAWNGROUP,3246152,0,109924
658,SPAWNGROUP,3337417,0,109924
659,SPAWNGROUP,3337418,0,109924
660,SPAWNGROUP,3337419,0,109924
661,SPAWNGROUP,3337420,0,109924
662,SPAWNGROUP,3337421,0,109924
663,SPAWNGROUP,3337422,0,109924
664,SPAWNGROUP,3337423,0,109924
665,SPAWNGROUP,3337424,0,109924
666,SPAWNLOC,5238830,0,109924
667,SPAWNLOC,5238831,0,109924
668,SPAWNLOC,5238832,0,109924
669,SPAWNLOC,5238833,0,109924
670,SPAWNLOC,5238834,0,109924
671,SPAWNLOC,5238835,0,109924
672,SPAWNLOC,5238836,0,109924
673,SPAWNLOC,5238837,0,109924
674,SPAWNOBJECT,8279519,0,109924
675,SPAWNOBJECT,8279520,0,109924
676,SPAWNOBJECT,8279521,0,109924
677,SPAWNOBJECT,8279522,0,109924
678,SPAWNOBJECT,8279523,0,109924
679,SPAWNOBJECT,8279524,0,109924
680,SPAWNOBJECT,8279525,0,109924
681,SPAWNOBJECT,8279526,0,109924
682,SPAWNSQUAD,5399096,0,109924
683,SPAWNSQUAD,5399101,0,109924
684,SPAWNSQUAD,5514652,0,109924
685,SPAWNSQUAD,5514653,0,109924
686,SPAWNSQUAD,5514654,0,109924
687,SPAWNSQUAD,5514655,0,109924
688,SPAWNSQUAD,5514656,0,109924
689,SPAWNSQUAD,5514657,0,109924
690,SPAWNSQUAD,5514658,0,109924
691,SPAWNSQUAD,5514659,0,109924
692,SPELL,1307942,0,109924
693,SPELL,1313965,0,109924
694,SPELL,1313966,0,109924
695,SPELLAURAOPTIONS,247928,0,109924
696,SPELLEFFECT,1336235,0,109924
697,SPELLEFFECT,1345563,0,109924
698,SPELLEFFECT,1345564,0,109924
699,SPELLEFFECT,1345565,0,109924
700,SPELLEFFECT,1345566,0,109924
701,SPELLMISC,853588,0,109924
702,SPELLMISC,855149,0,109924
703,SPELLMISC,860324,0,109924
704,SPELLMISC,860325,0,109924
705,SPELLSCRIPT,130024,0,109924
706,SPELLSCRIPT,131354,0,109924
707,SPELLSCRIPT,131384,0,109924
708,SPELLSCRIPT,133348,0,109924
709,SPELLSCRIPTPACKAGE,82293,0,109924
710,SPELLTARGETFILTER,4073,0,109924
711,SPELLTARGETFILTERRULE,8664,0,109924
712,SPELLTARGETRESTRICTIONS,355522,0,109924
713,SPELLTARGETRESTRICTIONS,355523,0,109924
714,SPELLTARGETRESTRICTIONS,355524,0,109924
715,STRINGID,118809,0,109924
716,UNITCONDITION,9779,0,109924
717,SPELLCATEGORIES,182431,0,109954
718,SPELLEFFECT,1305441,0,109954
719,SPELLEFFECT,1305442,0,109954
720,ENCOUNTEREVENT,977,0,109980
721,SPELL,1276710,0,109980
722,SPELLSCRIPTTEXT,27871,0,109980
723,SPELLSCRIPTTEXT,27872,0,109980
724,SPELLSCRIPTTEXT,28614,0,109980
725,SPELLMISC,843337,0,109918
726,CREATUREDIFFICULTY,342469,0,109927
727,CREATUREDIFFICULTY,342748,0,109927
728,CREATUREDIFFICULTY,343303,0,109927
729,CREATUREDIFFICULTY,343304,0,109927
730,CREATUREDIFFICULTY,348532,0,109927
731,CREATUREDIFFICULTY,348773,0,109927
732,CREATUREDIFFICULTY,350078,0,109927
733,CREATUREDIFFICULTY,352353,0,109927
734,SPAWNLOC,5043091,0,109927
735,SPAWNGROUP,3175632,0,109937
736,CREATUREDIFFICULTY,351743,0,109943
737,CREATUREDIFFICULTY,348945,0,109932
738,CREATUREDIFFICULTY,348956,0,109932
739,SPELLMISC,841988,0,109932
740,SPELLMISC,842182,0,109932
741,SPELLEFFECT,1305452,0,109960
742,AI_GROUPACTION,1091038,0,109965
743,AI_GROUPACTIONSET,1209434,0,109965
744,AI_TRIGGERACTION,222632,0,109965
745,SPELL,1287790,0,109965
746,SPELLINTERRUPTS,244690,0,109965
747,SPELLMISC,835455,0,109965
748,SPELLMISC,835456,0,109965
749,SPELLTARGETRESTRICTIONS,355540,0,109965
750,SPELLMISC,834859,0,109971
751,SPELLMISC,834959,0,109971
752,SPELLEFFECT,1051843,0,109978
753,SPELLMISC,812703,0,109979
754,SPELLMISC,813501,0,109979
755,SPELLMISC,813878,0,109979
756,SPELLMISC,819968,0,109979
757,SPELLMISC,822503,0,109979
758,SPELLMISC,823274,0,109979
759,SPELLMISC,828228,0,109979
760,SPELLMISC,829643,0,109979
761,BEAMEFFECT,8804,0,109975
762,BEAMEFFECT,9635,0,109975
763,BEAMEFFECT,9636,0,109975
764,BEAMEFFECT,9637,0,109975
765,BEAMEFFECT,9638,0,109975
766,BEAMEFFECT,9639,0,109975
767,SPELLCATEGORIES,182358,0,109975
768,SPELLEFFECT,1305334,0,109975
769,SPELLEFFECT,1305343,0,109975
770,SPELLINTERRUPTS,240433,0,109975
771,SPELLMISC,835343,0,109975
772,SPELLVISUAL,179210,0,109975
773,SPELLVISUAL,188015,0,109975
774,SPELLVISUALANIM,434805,0,109975
775,SPELLVISUALEVENT,561549,0,109975
776,SPELLVISUALEVENT,561552,0,109975
777,SPELLVISUALEVENT,561553,0,109975
778,SPELLVISUALEVENT,561554,0,109975
779,SPELLVISUALKIT,278535,0,109975
780,SPELLVISUALKIT,278537,0,109975
781,SPELLVISUALKIT,278538,0,109975
782,SPELLVISUALKIT,278539,0,109975
783,SPELLVISUALKITEFFECT,736051,0,109975
784,SPELLVISUALKITEFFECT,776295,0,109975
785,SPELLVISUALKITEFFECT,788384,0,109975
786,SPELLVISUALKITEFFECT,788385,0,109975
787,SPELLVISUALKITEFFECT,788386,0,109975
788,SPELLVISUALKITEFFECT,788387,0,109975
789,SPELLVISUALKITEFFECT,788393,0,109975
790,SPELLVISUALKITEFFECT,788394,0,109975
791,SPELLVISUALKITEFFECT,788395,0,109975
792,SPELLVISUALKITEFFECT,788396,0,109975
793,SPELLVISUALKITEFFECT,788397,0,109975
794,SPELLVISUALKITEFFECT,788400,0,109975
795,SPELLVISUALKITEFFECT,788401,0,109975
796,MODIFIERTREE,431190,0,109983
797,MODIFIERTREE,431191,0,109983
798,PLAYERCONDITION,162749,0,109983
799,QUESTV2,93935,0,109983
800,QUESTV2,93936,0,109983
801,QUESTV2,93937,0,109983
802,TREASURE,141114,0,109983
803,TREASURE,141115,0,109983
804,TREASURE,141116,0,109983
805,TREASURE,141117,0,109983
806,TREASUREITEM,1516245,0,109983
807,TREASUREITEM,1541850,0,109983
808,PLAYERCHOICERESPONSE,6144,0,109984
809,PLAYERCHOICERESPONSE,6145,0,109984
810,PLAYERCHOICERESPONSE,6146,0,109984
811,PLAYERCHOICERESPONSE,6147,0,109984
812,UIWIDGET,8332,0,109984
813,UIWIDGETCONSTANTSOURCE,62566,0,109984
814,UIWIDGETCONSTANTSOURCE,62567,0,109984
815,UIWIDGETCONSTANTSOURCE,62568,0,109984
816,UIWIDGETCONSTANTSOURCE,62569,0,109984
817,UIWIDGETCONSTANTSOURCE,62570,0,109984
818,UIWIDGETCONSTANTSOURCE,62571,0,109984
819,UIWIDGETCONSTANTSOURCE,62572,0,109984
820,UIWIDGETSET,2281,0,109984
821,UIWIDGETSTRINGSOURCE,23665,0,109984
822,UIWIDGETSTRINGSOURCE,23666,0,109984
823,UIWIDGETVISUALIZATION,4606,0,109984
824,UIWIDGETXWIDGETSET,23720,0,109984
825,SPELL,1307603,0,110034
826,SPELLMISC,854274,0,110034
827,SPELLMISC,186703,0,110035
828,CREATUREDIFFICULTY,343458,0,110027
829,CREATUREDIFFICULTY,342741,0,109993
830,CREATUREDIFFICULTY,342743,0,109993
831,CREATUREDIFFICULTY,342744,0,109993
832,CREATUREDIFFICULTY,350624,0,109993
833,CREATUREDIFFICULTY,350630,0,109993
834,CREATUREDIFFICULTY,350652,0,109993
835,CREATUREDIFFICULTY,350667,0,109993
836,CREATURE,259559,0,109997
837,CREATURE,259561,0,109997
838,CREATURE,259562,0,109997
839,CREATURE,267005,0,109997
840,CREATURE,267011,0,109997
841,CREATURE,267029,0,109997
842,CREATURE,267044,0,109997
843,SPELL,1283556,0,110000
844,GAMEOBJECTS,655159,0,110005
845,GAMEOBJECTS,677385,0,110005
846,SPAWNGROUP,3269462,0,110005
847,SPAWNLOC,5157893,0,110005
848,SPAWNLOC,5159261,0,110005
849,SPAWNLOC,5239529,0,110005
850,SPAWNLOC,5239530,0,110005
851,SPAWNOBJECT,8169322,0,110005
852,SPAWNOBJECT,8170868,0,110005
853,SPAWNOBJECT,8280382,0,110005
854,SPAWNOBJECT,8280383,0,110005
855,SPAWNEVENT,5161857,0,110023
856,SPAWNGROUP,3166894,0,110023
857,SPAWNLOC,5030283,0,110023
858,SPAWNOBJECT,8005434,0,110023
859,SPAWNSQUAD,5310655,0,110023
860,CRITERIATREE,232506,0,110032
861,DESIGNERCONTEXTFORBI,246,0,110065
862,DESIGNERCONTEXTFORBI,247,0,110065
863,SPELLSCRIPTTEXT,29555,0,110065
864,SPELLSCRIPTTEXT,29556,0,110065
865,SPELL,1290561,0,110046
866,SPELLREAGENTS,38664,0,110046
867,SPELLREAGENTS,38673,0,110046
868,SPELLREAGENTS,38682,0,110046
