Description_lang,Title_lang,ID,ScenarioID,CriteriatreeID,RewardQuestID,RelatedStep,Supersedes,OrderIndex,Flags,VisibilityPlayerConditionID,WidgetSetID
阻止巴塔里野牛人对滨岸村的入侵。,野牛人入侵！,155,63,21849,0,0,0,2,0,0,0
击败战争使者虬碧。,战争使者虬碧,156,63,21851,0,0,0,3,0,0,0
调查野牛人的眼线。,斥候来报。,157,63,21853,0,0,0,1,0,0,0
帮助布兰琪酿造她远近闻名的闪电佳酿。,酿造闪电陈酿,159,65,21993,0,0,0,0,0,0,0
护送布兰琪前往雷掌之路。,雷掌之路,160,65,21995,0,0,0,1,0,0,0
击败毁灭者波罗库拉。,拯救雷掌阁,161,65,21999,0,0,0,2,0,0,0
消灭怒煞畸体。,消灭煞魔,166,39,21050,0,0,0,3,0,0,0
击败雷电之王的传令官——烛桓将军。,杀死烛桓将军,167,68,22571,0,0,0,4,0,0,0
营救被抓的金莲教远征队。,拯救金莲教,171,68,22730,0,0,0,1,0,0,0
阻止游学者福云被处死。,刀下留人,172,68,22732,0,0,0,2,0,0,0
击败守护四个古代魔古神器的守护者。,夺取神器,173,68,22737,0,0,0,3,0,0,0
[PH]击败三位大师。,[PH]击败大师,174,70,0,0,0,0,0,0,0,0
杀开一条血路，深入塞拉摩废墟的核心。,深入废墟,175,71,27452,0,0,0,2,0,0,0
击败联盟队长并在全船安放炸药桶。,沉下去吧！,179,72,22975,0,0,0,0,0,0,0
将你成功的消息告诉爆破大师光油。,爆破大师,180,72,22989,0,0,0,1,0,0,0
杀死巴德拉克和他的狮鹫。,狮鹫坠落,181,72,22977,0,0,0,2,0,0,0
摧毁大贝莎，并破坏无人驾驶的坦克。,让坦克见鬼去吧！,182,72,22980,0,0,0,3,0,0,0
杀死赫德里克·伊文凯恩并释放囚禁在塞拉摩堡垒的萨伦·织歌者。,自由了！,183,72,22986,0,0,0,4,0,0,0
摧毁西边城门的攻城车，并找回失窃的旗帜。,摧毁攻城车,185,71,27457,0,0,0,4,0,0,0
在吉安娜调校聚焦之虹时保护她。,背水一战,186,71,27460,0,0,0,5,0,0,0
保护船只免遭部落的侵袭。,欢迎来到塞拉摩,193,71,27242,0,0,0,0,0,0,0
击败围攻绿石道场的怪物。,拯救道场,194,40,21061,0,0,0,1,0,0,0
击败海港内的部落之敌。,大扫除,210,71,27256,0,0,0,1,0,0,0
为生命之池消除煞能腐蚀。,生命之池,211,39,27197,0,0,0,1,0,0,0
在法力炸弹的弹坑内找到吉安娜。,普罗德摩尔女士,217,71,27467,0,0,0,3,0,0,0
找到学者舒卫。,游学者的命运,224,68,27622,0,0,0,0,0,0,0
找到蜥蜴人洞穴的入口。,骑马前进！,367,179,30884,0,0,0,1,0,0,0
击败守卫洞穴的蜥蜴人。,守卫！,368,179,30568,0,0,0,2,0,0,0
找到蜥蜴人的源头。,起源,369,179,30948,0,0,0,4,0,0,0
击败孵化大师诺什。,孵化大师,370,179,30570,0,0,0,5,0,0,0
抵挡库卡隆的伏击。,有埋伏！,371,179,30572,0,0,0,7,0,0,0
摧毁防御宝珠并进入堡垒。,潜入远古堡垒,372,180,30566,0,0,0,0,0,0,0
在泰坦构造体出现前尽力攫取宝藏。,偷来横财,373,180,0,0,0,0,1,0,0,0
对扎尼维斯岛发动袭击。,突袭扎尼维斯,374,181,30957,0,0,0,0,0,0,0
摧毁声波塔并关闭扎尼维斯的防护盾。,防御扎尼维斯,375,181,30959,0,0,0,1,0,0,0
突袭海滩并抵达扎尼维斯之心。,扎尼维斯之心,376,181,30966,0,0,0,2,0,0,0
击败海军上将哈格曼。,击败海军上将！,377,182,30733,0,0,0,3,0,0,0
保护舰船！击退部落登船小队。,登船小队！,378,182,30721,0,0,0,0,0,0,0
在部落舰船上安放炸药并将其摧毁！,粉身碎骨！,379,182,30723,0,0,0,2,0,0,0
与沃金交谈并开始搜索蜥蜴人洞穴。,任务是……,382,179,30886,0,0,0,0,0,0,0
深入洞穴。,进入洞穴,383,179,30939,0,0,0,3,0,0,0
调查魔古雕像。,调查,384,179,30950,0,0,0,6,0,0,0
与达金·风须汇合。,飞行管理员,386,184,31196,0,0,0,0,0,0,0
击败指挥官泰尔伏拉克并夺回螳螂妖武器库。,扎尼维斯的武装,387,181,30964,0,0,0,3,0,0,0
协助两队劳工建造防御工事。,准备防御,398,183,30997,0,0,0,0,0,0,0
躲开守卫，进入暗影圣殿。,进入黑暗神殿,408,200,31008,0,0,0,0,0,0,0
找到黑暗收割议会的踪迹。,搜索议会存在的证据,409,200,31010,0,0,0,1,0,0,0
与阿卡玛一同前往失落灵魂神殿。,跟随阿卡玛前往失落灵魂神殿。,410,200,31012,0,0,0,2,0,0,0
击败指挥官斯卡戈什并夺回朱鹤寺。,击败指挥官斯卡戈什,412,183,31192,0,0,0,1,0,0,0
调查失落灵魂神殿。,揭示议会的计划,413,200,31019,0,0,0,3,0,0,0
夺取黑暗收割议会留下的灵魂水晶。,击败秩序精华,414,200,31017,0,0,0,4,0,0,0
击退灵魂之匣施放出的恶魔并返回苦痛大厅找阿卡玛。,逃出失落灵魂神殿,415,200,31021,0,0,0,5,0,0,0
在时间用完前尽可能多的夺取宝藏。,劫掠欢愉之园,416,200,31023,0,0,0,6,0,0,0
获得充能的灵魂之核并前往神殿之巅。,前往神殿之巅,417,200,31034,0,0,0,7,0,0,0
杀进码头，去找海军上将泰勒。,死守码头,419,184,31202,0,0,0,1,0,0,0
击败攻打要塞的部落部队。,夺回庭院！,420,184,31283,0,0,0,2,0,0,0
从军情七处队伍中收集情报。,外勤工作,423,184,31296,0,0,0,4,0,0,0
守住堡垒，击退部落入侵者及其指挥官。,坚守阵地！,424,184,31291,0,0,0,6,0,0,0
对扎尼维斯岛发动袭击。,突袭扎尼维斯,430,203,31227,0,0,0,0,0,0,0
摧毁声波塔并关闭扎尼维斯的防护盾。,防御扎尼维斯,431,203,31229,0,0,0,1,0,0,0
突袭海滩并抵达扎尼维斯之心。,扎尼维斯之心,432,203,31233,0,0,0,2,0,0,0
击败指挥官泰尔伏拉克并夺回螳螂妖武器库。,扎尼维斯的武装,433,203,31236,0,0,0,3,0,0,0
找到大元帅双辫并帮忙击退部落的袭击。,大元帅,434,184,31288,0,0,0,3,0,0,0
组装苏利的武器并准备守卫要塞！,装备中,435,184,31300,0,0,0,5,0,0,0
与库姆萨尔汇合。,飞行管理员,436,201,31475,0,0,0,0,0,0,0
杀进着火的炼油厂，去找纳兹戈林将军。,A.C.E.空袭,437,201,31477,0,0,0,1,0,0,0
击败攻打要塞的联盟部队。,夺回庭院！,438,201,31479,0,0,0,2,0,0,0
找到血柄督军并帮忙击退联盟的袭击。,督军,439,201,31483,0,0,0,3,0,0,0
收集联盟和部落军队的情报。,外勤工作,440,201,31486,0,0,0,4,0,0,0
组装利维特的武器并准备守卫要塞！,装备中,441,201,31490,0,0,0,5,0,0,0
守住大门，击退联盟入侵者及其指挥官。,坚守阵地！,442,201,31494,0,0,0,6,0,0,0
骑乘雷霆翼龙从空中侦察风暴之海码头。,乔装潜入,443,205,31682,0,0,0,0,0,0,0
对岗哨图腾投掷烟雾弹，使其瘫痪。,烟雾之径,444,205,31684,0,0,0,1,0,0,0
击倒被陶矢标记的船员，并溜到位于船只前方的攻城武器处。,风暴中的阴影,445,205,31686,0,0,0,2,0,0,0
潜行穿过船坞并继续上山，直到找到守门人虎申。,保持安静,446,205,31689,0,0,0,4,0,0,0
击败守门人虎申并获得他的钥匙。,点亮夜晚,447,205,31691,0,0,0,5,0,0,0
骑上夺日者血鹰，与斥候队长艾尔希娅一起飞过岛屿。,与斥候队长艾尔希娅会合,448,206,31670,0,0,0,0,0,0,0
,在伏击中幸存下来,449,206,31672,0,0,0,1,0,0,0
,摧毁屏障,450,206,31674,0,0,0,2,0,0,0
,击败撕裂者科尔什,451,206,31676,0,0,0,3,0,0,0
,击败魔术士图拉奇克和他的灵魂面具,452,206,31679,0,0,0,4,0,0,0
骑上你的雷霆翼龙！,起飞……,453,207,31693,0,0,0,0,0,0,0
赞达拉巨魔发现你了！击败进攻者！,遭遇拦截！,454,207,31695,0,0,0,1,0,0,0
胡拉奇把你打下了坐骑！打败他！,击败兽王,455,207,31697,0,0,0,2,0,0,0
与你的影踪派联络人陶矢会面。,进入矿洞,456,207,31830,0,0,0,3,0,0,0
在陶矢解除矿脉门锁时掩护她，并击败奴隶主夏旭。,掩护我！,458,207,31703,0,0,0,5,0,0,0
与你的盟友一起突袭血腥岔路口。,血腥岔路口,460,208,31844,0,0,0,0,0,0,0
击败山怖麾下的魔古族和赞达拉防御者。,雷神之基,465,208,31718,0,0,0,2,0,0,0
击败宫殿守门人并且打开大门。,摧毁守门人,472,208,31710,0,0,0,1,0,0,0
找到重磅炸药。,找到遗失的炸药,473,204,31833,0,0,0,0,0,0,0
点燃重磅炸药的引线。,引爆炸药,474,204,31839,0,0,0,2,0,0,0
,击败战神阿尔图克拉,475,204,31837,0,0,0,3,0,0,0
找到重磅炸药。,找到遗失的炸药,476,209,31746,0,0,0,0,0,0,0
点燃重磅炸药的引线。,引爆炸药,477,209,31768,0,0,0,2,0,0,0
,击败战神阿尔图克拉,478,209,31804,0,0,0,3,0,0,0
去城墙边和艾尔希娅交谈。,运送炸药,479,209,31765,0,0,0,1,0,0,0
去城墙边和温蕾萨交谈。,运送炸药,480,204,31835,0,0,0,1,0,0,0
协助祝踏岚和雅丽亚打倒山怖。,击败山怖,482,208,31723,0,0,0,3,0,0,0
走下甲板并刺杀哈鲁卡尔船长。,湿漉漉的任务,483,205,31806,0,0,0,3,0,0,0
在雷霆熔炉充能时保护拉希奥。,充能中,484,211,31810,0,0,0,2,0,0,0
在天界工匠锻铸闪电长枪时保护他。,发现腐化物,485,211,31812,0,0,0,4,0,0,0
击败袭击雷霆熔炉的融合之煞。,腐化的具象,486,211,31814,0,0,0,5,0,0,0
抵达矿洞的主大门处。,你的矿洞就是我的矿洞！,487,207,31841,0,0,0,4,0,0,0
与拉希奥交谈，找出激活雷霆熔炉的方法。,与拉希奥交谈,490,211,31856,0,0,0,0,0,0,0
将充能的灵魂之核放入恶魔灵魂井并击败坎雷萨德。,击败坎雷萨德,491,200,31858,0,0,0,8,0,0,0
将延极矿倒入模具并开始为雷霆熔炉充能。,锻造延极矿,492,211,31923,0,0,0,1,0,0,0
骑上银色盟约角鹰兽，与游侠将军温蕾萨·风行者一起飞过岛屿。,与游侠将军温蕾萨·风行者会合,493,212,31925,0,0,0,0,0,0,0
,在伏击中幸存下来,494,212,31928,0,0,0,1,0,0,0
,摧毁屏障,495,212,31930,0,0,0,2,0,0,0
,击败安基和驭兽师帕库特什,496,212,31932,0,0,0,3,0,0,0
,击败魔术士玛拉卡和他的灵魂面具,497,212,31934,0,0,0,4,0,0,0
使用守门人的宝珠，打开通向血腥岔路口的大门。,突破,498,205,31937,0,0,0,6,0,0,0
你必须在有限的时间内尽可能多夺取一些宝藏。当你准备好开始后，就与陶矢谈一谈。,与陶矢交谈,508,215,31993,0,0,0,0,0,0,0
与拉希奥交谈以启动雷霆熔炉,深入熔炉,509,211,32142,0,0,0,3,0,0,0
在倒计时结束前尽可能多夺取一些宝藏并抵达出口。,到达出口,510,215,32158,0,0,0,1,0,0,0
与格里兹尔·轮滑交谈。,跟老板谈谈,511,216,32592,0,0,0,0,0,0,0
攻破主厅并阻止绑架犯。,渗透,514,219,32524,0,0,0,0,0,0,0
调查主厅。,侦察,515,219,32588,0,0,0,1,0,0,0
帮助钟摆建造装置以打开下一道大门。,封闭的大门,516,219,32589,0,0,0,2,0,0,0
在补丁启动逃生装置时保护地精小队。,坚持到底,533,219,32590,0,0,0,3,0,0,0
消灭破坏繁盛挖掘场的大型元素生物。,碎石机,535,216,32594,0,0,0,1,0,0,0
在轮滑的手下们清理矿洞入口的同时帮他收集遗物。,经济复苏,536,216,32596,0,0,0,2,0,0,0
深入繁盛矿洞并炸开洞壁。,矿洞的末端,537,216,32598,0,0,0,3,0,0,0
消灭亚煞极的回响。,心碎,538,216,32637,0,0,0,4,0,0,0
到闪光岭上与黑铁巡山人联络并找出终止风暴的方法。,巡山人,539,210,32623,0,0,0,0,0,0,0
救下巨魔烤肉架上的斥候石须。,解救斥候石须,540,210,32644,0,0,0,1,0,0,0
消灭试图烹饪斥候粗酿的巨魔。,解救斥候粗酿,541,210,32648,0,0,0,2,0,0,0
消灭打算献祭斥候炉匠的巨魔。,解救斥候炉匠,542,210,32650,0,0,0,3,0,0,0
杀死冰封洞穴中的元素之灵以终止暴风雪。,寒冷的洞穴,543,210,32652,0,0,0,4,0,0,0
加入茉艾拉的部队，击败赞达拉领袖并占领霜鬃村落。,不成功，就成仁,544,210,32654,0,0,0,5,0,0,0
从敌方爆破手处窃取炸药。,获取炸药,545,182,32657,0,0,0,1,0,0,0
与罗敦交谈以开启试炼。,选择试炼,550,237,33998,0,0,0,0,0,0,0
完成奖励目标，获得额外的奖赏。,奖励目标,551,210,32743,32898,0,0,6,3,0,0
保护舰船！击退联盟登船小队。,登船小队！,556,239,32774,0,0,0,0,0,0,0
从敌方爆破手处窃取炸药。,获取炸药,557,239,32776,0,0,0,1,0,0,0
在联盟舰船上安放炸药并将其摧毁！,粉身碎骨！,558,239,32778,0,0,0,2,0,0,0
击败海军上将霍奇逊。,击败海军上将！,559,239,32781,0,0,0,3,0,0,0
完成奖励目标，获得额外的奖赏。,奖励目标,560,182,32791,32898,0,0,4,3,0,0
完成所有的奖励目标，获得额外的奖赏。,奖励目标,561,219,32799,32898,0,0,4,3,0,0
完成奖励目标，获得额外的奖赏。,奖励目标,565,65,32818,32898,0,0,3,3,0,0
完成奖励目标，获得额外的奖赏。,奖励目标,566,39,32821,32898,0,0,4,3,0,0
完成奖励目标，获得额外的奖赏。,奖励目标,567,216,32831,32898,0,0,5,3,0,0
完成奖励目标，获得额外的奖赏。,奖励目标,580,239,162971,32898,559,0,4,3,0,0
第1阶段描述。,第1阶段,587,247,32959,0,0,0,0,0,0,0
第2阶段描述。,第2阶段,593,247,32961,0,0,0,1,0,0,0
第3阶段描述。,第3阶段,594,247,32963,0,0,0,2,0,0,0
第4阶段描述。,第4阶段,595,247,32965,0,0,0,3,0,0,0
第5阶段描述。,第5阶段,596,247,32967,0,0,0,4,0,0,0
第6阶段描述。,第6阶段,597,247,32969,0,0,0,5,0,0,0
试炼即将开始。,做好准备……,598,248,32993,0,0,0,0,0,0,0
,试炼场,599,248,33951,0,0,0,1,0,0,0
,第2阶段,607,254,0,0,0,0,2,0,0,0
,第1阶段,608,254,0,0,0,0,1,0,0,0
消灭玄牛寺内的畸体。,亡者,615,256,33244,0,0,0,0,0,0,0
Stage 0,Test Stage 0,616,254,0,0,0,0,0,0,0,0
,第3阶段,617,254,0,0,0,0,3,0,0,0
,第4阶段,618,254,0,0,0,0,4,0,0,0
尾声！,第5阶段,619,254,0,0,0,0,5,0,0,0
在一场宠物对战中击败三名潘达利亚勇士。,潘达利亚勇士,620,257,33302,0,0,0,0,0,0,0
在宠物对战中分别击败四位至尊天神。,天神之战,621,257,33331,0,0,0,1,0,0,0
在客人出现后招呼他们落座并为其上菜。因受冷落而离开的客人不能超过5个。,汤面时间,637,269,33600,0,0,0,1,0,0,0
学习如何经营面档。,教学,647,269,33924,0,0,0,0,0,0,0
尽你所能招呼更多的客人。因受冷落而离开的客人不能超过5个。,汤面时间,652,278,33926,0,0,0,0,0,0,0
"获得至少30,000分",奖励：冲向黄金！,653,278,33928,0,0,0,1,3,0,0
消灭格罗玛尔的所有兽人。,血洗格罗玛尔,654,275,33985,0,0,0,2,0,0,0
击败长枪战神奥罗克,格罗玛尔之门,655,275,33994,0,0,0,1,0,0,0
击败剃刀沼泽内的亡首野猪人大军。,剃刀沼泽,680,294,34480,0,0,0,0,0,0,0
在失去蒸汽能力前尽可能多采集一些矿石！,收集资源,718,318,0,0,0,0,0,0,0,0
击败海军基地的高级技师古拉鲁克·裂砧。,古拉鲁克·裂砧,721,320,34857,0,0,0,2,0,0,0
消灭斯通纳德里的守卫。,杀死他们，不留活口！,725,322,34859,0,0,0,0,0,0,0
sendevent 36841,第2阶段,726,322,34861,0,0,0,1,0,0,0
sendevent 36841,第3阶段,727,322,34863,0,0,0,2,0,0,0
阻止血环灵魂萨满复活匠灵的遗骸。,终止仪式,728,323,34871,0,0,0,0,0,0,0
保护萨尔攻入内部大厅。,幽灵大军,729,323,34875,0,0,0,1,0,0,0
击败基尔罗格·死眼并阻止黑暗仪式。,基尔罗格·死眼,730,323,34877,0,0,0,2,0,0,0
击败玛古克。,击败玛古克,731,324,34882,0,0,0,8,0,0,0
肃清码头上的兽人残兵并击败指挥官沃尔卡。,天降火雨,732,275,34884,0,0,0,3,0,0,0
消灭房间内的人以熄灭符文。,熄灭符文,736,329,34898,0,0,0,0,0,0,0
保卫霜火岭，抵抗钢铁部落的进攻。,扼守要道,737,324,34904,0,0,0,1,0,0,0
摧毁钢铁集簇投掷炮。,钢铁集簇投掷炮,738,324,34906,0,0,0,2,0,0,0
保卫霜火岭，抵抗钢铁部落的进攻。,坚守阵地,739,324,34908,0,0,0,3,0,0,0
保护德雷克塔尔，挡住钢铁部落的袭击者。,保护德雷克塔尔,740,324,34910,0,0,0,4,0,0,0
保卫霜火岭，抵抗钢铁部落的进攻。,钢铁雷神,741,324,34912,0,0,0,5,0,0,0
击败马尔格林·风暴之手。,马尔格林·风暴之手,742,324,34914,0,0,0,6,0,0,0
保卫霜火岭，抵抗钢铁部落的进攻。,最后的防线,743,324,34916,0,0,0,7,0,0,0
与杜隆坦交谈。,一触即发,745,324,34921,0,0,0,0,0,0,0
集中军力，在大法师卡德加的庇护下，准备发动沙塔斯之战。,准备就绪,747,331,34944,0,0,0,0,0,0,0
坐着钢铁之星扫清通向港口的道路。,战斗打响,748,331,34946,0,0,0,2,0,0,0
钢铁部落已经集结在钢铁码头。在卡德加准备横扫港口的法术时保护他。,钢铁海港,752,331,34954,0,0,0,3,0,0,0
钢铁部落传说中的武器已经抵达了港口。去占领舰船吧。你的盟友会拖住黑手，不让他阻挠你在旗舰上的工作。,武器,753,331,34956,0,0,0,4,0,0,0
与守备官玛尔拉德谈一谈。,卡拉的选民,754,275,34959,0,0,0,0,0,0,0
与杜隆坦谈一谈。,与杜隆坦谈一谈,755,320,34985,0,0,0,0,0,0,0
护送你的队伍前往北边的机房。,前往机房,756,320,34983,0,0,0,1,0,0,0
前往补给站。,前往补给站,757,320,34987,0,0,0,3,0,0,0
抵挡住钢铁部落兽人如潮水般的攻势。使用炸药桶对付他们。,中流砥柱,758,320,34989,0,0,0,4,0,0,0
前往中央码头区，登上镇潮号舰艇。,前往中央码头区,759,320,34991,0,0,0,5,0,0,0
与罗克交谈，在它的帮助下登上镇潮号舰艇。,登上舰艇,761,320,34995,0,0,0,6,0,0,0
摧毁镇潮号舰艇。,摧毁镇潮号舰艇,762,320,34997,0,0,0,7,0,0,0
击败黑暗深渊的首领,黑暗深渊,765,333,35169,35929,0,0,0,0,0,0
击败多米尼娜,奖励目标,773,333,35183,35930,0,0,1,1,0,0
击败占据了黑石塔大厅的铁军部队。,黑石塔上层,796,329,35686,35963,0,0,1,0,0,0
击杀5个敌人,5连斩奖励,833,323,35365,0,0,0,3,1,0,0
击杀10个敌人,10连斩奖励,834,323,35367,0,0,0,4,1,0,0
击败通天峰的鲁克玛信徒。,通天峰,835,423,35369,0,0,0,0,0,0,0
击败经营着血槌炉渣矿井的血槌奴隶主。,血槌炉渣矿井,837,425,35389,0,0,0,0,0,0,0
干扰钢铁部落的海军部队。,钢铁码头,838,426,35393,0,0,0,0,0,0,0
铲除奥金顿中的腐败。,奥金顿,839,427,35397,0,0,0,0,0,0,0
击败耐奥祖的黑暗教派中的影月邪教徒。,影月墓地,840,428,35401,0,0,0,0,0,0,0
阻止恐轨号将它致命的货物运抵目的地。,恐轨车站,841,429,35405,0,0,0,0,0,0,0
调查植物丛生的肯瑞托岗哨。,永茂林地,842,430,35409,0,0,0,0,0,0,0
击败占据了黑石塔大厅的铁军部队。,黑石塔上层,844,432,35413,0,0,0,0,0,0,0
闯到后门处并击败炽燃者阿诺克。,击败炽燃者阿诺克,861,449,35587,0,0,0,0,0,0,0
闯入卡拉波港口,在卡拉波港口与伊瑞尔见面,862,449,35589,0,0,0,1,0,0,0
保护卡拉，直至其充能完毕。,保护卡拉不受入侵者的伤害,863,449,35591,0,0,0,2,0,0,0
跟随先知维伦。,眼前的幻象,864,450,35613,0,0,0,0,0,0,0
见证指挥官沃尔卡的到来。,指挥官沃尔卡,865,450,35615,0,0,0,2,0,0,0
击败库鲁尔。,敌军的突袭,866,450,35628,0,0,0,1,0,0,0
在卡拉波台阶上与先知维伦交谈,最后的防线,868,450,35631,0,0,0,3,0,0,0
阻止针对卡拉波的轰炸！,击败指挥官沃尔卡！,873,449,35704,0,0,0,3,0,0,0
击败征服者克鲁尔,奖励目标,884,333,35745,35930,0,0,2,1,0,0
击败深渊守护者,奖励目标,885,333,35747,35930,0,0,3,1,0,0
在钢铁部落的旗舰上帮忙击败黑手。,黑手,895,331,36023,0,0,0,5,0,0,0
顶住鬣蜥人的攻击。,坚持到底,914,499,36131,0,0,0,2,0,0,0
击败戈隆。,它过来了,915,499,36133,35914,0,0,5,0,0,0
击败鬣蜥人的突击。,伏击,920,499,36137,0,0,0,1,0,0,0
追随中士,入侵！,928,499,36157,0,0,0,0,0,0,0
与守备官伊瑞尔交谈，开始联盟对格罗玛什尔的攻击。,开始攻击,929,508,37446,0,0,0,0,0,0,0
战歌氏族的战斗力源于他们的狼骑兵。从侧面袭击他们的兽王，氏族的核心力量就会瓦解。,击败兽王,930,508,36375,0,0,0,2,0,0,0
钢铁部落的雷神氏族成员奴役了一头强大的戈隆——饥饿者杜恩。快去干掉他吧。,击败饥饿者杜恩,931,508,36377,0,0,0,4,0,0,0
你和守备官伊瑞尔终于要面对督军加尔鲁什·地狱咆哮了。,对抗督军加尔鲁什·地狱咆哮,932,508,36379,0,0,0,6,0,0,0
与杜隆坦交谈，开始部落对格罗玛什尔的攻击。,开始攻击,933,509,37448,0,0,0,0,0,0,0
战歌氏族的战斗力源于他们的狼骑兵。从侧面袭击他们的兽王，氏族的核心力量就会瓦解。,击败兽王,934,509,36381,0,0,0,2,0,0,0
钢铁部落的雷神氏族成员奴役了一头强大的戈隆——饥饿者杜恩。快去干掉他吧。,击败饥饿者杜恩,935,509,36383,0,0,0,4,0,0,0
你和杜隆坦终于要面对督军加尔鲁什·地狱咆哮了。,对抗督军加尔鲁什·地狱咆哮,936,509,36385,0,0,0,6,0,0,0
返回镇中心。,风平浪静,937,499,36202,0,0,0,4,0,0,0
击败监狱的囚犯。,监狱,938,510,36222,35288,0,0,0,0,0,0
击败怒焰裂谷的首领。,怒焰裂谷,939,511,36226,35287,0,0,0,0,0,0
击败哀嚎洞穴的住民。,纳拉雷克斯的信徒,940,515,36231,0,0,0,0,0,0,0
击败克雷什,奖励目标,941,515,36264,35307,0,0,2,1,0,0
击败影牙要塞的首领。,影牙城堡,942,516,36250,35304,0,0,0,0,0,0
击败影牙要塞的席瓦莱恩男爵。,奖励目标：击败席瓦莱恩男爵,946,516,36260,35305,0,0,1,1,0,0
击败影牙要塞的指挥官斯普林瓦尔。,奖励目标：击败指挥官斯普林瓦尔,947,516,36262,35305,0,0,2,1,0,0
保护穆约完成唤醒仪式,纳拉雷克斯的信徒,948,515,36257,35303,0,0,1,0,0,0
击败斯卡姆,奖励目标,949,515,36266,35307,0,0,3,1,0,0
击败影牙要塞的首领。,影牙城堡,956,523,36268,35309,0,0,0,0,0,0
击败影牙要塞的席瓦莱恩男爵。,奖励目标：击败席瓦莱恩男爵,957,523,36272,35311,0,0,1,1,0,0
击败影牙要塞的指挥官斯普林瓦尔。,奖励目标：击败指挥官斯普林瓦尔,958,523,36274,35311,0,0,2,1,0,0
击败围攻砮皂寺的首领。,围攻砮皂寺,959,524,36276,35312,0,0,0,0,0,0
击败围攻砮皂寺的首领。,围攻砮皂寺,960,525,36278,35461,0,0,0,0,0,0
击败残阳关的首领。,残阳关,961,526,36280,35315,0,0,0,0,0,0
击败残阳关的首领。,残阳关,962,527,36285,35316,0,0,0,0,0,0
击败魔古山宫殿的首领。,魔古山宫殿,963,528,36290,35318,0,0,0,0,0,0
击败影踪禅院的首领。,影踪禅院,966,531,36292,35319,0,0,0,0,0,0
击败影踪禅院的首领。,影踪禅院,970,535,36297,35320,0,0,0,0,0,0
击败魔古山宫殿的首领。,魔古山宫殿,971,536,36302,35321,0,0,0,0,0,0
击败风暴烈酒酿造厂的首领。,风暴烈酒酿造厂,972,537,36317,35323,0,0,0,0,0,0
击败风暴烈酒酿造厂的首领。,风暴烈酒酿造厂,973,538,36321,35324,0,0,0,0,0,0
击败青龙寺的首领。,青龙寺,974,539,36325,35325,0,0,0,0,0,0
击败青龙寺的首领。,青龙寺,975,540,36333,35327,0,0,0,0,0,0
击败永生者沃尔丹,奖励目标,976,515,36339,35307,0,0,4,1,0,0
击败黑石岩窟的首领,黑石岩窟,977,542,36343,35348,0,0,0,0,0,0
击败如花,奖励目标,978,542,36348,35349,0,0,1,1,0,0
击败黑石岩窟的首领。,黑石岩窟,983,545,36360,35351,0,0,0,0,0,0
