Name_lang,SourceText_lang,Description_lang,ID,MountTypeID,Flags,SourceTypeEnum,SourceSpellID,PlayerConditionID,MountFlyRideHeight,UiModelSceneID,MountSpecialRiderAnimKitID,MountSpecialSpellVisualKitID
紫色迅猛龙,|cFFFFD200商人出售：|r祖尼尔|n|cFFFFD200地区：|r杜隆塔尔|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,由最凶猛的先祖繁殖而来，保证绝（不）对（会）不（咬）会（得）咬（太）人（狠）。,38,230,0,2,10799,0,0,4,0,0
红色机械陆行鸟,|cFFFFD200商人出售：|r米利·羽哨|n|cFFFFD200地区：|r丹莫罗|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,“地形动态输出仪与液压成像技术及平衡增强器的完美结合……”——宾吉·羽哨,39,230,0,2,10873,0,0,4,0,0
蓝色机械陆行鸟,|cFFFFD200商人出售：|r米利·羽哨|n|cFFFFD200地区：|r丹莫罗|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,“地形动态输出仪与液压成像技术及平衡增强器的完美结合……”——宾吉·羽哨,40,230,0,2,10969,0,0,4,0,0
战马,|cFFFFD200圣骑士|r|n,训练有素，能在正义的战斗中屹立不倒。,41,230,4,1,13819,27943,0,4,0,0
白色机械陆行鸟B型,|cFFFFD200绝版|r,由于收到大量关于“阀门失控”的投诉而不得不进行召回。如今侏儒工程师们都会将出现重大错误的原型机称为“B型”。,42,230,64,2,15779,0,0,4,0,0
绿色机械陆行鸟,|cFFFFD200商人出售：|r米利·羽哨|n|cFFFFD200地区：|r丹莫罗|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,“地形动态输出仪与液压成像技术及平衡增强器的完美结合……”——宾吉·羽哨,43,230,64,2,15780,0,0,4,0,0
黑色夜刃豹,|cFFFFD200绝版|r,这些敏捷的野兽被认为是艾泽拉斯最完美的掠食者之一，能够悄无声息地穿越茂密的森林。,45,230,64,2,16055,0,0,4,0,0
上古霜刃豹,|cFFFFD200绝版|r,没有斑点或条纹，说明这种野兽是最古老的霜刃豹的后裔。,46,230,64,2,16056,0,0,4,0,0
赤狼,|cFFFFD200绝版|r,在整个艾泽拉斯几乎已经没有留存，只有最老道的冒险者才能见到一只。,50,230,64,2,16080,0,0,4,0,0
冰狼,|cFFFFD200绝版|r,这种狼曾被认为已经濒临灭绝，但在某些部落老兵身边还能偶尔看到。,51,230,64,0,16081,0,0,4,0,0
褐色马,|cFFFFD200绝版|r,它以其美丽的金色毛皮和柔顺的白色鬃毛而广受人类贵族的青睐。,52,230,64,2,16082,0,0,4,0,0
白马,|cFFFFD200绝版|r,强大而不屈的白马是古代人类部族神话中神圣的代表物。,53,230,64,2,16083,0,0,4,0,0
杂斑红色迅猛龙,|cFFFFD200绝版|r,由最凶猛的先祖繁殖而来，保证绝（不）对（会）不（咬）会（得）咬（太）人（狠）。,54,230,64,2,16084,0,0,4,0,0
冬泉霜刃豹,|cFFFFD200任务：|r飞速成长|n|cFFFFD200地区：|r冬泉谷,驯服这种狂野的生物需要耐心、力量和大量的假老鼠及线团。,55,230,4,1,17229,0,0,4,0,0
白色迅猛龙,|cFFFFD200绝版|r,由最凶猛的先祖繁殖而来，保证绝（不）对（会）不（咬）会（得）咬（太）人（狠）。,56,230,64,2,17450,0,0,4,0,0
绿色机械陆行鸟,|cFFFFD200商人出售：|r米利·羽哨|n|cFFFFD200地区：|r丹莫罗|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,“地形动态输出仪与液压成像技术及平衡增强器的完美结合……”——宾吉·羽哨,57,230,0,2,17453,0,0,4,0,0
原色机械陆行鸟,|cFFFFD200商人出售：|r米利·羽哨|n|cFFFFD200地区：|r丹莫罗|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,“地形动态输出仪与液压成像技术及平衡增强器的完美结合……”——宾吉·羽哨,58,230,0,2,17454,0,0,4,0,0
冰蓝色机械陆行鸟A型,|cFFFFD200绝版|r,这件侏儒工程学的老古董由于其过于“敏感”的陀螺仪而被迫退休了。,62,230,64,2,17459,0,0,4,0,0
霜山羊,|cFFFFD200绝版|r,我已经几百年没见过这种生物了，但山羊是顽强的生物。——维隆·冻石,63,230,64,2,17460,0,0,4,0,0
黑山羊,|cFFFFD200绝版|r,我已经几百年没见过这种生物了，但山羊是顽强的生物。——维隆·冻石,64,230,64,2,17461,0,0,4,0,0
红色骸骨军马,|cFFFFD200商人出售：|r撒迦利亚·普斯特|n|cFFFFD200地区：|r提瑞斯法林地|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,被遗忘者们相信，如果没有明确的目标，就连驮兽都会因无法安息而痛苦。,65,230,0,2,17462,0,0,4,0,0
蓝色骸骨军马,|cFFFFD200商人出售：|r撒迦利亚·普斯特|n|cFFFFD200地区：|r提瑞斯法林地|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,被遗忘者们相信，如果没有明确的目标，就连驮兽都会因无法安息而痛苦。,66,230,0,2,17463,0,0,4,0,0
棕色骸骨军马,|cFFFFD200商人出售：|r撒迦利亚·普斯特|n|cFFFFD200地区：|r提瑞斯法林地|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,被遗忘者们相信，如果没有明确的目标，就连驮兽都会因无法安息而痛苦。,67,230,0,2,17464,0,0,4,0,0
绿色骷髅战马,|cFFFFD200商人出售：|r撒迦利亚·普斯特|n|cFFFFD200地区：|r提瑞斯法林地|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,当死去的英雄们被复活为亡灵时，他们的战马也一起复活了。,68,230,0,2,17465,0,0,4,0,0
瑞文戴尔的死亡战马,|cFFFFD200掉落：|r奥里克斯·瑞文戴尔领主|n|cFFFFD200地区：|r斯坦索姆,当瑞文戴尔男爵成为天灾军团的勇士时，他将自己最爱的战马也带入了亡灵的行列。,69,230,0,0,17481,0,0,4,0,0
科多兽坐骑,|cFFFFD200绝版|r,“科多兽是我们人民的脊梁。无论部落走到哪里——不管因为生意、定居还是战争——你都能看到强大的科多兽。”——哈布·爪蹄,70,230,64,2,18363,0,0,4,0,0
灰色科多兽,|cFFFFD200商人出售：|r哈布·爪蹄|n|cFFFFD200地区：|r莫高雷|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,“科多兽是我们人民的脊梁。无论部落走到哪里——不管因为生意、定居还是战争——你都能看到强大的科多兽。”——哈布·爪蹄,71,230,0,2,18989,0,0,4,0,0
棕色科多兽,|cFFFFD200商人出售：|r哈布·爪蹄|n|cFFFFD200地区：|r莫高雷|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,“科多兽是我们人民的脊梁。无论部落走到哪里——不管因为生意、定居还是战争——你都能看到强大的科多兽。”——哈布·爪蹄,72,230,0,2,18990,0,0,4,0,0
绿色科多兽,|cFFFFD200绝版|r,作为兽群的头领，这头科多兽很好地代表了这种威震凄凉之地的强大生物。,73,230,64,2,18991,0,0,4,0,0
蓝色科多兽,|cFFFFD200绝版|r,“科多兽是我们人民的脊梁。无论部落走到哪里——不管因为生意、定居还是战争——你都能看到强大的科多兽。”——哈布·爪蹄,74,230,64,2,18992,0,0,4,0,0
黑色战驹,|cFFFFD200商人出售：|r卡特尔中尉|n|cFFFFD200地区：|r暴风城|n|cFFFFD200价格：|r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,训练有素，能适应最残酷的战场上野蛮的徒手搏斗。,75,230,0,2,22717,0,0,4,0,0
黑色作战科多兽,|cFFFFD200商人出售：|r狼骑兵波尔克|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,由库卡隆的兽栏管理员驯养而成，黑色作战科多兽的性情暴躁且难以预料，它们的嘶鸣声预示着血腥的战斗即将打响。,76,230,0,2,22718,0,0,4,0,0
黑色作战陆行鸟,|cFFFFD200商人出售：|r卡特尔中尉|n|cFFFFD200地区：|r暴风城|n|cFFFFD200价格：|r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,适当加速的侏儒将成为战场上一道美丽的风景线。——大工匠梅卡托克,77,230,0,2,22719,0,0,4,0,0
黑色战羊,|cFFFFD200商人出售：|r卡特尔中尉|n|cFFFFD200地区：|r暴风城|n|cFFFFD200价格：|r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,由于其英勇无畏地冲向战场的表现，矮人非常珍视他们的山羊伙伴。,78,230,0,2,22720,0,0,4,0,0
黑色作战迅猛龙,|cFFFFD200商人出售：|r狼骑兵波尔克|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,与奥根出自同一个邪恶的迅猛龙家族，曾为古拉巴什帝国带来无数胜利。,79,230,0,2,22721,0,0,4,0,0
红色骷髅战马,|cFFFFD200商人出售：|r狼骑兵波尔克|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,当死去的英雄们被复活为亡灵时，他们的战马也一起复活了。,80,230,0,2,22722,0,0,4,0,0
黑色战虎,|cFFFFD200商人出售：|r卡特尔中尉|n|cFFFFD200地区：|r暴风城|n|cFFFFD200价格：|r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,和它们的夜刃豹远亲一样，老虎以锋利的爪子，惊人的敏捷和喜欢被人挠耳朵而著称。,81,230,0,2,22723,0,0,4,0,0
黑色战狼,|cFFFFD200商人出售：|r狼骑兵波尔克|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,以其敏锐的嗅觉而广受奥格瑞玛守卫的欢迎。,82,230,0,2,22724,0,0,4,0,0
恐惧战马,|cFFFFD200职业：|r术士,警告：它只吸收邪能，不吃苹果。它讨厌吐核。,83,230,0,1,23161,31504,0,4,0,0
军马,|cFFFFD200圣骑士|r,无怨无悔的献身，必将得到圣光的救赎。,84,230,4,1,23214,27943,0,4,0,0
迅捷雾刃豹,|cFFFFD200商人出售：|r莱兰奈|n|cFFFFD200地区：|r达纳苏斯|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,有些历史学家声称这种动物雾灰色的毛皮是古代高等精灵用夜刃豹做实验而产生的。,85,230,0,2,23219,0,0,4,0,0
迅捷霜刃豹,|cFFFFD200商人出售：|r莱兰奈|n|cFFFFD200地区：|r达纳苏斯|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,暗夜精灵们会从小饲养霜刃豹，使骑手和坐骑间培养出终生信赖的深厚感情。,87,230,0,2,23221,0,0,4,0,0
迅捷黄色机械陆行鸟,|cFFFFD200商人出售：|r米利·羽哨|n|cFFFFD200地区：|r丹莫罗|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,我们做了大量改进，但它们依然是以梅卡托克的设计为基础的。——米利·羽哨,88,230,0,2,23222,0,0,4,0,0
迅捷白色机械陆行鸟,|cFFFFD200商人出售：|r米利·羽哨|n|cFFFFD200地区：|r丹莫罗|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,我们做了大量改进，但它们依然是以梅卡托克的设计为基础的。——米利·羽哨,89,230,0,2,23223,0,0,4,0,0
迅捷绿色机械陆行鸟,|cFFFFD200商人出售：|r米利·羽哨|n|cFFFFD200地区：|r丹莫罗|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,我们做了大量改进，但它们依然是以梅卡托克的设计为基础的。——米利·羽哨,90,230,0,2,23225,0,0,4,0,0
迅捷褐色马,|cFFFFD200商人出售：|r凯蒂·斯托克斯|n|cFFFFD200地区：|r暴风城|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,以良好的纪律性和毅力而广受养马人的好评。,91,230,0,2,23227,0,0,4,0,0
迅捷白马,|cFFFFD200商人出售：|r凯蒂·斯托克斯|n|cFFFFD200地区：|r暴风城|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,经历过数次银色北伐军最艰苦战役的老兵。,92,230,0,2,23228,0,0,4,0,0
迅捷棕马,|cFFFFD200商人出售：|r凯蒂·斯托克斯|n|cFFFFD200地区：|r暴风城|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,经历过数次银色北伐军最艰苦战役的老兵。,93,230,0,2,23229,0,0,4,0,0
迅捷棕山羊,|cFFFFD200商人出售：|r维隆·冻石|n|cFFFFD200地区：|r丹莫罗|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,巴拉克托山羊结实的头骨和巨大的羊角使其成为冲向大群重甲敌人时最理想的坐骑。,94,230,0,2,23238,0,0,4,0,0
迅捷灰山羊,|cFFFFD200商人出售：|r维隆·冻石|n|cFFFFD200地区：|r丹莫罗|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,巴拉克托山羊结实的头骨和巨大的羊角使其成为冲向大群重甲敌人时最理想的坐骑。,95,230,0,2,23239,0,0,4,0,0
迅捷白山羊,|cFFFFD200商人出售：|r维隆·冻石|n|cFFFFD200地区：|r丹莫罗|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n,巴拉克托山羊结实的头骨和巨大的羊角使其成为冲向大群重甲敌人时最理想的坐骑。,96,230,0,2,23240,0,0,4,0,0
迅捷蓝色迅猛龙,|cFFFFD200商人出售：|r祖尼尔|n|cFFFFD200地区：|r杜隆塔尔|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,作为巨魔由来已久的伙伴，这些丛林猎手与它们的主人形成了特殊的感情。它们不仅是坐骑，也是守护者和朋友。,97,230,0,2,23241,0,0,4,0,0
迅捷绿色迅猛龙,|cFFFFD200商人出售：|r祖尼尔|n|cFFFFD200地区：|r杜隆塔尔|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,作为巨魔由来已久的伙伴，这些丛林猎手与它们的主人形成了特殊的感情。它们不仅是坐骑，也是守护者和朋友。,98,230,0,2,23242,0,0,4,0,0
迅捷橙色迅猛龙,|cFFFFD200商人出售：|r祖尼尔|n|cFFFFD200地区：|r杜隆塔尔|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,作为巨魔由来已久的伙伴，这些丛林猎手与它们的主人形成了特殊的感情。它们不仅是坐骑，也是守护者和朋友。,99,230,0,2,23243,0,0,4,0,0
紫色骷髅战马,|cFFFFD200商人出售：|r撒迦利亚·普斯特|n|cFFFFD200地区：|r提瑞斯法林地|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,当死去的英雄们被复活为亡灵时，他们的战马也一起复活了。,100,230,0,2,23246,0,0,4,0,0
大型白色科多兽,|cFFFFD200商人出售：|r哈布·爪蹄|n|cFFFFD200地区：|r莫高雷|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,罕见的白色科多兽，首见于凄凉之地。半人马认为白色的科多兽是末日的使者。,101,230,0,2,23247,0,0,4,0,0
大型灰色科多兽,|cFFFFD200商人出售：|r哈布·爪蹄|n|cFFFFD200地区：|r莫高雷|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,作为兽群的头领，这头科多兽很好地代表了这种威震凄凉之地的强大生物。,102,230,0,2,23248,0,0,4,0,0
大型棕色科多兽,|cFFFFD200商人出售：|r哈布·爪蹄|n|cFFFFD200地区：|r莫高雷|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,作为兽群的头领，这头科多兽很好地代表了这种威震北贫瘠之地的强大生物。,103,230,0,2,23249,0,0,4,0,0
迅捷棕狼,|cFFFFD200商人出售：|r奥古纳罗|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,你只能和部落的狼成为朋友，而不能驯服它们。,104,230,0,2,23250,0,0,4,0,0
迅捷森林狼,|cFFFFD200商人出售：|r奥古纳罗|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,你只能和部落的狼成为朋友，而不能驯服它们。,105,230,0,2,23251,0,0,4,0,0
迅捷灰狼,|cFFFFD200商人出售：|r奥古纳罗|n|cFFFFD200地区：|r奥格瑞玛|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,你只能和部落的狼成为朋友，而不能驯服它们。,106,230,0,2,23252,0,0,4,0,0
迅捷雷刃豹,|cFFFFD200商人出售：|r莱兰奈|n|cFFFFD200地区：|r达纳苏斯|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,传说这种刃豹得名于著名的大德鲁伊玛法里奥·怒风。,107,230,0,2,23338,0,0,4,0,0
霜狼嗥叫者,|cFFFFD200商人出售：|r乔雷克·铁盾|n|cFFFFD200地区：|r希尔斯布莱德丘陵|n|cFFFFD200价格：|r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t|n|n,由奥特兰克山脉的霜狼氏族驯养而成。,108,230,4,2,23509,0,0,4,0,0
雷矛军用坐骑,|cFFFFD200商人出售：|r塔萨迪斯·雪光|n|cFFFFD200地区：|r希尔斯布莱德丘陵|n|cFFFFD200价格：|r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Alliance.blp:0|t,雷矛氏族的坐骑训练师有一个传统，就是将他们的名字刻在自己所驯养的每一头战羊的左角上。,109,230,4,2,23510,0,0,4,0,0
拉扎什迅猛龙,|cFFFFD200掉落：|r血领主曼多基尔|n|cFFFFD200地区：|r祖尔格拉布,现今已知的唯一一头拉扎什迅猛龙据说为祖尔格拉布的血领主曼多基尔所有。这种迅猛龙已经多年未见了。,110,230,64,0,24242,0,0,4,0,0
迅捷祖利安猛虎,|cFFFFD200绝版|r,现今已知的最后一头祖利安猛虎据说在祖尔格拉布深处的高阶祭司塞卡尔手上。听说这种猛虎已经被捕杀殆尽了。,111,230,64,0,24252,0,0,4,0,0
黑色其拉作战坦克,|cFFFFD200绝版|r,虽然如今在安其拉的废墟中仍能见到其拉作战坦克的许多变种，但最黑暗邪恶的品种只能在甲虫之锣被敲响时才能见到。,116,230,64,0,25863,0,0,44,0,0
蓝色其拉作战坦克,|cFFFFD200掉落：|r世界掉落|n|cFFFFD200地区：|r安其拉神殿,这头（相对）驯服的异种蝎只生活在安其拉的大沙漠中。,117,241,0,0,25953,0,0,44,0,0
红色其拉作战坦克,|cFFFFD200掉落：|r世界掉落|n|cFFFFD200地区：|r安其拉神殿,这头（相对）驯服的异种蝎只生活在安其拉的大沙漠中。,118,241,0,0,26054,0,0,44,0,0
黄色其拉作战坦克,|cFFFFD200掉落：|r世界掉落|n|cFFFFD200地区：|r安其拉神殿,这头（相对）驯服的异种蝎只生活在安其拉的大沙漠中。,119,241,0,0,26055,0,0,44,0,0
绿色其拉作战坦克,|cFFFFD200掉落：|r世界掉落|n|cFFFFD200地区：|r安其拉神殿,这头（相对）驯服的异种蝎只生活在安其拉的大沙漠中。,120,241,0,0,26056,0,0,44,0,0
黑色其拉作战坦克,|cFFFFD200绝版|r,虽然如今在安其拉的废墟中仍能见到其拉作战坦克的许多变种，但最黑暗邪恶的品种只能在甲虫之锣被敲响时才能见到。,121,230,64,0,26655,0,0,44,0,0
