Title_lang,Subtitle_lang,InstructionText_lang,SubIcon_lang,TitleTooltip_lang,SubtitleTooltip_lang,EventToastID,PlayerConditionID,UiTextureAtlasMemberID,UiTextureKitID,EventType,DisplayType,EventAsset,Field_9_1_0_38312_011,IconFileID,UiWidgetSetID,ExtraUiWidgetSetID,TitleTooltipUiWidgetSetID,SubtitleTooltipUiWidgetSetID,ShowSoundKitID,HideSoundKitID,Field_10_2_5_52554_021
世界任务,解锁了新要素！,打开你的世界地图查看世界任务,"解锁了新要素：|cffFF4E00|Hworldquest:|h[世界任务]|h|r
打开你的世界地图查看世界任务",,,26,0,12015,0,12,3,43341,0,1064187,0,0,0,0,0,0,0
上层区域,第%19812w层,,,,,27,79372,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
阿尔柯班之厅,第%19812w层,,,,,28,90416,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
折磨密室：吉安娜,第%19812w层,,,,,29,90417,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
折磨密室：萨尔,第%19812w层,,,,,30,90418,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
折磨密室：安度因,第%19812w层,,,,,31,90420,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
坚钢宝库,第%19812w层,,,,,32,0,0,5281,17,6,358253,0,0,0,0,0,0,0,0,0
狂热陵寝,第%19812w层,,,,,33,90422,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
放逐者的藏骨堂,第%19812w层,,,,,34,90423,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
完成,|cFFFFFFFF最终分数：%1921c|r |n|cFF1eff00获得塔楼学识：%1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,37,0,0,5388,17,8,354027,0,0,511,503,0,0,183157,183155,0
噬渊坐骑,已解锁,,,,,39,0,12015,0,12,3,63994,0,853211,0,0,0,0,183581,0,0
第1层完成,,,,,,40,90752,0,5388,16,6,354067,0,0,509,0,0,0,0,0,0
未完成,|cFFFFFFFF最终分数：%1921c|r |n|cFF1eff00获得塔楼学识：%1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,42,34450,0,5388,17,8,356246,0,0,511,521,0,0,0,0,0
坚钢宝库完成,|cFF1eff00获得塔楼学识加成：%1946c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,43,34450,0,5388,17,6,356432,0,0,0,0,0,0,0,0,0
完成,|cFFFFFFFF最终分数：%1921c|r |n|cFF1eff00获得塔楼学识：%1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r|n塔楼学识达到上限,,,,,44,34450,0,5388,17,8,356596,0,0,511,503,0,517,0,0,0
未完成,|cFFFFFFFF最终分数：%1921c|r |n|cFF1eff00获得塔楼学识：%1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r|n塔楼学识达到上限,,,,,45,34450,0,5388,17,8,356597,0,0,511,521,0,517,0,0,0
第2层完成,,,,,,47,90752,0,5388,16,6,357992,0,0,518,0,0,0,0,0,0
第3层完成,,,,,,48,90752,0,5388,16,6,357993,0,0,519,0,0,0,0,0,0
第4层完成,,,,,,49,90752,0,5388,16,6,357994,0,0,520,0,0,0,0,0,0
完美无瑕！,|cFFFFFFFF最终分数：%1921c|r |n|cFF1eff00获得塔楼学识：%1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r,,,,,50,0,0,5388,17,8,358449,0,0,511,503,0,0,183157,183155,0
,战场解锁！,,,,,51,117398,12015,0,4,3,0,0,0,0,0,0,0,0,0,0
完美无瑕,|cFFFFFFFF最终分数：%1921c|r |n|cFF1eff00获得塔楼学识：%1922c |TInterface\ICONS\Spell_Broker_Orb.BLP:16:16|t|r|n塔楼学识达到上限,,,,,52,34450,0,5388,17,8,358450,0,0,511,503,0,517,0,0,0
争斗者 I,PvP装备升级解锁！,,,,,60,0,12015,0,20,7,2,0,2023045,0,0,0,0,0,0,0
解锁知识项目,知识控制台,,解锁知识控制台项目,,,61,0,10757,0,13,3,0,0,4238930,0,0,0,0,0,0,0
争斗者 II,PvP装备升级解锁！,,,,,63,0,12015,0,20,7,206,0,2023045,0,0,0,0,0,0,0
挑战者 I,PvP装备升级解锁！,,,,,64,0,12015,0,20,7,3,0,2023047,0,0,0,0,0,0,0
挑战者 II,PvP装备升级解锁！,,,,,65,0,12015,0,20,7,207,0,2023047,0,0,0,0,0,0,0
竞争者 I,PvP装备升级解锁！,,,,,66,0,12015,0,20,7,4,0,2023049,0,0,0,0,0,0,0
竞争者 II,PvP装备升级解锁！,,,,,67,0,12015,0,20,7,208,0,2023049,0,0,0,0,0,0,0
决斗者,PvP装备升级解锁！,,,,,68,0,12015,0,20,7,5,0,2023051,0,0,0,0,0,0,0
精锐,PvP装备升级解锁！,,,,,69,0,12015,0,20,7,6,0,2023053,0,0,0,0,0,0,0
争斗者 I,PvP装备升级解锁！,,,,,70,0,12015,0,20,7,9,0,2023045,0,0,0,0,0,0,0
争斗者 II,PvP装备升级解锁！,,,,,71,0,12015,0,20,7,209,0,2023045,0,0,0,0,0,0,0
挑战者 I,PvP装备升级解锁！,,,,,72,0,12015,0,20,7,11,0,2023047,0,0,0,0,0,0,0
挑战者 II,PvP装备升级解锁！,,,,,73,0,12015,0,20,7,210,0,2023047,0,0,0,0,0,0,0
竞争者 I,PvP装备升级解锁！,,,,,74,0,12015,0,20,7,12,0,2023049,0,0,0,0,0,0,0
竞争者 II,PvP装备升级解锁！,,,,,75,0,12015,0,20,7,211,0,2023049,0,0,0,0,0,0,0
决斗者,PvP装备升级解锁！,,,,,76,0,12015,0,20,7,13,0,2023051,0,0,0,0,0,0,0
精锐,PvP装备升级解锁！,,,,,77,0,12015,0,20,7,14,0,2023053,0,0,0,0,0,0,0
争斗者 I,PvP装备升级解锁！,,,,,78,0,12015,0,20,7,17,0,2023045,0,0,0,0,0,0,0
争斗者 II,PvP装备升级解锁！,,,,,79,0,12015,0,20,7,212,0,2023045,0,0,0,0,0,0,0
挑战者 I,PvP装备升级解锁！,,,,,80,0,12015,0,20,7,18,0,2023047,0,0,0,0,0,0,0
挑战者 II,PvP装备升级解锁！,,,,,81,0,12015,0,20,7,213,0,2023047,0,0,0,0,0,0,0
竞争者 I,PvP装备升级解锁！,,,,,82,0,12015,0,20,7,19,0,2023049,0,0,0,0,0,0,0
竞争者 II,PvP装备升级解锁！,,,,,83,0,12015,0,20,7,214,0,2023049,0,0,0,0,0,0,0
决斗者,PvP装备升级解锁！,,,,,84,0,12015,0,20,7,20,0,2023051,0,0,0,0,0,0,0
精锐,PvP装备升级解锁！,,,,,85,0,12015,0,20,7,21,0,2023053,0,0,0,0,0,0,0
典狱长的挑战,第%19812w层,|n+幻灭心能|n+灵魂残迹的祝福,,,,87,95418,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
回合胜利,胜利：%55859yc,,,,,89,104070,0,5116,16,6,392795,0,0,0,0,0,0,0,0,0
回合战败,胜利：%55859yc,,,,,90,104070,0,5116,16,6,392796,0,0,0,0,0,0,0,0,0
无核卫士转化,深频语理解,,,波可波克获得把无核卫士转化为共振卫士的能力,,101,0,12015,0,18,3,0,0,4239320,0,0,0,0,0,0,0
高级波可波克升级,解锁浅频语理解,,,,,102,0,12015,0,18,3,0,0,4239319,577,0,0,0,0,0,0
回合胜利,胜利：%55859yc,,,,,104,104069,0,5117,16,6,392795,0,0,0,0,0,0,0,0,0
回合战败,胜利：%55859yc,,,,,105,104069,0,5117,16,6,392796,0,0,0,0,0,0,0,0,0
典狱长的挑战,第%19812w层,,,,,106,95419,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
竞速完成 - 青铜,|cFFFFFFFF竞速时间：%2016c.%2017c%2124c%2125c 秒|r|n|n白银时间：%2019c.%2037c00秒|n黄金时间：%2020c.%2038c00秒 |n|n个人最佳：%2040c.%2041c%2131c%2132c秒 |n|n,,,,,117,0,0,5474,17,6,369996,0,0,0,0,0,0,0,0,0
竞速完成 - 白银,|cFFFFFFFF竞速时间：%2016c.%2017c%2124c%2125c 秒|r|n|n黄金时间：%2020c.%2038c00秒 |n|n个人最佳：%2040c.%2041c%2131c%2132c秒 |n|n,,,,,121,0,0,5474,17,6,370253,0,0,0,0,0,0,0,0,0
竞速完成 - 黄金,|cFFFFFFFF竞速时间：%2016c.%2017c%2124c%2125c 秒|r|n|n黄金时间：%2020c.%2038c00秒 |n|n个人最佳：%2040c.%2041c%2131c%2132c秒 |n|n,,,,,122,0,0,5474,17,6,370254,0,0,0,0,0,0,0,0,0
竞速完成,|cFFFFFFFF竞速时间：%2016c.%2017c%2124c%2125c 秒|r|n|n个人最佳：%2040c.%2041c%2131c%2132c秒 |n|n,,,,,123,0,0,5474,17,6,370255,0,0,0,0,0,0,0,0,0
竞速完成,|cFFFFFFFF竞速时间：%2016c.%2017c%2124c%2125c 秒|r|n|n个人最佳：%2040c.%2041c%2131c%2132c秒 |n|n,,,,,125,0,0,5474,17,6,370713,0,0,0,0,0,0,0,0,0
裂解,记住了新法术,,,,,127,0,0,5268,12,3,64864,0,4622451,0,0,0,0,0,0,0
火焰吐息,记住了新法术,,,,,128,104129,0,5268,12,3,64872,0,4622458,0,0,0,0,0,0,0
翱翔,记住了新法术,,,,,129,0,0,5268,12,3,64873,0,4622485,0,0,0,0,0,0,0
深呼吸,记住了新法术,,,,,130,0,0,5268,12,3,65045,0,4622450,0,0,0,0,0,0,0
专精,解锁了新要素！,,解锁了新要素：|cffFF4E00|Hspecpane:|h[专精]|h|r,,,135,0,0,5268,12,3,65701,0,4574311,0,0,0,0,0,0,0
天赋,解锁了新要素！,,解锁了新要素：|cffFF4E00|Htalentpane:|h[天赋]|h|r,,,136,0,0,5268,12,3,65101,0,4574311,0,0,0,0,0,0,0
火焰吐息,记住了新法术,,,,,137,92737,4690,5268,21,3,357208,0,4622458,0,0,0,0,0,0,0
翡翠之花,记住了新法术,,,,,138,92737,0,5268,21,3,355913,0,4622457,0,0,0,0,0,0,0
翱翔,记住了新法术,,,,,139,92737,0,5268,21,3,369536,0,4622485,0,0,0,0,0,0,0
悬空,记住了新法术,,,,,145,0,0,5268,12,3,66324,0,4622463,0,0,0,0,0,0,0
天赋,解锁了新要素！,,解锁了新要素：|cffFF4E00|Htalentpane:|h[天赋]|h|r,,,146,0,0,5268,12,3,65613,0,4574311,0,0,0,0,0,0,0
,,,你的精细属性帮助你采集了额外的材料：,,,147,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,你的感知属性帮助你找到了额外的材料：,,,148,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,你第一次制作此配方，让你学会了新知识：,,,152,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,你的新知识导致一些匠人之勇发生了凝结：,,,154,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
驭龙术已解锁,骑上巨龙群岛幼龙|n展翅翱翔于天际,,,,,155,0,0,5474,16,6,376027,0,0,0,0,0,0,0,0,0
有可用的天赋点数,你变得更强大了！,,获得了新的|cff20ff20|Htalentpane:|h[天赋点数]|h|r！,,,156,104401,12012,0,15,3,0,0,132222,0,0,0,0,0,0,0
群岛强风,新的驭龙术技能已解锁！,,,,,159,0,12014,5468,16,3,377485,0,4640500,0,0,0,0,0,0,0
回旋急冲,新的驭龙术技能已解锁！,,,,,160,0,12014,5468,16,3,377709,0,4640477,0,0,0,0,0,0,0
青铜时光之锁,新的驭龙术技能已解锁！,,,,,161,0,12014,5468,16,3,377404,0,134156,0,0,0,0,0,0,0
满满一包钱币！,,,你在宝箱里发现满满一包钱，里面有数千枚金币：,,,162,0,0,0,22,3,0,0,4549223,0,0,0,0,0,0,0
巨龙钱包！,,,你在宝箱里发现了额外的一包金币：,,,163,0,0,0,22,3,0,0,1519428,0,0,0,0,0,0,0
,,,你获得的物品的物品等级比通常更高：,,,164,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,你获得的物品的物品等级比通常要高出许多：,,,165,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
商队保险箱！,,,你帮助商队旅行，获得了下列物品：,商队的艾拉格半人马奖励你一个保险箱，以此酬谢你的付出。里面可能有宝贵的装备、神器和商业物品。,,166,0,0,0,22,3,0,0,1603185,0,0,0,0,0,0,0
灭龙要塞保险箱！,,,你协助夺回了灭龙要塞，获得了下列物品：,头领奖励你一个收缴的保险箱，里面可能有装备、金币、巨龙群岛补给、声望以及幻化外观物品。,,167,0,0,0,22,3,0,0,3753264,0,0,0,0,0,0,0
洪荒狩猎奖赏！,,,你在洪荒狩猎中英勇无畏，获得了下列物品：,狩猎奖赏里可能有装备、狩猎战利品、巨龙群岛补给以及幻化外观物品。,,168,0,0,0,22,3,0,0,1519430,0,0,0,0,0,0,0
完成地下堡！,|cFF1eff00获得的地下堡宝石：%2593c |n地下堡宝石总计：%2531c |TInterface\ICONS\INV_STONE_03.BLP:16:16|t|r|n|n获得的探险者点数：%2591c|n 当前探险者点数：%2592c,,,,,175,0,0,5388,17,8,414849,0,0,0,843,0,0,218671,0,0
完成地下堡！,,,,,,177,0,12015,0,18,7,0,0,2023053,0,0,0,0,0,0,0
Cleansing Salve,Brann Ability Unlocked!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebeard]|h|r has learned a new ability: |cff71D5FF|Hspell:434855|h[Cleansing Salve]|r.,,,178,0,12014,0,18,3,0,0,1014025,0,0,0,0,0,0,0
神圣之盾,你暂时免疫所有伤害！,,,,,179,0,0,0,18,6,0,0,1307018,0,0,0,0,0,0,0
瓶中闪电,闪电会打击附近的敌人！,,,,,180,0,0,0,18,6,0,0,1307018,0,0,0,0,0,0,0
潜行者药水,穿越敌人会使其掉落宝物！,,,,,181,0,0,0,18,6,0,0,1307018,0,0,0,0,0,0,0
发现,真菌之愚,,,,,182,0,0,5474,18,6,0,0,0,0,0,0,0,0,0,0
发现,已解锁重生点！,,发现：已解锁|cff71D5FF|Hspell:433110|h[重生点]|r！,,,183,0,0,5554,18,6,0,0,0,0,0,0,0,0,0,0
宏伟宝库栏位已解锁,,,,,,184,0,0,0,23,9,0,0,0,0,0,0,0,233932,0,0
宏伟宝库栏位已升级,,,,,,185,0,0,0,24,10,0,0,0,0,0,0,0,239485,0,0
,,,,,,188,0,0,0,25,11,0,0,0,0,0,0,0,0,0,0
被消灭,你名列第#%1986c,,,,,192,0,0,5559,18,2,0,0,0,1112,0,0,0,243383,0,0
胜利,你名列第一,,,,,193,0,0,5560,18,2,0,0,0,1112,0,0,0,243382,0,1
比赛结束,再来一局！,,,,,194,0,0,5560,18,2,0,0,0,0,0,0,0,243383,0,1
%d级,你升到了,,,,,198,120872,0,5571,0,2,0,0,0,1110,0,0,0,0,0,0
英雄天赋,解锁了新要素！,,解锁了新要素：|cffFF4E00|Htalentpane:|h[英雄天赋]|h|r,,,199,123009,12015,0,15,3,0,-1,132222,0,0,0,0,0,0,0
有可用的英雄天赋点数,你变得更强大了！,,有可用的|cff20ff20|Htalentpane:|h[英雄天赋点数]|h|r！,,,200,123011,12012,0,15,3,0,-2,132222,0,0,0,0,0,0,0
,,,布莱恩·铜须帮助你额外收集了一些东西：,,,201,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,你的新知识导致一些匠人之敏发生了凝结：,,,204,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,,,,205,0,0,5474,18,6,0,0,0,1270,0,0,0,0,0,0
特别任务解锁！,检查你的区域地图了解详情。,,,,,206,0,27650,0,18,12,0,0,0,0,0,0,0,0,0,0
,,,你的感知属性帮助你找到了额外的材料：,,,207,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
Combat Curios,Brann Ability Unlocked!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebeard]|h|r has unlocked: |cff71D5FF|Hspell:456542|h[Combat Curios]|r.,,,208,0,12015,0,18,3,0,0,3192685,0,0,0,0,0,0,0
Emergency Supplies,Brann Ability Unlocked!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebeard]|h|r has learned a new ability: |cff71D5FF|Hspell:421395|h[Emergency Supplies]|r.,,,209,0,12014,0,18,3,0,0,1387611,0,0,0,0,0,0,0
Tranquilizing Blow Dart,Brann Ability Unlocked!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebeard]|h|r has learned a new ability: |cff71D5FF|Hspell:421380|h[Tranquilizing Blow Dart]|r.,,,210,0,12014,0,18,3,0,0,1633109,0,0,0,0,0,0,0
Utility Curios,Brann Ability Unlocked!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebeard]|h|r has unlocked: |cff71D5FF|Hspell:456543|h[Utility Curios]|r.,,,211,0,12015,0,18,3,0,0,3192685,0,0,0,0,0,0,0
Brann's Epic Egg,Brann Ability Unlocked!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebeard]|h|r has learned a new ability: |cff71D5FF|Hspell:421382|h[Brann's Epic Egg]|r.,,,212,0,12014,0,18,3,0,0,294479,0,0,0,0,0,0,0
Relic of Uldum,Brann Ability Unlocked!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebeard]|h|r has learned a new ability: |cff71D5FF|Hspell:421376|h[Relic of Uldum]|r.,,,213,0,12014,0,18,3,0,0,454069,0,0,0,0,0,0,0
Aegis of Ironforge,Brann Ability Unlocked!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebeard]|h|r has learned a new ability: |cff71D5FF|Hspell:434904|h[Aegis of Ironforge]|r.,,,214,0,12014,0,18,3,0,0,3155390,0,0,0,0,0,0,0
Thirty Yards of Rope,Brann Ability Unlocked!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebeard]|h|r has learned a new ability: |cff71D5FF|Hspell:421378|h[Thirty Yards of Rope]|r.,,,215,0,12014,0,18,3,0,0,1119938,0,0,0,0,0,0,0
Explorer's Medical Journal,Brann Ability Unlocked!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebeard]|h|r has learned a new passive effect: |cff71D5FF|Hspell:448286|h[Explorer's Medical Journal]|r.,,,216,0,12014,0,18,3,0,0,4624733,0,0,0,0,0,0,0
Trusty Whip,Brann Ability Unlocked!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebeard]|h|r has learned a new ability: |cff71D5FF|Hspell:421285|h[Trusty Whip]|r.,,,217,0,12014,0,18,3,0,0,460858,0,0,0,0,0,0,0
Ancient Weapon Oil,Brann Ability Unlocked!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebeard]|h|r has learned a new ability: |cff71D5FF|Hspell:449666|h[Ancient Weapon Oil]|r.,,,218,0,12014,0,18,3,0,0,134726,0,0,0,0,0,0,0
Kill Shot,Brann Ability Unlocked!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebeard]|h|r has learned a new ability: |cff71D5FF|Hspell:435163|h[Kill Shot]|r.,,,219,0,12014,0,18,3,0,0,236174,0,0,0,0,0,0,0
Ice Trap,Brann Ability Unlocked!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebeard]|h|r has learned a new ability: |cff71D5FF|Hspell:421389|h[Ice Trap]|r.,,,220,0,12014,0,18,3,0,0,612394,0,0,0,0,0,0,0
Monkey Leash,Brann Ability Unlocked!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebeard]|h|r has learned a new ability: |cff71D5FF|Hspell:421387|h[Monkey Leash]|r.,,,221,0,12014,0,18,3,0,0,1392562,0,0,0,0,0,0,0
Gryphadin's Battle Harness,Brann Ability Unlocked!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebeard]|h|r has learned a new ability: |cff71D5FF|Hspell:421397|h[Gryphadin's Battle Harness]|r.,,,222,0,12014,0,18,3,0,0,773275,0,0,0,0,0,0,0
Explorer's Ammunition Journal,Brann Ability Unlocked!,,|cff20ff20|Hdelvecompanionconfig:|h[Brann Bronzebeard]|h|r has learned a new passive effect: |cff71D5FF|Hspell:448287|h[Explorer's Ammunition Journal]|r.,,,223,0,12014,0,18,3,0,0,4624728,0,0,0,0,0,0,0
Explorer's Ammunition Journal,布莱恩变得更强大了！,,|cff20ff20|Hdelvecompanionconfig:|h[布莱恩·铜须]|h|r提升了技能等级：|cff71D5FF|Hspell:448287|h[探险家的弹药日志]|r。,,,224,0,12012,0,18,3,0,0,4624728,0,0,0,0,0,0,0
Explorer's Medical Journal,布莱恩变得更强大了！,,|cff20ff20|Hdelvecompanionconfig:|h[布莱恩·铜须]|h|r提升了技能等级：|cff71D5FF|Hspell:448286|h[探险家的医疗日志]|r。,,,225,0,12012,0,18,3,0,0,4624733,0,0,0,0,0,0,0
光耀回响,第一阶段,击败正在龙骨荒野聚集的凝结之忆,,,,226,0,0,5623,16,6,458294,0,0,0,0,0,0,0,0,0
光耀回响,第二阶段,击败在龙骨荒野聚集的回忆,,,,227,0,0,5623,16,6,458297,0,0,0,0,0,0,0,0,0
光耀回响,第三阶段,击败阿尔萨斯,,,,228,0,0,5623,16,6,458298,0,0,0,0,0,0,0,0,0
光耀回响,事件完成,击败在龙骨荒野残留的回忆，或者返回达拉然,,,,229,0,0,5623,16,6,458299,0,0,0,0,0,0,0,0,0
光耀回响,第一阶段,击败正在灼热峡谷聚集的凝结之忆,,,,230,0,0,5623,16,6,458334,0,0,0,0,0,0,0,0,0
光耀回响,第一阶段,击败正在尘泥沼泽聚集的凝结之忆,,,,231,0,0,5623,16,6,458330,0,0,0,0,0,0,0,0,0
光耀回响,第二阶段,击败在灼热峡谷聚集的回忆,,,,232,0,0,5623,16,6,458336,0,0,0,0,0,0,0,0,0
光耀回响,第二阶段,击败在尘泥沼泽聚集的回忆,,,,233,0,0,5623,16,6,458331,0,0,0,0,0,0,0,0,0
光耀回响,第三阶段,击败拉格纳罗斯,,,,234,0,0,5623,16,6,458337,0,0,0,0,0,0,0,0,0
光耀回响,第三阶段,击败奥妮克希亚,,,,235,0,0,5623,16,6,458332,0,0,0,0,0,0,0,0,0
光耀回响,事件完成,击败在灼热峡谷残留的回忆，或者返回达拉然,,,,236,0,0,5623,16,6,458338,0,0,0,0,0,0,0,0,0
光耀回响,事件完成,击败在尘泥沼泽残留的回忆，或者返回达拉然,,,,237,0,0,5623,16,6,458333,0,0,0,0,0,0,0,0,0
驭空术已解锁,卡兹阿加,,,,,238,0,12014,5586,12,3,78533,0,5922053,0,0,0,0,0,0,0
地面坐骑,解锁了新要素！,,解锁了新要素：|cffFF4E00|Hmountequipment:|h[地面坐骑]|h|r,,,240,126770,12015,0,15,3,0,0,132261,0,0,0,0,0,0,0
飞行坐骑,解锁了新要素！,,解锁了新要素：|cffFF4E00|Hmountequipment:|h[飞行坐骑]|h|r,,,241,126772,12015,0,15,3,0,0,5142725,0,0,0,0,0,0,0
稳定飞行,解锁了新要素！,,你现在可以在稳定飞行和驭空术飞行模式之间切换。,,,243,126778,12015,0,15,3,0,0,5142726,0,0,0,0,0,0,0
赏金谣言已完成,,,,,,244,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
赏金谣言已解锁,,,,,,245,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
世界任务、谣言与秘藏已解锁,Pact: The Weaver,,,,,246,0,0,5554,18,3,0,0,5862764,0,0,0,0,0,0,0
世界任务、谣言与纪念碑已解锁,Pact: The General,,,,,247,0,0,5554,18,3,0,0,5862762,0,0,0,0,0,0,0
世界任务、谣言与挖掘场已解锁,Pact: The Vizier,,,,,248,0,0,5554,18,3,0,0,5862762,0,0,0,0,0,0,0
间谍谣言已完成,,,,,,249,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
间谍谣言已解锁,,,,,,250,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
干扰谣言已完成,,,,,,251,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
干扰谣言已解锁,,,,,,252,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
多恩岛传送门已解锁,纺丝者之巢,,,,,253,0,0,5586,12,3,78248,0,5901551,0,0,0,0,0,0,0
复活重置,难度与奖励降低,,,,,255,0,0,5554,18,6,0,0,0,0,0,0,0,0,0,0
复活次数耗尽！,撤退重整,,,,,256,0,0,5554,18,6,0,0,0,0,0,0,0,0,0,0
One Revive Remaining!,,,,,,258,0,0,5554,18,3,0,0,6013778,0,0,0,0,0,0,0
