ID,Name_lang,Cost_lang,OutOfError_lang,ToolTip_lang,MinPower,MaxPower,StartPower,CenterPower,RegenerationPeace,RegenerationCombat,BarType,Flags,StartInset,EndInset,FileDataID[0],FileDataID[1],FileDataID[2],FileDataID[3],FileDataID[4],FileDataID[5],Color[0],Color[1],Color[2],Color[3],Color[4],Color[5]
39,电荷充能,电荷,,奥妮克西亚当前的电荷充能等级。她会在完全充能之后爆炸。,0,100,0,0,0,0,0,2,0.15,0.15,457319,449467,457317,457320,457318,0,-1,-1,-1,-1,-1,0
61,真气,%d点真气,真气不足,你的攻击将会为你存储能量。,0,100,0,0,0,0,2,2,0,0,457566,457564,449443,0,457565,0,-401539,-16777216,-7678738,-16777216,-598016,0
62,完成援救,,,靠近落单的德鲁伊！,0,45,1,0,1,1,0,23,0.1328,0.1367,458992,457301,457302,0,457303,0,-1,-1,-5038305,-1,-1,0
63,完成仪式,,,击败诺尔度之脊顶上的传送门附近的元素！,0,105,0,0,1,1,0,23,0.1328,0.1367,458992,457301,457302,0,457303,0,-1,-1,-5038305,-1,-1,0
64,方向槽,方向,,这是雷奥利斯领主前进的方向。,0,50,25,50,0,0,0,6,0.15,0.15,525293,525291,525292,0,0,0,-1,-1,-1,-1,-1,-16777216
65,专注,专注,失去专注。,每次造成伤害或者治疗都能让你更加专注。当你被攻击或有害法术命中时会失去这些奖励。,0,100,0,0,5,5,0,6,0.13,0.13,449450,449447,449448,0,446220,0,-1,-1,-1,-1,-1,-16777216
66,防御反抗军营地,,,帮助反抗军营地抵御巨魔的进攻！,0,180,1,0,1,1,0,6,0.1328,0.1367,457295,449447,449468,0,457303,0,-1,-1,-16757025,-1,-1,0
67,防御格罗姆高营地,,,帮助格罗姆高营地抵御巨魔的进攻！,0,180,1,0,1,1,0,6,0.1328,0.1367,457306,449447,449468,0,457303,0,-1,-1,-1177600,-1,-1,0
68,保护萨尔,,,击败那些想要撕碎萨尔的元素！,0,100,0,0,0,0,0,6,0.1328,0.1367,458988,457301,457302,0,457303,0,-1,-1,-6752257,-1,-1,0
69,保护萨尔,,,击败那些想要撕碎萨尔的元素！,0,100,0,0,0,0,0,6,0.1328,0.1367,459016,457301,457302,0,457303,0,-1,-1,-16742657,-1,-1,0
72,保护萨尔,,,击败威胁萨尔的暮光部队！,0,100,0,0,0,0,0,6,0.1328,0.1367,459008,457301,457302,0,457303,0,-1,-1,-10921639,-1,-1,0
78,释放萨尔,,,激活图腾来释放萨尔！,0,100,0,0,0,0,0,6,0.1328,0.1367,458992,457301,457302,0,457303,0,-1,-1,-65536,-1,-1,0
80,熔火之羽,熔火之羽,你没有携带熔火之羽！,你收集的熔火之羽的数量。,0,3,0,0,0,0,0,2,0.27,0.28,0,525288,525289,0,525290,0,-1,-1,-1,-1,-1,0
83,打豺狼人,,,用力砸！,0,60,60,0,-1,-1,0,6,0.2125,0.2125,533452,533449,533450,533453,533451,0,-1,-1,-1,-1,-1,-16777216
84,射击场,,,快速射击赢得高分！,0,60,60,0,-1,-1,0,6,0.2125,0.2125,533452,533449,533450,533453,533451,0,-1,-1,-1,-1,-1,-16777216
86,蒸汽坦克大挑战,,,油满，出发！,0,60,60,0,-1,-1,0,6,0.2125,0.2125,533452,533449,533450,533453,533451,0,-1,-1,-1,-1,-1,-16777216
87,生命力,,,在受伤的船员的生命力归零之前复活他们。,0,120,50,0,-1,-1,0,6,0.1328,0.1367,457295,457301,457302,0,457303,0,-1,-1,-16711918,-1,-1,0
88,套圈圈挑战,,,套圈,0,10,10,0,0,0,3,6,0,0,457617,449432,449453,0,0,0,-1,-1,-3126561,-1,-1,0
89,降落伞,,,剩余降落伞,0,4,4,0,0,0,3,6,0,0,457617,449432,449453,0,0,0,-1,-1,-3126561,-1,-1,0
90,时之沙,时之沙,沙漏里的沙子已经用光了!,沙漏还能倒转时光的次数。,0,5,5,0,0,0,0,4,0,0,0,533349,533350,0,0,0,-1,-1,-1,-1,-1,-16777216
91,为法杖充能,,,杀死古代灵魂以为裴智之杖充能，并打断仪式！,0,100,0,0,0,0,0,6,0.1328,0.1367,449450,457301,457302,0,457303,0,-1,-1,-8053343,-1,-1,-16777216
92,平衡,平衡,,显示死亡之翼背脊上左侧和右侧玩家的平衡。当死亡之翼感到所有玩家都在同一侧时，他会进行翻滚。,0,100,50,100,0,0,0,10,0.15,0.15,525293,525291,525292,0,0,0,-1,-1,-1,-1,-1,-16777216
93,冥想,,,寻找你的内心。,0,100,50,0,0,0,0,6,0.1328,0.1367,457321,457301,457302,457320,457303,0,-1,-1,-16742657,-1,-1,0
94,通天桥,,,在裴智进行仪式时保护他！,0,100,0,0,0,0,0,6,0.1328,0.1367,449450,449447,449448,449451,449449,0,-1,-1,-11608077,-1,-70400,0
95,恶魔果汁（旧）,恶魔果汁（旧）,你的怒气不足！,在恶魔变形状态下使用技能时消耗。,0,1000,200,0,0,0,0,2,0.2,0.2,462333,462330,462331,462334,462332,0,-1,-1,-1,-1,-1,-16777216
97,坚定意志,坚定,你的精神能量还没有恢复,,0,3,0,0,0,0,2,0,0.27,0.28,0,525288,525289,0,525290,0,-1,-1,-1,-1,-1,0
103,泥水,,,你获得的泥水数量。,0,100,10,0,0,0,1,147,0.1,0.17,457569,0,457567,0,0,0,-1,-16777216,-7690425,-16777216,-16777216,-16777216
104,进入梦境,梦境,你的心智还没有从上一次梦境的经历中恢复过来,,0,3,0,0,0,0,2,0,0.27,0.28,0,525288,525289,0,525290,0,-1,-1,-1,-16777216,-1,-16777216
105,反击测试,,,,0,101,0,0,0,0,4,384,0,0,533341,0,0,0,0,533342,-1,-16777216,-16777216,-16777216,-16777216,-1
106,拳劲,,,全力击打！,0,100,0,0,0,0,2,2,0,0,457602,0,457570,0,457565,0,-1,-10790053,-65536,-16777216,-20705,-16777216
107,堕落熔岩,堕落熔岩,,死亡之翼的堕落熔岩会随着他生命值的降低而造成更高的火焰伤害。当生命值为15%、10%和5%的时候，死亡之翼会出血，产生双倍的堕落熔岩。,0,100,0,50,0,0,0,10,0.15,0.15,0,533343,533344,533346,533345,0,-1,-1,-1,-1,-1,-16777216
110,静电充能,静电充能,,Increases the effect (stun length and damage) of Lightning Boss' abilities. PH,0,100,0,0,0,0,0,2,0.15,0.15,457319,449467,457317,457320,457318,0,-1,-1,-1,-1,-1,-16777216
113,憎恨,憎恨,憎恨为零。,你的憎恨会随着时间推移提高。当你被恨之煞的技能命中后也会提高。,0,60,0,0,0.2,0.2,0,4,0.13,0.14,457315,449447,449448,449451,449449,0,-1,-1,-65536,-4113,-65536,-16777216
114,干扰猢狲聚会,干扰猢狲聚会,猢狲聚会正在倾情上演！,被干扰的猢狲聚会者数量。|n|n干扰这场聚会将引起乌克乌克的愤怒！,0,40,0,0,0,0,4,390,0,0,633766,0,0,0,0,633767,-1,-16777216,-16777216,-16777216,-16777216,-602368
115,不稳定的灰烬,不稳定的灰烬,你需要更多的不稳的灰烬,不稳定的灰烬会强化你的下一次燃烧或灵魂之火。,0,30,0,0,0,0,0,259,0.1328,0.1367,458992,457301,457302,0,457303,0,-1,-1,-65536,-1,-1,-16777216
116,热量等级,热量,,显示这只丑恶的融合怪吸收的堕落熔岩的数量。,0,9,0,0,0,0,4,2,0,0,533347,0,0,0,0,533348,-1,-16777216,-16777216,-16777216,-16777216,-16777216
117,射击场,,,命中25次就能取胜!,0,25,0,0,0,0,4,388,0,0,533341,0,0,0,0,533342,-1,-16777216,-16777216,-16777216,-16777216,-1
129,蒸汽坦克大挑战,,,尽可能多的命中敌人！,0,100,0,0,0,0,4,260,0,0,533341,0,0,0,0,533342,-1,-16777216,-16777216,-16777216,-16777216,-1
133,打豺狼人,,,用力砸！,0,100,0,0,0,0,4,260,0,0,533341,0,0,0,0,533342,-1,-16777216,-16777216,-16777216,-16777216,-1
134,布兰琪的闪电陈酿,,,保护酒桶，防止其起火，以帮助布兰琪酿造闪电陈酿。,0,100,0,0,0,0,0,6,0.1328,0.1367,653596,653593,653594,653597,653595,0,-1,-1,-5268647,-1,-1,-16777216
137,生存之环：烈焰,,,别死了。,0,60,0,0,1,1,0,6,0.1328,0.1367,457325,457301,457302,0,0,0,-1,-16777216,-1,-1,-1,-16777216
139,生存计时器,,,别死了。,0,60,60,0,-1,-1,0,6,0.1328,0.1367,457325,457301,457302,0,0,0,-1,-1,-1,-1,-1,-16777216
141,灵魂转换倒数,,,,0,15,15,0,-1,-1,2,6,0,0,457623,449442,449443,0,0,0,-16777216,-16777216,-16777216,-16777216,-16777216,-16777216
148,矿车控制权,矿车控制权,失去控制权,附近的联盟及部落玩家数量将决定矿车的控制权。,0,100,50,0,0,0,0,2,0.13,0.13,449450,449447,449448,0,449449,0,-1,-1,-1,-1,-1,-16777216
149,艾莎的冥想,,,在艾莎冥想的时候保护她。,0,90,0,0,1,1,0,6,0.1328,0.1367,457325,457301,457302,0,0,0,-1,-16777216,-1,-1,-1,-16777216
151,抓住鲨鱼,,,抓紧鲨鱼！别让她把你甩下去！,0,100,50,0,-1,-1,0,6,0.1328,0.1367,457328,457301,457302,0,457303,0,-1,-1,-2293246,-1,-1,-16777216
158,治愈神真子,,,救出治疗者并保护他们，直至神真子的伤口被治愈。,0,700,0,0,0,0,0,6,0.1328,0.1367,525287,457301,457302,0,0,0,-1,-16777216,-13899437,-1,-1,-16777216
165,憎恨,,,站在祥和之池中以控制你的仇恨！,0,100,0,0,1,1,0,6,0.1328,0.1367,459004,457301,457302,0,457303,0,-1,-1,-196608,-1,-1,-16777216
171,唾液,,,你获得的唾液数量。,0,100,0,0,0,0,1,130,0.1,0.17,457569,0,457567,0,0,0,-1,-16777216,-10044673,-16777216,-16777216,-16777216
175,真·至高能量,真·至高能量,你太虚弱了,你在杀死煞魔后，可吸收原始煞能。,0,100,10,0,-1,-1,0,6,0.13,0.14,458992,457301,457302,449431,457303,0,-1,-1,-65536,-1,-1,-16777216
176,粘稠度,粘稠度,最低粘稠度,随着树脂的硬化，粘稠度条会逐渐上升。跳跃可防止树脂硬化！,0,100,50,0,2,2,0,6,0.13,0.14,457315,449447,449448,449451,449449,0,-1,-1,-31232,-4113,-12800,-16777216
177,珀的丛林酒,,,从岛上的猢狲海盗身上收集丛林酒。,0,100,0,0,0,0,0,6,0.1328,0.1367,457325,457301,457302,0,457303,0,-1,-1,-5268647,-1,-1,-16777216
178,意志力,意志力,意志力不足！,你努力想要保住对新身体的控制权。一旦意志力耗尽，你将完全失去意识……,0,100,100,0,0,0,0,10,0.13,0.13,628130,628127,628128,0,628129,0,-1,-1,-1,-1,-1,-16777216
179,吴暮的阴影收集瓶,,,你收集到的阴影数量。,0,100,0,0,0,0,1,130,0.1,0.17,457569,0,457567,0,0,0,-1,-16777216,-11402617,-16777216,-16777216,-16777216
183,冥思,,,看清你的内心。,0,100,50,0,0,0,0,6,0.1328,0.1367,627342,457301,457302,627343,457303,0,-1,-1,-16742657,-1,-1,-16777216
195,生存之环：刀剑,,,别死了！,0,60,0,0,1,1,0,6,0.1328,0.1367,457325,457301,457302,0,0,0,-1,-16777216,-1,-1,-1,-16777216
199,拳劲,,,全力击打！,0,100,0,0,0,0,2,2,0,0.15,629942,629939,629940,0,629941,0,-1,-1,-1,-16777216,-20705,-16777216
203,净化生命之池,,,消灭生命之池周围的煞魔！,0,40,0,0,0,0,0,6,0.1328,0.1367,0,653598,653599,653601,653600,0,-1,-1,-1,-1,-1,-16777216
204,紫晶石化,紫晶石化,替代能量不足,你被变成了紫晶！如果该过程完成，你将无法移动或行动。|n|n在此过程中，你的移动速度大幅降低，但受到的暗影伤害降低90%。,0,100,5,0,0,0,0,6,0.13,0.13,629030,629037,629029,0,629038,0,-1,-1,-1,-1,-1,-16777216
205,蓝晶石化,蓝晶石化,替代能量不足,你被变成了蓝晶！如果该过程完成，你将无法移动或行动。|n|n在此过程中，你的移动速度大幅降低，但受到的冰霜伤害降低90%。,0,100,5,0,0,0,0,6,0.13,0.13,629032,629037,629031,0,629038,0,-1,-1,-1,-1,-1,-16777216
206,青玉石化,青玉石化,替代能量不足,你被变成了青玉！如果该过程完成，你将无法移动或行动。|n|n在此过程中，你的移动速度大幅降低，但受到的自然伤害降低90%。,0,100,5,0,0,0,0,6,0.13,0.13,629034,629037,629033,0,629038,0,-1,-1,-1,-1,-1,-16777216
207,红玉石化,红玉石化,替代能量不足,你被变成了红玉！如果该过程完成，你将无法移动或行动。|n|n在此过程中，你的移动速度大幅降低，但受到的火焰伤害降低90%。,0,100,5,0,0,0,0,6,0.13,0.13,629036,629037,629035,0,629038,0,-1,-1,-1,-1,-1,-16777216
213,锦鱼人防御工事,,,建造进度,0,1000,0,0,0,0,0,4,0.1328,0.1367,459016,457301,457302,449451,457303,0,-1,-1,-16730159,-1,-1,-16777216
214,邪能,,,杀死附近的恶魔，吸收邪能。,0,100,0,0,0,0,0,86,0.086,0.086,0,1036120,1036121,1036123,1036122,0,-1,-1,-1,-1,-1,-16777216
216,侏儒防御工事,,,建造进度,0,1000,0,0,0,0,0,4,0.1328,0.1367,457311,457301,457302,449451,457303,0,-1,-1,-4825088,-5224954,-1,-16777216
220,矮人防御工事,,,建造进度,0,1000,0,0,0,0,0,4,0.1328,0.1367,457327,457301,457302,449451,457303,0,-1,-1,-12566464,-1,-1,-16777216
221,熊猫人防御工事,,,建造进度,0,1000,0,0,0,0,0,4,0.1328,0.1367,610155,457301,457302,449451,457303,0,-1,-1,-4614848,-924892,-1,-16777216
222,异常位置的距离,,,,0,100,0,0,0,0,2,2,0,0,669472,669469,669470,0,669471,0,-1,-1,-1,-16777216,-1,-16777216
223,暗夜精灵防御工事,,,建造进度,0,1000,0,0,0,0,0,4,0.1328,0.1367,525287,457301,457302,449451,457303,0,-1,-1,-9391552,-13215964,-11667684,-16777216
229,射击场,,,快速射击赢得高分！,0,1200,1200,0,-1,-1,0,6,0.1328,0.1367,462333,462330,462331,462334,462332,0,-1,-1,-1,-1,-1,-16777216
234,电容能量,,,,0,100,0,0,0,0,0,2,0,0,457328,457301,457302,0,457303,0,-1,-1,-1,-16777216,-1,-16777216
237,导管等级,,,导管的能量等级。,0,3,1,0,0,0,0,2,0,0,0,840384,840385,0,0,0,-1,-1,-1,-1,-1,-16777216
238,导管能量,导管能量,导管能量,当前雷神正在充能的导管的能量等级。,0,100,0,0,0,0,0,6,0.13,0.13,653596,653593,796705,653597,653595,0,-1,-1,-1,-1,-1,-16777216
240,导管等级,,,导管的能量等级。,0,3,1,0,0,0,0,2,0,0,0,840390,840391,0,0,0,-1,-1,-1,-1,-1,-16777216
241,导管等级,,,导管的能量等级。,0,3,1,0,0,0,0,2,0,0,0,840388,840389,0,0,0,-1,-1,-1,-1,-1,-16777216
242,导管等级,,,导管的能量等级。,0,3,1,0,0,0,0,2,0,0,0,840386,840387,0,0,0,-1,-1,-1,-1,-1,-16777216
243,雷电之王的藏宝库,,,本次迄今为止从魔古族处偷得的金币数量。,0,9999,0,0,0,0,4,22,0,0,796706,0,0,0,0,796707,-1,-16777216,-16777216,-16777216,-16777216,-1
244,充能等级,,,延极锭正在附近的模具中充能。,0,200,0,0,0,0,0,6,0.1328,0.1367,0,840432,840433,840435,840434,0,-1,-1,-1,-1,-1,-16777216
245,锻造进度,,,天界工匠锻造闪电长枪的进度。,0,160,0,0,0,0,0,6,0.1328,0.1367,653596,653593,796705,653597,653595,0,-1,-1,-1,-1,-1,-16777216
247,收集遗物,,,在繁盛矿洞中尽力收集遗物！,0,150,0,0,0,0,0,6,0.1328,0.1367,457316,457301,457302,449451,457303,0,-1,-1,-14234,-1,-1,-16777216
248,乌萨吉之盾,,,乌萨吉有一面强大的护盾。你可以杀死次级元素生物来降低他的护盾能量。,0,100,100,0,0,0,0,6,0.1328,0.1367,459004,457301,457302,0,0,0,-1,-1,-20992,-1,-1,-16777216
253,怒气,,,随着怒气的提升，战歌兽人会变得越来越危险。,0,3,0,0,0,0,0,10,0,0,0,840388,840389,0,0,0,-1,-1,-1,-1,-1,-16777216
254,侵略性,,,侵略性的提升，会使黑石兽人的攻击性越来越强；反之，侵略性下降，黑石兽人就会趋于防守。,0,4,2,0,0,0,0,40,0.1328,0.1367,459008,457301,0,627343,0,0,-1,-1,-1,-1,-1,-16777216
257,傲气值,傲气值,你是谦逊的。,"被傲气冲天击中时造成下列效果：
傲气迸发（25点傲气值）。
投影（50点傲气值）。 
傲气光环（75点傲气值）。
压制（100点傲气值）。",0,100,0,0,0,0,0,83,0.13,0.13,898411,898408,898409,898412,898410,0,-1,-1,-1,-1,-1,-16777216
258,腐蚀值,腐蚀值,你被净化了。,你被煞能腐化了。你需要降低自己的腐蚀等级以完成诺鲁什的试炼。,0,100,75,0,0,0,0,82,0.13,0.13,898411,898408,898409,898412,898410,0,-1,-1,-1,-1,-1,-16777216
259,防御系统超控能量,防御系统超控能量,防御系统超控能量,控制防御系统的能量值。,0,50,0,0,0,0,0,6,0.13,0.13,0,898400,898401,898403,898402,0,-1,-1,-1,-1,-1,-16777216
263,加尔鲁什的能量,加尔鲁什的能量,加尔鲁什的能量,加尔鲁什正在吸收亚煞极之心的能量。,0,100,0,0,0,0,0,6,0.2,0.2,0,898404,898405,898407,898406,0,-1,-1,-9691459,-9691459,-9691459,-16777216
266,塔楼强度,,,击败塔楼的守卫，以削减塔楼的强度。,0,100,100,0,0,0,0,6,0.1328,0.1367,459008,457301,457302,0,449449,0,-1,-1,-6908266,-1,-2416608,-16777216
267,防御系统超控能量,防御系统超控能量,防御系统超控能量,控制防御系统的能量值。,0,50,0,0,0,0,0,2,0.13,0.13,0,898400,898401,898403,898402,0,-1,-1,-1,-1,-1,-16777216
268,腐蚀值,腐蚀值,你被净化了。,你被煞能腐化了。你需要降低自己的腐蚀等级以完成诺鲁什的试炼。,0,100,75,0,0,0,0,82,0.13,0.13,898411,898408,898409,898412,898410,0,-1,-1,-1,-1,-1,-16777216
271,钚晶核共振虚空引力机,,,为仪器充满虚空能量，杀死附近的影月兽人。,0,100,0,0,0,0,0,6,0.1328,0.1367,457322,457301,457302,449451,457303,0,-1,-1,-6675498,-1,-1,-16777216
274,获救的奴隶,,,摆脱食人魔控制的奴隶数量。,0,99,0,0,0,0,4,22,0,0,796706,0,0,0,0,633767,-1,-16777216,-16777216,-16777216,-16777216,-1
280,艾萝娜的进度,,,艾萝娜正在关闭钢铁加油器。保护好她！,0,100,0,0,0,0,0,6,0.1328,0.1367,457311,457301,457302,449451,457303,0,-1,-1,-6675498,-1,-1,-16777216
281,蒸汽动力,蒸汽动力,燃料不足,用来破坏岩石和墙体的能量。,0,60,60,0,0,0,0,6,0.1328,0.1367,457299,457296,457297,0,0,0,-1,-1,-1,-1,-1,-16777216
284,热量等级,燃料,闷烧,随着热量的增加，山脉之心会形成更多爆破。,0,100,0,0,0,0,0,19,0.1328,0.1367,458992,457301,457302,449451,449449,0,-1,-1,-871119,-1,-1,-16777216
287,怒气,燃料,闷烧,,0,100,0,0,0,0,0,83,0.13,0.13,459004,628127,628128,462334,0,0,-1,-1,-1,-1,-1,-16777216
290,已收集木材,,,在你的农夫收集木材时保护他们的安全。,0,100,0,0,0,0,0,6,0.1328,0.1367,457324,457301,446219,653597,446220,0,-1,-1,-7050445,-1,-1,-16777216
291,胜利点数,,,决定你的终极奖励。,0,9999,0,0,0,0,4,772,0,0,985508,0,0,0,0,985509,-1,-16777216,-16777216,-16777216,-16777216,-1
292,预热阶段,时间,未预热,为最后的轰炸序列充能。,0,100,0,0,0,0,1,10,0,0,458994,449477,457582,449481,0,0,-31744,-16777216,-31744,-16777216,-16777216,-16777216
293,士气,,,"因远离自己的独眼魔双胞胎兄弟而愤怒。
急速提高。
施法和引导速度提高。",1,100,0,0,0,0,0,2,0.1328,0.1367,0,1041330,1041331,1041333,1041332,0,-1,-1,-1,-1,-1,-16777216
295,蘑菇汁,,,压榨血棘洞穴里多汁的蘑菇，在罐子里注满蘑菇汁。,0,20,0,0,0,0,1,6,0.1328,0.1367,457569,457569,457567,0,0,0,-1,-1,-65435,-1,-1,-16777216
296,卡拉的能量,卡拉的能量,卡拉的能量,保护卡拉！,0,100,0,0,0,0,0,2,0.14,0.14,0,1036804,1036805,1036807,1036806,0,-1,-1,-9691459,-9691459,-9691459,-16777216
297,车辆耐久度,,,,0,100,0,0,0,0,0,0,0.1328,0.1367,457299,457296,457297,457300,457298,0,-1,-1,-1,-1,-1,-16777216
298,废灵壁垒,,,,0,15000000,0,0,0,0,0,83,0.086,0.086,0,1036120,1036121,1036123,1036122,0,-1,-1,-1,-1,-1,-16777216
299,胜利得分,,,决定你的终极奖励。,0,9999,0,0,0,0,4,772,0,0,1053204,0,0,0,0,1053205,-1,-16777216,-16777216,-16777216,-16777216,-1
300,物资,,,你的要塞每10分钟获得1点物资。,0,100000,0,0,0,0,4,868,0,0,985510,0,0,0,0,985511,-1,-16777216,-16777216,-16777216,-16777216,-1
303,热血咆哮,热血咆哮,热血咆哮,观众的呼喊声强化了你的攻击力。,0,100,0,0,0,0,0,6,0.2,0.2,0,1031659,1031660,1031662,1031661,0,-1,-1,-9691459,-9691459,-9691459,-16777216
304,废灵壁垒,,,,0,100,100,0,0,0,0,83,0.13,0.13,898411,898408,898409,898412,898410,0,-1,-1,-10096574,-1,-1,-16777216
305,废灵壁垒,,,,0,100,100,0,0,0,0,83,0.086,0.086,0,1036120,1036121,1036123,1036122,0,-1,-1,-1,-1,-1,-16777216
306,黑索公司用户手册,高热,,"感谢你购买BFC9000！

警告：该烈焰喷射装置在使用过程中，会随着时间的延长而散发越来越多的热量。一旦该单位过热，则必须冷却至少10秒等后才能再次使用。

售出概不退换！",0,100,0,0,0,0,0,307,0.13,0.13,457299,457296,1062073,457300,457298,0,-1,-131587,-1990349,-1,-2355184,-16777216
310,突袭血槌食人魔,,,消灭血槌食人魔，并从他们身上收集情报。,0,500,0,0,0,0,0,307,0.13,0.13,629036,629037,629035,0,629038,0,-1,-131587,-1990349,-1,-2355184,-16777216
312,突袭黑潮栖木,,,破坏钢铁部落征服黑潮栖木的双头飞龙的计划。,0,500,0,0,0,0,0,307,0.13,0.13,629036,629037,629035,0,629038,0,-1,-131587,-1990349,-1,-2355184,-16777216
313,行动：斯克提斯废墟,,,你当前救出的鸦人流亡者的总士气值。带着救出的流亡者与高阶鸦人战斗，然后将其安全护送到斯克提斯废墟外围的某位黑暗占卜师处，可推进你的行动：斯克提斯废墟的进度。,0,100,0,0,0,0,0,307,0.13,0.13,457314,457301,457302,0,449449,0,-1,-131587,-1500086,-1,-2355184,-16777216
314,能量条,,,,0,500,0,0,0,0,0,307,0.13,0.13,629036,629037,629029,0,629038,0,-1,-131587,-3036435,-1,-7466788,-16777216
317,弹药,弹药,弹药耗尽！,用来为钢铁部落机械提供动力的弹药。,0,100,0,0,0,0,0,23,0.122,0.12,1059359,1059354,1059356,0,1059357,0,-1,-1,-1,-1,-1,-16777216
318,虚空协调,,,你在扭曲虚空中的时间十分有限。离开现实气泡的相对安全范围，会使你的调节力衰减。,0,100,100,0,0,0,0,6,0.1328,0.1367,457322,457301,457302,449451,0,0,-1,-1,-6675498,-6082082,-6675498,-16777216
319,仪式能量,,,在鸦语者巢穴中，听从高阶鸦语者科卡的指示，使仪式顺利进行。,0,6,0,0,0,0,1,6,0.1328,0.1367,458990,449457,449458,1036807,449459,0,-1,-1,-4818957,-16777216,-4037167,-16777216
320,火焰精华,,,火焰精华渐渐熄灭了。,0,100,0,0,0,0,0,6,0.13,0.15,458992,457301,457302,449431,0,0,-1,-1,-1006573,-263173,-331107,-16777216
321,马尔高克越来越无聊,,,开始杀戮吧！,0,1200,1,0,1,1,0,6,0.1328,0.1367,629032,457301,1031660,0,0,0,-1,-1,-1,-1,-1,-16777216
322,燃料,高热,,剩余燃料。,0,100,100,0,0,0,0,291,0.13,0.13,457299,457296,1062073,457300,457298,0,-1,-1,-1990349,-1,-2355184,-16777216
325,财宝地精,,,目前为止，从财宝地精身上获取的金币量。,0,99999,0,0,0,0,4,22,0,0,985510,0,0,0,0,796707,-4608,-16777216,-16777216,-16777216,-16777216,-1
326,总时间,,,当前种族消耗的总时间。,0,100,0,0,0,0,4,870,0,0,533341,0,0,0,0,533342,-1,-16777216,-16777216,-16777216,-16777216,-1
329,发报机能量,发报机能量,发报机能量,吸收风暴幼龙的闪电攻击为发报机充能。,0,100,0,0,0,0,0,6,0.13,0.13,653596,653593,796705,653597,653595,0,-1,-1,-1,-1,-1,-16777216
330,末日军团传送门,,,击败恶魔部队以关闭传送门。,0,250,250,0,0,0,0,518,0.1328,0.1367,457328,457301,457302,449451,457303,0,-1,-1,-4825088,-5224954,-1,-16777216
331,破除幻象,,,驱散幻象。,0,150,0,0,0,0,0,4,0.1328,0.1367,457319,0,457317,0,0,0,-1,-1,-1,-1,-1,-16777216
332,击败灵魂,,,消灭来袭的敌人，突破他们的阵线！,0,100,0,0,0,0,0,4,0,0,457314,449447,449448,449451,449449,0,-655616,-16777216,-17920,-16777216,-16777216,-16777216
