ID,Name_lang,NameAlt_lang,Title_lang,TitleAlt_lang,Classification,CreatureType,CreatureFamily,StartAnimState,DisplayID[0],DisplayID[1],DisplayID[2],DisplayID[3],DisplayProbability[0],DisplayProbability[1],DisplayProbability[2],DisplayProbability[3],AlwaysItem[0],AlwaysItem[1],AlwaysItem[2]
14756,红色小神龙,,,,0,12,0,3,14779,0,0,0,1,1,1,1,0,0,0
14878,加布林,,,,0,12,0,0,14938,0,0,0,1,1,1,1,0,0,0
15186,奔波尔霸,,,,0,12,0,0,15369,0,0,0,1,1,1,1,0,0,0
15356,蓝色小鱼人,,,,0,12,0,0,15393,0,0,0,1,1,1,1,0,0,0
15357,紫色小鱼人,,,,0,12,0,0,15397,0,0,0,1,1,1,1,0,0,0
15358,乐奇,,,,0,12,0,0,15398,0,0,0,1,1,1,1,0,0,0
15359,粉色小鱼人,,,,0,12,0,0,15396,0,0,0,1,1,1,1,0,0,0
15360,绿色小鱼人,,,,0,12,0,0,15394,0,0,0,1,1,1,1,0,0,0
15361,霸波尔奔,,,,0,12,0,0,15395,0,0,0,1,1,1,1,0,0,0
15429,恶心的软泥怪,,,,0,12,0,0,15436,0,0,0,1,1,1,1,0,0,0
15548,鬼灵骏马,,,,1,6,0,0,16408,0,0,0,0,0,0,0,0,0,0
15661,鲨鱼宝宝,,,,0,12,0,0,15595,0,0,0,1,1,1,1,0,0,0
15698,冬天爷爷的助手,,,,0,12,0,0,15660,0,0,0,1,1,1,1,0,0,0
15699,安静的机械雪人,,,,0,12,0,0,10269,0,0,0,1,1,1,1,0,0,0
15705,冬天爷爷的小助手,,,,0,12,0,0,15663,0,0,0,1,1,1,1,0,0,0
15706,冬季驯鹿,,,,0,12,0,0,15904,0,0,0,1,0,0,0,0,0,0
15710,雪孩子,,,,0,12,0,0,13610,0,0,0,0,0,0,0,0,0,0
16069,咕唧,,,,0,12,0,0,15984,0,0,0,1,1,1,1,0,0,0
16085,小匹德菲特,,,,0,12,0,3,15992,0,0,0,1,1,1,1,0,0,0
16445,塔吉,,,,0,12,0,0,15398,0,0,0,1,1,1,1,0,0,0
16456,波利,,,,0,12,0,0,16189,0,0,0,1,1,1,1,0,0,0
16547,飞毛腿,,,,0,12,0,0,16259,0,0,0,1,1,1,1,0,0,0
16548,扭扭先生,,,,0,12,0,0,27681,0,0,0,1,1,1,1,0,0,0
16549,小老鼠吱吱,,,,0,12,0,0,2176,0,0,0,1,1,1,1,0,0,0
16628,拍卖师塞多里,,,,0,7,0,0,16694,0,0,0,1,1,1,1,0,0,0
16701,仲夏之魂,,,,0,12,0,3,16587,0,0,0,1,1,1,1,0,0,0
16800,大法师罗曼斯,,,,1,7,0,0,19706,0,0,0,0,1,1,1,29114,0,0
16801,哈杜伦·明翼,,银月城的游侠将军,,1,7,0,0,19707,0,0,0,0,1,1,1,24324,24324,24326
17026,格罗姆·地狱咆哮,,战歌氏族酋长,,1,7,0,0,21575,0,0,0,0,0,0,0,24409,0,0
17252,恶魔卫士,,,,0,3,29,0,64802,0,0,0,1,1,1,1,22199,0,0
17254,阿莎娜,,,,0,12,0,0,37949,0,0,0,1,1,1,1,0,0,0
17255,角鹰兽宝宝,,,,0,12,0,3,16943,0,0,0,1,0,0,0,0,0,0
18063,加尔鲁什,,地狱咆哮之子,,1,7,0,0,17452,0,0,0,0,0,0,0,23428,23428,0
18075,玛诺洛斯,,,,1,3,0,0,17469,0,0,0,0,0,0,0,28365,0,0
18377,迅捷红色驭风者,,,,0,1,0,0,17719,0,0,0,0,0,0,0,0,0,0
18381,虚空龙宝宝,,,,0,12,0,3,17723,0,0,0,1,1,1,1,0,0,0
18839,魔法龙虾,,,,0,12,0,0,18269,0,0,0,1,1,1,1,0,0,0
19044,屠龙者格鲁尔,,,,1,5,0,0,18698,0,0,0,0,1,1,1,0,0,0
19622,凯尔萨斯·逐日者,,血精灵之王,,1,7,0,0,20023,0,0,0,1,1,1,1,0,0,0
19935,索莉多米,,流沙之鳞,,1,2,0,0,20222,0,0,0,0,0,0,0,30441,0,0
20245,欠欠,,,,0,12,0,0,9989,0,0,0,0,0,0,0,0,0,0
20246,曼尼,,,,0,12,0,0,9990,0,0,0,1,1,1,1,0,0,0
20247,小猫,,,,0,12,0,0,5556,0,0,0,1,1,1,1,0,0,0
20350,克尔苏加德,,肯瑞托,,0,7,0,0,19548,0,0,0,0,0,0,0,0,0,0
20408,法力龙宝宝,,,,0,12,0,3,19600,0,0,0,1,1,1,1,0,0,0
20472,棕兔,,,,0,12,0,0,4626,0,0,0,1,1,1,1,0,0,0
21008,黄色飞蛾,,,,0,12,0,3,19985,0,0,0,1,1,1,1,0,0,0
21009,红色飞蛾,,,,0,12,0,3,19986,0,0,0,1,1,1,1,0,0,0
21010,蓝色飞蛾,,,,0,12,0,3,19987,0,0,0,1,1,1,1,0,0,0
21018,白色飞蛾,,,,0,12,0,3,19999,0,0,0,0,0,0,0,0,0,0
21055,金色龙鹰幼崽,,,,0,12,0,3,20026,0,0,0,1,1,1,1,0,0,0
21056,蓝色龙鹰幼崽,,,,0,12,0,3,20029,0,0,0,1,1,1,1,0,0,0
21063,银色龙鹰幼崽,,,,0,12,0,3,20037,0,0,0,1,1,1,1,0,0,0
21064,红色龙鹰幼崽,,,,0,12,0,3,20027,0,0,0,1,1,1,1,0,0,0
21076,萤火虫,,,,0,12,0,3,20042,0,0,0,1,1,1,1,0,0,0
21266,掠食者幼崽,,,,0,12,0,0,20155,20160,0,0,1,1,0,0,0,0,0
22174,忒古尔,,,,1,1,0,0,18194,0,0,0,1,1,1,1,0,0,0
22328,玩具坦克,,,,0,12,0,0,15382,0,0,0,0,0,0,0,0,0,0
22445,迷你鹦鹉,,,,0,12,0,3,20996,0,0,0,1,1,1,1,0,0,0
22484,塞比特,,,,0,12,0,0,21048,0,0,0,0,0,0,0,0,0,0
22514,白色骑乘塔布羊,,,,0,1,0,0,21076,0,0,0,1,1,1,1,0,0,0
22522,Super Thrall,,,,1,7,0,0,4527,0,0,0,1,1,1,1,21679,0,0
22817,血精灵孤儿,,,,0,12,0,0,19315,0,0,0,1,1,1,1,0,0,0
22818,德莱尼孤儿,,,,0,12,0,0,19091,0,0,0,1,1,1,1,0,0,0
22943,鹿角小飞兔,,,,0,12,0,0,22349,0,0,0,1,1,1,1,0,0,0
23114,金猪,,,,0,12,0,0,21304,0,0,0,1,0,0,0,0,0,0
23159,沃库诺,,灰舌死誓者军需官,,1,7,0,0,21345,0,0,0,0,1,1,1,14707,0,0
23198,金猪,,,,0,12,0,0,21328,0,0,0,0,0,0,0,0,0,0
23220,破坏魔刺客,,,,0,3,0,0,21527,0,0,0,0,0,0,0,28133,28133,0
23231,威利,,,,0,12,0,3,21381,0,0,0,1,0,0,0,0,0,0
23234,蕉蕉,,,,0,12,0,0,21362,0,0,0,1,1,1,1,0,0,0
23258,蛋蛋,,,,0,12,0,0,21382,0,0,0,1,0,0,0,0,0,0
23266,小新,,,,0,12,0,0,21393,0,0,0,1,0,0,0,0,0,0
23274,臭臭,,,,0,12,0,0,16633,0,0,0,1,1,1,1,0,0,0
23439,饥饿的虚空鳐,,,,0,12,0,0,21155,0,0,0,1,1,1,1,0,0,0
23909,邪恶的南瓜娃娃,,,,0,12,0,0,21900,0,0,0,1,1,1,1,0,0,0
23944,祖尔金的精华,,,,1,7,0,0,21934,0,0,0,1,0,0,0,21465,21465,0
24266,"Arthas, Lich King",,,,1,6,0,0,22234,0,0,0,0,0,0,0,33475,0,0
24267,"Arthas, Dark",,,,1,6,0,0,22235,0,0,0,0,0,0,0,0,0,0
24268,"Arthas, Human",,,,1,7,0,0,21976,0,0,0,0,0,0,0,0,0,0
24388,牙牙,,,,0,12,0,0,22388,0,0,0,1,0,0,0,0,0,0
24389,毒皮,,,,0,12,0,0,22389,0,0,0,1,0,0,0,0,0,0
24480,魔汁,,,,0,12,0,0,28501,0,0,0,1,1,1,1,0,0,0
24753,小丸子,,,,0,12,0,0,22629,0,0,0,0,0,0,0,0,0,0
24968,发条战士,,,,0,12,0,0,22776,0,0,0,1,1,1,1,0,0,0
25062,小孢子蝠,,,,0,12,0,3,22855,0,0,0,1,1,1,1,0,0,0
25109,火箭鸡,,,,0,12,0,0,22903,0,0,0,1,1,1,1,0,0,0
25110,风筝龙,,,,0,12,0,0,22966,22990,22991,22992,1,1,1,1,0,0,0
25146,金猪,,,,0,12,0,0,21304,0,0,0,0,0,0,0,0,0,0
25147,银猪,,,,0,12,0,0,22938,0,0,0,0,0,0,0,0,0,0
25165,萨洛拉丝女王,,,,1,3,0,0,23177,0,0,0,0,1,1,1,31609,31609,0
25180,迅捷黑色战羊,,,,0,1,0,0,14577,0,0,0,1,1,1,1,0,0,0
25706,灼烧焰灵,,,,0,12,0,0,8409,0,0,0,0,0,0,0,0,0,0
26050,尼尼,,,,0,12,0,0,23507,0,0,0,1,0,0,0,0,0,0
26056,莫莫,,,,0,12,0,0,23506,0,0,0,1,0,0,0,0,0,0
26115,黑暗堕落者达斯·血痕,,萨莱因,,0,6,0,0,23554,0,0,0,0,1,1,1,34311,0,0
26119,凤凰宝宝,,,,0,12,0,3,23574,0,0,0,1,1,1,1,0,0,0
26243,赤尖蛇,,,,0,12,0,0,15923,0,0,0,1,1,1,1,0,0,0
26499,阿尔萨斯,,洛丹伦的王子,,1,7,0,0,24949,0,0,0,0,0,0,0,37579,0,0
26613,极地灰熊幼崽,,,,0,1,0,0,23946,23947,23948,0,3,2,1,0,0,0,0
26614,雪靴野兔,,,,0,1,0,0,328,0,0,0,0,0,0,0,0,0,0
26966,暗影折磨者,,,,0,6,0,0,14703,0,0,0,0,0,0,0,0,0,0
27017,能量枯竭的作战魔像,,,,0,12,0,0,26139,0,0,0,0,0,0,0,0,0,0
27217,竞争之魂,,,,0,12,0,3,24393,0,0,0,0,1,1,1,0,0,0
27346,竞争之精华,,,,0,12,0,3,24620,0,0,0,0,1,1,1,0,0,0
27438,彩虹鲑鱼,,,,0,8,0,0,24637,0,0,0,0,0,0,0,0,0,0
27638,碧蓝魔环卫士,,,,1,2,0,3,28080,0,0,0,0,0,0,0,0,0,0
27798,复活的天爪龙,,,,0,8,0,0,11686,0,0,0,1,0,0,0,0,0,0
27914,灵魂商人,,,,0,12,0,0,25002,0,0,0,1,1,1,1,0,0,0
28267,山狗之魂,,,,0,12,0,0,25265,0,0,0,0,0,0,0,0,0,0
28470,小虚空鳐,,,,0,12,0,3,25457,0,0,0,1,1,1,1,0,0,0
28513,吸血蝙蝠宝宝,,,,0,12,0,3,4185,0,0,0,1,1,1,1,0,0,0
28878,骷髅爪牙,,,,0,6,0,0,5231,0,0,0,0,0,0,0,0,0,0
28883,霜霜,,,,0,12,0,3,28456,0,0,0,1,1,1,1,0,0,0
28960,Totally Generic Bunny (JSB),,,,0,10,0,0,16480,21342,0,0,0,1,0,0,0,0,0
29089,迷你泰瑞尔,,,,0,12,0,3,25900,0,0,0,1,1,1,1,0,0,0
29147,魅影精灵,,,,0,12,0,3,28089,0,0,0,1,1,1,1,0,0,0
29238,天灾幽灵,,,,0,6,0,0,26064,0,0,0,0,1,1,1,0,0,0
29611,瓦里安·乌瑞恩国王,,暴风城国王,,1,7,0,0,28127,0,0,0,1,1,1,1,45899,0,0
29726,小叽,,,,0,12,0,0,26452,0,0,0,1,1,1,1,0,0,0
29850,洛戈什,,幽灵之狼,,1,1,0,0,17283,0,0,0,0,0,0,0,0,0,0
30116,大法师艾萨斯·夺日者,,肯瑞托,,1,7,0,0,26770,0,0,0,1,0,0,0,35781,0,0
30379,西部荒野小鸡,,,,0,12,0,0,304,0,0,0,1,1,1,1,0,0,0
31530,大药剂师普特雷斯,,,,1,7,0,0,27611,0,0,0,0,0,0,0,0,0,0
31575,巨型下水道老鼠,,,,0,12,0,0,27627,0,0,0,1,1,1,1,0,0,0
31787,堡垒观察者,,,,0,6,0,3,7616,0,0,0,1,0,0,0,0,0,0
32326,阿尔萨斯·米奈希尔王子,,,,1,6,0,0,27545,0,0,0,1,1,1,1,33475,0,0
32335,装甲雪色狮鹫,,,,0,1,160,0,27913,0,0,0,0,0,0,0,0,0,0
32589,小食虱鸟,,,,0,12,0,3,62217,0,0,0,1,1,1,1,0,0,0
32590,白色小食虱鸟,,,,0,12,0,3,28215,0,0,0,1,1,1,1,0,0,0
32591,小眼镜蛇,,,,0,12,0,0,28084,0,0,0,1,1,1,1,0,0,0
32592,始祖龙宝宝,,,,0,12,0,3,28217,0,0,0,1,1,1,1,0,0,0
32595,小潘,,,,0,12,0,0,28216,0,0,0,1,1,1,1,0,0,0
32643,肯瑞托魔仆,,,,0,12,0,0,45937,0,0,0,1,1,1,1,0,0,0
32695,多纳凡·拜尔,,,,0,7,0,0,28180,0,0,0,1,0,0,0,0,0,0
32697,黑甲达卡哈尔,,,,0,7,0,0,28181,0,0,0,1,0,0,0,0,0,0
32700,哈尔迦·钢轮,,,,0,7,0,0,28200,0,0,0,1,0,0,0,0,0,0
32702,德罗格·碎颅者,,,,0,7,0,0,28201,0,0,0,1,0,0,0,0,0,0
32704,勇敢的丹瑞克,,,,0,7,0,0,28188,0,0,0,1,0,0,0,0,0,0
32706,塞德琳·白晨,,,,0,7,0,0,28189,0,0,0,1,0,0,0,0,0,0
32708,纳雷斯特·苍星,,,,0,7,0,0,28182,0,0,0,1,0,0,0,34898,0,0
32709,霍娜卡·绿蹄,,,,0,7,0,0,28183,0,0,0,1,0,0,0,30021,0,0
32710,贾尔·冰须,,,,0,7,0,0,28184,0,0,0,1,0,0,0,0,0,0
32711,女猎手库拉,,,,0,7,0,0,28185,0,0,0,1,0,0,0,0,0,0
32712,了不起的杉佐,,,,0,7,0,0,28186,0,0,0,1,1,1,1,27842,0,0
32713,尤瓦娜玛纳,,,,0,7,0,0,28187,0,0,0,1,0,0,0,19884,0,0
32714,月之女祭司妮希,,,,0,7,0,0,28190,0,0,0,1,0,0,0,29107,0,0
32715,莎萝,,,,0,7,0,0,28191,0,0,0,1,0,0,0,25236,0,0
32716,琳兹·红齿,,,,0,7,0,0,28192,0,0,0,1,0,0,0,0,0,0
32717,杜鲁尔,,忧伤者,,0,7,0,0,28193,0,0,0,1,0,0,0,0,0,0
32718,蒂丝德拉·雷光,,,,0,7,0,0,28195,0,0,0,1,0,0,0,0,0,0
32719,大妖术师奥霍多,,,,0,7,0,0,28196,0,0,0,1,0,0,0,33494,0,0
32720,维尔蕾特,,,,0,7,0,0,28197,0,0,0,1,0,0,0,31308,0,0
32721,邪术士维里姆,,,,0,7,0,0,28198,0,0,0,1,0,0,0,28604,0,0
32791,春兔,,,,0,12,0,0,6302,0,0,0,1,1,1,1,0,0,0
32818,肥胖的火鸡,,,,0,12,0,0,45968,0,0,0,1,1,1,1,0,0,0
32841,暴雪熊宝宝,,,,0,12,0,0,16189,0,0,0,1,1,1,1,0,0,0
32906,弗蕾亚,,,,1,5,0,0,28777,0,0,0,0,1,1,1,0,0,0
32939,幼鹿,,,,0,12,0,0,28397,0,0,0,1,1,1,1,0,0,0
33072,安努,,知识古树,,0,4,0,0,1455,0,0,0,0,1,1,1,0,0,0
33188,泰达希尔树苗,,,,0,12,0,0,28482,0,0,0,1,1,1,1,0,0,0
33194,丹莫罗熊宝宝,,,,0,12,0,0,28489,0,0,0,1,1,1,1,0,0,0
33197,提瑞斯法蝙蝠宝宝,,,,0,12,0,3,4732,0,0,0,1,1,1,1,0,0,0
33198,杜隆塔尔蝎子,,,,0,12,0,0,15470,0,0,0,1,1,1,1,0,0,0
33199,报警发条机器人,,,,0,12,0,0,14473,0,0,0,1,1,1,1,0,0,0
33200,艾尔文小羊羔,,,,0,12,0,0,16205,0,0,0,1,1,1,1,0,0,0
33205,埃门谷花苗,,,,0,12,0,0,28493,0,0,0,1,1,1,1,0,0,0
33219,莫高雷小陆行鸟,,,,0,12,0,0,28502,0,0,0,1,0,0,0,0,0,0
33226,沙滩蟹,,,,0,12,0,0,45880,0,0,0,1,1,1,1,0,0,0
33227,魔法扫帚,,,,0,12,0,0,45960,0,0,0,1,1,1,1,0,0,0
33238,银色侍从,银色侍从,,,0,12,0,0,28946,0,0,0,1,1,1,1,0,0,0
33239,银色小步兵,,,,0,12,0,0,28948,0,0,0,1,1,1,1,0,0,0
33274,机械鸟,,,,0,12,0,0,28539,0,0,0,1,1,1,1,0,0,0
33299,暗矛迅猛龙,,,,0,1,0,0,29261,0,0,0,1,1,1,1,0,0,0
33529,好奇的小狼獾人,,,,0,12,0,0,25384,0,0,0,1,0,0,0,0,0,0
33530,好奇的小神谕者,,,,0,12,0,0,25173,0,0,0,1,0,0,0,0,0,0
33532,狼獾人孤儿,,,,0,12,0,0,25384,0,0,0,1,0,0,0,0,0,0
33533,神谕者孤儿,,,,0,12,0,0,25173,0,0,0,1,1,1,1,0,0,0
33578,角斗士莫叽姆斯,,,,0,12,0,0,28734,0,0,0,1,1,1,1,0,0,0
33810,森金神像,,,,0,12,0,3,46939,46955,46956,0,1,1,1,0,0,0,0
33836,炸弹机器人,,,,1,9,0,0,6977,0,0,0,0,1,1,1,0,0,0
33975,复活节兔宝宝,,,,0,12,0,0,28726,0,0,0,1,0,0,0,0,0,0
34031,XS-001建筑机器人,,,,0,12,0,0,29060,0,0,0,1,1,1,1,0,0,0
34278,枯萎的树人,,,,0,12,0,0,45943,0,0,0,1,0,0,0,0,0,0
34320,毒皮暴掠幼龙,,,,0,12,0,0,29251,0,0,0,0,0,0,0,0,0,0
34364,玳瑁猫,,,,0,12,0,0,11709,0,0,0,1,1,1,1,0,0,0
34527,Dave's Industrial Light and Magic Bunny (Small),,,,0,10,0,0,328,27823,0,0,0,1,0,0,0,0,0
34587,战斗机器人,,,,0,12,0,0,29279,0,0,0,1,1,1,1,0,0,0
34694,玛润,,,,0,12,0,0,29348,0,0,0,1,1,1,1,0,0,0
34724,幽光雏龙,,,,0,12,0,3,70232,0,0,0,1,1,1,1,0,0,0
34770,死亡木偶,,,,0,12,0,0,29404,0,0,0,1,1,1,1,11264,11264,0
34930,碧玉虎,,,,0,12,0,0,29605,0,0,0,1,1,1,1,0,0,0
35384,艾露恩的信徒,,,,0,6,0,0,29798,29799,29800,29801,1,1,1,1,0,0,0
35387,小塔克,,,,0,12,0,0,29802,0,0,0,1,1,1,1,0,0,0
35394,拉扎什幼龙,,,,0,12,0,0,29806,0,0,0,1,1,1,1,0,0,0
35395,变异幼龙,,,,0,12,0,0,29807,0,0,0,1,1,1,1,0,0,0
35396,小达尔特,,,,0,12,0,0,29805,0,0,0,1,1,1,1,0,0,0
35397,暴掠幼龙,,,,0,12,0,0,29810,0,0,0,1,1,1,1,0,0,0
