ID,Name_lang,Description_lang,IconFileDataID,PetTypeEnum,Cooldown,BattlePetVisualID,Flags
198,跳虫冲刺,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

开始跳虫冲刺，在第一轮造成[FormatDamage(SimpleDamage(1,1)+SimpleDamage(1,2)+SimpleDamage(1,3))]点[School()]伤害，在第二轮造成[FormatDamage(SimpleDamage(2,1)+SimpleDamage(2,2)+SimpleDamage(2,3))]点[School()]伤害，在第三轮造成[FormatDamage(SimpleDamage(3,1)+SimpleDamage(3,2)+SimpleDamage(3,3))]点[School()]伤害。

被冲刺击中的对手在[duration(1,4)]轮内受到的伤害提高[abs(abilityStateMod( 24, 542 ))]%。

跳虫冲刺可持续[numTurns()]轮。",136217,5,0,0,0
202,痛击,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

疯狂打击敌人1-2次，每一击造成[StandardDamage(1,1)]点[School()]伤害。

如果使用者率先攻击，则可额外攻击1次。",451161,7,0,0,0
203,闪电风暴,"所有宠物在每次攻击时都可造成额外[StandardDamage(getProcIndex(PROC_ON_DAMAGE_DEALT ),1)]点[School()]伤害。

机械技能造成额外25%的伤害。",463562,9,0,169,2
204,召唤闪电,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害并引发闪电风暴，持续[duration(1,2)]轮。

在闪电风暴期间，所有宠物每次攻击可造成额外[StandardDamage(getProcIndex(PROC_ON_DAMAGE_DEALT, 203 ),1,203)]点[School(203)]伤害，且机械技能可造成额外25%的伤害。",463562,9,5,0,0
205,暴风雪,"元素技能造成[abs(abilityStateMod(87,205))]%的额外伤害。

所有宠物都被视作|cFF0070DD被冰冻|r。",135857,6,0,170,2
206,召唤暴风雪,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害并引起持续[duration(1,2)]轮的暴风雪。

在暴风雪期间，所有宠物都被视作|cFF0070DD被冰冻|r，而且元素技能造成[abs(abilityStateMod(87,205))]%的额外伤害。",135857,6,3,0,0
207,增压,"伤害提高[abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 207 ))]%。",648206,-1,0,320,2
208,增压,"使你在[duration(1,1)]轮内发起的下一次攻击造成的伤害提高[abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 207 ))]%。",135769,9,3,0,2
209,离子炮,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

立即造成[StandardDamage(1,1)]点机械伤害。随后，使用者必须重新充能2轮。

在充能过程中，你无法做出任何其它动作。",132207,9,5,0,0
210,暗影鞭笞,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

用黑暗能量鞭笞目标，造成[StandardDamage(1, 1)]点[School()]伤害。",237244,3,0,0,0
211,生命虹吸,"每轮造成[StandardDamage(1,1)]点亡灵伤害。为光环施放者回复[StandardHealing(1,2)]点生命值。",136188,3,0,0,0
212,生命虹吸,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

每轮造成[StandardDamage(1,1,211)]点[School()]伤害，持续[duration(1,1)]轮，并为使用者恢复[StandardHealing(1,2,211)]点生命值。",136188,3,0,0,0
213,枯萎凋零,"每轮对当前宠物造成[StandardDamage(1,1)]点亡灵伤害。",136144,3,0,104,0
214,枯萎凋零,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

每轮对敌人的激活宠物造成[StandardDamage(1,1,213)]点[School()]伤害，持续[duration(1,1)]轮。更换宠物后效果仍然存在。",136144,3,0,0,0
215,内心视野,"伤害提高[abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 215 ))]%。",135934,-1,0,320,2
216,内心视野,"使伤害提高[abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 215 ))]%，持续1轮。",135934,5,1,0,2
217,厄运诅咒,"当效果结束时造成[StandardDamage(5,1)]点[School()]伤害。

[StandardAccuracy(5,1)] |cffffffff命中几率|r",136122,3,0,0,0
218,厄运诅咒,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

在[numTurns(217)-1]轮后，造成[StandardDamage(5,1,217)]点[School()]伤害。",136122,3,5,0,0
219,贯日突,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

使出长拳猛击敌人，造成[StandardDamage(1, 1)]点[School()]伤害。",574572,0,0,0,0
220,Jacob's Test Aura,"Increases healing taken by [abilityStateMod(66)]%.

There are [remainingDuration()] |4round:rounds; remaining.

Deals [StandardDamage(getProcIndex(PROC_ON_SWAP_IN), 1)] damage when swapping in.",237161,-1,0,0,1
221,打倒,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

打倒敌人，造成[StandardDamage(1,1)]点[School()]伤害。

如果目标|cFF808080昏迷|r则造成双倍伤害。",628134,0,0,0,0
222,聚气,"伤害提高[abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 222 ))]%。",648206,-1,0,320,2
223,聚气,"使你在[duration(1,1)]轮内发起的下一次攻击造成的伤害提高[abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 222 ))]%。",572034,0,1,0,2
224,迷离步法,"你所受到的伤害降低了[abs(abilityStateMod( 24, 224 ))]%。",574577,-1,0,27,2
225,迷离步法,使用者对攻击不屑一顾，受到的所有伤害降低50%，持续2轮。,574577,0,3,0,2
226,千拳怒雷破,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害。

如果目标被|cff9933FF致盲|r，则有[accuracy(1,1)]%的几率使目标昏迷[duration(1,3)]轮。",574573,0,4,0,0
227,幻灭踢,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

使目标昏迷[duration(1,1)]轮。",574575,0,5,0,2
228,毒舌鞭笞,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

舔舐敌人1-2次，每一击造成[StandardDamage(1,1)]点[School()]伤害。

如果使用者率先攻击，则可额外攻击一次。",350575,4,0,0,0
229,净化之雨,"有害的持续伤害法术存在的时间缩短1轮。

水栖技能造成的伤害提高25%。",132852,8,0,177,2
230,净化之雨,"为你的队伍回复[StandardHealing(1,1)]点生命值，并降下净化之雨，持续[duration(1,4)]轮。

在净化之雨持续期间，有害的持续伤害法术存在的时间缩短1轮且水栖技能可造成额外25%的伤害。",132852,8,3,0,2
231,蝇群,"每轮对当前宠物造成[StandardDamage(1,1)]点[School()]伤害。",136128,4,0,219,0
232,蝇群,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

一大群苍蝇攻击敌人的激活宠物，每轮造成[StandardDamage(1,1,231)]点[School()]伤害，持续[duration(1,1)]轮。更换宠物后效果仍然存在。",136128,4,0,0,0
233,青蛙的吻,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,1)]点[School()]伤害，且有[accuracy(1,3)]%的几率把目标变成青蛙，持续[duration(1,3)]轮。
 
每使用1次，伤害即可提高[FormatDamage(10*AttackBonus())]点。最多可造成[FormatDamage(30 *AttackBonus())]点[School()]伤害。",136209,8,1,0,0
234,Jacob's Test Aura 2,"每当你受到伤害时，你将回复相当于该伤害[points(getProcIndex(PROC_ON_DAMAGE_TAKEN), 1)]%的生命值。每当你攻击时，你将受到相当于该伤害[points(getProcIndex(PROC_ON_DAMAGE_DEALT), 1)]%的伤害。",319458,-1,0,0,0
235,Jacob's Test Aura 3,速度永远得到提高。,136072,-1,0,0,0
236,小动物,"|cFFFFFFFF被动：|r
小动物对昏迷、定身和催眠效果免疫。

|cFFFFFFFF承受伤害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t多承受50%的野兽技能伤害
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t少承受33%的元素技能伤害",618973,4,0,0,6
237,野兽,"|cFFFFFFFF被动：|r
当生命值低于一半时，野兽造成25%的额外伤害。

|cFFFFFFFF承受伤害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t多承受50%的机械技能伤害
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t少承受33%的人型技能伤害",618972,7,0,44,6
238,人型,"|cFFFFFFFF被动：|r
人型生物如果在本轮造成伤害，则可回复最大生命值的[percentage(1,1,726)]%。

|cFFFFFFFF承受伤害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t多承受50%的亡灵技能伤害
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t少承受33%的小动物技能伤害",618977,0,0,0,6
239,飞行,"|cFFFFFFFF被动：|r
当生命值高于50%时，飞行生物的速度可额外提高50%。

|cFFFFFFFF承受伤害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t多承受50%的魔法技能伤害
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t少承受33%的野兽技能伤害",618976,2,0,0,6
240,水栖,"|cFFFFFFFF被动：纯净术|r
水栖宠物身上的有害持续伤害效果降低50%。

水栖宠物造成的持续伤害效果提高25%。

|cFFFFFFFF承受伤害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t多承受50%的飞行技能伤害
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t少承受33%的亡灵技能伤害",618981,8,0,0,10
241,元素,"|cFFFFFFFF被动：|r
元素无视所有负面天气效果。敌方宠物在面对元素时仍可从天气中获得有益效果。

|cFFFFFFFF承受伤害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t多承受50%的水栖技能伤害
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t少承受33%的机械技能伤害",618975,6,0,0,6
242,亡灵,"|cFFFFFFFF被动：|r
亡灵宠物被杀死后，会复生战斗1轮，但造成的伤害降低25%。

|cFFFFFFFF承受伤害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t多承受50%的小动物技能伤害
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t少承受33%的龙类技能伤害",618980,3,0,0,6
243,魔法,"|cFFFFFFFF被动：|r
魔法宠物不会从一次攻击中受到超过其最大生命值35%的伤害。

|cFFFFFFFF承受伤害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t多承受50%的龙类技能伤害
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t少承受33%的水栖技能伤害",618978,5,0,0,6
244,机械,"|cFFFFFFFF被动：|r
每次战斗起死回生1次，回复20%的生命值。

|cFFFFFFFF承受伤害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t多承受50%的元素技能伤害
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t少承受33%的魔法技能伤害",618979,9,0,0,6
245,龙类,"|cFFFFFFFF被动：|r
当目标的生命值降低至50%以下时，龙类将在下一轮造成额外50%的伤害。

|cFFFFFFFF承受伤害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t多承受50%的人型技能伤害
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t少承受33%的飞行技能伤害",618974,1,0,0,6
246,休眠,"休眠中。
每轮回复越来越多的生命值。",132156,-1,0,45,2
247,休眠,"进入睡眠状态，首轮回复[StandardHealing(1,1,246)]点生命值，第二轮回复[StandardHealing(2,1,246)]点生命值，第三轮回复[StandardHealing(3,1, 246)]点生命值。

处于休眠状态时，你不能切换宠物。",132156,7,5,0,2
248,被定身,该宠物无法被切换。,136091,-1,0,166,3
249,抓握,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

抓住目标，造成[StandardDamage(1,1)]点[School()]伤害。

目标在[duration(1,2)]轮内无法被切换。",135834,8,0,0,0
250,幼蛛群袭,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

用小蜘蛛席卷敌人，造成[FormatDamage(SimpleDamage(1,1)*2)]点[School()]伤害。

如果目标|cffffffff被网住|r，则造成双倍伤害。",136045,7,3,0,0
251,离奇好运,"命中几率提高[abs(abilityStateMod(41,251))]%。
爆击几率提高[abs(abilityStateMod(40,251))]%。",135725,-1,0,320,2
252,离奇好运,"使你队伍的命中几率提高[abs(abilityStateMod(41,251))]%，爆击几率提高[abs(abilityStateMod(40,251))]%，持续[duration(1,1)]轮。",135725,4,0,0,2
253,卷土重来,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

造成[StandardDamage(1,2)]点[School()]伤害。

如果使用者的生命值低于目标的生命值，则可造成额外[StandardDamage(1,1)]点伤害。",132214,4,0,0,0
254,宁静,"使区域内充满宁静的气氛，每轮为你的激活宠物回复[StandardHealing(1,1,255)]点生命值。

持续[duration(1,1)]轮。更换宠物后效果仍然存在。",136107,4,0,0,2
255,宁静,"每轮回复[StandardHealing(1,1)]点生命值。",136107,-1,0,142,0
256,召唤黑暗,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

战场被阴影笼罩，造成[StandardDamage(1,1)]点[School()]伤害，并将天气转为黑暗，持续[duration(1,2)]轮。

在黑暗期间，所有宠物都被视作被|cff9933FF致盲|r且受到的所有治疗效果降低[abs(abilityStateMod(66,257))]%。",136223,0,5,0,0
257,黑暗,"受到的治疗效果降低[abs(abilityStateMod(66,257))]%。

精准降低[abs(abilityStateMod(41,257))]%。

被黑暗|cff9933FF致盲|r。",136223,-1,0,450,2
258,星辰坠落,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

对所有敌方宠物造成[StandardDamage(1,1)]点[School()]伤害，为所有同伴回复[SimpleDamage(1,4)]点生命值，并将天气转为月光，持续[duration(1,7)]轮。

在月光期间，所有宠物可获得额外25%的治疗效果，魔法技能可造成额外10%的伤害。",236168,1,4,0,0
259,隐形,在2轮之后，你将隐形1轮，无法被攻击。,132220,5,4,0,0
260,遁形,变为隐形……,135994,-1,0,0,0
261,隐形,"隐形。
对普通攻击免疫。",132220,-1,0,370,0
262,水晶过载,"伤害提高100%。
你的下一次攻击将对你自身造成[FormatDamage(SimpleDamage(1,1)*2)]点[School()]伤害。",463517,6,0,320,2
263,水晶过载,"你在[duration(1,1)]轮内发起的下一次攻击可造成双倍伤害，但会对你自身造成[FormatDamage(SimpleDamage(1,1,262)+SimpleDamage(1,1,262))]点[School()]伤害。",463517,6,1,0,2
264,坠地,坠地。,348539,-1,0,0,3
265,投掷石块,"造成[StandardDamage(1,2)]点[School()]伤害。

可击中飞行宠物，并使其降落到地面，持续2轮。",237477,6,0,0,0
267,光合作用,"每轮回复[StandardDamage(1,1,267)]点生命值。

在晴天可达到双倍效果。",136085,-1,0,0,0
268,光合作用,"每轮回复[StandardDamage(1,1,267)]点生命值。持续[duration(1,1)]轮。

在晴天效果翻倍。",136085,6,0,0,2
270,炽热毒素,"[StandardAccuracy(1,1)] |cffffffff命中几率|r

每轮造成相当于目标最大生命值[points(1,1,271)]%的伤害。

持续[duration(1,1)]轮。",132273,2,0,0,2
271,炽热毒素,"每轮造成相当于最大生命值[points(1,1)]%的伤害。",132273,2,0,386,3
273,祈愿,下一轮，将为你的激活宠物回复50%的最大生命值。,645203,5,5,0,2
274,祈愿,下一轮，将为你的激活宠物回复50%的最大生命值。,645203,-1,0,0,0
275,削弱棒击,"造成[StandardDamage(1,1)]点[petTypeName(abilityPetType())]伤害。

如果使用者的生命值较低，则可造成双倍伤害。",252282,8,0,0,0
