DisplayName_lang,AlternateVerb_lang,Description_lang,HordeDisplayName_lang,NeutralDisplayName,ID,CategoryID,SpellIconFileID,CanLink,ParentSkillLineID,ParentTierIndex,Flags,SpellBookSpellID,ExpansionNameSharedStringID,HordeExpansionNameSharedStringID
炼金术,装填,高级的炼金术技能使你可以学习高级的炼金术配方。你可以在训练师那里学习新的配方，也可以通过完成任务或杀死怪物获得新的配方。,,,171,11,4620669,1,0,0,4224,2259,0,0
双手斧,,武器技能越高，用该武器击中敌人的几率就越高。,,,172,6,136243,0,0,0,128,0,0,0
匕首,,武器技能越高，用该武器击中敌人的几率就越高。,,,173,6,136243,0,0,0,128,0,0,0
草药学,,高级的草药学技能使你可以采集高级的草药。如果你不能采集某种草药，请先在较低等级的地区采集低等级草药，以此提高你的草药学技能。,,,182,11,4620675,0,0,0,4224,2366,0,0
GENERIC (DND),,通用技能。,,,183,12,136243,0,0,0,1170,0,0,0
烹饪,,高级的烹饪技能使你可以学习高级的菜谱。你可以在训练师那里学习新的菜谱，也可以通过完成任务或杀死怪物获得新的菜谱。,,,185,9,4620671,1,0,0,128,2550,0,0
采矿,,高级的采矿技能使你可以采集高级的矿石。如果你不能采集某种矿石，请先在较低等级的地区采集低等级矿石，以此提高你的采矿技能。,,,186,11,4620679,0,0,0,4224,2575,0,0
宠物 - 小鬼,,,,,188,7,136243,0,0,0,0,0,0,0
宠物 - 地狱猎犬,,,,,189,7,136243,0,0,0,0,0,0,0
裁缝,刺绣,高级的裁缝技能使你可以学习高级的裁缝图样。你可以在训练师那里学习新的图样，也可以通过完成任务或杀死怪物获得新的图样。,,,197,11,4620681,1,0,0,4224,3908,0,0
工程学,制造,高级的工程学技能使你可以学习高级的工程学图纸。你可以在训练师那里学习新的图纸，也可以通过完成任务或杀死怪物获得新的图纸。,,,202,11,4620673,1,0,0,4224,4036,0,0
宠物 - 蜘蛛,,,,,203,7,136243,0,0,0,0,0,0,0
宠物 - 虚空行者,,,,,204,7,136221,0,0,0,0,0,0,0
宠物 - 魅魔,,,,,205,7,136243,0,0,0,0,0,0,0
宠物 - 地狱火,,,,,206,7,136243,0,0,0,0,0,0,0
宠物 - 末日守卫,,末日守卫,,,207,7,136243,0,0,0,0,0,0,0
宠物 - 狼,,,,,208,7,136243,0,0,0,0,0,0,0
宠物 - 豹,,,,,209,7,136243,0,0,0,0,0,0,0
宠物 - 熊,,,,,210,7,136243,0,0,0,0,0,0,0
宠物 - 野猪,,,,,211,7,136243,0,0,0,0,0,0,0
宠物 - 鳄鱼,,,,,212,7,136243,0,0,0,0,0,0,0
宠物 - 食腐鸟,,,,,213,7,136243,0,0,0,0,0,0,0
宠物 - 螃蟹,,,,,214,7,136243,0,0,0,0,0,0,0
宠物 - 猩猩,,,,,215,7,136243,0,0,0,0,0,0,0
宠物 - 迅猛龙,,,,,217,7,136243,0,0,0,0,0,0,0
宠物 - 陆行鸟,,,,,218,7,136243,0,0,0,0,0,0,0
种族特长 - 亡灵,,种族特长 - 亡灵,,,220,9,136243,0,0,0,33938,0,0,0
弩,,武器技能越高，用该武器击中敌人的几率就越高。,,,226,6,136243,0,0,0,128,0,0,0
魔杖,,武器技能越高，用该武器击中敌人的几率就越高。,,,228,6,136243,0,0,0,146,0,0,0
长柄武器,,武器技能越高，用该武器击中敌人的几率就越高。,,,229,6,136243,0,0,0,128,0,0,0
宠物 - 蝎子,,,,,236,7,136243,0,0,0,0,0,0,0
宠物 - 海龟,,,,,251,7,136243,0,0,0,0,0,0,0
宠物 - 猎人宠物,,,,,270,7,136243,0,0,0,0,0,0,0
板甲,,使你可以穿板甲。,,,293,8,136243,0,0,0,128,0,0,0
语言：侏儒语,,,,,313,10,136243,0,0,0,128,0,0,0
语言：巨魔语,,,,,315,10,136243,0,0,0,128,0,0,0
附魔,附魔,高级的附魔技能使你可以学习高级的附魔公式。你可以在训练师那里学习新的公式，也可以通过完成任务或杀死怪物获得新的公式。,,,333,11,4620672,1,0,0,4224,7411,0,0
钓鱼,,高级的钓鱼技能使你可以钓到高级的鱼。如果你在某个区域钓不到鱼，请到低等级区域去钓鱼，或者购买鱼饵再来尝试。,,,356,9,4620674,0,0,0,16512,271616,0,0
剥皮,,高级的剥皮技能使你可以从高等级怪物身上剥取毛皮。,,,393,11,4620680,0,0,0,4224,8613,0,0
锁甲,,使你可以穿锁甲。,,,413,8,136243,0,0,0,128,0,0,0
皮甲,,使你可以穿皮甲。,,,414,8,136243,0,0,0,128,0,0,0
布甲,,使你可以穿布甲。,,,415,8,136243,0,0,0,128,0,0,0
盾牌,,学会使用盾牌。,,,433,8,136243,0,0,0,128,0,0,0
拳套,,学会使用拳套作战。击中敌人的几率取决于徒手战斗能力的熟练程度。,,,473,6,136243,0,0,0,130,0,0,0
骑术：迅猛龙,,,,,533,9,136243,0,0,0,1170,0,0,0
骑术：机械陆行鸟,,,,,553,9,136243,0,0,0,1170,0,0,0
骑术：骸骨战马,,,,,554,9,136243,0,0,0,1170,0,0,0
宠物 - 蝙蝠,,,,,653,7,136243,0,0,0,0,0,0,0
宠物 - 土狼,,,,,654,7,136243,0,0,0,0,0,0,0
宠物 - 猛禽,,,,,655,7,136243,0,0,0,0,0,0,0
宠物 - 风蛇,,,,,656,7,136243,0,0,0,0,0,0,0
语言：亡灵语,,,,,673,10,136243,0,0,0,128,0,0,0
骑术：科多兽,,,,,713,9,135997,0,0,0,1170,0,0,0
种族特长 - 巨魔,,种族特长 - 巨魔,,,733,9,0,0,0,0,33938,0,0,0
种族特长 - 侏儒,,种族特长 - 侏儒,,,753,9,0,0,0,0,33938,0,0,0
种族特长 - 人类,,种族特长 - 人类,,,754,9,0,0,0,0,33938,0,0,0
珠宝加工,修改,高级的珠宝加工技能使你可以学习高级的珠宝加工图鉴。你可以在训练师那里学习新的图鉴，也可以通过完成任务或杀死怪物获得新的图鉴。,,,755,11,4620677,1,0,0,4224,25229,0,0
种族特长 - 血精灵,,种族特长 - 血精灵,,,756,9,0,0,0,0,32914,0,0,0
Pet - Event - Remote Control,,,,,758,12,0,0,0,0,0,0,0,0
语言：德莱尼语,,,,,759,10,0,0,0,0,128,0,0,0
种族特长 - 德莱尼,,种族特长 - 德莱尼,,,760,9,0,0,0,0,32914,0,0,0
宠物 - 恶魔卫士,,,,,761,7,0,0,0,0,0,0,0,0
骑术,,高级的骑术令你可以骑乘更加快速和稀有的野兽。,,,762,9,132164,0,0,0,16,0,0,0
宠物 - 龙鹰,,,,,763,7,132172,0,0,0,0,0,0,0
宠物 - 虚空鳐,,,,,764,7,132182,0,0,0,0,0,0,0
宠物 - 孢子蝠,,,,,765,7,134523,0,0,0,0,0,0,0
宠物 - 迁跃跟踪者,,,,,766,7,135731,0,0,0,0,0,0,0
宠物 - 掠食者,,,,,767,7,132195,0,0,0,0,0,0,0
宠物 - 蛇,,,,,768,7,135461,0,0,0,0,0,0,0
内部,,嗨。,,,769,7,135724,0,0,0,1040,0,0,0
铭文,铭文,高级的铭文技能使你可以学习制作高级的铭文。你可以通过各种卷轴学习铭文。,,,773,11,4620676,1,0,0,4224,45357,0,0
宠物 - 蛾子,,,,,775,7,0,0,0,0,0,0,0,0
坐骑,,你的坐骑。,,,777,7,132167,0,0,0,2,0,0,0
小伙伴,,你的小伙伴。,,,778,7,0,0,0,0,2,0,0,0
宠物 - 奇美拉（特殊）,,,,,780,7,0,0,0,0,0,0,0,0
宠物 - 魔暴龙（特殊）,,,,,781,7,0,0,0,0,0,0,0,0
宠物 - 食尸鬼,,,,,782,7,136119,0,0,0,0,0,0,0
宠物 - 亚基（特殊）,,,,,783,7,0,0,0,0,0,0,0,0
宠物 - 蠕虫（特殊）,,,,,784,7,0,0,0,0,0,0,0,0
宠物 - 巨蜂,,宠物 - 巨蜂,,,785,7,0,0,0,0,0,0,0,0
宠物 - 裂蹄牛（特殊）,,,,,786,7,1044794,0,0,0,0,0,0,0
宠物 - 熔火犬（特殊）,,,,,787,7,0,0,0,0,0,0,0,0
宠物 - 灵魂兽（特殊）,,,,,788,7,0,0,0,0,0,0,0,0
种族 - 狼人,,种族特长 - 狼人,,,789,9,136243,0,0,0,42130,0,0,0
种族 - 地精,,种族特长 - 地精,,,790,9,0,0,0,0,42130,0,0,0
语言：吉尔尼斯语,,,,,791,10,136243,0,0,0,128,0,0,0
语言：地精语,,,,,792,10,136243,0,0,0,128,0,0,0
考古学,,高级的考古学技能使你可以完成更有价值的神器，并收集到更多的神器碎片。你能在遗迹和挖掘场中找到神器碎片。,,,794,9,441139,0,0,0,128,0,0,0
猎人,,猎人技能。,,,795,7,626000,0,0,0,1048,0,0,0
死亡骑士,,死亡骑士技能。,,,796,7,625998,0,0,0,1048,0,0,0
德鲁伊,,德鲁伊技能。,,,798,7,625999,0,0,0,1048,0,0,0
圣骑士,,圣骑士技能。,,,800,7,626003,0,0,0,1048,0,0,0
牧师,,牧师技能。,,,804,7,626004,0,0,0,1048,0,0,0
宠物 - 水元素,,,,,805,7,0,0,0,0,0,0,0,0
宠物 - 狐狸,,,,,808,7,0,0,0,0,0,0,0,0
全部 - 雕文,,雕文来这里！,,,810,12,254290,0,0,0,130,0,0,0
宠物 - 猎犬,,,,,811,7,0,0,0,0,0,0,0,0
宠物 - 猴子,,,,,815,5,0,0,0,0,0,0,0,0
宠物 - 页岩兽（特殊）,,,,,817,7,877478,0,0,0,0,0,0,0
甲虫,,,,,818,7,0,0,0,0,0,0,0,0
全部 - 公会福利,,,,,821,5,0,0,0,0,2,0,0,0
宠物 - 多头蛇,,,,,824,7,463493,0,0,0,0,0,0,0
武僧,,武僧技能。,,,829,7,626002,0,0,0,1048,0,0,0
战士,,战士技能。,,,840,7,626008,0,0,0,1048,0,0,0
术士,,术士技能。,,,849,7,626007,0,0,0,1052,0,0,0
种族特长 - 熊猫人,,种族特长 - 熊猫人,,,899,5,0,0,0,0,32914,0,0,0
法师,,法师技能。,,,904,7,626001,0,0,0,1048,0,0,0
语言：熊猫人（中立）,,,,,905,10,136243,0,0,0,0,0,0,0
潜行者,,潜行者技能。,,,921,7,626005,0,0,0,1048,0,0,0
萨满祭司,,萨满祭司技能。,,,924,7,626006,0,0,0,1048,0,0,0
邪能小鬼,,,,,927,7,460856,0,0,0,0,0,0,0
空灵领主,,,,,928,5,538447,0,0,0,0,0,0,0
破坏魔,,,,,929,5,574999,0,0,0,0,0,0,0
眼魔,,,,,930,5,538445,0,0,0,0,0,0,0
愤怒卫士,,,,,931,5,462730,0,0,0,0,0,0,0
全部专精,,未分类专精,,,934,12,0,0,0,0,0,0,0,0
符文熔铸,铭刻,,,,960,7,237523,0,0,0,128,0,0,0
宠物 - 原始火元素,,,,,962,7,0,0,0,0,0,0,0,0
宠物 - 原始土元素,,,,,963,7,0,0,0,0,0,0,0,0
烧烤之道,,,,,975,9,4620671,1,2544,0,32,0,0,0
烹炒之道,,,,,976,9,4620671,1,2544,0,32,0,0,0
炖煮之道,,,,,977,9,4620671,1,2544,0,32,0,0,0
蒸烧之道,,,,,978,9,4620671,1,2544,0,32,0,0,0
烘培之道,,,,,979,9,4620671,1,2544,0,32,0,0,0
酿造之道,,,,,980,9,4620671,1,2544,0,32,0,0,0
学徒烹饪,,,,,981,12,0,1,185,0,0,0,0,0
中级烹饪教材,,,,,982,27,0,1,185,0,0,0,0,0
宠物 - 啮齿动物,,宠物 - 啮齿动物,,,983,7,134172,0,0,0,0,0,0,0
宠物 - 鹤,,,,,984,7,606543,0,0,0,0,0,0,0
宠物 - 水黾,,,,,985,7,132844,0,0,0,0,0,0,0
宠物 - 石犬（特殊）,,,,,986,7,625905,0,0,0,0,0,0,0
宠物 - 粗角兽,,,,,987,7,132248,0,0,0,0,0,0,0
宠物 - 石化蜥蜴,,,,,988,7,0,0,0,0,0,0,0,0
没有玩家,,,,,999,12,0,0,0,0,0,0,0,0
宠物 - 恐角龙,,,,,1305,7,791593,0,0,0,0,0,0,0
宠物 - 原始风暴元素,,宠物 - 原始风暴元素,,,1748,7,0,0,0,0,0,0,0,0
宠物 - 水元素（次级天赋版）,,次级天赋：水元素,,,1777,7,0,0,0,0,0,0,0,0
宠物 - 淡水兽,,,,,1819,7,294471,0,0,0,0,0,0,0
Unused,附魔,要塞提供的附魔,,,1830,12,132853,0,0,0,6,0,0,0
恶魔猎手,,恶魔猎手技能。,,,1848,7,1260827,0,0,0,1048,0,0,0
伐木,,高级的伐木技能使你可以砍伐高级的德拉诺木材。如果你不能砍伐某种木材，请先升级你的伐木场，以此提高你的伐木技能。,,,1945,9,975739,0,0,0,128,0,0,0
宠物 - 恐惧卫士,,恐惧卫士,,,1981,7,136243,0,0,0,0,0,0,0
宠物 - 深渊魔,,深渊魔,,,1982,7,136243,0,0,0,0,0,0,0
宠物 - 雄鹿,,,,,1993,7,1044501,0,0,0,0,0,0,0
货栈,,收集全套零件的进度。,,,2000,12,975746,0,0,0,2,0,0,0
战刃,,允许使用战刃。,,,2152,6,135561,0,0,0,128,0,0,0
宠物 - 机械,,猎人机械宠物,,,2189,7,136243,0,0,0,0,0,0,0
宠物 - 憎恶,,死亡骑士邪恶天赋宠物,,,2216,7,298667,0,0,0,0,0,0,0
宠物 - 牛,,牛,,,2279,7,132248,0,0,0,0,0,0,0
宠物 - 鳞甲类,,鳞甲类,,,2280,7,132248,0,0,0,0,0,0,0
宠物 - 羽鬃兽,,宠物 - 羽鬃兽,,,2361,7,929300,0,0,0,0,0,0,0
种族特长 - 夜之子,,种族特长 - 夜之子,,,2419,9,136243,0,0,0,33938,0,0,0
种族特长 - 至高岭牛头人,,种族特长 - 至高岭牛头人,,,2420,9,136243,0,0,0,33938,0,0,0
种族特长 - 光铸德莱尼,,种族特长 - 光铸德莱尼,,,2421,9,0,0,0,0,32914,0,0,0
种族特长 - 虚空精灵,,种族特长 - 虚空精灵,,,2423,9,136243,0,0,0,33938,0,0,0
库尔提拉斯锻造,,,赞达拉锻造,Battle for Azeroth Blacksmithing,2437,11,4620670,0,164,11,0,0,960,963
军团锻造,,,,,2454,11,4620670,0,164,10,0,0,959,0
语言：夏拉斯语,,,,,2464,10,136243,0,0,0,128,0,0,0
语言：萨拉斯语,,,,,2465,10,136243,0,0,0,128,0,0,0
德拉诺锻造,,,,,2472,11,4620670,0,164,9,0,0,958,0
潘达利亚锻造,,,,,2473,11,4620670,0,164,8,0,0,957,0
大地的裂变锻造,,,,,2474,11,4620670,0,164,7,0,0,956,0
诺森德锻造,,,,,2475,11,4620670,0,164,6,0,0,955,0
外域锻造,,,,,2476,11,4620670,0,164,5,0,0,954,0
经典旧世锻造,,,,,2477,11,4620670,0,164,4,0,0,953,0
库尔提拉斯炼金术,,,赞达拉炼金术,Battle for Azeroth Alchemy,2478,11,4620669,0,171,11,0,0,960,963
军团炼金,,,,,2479,11,4620669,0,171,10,0,0,959,0
德拉诺炼金,,,,,2480,11,4620669,0,171,9,0,0,958,0
潘达利亚炼金,,,,,2481,11,4620669,0,171,8,0,0,957,0
大地的裂变炼金,,,,,2482,11,4620669,0,171,7,0,0,956,0
诺森德炼金,,,,,2483,11,4620669,0,171,6,0,0,955,0
外域炼金,,,,,2484,11,4620669,0,171,5,0,0,954,0
经典旧世炼金,,,,,2485,11,4620669,0,171,4,0,0,953,0
库尔提拉斯附魔,,,赞达拉附魔,Battle for Azeroth Enchanting,2486,11,4620672,0,333,11,0,0,960,963
军团附魔,,,,,2487,11,4620672,0,333,10,0,0,959,0
德拉诺附魔,,,,,2488,11,4620672,0,333,9,0,0,958,0
潘达利亚附魔,,,,,2489,11,4620672,0,333,8,0,0,957,0
大地的裂变附魔,,,,,2491,11,4620672,0,333,7,0,0,956,0
诺森德附魔,,,,,2492,11,4620672,0,333,6,0,0,955,0
外域附魔,,,,,2493,11,4620672,0,333,5,0,0,954,0
经典旧世附魔,,,,,2494,11,4620672,0,333,4,0,0,953,0
库尔提拉斯工程学,,,赞达拉工程学,Battle for Azeroth Engineering,2499,11,4620673,0,202,11,0,0,960,963
军团工程学,,,,,2500,11,4620673,0,202,10,0,0,959,0
德拉诺工程学,,,,,2501,11,4620673,0,202,9,0,0,958,0
潘达利亚工程学,,,,,2502,11,4620673,0,202,8,0,0,957,0
大地的裂变工程学,,,,,2503,11,4620673,0,202,7,0,0,956,0
诺森德工程学,,,,,2504,11,4620673,0,202,6,0,0,955,0
外域工程学,,,,,2505,11,4620673,0,202,5,0,0,954,0
经典旧世工程学,,,,,2506,11,4620673,0,202,4,0,0,953,0
库尔提拉斯铭文,,,赞达拉铭文,Battle for Azeroth Inscription,2507,11,4620676,0,773,11,0,0,960,963
军团铭文,,,,,2508,11,4620676,0,773,10,0,0,959,0
德拉诺铭文,,,,,2509,11,4620676,0,773,9,0,0,958,0
潘达利亚铭文,,,,,2510,11,4620676,0,773,8,0,0,957,0
大地的裂变铭文,,,,,2511,11,4620676,0,773,7,0,0,956,0
诺森德铭文,,,,,2512,11,4620676,0,773,6,0,0,955,0
外域铭文,,,,,2513,11,4620676,0,773,5,0,0,954,0
经典旧世铭文,,,,,2514,11,4620676,0,773,4,0,0,953,0
库尔提拉斯珠宝加工,,,赞达拉珠宝加工,Battle for Azeroth Jewelcrafting,2517,11,4620677,0,755,11,0,0,960,963
军团珠宝加工,,,,,2518,11,4620677,0,755,10,0,0,959,0
德拉诺珠宝加工,,,,,2519,11,4620677,0,755,9,0,0,958,0
潘达利亚珠宝加工,,,,,2520,11,4620677,0,755,8,0,0,957,0
大地的裂变珠宝加工,,,,,2521,11,4620677,0,755,7,0,0,956,0
诺森德珠宝加工,,,,,2522,11,4620677,0,755,6,0,0,955,0
外域珠宝加工,,,,,2523,11,4620677,0,755,5,0,0,954,0
经典旧世珠宝加工,,,,,2524,11,4620677,0,755,4,0,0,953,0
库尔提拉斯制皮,,,赞达拉制皮,Battle for Azeroth Leatherworking,2525,11,4620678,0,165,11,0,0,960,963
军团制皮,,,,,2526,11,4620678,0,165,10,0,0,959,0
德拉诺制皮,,,,,2527,11,4620678,0,165,9,0,0,958,0
潘达利亚制皮,,,,,2528,11,4620678,0,165,8,0,0,957,0
大地的裂变制皮,,,,,2529,11,4620678,0,165,7,0,0,956,0
诺森德制皮,,,,,2530,11,4620678,0,165,6,0,0,955,0
外域制皮,,,,,2531,11,4620678,0,165,5,0,0,954,0
经典旧世制皮,,,,,2532,11,4620678,0,165,4,0,0,953,0
库尔提拉斯裁缝,,,赞达拉裁缝,Battle for Azeroth Tailoring,2533,11,4620681,0,197,11,0,0,960,963
军团裁缝,,,,,2534,11,4620681,0,197,10,0,0,959,0
德拉诺裁缝,,,,,2535,11,4620681,0,197,9,0,0,958,0
潘达利亚裁缝,,,,,2536,11,4620681,0,197,8,0,0,957,0
大地的裂变裁缝,,,,,2537,11,4620681,0,197,7,0,0,956,0
诺森德裁缝,,,,,2538,11,4620681,0,197,6,0,0,955,0
外域裁缝,,,,,2539,11,4620681,0,197,5,0,0,954,0
经典旧世裁缝,,,,,2540,11,4620681,0,197,4,0,0,953,0
库尔提拉斯烹饪,,,赞达拉烹饪,Battle for Azeroth Cooking,2541,9,4620671,0,185,11,0,0,960,963
军团烹饪,,,,,2542,9,4620671,0,185,10,0,0,959,0
德拉诺烹饪,,,,,2543,9,4620671,0,185,9,0,0,958,0
潘达利亚烹饪,,,,,2544,9,4620671,0,185,8,0,0,957,0
大地的裂变烹饪,,,,,2545,9,4620671,0,185,7,0,0,956,0
诺森德烹饪,,,,,2546,9,4620671,0,185,6,0,0,955,0
外域烹饪,,,,,2547,9,4620671,0,185,5,0,0,954,0
经典旧世烹饪,,,,,2548,9,4620671,0,185,4,0,0,953,0
库尔提拉斯草药学,,,赞达拉草药学,Battle for Azeroth Herbalism,2549,11,4620675,0,182,11,0,0,960,963
军团草药学,,,,,2550,11,4620675,0,182,10,0,0,959,0
德拉诺草药学,,,,,2551,11,4620675,0,182,9,0,0,958,0
潘达利亚草药学,,,,,2552,11,4620675,0,182,8,0,0,957,0
大地的裂变草药学,,,,,2553,11,4620675,0,182,7,0,0,956,0
诺森德草药学,,,,,2554,11,4620675,0,182,6,0,0,955,0
外域草药学,,,,,2555,11,4620675,0,182,5,0,0,954,0
经典旧世草药学,,,,,2556,11,4620675,0,182,4,0,0,953,0
库尔提拉斯剥皮,,,赞达拉剥皮,Battle for Azeroth Skinning,2557,11,4620680,0,393,11,0,0,960,963
军团剥皮,,,,,2558,11,4620680,0,393,10,0,0,959,0
德拉诺剥皮,,,,,2559,11,4620680,0,393,9,0,0,958,0
潘达利亚剥皮,,,,,2560,11,4620680,0,393,8,0,0,957,0
大地的裂变剥皮,,,,,2561,11,4620680,0,393,7,0,0,956,0
诺森德剥皮,,,,,2562,11,4620680,0,393,6,0,0,955,0
外域剥皮,,,,,2563,11,4620680,0,393,5,0,0,954,0
经典旧世剥皮,,,,,2564,11,4620680,0,393,4,0,0,953,0
库尔提拉斯采矿,,,赞达拉采矿,Battle for Azeroth Mining,2565,11,4620679,0,186,11,0,0,960,963
军团采矿,,,,,2566,11,4620679,0,186,10,0,0,959,0
德拉诺采矿,,,,,2567,11,4620679,0,186,9,0,0,958,0
潘达利亚采矿,,,,,2568,11,4620679,0,186,8,0,0,957,0
大地的裂变采矿,,,,,2569,11,4620679,0,186,7,0,0,956,0
诺森德采矿,,,,,2570,11,4620679,0,186,6,0,0,955,0
外域采矿,,,,,2571,11,4620679,0,186,5,0,0,954,0
经典旧世采矿,,,,,2572,11,4620679,0,186,4,0,0,953,0
库尔提拉斯钓鱼,,,赞达拉钓鱼,Battle for Azeroth Fishing,2585,9,4620674,0,356,11,16384,0,960,963
军团钓鱼,,,,,2586,9,4620674,0,356,10,16384,0,959,0
德拉诺钓鱼,,,,,2587,9,4620674,0,356,9,16384,0,958,0
潘达利亚钓鱼,,,,,2588,9,4620674,0,356,8,16384,0,957,0
大地的裂变钓鱼,,,,,2589,9,4620674,0,356,7,16384,0,956,0
诺森德钓鱼,,,,,2590,9,4620674,0,356,6,16384,0,955,0
外域钓鱼,,,,,2591,9,4620674,0,356,5,16384,0,954,0
经典旧世钓鱼,,,,,2592,9,4620674,0,356,4,16384,0,953,0
种族特长 - 黑铁矮人,,种族特长 - 黑铁矮人,,,2597,9,136243,0,0,0,33938,0,0,0
种族特长 - 玛格汉兽人,,种族特长 - 玛格汉兽人,,,2598,9,136243,0,0,0,33938,0,0,0
宠物 - 蜥蜴,,宠物 - 蜥蜴,,,2703,7,136243,0,0,0,0,0,0,0
宠物 - 马,,,,,2704,7,0,0,0,0,0,0,0,0
宠物 - 翼手龙（特殊）,,,,,2705,7,1624590,0,0,0,0,0,0,0
宠物 - 蟾蜍,,,,,2706,7,804969,0,0,0,0,0,0,0
宠物 - 步行虫（特殊）,,,,,2707,7,2011146,0,0,0,0,0,0,0
第二宠物 - 猎人,,,,,2716,7,0,0,0,0,0,0,0,0
Pet - Blood Beast,,,,,2719,7,1687702,0,0,0,0,0,0,0
垃圾场匠技,匠技,结构图可以从麦卡贡的怪物身上发现，也可以通过任务获得。,,,2720,11,2915722,1,0,0,0,0,0,0
种族特长 - 赞达拉巨魔,,种族特长 - 赞达拉巨魔,,,2721,9,0,0,0,0,33938,0,0,0
种族特长 - 库尔提拉斯人,,种族特长 - 库尔提拉斯人,,,2723,9,0,0,0,0,33938,0,0,0
全职业,,艾泽里特之力,,,2727,9,0,0,0,0,0,0,0,0
格里恩,,格里恩盟约,,,2730,7,3641395,0,0,0,1040,0,0,0
温西尔,,温西尔盟约,,,2731,7,3641397,0,0,0,1040,0,0,0
法夜,,法夜盟约,,,2732,7,3641394,0,0,0,1040,0,0,0
通灵领主,,通灵领主盟约,,,2733,7,3641396,0,0,0,1040,0,0,0
坐骑装备,,,,,2734,12,0,0,0,0,2,0,0,0
暗影界炼金术,,,,,2750,11,4620669,0,171,12,0,0,961,0
暗影界锻造,,,,,2751,11,4620670,0,164,12,0,0,961,0
暗影界烹饪,,,,,2752,9,4620671,0,185,12,0,0,961,0
暗影界附魔,,,,,2753,11,4620672,0,333,12,0,0,961,0
暗影界钓鱼,,,,,2754,9,4620674,0,356,12,16384,0,961,0
暗影界工程学,,,,,2755,11,4620673,0,202,12,0,0,961,0
暗影界铭文,,,,,2756,11,4620676,0,773,12,0,0,961,0
暗影界珠宝加工,,,,,2757,11,4620677,0,755,12,0,0,961,0
暗影界制皮,,,,,2758,11,4620678,0,165,12,0,0,961,0
暗影界裁缝,,,,,2759,11,4620681,0,197,12,0,0,961,0
