SourceText_lang,ID,ItemID,Flags,SourceTypeEnum
|cFFFFD200掉落：|r斡耳朵斯高阶祭司|n|cFFFFD200地区：|r永恒岛,161,72233,2,0
|cFFFFD200掉落：|r神战士迦库尔|n|cFFFFD200地区：|r永恒岛,162,104331,0,0
|cFFFFD200世界事件：|r暗月马戏团|n|cFFFFD200掉落：|r月牙|n|cFFFFD200地区：|r暗月岛,164,105898,0,6
|cFFFFD200掉落：|r幽灵船瓦祖维斯号|n|cFFFFD200地区：|r永恒岛|n,165,104294,0,0
|cFFFFD200世界事件：|r 扎拉赞恩的灭亡,168,54653,2,6
|cFFFFD200世界事件：|r春节|n|n|cFFFFD200商人出售：|r法蕾尔·星歌|n|cFFFFD200地区：|r月光林地|n|cFFFFD200价格：|r25|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t,169,90000,0,6
|cFFFFD200商人出售：|r世界商人|n|cFFFFD200价格：|r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,170,90427,0,2
|cFFFFD200世界事件：|r 诺莫瑞根行动,180,54651,2,6
|cFFFFD200来源：|r古树的遗产,181,72223,2,1
|cFFFFD200世界事件：|r春节|n|n|cFFFFD200商人出售：|r法蕾尔·星歌|n|cFFFFD200地区：|r月光林地|n|cFFFFD200价格：|r25|TINTERFACE\ICONS\INV_MISC_ELVENCOINS.BLP:0|t,182,89999,0,6
|cFFFFD200商人出售：|r世界商人|n|cFFFFD200价格：|r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,183,54343,0,2
|cFFFFD200商人出售：|r世界商人|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,184,54438,0,2
|cFFFFD200商人出售：|r世界商人|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,185,54437,0,2
|cFFFFD200商人出售：|r世界商人|n|cFFFFD200价格：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,186,44606,0,2
|cFFFFD200商人出售：|r世界商人|n|cFFFFD200价格：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,187,45057,0,2
|cFFFFD200专业技能：|r考古学,188,69776,0,3
|cFFFFD200商人出售：|r卡普萨里斯夫人|n|cFFFFD200地区：|r冰冠冰川,189,46843,0,2
|cFFFFD200掉落：|r心灵看守者胡戈伦|n|cFFFFD200地区：|r螳螂高原,190,90067,0,0
|cFFFFD200商人出售：|r“巧手”雷尼·麦考伊|n|cFFFFD200地区：|r暴风城|n|cFFFFD200价格：|r200|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,191,97921,0,2
|cFFFFD200商人出售：|r仲夏商人|n|cFFFFD200地区 |r主城|n|cFFFFD200价格：|r350|TINTERFACE\ICONS\INV_SUMMERFEST_FIREFLOWER.BLP:0|t|n|n,192,34686,0,6
|cFFFFD200商人出售：|r美酒节商人|n|cFFFFD200价格：|r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,193,33927,0,6
|cFFFFD200商人出售：|r飒安·红鳞|n|cFFFFD200地区：|r翡翠林|n|cFFFFD200阵营：|r云端翔龙骑士团 - 崇敬|n|cFFFFD200价格：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,194,89222,4,2
|cFFFFD200世界事件：|r冬幕节,195,37710,0,6
|cFFFFD200专业技能：|r工程学,196,23767,0,3
|cFFFFD200任务：|r烟雾弥漫|n|cFFFFD200地区：|r螳螂高原,197,88589,0,1
|cFFFFD200商人出售：|r鲁克·鹰爪|n|cFFFFD200地区：|r冰冠冰川,198,45021,0,2
|cFFFFD200掉落：|r潜行者偷窃技能,199,36863,0,0
|cFFFFD200商人出售：|r艾蕾希|n|cFFFFD200地区：|r冰冠冰川,200,45020,0,2
|cFFFFD200商人出售：|r纳姆·铁掌|n|cFFFFD200地区：|r四风谷|n|cFFFFD200价格：|r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t59|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t65|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,201,88801,0,2
|cFFFFD200黑市拍卖行|r,202,45063,0,2
|cFFFFD200特殊|r,203,69227,0,7
|cFFFFD200商人出售：|r莎莉·轮怒|n|cFFFFD200地区：|r四风谷|n|cFFFFD200价格：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,204,88802,0,2
|cFFFFD200来源：|r恶心罐装酒|n|cFFFFD200商人出售：|r塔纳克|n|cFFFFD200地区：|r索拉查盆地,205,44719,0,2
|cFFFFD200任务：|r开创未来|n|cFFFFD200地区：|r雷神岛,206,95589,4,1
|cFFFFD200任务：|r生命力|n|cFFFFD200地区：|r雷神岛,207,95590,4,1
|cFFFFD200商人出售：|r莉蕾·转轴|n|cFFFFD200地区：|r冰冠冰川,208,45019,0,2
|cFFFFD200专业技能：|r工程学(425),209,40895,0,3
|cFFFFD200黑市拍卖行|r,210,33219,0,2
|cFFFFD200任务：|r一诺千金|n|cFFFFD200地区：|r恐惧废土,211,88417,0,1
|cFFFFD200专业技能：|r考古学,212,69777,0,3
|cFFFFD200任务：|r猴子神像|n|cFFFFD200地区：|r昆莱山,213,88385,0,1
|cFFFFD200黑市拍卖行|r,214,32542,0,2
|cFFFFD200特殊|r,215,54212,0,7
|cFFFFD200任务：|r振奋士气|n|cFFFFD200地区：|r螳螂高原,216,88587,2,1
|cFFFFD200商人出售：|r德里克·斑须|n|cFFFFD200地区：|r冰冠冰川,217,45018,0,2
|cFFFFD200任务：|r救民水火|n|cFFFFD200地区：|r昆莱山,218,88579,0,1
|cFFFFD200任务：|r朱家堡的绝望|n|cFFFFD200地区：|r卡桑琅丛林,219,88580,0,1
|cFFFFD200掉落：|r瑟尔林·卡斯迪诺夫教授|n|cFFFFD200地区：|r通灵学院,220,88566,0,0
|cFFFFD200任务：|r侧翻的酒桶！|n|cFFFFD200地区：|r昆莱山,221,88531,0,1
|cFFFFD200任务：|r皆不可考|n|cFFFFD200地区：|r月光林地,222,71259,0,1
|cFFFFD200掉落：|r世界掉落,223,63269,0,0
|cFFFFD200世界事件：|r暗月马戏团|n|cFFFFD200掉落：|r月牙|n|cFFFFD200地区：|r暗月岛,224,101571,0,6
|cFFFFD200商人出售：|r瓦尔兰·高枝|n|cFFFFD200地区：|r熔火前线|n|cFFFFD200价格：|r3500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,225,70159,0,2
|cFFFFD200黑市拍卖行|r,226,46780,0,2
|cFFFFD200掉落：|r世界掉落,227,35275,0,0
|cFFFFD200商人出售：|r弗蕾卡·血斧|n|cFFFFD200地区：|r冰冠冰川,228,45014,0,2
|cFFFFD200商人出售：|r吉娜·泥爪|n|cFFFFD200地区：|r四风谷|n|cFFFFD200阵营：|r阡陌客 - 崇敬|n|cFFFFD200价格：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,229,89869,4,2
|cFFFFD200任务：|r侏儒之怒！|n|cFFFFD200地区：|r刀锋山,230,30690,0,1
|cFFFFD200宝藏：|r巨型德拉诺蛤蜊 |n|cFFFFD200地区：|r霜火岭,231,108739,0,0
|cFFFFD200任务：|r鼠辈泛滥|n|cFFFFD200地区：|r四风谷,232,88370,0,1
|cFFFFD200特殊|r,233,71628,0,7
|cFFFFD200商人出售：|r萨玛巴|n|cFFFFD200地区：|r冰冠冰川,234,45015,0,2
|cFFFFD200商人出售：|r拉薇卡|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,235,97942,0,2
|cFFFFD200任务：|r掠夺者首领司罗凡|n|cFFFFD200地区：|r卡桑琅丛林,236,88387,0,1
|cFFFFD200商人出售：|r特雷利斯·晨日|n|cFFFFD200地区：|r冰冠冰川,237,45017,0,2
|cFFFFD200任务：|r道路救援|n|cFFFFD200地区：|r昆莱山,238,88381,0,1
|cFFFFD200专业技能：|r工程学,239,17716,0,3
|cFFFFD200商人出售：|r莎莉·轮怒|n|cFFFFD200地区：|r四风谷|n|cFFFFD200价格：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,240,91904,0,2
|cFFFFD200商人出售：|r下士亚瑟·弗卢|n|cFFFFD200地区：|r冰冠冰川,241,45011,0,2
|cFFFFD200任务：|r埋好的猢狲财宝|n|cFFFFD200地区：|r卡桑琅丛林,242,80822,0,1
|cFFFFD200世界事件：|r情人节|n|cFFFFD200掉落：|r药剂师汉摩尔,243,50471,0,6
|cFFFFD200商人出售：|r杜尔鲁·雷角|n|cFFFFD200地区：|r冰冠冰川,244,45013,0,2
|cFFFFD200商人出售：|r普格|n|cFFFFD200地区：|r托尔巴拉德半岛|n|cFFFFD200阵营：|r地狱咆哮近卫军 - 尊敬|n|cFFFFD200价格：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,245,64997,4,2
|cFFFFD200商人出售：|r军需官布雷泽|n|cFFFFD200地区：|r托尔巴拉德半岛|n|cFFFFD200阵营：|r巴拉丁典狱官 - 尊敬|n|cFFFFD200价格：|r250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,246,63141,4,2
|cFFFFD200任务：|r恨之入骨|n|cFFFFD200地区：|r螳螂高原,247,88584,0,1
|cFFFFD200任务：|r黄配红变橙色|n|cFFFFD200地区：|r四风谷,248,88377,0,1
|cFFFFD200商人出售：|r伊莉莎·基连|n|cFFFFD200地区：|r冰冠冰川,249,45016,0,2
|cFFFFD200来源：|r钓鱼宝藏,250,45984,0,0
|cFFFFD200专业技能：|r考古学,251,69775,0,3
|cFFFFD200特殊|r,252,69215,0,7
|cFFFFD200黑市拍卖行|r,253,35227,0,2
|cFFFFD200商人出售：|r拉薇卡|n|cFFFFD200价格：|r25|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,254,97919,0,2
|cFFFFD200世界事件：|r冬幕节,255,17712,0,6
|cFFFFD200专业技能：|r工程学,256,18660,0,3
|cFFFFD200掉落：|r潜行者偷窃技能,257,36862,0,0
|cFFFFD200商人出售：|r拉薇卡|n|cFFFFD200价格：|r5|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,258,98552,0,2
|cFFFFD200商人出售：|r切斯特|n|cFFFFD200地区：|r暗月岛,264,116139,0,6
|cFFFFD200世界事件：|r暗月马戏团|n|cFFFFD200任务：|r破碎誓言,265,116067,0,6
|cFFFFD200商人出售：|r美酒节商人|n|cFFFFD200价格：|r200|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,269,71137,0,6
|cFFFFD200掉落：|r克里奇克斯|n|cFFFFD200地区：|r塔拉多,270,116125,0,0
|cFFFFD200掉落：|r伊格德尔|n|cFFFFD200地区：|r影月谷,271,113570,0,0
|cFFFFD200掉落：|r无息|n|cFFFFD200地区：|r霜火岭,272,111476,0,0
"|cFFFFD200世界事件：|r暗月马戏团|n|cFFFFD200成就：|r奥利瑟拉佐尔的子嗣
",273,116115,0,6
|cFFFFD200世界事件：|r暗月马戏团|n|cFFFFD200商人出售：|r卡尔·古达普|n|cFFFFD200地区：|r暗月岛|n|cFFFFD200价格：|r10|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,275,75042,0,6
这是个神话！,278,118191,2,0
|cFFFFD200商人出售：|r走私者|n|cFFFFD200地区：|r阿兰卡峰林|n|cFFFFD200价格：|r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,279,113096,0,2
|cFFFFD200专业技能：|r工程学,280,109183,0,3
|cFFFFD200暴雪商城|r,281,112324,0,7
|cFFFFD200要塞任务|r,282,118427,0,0
|cFFFFD200任务：|r再见吾爱，还有米诺鱼|n|cFFFFD200地区：|r艾萨拉,283,53057,0,1
|cFFFFD200任务：|r勇士的试炼|n|cFFFFD200地区：|r影月谷,285,119144,0,1
|cFFFFD200掉落：|r 巴斯滕|n|cFFFFD200地区：|r 戈尔隆德,286,119432,0,0
|cFFFFD200掉落：|r 锢魂者托雷克|n|cFFFFD200地区：|r 影月谷,287,119178,0,0
|cFFFFD200宝藏：|r德塞普提亚的冒烟靴子 |n|cFFFFD200地区：|r塔拉多,289,108743,0,0
|n,290,110586,2,0
|cFFFFD200商人出售：|r贝斯卡·赤牙|n|cFFFFD200地区：|r战争之矛|n|cFFFFD200阵营：|r霜狼兽人 - 尊敬|n|cFFFFD200价格：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,293,115468,4,2
|cFFFFD200任务：|r钻石恒久远|n|cFFFFD200地区：|r霜火岭,294,115503,0,1
|cFFFFD200宝藏：|r沼泽荧光虫蜂巢|n|cFFFFD200地区：|r影月谷,295,117550,0,0
|cFFFFD200宝藏：|r古怪的逝网蛛卵|n|cFFFFD200地区：|r塔拉多,296,117569,0,0
|cFFFFD200赠与：|r安多哈尔的索拉尔,297,117573,0,0
|cFFFFD200掉落：|r石化的岩木|n|cFFFFD200地区：|r戈尔隆德,298,118221,0,0
|cFFFFD200掉落：|r铁须船长|n|cFFFFD200地区：|r纳格兰,299,118244,0,0
|cFFFFD200任务：|r霜火之怒|n|cFFFFD200地区：|r霜火岭,301,119145,0,1
|cFFFFD200商人出售：|r基尔里普|n|cFFFFD200地区：|r货栈|n|cFFFFD200阵营：|r嘲颅兽人 - 尊敬|n|cFFFFD200价格：|r1250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,302,119160,4,2
,303,72222,2,-1
|cFFFFD200掉落：|r胆小的吉布利特|n|cFFFFD200地区：|r霜火岭,304,72228,2,0
|cFFFFD200商人出售：|r玛瑞亚|n|cFFFFD200地区：|r货栈|n|cFFFFD200阵营：|r 沙塔尔防御者 - 尊敬,305,119182,4,2
|cFFFFD200成就：|r玩具大师|n|cFFFFD200分类：|r玩具箱,306,119215,0,5
|cFFFFD200要塞建筑：|r角斗士圣殿|n,307,119217,0,0
|cFFFFD200要塞建筑：|r角斗士圣殿|n|n,308,119218,0,0
|cFFFFD200宝藏：|r悬槌宝藏|n|cFFFFD200地区：|r角斗场,309,119219,0,0
,310,119220,2,-1
,311,119221,2,-1
|cFFFFD200商人出售：|r玛瑞亚|n|cFFFFD200地区：|r货栈|n|cFFFFD200阵营：|r 沙塔尔防御者 - 崇敬,312,119421,4,2
|cFFFFD200宝藏：|r占星家的盒子|n|cFFFFD200地区：|r影月谷,319,109739,0,0
|cFFFFD200掉落：|r燃烧前线|n|cFFFFD200地区：|r塔拉多,320,116122,0,0
|cFFFFD200商人出售|r本杰明·布罗德|n|cFFFFD200价格：|r100|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,322,119212,0,2
|cFFFFD200商人出售|r本杰明·布罗德|n|cFFFFD200价格：|r1000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,324,119210,0,2
|cFFFFD200掉落：|r巴肖克|n|cFFFFD200地区：|r戈尔隆德,325,118222,0,0
|cFFFFD200掉落：|r领军托姆|n|cFFFFD200地区：|r纳格兰,327,120276,0,0
|cFFFFD200宝藏：|r竞技场大师的作战号角|n|cFFFFD200地区：|r霜火岭,328,108735,0,0
|cFFFFD200掉落：|r摩摩尔的回响|n|cFFFFD200地区：|r塔拉多,329,113670,0,0
|cFFFFD200掉落：|r催眠魔蛙|n|cFFFFD200地区：|r影月谷,330,113631,0,0
|cFFFFD200宝藏：|r守备官宝箱|n|cFFFFD200地区：|r影月谷,331,113375,0,0
|cFFFFD200宝藏：|r热乎乎的鬣蜥人蛋|n|cFFFFD200地区：|r戈尔隆德,332,118716,0,0
|cFFFFD200掉落：|r硫磺之怒|n|cFFFFD200地区：|r戈尔隆德,333,114227,0,0
|cFFFFD200世界事件：|r情人节,334,116651,0,6
|cFFFFD200世界事件：|r美酒节|n|cFFFFD200价格：|r100|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,335,116758,0,6
|cFFFFD200世界事件：|r冬幕节,336,116763,0,6
|cFFFFD200世界事件：|r感恩节,337,116400,0,6
|cFFFFD200要塞建筑：|r旅店,338,118937,0,0
|cFFFFD200要塞建筑：|r旅店,339,118938,0,0
|cFFFFD200要塞建筑：|r旅店,340,119003,0,0
|cFFFFD200要塞建筑：|r旅店,341,119039,0,0
|cFFFFD200要塞建筑：|r旅店,342,119083,0,0
|cFFFFD200要塞建筑：|r旅店,343,72232,2,-1
|cFFFFD200商人出售：|r仲夏商人|n|cFFFFD200价格：|r500|TINTERFACE\ICONS\INV_SUMMERFEST_FIREFLOWER.BLP:0|t|n,344,116440,0,2
|cFFFFD200商人出售：|r仲夏商人|n|cFFFFD200价格：|r350|TINTERFACE\ICONS\INV_SUMMERFEST_FIREFLOWER.BLP:0|t,345,116435,0,6
|cFFFFD200世界事件：|r美酒节|n|cFFFFD200价格：|r200|TINTERFACE\ICONS\INV_MISC_COIN_01.BLP:0|t,346,116757,0,6
|cFFFFD200世界事件：|r冬幕节,347,116689,0,6
|cFFFFD200世界事件：|r冬幕节,348,116690,0,6
|cFFFFD200世界事件：|r冬幕节,349,116691,0,6
|cFFFFD200世界事件：|r冬幕节,350,116692,0,6
|cFFFFD200任务：|r索克雷萨之怒|n,351,119134,0,1
|cFFFFD200搜索|r|n,352,120857,2,0
|cFFFFD200要塞建筑：|r旅店,357,119092,0,0
|cFFFFD200成就：|r塞拉摩的沦陷|n|cFFFFD200分类：|r光辉事迹,359,89205,2,5
|cFFFFD200专业技能：|r工程学,360,108745,0,3
|cFFFFD200成就：|r奇妙的异次元之旅|n|cFFFFD200分类：|r地下城与团队副本,361,122293,0,5
|cFFFFD200掉落：|r管理者鹿盔|n|cFFFFD200地区：|r火焰之地|n|cFFFFD200职业：|r德鲁伊,365,122304,0,0
,366,122283,6,-1
|cFFFFD200世界事件：|r冬幕节,367,116456,0,6
|cFFFFD200成就：|r暗月竞速路霸|n|cFFFFD200分类：|r暗月马戏团,368,122129,0,5
|cFFFFD200成就：|r漫游专家：黄金|n|cFFFFD200分类：|r暗月马戏团,369,122126,0,5
|cFFFFD200成就：|r动力贩子：黄金|n|cFFFFD200分类：|r暗月马戏团,371,122120,0,5
|cFFFFD200成就：|r坦克指挥官|n|cFFFFD200分类：|r暗月马戏团,372,122122,0,5
|cFFFFD200成就：|r套龟高手|n|cFFFFD200分类：|r暗月马戏团,373,122123,0,5
|cFFFFD200任务：|r 澄澈水晶|n|cFFFFD200区域：|r暴风城|n|cFFFFD200区域：|r奥格瑞玛,374,122674,0,1
|cFFFFD200成就：|r艾泽拉斯二十大劲歌金曲|n|cFFFFD200分类：|r要塞,375,122700,0,5
|cFFFFD200掉落：|r托格洛斯|n|cFFFFD200地区：|r霜火岭,376,119163,0,0
|cFFFFD200任务：|r选牦牛|n|cFFFFD200地区：|r螳螂高原,377,82467,0,1
|cFFFFD200掉落：|r弗雷斯特恩|n|cFFFFD200地区：|r斯坦索姆,378,13379,0,0
|cFFFFD200掉落：|r布林顿5000礼包|n,379,123851,0,0
|cFFFFD200成就：|r火箭奇兵：黄金|n|cFFFFD200分类：|r暗月马戏团,381,122119,0,5
|cFFFFD200世界事件：|r悼念日|n,383,116856,0,6
|cFFFFD200世界事件：|r悼念日|n,384,116888,0,6
|cFFFFD200世界事件：|r悼念日|n,385,116889,0,6
|cFFFFD200世界事件：|r悼念日|n,386,116890,0,6
|cFFFFD200世界事件：|r悼念日|n,387,116891,0,6
|cFFFFD200商人出售：|r格丽萨·日露|n|cFFFFD200地区：|r暗月岛,388,126931,0,2
|cFFFFD200宝藏：|r隐秘之书|n|cFFFFD200地区：|r塔纳安丛林,389,127670,0,0
|cFFFFD200宝藏：|r地狱火珠宝|n|cFFFFD200地区：|r塔纳安丛林,390,127668,0,0
|cFFFFD200任务：|r清理门户|n|cFFFFD200地区：|r阿兰卡峰林|n|n|cFFFFD200任务：|r军队中容不下叛徒|n|cFFFFD200地区：|r阿兰卡峰林,391,119001,0,1
|cFFFFD200商人出售：|r缇菲·机簧、吉雅达·金索|n|cFFFFD200地区：|r要塞,392,127695,0,2
|cFFFFD200商人出售：|r缇菲·机簧、吉雅达·金索|n|cFFFFD200地区：|r要塞,393,127696,0,2
|cFFFFD200商人出售：|r缇菲·机簧、吉雅达·金索|n|cFFFFD200地区：|r要塞,394,127707,0,2
|cFFFFD200宝藏：|r完美之花|n|cFFFFD200地区：|r塔纳安丛林,395,127766,0,0
