Name_lang,ID,ParentUiMapID,Flags,System,Type,BountySetID,BountyDisplayLocation,TempVisibilityPlayerConditionID,VisibilityPlayerConditionID,HelpTextPosition,BkgAtlasID,AlternateUiMapGroup,ContentTuningID
乌特加德之巅,137,117,0,0,4,0,0,0,0,0,0,0,0
闪电大厅,138,120,0,0,4,0,0,0,0,0,0,0,0
闪电大厅,139,120,0,0,4,0,0,0,0,0,0,0,0
岩石大厅,140,120,0,0,4,0,0,0,0,0,0,0,0
永恒之眼,141,114,0,0,4,0,0,0,0,0,0,0,0
魔环,142,114,0,0,6,0,0,0,0,0,0,0,0
魔环,143,114,0,0,4,0,0,0,0,0,0,0,0
魔环,144,114,0,0,4,0,0,0,0,0,0,0,0
魔环,145,114,0,0,4,0,0,0,0,0,0,0,0
魔环,146,114,0,0,4,0,0,0,0,0,0,0,0
奥杜尔,147,120,0,0,4,0,0,0,0,0,0,0,0
奥杜尔,148,147,0,0,4,0,0,0,0,0,0,0,0
奥杜尔,149,147,0,0,4,0,0,0,0,0,0,0,0
奥杜尔,150,147,0,0,4,0,0,0,0,0,0,0,0
奥杜尔,151,147,0,0,4,0,0,0,0,0,0,0,0
奥杜尔,152,147,0,0,4,0,0,0,0,0,0,0,0
古达克,153,121,0,0,6,0,0,0,0,0,0,0,0
古达克,154,121,0,0,4,0,0,0,0,0,0,0,0
黑曜石圣殿,155,115,0,0,6,0,0,0,0,0,0,0,0
阿尔卡冯的宝库,156,123,0,0,4,0,0,0,0,0,0,0,0
艾卓-尼鲁布,157,115,0,0,4,0,0,0,0,0,0,0,0
艾卓-尼鲁布,158,115,0,0,4,0,0,0,0,0,0,0,0
艾卓-尼鲁布,159,115,0,0,4,0,0,0,0,0,0,0,0
达克萨隆要塞,160,121,0,0,4,0,0,0,0,0,0,0,0
达克萨隆要塞,161,121,0,0,4,0,0,0,0,0,0,0,0
纳克萨玛斯,162,115,0,0,4,0,0,0,0,0,0,0,0
纳克萨玛斯,163,115,0,0,4,0,0,0,0,0,0,0,0
纳克萨玛斯,164,115,0,0,4,0,0,0,0,0,0,0,0
纳克萨玛斯,165,115,0,0,4,0,0,0,0,0,0,0,0
纳克萨玛斯,166,115,0,0,4,0,0,0,0,0,0,0,0
纳克萨玛斯,167,115,0,0,4,0,0,0,0,0,0,0,0
紫罗兰监狱,168,125,0,0,4,0,0,0,0,0,0,0,0
征服之岛,169,118,0,0,6,0,0,0,0,0,0,0,0
洛斯加尔登陆点,170,113,6,0,3,0,0,0,0,0,0,0,988
冠军的试炼,171,118,0,0,4,0,0,0,0,0,0,0,0
十字军的试练,172,118,0,0,4,0,0,0,0,0,0,0,0
十字军的试练,173,118,0,0,4,0,0,0,0,0,0,0,0
失落群岛,174,948,6,0,3,0,0,0,0,0,0,0,159
卡亚矿洞,175,174,0,0,5,0,0,0,0,0,0,0,0
沃卡洛斯的巢穴,176,174,0,0,5,0,0,0,0,0,0,0,0
加里维克斯劳工矿井,177,174,0,0,5,0,0,0,0,0,0,0,0
加里维克斯劳工矿井,178,174,0,0,5,0,0,0,0,0,0,0,0
吉尔尼斯,179,13,6,0,6,0,0,0,0,0,0,0,78
烬石矿脉,180,179,0,0,5,0,0,0,0,0,0,0,0
格雷迈恩庄园,181,179,0,0,5,0,0,0,0,0,0,0,0
格雷迈恩庄园,182,179,0,0,5,0,0,0,0,0,0,0,0
灵魂洪炉,183,118,0,0,4,0,0,0,0,0,0,0,0
萨隆矿坑,184,118,0,0,6,0,0,0,0,0,0,0,0
映像大厅,185,118,0,0,4,0,0,0,0,0,0,0,0
冰冠堡垒,186,118,0,0,4,0,0,0,0,0,0,0,0
冰冠堡垒,187,118,0,0,4,0,0,0,0,0,0,0,0
冰冠堡垒,188,118,0,0,4,0,0,0,0,0,0,0,0
冰冠堡垒,189,118,0,0,4,0,0,0,0,0,0,0,0
冰冠堡垒,190,118,0,0,4,0,0,0,0,0,0,0,0
冰冠堡垒,191,118,0,0,4,0,0,0,0,0,0,0,0
冰冠堡垒,192,118,0,0,4,0,0,0,0,0,0,0,0
冰冠堡垒,193,118,0,0,4,0,0,0,0,0,0,0,0
科赞,194,948,6,0,3,0,0,0,0,0,0,0,79
卡亚矿井,195,194,0,0,5,0,0,0,0,0,0,0,0
卡亚矿井,196,194,0,0,5,0,0,0,0,0,0,0,0
卡亚矿井,197,194,0,0,5,0,0,0,0,0,0,0,0
海加尔山,198,12,6,0,3,0,0,0,0,0,0,0,52
南贫瘠之地,199,12,6,0,3,0,0,0,0,0,0,0,16
红玉圣殿,200,115,0,0,6,0,0,0,0,0,0,0,0
柯尔普萨之森,201,203,6,0,3,0,0,0,0,0,0,0,0
吉尔尼斯城,202,179,6,0,3,0,0,0,0,0,0,0,0
瓦丝琪尔,203,13,6,0,3,0,0,0,0,0,0,0,53
无底海渊,204,203,6,0,3,0,0,0,0,0,0,0,0
烁光海床,205,203,6,0,3,0,0,0,0,0,0,0,0
双子峰,206,241,0,0,6,0,0,0,0,0,0,0,0
深岩之洲,207,948,6,0,3,0,0,0,0,0,0,0,54
暮光深渊,208,207,0,0,5,0,0,0,0,0,0,0,0
暮光深渊,209,207,0,0,5,0,0,0,0,0,0,0,0
荆棘谷海角,210,224,6,0,3,0,0,0,0,0,0,0,24
怒焰裂谷,213,85,0,0,4,0,0,0,0,0,0,0,0
吉尔尼斯废墟,217,13,6,0,3,0,0,0,0,0,0,0,78
吉尔尼斯城废墟,218,217,1,0,6,0,0,0,0,0,0,0,0
祖尔法拉克,219,71,0,0,6,0,0,0,0,0,0,0,0
阿塔哈卡神庙,220,51,0,0,4,0,0,0,0,0,0,0,0
黑暗深渊,221,63,0,0,4,0,0,0,0,0,0,0,0
黑暗深渊,222,63,0,0,4,0,0,0,0,0,0,0,0
黑暗深渊,223,63,0,0,4,0,0,0,0,0,0,0,0
荆棘谷,224,13,6,0,3,0,0,0,0,0,0,0,18
监狱,225,84,0,0,4,0,0,0,0,0,0,0,0
诺莫瑞根,226,27,0,0,4,0,0,0,0,0,0,0,0
诺莫瑞根,227,27,0,0,4,0,0,0,0,0,0,0,0
诺莫瑞根,228,27,0,0,4,0,0,0,0,0,0,0,0
诺莫瑞根,229,27,0,0,4,0,0,0,0,0,0,0,0
奥达曼,230,15,0,0,4,0,0,0,0,0,0,0,0
奥达曼,231,15,0,0,4,0,0,0,0,0,0,0,0
熔火之心,232,36,0,0,4,0,0,0,0,0,0,0,0
祖尔格拉布,233,50,0,0,6,0,0,0,0,0,0,0,0
厄运之槌,234,69,0,0,6,0,0,0,0,0,0,0,0
厄运之槌,235,69,0,0,4,0,0,0,0,0,0,0,0
厄运之槌,236,69,0,0,4,0,0,0,0,0,0,0,0
厄运之槌,237,69,0,0,4,0,0,0,0,0,0,0,0
厄运之槌,238,69,0,0,4,0,0,0,0,0,0,0,0
厄运之槌,239,69,0,0,4,0,0,0,0,0,0,0,0
厄运之槌,240,69,0,0,4,0,0,0,0,0,0,0,0
暮光高地,241,13,6,0,3,0,0,0,0,0,0,0,56
黑石深渊,242,32,0,0,4,0,0,0,0,0,0,0,0
黑石深渊,243,32,0,0,4,0,0,0,0,0,0,0,0
托尔巴拉德,244,13,0,0,3,0,0,0,0,0,0,0,656
托尔巴拉德半岛,245,13,0,0,3,0,0,0,0,0,0,0,656
破碎大厅,246,100,0,0,4,0,0,0,0,0,0,0,0
安其拉废墟,247,81,0,0,6,0,0,0,0,0,0,0,0
奥妮克希亚的巢穴,248,70,0,0,4,0,0,0,0,0,0,0,0
奥丹姆,249,12,6,0,3,0,0,0,75733,2,0,1,55
黑石塔,250,36,0,0,4,0,0,0,0,0,0,0,0
黑石塔,251,36,0,0,4,0,0,0,0,0,0,0,0
黑石塔,252,36,0,0,4,0,0,0,0,0,0,0,0
黑石塔,253,36,0,0,4,0,0,0,0,0,0,0,0
黑石塔,254,36,0,0,4,0,0,0,0,0,0,0,0
黑石塔,255,36,0,0,4,0,0,0,0,0,0,0,0
奥金尼地穴,256,108,0,0,4,0,0,0,0,0,0,0,0
奥金尼地穴,257,108,0,0,4,0,0,0,0,0,0,0,0
塞泰克大厅,258,108,0,0,4,0,0,0,0,0,0,0,0
塞泰克大厅,259,108,0,0,4,0,0,0,0,0,0,0,0
暗影迷宫,260,108,0,0,4,0,0,0,0,0,0,0,0
鲜血熔炉,261,100,0,0,4,0,0,0,0,0,0,0,0
幽暗沼泽,262,102,0,0,4,0,0,0,0,0,0,0,0
蒸汽地窟,263,102,0,0,4,0,0,0,0,0,0,0,0
蒸汽地窟,264,102,0,0,4,0,0,0,0,0,0,0,0
奴隶围栏,265,102,0,0,4,0,0,0,0,0,0,0,0
生态船,266,109,0,0,4,0,0,0,0,0,0,0,0
能源舰,267,109,0,0,4,0,0,0,0,0,0,0,0
能源舰,268,109,0,0,4,0,0,0,0,0,0,0,0
禁魔监狱,269,109,0,0,4,0,0,0,0,0,0,0,0
禁魔监狱,270,109,0,0,4,0,0,0,0,0,0,0,0
禁魔监狱,271,109,0,0,4,0,0,0,0,0,0,0,0
法力陵墓,272,108,0,0,4,0,0,0,0,0,0,0,0
黑色沼泽,273,75,0,0,6,0,0,0,0,0,0,0,0
旧希尔斯布莱德丘陵,274,75,0,0,6,0,0,0,0,0,0,0,0
吉尔尼斯之战,275,179,0,0,6,0,0,0,0,0,0,0,0
大漩涡,276,948,6,0,3,0,0,0,0,0,0,0,0
托维尔失落之城,277,249,0,0,6,0,0,0,0,0,0,0,0
哀嚎洞穴,279,10,0,0,4,0,0,0,0,0,0,0,0
玛拉顿,280,66,0,0,4,0,0,0,0,0,0,0,0
玛拉顿,281,66,0,0,4,0,0,0,0,0,0,0,0
巴拉丁监狱,282,244,0,0,4,0,0,0,0,0,0,0,0
黑石岩窟,283,36,0,0,4,0,0,0,0,0,0,0,0
黑石岩窟,284,36,0,0,4,0,0,0,0,0,0,0,0
黑翼血环,285,36,0,0,4,0,0,0,0,0,0,0,0
黑翼血环,286,36,0,0,4,0,0,0,0,0,0,0,0
黑翼之巢,287,36,0,0,4,0,0,0,0,0,0,0,0
黑翼之巢,288,36,0,0,4,0,0,0,0,0,0,0,0
黑翼之巢,289,36,0,0,4,0,0,0,0,0,0,0,0
黑翼之巢,290,36,0,0,4,0,0,0,0,0,0,0,0
死亡矿井,291,52,0,0,4,0,0,0,0,0,0,0,0
死亡矿井,292,52,0,0,4,0,0,0,0,0,0,0,0
格瑞姆巴托,293,241,0,0,4,0,0,0,0,0,0,0,0
暮光堡垒,294,241,0,0,4,0,0,0,0,0,0,0,0
暮光堡垒,295,241,0,0,4,0,0,0,0,0,0,0,0
暮光堡垒,296,241,0,0,4,0,0,0,0,0,0,0,0
起源大厅,297,249,0,0,4,0,0,0,0,0,0,0,0
起源大厅,298,249,0,0,4,0,0,0,0,0,0,0,0
起源大厅,299,249,0,0,4,0,0,0,0,0,0,0,0
剃刀高地,300,64,0,0,4,0,0,0,0,0,0,0,0
剃刀沼泽,301,199,0,0,4,0,0,0,0,0,0,0,0
血色修道院,302,18,0,0,4,0,0,0,0,0,0,0,0
血色修道院,303,18,0,0,4,0,0,0,0,0,0,0,0
血色修道院,304,18,0,0,4,0,0,0,0,0,0,0,0
血色修道院,305,18,0,0,4,0,0,0,0,0,0,0,0
通灵学院的传承,306,22,0,0,4,0,0,0,0,0,0,0,0
通灵学院的传承,307,22,0,0,4,0,0,0,0,0,0,0,0
通灵学院的传承,308,22,0,0,4,0,0,0,0,0,0,0,0
通灵学院的传承,309,22,0,0,4,0,0,0,0,0,0,0,0
影牙城堡,310,21,0,0,4,0,0,0,0,0,0,0,0
影牙城堡,311,21,0,0,4,0,0,0,0,0,0,0,0
影牙城堡,312,21,0,0,4,0,0,0,0,0,0,0,0
影牙城堡,313,21,0,0,4,0,0,0,0,0,0,0,0
影牙城堡,314,21,0,0,4,0,0,0,0,0,0,0,0
影牙城堡,315,21,0,0,4,0,0,0,0,0,0,0,0
影牙城堡,316,21,0,0,4,0,0,0,0,0,0,0,0
斯坦索姆,317,23,0,0,4,0,0,0,0,0,0,0,0
斯坦索姆,318,23,0,0,4,0,0,0,0,0,0,0,0
安其拉,319,81,0,0,4,0,0,0,0,0,0,0,0
安其拉,320,81,0,0,4,0,0,0,0,0,0,0,0
安其拉,321,81,0,0,4,0,0,0,0,0,0,0,0
潮汐王座,322,204,0,0,4,0,0,0,0,0,0,0,0
潮汐王座,323,204,0,0,4,0,0,0,0,0,0,0,0
巨石之核,324,207,0,0,4,0,0,0,0,0,0,0,0
旋云之巅,325,249,0,0,4,0,0,0,0,0,0,0,0
安其拉：堕落王国,327,12,2,0,6,0,0,0,0,0,0,0,0
风神王座,328,249,0,0,4,0,0,0,0,0,0,0,0
海加尔峰,329,75,0,0,6,0,0,0,0,0,0,0,0
格鲁尔的巢穴,330,105,0,0,4,0,0,0,0,0,0,0,0
玛瑟里顿的巢穴,331,100,0,0,4,0,0,0,0,0,0,0,0
毒蛇神殿,332,102,0,0,4,0,0,0,0,0,0,0,0
祖阿曼,333,95,0,0,6,0,0,0,0,0,0,0,0
风暴要塞,334,109,0,0,4,0,0,0,0,0,0,0,0
太阳之井高地,335,122,0,0,4,0,0,0,0,0,0,0,0
太阳之井高地,336,335,0,0,4,0,0,0,0,0,0,0,0
祖尔格拉布,337,50,0,0,6,0,0,0,0,0,0,0,0
熔火前线,338,198,0,0,6,0,0,0,0,0,0,0,0
黑暗神殿,339,104,0,0,4,0,0,0,0,0,0,0,0
黑暗神殿,340,339,0,0,4,0,0,0,0,0,0,0,0
黑暗神殿,341,339,0,0,4,0,0,0,0,0,0,0,0
黑暗神殿,342,339,0,0,4,0,0,0,0,0,0,0,0
黑暗神殿,343,339,0,0,4,0,0,0,0,0,0,0,0
黑暗神殿,344,339,0,0,4,0,0,0,0,0,0,0,0
黑暗神殿,345,339,0,0,4,0,0,0,0,0,0,0,0
黑暗神殿,346,339,0,0,4,0,0,0,0,0,0,0,0
地狱火城墙,347,100,0,0,4,0,0,0,0,0,0,0,0
魔导师平台,348,122,0,0,4,0,0,0,0,0,0,0,0
魔导师平台,349,122,0,0,4,0,0,0,0,0,0,0,0
卡拉赞,350,42,0,0,4,0,0,0,0,0,0,0,0
卡拉赞,351,42,0,0,4,0,0,0,0,0,0,0,0
卡拉赞,352,42,0,0,4,0,0,0,0,0,0,0,0
卡拉赞,353,42,0,0,4,0,0,0,0,0,0,0,0
卡拉赞,354,42,0,0,4,0,0,0,0,0,0,0,0
卡拉赞,355,42,0,0,4,0,0,0,0,0,0,0,0
卡拉赞,356,42,0,0,4,0,0,0,0,0,0,0,0
卡拉赞,357,42,0,0,4,0,0,0,0,0,0,0,0
卡拉赞,358,42,0,0,4,0,0,0,0,0,0,0,0
卡拉赞,359,42,0,0,4,0,0,0,0,0,0,0,0
卡拉赞,360,42,0,0,4,0,0,0,0,0,0,0,0
卡拉赞,361,42,0,0,4,0,0,0,0,0,0,0,0
卡拉赞,362,42,0,0,4,0,0,0,0,0,0,0,0
卡拉赞,363,42,0,0,4,0,0,0,0,0,0,0,0
卡拉赞,364,42,0,0,4,0,0,0,0,0,0,0,0
卡拉赞,365,42,0,0,4,0,0,0,0,0,0,0,0
卡拉赞,366,42,0,0,4,0,0,0,0,0,0,0,0
火焰之地,367,198,0,0,4,0,0,0,0,0,0,0,0
火焰之地,368,367,0,0,4,0,0,0,0,0,0,0,0
火焰之地,369,367,0,0,4,0,0,0,0,0,0,0,0
魔枢,370,114,0,0,4,0,0,0,0,0,0,0,0
翡翠林,371,424,6,0,3,0,0,0,0,0,0,0,57
绿石采掘场,372,371,0,0,5,0,0,0,0,0,0,0,0
绿石采掘场,373,371,0,0,5,0,0,0,0,0,0,0,0
蛛泣洞穴,374,371,0,0,5,0,0,0,0,0,0,0,0
乌拿猴洞,375,371,0,0,5,0,0,0,0,0,0,0,0
四风谷,376,424,6,0,3,0,0,0,0,0,0,0,58
无尽回声洞窟,377,376,0,0,5,0,0,0,0,0,0,0,0
迷踪岛,378,947,2,0,6,0,0,0,0,0,0,0,80
昆莱山,379,424,6,0,3,0,0,0,0,0,0,0,60
凛风洞,380,379,0,0,5,0,0,0,0,0,0,0,0
顽灵洞,381,379,0,0,5,0,0,0,0,0,0,0,0
肘锤洞窟,382,379,0,0,5,0,0,0,0,0,0,0,0
深石窟,383,379,0,0,5,0,0,0,0,0,0,0,0
深石窟,384,379,0,0,5,0,0,0,0,0,0,0,0
征服者陵墓,385,379,0,0,5,0,0,0,0,0,0,0,0
寇茹废墟,386,379,0,0,5,0,0,0,0,0,0,0,0
寇茹废墟,387,379,0,0,5,0,0,0,0,0,0,0,0
螳螂高原,388,424,6,0,3,0,0,0,0,0,0,0,61
砮皂寺,389,388,0,0,5,0,0,0,0,0,0,0,0
锦绣谷,390,424,6,0,3,0,0,0,73083,0,0,2,173
双月殿,391,390,0,0,5,0,0,0,0,0,0,0,0
双月殿,392,390,0,0,5,0,0,0,0,0,0,0,0
七星殿,393,390,0,0,5,0,0,0,0,0,0,0,0
七星殿,394,390,0,0,5,0,0,0,0,0,0,0,0
郭莱古厅,395,390,0,0,5,0,0,0,0,0,0,0,0
郭莱古厅,396,390,0,0,5,0,0,0,0,0,0,0,0
风暴之眼,397,109,0,0,6,0,0,0,0,0,0,0,0
永恒之井,398,71,0,0,6,0,0,0,0,0,0,0,0
暮光审判,399,71,0,0,4,0,0,0,0,0,0,0,0
暮光审判,400,399,0,0,4,0,0,0,0,0,0,0,0
时光之末,401,71,0,0,4,0,0,0,0,0,0,0,0
时光之末,402,401,0,0,4,0,0,0,0,0,0,0,0
时光之末,403,401,0,0,4,0,0,0,0,0,0,0,0
时光之末,404,401,0,0,4,0,0,0,0,0,0,0,0
时光之末,405,401,0,0,4,0,0,0,0,0,0,0,0
时光之末,406,401,0,0,4,0,0,0,0,0,0,0,0
暗月岛,407,947,0,0,6,0,0,0,0,0,0,0,0
暗月岛,408,407,0,0,4,0,0,0,0,0,0,0,0
巨龙之魂,409,71,0,0,4,0,0,0,0,0,0,0,0
巨龙之魂,410,409,0,0,4,0,0,0,0,0,0,0,0
巨龙之魂,411,409,0,0,4,0,0,0,0,0,0,0,0
巨龙之魂,412,409,0,0,4,0,0,0,0,0,0,0,0
巨龙之魂,413,409,0,0,4,0,0,0,0,0,0,0,0
巨龙之魂,414,409,0,0,4,0,0,0,0,0,0,0,0
巨龙之魂,415,409,0,0,4,0,0,0,0,0,0,0,0
尘泥沼泽,416,70,0,0,6,0,0,0,0,0,0,0,0
