ID,Name_lang,Description_lang,CategoryID,InventoryIconFileID,SpellWeight,SpellCategory,MaxQty,MaxEarnablePerWeek,Quality,FactionID,ItemGroupSoundsID,XpQuestDifficulty,AwardConditionID,MaxQtyWorldStateID,RechargingAmountPerCycle,RechargingCycleDurationMS,WarbondTransferPercentage,Field_11_1_0_58221_017,Flags[0],Flags[1]
361,珠宝名匠的荣誉奖章,授予技艺最精湛的珠宝名匠，这些奖章可以用来兑换稀有的珠宝加工图鉴和奇美拉之眼。,81,134501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
384,矮人考古碎片,,82,441144,1,5,200,0,1,0,0,0,0,0,0,0,0,0,34,0
385,巨魔考古碎片,,82,441149,1,4,200,0,1,0,0,0,0,0,0,0,0,0,34,0
391,托尔巴拉德奖章,奖励你在托尔巴拉德的英勇战绩。,2,409548,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
393,化石考古碎片,,82,442734,1,8,200,0,1,0,0,0,0,0,0,0,0,0,34,0
394,暗夜精灵考古碎片,,82,441146,1,9,200,0,1,0,0,0,0,0,0,0,0,0,34,0
395,正义点数,可用来购买较为强大的护甲和武器。,142,463446,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8280,0
396,勇气点数,可用来购买非常强大的PVE护甲和武器。,142,463447,0,0,300099,100000,4,0,0,0,0,0,0,0,0,0,8264,0
397,兽人考古碎片,,82,442738,1,10,200,0,1,0,0,0,0,0,0,0,0,0,34,0
398,德莱尼考古碎片,,82,442731,1,11,200,0,1,0,0,0,0,0,0,0,0,0,34,0
399,维库考古碎片,,82,442742,1,12,200,0,1,0,0,0,0,0,0,0,0,0,34,0
400,蛛魔考古碎片,,82,442736,1,13,200,0,1,0,0,0,0,0,0,0,0,0,34,0
401,托维尔考古碎片,,82,442739,1,14,200,0,1,0,0,0,0,0,0,0,0,0,34,0
402,铁掌徽记,代表你受到了烹饪世家——铁掌家族的嘉许。可在半山市集的库房管理员处兑换烹饪配料和其它物品。,1,134912,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
416,世界之树的印记,由海加尔守护者授予。可以用来购买进攻火焰之地的补给。,81,513195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1026,0
483,竞技场征服点数变量,,89,463449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1484,0
484,评级战场征服点数变量,,89,463449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1484,0
515,暗月奖券,在暗月马戏团的游戏中获胜或完成工作人员交付的任务后获得。,1,134481,0,0,0,0,1,0,0,0,0,0,0,0,100,0,2,0
614,黑暗之尘,由死亡之翼的灭世之力凝聚而成，其中蕴含的黑暗能量可以强化威力骇人的魔法。,81,136192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1026,0
615,死亡之翼的堕落精华,从死亡之翼的身躯中抽离而出的黑暗能量，用以催动最为恐怖的咒术。,81,132851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1026,0
676,熊猫人考古碎片,,82,442742,1,39,200,0,1,0,0,0,0,0,0,0,0,0,34,0
677,魔古考古碎片,,82,442742,1,40,200,0,1,0,0,0,0,0,0,0,0,0,34,0
692,随机战场征服点数变量,,89,463449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1484,0
697,长者的好运符,长者好运符的拥有者在战胜魔古山宝库、恐惧之心、永春台中的首领，以及怒之煞或萨莱斯的兵团后有机会使用一枚硬币来赢取额外的奖励。,133,237281,0,0,20,0,1,0,0,0,0,0,0,0,0,0,2114,0
698,珠宝禅师的奖章,授予技艺最精湛的珠宝名匠，这些奖章可以用来兑换稀有的珠宝加工图鉴和美丽的蛟眼石。,133,442739,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
738,次级好运护符,携带次级好运护符能带来好运，并能最终兑换战火徽记，使玩家在赢得团队副本战斗后有机会使用一枚硬币来赢取额外的奖励。,133,237282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0
752,魔古命运符文,魔古命运符文的拥有者也许能在战胜雷电王座中的首领后，以及在战胜纳拉克或乌达斯塔后获得额外的战利品奖励。,133,646678,0,0,20,0,1,0,0,0,0,0,0,0,0,0,2,0
754,螳螂妖考古碎片,,82,839407,1,44,200,0,1,0,0,0,0,0,0,0,0,0,34,0
776,战火徽记,拥有战火徽记的幸运儿有机会在决战奥格瑞玛、天神试炼和斡耳朵圣殿中用一枚徽记换取一份额外奖励。,133,514015,0,0,20,0,1,0,0,0,0,0,0,0,0,0,2,0
777,永恒铸币,你在恍惚中感觉到这枚铸币过去与未来的拥有者的手指拂过你的掌心，仿佛时间的界限被模糊了。你可以用它在永恒岛上换取强大且多样性的奖励。,133,900319,0,0,0,0,1,0,0,0,0,0,0,0,100,0,66,0
789,染血铸币,从死于永恒岛周围迷雾中的敌人身上摸来的铸币。,133,900318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0
810,黑铁碎片,从钢铁部落入侵者碎裂的护甲和武器中翻检出的金属碎片。,133,135241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0
821,德拉诺氏族考古碎片,,82,970886,1,45,250,0,1,0,0,0,0,0,0,0,0,0,34,0
823,埃匹希斯水晶,作为一个失落文明的古老遗产，埃匹希斯水晶蕴藏着难以想象的强大魔力。,137,1061300,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8194,0
824,要塞物资,赚取资源以建造和扩大你的要塞。,137,1005027,0,0,10000,0,1,0,0,0,0,0,0,0,0,0,2,0
828,食人魔考古碎片,,82,136086,1,47,250,0,1,0,0,0,0,0,0,0,0,0,34,0
829,鸦人考古碎片,,82,1002596,1,46,250,0,1,0,0,0,0,0,0,0,0,0,34,0
830,n/a,,82,0,1,48,200,0,1,0,0,0,0,0,0,0,0,0,34,0
897,UNUSED,,137,132780,0,0,100,0,1,0,0,0,0,0,0,0,0,0,8194,0
910,德拉诺炼金秘术,让你可通过炼金实验室获得新的炼金配方。,137,4620669,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
944,神器碎片,一块阿什兰失落神器的小碎片，被悬槌食人魔视为珍宝。,137,1061303,0,0,100000,0,1,0,0,0,0,0,0,0,0,0,8202,0
980,肮脏的铁币,或许它们比表面上看起来的要珍贵得多。,137,133792,0,0,2000000,0,3,0,0,0,0,0,0,0,0,0,8,0
994,钢化命运印记,扭曲命运，可给你一次在悬槌堡或黑石铸造厂团队副本获得额外宝物的机会。,137,838813,0,0,20,0,1,0,0,0,0,0,0,0,0,0,2,0
999,德拉诺裁缝秘术,可让你从裁缝店获得新的裁缝配方。,137,4620681,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1008,德拉诺珠宝加工秘术,可让你获得新的珠宝加工配方。,137,4620677,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1017,德拉诺制皮秘术,可让你从制革厂获得新的制皮配方。,137,4620678,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1020,德拉诺锻造秘术,可让你获得新的锻造配方。,137,4620670,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1101,原油,主要产于塔纳安丛林的原油，可以作为海军行动的燃油。,137,1131085,0,0,100000,0,1,0,0,0,0,0,0,0,0,0,66,0
1129,既定命运印记,扭转命运，可给你一次在地狱火堡垒或德拉诺史诗地下城获得额外宝物的机会。,137,1119886,0,0,20,0,1,0,0,0,0,0,0,0,0,0,2,0
1149,盲目之眼,一枚粗糙的手工硬币，上面有一个类似肯瑞托的徽记，但有一个最大的不同点：那个眼睛是闭着的。,141,801132,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,2,0
1154,暗影币,在扒手以及类似阶层中广受欢迎。可以在达拉然的下水道中使用。,141,646678,0,0,500,0,3,0,0,0,0,0,0,0,0,0,0,0
1155,远古魔力,来自苏拉玛地下古代魔网的浓缩魔力。,141,1377394,0,0,300,0,1,0,0,0,0,0,0,0,0,0,2359298,0
1166,时空扭曲徽章,在时空漫游地下城中获得，可以在主城的时空漫游商人处换取货物。,22,463446,0,0,0,0,3,0,0,0,0,0,0,0,100,0,8194,0
1171,神器知识,提高你获得神器能量的速度。,142,237446,0,0,0,0,6,0,0,0,0,0,0,0,0,0,525376,0
1172,上层精灵考古碎片,,82,441146,1,51,200,0,1,0,0,0,0,0,0,0,0,0,34,0
1173,至高岭牛头人考古碎片,,82,441146,1,52,200,0,1,0,0,0,0,0,0,0,0,0,34,0
1174,恶魔考古碎片,,82,441146,1,54,200,0,1,0,0,0,0,0,0,0,0,0,34,0
1191,勇气点数,用来对从史诗钥石地下城获得的装备进行升级。,142,463447,0,0,0,0,4,0,0,0,108838,22980,0,0,0,0,2105794,1
1220,职业大厅资源,用来招募部队，执行任务和研究职业大厅的升级选项。,141,1397630,0,0,0,0,1,0,0,0,0,0,0,0,0,0,134217730,0
1226,虚空碎片,虚空的结晶碎片，由燃烧军团带到艾泽拉斯。,141,132775,0,0,0,0,1,0,0,0,0,0,0,0,100,0,134217730,0
1268,上古神器,一件来自无尽之海深处的神秘纳迦神器。国王姆嘎姆嘎正在上古海滩寻找这种东西。,141,1061303,0,0,100000,0,1,0,0,0,0,0,0,0,0,0,8202,0
1273,破碎命运印记,扭转命运，可给你一次在“军团再临”团队副本和史诗地下城的首领处获得额外宝物的机会。,141,1604167,0,0,6,0,1,0,0,0,0,0,0,0,0,0,2,0
1275,古怪硬币,这种特别的货币摸上去热乎乎的，并在你手中轻轻震动着。可以用来向达拉然的苏伊奥斯购买物品。,141,1604168,0,0,0,0,4,0,0,0,0,0,0,0,100,0,2,0
1299,拳手的金币,搏击俱乐部的获胜者得到的奖励。可以用它在拳手金币兑换商处购买乱斗卡牌和其他能够改变世界的物品。,143,237281,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,2,0
1314,徘徊之魂碎片,曾属于某个强大敌人的灵魂残片。,141,463284,0,0,40,20,3,0,0,0,0,0,0,0,0,0,2097218,0
1324,部落其拉嘉奖令,"完成此任务可增加部落在甲虫的召唤活动中的积分。

活动中积分最高的阵营可以将自己的旗帜挂在甲虫之锣旁，直到年末。",142,255132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1638400,0
1325,联盟其拉嘉奖令,"完成此任务可增加联盟在甲虫的召唤活动中的积分。

活动中积分最高的阵营可以将自己的旗帜挂在甲虫之锣旁，直到年末。",142,255130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1638400,0
1342,抗魔联军战争物资,用于强化破碎海滩上的珍贵建筑。,141,803763,0,0,1000,0,2,0,0,0,0,0,0,0,0,0,134217730,0
1347,Legionfall Building - Personal Tracker - Mage Tower (Hidden),,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68681728,0
1349,Legionfall Building - Personal Tracker - Command Tower (Hidden),,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68681728,0
1350,Legionfall Building - Personal Tracker - Nether Tower (Hidden),,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68681728,0
1355,邪能精华,浓缩的恶魔精华，可收集并用于制造强大的护甲。,141,1044089,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1356,战斗的回响,用于购买强大的PvP护甲。赛季结束时，此货币会转换为金币。,141,1455891,0,0,0,0,4,0,0,0,0,0,0,0,0,0,384,0
1357,主宰的回响,用于购买精锐PvP护甲。赛季结束时，此货币会转换为金币。,141,1455894,0,0,0,0,4,0,0,0,0,0,0,0,0,0,384,0
1379,时尚试炼奖币,通过参与时尚试炼获得。可以在绝大多数主城兑换可幻化的装备。,1,1500867,0,0,200,0,1,0,0,0,0,0,0,0,100,0,0,0
1388,护甲碎片,从战线中的敌方部队和载具收集而来。用来训练部队和推动研究。,1,133614,0,0,500,0,2,0,0,0,0,0,0,0,0,0,589826,0
1401,建筑补给,用来在战线内修建建筑物、进行升级研究。,1,1518640,0,0,1000,0,1,0,0,0,0,0,0,0,0,0,2,0
1416,空气硬币,旋即蒸发，化为迷雾。,141,988196,0,0,2000000,0,3,0,0,0,0,0,0,0,0,0,0,0
1501,沸腾的精华,用于将“军团再临”传说物品的物品等级提升至970。,142,893779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
1506,阿古斯道标石,萨格拉斯的仆从用它来强行打开从阿古斯前往其他被军团控制的世界的传送门。,142,399041,0,0,40,0,3,0,0,0,0,0,0,0,0,0,0,0
1508,黯淡的阿古尼特水晶,这种没有光泽的水晶是虚灵商人眼中的极品，对维迪卡尔上的魔术师瓦西里恩来说更是如此。,141,1064188,0,0,2000,0,3,0,0,0,0,0,0,0,0,0,134217730,0
1533,觉醒精华,供破碎群岛上方的达拉然的奥法工匠维迪尔使用，他可以制造或升级“军团再临”传说物品。,141,236521,0,0,0,0,1,0,0,0,0,0,0,0,0,0,167772162,0
1534,赞达拉巨魔考古碎片,,82,2101985,1,57,200,0,1,0,0,0,0,0,0,0,0,0,34,0
1535,德鲁斯特考古碎片,,82,2101971,1,58,200,0,1,0,0,0,0,0,0,0,0,0,34,0
1540,木材,从战争前线的树木和木材堆收集而来。可以用来修筑建筑物和升级部队。,142,135435,0,0,100,0,1,0,13,0,0,0,0,0,0,0,2,0
1541,铁矿,从战争前线收集而来。可以用来修筑建筑物和提升你和你的盟友的力量。,142,133232,0,0,200,0,1,0,9,0,0,0,0,0,0,0,2,0
1553,艾泽里特,艾泽拉斯之血化为了成块的艾泽里特结晶，这是一种极其强大的材料。,144,2065624,0,0,0,0,6,0,0,0,77173,0,0,0,0,0,147857410,0
1559,风暴精华,极其稀有，在击杀战线中的敌人时可以找到。在祭坛上使用可以让自己获得不羁的力量。,142,463539,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
1560,战争物资,用来招募部队，执行任务和研究军事行动的升级选项。,143,2032600,0,0,0,0,1,0,0,0,0,0,0,0,76.92308,0,134217730,0
1565,富集艾泽里特碎片,富集的艾泽里特的碎片。交给附近的战争大师换取奖励。,143,2065624,0,0,100000,0,1,0,0,0,0,0,0,0,0,0,8202,0
1579,艾泽拉斯的勇士,在艾泽拉斯的勇士中的声望提高。,142,2032592,0,0,0,0,1,2164,0,0,0,0,0,0,0,0,8,0
1580,战痕命运印记,扭转命运，可给你一次在“争霸艾泽拉斯”团队副本和地下城的首领处获得额外宝物的机会。,143,1416740,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0
1585,战团通用荣誉点数,通过消灭你所在阵营的敌人获得。,144,135884,0,0,0,0,1,0,14,0,0,0,0,0,0,0,21495810,0
1586,荣誉等级,通过消灭你所在阵营的大量敌人获得。,144,135885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17301504,0
1587,战时补给,用来给激流堡之战提供军力。,143,463449,0,0,1000,0,2,0,0,0,0,0,0,0,0,0,2,0
1592,灰烬骑士团,在灰烬骑士团中的声望提高。,142,2032594,0,0,0,0,1,2161,0,0,0,0,0,0,0,0,8,0
1593,普罗德摩尔海军部,在普罗德摩尔海军部中的声望提高。,142,2032595,0,0,0,0,1,2160,0,0,0,0,0,0,0,0,8,0
1594,风暴之末,在风暴之末中的声望提高。,142,2032596,0,0,0,0,1,2162,0,0,0,0,0,0,0,0,8,0
1595,塔兰吉远征队,在塔兰吉远征队中的声望提高。,142,2032597,0,0,0,0,1,2156,0,0,0,0,0,0,0,0,8,0
1596,沃顿奈,在沃顿奈中的声望提高。,142,2032599,0,0,0,0,1,2158,0,0,0,0,0,0,0,0,8,0
1597,赞达拉帝国,在赞达拉帝国中的声望提高。,142,2032601,0,0,0,0,1,2103,0,0,0,0,0,0,0,0,8,0
1598,始祖龟求知者,在始祖龟求知者中的声望提高。,142,2032598,0,0,0,0,1,2163,0,0,0,0,0,0,0,0,8,0
1599,第七军团,在第七军团中的声望提高。,142,2032591,0,0,0,0,1,2159,0,0,0,0,0,0,0,0,8,0
1600,荣耀战团,在荣耀战团中的声望提高。,142,2032593,0,0,0,0,1,2157,0,0,0,0,0,0,0,0,8,0
1602,征服点数,从评级PvP活动获得。用来购买评级PvP装备。,2,1523630,0,0,0,0,4,0,14,0,127055,27168,0,0,0,0,2097546,1
1703,PvP赛季评级参与货币,,142,1060986,0,0,900000,0,1,0,0,0,0,0,0,0,0,0,19398656,0
1704,幽魂碎片,这块碎片散发着能量。,23,133286,0,0,200,0,1,0,0,0,0,0,0,0,0,0,3145730,0
1705,Warfronts - Personal Tracker - Iron in Chest (Hidden),,142,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,1639424,0
1710,海员达布隆币,无尽之海的许多部族都喜欢使用这种货币，可以用来向海岛探险的商人采购物品。,143,1604167,0,0,0,0,1,0,0,0,0,0,0,0,100,0,2,0
1714,Warfronts - Personal Tracker - Wood in Chest (Hidden),,142,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1639424,0
1715,元尊碎片,TEST,143,340336,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,1048578,0
1716,荣耀战团服役勋章,给在库尔提拉斯、赞达拉和战争前线中浴血奋战的勇士颁发的勋章。赞达拉港的供给商穆克拉需要这些勋章。为了部落！,143,2565244,0,0,0,0,1,0,0,0,0,0,0,0,100,0,536870914,0
1717,第七军团服役勋章,给在库尔提拉斯、赞达拉和战争前线中浴血奋战的勇士颁发的勋章。伯拉勒斯的供应商烈炉需要这些勋章。为了联盟！,143,2565243,0,0,0,0,1,0,0,0,0,0,0,0,100,0,268435458,0
1718,泰坦残血精华,失去力量的艾泽里特护甲残留物，伯拉勒斯和赞达拉的虚灵商人对此垂涎已久。可以从每周的史诗钥石箱子中获取，也可以依靠拆解或分解艾泽里特护甲获得。,143,2065602,0,0,0,0,1,0,0,0,84608,0,0,0,0,0,33554434,0
1719,腐化的纪念品,从恩佐斯的惊魂幻象中获得的记忆碎片，可以在心之秘室的泰坦研究档案中对其进行分析。,143,646678,0,0,0,0,1,0,0,0,76436,0,0,0,0,0,33554434,0
1721,棱彩法力珍珠,在纳沙塔尔发现的闪光奥术能量球。可以用来购买稀有而强大的物品，或者用来强化底栖护甲。,143,463858,0,0,0,0,4,0,24,0,0,0,0,0,0,0,1207959554,0
1722,艾泽里特矿石,在岛屿上收集而来，可用于修建岗哨建筑。,142,2032608,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0
1723,木料,在岛屿上收集而来，可用于修建岗哨建筑。,142,135437,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0
1728,幻灭心能,"这缕熄灭的心能可以用来在托加斯特内部获得能量。

离开托加斯特会摧毁所有幻灭心能。",142,3743737,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1048578,0
1738,破镣者,在破镣者中的声望提高。,142,2821782,0,0,0,0,1,2373,0,0,0,0,0,0,0,0,8,0
1739,剑鱼人,在剑鱼人中的声望提高。,142,2909045,0,0,0,0,1,2400,0,0,0,0,0,0,0,0,8,0
1740,锈栓抵抗军（隐藏）,在锈栓抵抗军中的声望提高。,142,2909316,0,0,0,0,1,2391,0,0,0,0,0,0,0,0,67108872,0
1742,锈栓抵抗军,在锈栓抵抗军中的声望提高。,142,2909316,0,0,0,0,1,2391,0,0,0,0,0,0,0,0,8,0
1743,假心能,使用1813,245,134379,0,0,0,0,3,0,21,0,0,0,0,0,0,0,134217730,0
1744,腐化的纪念品,,142,646678,0,0,0,0,1,0,8,0,76436,0,0,0,0,0,34095106,0
1745,纳沙塔尔盟友 - 奈莉·锐鳍,使奈莉·锐鳍获得战斗经验值。,142,894556,0,0,0,0,1,2389,0,0,0,0,0,0,0,0,8,0
1746,纳沙塔尔盟友 - 维姆·盐心,使维姆·盐心获得战斗经验值。,142,894556,0,0,0,0,1,2390,0,0,0,0,0,0,0,0,8,0
1747,纳沙塔尔盟友 - 鲍恩·分鳃,使鲍恩·分鳃获得战斗经验值。,142,894556,0,0,0,0,1,2388,0,0,0,0,0,0,0,0,8,0
1748,纳沙塔尔盟友 - 剑客伊诺瓦里,使剑客伊诺瓦里获得战斗经验值。,142,894556,0,0,0,0,1,2377,0,0,0,0,0,0,0,0,8,0
1749,纳沙塔尔盟友 - 猎人阿卡纳,使猎人阿卡纳获得战斗经验值。,142,894556,0,0,0,0,1,2375,0,0,0,0,0,0,0,0,8,0
1750,纳沙塔尔盟友 - 先知奥利,使先知奥利获得战斗经验值。,142,894556,0,0,0,0,1,2376,0,0,0,0,0,0,0,0,8,0
1752,蜜背蜂群,在蜜背蜂群中的声望提高。,142,2027852,0,0,0,0,1,2395,0,0,0,0,0,0,0,0,8,0
1754,银色嘉奖,冰冠冰川北部的银色北伐军给努力阻止暗影界的入侵部队的人的嘉奖。,245,236690,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
1755,凝结幻象,拉希奥可以将这些幻象装入容器中，让你进入恩佐斯的惊魂幻象。,143,1003600,0,0,0,0,1,0,8,0,0,0,0,0,0,0,2,0
1757,奥丹姆联军,在奥丹姆联军中的声望提高。,142,3068678,0,0,0,0,1,2417,0,0,0,0,0,0,0,0,67108872,0
1758,莱加尼,在莱加尼中的声望提高。,142,3068663,0,0,0,0,1,2415,0,0,0,0,0,0,0,0,67108872,0
1761,敌方伤害,Dummy currency for Torghast UI,142,132147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,敌方生命值,Dummy currency for Torghast UI,142,648207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,死亡,Dummy currency for Torghast UI,142,3450602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,冥殇,噬渊中一个灵魂被暴力毁灭后形成的副产物。,245,3743739,0,0,0,0,1,0,0,0,0,0,0,0,0,0,134217730,0
1769,任务经验值（标准，隐藏）,,142,1001982,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0
1792,荣誉点数,用来购买非评级的PvP装备。,2,1455894,0,0,15000,0,3,0,10,0,0,0,0,0,80,0,2,0
1794,赎罪心能,使用1813,142,236259,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0
1802,“暗影国度”PvP每周奖励进度,获取此货币从而在奥利波斯的每周宝箱里获得奖励。,245,1523631,0,0,0,0,4,0,9,0,0,20084,0,0,0,0,2,1
1803,尼奥罗萨的回响,清除恩佐斯的腐蚀后，纯净圣母可以在心之秘室用这种物质来合成精华。,143,3069889,0,0,0,0,6,0,15,0,0,0,0,0,0,0,33554434,0
1804,晋升者,在晋升者中的声望提高。,142,3257748,0,0,0,0,1,2407,0,0,0,0,0,0,0,0,10,0
1805,不朽军团,在不朽军团中的声望提高。,142,3492310,0,0,0,0,1,2410,0,0,0,0,0,0,0,0,10,0
1806,荒猎团,在荒猎团中的声望提高。,142,3575389,0,0,0,0,1,2465,0,0,0,0,0,0,0,0,10,0
1807,收割者之庭,在收割者之庭中的声望提高。,142,3514227,0,0,0,0,1,2413,0,0,0,0,0,0,0,0,10,0
1808,引导心能,在心能转移器处使用的心能，可以生成永久性的心能之流。,142,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,524288,0
1810,救赎之魂,优秀的灵魂，愿意为强化你的盟约圣所做出贡献。,142,1391776,0,0,100,0,3,0,21,0,0,0,0,0,0,0,2,0
1811,zzoldSanctum Architect,,245,1357814,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0
1812,zzoldSanctum Anima Weaver,,245,463284,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0
1813,贮藏心能,你的盟约可用的心能。,245,3528288,0,0,200000,0,3,0,21,0,0,0,0,0,0,0,2,0
1816,罪碑碎片,档案员费安可以使用这些碎片重新制作审判官罪碑，让你可以在赎罪大厅狩猎审判官。,245,1044087,0,0,0,0,1,0,0,0,73987,0,0,0,0,0,2,0
1819,服务勋章,为晋升堡垒效力的证明。用于晋升工艺。,245,1033908,0,0,0,0,3,0,24,0,70101,0,0,0,0,0,2050,0
1820,注能红宝石,用来给雷文德斯境内依靠心能运行的神龛和装置供能。由于心能枯竭，各色泥仆开始拿它们交易物品。,245,133250,0,0,100,0,1,0,24,0,88496,0,0,0,100,0,2097154,0
1822,名望,名望,142,3726261,0,0,79,0,6,0,0,0,0,19735,0,0,0,0,12845058,0
1828,灵魂灰烬,在托加斯特找到的未经加工的力量之源。可以给刻符者之厅提供能量。,245,3743738,0,0,0,0,5,0,0,0,0,0,0,0,83.333336,0,33562626,0
1829,格里恩名望,名望,245,3257748,0,0,79,0,6,0,0,0,70101,19735,0,0,0,0,262146,0
1830,温西尔名望,名望,245,3257751,0,0,79,0,6,0,0,0,70102,19735,0,0,0,0,262146,0
