ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
494,岩石之泉,492,0,0,4182,5,0
495,欧尼瓦营地,492,0,0,4190,13,0
496,达克萨隆要塞,492,0,0,4179,2,0
497,琥珀松木营地,492,0,0,4188,11,0
498,蓝天伐木场,492,0,0,4189,12,0
499,征服堡,492,0,0,4178,1,0
500,达基尔金废墟,492,0,0,4180,3,0
501,丹厄古尔,492,0,0,4181,4,0
502,灰喉堡,492,0,0,4183,6,0
503,怒牙神殿,492,0,0,4184,7,0
504,索尔莫丹,492,0,0,4185,8,0
505,风险湾,492,0,0,4186,9,0
506,月溪旅营地,492,0,0,4191,14,0
508,在5v5竞技场比赛中达到2200个人等级。,0,0,4,0,0,0
509,竞技场等级2200,508,2200,0,452,1,2
511,在本阵营占领两座矿洞的情况下获得奥特兰克山谷的胜利。,0,0,4,0,0,0
512,占领狗头人洞穴,82730,1,0,3388,0,2
513,占领穴居人洞穴,82732,1,0,3389,0,2
515,完成所有的护焰者成就。,0,0,4,0,0,0
516,卡利姆多护火者,515,0,0,3200,3,0
517,外域护火者,515,0,0,3201,5,0
518,东部王国护火者,515,0,0,3199,2,0
519,灾变护火者,515,0,0,18216,1,0
520,诺森德护火者,515,0,0,18217,4,0
522,获得萨弗拉斯，炎魔拉格纳罗斯之手。,0,1,8,0,0,0
523,,58228,1,0,12478,1,2
524,萨弗拉斯，炎魔拉格纳罗斯之手,58228,1,0,318,0,2
526,在战歌氏族阵营中达到崇拜声望。,0,0,4,0,0,0
527,战歌氏族崇拜,526,42000,0,5319,1,2
529,击败击碎者克里丹（英雄难度）。,0,0,4,0,0,0
530,击碎者克里丹,529,1,0,3710,1,2
532,5v5胜利,0,0,5,0,0,0
533,洛丹伦废墟5v5获胜,532,0,0,8601,2,0
534,纳格兰5v5获胜,532,0,0,8600,3,0
535,达拉然5v5获胜,532,0,0,8599,4,0
536,刀锋山5v5获胜,532,0,0,5726,0,0
537,勇气竞技场5v5获胜,532,0,0,8602,1,0
539,2v2比赛,0,0,5,0,0,0
540,勇气竞技场2v2比赛,539,0,0,8614,3,0
541,洛丹伦废墟2v2比赛,539,0,0,8613,2,0
542,达拉然2v2比赛,539,0,0,8611,4,0
543,纳格兰2v2比赛,539,0,0,8612,1,0
544,刀锋山2v2比赛,539,0,0,5725,0,0
546,达到崇敬以上的声望,0,0,4,0,0,0
547,达到崇敬的声望,546,0,0,5299,1,0
549,达到10000个荣誉消灭。,0,0,4,0,0,0
550,达到10000个荣誉消灭,549,10000,0,13253,1,1
552,击败奈法利安。,0,1,8,0,0,0
553,奈法利安,552,1,0,3273,1,2
554,塞拉赞恩之链,552,1,0,4564,5,2
555,暗影烈焰长靴,552,1,0,4567,8,2
556,愤怒胸甲,552,1,0,4578,19,2
557,阿基迪罗斯的清算之戒,552,1,0,4565,6,2
558,审判胸甲,552,1,0,4580,21,2
559,怒风胸甲,552,1,0,4581,22,2
560,卓越法袍,552,1,0,4584,25,2
561,阿什坎迪，兄弟会之剑,552,1,0,4566,7,2
562,克鲁索洛克恩，混乱之刃,552,1,0,4569,10,2
563,黑石之王,552,1,0,4447,2,2
564,黑石之王,552,1,0,4448,3,2
565,龙王披风,552,1,0,4568,9,2
566,洛卡米尔·伊洛曼希斯,552,1,0,4570,11,2
567,奈萨里奥之泪,552,1,0,4572,13,2
568,暗影烈焰法杖,552,1,0,4575,16,2
569,无尽风暴胸甲,552,1,0,4577,18,2
570,巨龙追猎者胸甲,552,1,0,4579,20,2
571,奈法里奥斯的腐蚀,552,1,0,4449,4,2
572,血牙胸甲,552,1,0,4576,17,2
573,普瑞斯托的阴谋饰物,552,1,0,4573,14,2
574,纯源质指环,552,1,0,4574,15,2
575,灵风长袍,552,1,0,4583,24,2
576,密苏达尔，夺魂者的头饰,552,1,0,4571,12,2
577,复仇法袍,552,1,0,4582,23,2
579,击败拉格纳罗斯。,0,1,8,0,0,0
580,拉格纳罗斯,579,1,0,3272,1,2
581,冲击束带,579,1,0,4544,4,2
582,萨弗拉斯指环,579,1,0,4545,6,2
583,火焰之王的项圈,579,1,0,4546,7,2
584,毁灭王冠,579,1,0,4549,10,2
585,卓越护腿,579,1,0,4550,11,2
586,愤怒腿铠,579,1,0,4553,14,2
587,复仇护腿,579,1,0,4556,17,2
588,怒风腿甲,579,1,0,4558,19,2
589,血牙短裤,579,1,0,4555,16,2
590,巨龙追猎者腿甲,579,1,0,4551,12,2
591,审判腿铠,579,1,0,4552,13,2
592,唯一的方案,579,1,0,4437,3,2
593,玛利斯达尔防御者,579,1,0,4559,20,2
594,环雾披风,579,1,0,4561,22,2
595,脊骨收割者,579,1,0,4563,24,2
596,埃古雷亚指环,579,1,0,4560,21,2
597,龙血斗篷,579,1,0,5055,25,2
598,纯焰精华,579,1,0,4547,8,2
599,毁灭之刃,579,1,0,4548,9,2
600,龙语傻瓜教程,579,1,0,7364,28,2
601,雷霆之怒，逐风者的祝福之剑,579,1,0,8146,2,2
602,烈焰碎片,579,1,0,5056,26,2
603,无尽风暴护腿,579,1,0,4554,15,2
604,火焰之王的精华,579,1,0,8893,27,2
605,灵风短裤,579,1,0,4557,18,2
606,削骨之刃,579,1,0,4562,23,2
607,萨弗拉斯，炎魔拉格纳罗斯之手,579,1,0,318,5,2
609,成功地从鱼群中钓上鱼来。,0,1,8,0,0,0
610,大型鼠尾鱼群,609,1,0,3861,18,2
611,孢子鱼群,609,1,0,3628,10,2
612,泥鱼群,609,1,0,3625,4,2
613,金镖鱼群,609,1,0,3626,6,2
614,火鳞鳝鱼群,609,1,0,3860,12,2
615,石鳞鳗群,609,1,0,3864,19,2
616,蓝鱼群,609,1,0,3624,2,2
617,密集的黑口鱼群,609,1,0,3851,7,2
618,密集的火鳞鳝鱼群,609,1,0,3852,13,2
619,魔尾鱼群,609,1,0,3623,0,2
620,大型黑口鱼群,609,1,0,3862,8,2
621,高地杂鱼群,609,1,0,3627,9,2
622,黑口鱼群,609,1,0,3859,5,2
623,鼠尾鱼群,609,1,0,3858,17,2
624,小型鼠尾鱼群,609,1,0,3855,16,2
625,变异鱼群,609,1,0,3854,15,2
626,稀疏的黑口鱼群,609,1,0,3856,3,2
627,稀疏的火鳞鳝鱼群,609,1,0,3857,11,2
628,大型火鳞鳝鱼群,609,1,0,3863,14,2
629,小型黑口鱼群,609,1,0,3853,1,2
630,晶鳞鱼群,609,1,0,5283,26,2
631,水母群,609,1,0,5287,30,2
632,北风水母群,609,1,0,5278,20,2
633,月光墨鱼群,609,1,0,5285,28,2
634,蚌背鱼群,609,1,0,5286,29,2
635,圆头虾虎鱼群,609,1,0,5276,21,2
636,深海巨腹鱼群,609,1,0,5279,22,2
637,利齿青鱼群,609,1,0,5281,24,2
638,冰河鲑鱼群,609,1,0,5282,25,2
639,帝王鳐群,609,1,0,5284,27,2
640,龙鳞天使鱼群,609,1,0,5280,23,2
642,击败风暴烈酒酿造厂的破桶而出的炎诛（英雄难度）。,0,0,4,0,0,0
