ID,Name_lang,PlayerConditionID,VisibleTrackingQuestID,QuestFeedbackEffectID,Flags,MaxHeight,MinHeight,VignetteType,RewardQuestID,UiWidgetSetID
47,维拉克西斯,0,0,89,0,0,0,0,0,0
48,科里充,0,0,89,0,0,0,0,0,0
49,恶臭啤酒,0,0,90,0,50,-50,0,0,0
50,泽泉,0,0,89,0,50,-50,0,0,0
51,沉没的宝箱,22051,0,88,0,50,-50,0,0,0
52,完整的扎西姆,22056,0,90,0,50,-50,0,0,0
53,噬鹤者,0,0,89,0,50,-50,0,0,0
54,无赖的海难货物,22347,0,88,0,50,0,0,0,0
55,库库鲁的宝箱,0,0,88,0,50,-50,0,0,0
56,绳索捆扎的宝箱,0,0,88,8,0,-30,0,0,0
57,闪闪发光的宝箱,0,0,88,8,0,-50,0,0,0
58,闪闪发光的宝物袋,0,0,88,8,50,-50,0,0,0
59,蛰龙,0,0,89,0,50,-50,0,0,0
60,卡卡诺斯,0,0,89,0,50,-50,0,0,0
61,藤壶号之战,0,0,90,0,0,0,0,0,0
62,Jeremy's Test Vignette,0,0,252,66,0,0,0,0,0
63,月牙,0,0,89,0,0,0,0,0,0
64,塌方点,22415,0,90,0,50,-50,0,0,0
65,铁鬃钢角牛,0,0,89,0,50,-50,0,0,0
66,剪叶者,0,0,89,0,0,-50,0,0,0
67,怒壳巨龟,0,0,89,0,50,-50,0,0,0
68,翠羽公鹤,0,0,89,0,50,-50,0,0,0
69,虫群先锋古赤,0,0,89,0,50,-50,0,0,0
70,玉火之灵,22604,0,89,0,50,-50,0,0,0
71,响骨,0,0,89,0,50,-50,0,0,0
72,维茨格,0,0,90,0,50,-50,0,0,0
73,泛酸的筑汞,0,0,89,0,50,-50,0,0,0
74,斯普鲁克,0,0,89,0,50,-50,0,0,0
75,加尼亚,0,0,89,0,0,-100,0,0,0
76,石苔,22604,0,89,0,50,-50,0,0,0
77,落烬,0,0,89,0,0,-50,0,0,0
78,查沃卡,0,0,89,0,50,-50,0,0,0
79,惑龙,0,0,89,0,0,-50,0,0,0
80,凶暴钳爪蟹,0,0,89,0,50,-50,0,0,0
81,布佛,0,0,89,0,0,-50,0,0,0
82,幽灵船瓦祖维斯号,0,0,89,0,50,-50,0,0,0
83,高戈纳尔,0,0,89,0,50,-50,0,0,0
84,帝王巨蟒,0,0,89,0,50,-50,0,0,0
85,吞天,0,0,89,0,50,-50,0,0,0
86,烈焰祭司阿克鲁斯,0,0,89,0,0,-50,0,0,0
87,斥候奥苏,0,0,89,0,0,-30,0,0,0
88,烙印者乌都尔,0,0,89,0,0,-50,0,0,0
89,神战士迦库尔,0,0,89,0,0,-30,0,0,0
90,燧石领主铠兰,0,0,89,0,0,-50,0,0,0
91,黑火勇士,0,0,89,32,0,-50,0,0,0
92,发光的仙鹤雕像,22067,0,90,8,0,-50,0,0,0
93,远古噬盐龟,23564,0,89,0,0,0,0,0,0
94,碳头,0,0,90,0,50,50,0,0,0
95,斯汀克布莱德,0,0,89,0,0,0,0,0,0
96,拉沙,0,0,89,0,0,-50,0,0,0
97,威利·怀尔德,0,0,89,0,0,-50,0,0,0
98,赞达拉战斗斥候,0,0,89,0,0,-50,0,0,0
99,穆尔塔,0,0,89,0,0,-50,0,0,0
100,卡尔·好战者,0,0,89,0,0,-50,0,0,0
101,鬼祟的乌班提,0,0,89,0,0,-50,0,0,0
102,笛沙·菲尔沃顿,0,0,89,0,0,-50,0,0,0
103,达兰·碎夜,0,0,89,0,0,-50,0,0,0
104,梅薇思·哈姆斯,0,0,89,0,0,-50,0,0,0
105,费迪南,0,0,89,0,0,-50,0,0,0
106,黑蹄,0,0,89,0,0,-50,0,0,0
107,纳纳斯少校,0,0,89,0,0,-50,0,0,0
108,聪明的伊克伊克,0,0,89,0,0,-50,0,0,0
109,怒嚎,0,0,89,0,0,-50,0,0,0
110,斯克里奇,0,0,89,0,0,-50,0,0,0
111,斯普林金,0,0,89,0,0,-50,0,0,0
112,波罗波斯,0,0,89,0,0,-50,0,0,0
113,暴怒先生,0,0,89,0,0,-50,0,0,0
114,迅云艾然,0,0,89,0,0,-50,0,0,0
115,艾利·天镜,0,0,89,0,0,-50,0,0,0
116,俞·野爪,0,0,89,0,0,-50,0,0,0
117,漫游者阿波尼,0,0,89,0,0,-50,0,0,0
118,鲁恩·灵爪,0,0,89,0,0,-50,0,0,0
119,纳斯拉·斑皮,0,0,89,0,0,-50,0,0,0
120,行者育鲁碧,0,0,89,0,0,-50,0,0,0
121,独眼摩尔多,0,0,89,0,0,-50,0,0,0
122,奥米斯·戈林洛克,0,0,89,0,0,-50,0,0,0
123,研磨者斯特里斯,0,0,89,0,0,-50,0,0,0
124,预言者奈松,0,0,89,0,0,-50,0,0,0
125,邪鳞阿尔尼斯,0,0,89,0,0,-50,0,0,0
126,萨尔因作战斥候,0,0,89,0,0,-50,0,0,0
127,萨纳克,0,0,89,0,0,-50,0,0,0
128,萨罕·潮猎者,0,0,89,0,0,-50,0,0,0
129,纳拉什·沃登提斯,0,0,89,0,0,-50,0,0,0
130,艾什隆,0,0,89,0,0,-50,0,0,0
131,被放逐的赞伊,0,0,89,0,0,-50,0,0,0
132,柯尼斯水黾,0,0,89,0,0,-50,0,0,0
133,塞勒纳,0,0,89,0,0,-50,0,0,0
134,易西斯,0,0,89,0,0,-50,0,0,0
135,凋零的卡尔提克,0,0,89,0,0,-50,0,0,0
136,嘎洛克,0,0,89,0,0,-50,0,0,0
137,漫游者李斯伊克,0,0,89,0,0,-50,0,0,0
138,斯基提克,0,0,89,0,0,-50,0,0,0
139,托里可·伊提斯,0,0,89,0,0,-50,0,0,0
140,撕裂者纳拉克,0,0,89,0,0,-50,0,0,0
141,克拉希斯伊克,0,0,89,0,0,-50,0,0,0
142,乌戈拉克斯,0,0,89,0,0,-50,0,0,0
143,“利刃”科罗尔,0,0,89,0,0,-50,0,0,0
144,卡提尔,0,0,89,0,0,-50,0,0,0
145,哈瓦克,0,0,89,0,0,-50,0,0,0
146,柯纳思,0,0,89,0,0,-50,0,0,0
147,虬达,0,0,89,0,0,-50,0,0,0
148,莫戈林·碎牙,0,0,89,0,0,-50,0,0,0
149,灵魂窃贼康戈,0,0,89,0,0,-50,0,0,0
150,黑化者卡尔,0,0,89,0,0,-50,0,0,0
151,诺拉克西,0,0,89,0,0,-50,0,0,0
152,波尔金·黑拳,0,0,89,0,0,-50,0,0,0
153,散毒者贾恩,0,0,89,0,0,-50,0,0,0
154,苏里克夏,0,0,89,0,0,-50,0,0,0
155,克纳斯·夜蛮,0,0,89,0,0,-50,0,0,0
156,利眼约里克,0,0,89,0,0,-50,0,0,0
157,破坏者哒克,0,0,89,0,0,-50,0,0,0
158,蛮牛隆恩,0,0,89,0,0,-50,0,0,0
159,考达·多罗斯,0,0,89,0,0,-50,0,0,0
160,苟汗,0,0,89,0,0,-50,0,0,0
161,瑟尔林·卡斯迪诺夫教授,0,0,89,0,0,-50,0,0,0
162,穆塔,0,0,89,0,0,-50,0,0,0
163,赞达拉战争使者,0,0,89,0,0,-50,0,0,0
164,战神多坎,0,0,89,0,0,-50,0,0,0
165,布根尼图斯,0,0,89,0,0,-50,0,0,0
166,攫天者库莱,0,0,89,0,0,-50,0,0,0
167,苟达,0,0,89,0,0,-50,0,0,0
168,巨灵神拉姆克,0,0,89,0,0,-50,0,0,0
169,全知者阿塔比姆,0,0,89,0,0,-50,0,0,0
170,碎脊者乌鲁,0,0,89,0,0,-50,0,0,0
171,路班,0,0,89,0,0,-50,0,0,0
172,莫托尔,0,0,89,0,0,-50,0,0,0
173,卡兰卡诺,0,0,89,0,0,-50,0,0,0
180,食人松鼠,22205,0,89,0,0,0,0,0,0
194,巨人屠夫库尔,21910,0,89,0,0,-10,0,0,0
195,深峡冰母蜥蜴,22015,0,89,0,0,0,0,0,0
196,雷神储备点,21965,0,88,0,10,0,0,0,0
197,烬喉,23327,0,89,0,0,0,0,0,0
198,时空扭曲的高塔,23329,0,88,32,0,0,0,0,0
199,白发苍苍的霜狼老兵,23097,0,90,0,0,0,0,0,0
200,炎怒之石,23325,0,90,0,0,0,0,0,0
201,炎怒巨灵,23325,0,89,0,0,0,0,0,0
202,吞噬者布罗克,23344,0,90,0,0,0,0,0,0
203,熔岩鲸吸者高戈阿克,23345,0,89,0,0,0,0,0,0
204,吞噬者的结石,23344,0,88,0,0,0,0,0,0
205,维洛斯,23565,0,89,0,0,0,0,0,0
207,毒影,23567,0,89,0,0,0,0,0,0
211,尘封的宝箱,23084,0,88,0,0,0,0,0,0
212,剑圣萨鲁克,23601,0,89,0,0,0,0,0,0
213,Future Vignette Placeholder,0,0,89,4,50,-50,0,0,0
214,指挥官穆尔格,24280,0,89,0,0,0,0,0,0
215,暗影余孽,24373,0,89,0,0,0,0,0,0
216,罗特贝奇,24393,0,89,0,0,0,0,0,0
217,戮喉,24401,0,89,0,0,0,0,0,0
218,阿莫卡瓦,24402,0,89,0,0,0,0,0,0
219,钢铁部落车队,24407,0,88,0,0,0,0,0,0
220,钢铁连枷,24414,0,88,0,0,0,0,0,0
221,唤影者安佳,24415,0,89,0,0,0,0,0,0
222,岩蹄,24454,0,89,0,0,0,0,0,0
223,阿鲁麦尔的钉锤,24556,0,88,0,0,0,0,0,0
224,巨型母河马,24582,0,89,0,0,0,0,0,0
225,哀恸者冰蹄,24591,0,89,0,0,0,0,0,0
226,巨人屠夫狩猎小队,24592,0,89,0,0,0,0,0,0
227,冷牙,24594,0,89,0,0,0,0,0,0
228,斥候高斯克,24595,0,89,0,0,0,0,0,0
229,打击者,0,34133,89,0,0,0,0,0,0
230,焚化者亚兹拉,24599,0,89,0,0,0,0,0,0
231,格鲁姆博士,24620,0,89,0,0,0,0,0,0
232,醉鬼卡尔拉克,24621,0,89,0,0,0,0,0,0
233,蛇鞭,24626,0,89,0,0,0,0,0,0
234,地精妮可茜,24635,0,89,0,0,0,0,0,0
235,巨型昆虫,24637,0,89,0,0,0,0,0,0
236,疯狂的魔像,24639,0,89,0,0,0,0,0,0
237,考尔·裂肉者,24641,0,89,0,0,0,0,0,0
238,雌鸟哈米,24642,0,89,0,0,0,0,0,0
239,狂潮,24644,0,89,0,0,0,0,0,0
240,拉瓦拉,24646,0,89,0,0,0,0,0,0
241,阿尔克,24666,0,90,0,0,0,0,0,0
242,槌牙,24668,0,89,0,0,0,0,0,0
243,闪翼,24680,0,89,0,0,0,0,0,0
244,钢铁部落火枪手,24694,0,89,0,0,0,0,0,0
245,拉坎,24705,0,89,0,0,0,0,0,0
246,巨大的血花,24706,0,89,0,0,0,0,0,0
247,洛尔丹,24709,0,89,0,0,0,0,0,0
248,拯救学者之家,24711,0,90,0,0,0,0,0,0
249,游荡的守备官,24717,0,89,0,0,0,0,0,0
250,洛玛格·碎颚,24721,0,89,0,0,0,0,0,0
251,摩摩尔的回响,24745,34221,89,0,0,0,0,0,0
252,巨蛇,24748,0,89,0,0,0,0,0,0
253,钢铁部落猎人,24775,0,89,0,0,0,0,0,0
254,白骨爬行者,24992,0,89,0,0,0,0,0,0
255,巢母里戈艾克,24995,0,89,0,0,0,0,0,0
256,高阶术士杜丽斯,25024,0,89,0,0,0,0,0,0
257,瘤颚,25078,0,89,0,0,0,0,0,0
258,软泥怪大王,25079,0,89,0,0,0,0,0,0
259,白鬼鱼贩,25156,0,89,0,0,0,0,0,0
260,冰封宝藏,25169,0,90,0,0,0,0,0,0
261,飓风之怒,25170,0,89,0,0,0,0,0,0
262,自负的卡拉佐斯,31421,35219,89,0,0,0,0,0,0
263,戈尔佐玛,31421,35219,89,0,0,0,0,0,0
264,冰女巫艾兹卡,27814,0,89,0,50,-50,0,0,0
265,卡德拉·玛卡拉,27814,0,89,0,50,-50,0,0,0
266,勇士拉戈尔,27814,0,89,0,50,-50,0,0,0
267,神射手奇兹,27814,0,89,0,50,-50,0,0,0
268,控土大师罗戈克,27814,0,89,0,50,-50,0,0,0
269,元素使乌塔尔,27814,0,89,0,50,-50,0,0,0
270,熔炉主管塔加,27814,0,89,0,50,-50,0,0,0
271,卡尔格·破敌,27814,0,89,0,50,-50,0,0,0
272,破阵者杜鲁格,0,0,89,0,50,-50,0,0,0
273,罗古恩·铁拳,27814,0,89,0,50,-50,0,0,0
274,断岳者马格莫斯,27814,0,89,0,50,-50,0,0,0
275,战争主母奥克莉拉,0,0,89,0,50,-50,0,0,0
276,寻路者德拉加,27814,0,89,0,50,-50,0,0,0
277,纵火者金德拉,27814,0,89,0,50,-50,0,0,0
278,疤面煞星卡尔戈,27814,0,89,0,50,-50,0,0,0
279,高级斥候哈萨科,27814,0,89,0,50,-50,0,0,0
280,裂颅者古伦,27814,0,89,0,50,-50,0,0,0
281,岩石主母舒拉,0,0,89,0,50,-50,0,0,0
282,战争法师巴尔高,27814,0,89,0,50,-50,0,0,0
283,狼王拉坎,0,0,89,0,50,-50,0,0,0
284,建筑遭到攻击,0,0,120,70,50,-50,0,0,0
285,无息,25280,0,89,0,0,0,0,0,0
286,克里奇克斯,0,34498,89,0,0,0,0,0,0
287,铁缚崩山者,27814,0,89,0,50,-50,0,0,0
288,铁缚地狱火,27814,0,89,0,50,-50,0,0,0
289,钢铁部落攻城车,0,0,89,0,50,-50,0,0,0
290,监工姆戈拉,0,0,89,0,50,-50,0,0,0
291,奖励目标：禁忌冰川,25308,0,116,64,0,0,0,0,0
292,冰霜战斧,25306,0,0,0,0,0,0,0,0
293,咕噜姆,25314,0,89,0,0,0,0,0,0
294,奖励目标：血棘洞穴,25315,0,116,66,0,0,0,0,0
295,牙喉,0,0,89,0,50,-50,0,0,0
296,工头法罗,0,0,89,0,50,-50,0,0,0
297,毁灭之牙,0,0,89,0,50,-50,0,0,0
298,巨型霜喙鸟,25330,0,89,0,0,0,0,0,0
299,马罗克·毁灭之手,0,0,89,0,50,-50,0,0,0
300,布罗托库鲁斯,25337,0,90,0,104,0,0,0,0
301,奖励目标：霜冻之穴,25340,0,116,66,0,0,0,0,0
302,奖励目标：肃霜丘陵,25340,0,116,66,0,0,0,0,0
303,奖励目标：石怒崖,25342,0,116,66,0,0,0,0,0
304,冰封者乌戈洛克,25345,0,89,0,0,0,0,0,0
305,布罗托库鲁斯,25337,0,89,0,0,0,0,0,0
306,疤脸雅佳,25376,0,89,0,0,0,0,0,0
308,奖励目标：干掉他们,25460,0,116,66,0,0,0,0,0
309,奖励目标：阿鲁纳焦土,25472,0,116,66,0,0,0,0,0
310,战争大师布格索尔,25473,0,89,0,0,0,0,0,0
311,引爆炸弹,0,0,118,2,50,-50,0,0,0
312,奖励目标：佐卡拉之陨,25494,0,116,66,0,0,0,0,0
313,鸦爪祭司佐卡拉,25495,0,89,0,0,0,0,0,0
314,沙兹尔,25499,0,89,0,0,0,0,0,0
315,奖励目标：莫戈兰伐木场,25527,0,116,66,0,0,0,0,0
316,奖励目标：英灵之庭,25528,0,116,66,0,0,0,0,0
317,攀岩者杰希尔,25553,0,89,0,0,0,0,0,0
318,铁须船长,25592,0,89,0,0,0,0,0,0
319,奖励目标：荧光腐沼,25598,0,116,66,0,0,0,0,0
320,托瓦斯的水晶之刃,25631,0,90,0,104,0,0,0,0
321,托瓦斯的水晶之刃,25631,0,88,0,104,0,0,0,0
322,前往此处,0,0,60,70,50,-50,0,0,0
323,入侵者,0,0,119,66,0,0,0,0,0
324,奖励目标：埋骨之地,25713,0,116,66,0,0,0,0,0
325,奖励目标：铁拳港,25728,0,116,66,0,0,0,0,0
326,雷神首领,0,0,121,6,0,0,0,0,0
327,古鲁克,25776,0,89,0,0,-10,0,0,0
328,戈伦,25803,0,89,0,0,-10,0,0,0
329,破坏者,0,0,119,2,0,0,0,0,0
330,冻牙,25809,0,89,0,0,-10,0,0,0
331,诺洛什,0,34859,89,0,0,0,0,0,0
332,点燃火盆,25855,0,89,0,0,0,0,0,0
333,奖励目标：奥鲁纳海岸,25854,0,116,66,0,0,0,0,0
334,劫掠者古图什,25856,0,89,0,0,-10,0,0,0
335,加纳迪安,26030,34929,89,0,0,0,0,0,0
336,蛛后阿兰妮艾,26058,0,89,0,0,0,0,0,0
337,低阶监工血鬃,26060,0,89,0,0,0,0,0,0
338,Doug Test - Vignette,0,0,0,2,0,-50,0,0,0
339,加兹奥达,26160,0,89,0,0,0,0,0,0
340,硫磺之怒,28078,0,89,0,0,0,0,0,0
341,邪皮,26309,0,89,0,0,0,0,0,0
342,濒危建筑,0,0,60,70,0,0,0,0,0
343,真菌守卫者,26550,0,89,0,0,0,0,0,0
344,中士,0,0,60,66,0,0,0,0,0
345,鬣蜥人,0,0,43,66,0,0,0,0,0
346,杀戮魔女丝科西丝,31421,35219,89,0,0,0,0,0,0
347,守护者达恩,26638,0,89,0,0,0,0,0,0
348,斯卡戈,26681,35244,89,0,0,0,0,0,0
349,荆棘大王菲里,22944,0,89,0,0,0,0,0,0
350,巴哈麦,26751,0,89,0,0,0,0,0,0
351,复活的游魂,0,0,203,1094,0,0,0,0,0
354,瓦拉沙的蛋,26815,0,90,0,0,0,0,0,0
355,巴肖克,26816,0,89,0,0,0,0,0,0
356,瓦拉沙的蛋,26815,0,88,0,104,0,0,0,0
357,Vignette Placeholder,0,0,89,0,50,-50,0,0,0
358,黑暗大师高维德,26893,0,89,0,0,0,0,0,0
359,尼兹克西的箱子,26913,0,88,0,0,0,0,0,0
360,逃生舱搁浅,26913,0,88,0,0,0,0,0,0
361,炽燃的焦皮,26922,0,89,0,0,0,0,0,0
362,莫尔瓦·屈魂者,26944,0,89,0,0,0,0,0,0
363,受伤的防御者,0,0,128,66,0,0,0,0,0
364,莱沃什,26959,0,89,0,0,0,0,0,0
365,暗爪,26961,0,89,0,0,0,0,0,0
366,锢魂者托雷克,31131,0,89,0,0,0,0,0,0
367,克鲁努斯,36348,0,129,66,0,0,0,0,0
368,范加尔,36349,0,84,66,0,0,0,0,0
369,剑舞者艾瑞克斯,26982,0,89,0,0,0,0,0,0
370,探险家诺赞德,27019,0,89,0,0,0,0,0,0
371,莫托玛,31146,0,89,0,0,-50,0,0,0
372,磨魂者传送门,27039,0,90,0,0,-50,0,0,0
373,刺颚,31145,0,89,0,0,-50,0,0,0
374,暴牙,31148,0,89,0,0,-50,0,0,0
375,飨魂者托格洛斯,31143,0,89,0,0,-50,0,0,0
376,高拉摩尔之子,31147,0,89,0,0,-50,0,0,0
377,血槌宝箱,0,0,88,8,0,-50,0,0,0
378,爱娜瓦拉,27099,0,89,0,0,0,0,0,0
379,暴食者,0,0,108,68,0,0,0,0,0
380,变异防御者,0,0,43,68,0,0,0,0,0
381,狂野的赤爪,27137,0,89,0,0,0,0,0,0
382,巨羽,27139,0,89,0,0,-35,0,0,0
383,狼母加鲁尔,27141,0,89,0,0,0,0,0,0
384,狂暴的瘤蹄,27143,0,89,0,0,-35,0,0,0
385,灵光,27729,35725,89,0,0,0,0,0,0
386,巴鲁恩,0,35731,89,0,0,0,0,0,0
387,辛利,30994,35732,89,0,0,0,0,0,0
388,惊恐的苦工,0,0,133,70,0,0,0,0,0
389,地精炸弹起爆器,27185,0,90,0,0,0,0,0,0
390,恐怖的小戈隆,0,0,43,70,0,0,0,0,0
391,剑圣长剑,27220,0,90,0,0,0,0,0,0
392,灰喉,27225,0,89,0,0,0,0,0,0
393,奖励目标：赫米特的欢乐狩猎场,27251,0,116,66,0,0,0,0,0
394,虚空先知卡鲁格,27294,0,89,0,0,0,0,0,0
395,被遗弃的鱼竿,27305,0,90,0,0,0,0,0,0
396,灵魔,27316,0,89,0,0,0,0,0,0
397,奥菲斯,27323,0,89,0,0,0,0,0,0
398,唤风者科拉斯特,27327,0,89,0,0,-35,0,0,0
399,主母奥姆拉,0,33642,89,0,0,0,0,0,0
400,奖励目标：废墟劫掠者,27340,0,116,66,0,0,0,0,0
401,燧皮,27344,0,89,0,0,0,0,0,0
402,新鲜的百合花,27348,0,90,0,0,0,0,0,0
403,安全地带,27345,0,136,70,0,0,0,0,0
404,鲁克拉,27349,0,89,0,0,0,0,0,0
405,“疯王”斯波隆,0,35906,89,0,0,0,0,0,0
406,虫巢女王斯基卡,27353,0,89,0,0,0,0,0,0
407,伊沙塔尔,27360,0,89,0,0,0,0,0,0
408,被遗弃的箱子,27363,0,90,0,0,0,0,0,0
409,践踏者克罗格,0,35910,89,0,0,0,0,0,0
410,图拉卡,27373,0,89,0,0,0,0,0,0
411,猎手黑齿,27375,0,89,0,0,-35,0,0,0
412,斥候波卡尔,27383,0,89,0,0,-35,0,0,0
413,马尔洛克·裂石,27384,0,89,0,0,0,0,0,0
414,侦察骑兵杜莉萨,27399,0,89,0,0,-35,0,0,0
415,深渊之根,31064,0,89,0,0,-50,0,0,0
416,收集强化矿石,0,0,203,1094,0,0,0,0,0
417,收集强化矿石,0,0,203,1094,0,0,0,0,0
418,斗兽场角力,0,0,203,1094,0,0,0,0,0
420,金趾的战利品,27523,0,88,0,0,0,0,0,0
421,雷神风火,0,0,119,2,0,0,0,0,0
422,科萨尔·噬魂,0,0,89,0,50,-50,0,0,0
423,蛛网缠身的士兵,0,0,89,0,50,-50,0,0,0
424,灵牙,0,36128,89,0,0,0,0,0,0
425,纳斯·杜柏林,0,36129,89,0,0,0,0,0,0
426,消灭砂齿的鬣蜥人,27628,0,90,0,0,0,0,0,0
427,紫菀妖花,0,0,89,0,50,-50,0,0,0
428,曼达科尔,27686,0,89,0,0,0,0,0,0
429,戈尔多克,27693,0,89,0,0,-30,0,0,0
430,跳跃吞噬者,0,0,88,0,50,-50,0,0,0
431,术士传送门,36349,0,170,66,0,0,0,0,0
432,通往暴风之盾的传送门,36349,0,171,66,0,0,0,0,0
433,日光放大器,31014,0,89,0,0,0,0,0,0
434,格鲁特,27732,0,89,0,0,0,0,0,0
435,术士传送门,36348,0,147,66,0,0,0,0,0
436,通往战争之矛的传送门,36348,0,146,66,0,0,0,0,0
437,老钳子先生,27767,0,89,0,0,0,0,0,0
438,伏击者,0,0,119,66,0,0,0,0,0
439,提塔鲁斯,0,0,89,0,50,-50,0,0,0
440,被俘的高沃什塑石者,0,0,88,0,50,-50,0,0,0
441,破碎者特斯卡,27815,0,89,0,0,0,0,0,0
442,岩怒,27832,0,89,0,0,-55,0,0,0
443,杜卡斯·钢喉,27833,0,89,0,0,0,0,0,0
444,浴血的卡洛斯,27835,0,89,0,0,0,0,0,0
445,布里豪斯,0,0,89,0,50,-50,0,0,0
446,塞泰的子嗣,27850,0,90,0,0,0,0,0,0
447,断爪者,27852,0,89,0,0,0,0,0,0
448,毒药大师波塔斯克,27854,0,89,0,0,0,0,0,0
449,凋零之光,27861,0,89,0,0,0,0,0,0
450,滑溜软泥,0,0,88,0,50,-50,0,0,0
451,奥斯奇拉,27869,0,89,0,0,0,0,0,0
452,贝蒂斯·爆篮,27874,0,89,0,0,0,0,0,0
453,脓花,27880,0,89,0,0,0,0,0,0
454,上古地狱火,0,0,546,1090,50,-50,0,0,0
455,血獠,0,0,89,0,50,-50,0,0,0
456,奥拉戈罗,0,0,89,0,50,-50,0,0,0
457,针尾巢穴,27882,0,90,0,0,0,0,0,0
458,炽燃能量,0,0,88,0,50,-50,0,0,0
459,无目者,27885,0,89,0,0,0,0,0,0
460,能量宝珠！,0,0,127,70,0,0,0,0,0
461,戈恰尔,27887,0,89,0,0,0,0,0,0
462,贪鳍,27889,0,89,0,0,0,0,0,0
463,孢子吞噬者贾斯卡,27893,0,89,0,0,0,0,0,0
464,太阳贤者瓦拉里克,27899,0,89,0,0,0,0,0,0
465,长青的菲拉克,27879,0,89,0,50,-50,0,0,0
466,失落的古树,26182,0,89,0,50,-50,0,0,0
467,石化的岩木,28055,0,89,0,0,0,0,0,0
468,“蓝焰”戈尔高,28066,0,89,0,0,0,0,0,0
469,洛克尔,28074,0,89,0,0,0,0,0,0
470,古树库鲁克,26182,0,89,0,50,-50,0,0,0
471,古树奥图克,26182,0,89,0,50,-50,0,0,0
472,古树洛鲁克,26182,0,89,0,50,-50,0,0,0
473,古树哈努克,26182,0,89,0,50,-50,0,0,0
474,穆塔芬,28085,0,89,0,0,0,0,0,0
475,军士长米格拉,31008,0,89,0,0,0,0,0,0
476,军需官赫沙克,31009,0,89,0,0,0,0,0,0
477,魔女泰普特莎,31010,0,89,0,0,0,0,0,0
478,戴米多斯,31012,0,89,0,0,0,0,0,0
479,暗影语者纳尔,31011,0,89,0,0,0,0,0,0
480,发现部落！,36470,0,60,1094,0,0,0,0,0
481,发现联盟！,36471,0,60,70,0,0,0,0,0
482,催眠魔蛙,26964,0,89,0,0,0,0,0,0
483,沼叶,28168,0,89,0,0,0,0,0,0
484,影皮,28174,0,89,0,0,0,0,0,0
485,夜喉,28176,0,89,0,0,0,0,0,0
486,迅豹,0,0,89,0,50,-50,0,0,0
487,阿莱克斯·巴罗夫,28140,0,89,4,50,-50,0,0,0
488,维尔顿·巴罗夫,28140,0,89,4,50,-50,0,0,0
489,被诅咒的生物,0,0,89,0,50,-50,0,0,0
490,黑暗编织者凯斯长老,0,0,89,0,50,-50,0,0,0
491,召唤者,0,0,43,70,0,0,0,0,0
492,马尔高什·护影,31130,0,89,0,0,0,0,0,0
493,无形梦魇怪,31128,0,89,0,0,0,0,0,0
494,虚空掠夺者乌奈,31129,0,89,0,0,0,0,0,0
495,基诺斯的黑暗祭坛,31133,0,90,0,0,0,0,0,0
496,食人魔火焰,0,0,203,1094,0,0,0,0,0
497,淡水兽贝索拉,28342,0,89,0,0,0,0,0,0
