ID,ZoneName,AreaName_lang,ContinentID,ParentAreaID,AreaBit,SoundProviderPref,SoundProviderPrefUnderwater,AmbienceID,UwAmbience,ZoneMusic,UwZoneMusic,IntroSound,UwIntroSound,FactionGroupMask,Ambient_multiplier,MountFlags,PvpCombatWorldStateID,WildBattlePetLevelMin,WildBattlePetLevelMax,WindSettingsID,ContentTuningID,Flags[0],Flags[1],LiquidTypeID[0],LiquidTypeID[1],LiquidTypeID[2],LiquidTypeID[3]
76,FallowSanctuary,农田避难所,0,8,173,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,31,1073758272,8192,0,0,0,0
77,Anvilmar,安威玛尔,0,6176,174,0,11,42,675,8,0,0,0,0,0.15,15,-1,0,0,0,1477,1076903936,0,0,0,0,0
80,StormwindMountains,暴风山脉,0,12,175,0,11,35,675,17,0,0,0,2,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
81,JeffNEQuadrantChanged,Jeff NE Quadrant,451,22,575,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
82,JeffNWQuadrant,Jeff NW Quadrant,451,22,176,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
83,JeffSEQuadrant,Jeff SE Quadrant,451,22,177,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
84,JeffSWQuadrant,Jeff SW Quadrant,451,22,178,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
85,TirisfalGlades,提瑞斯法林地,0,0,179,0,11,601,675,2,0,0,0,4,0.3,15,-1,1,2,0,75,16448,0,0,0,0,0
86,StoneCircleLake,石碑湖,0,12,180,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
87,Goldshire,闪金镇,0,12,548,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1076904000,8192,0,0,0,0
88,EastvaleLoggingCamp,东谷伐木场,0,12,181,0,11,35,675,1,0,672,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
89,ThunderFallsOrchard,明镜湖果园,0,12,182,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
91,TowerofAzora,阿祖拉之塔,0,12,183,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
92,MirrorLake,明镜湖,0,12,558,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
93,Vul'GolOgreMound,沃古尔食人魔山,0,10,628,0,11,0,675,774,0,0,0,0,0.15,15,-1,0,0,0,13,1073758272,8192,0,0,0,0
94,RavenHill,乌鸦岭,0,10,184,0,11,0,675,2,0,667,0,0,0.15,15,-1,0,0,0,13,1073758272,8192,0,0,0,0
95,RedridgeCanyon,赤脊峡谷,0,44,185,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
96,TowerofIlgalar,伊尔加拉之塔,0,44,186,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
97,Alther'sMill,奥瑟尔伐木场,0,44,187,0,11,0,675,748,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
98,RethbanCaverns,瑞斯班洞穴,0,44,188,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
99,RebelCamp,反抗军营地,0,33,189,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1075855424,8192,0,0,0,0
100,Nesingwary'sExpedition,奈辛瓦里远征队营地,0,33,585,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
101,Kurzen'sCompound,库尔森的营地,0,33,190,0,11,0,675,715,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
102,RuinsofZul'Kunda,祖昆达废墟,0,33,586,0,11,0,675,713,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
103,RuinsofZul'Mamwe,祖玛维废墟,0,33,191,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
104,TheVileReef,暗礁海,0,33,192,0,11,567,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
105,Mosh'OggOgreMound,莫什奥格食人魔山,0,33,193,0,11,0,675,963,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
106,TheStockpile,物资储藏点,0,33,194,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,0,0,0,0,0
107,Saldean'sFarm,萨丁农场,0,40,195,0,11,0,675,9,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,8192,0,0,0,0
108,SentinelHill,哨兵岭,0,40,196,0,11,0,675,709,0,0,0,0,0.15,15,-1,0,0,0,6,1076904000,8192,0,0,0,0
109,Furlbrow'sPumpkinFarm,法布隆南瓜农场,0,40,197,0,11,0,675,710,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,8192,0,0,0,0
111,JangolodeMine,詹戈洛德矿洞,0,40,198,0,11,0,675,9,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,8192,0,0,0,0
113,GoldCoastQuarry,金海岸矿洞,0,40,576,0,11,0,675,9,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,8192,0,0,0,0
115,WestfallLighthouse,西部荒野灯塔,0,40,199,0,11,567,675,9,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,8192,0,0,0,0
116,MistyValley,迷雾谷,0,8,200,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,31,1073758272,8192,0,0,0,0
117,Grom'golBaseCamp,格罗姆高营地,0,33,629,0,11,0,675,715,0,0,0,0,0.15,15,-1,0,0,0,18,1075855424,8192,0,0,0,0
118,Whelgar'sExcavationSite,维尔加挖掘场,0,11,201,0,11,0,675,191,0,0,0,0,0.15,15,-1,0,0,0,15,1073758272,8192,0,0,0,0
120,WestbrookGarrison,西泉要塞,0,12,559,0,11,35,675,787,0,0,0,0,0.15,15,-1,0,0,0,73,1075855424,8192,0,0,0,0
121,TranquilGardensCemetery,静谧花园墓场,0,10,202,0,11,0,675,771,0,0,0,0,0.15,15,-1,0,0,0,13,1073758272,8192,0,0,0,0
122,ZuuldaiaRuins,祖丹亚废墟,0,33,203,0,11,567,675,713,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
123,Bal'lalRuins,巴拉尔废墟,0,33,204,0,11,567,675,714,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
125,Kal'aiRuins,卡莱废墟,0,33,205,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
126,TkashiRuins,伽什废墟,0,33,206,0,11,0,675,714,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,0,0,0,0,0
127,Balia'mahRuins,巴里亚曼废墟,0,33,207,0,11,0,675,713,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
128,Ziata'jaiRuins,赞塔加废墟,0,33,208,0,11,0,675,714,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
129,MizjahRuins,米扎废墟,0,33,209,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
130,SilverpineForest,银松森林,0,0,210,0,11,28,675,2,0,0,0,4,0.4,15,-1,3,6,0,7,16448,0,0,0,0,0
131,Kharanos,卡拉诺斯,0,1,211,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,74,1076904000,8192,0,0,0,0
132,ColdridgeValley,寒脊山谷,0,6176,212,0,11,42,675,759,0,0,0,0,0.15,15,-1,0,0,0,1477,1074806784,0,0,0,0,0
133,Gnomeregan,新工匠镇,0,6457,213,0,11,42,675,765,0,665,0,0,0.15,15,-1,0,0,0,74,1073758208,8192,0,0,0,0
134,GolBolarQuarry,古博拉采掘场,0,1,214,0,11,0,675,8,0,0,0,0,0.15,15,-1,0,0,0,74,1073758272,8192,0,0,0,0
135,FrostmaneHold,霜鬃巨魔要塞,0,6457,215,0,11,42,675,0,0,121,0,0,0.15,15,-1,0,0,0,74,1073758208,8192,0,0,0,0
136,TheGrizzledDen,灰色洞穴,0,1,216,0,11,0,675,0,0,666,0,0,0.15,15,-1,0,0,0,74,1073758272,8192,0,0,0,0
137,BrewnallVillage,烈酒村,0,6457,217,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,74,1075855424,8192,0,0,0,0
138,MistyPineRefuge,雾松避难所,0,1,218,0,11,0,675,8,0,664,0,0,0.15,15,-1,0,0,0,74,1073758272,8192,0,0,0,0
139,EasternPlaguelands,东瘟疫之地,0,0,219,0,11,37,675,775,0,0,0,0,0.5,15,-1,12,13,0,35,16448,0,0,0,0,0
141,Teldrassil,泰达希尔,1,0,220,0,11,584,675,11,0,0,0,2,0.4,15,-1,1,2,0,72,16448,0,0,0,0,0
142,Ironband'sExcavationSite,铁环挖掘场,0,38,221,0,11,0,675,1,0,681,0,0,0.15,15,-1,0,0,0,9,1073758272,8192,0,0,0,0
143,Mo'groshStronghold,莫格罗什要塞,0,38,222,0,11,573,675,793,0,0,0,0,0.15,15,-1,0,0,0,9,1073758272,8192,0,0,0,0
144,Thelsamar,塞尔萨玛,0,38,223,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,9,1076904000,8192,0,0,0,0
145,AlgazGate,奥加兹大门,0,38,224,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,9,1073758272,8192,0,0,0,0
146,StonewroughtDam,巨石水坝,0,38,225,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,9,1075855424,8192,0,0,0,0
147,TheFarstriderLodge,旅行者营地,0,38,226,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,9,1073758272,8192,0,0,0,0
148,Darkshore,黑海岸,1,0,227,0,0,575,675,867,0,0,0,2,0.6,15,-1,3,6,0,5,16448,0,0,0,0,0
149,SilverStreamMine,银泉矿洞,0,38,228,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,9,1073758272,8192,0,0,0,0
150,MenethilHarbor,米奈希尔港,0,11,229,0,11,567,675,702,0,0,0,0,0.15,15,-1,0,0,0,15,1075855424,8192,0,0,0,0
151,DesignerIsland,Designer Island,451,0,560,0,11,47,675,226,0,0,0,0,0.15,15,-1,0,0,0,798,16448,0,0,0,0,0
152,TheBulwark,亡灵壁垒,0,85,230,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1075855424,8192,0,0,0,0
153,RuinsofLordaeron,洛丹伦废墟,0,85,607,0,11,1588,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
154,Deathknell,丧钟镇,0,6454,231,0,11,607,675,712,0,0,0,0,0.15,15,-1,0,0,0,75,1076903936,0,0,0,0,0
155,NightWebsHollow,夜行蜘蛛洞穴,0,6454,232,0,11,40,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758208,0,0,0,0,0
156,SollidenFarmstead,索利丹农场,0,85,233,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
157,AgamandMills,阿加曼德磨坊,0,85,234,0,11,0,675,15,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
158,AgamandFamilyCrypt,阿加曼德家族墓穴,0,85,235,0,11,0,675,15,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,0,0,0,0,0
159,Brill,布瑞尔,0,85,236,0,11,0,675,712,0,0,0,0,0.15,15,-1,0,0,0,75,1076904000,8192,0,0,0,0
160,WhisperingGardens,耳语花园,0,85,237,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
161,TerraceofRepose,休息区,0,85,238,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
162,BrightwaterLake,澈水湖,0,85,239,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
163,Gunther'sRetreat,冈瑟尔的居所,0,85,240,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,0,0,0,0,0
164,Garren'sHaunt,加伦鬼屋,0,85,241,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
165,BalnirFarmstead,巴尼尔农场,0,85,242,0,11,0,675,15,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
166,ColdHearthManor,炉灰庄园,0,85,243,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
167,CrusaderOutpost,十字军前哨,0,85,244,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
168,TheNorthCoast,北部海岸,0,85,245,0,11,567,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,0,0,0,0,0
169,Whispering Shore,耳语海岸,0,85,577,0,11,567,675,0,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,0,0,0,0,0
170,LordamereLake,洛丹米尔湖,0,0,246,0,11,31,675,2,0,0,0,0,0.15,15,-1,0,0,0,7,16448,0,0,0,0,0
172,FenrisIsle,芬里斯岛,0,130,247,0,11,0,675,718,0,0,0,0,0.15,15,-1,0,0,0,7,1073758272,8192,0,0,0,0
173,Faol'sRest,法奥之墓,0,85,620,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,0,0,0,0,0
186,Dolanaar,多兰纳尔,1,141,622,0,11,0,675,11,0,712,0,0,0.15,15,-1,0,0,0,72,1076904000,8192,0,0,0,0
187,DarnassusUNUSED,Darnassus UNUSED,1,141,248,0,11,48,675,76,0,63,0,0,0.15,15,-1,0,0,0,72,1073758272,8192,0,0,0,0
188,Shadowglen,幽影谷,1,6450,561,0,11,48,675,11,0,0,0,0,0.15,15,-1,0,0,0,72,1076903936,0,0,0,0,0
189,Steelgrill'sDepot,钢架补给站,0,1,249,0,11,0,675,8,0,0,0,0,0.15,15,-1,0,0,0,74,1073758272,8192,0,0,0,0
190,Hearthglen,壁炉谷,0,28,250,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
192,NorthridgeLumberCamp,北山伐木场,0,28,251,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
193,RuinsofAndorhal,安多哈尔,0,28,252,0,11,0,675,15,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
195,SchoolofNecromancy,通灵术学校,0,28,253,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,0,0,0,0,0
196,UthersTomb,乌瑟尔之墓,0,28,578,0,11,0,675,15,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,0,0,0,0,0
197,SorrowHill,悔恨岭,0,28,254,0,11,0,675,671,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
198,TheWeepingCave,哭泣之洞,0,28,255,0,11,37,675,0,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
199,FelstoneField,费尔斯通农场,0,28,256,0,11,0,675,10,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
200,Dalson'sTears,达尔松农场,0,28,257,0,11,0,675,10,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
201,Gahrron'sWithering,盖罗恩农场,0,28,258,0,11,37,675,10,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
202,TheWrithingHaunt,嚎哭鬼屋,0,28,259,0,11,0,675,670,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
203,MardenholdeKeep,玛登霍尔德城堡,0,28,260,0,11,0,675,193,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,0,0,0,0,0
204,PyrewoodVillage,焚木村,0,130,261,0,11,0,675,720,0,301,0,0,0.15,15,-1,0,0,0,7,1073758272,8192,0,0,0,0
205,DunModr,丹莫德,0,11,262,0,11,0,675,191,0,0,0,0,0.15,15,-1,0,0,0,15,1073758272,8192,0,0,0,0
206,UtgardeKeep,乌特加德城堡,574,0,263,0,11,429,675,0,0,0,0,0,0.7,13,-1,0,0,0,249,0,12,0,0,0,0
207,TheGreatSea,无尽之海,36,0,264,0,11,0,675,9,0,0,0,0,0.15,13,-1,0,0,0,202,64,0,0,0,0,0
208,UnusedIroncladcove,铁甲山谷,36,0,265,76,11,34,675,0,0,0,0,0,0.15,13,-1,0,0,0,202,64,0,0,0,0,0
209,ShadowfangKeep,影牙城堡,33,0,266,0,11,28,675,2,0,0,0,4,0.15,13,-1,0,0,0,213,0,8204,0,0,0,0
210,Icecrown,冰冠冰川,571,0,267,0,11,466,675,421,0,543,0,0,0.75,15,-1,22,23,0,51,69,8192,0,0,0,0
211,IceflowLake,涌冰湖,0,6457,268,0,11,42,675,8,0,0,0,0,0.15,15,-1,0,0,0,74,1073758208,8192,0,0,0,0
212,Helm'sBedLake,盔枕湖,0,1,269,0,11,0,675,8,0,0,0,0,0.15,15,-1,0,0,0,74,1073758272,8192,0,0,0,0
213,DeepElemMine,埃利姆矿洞,0,130,270,0,11,0,675,2,0,324,0,0,0.15,15,-1,0,0,0,7,1073758272,8192,0,0,0,0
