ID,Body_lang
108,你好啊，$n，我又来了！$B$B虽然我和烟林牧场的好伙伴们忙得天昏地暗，但是我想应该给你寄一些特殊的东西。当你知道我们把萨克斯从奥特兰克救了出来的消息时应该很高兴吧？他给你送上了最真挚的祝福！$B$B在拯救他的过程中，我们研究出了一种华丽的装置，你应该会喜欢它。你需要一个雪球给它提供能量，不过我敢说你会非常非常喜欢它的！$B$B- 冬天爷爷
109,你好，我的朋友！我希望你近来一切都好。$B$B我想再次对你协助我们抵抗哈卡的事迹表示感谢。希望我们能很快击败血神，并再次见面。你不在这里会是我们的一大损失！$B$B随信附送的是一枚小小的勋章，这是我们的一点心意，请你收下吧。让我们同心协力，共同击败哈卡！$B$B赞扎与你同在！$B$B温卡萨，赞扎的仆从
110,尊敬的$n：$B$B你交给指挥官玛尔利斯的信息看起来是非常重要的。我们已经根据这些情报修正了针对暮光之锤的作战计划。$B$B为了表彰你无私的奉献和支持，我们要送给你一些微薄的谢礼。希望我们能继续和你并肩作战。$B$B向你致敬。$B$B唤风者梅恩·长角
111,我的朋友，近来还好吧？希望你在为部落而战的征途上又有了新的斩获。我衷心期望着有一天，其他冒险者们会像崇敬格罗姆·地狱咆哮那样崇敬你。$B$B我没有忘记你在收获节中为了纪念格罗姆·地狱咆哮而做的事情，为此，我寄给你了一些你可能用得到的东西。$B$B为了部落！$B$B亚尼·纳沙克
112,"向你致意，年轻的德鲁伊！

我很高兴看到你成长得这么快，你也应该对自己能成为一名掌握熊形态力量的德鲁伊而感到自豪。但是，这个世界上还有许多东西等着你去学习，所以当你达到14级之后就到达纳苏斯的塞纳里奥区来找我吧。

- 玛斯雷·驭熊者"
113,我的朋友，近来还好吧？希望你在为联盟而战的征途上又有了新的斩获。我衷心期望着有一天，其他冒险者们会像崇敬光明使者乌瑟尔那样崇敬你。$B$B我没有忘记你在收获节中为了纪念乌瑟尔而做的事情，为此，我寄给你了一些你可能用得到的东西。$B$B以铜须的名义，$B$B瓦格纳·巨锤
114,"向你致意，年轻的德鲁伊！

我之所以给你写这封信，是因为你在德鲁伊的修行之道上取得了令人惊异的进展。塞纳留斯教导我们德鲁伊的东西有很多，我很高兴能帮助你在这方面继续成长。很快你就要开始学习水生形态了，所以，当你达到16级之后就来找我，我会尽我所能给你传授知识的。

图拉克·符文图腾"
115,"向你致意，年轻的德鲁伊！

我之所以给你写这封信，是因为你在德鲁伊的修行之道上取得了令人惊异的进展。塞纳留斯教导我们德鲁伊的东西有很多，我很高兴能帮助你在这方面继续成长。很快你就要开始学习水生形态了，所以，当你达到16级之后就来找我，我会尽我所能给你传授知识的。

- 玛斯雷·驭熊者"
116,"向你致意，年轻的德鲁伊！

我很高兴看到你成长得这么快，你也应该对自己能成为一名掌握熊形态力量的德鲁伊而感到自豪。但是，这个世界上还有许多东西等着你去学习，所以当你达到14级之后就到雷霆崖的长者高地来找我吧。

图拉克·符文图腾"
117,你好啊，$n，我又来了！$B$B虽然我和烟林牧场的好伙伴们忙得天昏地暗，但是我想应该给你寄一些特殊的东西。当你知道我们把萨克斯从奥特兰克救了出来的消息时应该很高兴吧？他给你送上了最真挚的祝福！$B$B在拯救他的过程中，我们研究出了一种华丽的装置，你应该会喜欢它。你需要一个雪球给它提供能量，不过我敢说你会非常非常喜欢它的！$B$B- 冬天爷爷
118,你好，$n！希望你能在冬幕节度过了一段美好的时光！$B$B你解了我的馋，所以我要送你一点别的东西，一些来自烟林牧场的好东西。如果你还没有得到礼品的话，请在节日结束之前设法搞到！$B$B祝你开心……$B- 冬天爷爷
119,你好，我写这封信是要告诉你，羽月要塞一切都好。我做了一些新的皮革装备，感谢你对我的帮助！$B$B我还剩下了一些皮革，所以就寄给你来表示我的谢意。如果你再次路过羽月要塞，别忘了来我这里坐坐！$B$B你的朋友，$B普拉特
120,你好，我写这封信是要告诉你，莫沙彻营地一切都好。我做了一些新的皮革装备，感谢你对我的帮助！$B$B我还剩下了一些皮革，所以就寄给你来表示我的谢意。如果你再次路过莫沙彻营地，别忘了来我这里坐坐！$B$B愿你的祖先与你同在，$B杉多尔
121,这件小小的礼物不会给你答案，但也许它可以让你感到快乐。
122,$n：$B$B再一次感谢你拯救了梅森，你也因此在烟林牧场得到了一个新的朋友。$B$B说到这里……我们的大厨格拉库正在尝试一个新的食谱，我想你也许会对此感兴趣？祝你冬幕节快乐！$B$B祝你的钱包永远叮当响，$B凯玛德
123,勇士：$B$B蓝龙军团相信你注定要经历一些伟大的事件，一些比我的想象更加重要的事情。$B$B不管你怎么想，我们这个世界确实需要英雄。在你生命中最黑暗的时刻，在你面对卡利姆多最凶险的敌人时，请不要忘记你为了一个老侏儒而经历的那些史诗般的历程，试炼，还有磨难。让这些回忆成为你勇气的来源吧。$B$B此致，$B$B纳瑞安$B$B另附：关于维修费的事情，我很抱歉。
124,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
125,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
126,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
127,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
128,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
129,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
130,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
131,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
132,这件小小的礼物不会给你答案，但也许它可以让你感到快乐。
133,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
134,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
135,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
136,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
137,这件小小的礼物不会给你答案，但也许它可以让你感到快乐。
138,这件小小的礼物不会给你答案，但也许它可以让你感到快乐。
139,这件小小的礼物不会给你答案，但也许它可以让你感到快乐。
140,这件小小的礼物不会给你答案，但也许它可以让你感到快乐。
141,这件小小的礼物不会给你答案，但也许它可以让你感到快乐。
142,这件小小的礼物不会给你答案，但也许它可以让你感到快乐。
143,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
144,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
145,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
146,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
147,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
148,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
149,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
150,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
151,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
152,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
153,这件小小的礼物不会给你答案，但也许它可以让你感到快乐。
154,这件小小的礼物不会给你答案，但也许它可以让你感到快乐。
155,这件小小的礼物不会给你答案，但也许它可以让你感到快乐。
156,这件小小的礼物不会给你答案，但也许它可以让你感到快乐。
157,这件小小的礼物不会给你答案，但也许它可以让你感到快乐。
158,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
159,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
160,这件小小的礼物不会给你答案，但也许它可以让你感到快乐。
161,$n：$B$B再一次感谢你拯救了梅森，你也因此在烟林牧场得到了一个新的朋友。$B$B说到这里……我们的大厨格拉库正在尝试一个新的食谱，我想你也许会对此感兴趣？祝你冬幕节快乐！$B$B祝你的钱包永远叮当响，$B乌莫尔特
162,Need to fix tab ordergin
165,YOh!
166,ab
167,<UNUSED>
168,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
169,This is a test of the emergency broadcast system.
170,Hello. What are you talking about?  This isn't crashing?
171,$n：$B请尽快打开我们寄给你的这封信，并响应我们的号召。银色黎明需要你的帮助！
172,$n：$B$B我收到了这份与你在天灾士兵身上找到的文件有关的报告。虽然可能不是很有价值，但你可能会感兴趣。$B$B再次感谢你做出的努力。$B名单登记员$B银色黎明
173,$n：$B$B我收到了这份与你在天灾士兵身上找到的文件有关的报告。虽然可能不是很有价值，但你可能会感兴趣。$B$B再次感谢你做出的努力。$B名单登记员$B银色黎明
174,$n：$B$B我收到了这份与你在天灾士兵身上找到的文件有关的报告。虽然可能不是很有价值，但你可能会感兴趣。$B$B再次感谢你做出的努力。$B名单登记员$B银色黎明
175,$n：$B$B我收到了这份与你在天灾士兵身上找到的文件有关的报告。虽然可能不是很有价值，但你可能会感兴趣。$B$B再次感谢你做出的努力。$B名单登记员$B银色黎明
176,$n：$B$B我收到了这份与你在天灾士兵身上找到的文件有关的报告。虽然可能不是很有价值，但你可能会感兴趣。$B$B再次感谢你做出的努力。$B名单登记员$B银色黎明
177,$n：$B$B我收到了这份与你在天灾士兵身上找到的文件有关的报告。虽然可能不是很有价值，但你可能会感兴趣。$B$B再次感谢你做出的努力。$B名单登记员$B银色黎明
178,感谢你玩《魔兽世界》！
179,这是给你的奖励，幸运的家伙！别在拍卖所把它们都花光了……
180,立即打开它。
181,在观察虚空的时候，我们不经意间发现了这些东西。祝你好运，另外……跟魔法打交道的时候要格外小心。
182,你赢得了一头铁甲虚空幼龙坐骑，真是帅呆了！
183,你收到了一封卡德加的来信。
184,$n：$B$B谢谢你陪我在儿童周度过的那些欢乐时光。你知道吗，预言者努波顿已经征得了孤儿监护员的同意，我可以跟随他在埃索达学习知识了。$B$B谢谢你带我去参观那些漂亮的地方，还带我去探望了我的兄弟希尔。我很想他，也很想你。还有，仪式广场、黑暗之门、时空之穴都是很棒的地方啊！$B$B我想你一定在小心照料我的宠物吧。告诉他我也很想他！$B$B爱你的，$B$B多尔南
185,亲爱的$n，$B$B谢谢你陪我在儿童周度过的那些欢乐时光。血骑士的领袖女伯爵莉亚德琳已经征得了孤儿监护员的同意，我可以跟随她在银月城学习知识了。$B$B谢谢你带我去探望了我的朋友哈克乌。还有，黑暗之门、元素王座、时空之穴都是很棒的地方啊。我非常喜欢那个玩具龙！$B$B我想你一定在小心照料我的宠物吧。告诉他我很想他！$B$B诚挚的，$B$B萨兰蒂亚
186,我们在扭曲虚空中发现了这枚你不慎遗失的幸运金币！
187,酿制一些美味的苹果热酒，跟你的朋友们在节日中共同分享吧！
188,裁剪一些漂亮的绿色冬衣，跟你的朋友们在节日中共同分享吧！
189,最近我在虚空中捕获了这条虚空幼龙，它似乎是你的坐骑，并且很急切地想要为你效劳！尽情享受你的新坐骑吧！
190,请查收以下的物资，这是在关闭您的公会银行时整理出来的。
191,裁剪一些漂亮的红色冬衣，跟你的朋友们在节日中共同分享吧！
192,制作一些温暖舒适的冬靴，跟你的朋友们在节日中共同分享吧！
193,亲爱的$n：$B$B我从指挥官塞雅·蓝钢的私人信使那里收到了女儿的信件。信使还说，这封信是你找到的。$B$B谢谢你托人将它送到我手中。勇敢的旅者，远赴诺森德作战的日子想必异常艰苦。$B$B我一定会为艾米报仇的。蓝龙军团施加在她身上的种种痛苦，我要它们加倍偿还！$B$B请接受我的致敬与致谢，$B$B- 大法师马林
194,亲爱的$n：$B$B我从阿格玛大王的私人信使那里收到了弟弟的信件。信使还说，这封信是你找到的。$B$B谢谢你托人将它送到我手中。勇敢的旅者，远赴诺森德作战的日子想必异常艰苦。$B$B我一定会为塔辛尼报仇的。蓝龙军团施加在他身上的种种痛苦，我要它们加倍偿还！$B$B请接受我的致敬与致谢，$B$B- 迪诺
195,你在战场上表现出的英勇气概给竞争之魂留下了深刻的印象……干得漂亮！这件竞争者的战袍就作为奖励送给你吧。愿你以此为荣。
196,你怀着满腔激情，勇敢地面对敌人的挑战，竞争之魂以你为荣！戴上这枚金牌，你必定会赢得民众的爱戴。
197,$n，你好！$b$b    祝你新年快乐。如果你还有什么烦心事儿，就去向我们的商贩讨一杯新酿的美酒吧。它能带走你的所有不快。$b$b    饮下这杯酒样，新年就能行大运！$b$b- 本月美酒俱乐部
198,$n，$b$b    有时你很难抵挡美酒的魔力。我们的新酿酒很棒吧，你是不是一口就喝光了呀？$b$b    如果你喜欢这些酒样的话，可以向我们的商贩购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
199,$n，你好！$b$b    说到甜酒，还有什么比蜂蜜更好的配料呢？人人都喜欢蜂蜜的香甜。你只要喝一口我们酿造的甜酒，就会认可这一点。$b$b    如果你喜欢这些酒样的话，可以在商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
200,$n，你好，$b$b    不少会员提出我们应该酿造一种低度的起泡酒。我们反复强调这不是“本月香槟俱乐部”的，但是需求的呼声越来越高，所以呢，希望本月的新酿能满足他们吧。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
201,$n，你好！$b$b    春天随风而至，现在就来体验这一季的温暖吧！试试我们的新酿春季烈酒。它能带给你神清气爽的感受，最适合春天饮用啦。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
202,$n，$b$b    本月我们新推出一种烈酒！来自黑石山的黑石窖藏啤酒。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
203,$n，你好。$b$b    本月我们为你奉上一份极棒的佳酿。本月美酒俱乐部的会员去了荆棘谷探险，带回了这种神秘的美酒。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
204,$n，你好。$b$b    你要知道，有时我们需要长途跋涉才能寻访到真正的美酒。本月的佳酿就来自遥远的异域，虽然路途艰辛，我们却觉得非常值得。$b$b    如果你喜欢这些酒样的话，可以在商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
205,嗨，$n。$b$b    人们对本月的美酒褒贬不一；我相信你要么喜欢得不得了，要么觉得极其难喝。我们想让你亲口品尝后再下论断。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
206,$n，你好！$b$b    本月的佳酿是为了庆祝秋天这个象征收获的季节的。它甘甜醇美，回味悠长，如同这一季的美好。你若是不信，尝尝好了。$b$b    如果你喜欢这些酒样的话，可以在商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
207,$n，你好！$b$b    祝你新年快乐。如果你还有什么烦心事儿，就去向我们的商贩讨一杯新酿吧：巴特莱特苦酒。它的口感无与伦比，不过我得提前警告你，肠胃不好的话还是少喝点比较好。$b$b    与你的朋友分享吧！$b$b- 本月美酒俱乐部
208,$n，$b$b    夏天结束了，不少会员战胜了强大的冰霜之王。他们甚至还发现了冰霜之王的酒窖。那些酒酿可珍贵啦，我们设法储存了一批，这份酒样就送给你品尝品尝。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
209,$n，$b$b    欢迎加入本月美酒俱乐部！俱乐部致力于为您提供世界各地最棒的美酒。$b$b    每个月我们都会为您寄送一份新酿。如果您喜欢的话，就前往铁炉堡的石火旅店，与本月美酒俱乐部的成员谈一谈。$b$b    $n，再次欢迎您的加入。$b$b- 本月美酒俱乐部
210,$n，$b$b    欢迎加入本月美酒俱乐部！俱乐部致力于为您提供世界各地最棒的美酒。$b$b    每个月我们都会为您寄送一份新酿。如果您喜欢的话，就前往力量谷，与本月美酒俱乐部的成员谈一谈。$b$b    $n，再次欢迎您的加入。$b$b- 本月美酒俱乐部
211,我们谨代表热砂港搏击协会祝贺您在本赛季中取得的成功。$B$B为了表彰您的技艺和勇猛，我们决定赠送您一头复仇角斗士的虚空幼龙，希望它能为您效力。
212,$n，你好！$b$b    祝你新年快乐。如果你还有什么烦心事儿，就去向我们的商贩讨一杯新酿的美酒吧。它能带走你的所有不快。$b$b    饮下这杯酒样，新年就能行大运！$b$b- 本月美酒俱乐部
213,$n，$b$b    有时你很难抵挡美酒的魔力。我们的新酿酒很棒吧，你是不是一口就喝光了呀？$b$b    如果你喜欢这些酒样的话，可以向我们的商贩购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
214,$n，你好！$b$b    说到甜酒，还有什么比蜂蜜更好的配料呢？人人都喜欢蜂蜜的香甜。你只要喝一口我们酿造的甜酒，就会认可这一点。$b$b    如果你喜欢这些酒样的话，可以在商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
215,$n，你好，$b$b    不少会员提出我们应该酿造一种低度的起泡酒。我们反复强调这不是“本月香槟俱乐部”的，但是需求的呼声越来越高，所以呢，希望本月的新酿能满足他们吧。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
216,$n，你好！$b$b    春天随风而至，现在就来体验这一季的温暖吧！试试我们的新酿春季烈酒。它能带给你神清气爽的感受，最适合春天饮用啦。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
217,$n，$b$b    本月我们新推出一种烈酒！来自黑石山的黑石窖藏啤酒。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
218,$n，你好。$b$b    本月我们为你奉上一份极棒的佳酿。本月美酒俱乐部的会员去了荆棘谷探险，带回了这种神秘的美酒。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
219,$n，你好。$b$b    你要知道，有时我们需要长途跋涉才能寻访到真正的美酒。本月的佳酿就来自遥远的异域，虽然路途艰辛，我们却觉得非常值得。$b$b    如果你喜欢这些酒样的话，可以在商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
220,嗨，$n。$b$b    人们对本月的美酒褒贬不一；我相信你要么喜欢得不得了，要么觉得极其难喝。我们想让你亲口品尝后再下论断。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
221,$n，你好！$b$b    本月的佳酿是为了庆祝秋天这个象征收获的季节的。它甘甜醇美，回味悠长，如同这一季的美好。你若是不信，尝尝好了。$b$b    如果你喜欢这些酒样的话，可以在商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
222,$n，你好！$b$b    祝你新年快乐。如果你还有什么烦心事儿，就去向我们的商贩讨一杯新酿吧：巴特莱特苦酒。它的口感无与伦比，不过我得提前警告你，肠胃不好的话还是少喝点比较好。$b$b    与你的朋友分享吧！$b$b- 本月美酒俱乐部
223,$n，$b$b    夏天结束了，不少会员战胜了强大的冰霜之王。他们甚至还发现了冰霜之王的酒窖。那些酒酿可珍贵啦，我们设法储存了一批，这份酒样就送给你品尝品尝。$b$b    如果你喜欢这份酒样的话，可以从商贩那里购买哟。$b$b好好享受吧！$b$b- 本月美酒俱乐部
224,亲爱的$n$g先生:女士;，希望你一切顺利。我写这封信是想告诉你，你要找的骑术训练师就是我啦。如果你愿意的话，就沿着暴风城东边的道路一直走，来东谷伐木场找我吧。学费只需4枚金币，非常合理。要是你还想买一匹更快的坐骑练习骑术的话，养马人凯蒂·亨特就出售各种漂亮的马儿哦，每匹最多只需1枚金币。$B$B- 兰达尔·亨特
225,亲爱的$n，希望你一切顺利。我写这封信是想告诉你，你要找的骑术训练师就是我啦。如果你愿意的话，就来达纳苏斯的塞纳里奥区找我吧。学费只需4枚金币，非常合理。要是你还想买一匹坐骑练习骑术的话，驯豹人莱兰奈就出售各种漂亮的豹子哦，每匹最多只需1枚金币。$B$B- 贾萨姆
226,嗨，亲爱的！想要学习骑术吗？那沿着铁炉堡东边的道路一直走，来冻石农场找我吧。学费只需4枚金币，非常合理。要是你还想买一匹坐骑练习骑术的话，维隆·冻石就出售各种漂亮的山羊哦，每匹最多只需1枚金币。$B$B- 奥萨姆
227,$n，你好。$B$B希望你一切顺利。我写这封信是想告诉你，你要找的骑术训练师就是我啦。如果你愿意的话，就来埃索达的入口处找我吧。学费只需4枚金币，非常合理。要是你还想买一匹坐骑练习骑术的话，象群管理者妥拉留斯就出售各种漂亮的雷象哦，每匹只需1枚金币。$B$B- 埃亚伦
228,嗨，$n！想要跑得更快些吗？那就来卡拉诺斯东北方的钢架补给站找我和米利吧。$B$B我只收4枚金币的学费，价格非常厚道。要是你还想买一架机械陆行鸟的话，米利制造的机械陆行鸟每架最多只需1枚金币！$B$B等你来哦！宾吉
229,嗨，勇敢的$n。我写这封信是想告诉你，你要找的骑术训练师就是我啦。如果你愿意的话，就来血蹄村找我吧。学费只需4枚金币，非常合理。要是你还想买一匹坐骑练习骑术的话，哈布·爪蹄就出售各种漂亮的科多兽哦，每匹最多只需1枚金币。$B$B- 卡尔·雷歌
230,$n，想要学习骑术吗？那就来森金村找我吧。学费只需4枚金币，非常合理。还想购买一匹坐骑来练习骑术？那就和祖尼尔谈一谈吧，他出售各种漂亮的迅猛龙哦，每头只要1枚金币。别受巫毒的蛊惑！$B$B克萨尔迪
231,愿力量与荣耀与你同在，$n！我是奥格瑞玛的骑术训练师。如果你想要学习骑术的话，就来荣誉谷找我吧。学费只需4枚金币，非常合理。要是你还想买一匹坐骑练习骑术的话，驯狼者奥古纳罗就出售各种漂亮的狼哦，每匹最多只需1枚金币。$B$B- 基尔达
232,亲爱的$n，希望你一切顺利。我写这封信是想告诉你，你要找的骑术训练师就是我啦。如果你愿意的话，就沿着银月城的牧羊人之门往东南方走，来苏伦的养殖场找我吧。学费只需4枚金币，非常合理。要是你还想买一匹坐骑练习骑术的话，陆行鸟饲养员维奈丝特拉就出售各种漂亮的陆行鸟哦，每匹最多只需1枚金币。$B$B- 佩拉斯卡米
233,亲爱的$n$g先生:女士;，$B$B我写这封信是想告诉你，你要找的骑术训练师就是我啦。如果你愿意的话，就来布瑞尔找我吧。学费只需4枚金币，非常合理。要是你还想买一匹坐骑练习骑术的话，撒迦利亚·普斯特就出售各种漂亮的亡灵马哦，每匹最多只需1枚金币。$B$B- 维尔玛·瓦纳姆
234,克雷娜得知我们私自放走了一名猎户，她正为此大动肝火呢。$B$B你最好小心行事，不然我们都会被扔进斗兽场里去跟熊搏斗。$B$B- 高戈娜
235,收件人：$n$B$B发件人：奈辛瓦里特殊坐骑供应有限公司$B$B货品清单：$B$B- 一只(1)斑马$B$B- 一套(1)斑马坐鞍$B$B- 四只(4)斑马蹄铁$B$B- 两只(2)备用斑马蹄铁$B$B- 请勿堵塞通风口 -
236,"致：阿比迪斯将军
新阿瓦隆，血色领地"
237,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
238,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
239,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
240,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
241,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
242,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
243,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
244,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
245,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
246,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
247,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
248,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
249,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
250,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
251,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
252,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
253,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
254,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
255,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
256,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
257,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
258,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
259,非常感谢你今天来看望我，请收下我送给你的春节礼物吧。
260,感谢你来看望我，$n。我很高兴，因为我们还没有被遗忘。
