ID,Name_lang,CreatureID,PortraitFileDataID,UiTextureKitID,UiAnimScale,UiAnimHeight,Flags,AutoCombatantID
61,影月通灵师,82413,1067287,0,1.55,0.5,0,0
62,影月暗法师,82414,1067282,0,1.55,0.5,0,0
63,雷霆平原行者,83059,1067312,0,0.75,0.55,0,0
64,高里亚奥术师,83067,1067413,0,1.2,0.5,0,0
65,高里亚武士,83071,1067409,0,1.2,0.5,0,0
66,钢铁烈焰先知,83128,1067339,0,1.4,0.5,0,0
67,钢铁烈焰先知,83126,1067270,0,1.4,0.5,0,0
68,先知贝莱姆斯,83236,1067399,0,0.9,0.53,0,0
69,古老的塔尔纳,83236,1067399,0,0.9,0.53,0,0
70,通天峰唤风者,83357,1067403,0,0.9,0.55,0,0
71,信徒追猎刺客,83363,1067405,0,0.9,0.55,0,0
72,邪铸毁灭者,83379,1067240,0,0.75,0.55,0,0
73,血鬃主母,83074,1067433,0,0.8,0.55,0,0
74,暗影徘徊者,83347,1067465,0,1.2,0.5,0,0
75,魔焰地狱火,83170,1067195,0,0.75,0.55,0,0
76,燃烧抢劫者,83382,1067237,0,0.9,0.55,0,0
77,黑暗精魂,83256,1067191,0,1.4,0.55,0,0
78,虚空精魂,83251,1416404,0,1.4,0.55,0,0
79,戈尔,83098,1067407,0,0.75,0.55,0,0
80,贪婪的噬铁者,83193,1067290,0,0.75,0.55,0,0
81,刀塔蛮兵,83043,1067419,0,1.2,0.5,0,0
82,刀塔虐待者,83042,1067420,0,1.2,0.5,0,0
83,刀塔占卜师,83045,1067422,0,1.2,0.5,0,0
84,雷神风语者,83120,1067286,0,1.5,0.5,0,0
85,伊格德尔,83225,1067302,0,0.55,0.55,0,0
86,雷神猛禽猎手,83118,1067285,0,1.5,0.5,0,0
87,雷神兽骑兵,83122,1067284,0,1.5,0.5,0,0
88,月皮古树,83226,1067303,0,0.55,0.55,0,0
89,纳格兰掠夺者,83135,1067388,0,1.5,0.5,0,0
90,战歌唤地者,83140,1067358,0,1.5,0.5,0,0
91,刃喉秘法师,83084,1067432,0,0.8,0.55,0,0
92,刃喉疤牙战士,83074,1067433,0,0.8,0.55,0,0
93,刃喉虐待者,83081,1067431,0,0.8,0.55,0,0
94,信徒驭鸦者,83353,1067381,0,0.9,0.55,0,0
95,信徒刀翼战士,83354,1067401,0,0.9,0.55,0,0
96,信徒太阳祭司,83356,1067404,0,0.9,0.55,0,0
97,萨格雷警戒者,83241,1067367,0,1.3,0.5,0,0
98,萨格雷导魔者,83242,1067368,0,1.3,0.5,0,0
99,萨格雷锢魂者,83243,1067366,0,1.3,0.5,0,0
100,石槌奴隶主,83045,1067422,0,1.2,0.5,0,0
101,奴隶主奥克默克,83062,1067418,0,1.2,0.5,0,0
102,奥术碎地者,83070,1067414,0,1.2,0.5,0,0
103,高里亚战争法师,83072,1067410,0,1.2,0.5,0,0
104,高里亚战争法师,83072,1067410,0,1.2,0.5,0,0
105,刃月原祖荆兽,83233,1067400,0,0.9,0.53,0,0
106,木精栽培者,83217,1067380,0,0.9,0.55,0,0
107,木精守望者,83217,1067380,0,0.9,0.55,0,0
108,影背掠食者,83103,1067345,0,0.9,0.45,0,0
109,影背掠食者,83106,1067346,0,0.9,0.45,0,0
110,影背掠食者,83107,1067343,0,0.9,0.45,0,0
111,炽热的地狱火,83170,1067195,0,0.75,0.55,0,0
112,石鳞,83214,1067187,0,1.45,0.4,0,0
113,血皮凝视者,83213,1067186,0,1.45,0.4,0,0
114,雪地潜伏者,84858,1087727,0,1.45,0.4,0,0
115,熔岩元素,83147,1067228,0,1.2,0.4,0,0
116,冰怒元素,83152,1067233,0,1.2,0.4,0,0
118,紫兰妖花,83301,1067341,0,1,0.4,0,0
119,影月灵爪战士,83129,1067347,0,1.5,0.5,0,0
120,魔荚吐疫者,83292,1067330,0,1.9,0.45,0,0
121,冰霜之怒,83151,1067221,0,1.2,0.4,0,0
122,贪婪的噬铁者,83192,1067288,0,1.4,0.45,0,0
123,污煤监工,83041,1067421,0,1.2,0.5,0,0
124,月皮古树,83225,1067302,0,0.55,0.55,0,0
125,影月灵斧战士,83133,1067294,0,1.5,0.5,0,0
126,黑暗精魂,83386,1067428,0,1.4,0.55,0,0
127,雷神猛禽猎手,83117,1067306,0,1.5,0.5,0,0
128,阿塔加战士,83179,1067318,0,1.55,0.5,0,0
129,冰喉母兽,83038,1067266,0,0.55,0.45,0,0
130,沉默的守卫,83228,1067301,0,0.55,0.45,0,0
131,钢铁步兵,83127,1067457,0,1.5,0.5,0,0
132,乌拉,83234,1067398,0,0.9,0.53,0,0
133,骨园暴食者,83195,1067289,0,1.4,0.45,0,0
134,深峡拾骨者,83056,1067391,0,0.75,0.55,0,0
135,钢铁粉碎者,83339,1067267,0,1.05,0.45,0,0
136,特瑞莎,83173,1067198,0,1.1,0.5,0,0
137,鬣蜥人嚼石者,83194,1067291,0,1.5,0.45,0,0
138,信徒唤日者,83351,1067402,0,0.9,0.55,0,0
139,影脉术士,83178,1067320,0,1.55,0.5,0,0
140,戈杜尼痛击者,83072,1067410,0,1.2,0.5,0,0
141,斯卡戈,83063,1067417,0,1.2,0.55,0,0
142,碎手嗜虐者,83141,1067245,0,1.4,0.5,0,0
143,疯狂的拳刃者,83114,1067307,0,1,0.45,0,0
144,影背掠食者,83103,1067345,0,0.9,0.45,0,0
145,啸风双头飞龙,83060,1067264,0,0.55,0.45,0,0
146,桑里卡斯,83374,1067218,0,1.4,0.55,0,0
147,碎手吟血者,83143,1067244,0,1.4,0.5,0,0
148,骚动的流水之魂,83369,1067324,0,1.2,0.4,0,0
149,高里亚奥术师,83065,1067412,0,1.2,0.5,0,0
150,战歌唤地者,83140,1067358,0,1.5,0.5,0,0
151,高里亚角斗士,83073,1067411,0,1.2,0.5,0,0
152,火刃剑圣,83460,1067269,0,1.4,0.5,0,0
153,平原行者戈隆,83059,1067312,0,0.75,0.55,0,0
154,被虚空撕裂的灵魂,83257,1108823,0,1.4,0.5,0,0
155,雷神飞爪兵,83122,1067284,0,1.5,0.5,0,0
156,魔荚切割者,83291,1067332,0,1.9,0.45,0,0
157,黑石步兵,83123,1067356,0,1.5,0.5,0,0
158,石槌守卫,83062,1067418,0,1.2,0.5,0,0
159,石槌威吓者,83047,1067357,0,0.9,0.5,0,0
160,信徒暴风使者,83356,1067404,0,0.9,0.55,0,0
161,钢铁切割者,83336,1067371,0,1.05,0.45,0,0
162,信徒刀翼战士,83354,1067401,0,0.9,0.55,0,0
163,血鬃裂胆者,83081,1067431,0,0.8,0.55,0,0
164,战歌侦察骑兵,83135,1067388,0,1.5,0.5,0,0
165,战歌掠夺者,83135,1067388,0,1.5,0.5,0,0
166,淡水兽,83246,1067250,0,0.95,0.45,0,0
167,灰鬃裂蹄牛,83431,1067247,0,1.1,0.4,0,0
168,刃月木精,83217,1067380,0,0.9,0.55,0,0
169,冰脊掠食者,83101,1067344,0,0.9,0.45,0,0
170,妖花汲命者,83238,1067406,0,1,0.4,0,0
171,野生裂蹄牛,83433,1067249,0,1.1,0.4,0,0
172,铱金晶簇,83343,1067227,0,0.75,0.6,0,0
173,野花,83262,1067192,0,0.75,0.5,0,0
174,影皮,83227,1067300,0,0.55,0.55,0,0
175,恐惧渡鸦,83372,1067279,0,0.8,0.5,0,0
176,厚皮公牛,83432,1067248,0,1.1,0.4,0,0
177,大地之怒,83155,1067395,0,0.75,0.5,0,0
178,戈隆伐树者,83058,1067311,0,0.75,0.55,0,0
179,愤怒守卫毁灭者,83172,1067199,0,1,0.55,0,0
180,小鬼,83167,1067188,0,1.9,0.5,0,0
181,杜卡斯·钢喉,83145,1067243,0,1.5,0.5,0,0
182,崩岩者达戈尔,86199,1067395,0,0.75,0.5,0,0
183,被奴役的大地之魂,86200,1067397,0,0.75,0.5,0,0
184,平原行者戈隆,83059,1067312,0,0.75,0.55,0,0
185,影月先知,83129,1067347,0,1.5,0.5,0,0
186,戈隆多,83037,1067313,0,0.75,0.5,0,0
187,木精护林者,83219,1067393,0,0.9,0.55,0,0
188,碎手步兵,83146,1067242,0,1.5,0.5,0,0
189,碎手劫掠者,83142,1088313,0,1.5,0.5,0,0
190,碎手斩裂者,83144,1088312,0,1.5,0.5,0,0
191,信徒飞翼卫士,83353,1067381,0,0.9,0.55,0,0
192,猎犬鬼魂,84761,1067212,0,1.3,0.5,0,0
193,阴森的守卫,84762,1067274,0,1.7,0.5,0,0
194,阴森的守夜人,84763,1067274,0,1.7,0.5,0,0
196,剥石者,83211,1067203,0,0.75,0.55,0,0
197,火刃烈焰先知,84844,1087721,0,1.55,0.5,0,0
198,火刃剑圣,83460,1067269,0,1.4,0.5,0,0
199,库尔克罗什将军,84847,1067327,0,1.4,0.5,0,0
200,钢铁劲弩手,84849,1087720,0,1.55,0.5,0,0
201,钢铁卫士,84850,1087726,0,1.55,0.5,0,0
202,月光孢子蝠,83265,1067427,0,0.85,0.8,0,0
203,白鬼鱼贩,83113,1067305,0,1,0.45,0,0
204,肃霜牧虫者,83042,1067420,0,1.2,0.5,0,0
205,催眠魔蛙,82410,1067273,0,1,0.45,0,0
206,霜翼尖啸者,83166,1067392,0,0.6,0.9,0,0
207,灌林追猎者,83269,1067201,0,1.05,0.55,0,0
208,“死水”德斯克斯,85855,1067365,0,0.9,0.45,0,0
209,汽痕战士,83080,1067429,0,0.8,0.55,0,0
210,汽痕部落祭司,83076,1067430,0,0.8,0.55,0,0
211,钢铁攻城火炮,83338,1067255,0,1.05,0.45,0,0
212,“疯王”斯波隆,83296,1067329,0,1.9,0.45,0,0
213,御风卡利鸟,83307,1067451,0,1.35,0.5,0,0
214,逝网爬行者,83189,1067252,0,1.2,0.45,0,0
215,信徒鞭风法师,83354,1067401,0,0.9,0.55,0,0
216,埃匹希斯卫士,83375,1067374,0,0.8,0.45,0,0
217,寡妇毒蜂,83112,1067355,0,0.9,0.5,0,0
218,加杜尔·毒刃,86109,1087722,0,1.55,0.5,0,0
219,悬槌考古学者,83069,1067415,0,1.2,0.5,0,0
220,悬槌劳工,83064,1067416,0,1.2,0.55,0,0
221,鲁格多尔,87454,1067443,0,1.2,0.5,0,0
222,低阶斗士,86121,1067444,0,1.2,0.5,0,0
223,奥术畸体,86197,1067222,0,1.2,0.6,0,0
224,警戒者凯萨尔,86217,1067440,0,1.15,0.45,0,0
225,警戒者凯萨尔,86217,1067440,0,1.15,0.45,0,0
226,缚魂者尼娅米,86218,1067261,0,1.1,0.55,0,0
227,缚魂者尼娅米,86218,1067261,0,1.1,0.55,0,0
228,阿扎凯尔,86219,1087719,0,1.1,0.55,0,0
229,阿扎凯尔,86219,1087719,0,1.1,0.55,0,0
230,塔隆戈尔,86220,1067277,0,1.55,0.5,0,0
231,塔隆戈尔,86220,1067277,0,1.55,0.5,0,0
232,玛格莫拉图斯,86221,1067241,0,1.15,0.5,0,0
233,玛格莫拉图斯,86221,1067241,0,1.15,0.5,0,0
234,守奴人库鲁斯托,86222,1067256,0,1.2,0.55,0,0
235,守奴人库鲁斯托,86222,1067256,0,1.2,0.55,0,0
236,罗托尔,86223,1112914,0,1.15,0.5,0,0
237,戈洛克,86224,1067257,0,1.2,0.55,0,0
238,戈洛克,86224,1067257,0,1.2,0.55,0,0
239,铁路主管箭火,86225,1067278,0,1.6,0.5,0,0
240,铁路主管箭火,86225,1067278,0,1.6,0.5,0,0
241,野蛮的波尔卡,86226,1067455,0,0.67,0.5,0,0
242,野蛮的波尔卡,86226,1067455,0,0.67,0.5,0,0
243,尼托格·雷塔,86227,1067323,0,1.2,0.5,0,0
244,尼托格·雷塔,86227,1067323,0,1.2,0.5,0,0
245,啸天者托瓦拉,86228,1067337,0,1.2,0.5,0,0
246,啸天者托瓦拉,86228,1067337,0,1.2,0.5,0,0
247,血肉撕裂者诺格加尔,87451,1067362,0,1.3,0.5,0,0
248,血肉撕裂者诺格加尔,87451,1067362,0,1.3,0.5,0,0
249,阿里奥克·杜古,87450,1067354,0,1.4,0.5,0,0
250,马考格·烬刃,86231,1067353,0,1.4,0.5,0,0
251,奥舍尔,86232,1067328,0,0.8,0.55,0,0
252,奥舍尔,86232,1067328,0,0.8,0.55,0,0
253,斯古洛克,86233,1067434,0,0.85,0.5,0,0
254,莎达娜·血怒,86234,1067298,0,1.3,0.5,0,0
255,莎达娜·血怒,86234,1067298,0,1.3,0.5,0,0
256,纳利什,86235,1067260,0,1.2,0.5,0,0
257,纳利什,86235,1067260,0,1.2,0.5,0,0
258,骨喉,86236,1067458,0,1.2,0.35,0,0
259,骨喉,86236,1067458,0,1.2,0.35,0,0
260,耐奥祖,86237,1067453,0,1.1,0.5,0,0
261,耐奥祖,86237,1067453,0,1.1,0.5,0,0
262,兰吉特,86238,1067351,0,0.9,0.5,0,0
263,兰吉特,86238,1067351,0,0.9,0.5,0,0
264,阿拉卡纳斯,86239,1067276,0,0.8,0.45,0,0
265,阿拉卡纳斯,86239,1067276,0,0.8,0.45,0,0
266,鲁克兰,86240,1067454,0,0.8,0.5,0,0
267,鲁克兰,86240,1067454,0,0.8,0.5,0,0
268,高阶贤者维里克斯,86241,1067352,0,0.9,0.55,0,0
269,高阶贤者维里克斯,86241,1067352,0,0.9,0.55,0,0
270,枯木,86242,1067372,0,0.55,0.55,0,0
271,枯木,86242,1067372,0,0.55,0.55,0,0
272,生命守卫高拉,86243,1067377,0,0.9,0.55,0,0
273,塑地者特鲁,86244,1067435,0,0.9,0.55,0,0
274,杜尔胡,86245,1067438,0,0.9,0.5,0,0
275,大法师索尔,86246,1067383,0,1.2,0.5,0,0
276,大法师索尔,86246,1067383,0,1.2,0.5,0,0
277,艾里塔克,86247,1067442,0,1.2,0.45,0,0
278,艾里塔克,86247,1067442,0,1.2,0.45,0,0
279,雅努,86248,1067384,0,0.9,0.53,0,0
280,雅努,86248,1067384,0,0.9,0.53,0,0
281,折铁者高尔山,86249,1067262,0,1.2,0.5,0,0
282,折铁者高尔山,86249,1067262,0,1.2,0.5,0,0
283,奇拉克,86250,1067259,0,0.8,0.5,0,0
284,奇拉克,86250,1067259,0,0.8,0.5,0,0
285,指挥官萨贝克,86251,1067271,0,1.2,0.5,0,0
286,指挥官萨贝克,86251,1067271,0,1.2,0.5,0,0
287,狂野的怒翼,86252,1067263,0,0.55,0.45,0,0
288,狂野的怒翼,86252,1067263,0,0.55,0.45,0,0
289,督军扎伊拉,86253,1067304,0,1.2,0.5,0,0
290,督军扎伊拉,86253,1067304,0,1.2,0.5,0,0
291,悬槌特使护卫,86362,1067316,0,1.2,0.55,0,0
292,警觉之眼,86363,1067461,0,1.1,0.5,0,0
293,燃烧之眼,86363,1067461,0,1.1,0.5,0,0
294,萨格雷束缚者,86364,1067369,0,1.4,0.55,0,0
295,萨格雷束缚者,86364,1067369,0,1.4,0.55,0,0
296,夜影幽灵,86365,1067460,0,1.2,0.5,0,0
297,毁灭者多弗,83097,1067408,0,0.7,0.55,0,0
298,血槌工头,83043,1067419,0,1.2,0.55,0,0
299,血槌碾骨者,83046,1067342,0,0.95,0.45,0,0
300,碎手地穴主宰,83145,1067243,0,1.5,0.5,0,0
301,碎手劫掠者,83141,1067245,0,1.5,0.5,0,0
302,蛛后阿兰妮艾,83188,1067425,0,1.2,0.45,0,0
303,寡妇毒蜂,83112,1067355,0,0.9,0.5,0,0
304,浓烟之主咆吼,86444,1067370,0,0.8,0.55,0,0
305,暗影好战者,83178,1067320,0,1.55,0.5,0,0
306,暗影掠夺者,83179,1067318,0,1.55,0.5,0,0
307,血缚混血战士,83181,1067319,0,1.55,0.5,0,0
308,饥饿的杂交犬,83169,1067196,0,1.8,0.45,0,0
309,被感染的拳师,86508,1067360,0,1.7,0.45,0,0
310,被感染的酒客,86509,1067450,0,1.8,0.5,0,0
311,燧皮,83431,1067247,0,1.1,0.4,0,0
312,加鲁尔,86519,1067385,0,1.55,0.5,0,0
313,战歌恶狼,83090,1067253,0,1.5,0.5,0,0
314,冰封者乌戈洛克,87432,1067382,0,1.2,0.55,0,0
315,荆棘大王菲里,87484,1067375,0,1.9,0.45,0,0
316,影谷喷毒者,83292,1067330,0,1.9,0.45,0,0
317,钢铁守望者,87440,1067292,0,1.55,0.5,0,0
318,钢铁援兵,87438,1067449,0,1.4,0.5,0,0
319,钢铁践踏者,87439,1067437,0,0.95,0.45,0,0
320,钢铁践踏者,87439,1067437,0,0.95,0.45,0,0
321,剑圣罗戈尔,87434,1067464,0,1.55,0.5,0,0
322,黑潮盗贼,87487,1067309,0,2,0.5,0,0
323,黑潮工程师,87486,1067235,0,2,0.5,0,0
324,黑潮双头飞龙终结者,87489,1067258,0,1.1,0.5,0,0
325,阳刃战士,87495,1067349,0,0.9,0.55,0,0
326,黎明新兵,87494,1067350,0,0.9,0.55,0,0
327,阿扎凯尔,86219,1087719,0,1.1,0.5,0,0
328,警戒者凯萨尔,86217,1067440,0,1.15,0.45,0,0
329,缚魂者尼娅米,86218,1067261,0,1.1,0.5,0,0
330,塔隆戈尔,86220,1067277,0,1.3,0.45,0,0
331,玛格莫拉图斯,86221,1067241,0,1.05,0.5,0,0
332,守奴人库鲁斯托,86222,1067256,0,1.2,0.55,0,0
333,罗托尔,86223,1112914,0,1.05,0.5,0,0
334,戈洛克,86224,1067257,0,1.2,0.5,0,0
335,铁路主管箭火,86225,1067278,0,1.65,0.45,0,0
336,野蛮的波尔卡,86226,1067455,0,0.67,0.5,0,0
337,尼托格·雷塔,86227,1067323,0,1.25,0.5,0,0
338,啸天者托瓦拉,86228,1067337,0,1.25,0.5,0,0
339,血肉撕裂者诺格加尔,87451,1067362,0,1.2,0.5,0,0
340,阿里奥克·杜古,87452,1067354,0,1.3,0.5,0,0
341,奥舍尔,86232,1067328,0,0.8,0.55,0,0
342,斯古洛克,86233,1067434,0,0.75,0.55,0,0
343,斯古洛克,86233,1067434,0,0.75,0.55,0,0
344,莎达娜·血怒,86234,1067298,0,1.3,0.5,0,0
345,纳利什,86235,1067260,0,1.2,0.5,0,0
346,骨喉,86236,1067458,0,0.9,0.6,0,0
347,耐奥祖,86237,1067453,0,1.1,0.5,0,0
348,兰吉特,86238,1067351,0,0.9,0.55,0,0
349,阿拉卡纳斯,86239,1067276,0,0.8,0.45,0,0
350,鲁克兰,86240,1067454,0,0.8,0.5,0,0
351,高阶贤者维里克斯,86241,1067352,0,0.9,0.55,0,0
352,枯木,86242,1067372,0,0.55,0.55,0,0
353,杜尔胡,86245,1067438,0,0.95,0.5,0,0
354,大法师索尔,86246,1067383,0,1.2,0.5,0,0
355,艾里塔克,86247,1067442,0,1.2,0.45,0,0
356,雅努,86248,1067384,0,0.9,0.53,0,0
357,折铁者高尔山,86249,1067262,0,1.2,0.5,0,0
358,奇拉克,86250,1067259,0,0.8,0.5,0,0
359,指挥官萨贝克,86251,1067271,0,1.2,0.5,0,0
360,狂野的怒翼,86252,1067263,0,0.55,0.45,0,0
361,督军扎伊拉,86253,1067304,0,1.2,0.5,0,0
362,卡加斯·刃拳,87444,1108826,0,1.1,0.5,0,0
363,屠夫,87447,1067275,0,1.15,0.5,0,0
364,泰克图斯，活体之山,87446,1067314,0,0.9,0.45,0,0
365,深渊行者布兰肯斯波,87441,1067446,0,1.15,0.5,0,0
366,独眼魔双子,87449,1067295,0,0.95,0.45,0,0
367,克拉戈,87445,1067315,0,1.15,0.5,0,0
368,元首马尔高克,87443,1067293,0,1.2,0.5,0,0
369,教官约翰尼·卡索,87400,1067197,0,1.5,0.5,0,0
370,格里伏塔,87408,1067194,0,1.4,0.55,0,0
371,镰牙迅猛龙,87409,1108824,0,1.75,0.5,0,0
372,狂暴的角斗士,87456,1067445,0,1.2,0.5,0,0
373,狂暴的角斗士,87456,1067445,0,1.2,0.5,0,0
374,断牙,87490,1067459,0,1,0.4,0,0
375,血鬃短齿战士,87491,1067387,0,1,0.4,0,0
376,恶毒女王,87497,1067389,0,1.3,0.5,0,0
377,欢愉女士,87498,1067386,0,1.7,0.5,0,0
378,碾槌,87478,1067322,0,1,0.4,0,0
379,犁爪,87480,1067325,0,1,0.4,0,0
380,霍亚拉,87479,1067441,0,1,0.4,0,0
381,燃烬者,87482,1067326,0,1,0.4,0,0
382,狂热者罗卡,87481,1067378,0,0.9,0.55,0,0
383,侏儒法师,87462,1067215,0,1.7,0.45,0,0
384,暗夜精灵德鲁伊,87468,1067214,0,1.3,0.5,0,0
385,矮人猎人,87461,1067213,0,1.3,0.5,0,0
386,人类战士,87467,1067179,0,1.35,0.5,0,0
387,德莱尼圣骑士,87459,1067189,0,1.3,0.5,0,0
388,狼人潜行者,87573,1067229,0,1.2,0.5,0,0
389,熊猫人僧侣,87471,1067232,0,1.25,0.45,0,0
390,兽人萨满祭司,87470,1067181,0,1.4,0.5,0,0
391,血精灵法师,87457,1067183,0,1.3,0.5,0,0
392,牛头人战士,87473,1067204,0,1,0.4,0,0
393,巨魔猎人,87474,1067231,0,1.25,0.5,0,0
394,血精灵圣骑士,87458,1067185,0,1.3,0.5,0,0
395,地精潜行者,87464,1067475,0,1.8,0.5,0,0
396,人类牧师,87466,1067219,0,1.35,0.5,0,0
397,德莱尼萨满祭司,87460,1067206,0,1.3,0.5,0,0
398,侏儒术士,87463,1067225,0,1.7,0.45,0,0
399,人类死亡骑士,87465,1067211,0,1.35,0.5,0,0
400,亡灵牧师,87475,1067216,0,1.3,0.5,0,0
401,亡灵术士,87476,1067217,0,1.3,0.5,0,0
402,牛头人德鲁伊,87472,1067205,0,1.25,0.5,0,0
403,兽人死亡骑士,87469,1067210,0,1.4,0.5,0,0
404,毁灭者多弗,87437,1067439,0,1,0.4,0,0
405,鲁克玛,87493,1067456,0,1,0.4,0,0
406,悬槌奥术师,87453,1067436,0,1.2,0.5,0,0
407,报警机器人,87401,1067182,0,1,0.4,0,0
408,报警机器人,87401,1067182,0,1,0.4,0,0
409,群体打击者9-60,87403,1067226,0,1,0.4,0,0
410,强大的动物园术,87504,1067468,0,1.25,0.5,0,0
411,狡诈的奇迹贼,87404,1067209,0,1.25,0.5,0,0
412,超强的控场战,87405,1067220,0,1.25,0.5,0,0
413,曲奇,87407,1067180,0,1.4,0.5,0,0
414,阿格拉玛的化身,87406,1067474,0,1.4,0.55,0,0
415,高戈奈斯的化身,87406,1067474,0,1.4,0.55,0,0
416,白鬼审讯者,83113,1067305,0,1,0.45,0,0
417,冷牙,87577,1067254,0,1,0.4,0,0
418,飓风之怒,87578,1067234,0,1,0.4,0,0
419,巴鲁恩,87579,1067190,0,1,0.4,0,0
420,辛利,87582,1108820,0,1.2,0.5,0,0
421,洛克尔,83036,1067310,0,1,0.4,0,0
422,“蓝焰”戈尔高,83078,1067423,0,1,0.4,0,0
423,雌鸟哈米,87662,1067448,0,1,0.4,0,0
424,钢牙,87665,1067463,0,1,0.4,0,0
425,脓花,87693,1067447,0,1,0.4,0,0
426,影皮,83227,1067300,0,0.55,0.55,0,0
427,战争大师布格索尔,87694,1067317,0,1.2,0.5,0,0
428,灵牙,87696,1067340,0,1,0.4,0,0
429,刀塔督军,81587,1067336,0,1.2,0.5,0,0
430,雷神战争使者,81562,1067236,0,1.55,0.5,0,0
431,野生枯皮公牛,83433,1067249,0,1,0.4,0,0
432,利针戳刺者,83296,1067329,0,1.9,0.45,0,0
433,钢铁部落斥候,87857,1067280,0,1.55,0.5,0,0
434,厚皮裂蹄母牛,83432,1067248,0,1.1,0.4,0,0
435,流水守护者,87861,1067452,0,1,0.4,0,0
436,白鬼潜伏者,83115,1067363,0,1,0.45,0,0
437,黑暗侍僧,87869,1067238,0,1.5,0.5,0,0
438,古尔瓦步兵,87870,1067239,0,1,0.4,0,0
439,维洛斯,83267,1067426,0,1,0.4,0,0
440,啜泣的骗子,87874,1067379,0,1.8,0.5,0,0
441,符文祭师,87875,1067470,0,1.55,0.5,0,0
442,恐翼指挥官,87876,1067469,0,1.55,0.5,0,0
443,鸦爪祭司佐卡拉,87882,1067361,0,1.25,0.5,0,0
444,格罗姆卡劳工,87885,1067338,0,1.55,0.5,0,0
445,格罗姆卡先锋,87887,1067467,0,1.5,0.5,0,0
446,克朗诺将军,83136,1067359,0,1.4,0.5,0,0
447,海军准尉纳沃格,83461,1067364,0,1.4,0.5,0,0
448,隆莫格大师,83065,1067412,0,1.2,0.5,0,0
449,熔岩元素,83147,1067228,0,1.2,0.4,0,0
450,碎骨者霍格,83046,1067342,0,1.2,0.4,0,0
451,塑火者奥格鲁克,83066,1087583,0,1.2,0.5,0,0
452,复兴者穆洛姆,83219,1067393,0,1.2,0.4,0,0
453,暴怒的淡水兽,83248,1067251,0,1.2,0.4,0,0
454,荆棘暴君,83294,1067424,0,1.2,0.4,0,0
455,勇士威加尔,83145,1067243,0,1.4,0.5,0,0
456,可怕的中场休息,83240,1067331,0,1,0.4,0,0
457,勇士穆库什,83073,1067411,0,1.2,0.5,0,0
458,恐怖幽魂,88536,1067471,0,1.2,0.5,0,0
459,邪恶幽灵,88538,1067472,0,1,0.4,0,0
460,可怕的厉鬼,88539,1067473,0,1.2,0.5,0,0
461,钢铁监工,83127,1067457,0,1.4,0.5,0,0
462,装甲战狼,88548,1067390,0,1.5,0.5,0,0
463,刃舞者弗尔加,83461,1067364,0,1.4,0.5,0,0
464,工程师霍图克,83125,1067280,0,1.4,0.5,0,0
