ID,Name_lang,Description_lang,Rarity,SpellID,ResearchBranchID,NumSockets,TextureFileID,RequiredWeight
169,银质镶石发簪,卡多雷是艾泽拉斯最古老的种族之一。在卡多雷历史中最黑暗的时刻，他们之中的奎尔多雷，也就是居于高位的上层精灵肆意滥用危险的魔法力量，导致燃烧军团进入这个世界。无数生命因此而毁灭。,0,90453,4,1,426727,35
171,精致的八音盒,卡多雷是艾泽拉斯最古老的种族之一。在卡多雷历史中最黑暗的时刻，他们之中的奎尔多雷，也就是居于高位的上层精灵肆意滥用危险的魔法力量，导致燃烧军团进入这个世界。无数生命因此而毁灭。,0,90458,4,1,426727,35
173,上层精灵的灵魂镜,虽然这面镜子已经破碎成一千片，但镜框的精细结构让你确信，它曾经拥有强大的魔法力。如果你能将它的每一片都拼合完好，它的魔法力很可能会得到恢复。这是一面很大的镜子，很可能曾经被某位贵妇安放在她的更衣室中。,1,90464,4,3,458949,100
175,德鲁伊和牧师雕像组,这是用贵重金属制做成的一对雕像的残余部分。在它们上面，看不到丝毫雕凿或浇筑的痕迹，仿佛它们根本不是出自任何工匠之手。两个雕像表现的都是暗夜精灵。其中牧师是男性，德鲁伊是女性。它们一定有着某种特殊的代表意义。,1,90493,4,3,458947,100
177,屠龙勇士霍鲁兹的破盾,铁炉堡矮人最初由三个部族组成：铜须、蛮锤和黑铁。经过一次激烈的内战，铜须部族完全掌握了铁炉堡。蛮锤部族撤退到辛特兰和暮光高地。黑铁矮人定居于赤脊山和燃烧平原之间，黑石山的阴影中。,0,90504,1,1,426727,35
179,暗影牧师安努德的焦枯手杖,铁炉堡矮人最初由三个部族组成：铜须、蛮锤和黑铁。经过一次激烈的内战，铜须部族完全掌握了铁炉堡。蛮锤部族撤退到辛特兰和暮光高地。黑铁矮人定居于赤脊山和燃烧平原之间，黑石山的阴影中。,0,90506,1,1,426727,35
181,卡尔加·刺肋的节杖,铁炉堡矮人最初由三个部族组成：铜须、蛮锤和黑铁。经过一次激烈的内战，铜须部族完全掌握了铁炉堡。蛮锤部族撤退到辛特兰和暮光高地。黑铁矮人定居于赤脊山和燃烧平原之间，黑石山的阴影中。,0,90509,1,1,426727,35
183,怒炉的秘银链,铁炉堡矮人最初由三个部族组成：铜须、蛮锤和黑铁。经过一次激烈的内战，铜须部族完全掌握了铁炉堡。蛮锤部族撤退到辛特兰和暮光高地。黑铁矮人定居于赤脊山和燃烧平原之间，黑石山的阴影中。,0,90518,1,1,426727,35
185,暗炉骨杖,铁炉堡矮人最初由三个部族组成：铜须、蛮锤和黑铁。经过一次激烈的内战，铜须部族完全掌握了铁炉堡。蛮锤部族撤退到辛特兰和暮光高地。黑铁矮人定居于赤脊山和燃烧平原之间，黑石山的阴影中。,0,90519,1,1,426727,35
187,发条侏儒,你找到了几块技术水准非常高的机械残片。它们可能来自于诺森德的某个机械侏儒。你不知道为什么矮人会把这些零件放在这里。但你猜想，如果能找到这个侏儒的所有部件，也许就能让它重新运转起来。,1,90521,1,3,462648,100
189,山丘之王的圣杯,你立刻就能判断出来，这只酒杯存在的意义远大于一个用于喝酒的器皿（虽然喝酒本身对于矮人来说已经具有极为重要的意义了）。你能够从上面解读出的一点文字代表着某种庄严的仪式。,1,90553,1,3,458943,100
191,镶金假牙,已知最早的巨魔来自于赞达拉部族，这个部族也是所有其他巨魔的起源。随着历史的推演，赞达拉巨魔成为超越于一切巨魔之上的牧师阶层，致力于记录和保存巨魔的社会和文化传统。在赞达拉分裂出来的许多部族中，最具权威的是古拉巴什和阿曼尼。,0,90558,8,1,426727,35
193,达卡莱献祭之刃,已知最早的巨魔来自于赞达拉部族，这个部族也是所有其他巨魔的起源。随着历史的推演，赞达拉巨魔成为超越于一切巨魔之上的牧师阶层，致力于记录和保存巨魔的社会和文化传统。在赞达拉分裂出来的许多部族中，最具权威的是古拉巴什和阿曼尼。,0,90581,8,1,426727,35
195,辛洛斯，诸界的毁灭者,很显然，你发现了一件非常强大的巨魔武器。它能够被重铸吗？,1,90608,8,3,458965,150
197,粉珠串饰,卡多雷是艾泽拉斯最古老的种族之一。在卡多雷历史中最黑暗的时刻，他们之中的奎尔多雷，也就是居于高位的上层精灵肆意滥用危险的魔法力量，导致燃烧军团进入这个世界。无数生命因此而毁灭。,0,90609,4,1,426727,35
199,一箱精致的玻璃动物,卡多雷是艾泽拉斯最古老的种族之一。在卡多雷历史中最黑暗的时刻，他们之中的奎尔多雷，也就是居于高位的上层精灵肆意滥用危险的魔法力量，导致燃烧军团进入这个世界。无数生命因此而毁灭。,0,90610,4,1,426727,34
201,开裂的水晶瓶,卡多雷是艾泽拉斯最古老的种族之一。在卡多雷历史中最黑暗的时刻，他们之中的奎尔多雷，也就是居于高位的上层精灵肆意滥用危险的魔法力量，导致燃烧军团进入这个世界。无数生命因此而毁灭。,0,90611,4,1,426727,35
203,萨维斯的节杖,卡多雷是艾泽拉斯最古老的种族之一。在卡多雷历史中最黑暗的时刻，他们之中的奎尔多雷，也就是居于高位的上层精灵肆意滥用危险的魔法力量，导致燃烧军团进入这个世界。无数生命因此而毁灭。,0,90612,4,1,426727,35
205,卡多雷风铃,这些青铜细管很有些不同寻常的地方。你发现其中似乎还残留着一些魔法力。只要让它们相互之间足够靠近，比如在你的背包里，这些青铜管的残片仿佛就会慢慢聚拢在一起。,1,90614,4,3,458950,98
207,艾萨拉女王的便袍,有传闻说上层精灵的审美品位相当糟糕。看来这个传闻是真的。,1,90616,4,3,458953,100
209,长羽毛的迅猛龙前肢,化石是远古时代动植物躯体存留至今的遗迹。在漫长的岁月中，生物的有机组织逐渐被矿物质取代，使得这些组织的外形结构能够得以保存。,0,90617,3,0,426727,33
211,邪恶的远古之鱼,化石是远古时代动植物躯体存留至今的遗迹。在漫长的岁月中，生物的有机组织逐渐被矿物质取代，使得这些组织的外形结构能够得以保存。,0,90618,3,0,426727,35
213,化石迅猛龙,这些迅猛龙的骨头颇有些不同寻常的地方。只要你不去看它们，它们似乎就会做出微小的移动。,1,90619,3,0,458945,100
215,小巧的青铜蝎,艾泽拉斯的兽人原先居住在德拉诺世界。绝大多数兽人古物都来自于那里。兽人原本是爱好和平的种族，但在燃烧军团的影响下，他们变成了一群疯狂嗜血的战士。通过黑暗之门，兽人来到艾泽拉斯，与联盟进行了两场大战。而一场新的战争也许正在酝酿之中。,0,90622,6,2,426727,45
217,石头守卫莫奥格之槌,艾泽拉斯的兽人原先居住在德拉诺世界。绝大多数兽人古物都来自于那里。兽人原本是爱好和平的种族，但在燃烧军团的影响下，他们变成了一群疯狂嗜血的战士。通过黑暗之门，兽人来到艾泽拉斯，与联盟进行了两场大战。而一场新的战争也许正在酝酿之中。,0,90720,6,2,426727,45
219,灰烛残端,艾泽拉斯的兽人原先居住在德拉诺世界。绝大多数兽人古物都来自于那里。兽人原本是爱好和平的种族，但在燃烧军团的影响下，他们变成了一群疯狂嗜血的战士。通过黑暗之门，兽人来到艾泽拉斯，与联盟进行了两场大战。而一场新的战争也许正在酝酿之中。,0,90728,6,2,426727,45
221,锈迹斑斑的切肉刀,艾泽拉斯的兽人原先居住在德拉诺世界。绝大多数兽人古物都来自于那里。兽人原本是爱好和平的种族，但在燃烧军团的影响下，他们变成了一群疯狂嗜血的战士。通过黑暗之门，兽人来到艾泽拉斯，与联盟进行了两场大战。而一场新的战争也许正在酝酿之中。,0,90730,6,2,426727,45
223,碎颅者耐克鲁斯的节杖,艾泽拉斯的兽人原先居住在德拉诺世界。绝大多数兽人古物都来自于那里。兽人原本是爱好和平的种族，但在燃烧军团的影响下，他们变成了一群疯狂嗜血的战士。通过黑暗之门，兽人来到艾泽拉斯，与联盟进行了两场大战。而一场新的战争也许正在酝酿之中。,0,90732,6,2,426727,45
225,凶猛的战狼塑像,艾泽拉斯的兽人原先居住在德拉诺世界。绝大多数兽人古物都来自于那里。兽人原本是爱好和平的种族，但在燃烧军团的影响下，他们变成了一群疯狂嗜血的战士。通过黑暗之门，兽人来到艾泽拉斯，与联盟进行了两场大战。而一场新的战争也许正在酝酿之中。,0,90734,6,2,426727,45
231,骨制酒杯,艾泽拉斯的兽人原先居住在德拉诺世界。绝大多数兽人古物都来自于那里。兽人原本是爱好和平的种族，但在燃烧军团的影响下，他们变成了一群疯狂嗜血的战士。通过黑暗之门，兽人来到艾泽拉斯，与联盟进行了两场大战。而一场新的战争也许正在酝酿之中。,0,90833,6,2,426727,45
233,釉土瓦片,艾泽拉斯的兽人原先居住在德拉诺世界。绝大多数兽人古物都来自于那里。兽人原本是爱好和平的种族，但在燃烧军团的影响下，他们变成了一群疯狂嗜血的战士。通过黑暗之门，兽人来到艾泽拉斯，与联盟进行了两场大战。而一场新的战争也许正在酝酿之中。,0,90832,6,2,426727,45
235,恶魔之鞭,艾泽拉斯的兽人原先居住在德拉诺世界。绝大多数兽人古物都来自于那里。兽人原本是爱好和平的种族，但在燃烧军团的影响下，他们变成了一群疯狂嗜血的战士。通过黑暗之门，兽人来到艾泽拉斯，与联盟进行了两场大战。而一场新的战争也许正在酝酿之中。,0,90831,6,2,426727,45
237,首席萨满头饰,你发现了一些头冠的碎片。看样子，这个头冠可能是模仿狼头制做的。虽然这顶头饰造型简单，但你仍然觉得这是一件重要的，有着久远历史的强大道具。,1,90843,6,3,458941,130
239,金铃脚镯,曾是艾瑞达的德莱尼人逃离燃烧军团的残害之后，在德拉诺定居下来，并和那里的兽人发生了接触。当血精灵到来时，德莱尼再次开始逃亡。这一次，他们来到艾泽拉斯，加入了联盟。,0,90853,2,2,426727,45
241,雕花瑰木琴,曾是艾瑞达的德莱尼人逃离燃烧军团的残害之后，在德拉诺定居下来，并和那里的兽人发生了接触。当血精灵到来时，德莱尼再次开始逃亡。这一次，他们来到艾泽拉斯，加入了联盟。,0,90860,2,2,426727,45
243,奇特的银镇纸,曾是艾瑞达的德莱尼人逃离燃烧军团的残害之后，在德拉诺定居下来，并和那里的兽人发生了接触。当血精灵到来时，德莱尼再次开始逃亡。这一次，他们来到艾泽拉斯，加入了联盟。,0,90861,2,2,426727,46
245,纳斯雷兹姆节杖,曾是艾瑞达的德莱尼人逃离燃烧军团的残害之后，在德拉诺定居下来，并和那里的兽人发生了接触。当血精灵到来时，德莱尼再次开始逃亡。这一次，他们来到艾泽拉斯，加入了联盟。,0,90864,2,2,426727,46
250,巴洛克剑鞘,曾是艾瑞达的德莱尼人逃离燃烧军团的残害之后，在德拉诺定居下来，并和那里的兽人发生了接触。当血精灵到来时，德莱尼再次开始逃亡。这一次，他们来到艾泽拉斯，加入了联盟。,0,90968,2,2,426727,46
252,精致的水晶烛台,曾是艾瑞达的德莱尼人逃离燃烧军团的残害之后，在德拉诺定居下来，并和那里的兽人发生了接触。当血精灵到来时，德莱尼再次开始逃亡。这一次，他们来到艾泽拉斯，加入了联盟。,0,90974,2,2,426727,44
254,庄严的肖像画,曾是艾瑞达的德莱尼人逃离燃烧军团的残害之后，在德拉诺定居下来，并和那里的兽人发生了接触。当血精灵到来时，德莱尼再次开始逃亡。这一次，他们来到艾泽拉斯，加入了联盟。,0,90975,2,2,426727,45
256,纳鲁来临,纳鲁是接近于神的能量体族群，与圣光有着密切的联系。当先知维伦祈求援助，希望能让族人免于受到燃烧军团腐蚀的时候，纳鲁第一次出现在德莱尼面前。他们回应了维伦的恳求，帮助他带领族人踏上逃亡之路。“德莱尼”这个名字的意思就是“流亡者”。,1,90983,2,3,458946,124
258,阿古斯的最后一件圣物,这是一块外形简单的德莱尼水晶。看上去，它应该已经有了千万年的历史。你确信，它肯定不是这个世界的产物。,1,90984,2,3,458946,130
260,镀金赶象棒,曾是艾瑞达的德莱尼人逃离燃烧军团的残害之后，在德拉诺定居下来，并和那里的兽人发生了接触。当血精灵到来时，德莱尼再次开始逃亡。这一次，他们来到艾泽拉斯，加入了联盟。,0,90987,2,2,426727,45
262,精致的宝箱钥匙,维库是一个巨人战士种族，聚居于诺森德的嚎风峡湾。他们与海洋和野生始祖龙都有着非常密切的关系。在巫妖王的大军中，能够看见许多凶残的维库人。,0,90988,27,2,426727,45
264,尼弗莱瓦长须斧,这把斧子的斧刃有一个向下延伸的长长弧曲，看起来很不对称。你觉得，如果能将它重新拼合起来，也许就会让它的魔法力得以恢复。,1,90997,27,3,426728,130
266,单刃猎刀,维库是一个巨人战士种族，聚居于诺森德的嚎风峡湾。他们与海洋和野生始祖龙都有着非常密切的关系。在巫妖王的大军中，能够看见许多凶残的维库人。,0,91008,27,2,426727,45
268,燧石打火器,维库是一个巨人战士种族，聚居于诺森德的嚎风峡湾。他们与海洋和野生始祖龙都有着非常密切的关系。在巫妖王的大军中，能够看见许多凶残的维库人。,0,91012,27,2,426727,45
270,齿缘斗篷别针,维库是一个巨人战士种族，聚居于诺森德的嚎风峡湾。他们与海洋和野生始祖龙都有着非常密切的关系。在巫妖王的大军中，能够看见许多凶残的维库人。,0,91014,27,2,426727,45
273,棘刺颈环,维库是一个巨人战士种族，聚居于诺森德的嚎风峡湾。他们与海洋和野生始祖龙都有着非常密切的关系。在巫妖王的大军中，能够看见许多凶残的维库人。,0,91084,27,2,426727,45
275,始祖幼龙骨骼,化石是远古时代动植物躯体存留至今的遗迹。在漫长的岁月中，生物的有机组织逐渐被矿物质取代，使得这些组织的外形结构能够得以保存。,0,91089,3,0,426727,45
277,海怪触角印痕,化石是远古时代动植物躯体存留至今的遗迹。在漫长的岁月中，生物的有机组织逐渐被矿物质取代，使得这些组织的外形结构能够得以保存。,0,91132,3,0,426727,45
279,细足日晷,蛛魔是远古时代亚基虫族的后裔。经历过与巨魔的无数次战争之后，大约半数亚基虫族迁移到遥远的北方，在诺森德地下建立起宏伟而怪诞的巨型城市——传说中的艾卓-尼鲁布。而巫妖王的到来对凶残的蛛魔一族来说无异于一个巨大的灾难。经过和天灾军团的长期战争，许多这种蛛形怪物都投向了天灾军团，残存的反抗者则被驱赶到更深的地下，躲藏了起来。,0,91133,5,2,426727,45
283,妮萨阿兹雷的节杖,蛛魔是远古时代亚基虫族的后裔。经历过与巨魔的无数次战争之后，大约半数亚基虫族迁移到遥远的北方，在诺森德地下建立起宏伟而怪诞的巨型城市——传说中的艾卓-尼鲁布。而巫妖王的到来对凶残的蛛魔一族来说无异于一个巨大的灾难。经过和天灾军团的长期战争，许多这种蛛形怪物都投向了天灾军团，残存的反抗者则被驱赶到更深的地下，躲藏了起来。,0,91170,5,2,426727,45
285,受污染的红宝石指环,蛛魔是远古时代亚基虫族的后裔。经历过与巨魔的无数次战争之后，大约半数亚基虫族迁移到遥远的北方，在诺森德地下建立起宏伟而怪诞的巨型城市——传说中的艾卓-尼鲁布。而巫妖王的到来对凶残的蛛魔一族来说无异于一个巨大的灾难。经过和天灾军团的长期战争，许多这种蛛形怪物都投向了天灾军团，残存的反抗者则被驱赶到更深的地下，躲藏了起来。,0,91188,5,3,426727,45
287,阴森的心形盒子,蛛魔是远古时代亚基虫族的后裔。经历过与巨魔的无数次战争之后，大约半数亚基虫族迁移到遥远的北方，在诺森德地下建立起宏伟而怪诞的巨型城市——传说中的艾卓-尼鲁布。而巫妖王的到来对凶残的蛛魔一族来说无异于一个巨大的灾难。经过和天灾军团的长期战争，许多这种蛛形怪物都投向了天灾军团，残存的反抗者则被驱赶到更深的地下，躲藏了起来。,0,91191,5,2,426727,45
289,六爪檐板,蛛魔是远古时代亚基虫族的后裔。经历过与巨魔的无数次战争之后，大约半数亚基虫族迁移到遥远的北方，在诺森德地下建立起宏伟而怪诞的巨型城市——传说中的艾卓-尼鲁布。而巫妖王的到来对凶残的蛛魔一族来说无异于一个巨大的灾难。经过和天灾军团的长期战争，许多这种蛛形怪物都投向了天灾军团，残存的反抗者则被驱赶到更深的地下，躲藏了起来。,0,91197,5,2,426727,45
291,一壶冰虫血,蛛魔是远古时代亚基虫族的后裔。经历过与巨魔的无数次战争之后，大约半数亚基虫族迁移到遥远的北方，在诺森德地下建立起宏伟而怪诞的巨型城市——传说中的艾卓-尼鲁布。而巫妖王的到来对凶残的蛛魔一族来说无异于一个巨大的灾难。经过和天灾军团的长期战争，许多这种蛛形怪物都投向了天灾军团，残存的反抗者则被驱赶到更深的地下，躲藏了起来。,0,91209,5,2,426727,45
