Name_lang,Description_lang,ID,GarrTalentTreeID,Tier,UiOrder,IconFileDataID,PlayerConditionID,GarrAbilityID,Flags,TalentType,PrerequisiteTalentID,ResearchCostSource,ActiveDurationSecs,GarrTalentSocketPropertiesID
战争古树,"可以招募一棵战争古树。

战争古树拥有随机的德鲁伊专精，可以应对|C00b3ffff首领|R，此外还拥有：

|TInterface\ICONS\INV_PET_ANCIENTPROTECTOR.BLP:20:20:0:0|t |Cffffffff古树之力|R
$@garrabdesc435",356,107,4,1,874857,41960,0,0,0,0,0,0,0
自然传说,你可以装备的传说物品数量提高${$a898}。,357,107,5,0,1045105,41961,0,0,0,0,0,0,0
黑暗交易,使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。,358,110,0,0,538039,41962,0,0,0,0,0,0,0
召唤末日守卫,可以使用召唤末日守卫技能，每天派出的第一个任务的成功率提高${$a616}%。,359,110,0,1,615103,41962,500,0,0,0,0,0,0
召唤仪式,在所有任务中可以使用召唤仪式技能，使任务时长缩短${100-$a615*100}%。,360,110,1,1,136194,41955,499,0,0,0,0,0,0
训练场,你的小鬼、野生小鬼、助祭和祈祷者招募上限提高${$a614}。,361,110,2,0,538442,41958,498,0,0,0,0,0,0
黑暗精通,"新招募的黑暗收割助祭变为黑暗收割祈祷者，获得：

|TInterface\ICONS\ABILITY_WARLOCK_INFERNOGREEN.BLP:20:20:0:0|t |Cffffffff邪焰火雨|R
$@garrabdesc485",362,110,3,1,236295,41959,0,0,0,0,0,0,0
恐怖收割,和一个战友一起完成世界任务可以获得职业大厅资源。,363,110,4,1,537517,41960,746,0,0,0,0,0,0
暗影契约,你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。,364,110,2,1,1032479,41958,0,0,0,0,0,0,0
奴役魔典,"新招募的结群小鬼变为野生小鬼，获得：

|TInterface\ICONS\SPELL_SHADOW_ANTISHADOW.BLP:20:20:0:0|t |Cffffffff恶魔契约|R
$@garrabdesc497",365,110,3,0,460694,41959,0,0,0,0,0,0,0
恶魔祭品,让你可以使用末日仪式，你和四个同僚可以召唤强大的恶魔来寻求强化魔法和恶魔宝藏。,366,110,1,0,460696,41955,0,0,0,0,0,0,0
腐蚀之种,有|C00b3ffff爪牙|R的任务成功率提高${$a1516}%。,367,110,4,0,136193,41960,1137,0,0,0,0,0,0
邪能传说,你可以装备的传说物品数量提高${$a898}。,368,110,5,0,615096,41961,0,0,0,0,0,0,0
粗犷升级,使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。,369,113,0,0,132168,41962,0,0,0,0,0,0,0
百步穿杨,可以使用百步穿杨技能，每天派出的第一个任务的成功率提高${$a707}%。,370,113,0,1,1392555,41962,584,0,0,0,0,0,0
逃脱,在所有任务中可以使用逃脱技能，使带有|C00b3ffff危害|R的任务成功率提高${$a787}%。,371,113,1,1,132294,41955,661,0,0,0,0,0,0
牢固营帐,你的弓箭手、射手、追踪者和探路者招募上限提高${$a708}。,372,113,2,0,236200,41958,585,0,0,0,0,0,0
鹰眼,新招募的弓箭手变为隐秘神射手，使其任务成功率提高${$a634-$a633}%。,373,113,3,0,132177,41959,0,0,0,0,0,0,0
荒野呼唤,"新招募的追踪者变为探路者，获得：

|TInterface\ICONS\SPELL_FIRE_FLARE.BLP:20:20:0:0|t |Cffffffff爆炸陷阱|R
$@garrabdesc520",374,113,3,1,133208,41959,0,0,0,0,0,0,0
巨鹰盟友,可以使用巨鹰飞行网络，这是散布于破碎群岛的诸多飞行路线。,375,113,1,0,1392564,41955,0,0,0,0,0,0,0
寻觅补给,和一个战友一起完成世界任务可以获得职业大厅资源。,376,113,4,1,135904,41960,786,0,0,0,0,0,0
隐秘通途,你可以下达工作订单，用职业大厅资源交易获得每周3个破碎命运印记中的1个。,377,113,4,0,461118,41960,0,0,0,0,0,0,0
箭弹工场,你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。,378,113,2,1,236204,41958,0,0,0,0,0,0,0
荒野传说,你可以装备的传说物品数量提高${$a898}。,379,113,5,0,538771,41961,0,0,0,0,0,0,0
奥术起源,使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。,380,116,0,0,252267,41962,0,0,0,0,0,0,0
冰霜新星,可以使用冰霜新星技能，如果每天派出的第一个任务中带有|C00b3ffff爪牙|R，则该任务成功率提高${$a710}%。,381,116,0,1,135848,41962,587,0,0,0,0,0,0
闪现术,在所有任务中可以使用闪现术技能，使任务时长缩短${100-$a712*100}%。,382,116,1,1,135736,41955,589,0,0,0,0,0,0
奥术图书馆,你的水元素、奥术傀儡、提瑞斯秘法会学徒和肯瑞托召唤师招募上限提高${$a711}。,383,116,2,0,354435,41958,588,0,0,0,0,0,0
元素能量,新招募的水元素变为奥术傀儡，使其任务成功率提高${$a677-$a676}%。,384,116,3,0,651082,41959,0,0,0,0,0,0,0
进修,"新招募的提瑞斯秘法会学徒变为肯瑞托召唤师，获得：

|TInterface\ICONS\SPELL_NATURE_ENCHANTARMOR.BLP:20:20:0:0|t |Cffffffff气定神闲|R
$@garrabdesc552",385,116,3,1,236225,41959,0,0,0,0,0,0,0
传送中枢,能够使用传送中枢，这是一组分布于破碎群岛上的传送门，使你能够在世界各地快速旅行。,386,116,1,0,237509,41955,0,0,0,0,0,0,0
奥术占卜,你可以下达工作订单，用职业大厅资源交易获得每周3个破碎命运印记中的1个。,387,116,4,1,609814,41960,0,0,0,0,0,0,0
奥术直觉,当你拥有激活的战友时，任务会奖励额外资源。,388,116,4,0,610679,41960,1134,0,0,0,0,0,0
奥术装备,你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。,389,116,2,1,135752,41958,0,0,0,0,0,0,0
秘法会传说,你可以装备的传说物品数量提高${$a898}。,390,116,5,0,895887,41961,0,0,0,0,0,0,0
圣光眷顾,使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。,391,119,0,0,589117,41962,0,0,0,0,0,0,0
王者祝福,可以使用王者祝福技能，每天派出的第一个任务的成功率提高${$a718}%。,392,119,0,1,135993,41962,595,0,0,0,0,0,0
公正祝福,在所有任务中可以使用公正祝福技能，使带有|C00b3ffff爪牙|R的任务成功率提高${$a716}%。,393,119,1,1,1030099,41955,593,0,0,0,0,0,0
银色召唤,你的侍从、持盾方阵兵、骑士和圣殿骑士招募上限提高${$a717}。,394,119,2,0,236690,41958,594,0,0,0,0,0,0
同心协力,刚招募的新晋侍从变为持盾方阵兵，使其任务成功率提高${$a638-$a637}%。,395,119,3,0,1278391,41959,0,0,0,0,0,0,0
白银之手圣殿骑士,"新招募的白银之手骑士变为白银之手圣殿骑士，获得：

|TInterface\ICONS\SPELL_HOLY_HEROISM.BLP:20:20:0:0|t |Cffffffff列王守卫|R
$@garrabdesc562",396,119,3,1,237547,41959,0,0,0,0,0,0,0
银色战驹,每天可以使用一次银色军马马桩，使用后召唤一匹军马，使你能在短时间内在坐骑上作战。,397,119,1,0,1360759,41955,0,0,0,0,0,0,0
神圣意志,你可以下达工作订单，用职业大厅资源交易获得每周3个破碎命运印记中的1个。,398,119,4,1,135909,41960,0,0,0,0,0,0,0
大十字军,当你拥有激活的战友时，任务会奖励额外资源。,399,119,4,0,1360760,41960,1132,0,0,0,0,0,0
化犁为剑,你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。,400,119,2,1,1030096,41958,0,0,0,0,0,0,0
正义传说,你可以装备的传说物品数量提高${$a898}。,401,119,5,0,135965,41961,0,0,0,0,0,0,0
奥丁的眷顾,使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。,402,122,0,0,132275,41962,0,0,0,0,0,0,0
集结呐喊,可以使用技能集结呐喊，执行每天第一个任务的部队每有一点活力，就会使该任务的成功率提高${$a719}%。,403,122,0,1,236317,41962,596,0,0,0,0,0,0
急行军,在所有任务中可以使用急行军技能，使任务时长缩短${100-$a720*100}%。,404,122,1,1,132277,41955,597,0,0,0,0,0,0
英勇四溢,你的瓦拉加尔候选者、瓦拉加尔雷铸者、女武神和瓦尔基拉女武神的招募上限提高${$a721}。,405,122,2,0,132351,41958,598,0,0,0,0,0,0
火焰试炼,新招募的瓦拉加尔候选者变为瓦拉加尔雷铸者，使其任务成功率提高${$a725-$a722}%。,406,122,3,0,132346,41959,0,0,0,0,0,0,0
晋升,"新招募的女武神变为瓦尔基拉女武神，获得：

|TInterface\ICONS\Ability_Paladin_TowerofLight.blp:20:20:0:0|t |Cffffffff瓦尔基拉的飞翔|R
$@garrabdesc601",407,122,3,1,132339,41959,0,0,0,0,0,0,0
为了荣耀,让你可以在危机四伏的荣耀之环里看到苍穹要塞财宝箱。你可以与其他战士同僚争夺拾取其中财宝的机会，每周一次。,408,122,1,0,132334,41955,0,0,0,0,0,0,0
战争横财,和一个战友一起完成世界任务可以获得职业大厅资源。,409,122,4,1,236307,41960,747,0,0,0,0,0,0
剑刃风暴,有|C00b3ffff爪牙|R的任务成功率提高${$a1514}%。,410,122,4,0,236303,41960,1136,0,0,0,0,0,0
天堂熔铸,你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。,411,122,2,1,1357798,41958,0,0,0,0,0,0,0
黄昏传说,你可以装备的传说物品数量提高${$a898}。,412,122,5,0,460957,41961,0,0,0,0,0,0,0
充分准备,使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。,413,125,0,0,607854,41962,0,0,0,0,0,0,0
猎杀行动,可以使用猎杀行动技能，每天派出的第一个任务的成功率提高${$a738}%。,414,125,0,1,1344654,41962,614,0,0,0,0,0,0
复仇回避,在所有任务中可以使用复仇回避技能，使带有|C00b3ffff爪牙|R的任务成功率提高${$a740}%。,415,125,1,1,1348401,41955,616,0,0,0,0,0,0
训练场,你的灰舌战士、纳迦忠仆、伊利达雷精锐和变身的伊利达雷精锐招募上限提高${$a739}。,416,125,2,0,1380677,41958,615,0,0,0,0,0,0
纳迦忠仆,新招募的灰舌战士变为纳迦忠仆，使其任务成功率提高${$a728-$a726}%。,417,125,3,0,1391617,41959,0,0,0,0,0,0,0
恶魔之力,"新招募的伊利达雷精锐变为变身的伊利达雷精锐，获得：

|TInterface\ICONS\ABILITY_WARLOCK_SHADOWFURYTGA.BLP:20:20:0:0|t |Cffffffff恶魔形态|R
$@garrabdesc606",418,125,3,1,1247262,41959,0,0,0,0,0,0,0
扭曲虚空,你可以进入扭曲虚空传送门，召唤强大的恶魔。你和你的盟友可以击败恶魔，获得强化奖励，还可能获得宝物。,419,125,1,0,134544,41955,0,0,0,0,0,0,0
专注战备,你可以下达工作订单，用职业大厅资源交易获得每周3个破碎命运印记中的1个。,420,125,4,1,1392947,41960,0,0,0,0,0,0,0
邪能之槌的怒火,有|C00b3ffff爪牙|R的任务成功率提高${$a716}%。,421,125,4,0,1247266,41960,1246,0,0,0,0,0,0
邪能装备,你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。,422,125,2,1,1380365,41958,0,0,0,0,0,0,0
恶魔命运,你可以装备的传说物品数量提高${$a898}。,423,125,5,0,1247265,41961,0,0,0,0,0,0,0
死亡的恩赐,使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。,424,128,0,0,1390941,41962,0,0,0,0,0,0,0
亡灵群攻,可以使用亡灵群攻技能，每天第一个任务中使用结群食尸鬼或结群恶鬼时，任务成功率会提高${$a755}%。,425,128,0,1,237511,41962,631,0,0,0,0,0,0
死神脚步,在所有任务中可以使用死神脚步技能，使带有|C00b3ffff危害|R的任务成功率提高${$a754}%。,426,128,1,1,237561,41955,630,0,0,0,0,0,0
墓穴的召唤,你的食尸鬼、恶鬼、骑士和掠夺者招募上限提高${$a753}。,427,128,2,0,1065381,41958,629,0,0,0,0,0,0
构造区,新招募的结群食尸鬼变为结群恶鬼，使其任务成功率提高${$a742-$a741}%。,428,128,3,0,1100170,41959,0,0,0,0,0,0,0
仗剑为生,"新招募的黑锋骑士变为黑锋掠夺者。

黑锋掠夺者获得一个随机专精，可以应对|C00b3ffff首领|R。",429,128,3,1,1392551,41959,0,0,0,0,0,0,0
黑暗骑士,每天可以使用一次死亡战马马桩，使用后召唤一匹死亡战马，使你能在短时间内在坐骑上作战。,430,128,1,0,524049,41955,0,0,0,0,0,0,0
复活憎恶,"成功完成任务有几率带回碎骨堆，可以组合成憎恶。

憎恶可以随机使带有|C00b3ffff危害|R、|C00b3ffff法术|R或|C00b3ffff爪牙|R的任务成功率提高${$a650}%，此外还拥有：

|TInterface\ICONS\SPELL_DEATHKNIGHT_EXPLODE_GHOUL.BLP:20:20:0:0|t |Cffffffff邪恶畸变|R
$@garrabdesc778",431,128,4,1,136187,41960,782,0,0,0,0,0,0
罪恶回收,当你拥有激活的战友时，任务会奖励额外资源。,432,128,4,0,135775,41960,1133,0,0,0,0,0,0
兄弟同袍,你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。,433,128,2,1,237512,41958,0,0,0,0,0,0,0
墓穴传说,你可以装备的传说物品数量提高${$a898}。,434,128,5,0,879926,41961,0,0,0,0,0,0,0
上佳手气,使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。,435,131,0,0,418250,41962,0,0,0,0,0,0,0
奇袭攻击,可以使用奇袭攻击技能，每天派出的第一个任务的成功率提高${$a769}%。,436,131,0,1,1373907,41962,643,0,0,0,0,0,0
刺杀,在所有任务中可以使用刺杀技能，使带有|C00b3ffff爪牙|R的任务成功率提高${$a770}%。,437,131,1,1,236173,41955,644,0,0,0,0,0,0
赏金格斗,你的盗匪、盗贼、海盗和格斗家招募上限提高${$a771}。,438,131,2,0,1379239,41958,645,0,0,0,0,0,0
迪菲亚传承,"新招募的盗匪变为迪菲亚盗贼，拥有：

|TInterface\ICONS\INV_MISC_BAG_11.BLP:20:20:0:0|t |Cffffffff搜索|R
$@garrabdesc634",439,131,3,0,1373912,41959,0,0,0,0,0,0,0
猩红航帆,"新招募的海盗变为格斗家，拥有：

|TInterface\ICONS\ABILITY_PARRY.BLP:20:20:0:0|t |Cffffffff备战就绪|R
$@garrabdesc635",440,131,3,1,1269440,41959,0,0,0,0,0,0,0
大殿,"勇士成功完成任务后有几率带回一张宝库赠品券。

宝库券使你可以每周从无冕宝库中拾取一次随机奖励，其中所包含的财富超乎你的想象。",441,131,1,0,1269443,41955,789,0,0,0,0,0,0
幕后交易,和一个战友一起完成世界任务可以获得职业大厅资源。,442,131,4,1,132092,41960,783,0,0,0,0,0,0
掠夺,你可以下达工作订单，用职业大厅资源交易获得每周3个破碎命运印记中的1个。,443,131,4,0,1398087,41960,0,0,0,0,0,0,0
武器走私,你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。,444,131,2,1,840720,41958,0,0,0,0,0,0,0
全副武装,你可以装备的传说物品数量提高${$a898}。,445,131,5,0,1398088,41961,0,0,0,0,0,0,0
神圣命运,使你非重复类的任务奖励额外升级为稀有或史诗品质的几率提高。,446,134,0,0,135976,41962,0,0,0,0,0,0,0
日常祷告,可以使用日常祷告技能，每天派出的第一个任务的成功率提高${$a785}%。,447,134,0,1,237539,41962,659,0,0,0,0,0,0
什一税,与战友一起完成世界任务可获得额外的职业大厅资源。,448,134,4,1,1022951,41960,784,0,0,0,0,0,0
公共生活,你的助祭、圣贤、狂热者和黑暗狂热者招募上限提高${$a784}。,449,134,2,0,135946,41958,658,0,0,0,0,0,0
神圣裁决,新招募的助祭变为圣贤，使其任务成功率提高${$a774-$a773}%。,450,134,3,0,633042,41959,0,0,0,0,0,0,0
暗影异端,"新招募的狂热者变为黑暗狂热者，拥有：

|TInterface\ICONS\ABILITY_WARLOCK_SOULSWAP.BLP:20:20:0:0|t |Cffffffff灵魂收割者|R
$@garrabdesc650",451,134,3,1,1022944,41959,0,0,0,0,0,0,0
祝福祭坛,"每天可以使用一次圣光之井或暗影之井。

对任意一个祭坛进行祈祷可以获得宝贵的增益，协助你在破碎群岛完成任务。",452,134,1,0,135923,41955,0,0,0,0,0,0,0
痛苦压制,在所有任务中都可以使用痛苦压制技能，有一定几率让一支随机部队不会减少${$a786}点活力值。,453,134,1,1,135936,41955,660,0,0,0,0,0,0
祝福印记,你可以下达工作订单，用职业大厅资源交易获得每周3个破碎命运印记中的1个。,454,134,4,0,135914,41960,0,0,0,0,0,0,0
圣光装备,你可以下达工作订单，用职业大厅资源换取勇士的武器或装备。,455,134,2,1,632352,41958,0,0,0,0,0,0,0
信仰武装,你可以装备的传说物品数量提高${$a898}。,456,134,5,0,1022949,41961,0,0,0,0,0,0,0
白银之手十字军,"现在，你可以招募强力部队，白银之手十字军了。

白银之手十字军将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：

|TInterface\ICONS\ACHIEVEMENT_REPUTATION_ARGENTCRUSADER.BLP:20:20:0:0|t |Cffffffff雷霆突击|R
$@garrabdesc889",480,119,6,0,1134001,48550,0,0,0,0,0,0,0
勇士名册,$@garrabdesc892,481,119,6,1,571558,48550,0,0,0,0,0,0,0
肯瑞托卫士,"现在，你可以招募强力部队，肯瑞托卫士了。

肯瑞托卫士将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：

|TInterface\ICONS\SPELL_MAGE_TEMPORALSHIELD.BLP:20:20:0:0|t |Cffffffff棱镜护甲|R
$@garrabdesc876",483,116,6,0,610472,48550,0,0,0,0,0,0,0
勇士名册,$@garrabdesc892,484,116,6,1,1387356,48550,0,0,0,0,0,0,0
冰霜与死亡,"现在，你可以招募强力部队，黑锋霜寒骑士了。

黑锋霜寒骑士将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：

|TInterface\ICONS\artifactability_FrostMage_Ebonbolt.blp:20:20:0:0|t |Cffffffff冰霜掠夺者|R
$@garrabdesc877",486,128,6,0,236699,48550,0,0,0,0,0,0,0
勇士名册,$@garrabdesc892,487,128,6,1,636332,48550,0,0,0,0,0,0,0
死亡之刃,"现在，你可以招募强力部队，破坏魔了。

破坏魔将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：


|TInterface\ICONS\INV_WEAPON_SHORTBLADE_31.BLP:20:20:0:0|t |Cffffffff碎刃|R
$@garrabdesc885",489,125,6,0,615148,48550,0,0,0,0,0,0,0
勇士名册,$@garrabdesc892,490,125,6,1,236299,48550,0,0,0,0,0,0,0
林地守护者,"现在，你可以招募强力部队，梦境林地防御者了。

梦境林地防御者将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：


|TInterface\ICONS\SPELL_NATURE_MOONGLOW.BLP:20:20:0:0|t |Cffffffff星辰之怒|R
$@garrabdesc879",492,107,6,0,1387709,48550,0,0,0,0,0,0,0
勇士名册,$@garrabdesc892,493,107,6,1,1396983,48550,0,0,0,0,0,0,0
夜之子,"现在，你可以招募强力部队，夜之子猎人了。

夜之子猎人将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：


|TInterface\ICONS\ABILITY_ROGUE_MASTEROFSUBTLETY.BLP:20:20:0:0|t |Cffffffff暗影突袭|R
$@garrabdesc884",495,113,6,0,1525722,48550,0,0,0,0,0,0,0
勇士名册,$@garrabdesc892,496,113,6,1,1036119,48550,0,0,0,0,0,0,0
入道宗师,"现在，你可以招募强力部队，宁静大师了。

宁静大师将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：


|TInterface\ICONS\ABILITY_MONK_SERENITY.blp:20:20:0:0|t |Cffffffff静默打击|R
$@garrabdesc891",498,4,6,0,1381296,48550,0,0,0,0,0,0,0
勇士名册,$@garrabdesc892,499,4,6,1,613397,48550,0,0,0,0,0,0,0
戴兜帽的祭司,"现在，你可以招募强力部队，戴兜帽的祭司了。

戴兜帽的祭司将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：


|TInterface\ICONS\INV_MISC_HERB_WHISPERVINE.BLP:20:20:0:0|t |Cffffffff死亡低语|R
$@garrabdesc888",501,134,6,0,237568,48550,0,0,0,0,0,0,0
勇士名册,$@garrabdesc892,502,134,6,1,1060983,48550,0,0,0,0,0,0,0
拉文霍德精英,"现在，你可以招募强力部队，拉文霍德刺客了。

拉文霍德刺客将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：


|TInterface\ICONS\INV_Helm_Cloth_ShadowmoonClan_B_01.blp:20:20:0:0|t |Cffffffff暗影死神|R
$@garrabdesc890",504,131,6,0,1394887,48550,0,0,0,0,0,0,0
勇士名册,$@garrabdesc892,505,131,6,1,236275,48550,0,0,0,0,0,0,0
大地之环,"现在，你可以招募强力部队，大地之环卫兵了。

大地之环卫兵将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：


|TInterface\ICONS\SPELL_SHAMAN_UNLEASHWEAPON_EARTH.BLP:20:20:0:0|t |Cffffffff大地的复仇|R
$@garrabdesc886",507,31,6,0,456567,48550,0,0,0,0,0,0,0
勇士名册,$@garrabdesc892,508,31,6,1,1385914,48550,0,0,0,0,0,0,0
恶魔蛮兵,"现在，你可以招募强力部队，恶魔卫士蛮兵了。

恶魔卫士蛮兵将随机拥有一种能够应对|C00b3ffff爪牙|R、|C00b3ffff法术|R或|C00b3ffff危害|R的技能。此外，他们还将拥有以下技能：


|TInterface\ICONS\Ability_DemonHunter_FelRush.blp:20:20:0:0|t |Cffffffff邪能冲锋|R
$@garrabdesc887",510,110,6,0,132332,48550,0,0,0,0,0,0,0
勇士名册,$@garrabdesc892,511,110,6,1,607852,48550,0,0,0,0,0,0,0
