ID,Name_lang
1506,考达拉平台
1507,靠近天灾虫孔。
1508,西北方的魔枢入口
1509,达库鲁的火盆
1510,索尔莫丹隧道的东部尽头
1511,图尔凯的鱼钩
1512,图阿鲁的火盆
1513,菲兹兰克跳伞练习区
1514,菲兹兰克伞兵传送器
1515,海滩上的魔网能量线焦点
1516,罗萨洛尔森林的魔网能量线焦点
1517,湖底的魔网能量线焦点
1518,达基尔金铜锣
1519,被标记的冷风树木
1520,湍流之针下方的巨坑中部
1521,沃达希尔的残骸下方的深处。
1522,沃达希尔之臂下方的深处。
1523,沃达希尔之泪下方的深处。
1524,汉瑟·鲍尔
1525,戈洛塔尔的挑战区域
1526,暮冬要塞狮鹫站
1527,新壁炉谷伐木场
1528,沃达希尔的树苗
1529,营地
1530,黑曜石巨龙圣地的出路
1531,站在攻城技师夸特弗拉什身边。
1532,通灵符文
1533,站在暮冬矿洞的某个入口处。
1534,北地鲑鱼群
1535,站在遗忘海岸的废墟中部。
1536,站在暮冬陵园前面。
1537,卢娜的水晶球
1538,侍从皮尔斯
1539,你靠近翠羽守护者奥雷托斯
1540,霜之哀伤祭坛
1541,你站在青铜巨龙圣地的沙漠中
1542,维库人猎鹰栖木
1543,天灾木乃伊火堆
1544,达卡莱仪祭雕像
1545,菲肯斯坦的大锅
1546,雾语天气神殿
1547,供品之碗
1548,达卡莱底座
1549,倒下的原木
1550,上古土堆
1551,蛛魔隧道
1552,符文熔炉
1553,着陆场
1554,天灾车
1555,奎丝鲁恩的尸体，同时奎丝鲁恩先知在场，且不在战斗中
1556,卡塔克祭坛
1557,闪电巨石
1558,督军佐尔玛兹在场，且不在战斗中。
1559,日灼之柱顶端
1560,召唤法阵
1561,肥沃的土堆
1562,索拉查石柱的顶部
1563,光芒之柱顶端
1564,暴露在外的源血之柱水晶
1565,乌佐·唤亡者
1566,大主教兰德雷的尸体，且高级指挥官埃雷特不在场
1567,美味的暗礁鱼群
1568,熔岩之龙复活大厅
1569,霜胆的祭坛
1570,加姆传送器
1571,强大的乌弗朗领主在场，且坐在自己的宝座上
1572,北边的冰柱
1573,冰冷坑地
1574,前线基地医护所
1575,雪流
1576,母龙之巢
1577,K3着陆场
1578,伊尔斯卡领主在场，且他和他麾下的勇士不在战斗中
1579,北伐军颅骨堆
1580,玛雷卡里斯熔炉
1581,安卡赫特火盆
1582,复生密室石台
1583,达拉然喷泉
1584,伊米海姆山巅颅骨堆
1585,莫德雷萨天灾之锅
1586,格姆克尔的宝珠
1587,诅咒教徒的天灾之锅
1588,奥鲁麦斯的灵魂石
1589,靠近一本魔法力量宝典
1590,冒烟的碎片
1591,黑色深渊祭坛
1592,座狼的尸体
1593,碎矛聚焦之石
1594,奥伯丁月亮井
1595,上古巨熊塑像
1596,未点燃的信号火焰
1597,达克玛尔献礼法阵
1598,高拉特的尸体
1599,锦标赛兽栏
1600,月神之光
1601,黑骑士的狮鹫
1602,石块
1603,森林之心
1604,冒烟的火盆
1605,碎木哨塔
1606,灰谷橡树
1607,佐拉姆加锻炉
1608,消耗掉的水泡
1609,灰雾鱼人建造点
1610,炽热海岸火焰石
1611,抛锚的货车
1612,雷塔维的挖掘海滩
1613,阴森森的烹饪用火
1614,纯净月亮井
1615,地精逃生舱
1616,船体最薄的部位
1617,女武士之匕号
1618,神秘的雪丘
1619,迅猛龙的巢穴
1620,唤雾者洞穴
1621,图亚里克的墓碑
1622,伯尔之怒露台
1623,艾萨拉木材堆
1624,艾露恩之杯
1625,尼耶尔前哨站废墟
1626,艾露恩的火盆
1627,艾露恩的侍女像
1628,火刃召唤法阵
1629,猛鹫之巢
1630,靠近克雷南·阿朗纳斯。
1631,肥沃土墩
1632,先祖之石
1633,滚烫的水元素领主召唤石
1634,哈格鲁姆的烟坑
1635,沙滩房产
1636,熔炉之主的铁砧
1637,刺背竞技场
1638,扎尔曼的篝火
1639,皇冠供给营地
1640,站在德亚米·翱风身旁
1641,太阳之井
1642,异种蝎土丘
1643,埃德里奇之墓
1644,迅猛龙陷阱
1645,坚硬的岩石
1646,巨型恐龙骨头
1647,站在鹰风酋长的母亲身边
1648,克罗斯彻克教练
1649,哈扎里蜂巢中心
1650,药剂车
1651,莱坎索斯圣坛
1652,维林尼亚斯的树
1653,沉没的船锚
1654,沉没的厕所
1655,PLEASE REUSE ME
1656,暮光铁砧
1657,剃刀岭顶部瞭望塔
1658,渗透者的营地
1659,食人魔厕所
1660,生锈的猎鱼枪
1661,艾维娜的墓葬法阵
1662,布雷瑟的栖木
1663,纳兹夏尔女武士事件位置
1664,陶瓷先知
1665,远古火盆
1666,裂蹄高地油田
1667,支承梁
1668,海蕈石
1669,萨达拉角鹰兽飞行站
1670,不毛之地的部落旗帜
1671,松散的雪
1672,位于詹戈洛德矿洞的尽头。
1673,位于死亡矿井地下城的入口处。
1674,祖尔格拉布蒂基神像
1675,洛苏娜之门营地中心
1676,黑石塔或黑石军需营帐。
1677,密斯特曼托庄园
1678,暗淡的共鸣水晶
1679,费尔斯通农场疫病之鼓目标
1680,石鳞龙母的喂养场
1681,艾比希昂巢穴的中心
1682,鲜血之痕熔岩池
1683,阿利卡拉的法阵
1684,蘑菇谷大墓地
1685,圣光之愿礼拜堂地下室
1686,祖玛沙尔神塔篝火
1687,暮光劫持者巡逻
1688,堡垒之门塔顶
1689,赫司加塔旗帜
1690,古老的装置
1691,被锁住的莉拉斯塔萨
1692,暴风城大门
1693,教派祭坛
1694,火焰传送门
1695,教派祭坛
1696,铸炉之主芬雷的尸体
1697,奥格瑞玛大门
1698,死木蜂巢
1699,提克迪奥斯的印记
1700,冷凝管
1701,黑曜石树洞
1702,语风月亮井
1703,元素大门
1704,位于索菲亚高地，考兰之匕，山头营地或者加文高地的营地里。
1705,裂天船腹
1706,滩头堡炸弹目标
1714,靠近古老的托维尔武器。
1715,靠近其他的亚什虫卵。
1716,铁木森林山丘
1718,灰烬堆
1719,东部烈焰传送门
1720,中部烈焰传送门
1721,西部烈焰传送门
1722,祖先祭坛
1723,空的展位
1724,虚空漩涡
1725,洛丹伦遗迹壕沟
1726,联盟稻草人
1727,部落稻草人
1728,松动的石头
1729,站在套圈圈游戏台上
1731,站在竞技场内
1732,夏风神龛
1733,站在蒸汽坦克控制台附近
1734,倒影之池
1735,燃烧的残骸
1736,左侧船体
1737,右侧船体
1738,船长的舵轮
1739,裸露的石基
1740,白骨冢
1741,佐诺兹的阴影
1742,信号点
1743,猢狲码头
1744,联盟营火
1745,鲜绿菠菜
1746,巨大的胡萝卜
1747,卷心菜
1748,甜瓜
1749,象鼻蒜
1750,红叶莴苣
1751,甜菜
1752,靠近朱家界纪念之火。
1758,预言者之石
1759,昆森篝火
1760,周家神龛
1761,鸡窝
1762,雄鸡之水
1763,乱斗比武场中心位置
1764,野牛人油脂
1765,达卡达卡的祭坛
1766,废墟高地洞穴入口
1769,深潭裂隙
1770,科里提克之卵
1771,科里维斯武器
1772,古焦的祭坛
1773,静寂瀑布水岸
1774,凯帕圣树·库尔的心源根
1775,女皇的印记
1776,瑟拉维斯建筑
1777,酿月祭防御点。
1778,战斗幸存者
1779,战斗幸存者
1780,大检察官怀特迈恩的尸体
1781,靠近恐惧之心中的一个螳螂妖采集器。
1782,郭雅夫人
1783,煞能干扰
1784,大型蜂巢
1785,流金瀑
1787,科里曼达的徽章
1788,位于恐惧之心外的未激活的声波传送塔附近。
1790,敖骨打的召唤法阵
1791,锦鱼人建筑营地
1792,激活的建筑营地
1793,在火药舱附近。
1794,部落控制的墓地
1795,部落控制的塔楼
1796,联盟控制的墓地
1797,联盟控制的塔楼
1799,侏儒建筑营地
1801,矮人建筑营地
1802,窃听点
1803,皇帝的石板
1804,暗夜精灵建筑营地
1805,地精建筑营地
1806,部落控制的前哨
1807,联盟控制的前哨
1808,重生的古拉的最后安息之地。
1809,八臂神枪海磬的最后安息之地。
1810,掌炉者镫恒的最后安息之地。
1811,电卜师乌古的最后安息之地。
1813,雷霆熔炉的铁砧
1814,靠近艾索洛托斯的牢笼。
1816,Event - AO - Mineral Node
1818,沙兹古尔酋长的宝座。
1819,沙兹古尔主建筑。
1820,沙兹古尔仪式祭坛。
1821,沙兹古尔补给仓库。
1822,暴掠传送门
1823,无保护的暴掠传送门
1824,收集水晶。
1825,东部水晶。
1826,靠近钢铁部落战争机器。
1827,德拉诺坩埚
1828,私语平原的阿肯尼特水晶。
1829,克罗斯尼斯的烈焰之心
1831,嘶嘶作响的气泉。
1832,邪能水晶
1833,烈焰之环
1834,神谕石。
1835,加兹鲁维的目标
1836,塞林的目标
1837,靠近伊沙尔的小屋。
1838,死亡的暗影猎手
1839,靠近塞尔利克的小屋。
1840,仪式柴堆
1841,靠近巫师领主莫库克。
1842,要塞渔夫小屋水域
1843,靠近神秘的圣物。
1844,靠近鸦爪祭司泽克的尸体。
1845,靠近晨曦平台。
1846,要塞 - 铭文师之家
1847,聚焦月光
1848,奥鲁凯的节杖
1849,奥鲁凯的法杖
1850,泰罗卡路边神龛
1851,高温熔岩点
1853,废品站
1854,恶魔之门。
1855,JMC - Spell Focus
1856,银链湖里的辐射水晶
1857,被盗的墓穴
1858,你处于要塞的中心位置。
1859,虚空坩埚
1860,转化之书
1861,奥拉尔德的铁砧
1862,奥拉尔德的熔炉
1863,奥拉尔德的工作台
1864,苍穹石
1865,奥拉尔德的淬火水槽
1866,黑齿挑战竞技场
1867,冻结的淬火水槽
1868,奥拉尔德的磨石
1869,绿蹄的熔炉
1870,绿蹄的铁砧
1871,邪能工匠铁砧
1872,邪能工匠熔炉
1873,邪能工匠工作台
1874,邪能工匠淬火水槽
1875,女王的优雅织布机
1876,坦妮瑟娅的精加工台
1877,林达斯的精加工台
1878,珠宝加工小屋
1879,织魔者的精加工台
1880,琥珀染料桶
1881,灰色哨所工兵船
1882,埃匹希斯宝石切割机
1883,占位符
1884,达拉然炼金台
1885,钢铁码头列车
1886,古代月亮井
1887,邪缚传送门
1888,娜穆的制皮架
1889,娜穆的工作台
1890,占位符
1891,勇士祭坛
1892,守护者控制台
1893,靠近沙尔艾兰里的塔莉萨
1894,恐翼祭坛
1895,法力聚焦器
1896,靠近你的神器熔炉
1898,泰安度兽穴里的一张空床
1899,莎拉达希尔树芽
1900,肥沃的土壤
1901,乌索尔祭坛
1902,抑魔金熔炉
1903,惰性之水样品
1904,暴风祭坛
1905,强化虚空坩埚
1906,靠近交易者大厅
1907,霍斯瓦尔德的灵魂火堆
1908,艾萨拉漩涡之怒
1909,尤胡塔姆的进食点
1910,邪焰隘口恶魔传送门。
1911,奥术研习大厅
1912,美术室传送器
1913,魔网
1914,奥丁的眷顾
1915,奥丁传奇
1916,何鲁尔的制皮小屋
1917,苍穹石
1918,塞莉娅
1919,抚慰的百合花蕾
1920,侦察点
1921,诺米的实验厨房
1922,蛇人帐篷
1924,安尼赫兰副官
1925,执政团军械库封印
1926,靠近钥石。
1927,靠近蛇人之塔。
1928,靠近被感染者的尸体。
1929,永恒之泉
1930,虚空之光熔炉
1931,靠近骨堆。
1932,图恩卡的神龛
1933,赤岩瀑布
1934,靠近托加神龛。
1937,濒危的雷龙
1938,需要温顺的本金
1939,联盟建筑
1940,愤怒的怪物
1941,赤林歼灭者
1942,泽姆兰港码头
1943,泽姆兰港的回忆地点
1944,泽姆兰港战场
1945,泽姆兰港祭坛
1946,靠近灵魂
1947,位于碎石码头。
1948,完美的望远镜位置
1949,风暴之门
1950,鲜血宝珠
1951,巨大的头骨
1952,艾丁顿修士之魂
1953,深渊祭坛
1954,在一处艾泽里特伤口附近。
2055,拆解机
2056,在大型艾泽里特裂口中心。
2057,信号塔
2058,位于心之密室的正中。
2059,靠近喜欢这种食物的雷龙，而且它必须处于饥饿状态。
2060,靠近时空裂隙
2061,8.1 SoS Pre Raid - Void Stone Cast - KAP
2062,卡兹格里安锻工铁砧
2063,靠近烈日石居的灵魂行者。
2064,靠近雷霆崖的灵魂行者乌索。
2065,泽林的船靠近迅捷复仇号
2066,鳗鱼肆虐的水域
2067,营火
2068,靠近贪婪的噬液者。
2069,鸣脊遗骸堆。
2070,纳迦能量核心
2071,充能站
2072,艾泽拉斯之心
2073,复原的深渊法器
2074,强化的深渊法器
2075,辐射的深渊法器
2076,魔网交汇点
2077,废水河软泥
2078,雷文德斯碎石
2079,虚空法器
2080,强化的虚空法器
2081,恐怖虚空法器
2082,无法通过的巨石
2083,泥池
2084,靠近休眠之锚
2085,永恒之火
2086,巨鼓
2087,靠近乌瑟尔之墓。
2088,永恒熔炉
2089,冒泡的淤泥
2090,界缘火盆
2091,处于初始区域。
2092,魂之关爱
2093,弃誓巨像
2094,玛卓西特净化熔炉
2095,遗忘墓穴
2096,可用的理智恢复宝珠。
2097,靠近虚空传送门
2098,腐蚀裂隙
2099,弃誓巨像
2100,微光裂隙
2101,雷迪拉夫邮箱
2102,谨慎的幸存者
2117,符文祭坛
2118,浑浊的淤泥之池
2119,反射之池
2120,永恒之火
2122,枯竭的心能之井
2123,通灵训练靶子
2124,暗翼之巢
2126,靠近枯竭的魅夜之种。
2127,灵钢熔炉
2128,戈尔格亚河西部
2129,戈尔格亚河之源
2130,位于阿萨诺斯的竞技场。
2131,灵魂守护者
2132,心能储备
2134,末日迷沼花
2135,冒泡的泥浆之池
2136,冒泡的大锅
2137,休憩神龛
2138,烧焦的门
2139,隐藏的镜子
2140,纯甘水源
2141,蘑菇圈
2142,test - ljs
2144,建筑营地
2145,NPC Construction Site
2146,圣洁神龛
2147,托加斯特传送门
2148,指引圣地的耳堂
2149,位于达拉然北部。
2150,位于达拉然南部。
2151,位于达拉然南端。
2152,价值连城的宝箱
2153,Rock Outcropping
2154,靠近奥术之地。
2155,靠近碧蓝档案馆的中心。
2156,克罗米和伊特努丝
2157,观察谜题：实地指南
2158,[DNT]you must be near the Shikaar Banner of Cunning.
2160,[DNT]you must be near the Shikaar Banner of Might.
2161,幻形讲坛
2162,靠近海象人的大家伙目击点。
2163,托马斯的工作台
2164,炼金师的实验室工作台
2166,工匠的工作台
2168,珠宝匠的工作台
2169,制皮匠的工具台
2173,附魔师的讲台
2174,裁缝的工作台
2175,铭文师的绘图桌
2176,腐朽祭坛
2177,大地守护者的熔炉
2178,碧蓝织布机
2179,时光织布机
2180,公用之锅
2181,在瓦德拉肯的创新引擎处。
2182,处于仪式场所
2183,援“手”
2184,大水桶
2185,疯狂之缘的火盆
2186,位于雾纱藏骨堂最高的位置。
2187,暗影烈焰熔炉
2188,暗影烈焰锻造铁砧
2189,暗影烈焰制皮桌
2190,暗影烈焰法咒桌
2191,峈姆的米里特
2194,一个强化熔炉。
2196,翡翠奖赏
2197,野性梦境石
2202,炉石游戏区域。
2208,一个更明亮的光源。
2209,蝎子诱饵点
2215,米雷达尔熔炉
2216,珠光壳蟹
2217,熔炉
2220,不起眼的坟墓
2223,激活风暴
2224,进行中的卑鄙双雄比赛
2229,第一次消灭卑鄙双雄比赛中的所有小怪
