ID,Name_lang,Name1_lang,Mask_ID,Flags
128,完美胜者 %s,完美胜者 %s,96,0
129,"%s, 冰冻废土的勇士","%s, 冰冻废土的勇士",97,0
130,大使 %s,大使 %s,98,0
131,银色勇士 %s,银色勇士 %s,99,0
132,"%s, 塞纳留斯的卫士","%s, 塞纳留斯的卫士",100,0
133,酒仙 %s,酒仙 %s,101,0
134,欢乐使者 %s,欢乐使者 %s,102,0
135,痴情的%s,痴情的%s,103,0
137,护士长 %s,护士长 %s,104,0
138,监护人 %s,监护人 %s,105,0
139,黑曜石杀手 %s,黑曜石杀手 %s,106,0
140,夜幕的%s,夜幕的%s,107,0
141,永恒者 %s,永恒者 %s,108,0
142,不朽者 %s,不朽者 %s,109,0
143,火车王 %s,火车王 %s,110,0
144,血帆舰队司令 %s,血帆舰队司令 %s,111,0
145,疯狂的%s,疯狂的%s,112,0
146,埃索达的%s,埃索达的%s,113,0
147,达纳苏斯的%s,达纳苏斯的%s,114,0
148,铁炉堡的%s,铁炉堡的%s,115,0
149,暴风城的%s,暴风城的%s,116,0
150,奥格瑞玛的%s,奥格瑞玛的%s,117,0
151,森金的%s,森金的%s,118,0
152,银月城的%s,银月城的%s,119,0
153,雷霆崖的%s,雷霆崖的%s,120,0
154,幽暗城的%s,幽暗城的%s,121,0
155,贵族 %s,贵族 %s,122,0
156,十字军 %s,十字军 %s,123,0
157,致命角斗士 %s,致命角斗士 %s,56,0
158,"%s, 死亡的终结者","%s, 死亡的终结者",124,0
159,天界保卫者 %s,天界保卫者 %s,125,0
160,"%s, 奥杜尔的征服者","%s, 奥杜尔的征服者",126,0
161,"%s, 奥杜尔的勇士","%s, 奥杜尔的勇士",127,0
163,胜利者 %s,胜利者 %s,128,2
164,唤星者 %s,唤星者 %s,129,0
165,星界旅行者 %s,星界旅行者 %s,130,0
166,"%s, 泰坦的使者","%s, 泰坦的使者",131,0
167,狂怒角斗士 %s,狂怒角斗士 %s,132,0
168,感恩者 %s,感恩者 %s,133,0
169,无情角斗士 %s,无情角斗士 %s,134,0
170,大十字军 %s,大十字军 %s,135,0
171,银色护卫者 %s,银色护卫者 %s,136,0
172,百折不挠的%s,百折不挠的%s,137,0
173,黎明之光 %s,黎明之光 %s,138,0
174,"%s, 堕落君王的克星","%s, 堕落君王的克星",139,0
175,弑君者 %s,弑君者 %s,140,0
176,灰烬审判军 %s,灰烬审判军 %s,141,0
177,暴怒角斗士 %s,暴怒角斗士 %s,142,0
188,"%s, 废柴炼金师的克星","%s, 废柴炼金师的克星",147,0
189,助理教授 %s,助理教授 %s,148,0
190,副教授 %s,副教授 %s,149,0
191,教授 %s,教授 %s,150,0
193,"%s, 联盟精兵","%s, 联盟精兵",152,0
194,"%s, 部落精兵","%s, 部落精兵",153,0
195,列兵 %s,列兵 %s,154,0
196,下士 %s,下士 %s,155,0
197,中士 %s,中士 %s,156,0
198,军士长 %s,军士长 %s,157,0
199,士官长 %s,士官长 %s,158,0
200,骑士 %s,骑士 %s,159,0
201,骑士中尉 %s,骑士中尉 %s,160,0
202,骑士队长 %s,骑士队长 %s,161,0
203,护卫骑士 %s,护卫骑士 %s,162,0
204,少校 %s,少校 %s,163,0
205,司令 %s,司令 %s,164,0
206,统帅 %s,统帅 %s,165,0
207,元帅 %s,元帅 %s,166,0
208,大元帅 %s,大元帅 %s,167,0
209,斥候 %s,斥候 %s,168,0
210,步兵 %s,步兵 %s,169,0
211,中士 %s,中士 %s,170,0
212,高阶军士 %s,高阶军士 %s,171,0
213,一等军士长 %s,一等军士长 %s,172,0
214,石头守卫 %s,石头守卫 %s,173,0
215,血卫士 %s,血卫士 %s,174,0
216,军团士兵 %s,军团士兵 %s,175,0
217,百夫长 %s,百夫长 %s,176,0
218,勇士 %s,勇士 %s,177,0
219,中将 %s,中将 %s,178,0
220,将军 %s,将军 %s,179,0
221,督军 %s,督军 %s,180,0
222,高阶督军 %s,高阶督军 %s,181,0
223,"%s, 联盟英雄","%s, 联盟英雄",182,0
224,"%s, 部落英雄","%s, 部落英雄",183,0
225,"%s, 嗜血者","%s, 嗜血者",184,0
226,风神 %s,风神 %s,151,0
227,"%s, 破碎世界的守护者","%s, 破碎世界的守护者",185,0
228,屠龙者 %s,屠龙者 %s,186,0
229,"%s, 黑翼克星","%s, 黑翼克星",187,0
258,骆驼驭手 %s,骆驼驭手 %s,143,0
259,战争使者 %s,战争使者 %s,144,0
260,战争终结者 %s,战争终结者 %s,145,0
266,"%s, 受祝福的诺达希尔防御者","%s, 受祝福的诺达希尔防御者",146,0
267,"%s, 海加尔复仇者","%s, 海加尔复仇者",188,0
276,破焰者 %s,破焰者 %s,189,0
278,炎魔之王 %s,炎魔之王 %s,190,0
279,残忍角斗士 %s,残忍角斗士 %s,191,0
280,冷酷角斗士 %s,冷酷角斗士 %s,192,0
281,灾变角斗士 %s,灾变角斗士 %s,193,0
285,"%s, 艾泽拉斯的救世主","%s, 艾泽拉斯的救世主",194,0
287,"%s, 灭世终结者","%s, 灭世终结者",196,0
303,农夫 %s,农夫 %s,195,0
308,亲爱的%s,亲爱的%s,197,0
309,无惧的%s,无惧的%s,198,0
310,动物园管理员 %s,动物园管理员 %s,199,0
311,遗物猎人 %s,遗物猎人 %s,200,0
314,无畏的%s,无畏的%s,201,0
315,厨道宗师 %s,厨道宗师 %s,202,0
316,静心大师 %s,静心大师 %s,203,0
317,宝库探索者 %s,宝库探索者 %s,204,0
318,影踪大师 %s,影踪大师 %s,205,0
319,鏖战专家 %s,鏖战专家 %s,206,0
320,驯宠师 %s,驯宠师 %s,207,0
321,求知者 %s,求知者 %s,208,0
333,拳手 %s,拳手 %s,209,2
338,唤醒者 %s,唤醒者 %s,218,0
340,可汗 %s,可汗 %s,220,0
341,风暴克星 %s,风暴克星 %s,221,0
342,风暴末日 %s,风暴末日 %s,222,0
343,恶毒角斗士 %s,恶毒角斗士 %s,223,0
344,地精小队新兵%s,地精小队新兵%s,224,4
347,地精小队特种兵%s,地精小队特种兵%s,226,4
348,训练师 %s,训练师 %s,227,0
349,暗矛起义者 %s,暗矛起义者 %s,228,0
350,杰出的 %s,杰出的 %s,229,0
351,部落颠覆者 %s,部落颠覆者 %s,230,0
354,毒心者 %s,毒心者 %s,231,0
355,觅血者 %s,觅血者 %s,232,0
356,暴食蝗 %s,暴食蝗 %s,233,0
357,虫群卫士 %s,虫群卫士 %s,234,0
358,至尊者 %s,至尊者 %s,235,0
359,操纵者 %s,操纵者 %s,236,0
360,切割者 %s,切割者 %s,237,0
361,明澈者 %s,明澈者 %s,238,0
362,掠风者 %s,掠风者 %s,239,0
365,猫咪公主 %s,猫咪公主 %s,240,0
366,长城保卫者 %s,长城保卫者 %s,241,0
367,魔古克星 %s,魔古克星 %s,242,0
368,织炎者 %s,织炎者 %s,243,0
369,血色指挥官 %s,血色指挥官 %s,244,0
370,黑暗大师 %s,黑暗大师 %s,245,0
371,纯净防御者 %s,纯净防御者 %s,246,0
372,突围者 %s,突围者 %s,247,0
373,风暴酿酒师 %s,风暴酿酒师 %s,248,0
374,翡翠守护者 %s,翡翠守护者 %s,249,0
377,猫咪王子 %s,猫咪王子 %s,252,0
378,恶孽角斗士 %s,恶孽角斗士 %s,253,0
379,骄矜角斗士 %s,骄矜角斗士 %s,254,0
382,"%s, 奥格瑞玛征服者","%s, 奥格瑞玛征服者",211,0
383,"%s, 奥格瑞玛解放者","%s, 奥格瑞玛解放者",212,0
384,"%s, 地狱咆哮终结者","%s, 地狱咆哮终结者",214,0
385,突击高手 %s,突击高手 %s,215,0
386,防御高手 %s,防御高手 %s,216,0
387,治疗高手 %s,治疗高手 %s,219,0
388,暴虐角斗士 %s,暴虐角斗士 %s,225,0
389,烈焰守护者 %s,烈焰守护者 %s,251,0
390,迷雾行者 %s,迷雾行者 %s,255,0
391,黑暗收割者 %s,黑暗收割者 %s,256,0
392,伐木工 %s,伐木工 %s,257,0
393,木材大王 %s,木材大王 %s,258,0
394,树木终结者 %s,树木终结者 %s,259,0
395,建筑师 %s,建筑师 %s,260,0
397,鲜血勇士 %s,鲜血勇士 %s,261,0
398,人类斩杀者 %s,人类斩杀者 %s,262,0
399,侏儒克星 %s,侏儒克星 %s,263,0
400,矮人追猎者 %s,矮人追猎者 %s,264,0
401,狼人猎手 %s,狼人猎手 %s,265,0
402,"%s, 卡多雷灾星","%s, 卡多雷灾星",266,0
403,"%s, 德莱尼毁灭者","%s, 德莱尼毁灭者",267,0
404,"%s, 土水煞星","%s, 土水煞星",268,0
406,"%s, 德拉诺之王","%s, 德拉诺之王",269,0
407,屠夫 %s,屠夫 %s,270,0
408,兽人斩杀者 %s,兽人斩杀者 %s,271,0
409,亡灵追猎者 %s,亡灵追猎者 %s,272,0
410,"%s, 科赞杀手","%s, 科赞杀手",273,0
411,巨魔猎手 %s,巨魔猎手 %s,274,0
412,"%s, 辛多雷斩杀者","%s, 辛多雷斩杀者",275,0
413,"%s, 火金天敌","%s, 火金天敌",276,0
414,兽栏管理员 %s,兽栏管理员 %s,277,0
415,利爪之王 %s,利爪之王 %s,278,0
416,利爪女王 %s,利爪女王 %s,279,0
417,"%s, 塔伦米尔灾星","%s, 塔伦米尔灾星",280,0
418,"%s, 南海镇煞星","%s, 南海镇煞星",281,0
419,霜狼氏族的%s,霜狼氏族的%s,282,0
420,高等祭司 %s,高等祭司 %s,283,0
421,“环保主义者” %s,“环保主义者” %s,284,0
422,"%s, 沃金之矛","%s, 沃金之矛",285,0
423,"%s, 乌瑞恩之剑","%s, 乌瑞恩之剑",286,0
424,假面笑星 %s,假面笑星 %s,287,0
425,维和者 %s,维和者 %s,288,0
426,钢铁先锋 %s,钢铁先锋 %s,289,0
428,不屈的%s,不屈的%s,290,0
429,矿井大师 %s,矿井大师 %s,291,0
430,码头管理员 %s,码头管理员 %s,292,0
431,护魂者 %s,护魂者 %s,293,0
432,"%s, 鲁克玛的子嗣","%s, 鲁克玛的子嗣",294,0
433,灵魂行者 %s,灵魂行者 %s,295,0
434,"%s, 黑石之王","%s, 黑石之王",296,0
435,"%s, 黑石女王","%s, 黑石女王",297,0
436,紫罗兰卫士 %s,紫罗兰卫士 %s,298,0
437,恐轨霸主 %s,恐轨霸主 %s,299,0
438,蛮荒英雄 %s,蛮荒英雄 %s,300,0
439,钢铁克星 %s,钢铁克星 %s,301,0
440,"%s, 战争之王","%s, 战争之王",302,0
441,"%s, 战争女王","%s, 战争女王",303,0
442,"%s, 帝国的黄昏","%s, 帝国的黄昏",304,0
443,技工 %s,技工 %s,305,0
444,"%s, 潘达利亚传奇","%s, 潘达利亚传奇",306,0
445,野外摄影师 %s,野外摄影师 %s,307,0
446,原祖角斗士 %s,原祖角斗士 %s,308,0
447,"%s, 联盟守护者","%s, 联盟守护者",309,0
448,"%s, 联盟保卫者","%s, 联盟保卫者",310,0
449,"%s, 联盟士兵","%s, 联盟士兵",311,0
450,"%s, 部落守护者","%s, 部落守护者",312,0
451,"%s, 部落保卫者","%s, 部落保卫者",313,0
452,"%s, 部落士兵","%s, 部落士兵",314,0
453,狂野角斗士 %s,狂野角斗士 %s,315,0
454,好战角斗士 %s,好战角斗士 %s,316,0
455,%s 船长,%s 船长,317,0
456,丛林之王 %s,丛林之王 %s,318,0
457,"%s, 污染者克星","%s, 污染者克星",319,0
458,伊利达雷 %s,伊利达雷 %s,344,0
462,大领主 %s,大领主 %s,345,0
463,屠魔者 %s,屠魔者 %s,320,0
464,尊敬的 %s,尊敬的 %s,321,0
465,声名远播的 %s,声名远播的 %s,322,0
466,无情的 %s,无情的 %s,323,0
468,"%s,  荣誉楷模","%s,  荣誉楷模",325,0
469,战神 %s,战神 %s,326,0
470,大德鲁伊 %s,大德鲁伊 %s,327,0
471,死亡领主 %s,死亡领主 %s,328,0
472,大宗师 %s,大宗师 %s,329,0
473,刺客大师 %s,刺客大师 %s,330,0
474,缰绳之王 %s,缰绳之王 %s,331,0
475,"%s, 加尼尔守护者","%s, 加尼尔守护者",332,0
476,拓荒者 %s,拓荒者 %s,333,0
477,光彩照人的 %s,光彩照人的 %s,334,0
478,狩猎大师 %s,狩猎大师 %s,335,0
479,先知 %s,先知 %s,336,0
480,虚空领主 %s,虚空领主 %s,337,0
481,暗影之刃 %s,暗影之刃 %s,338,0
482,大祭司 %s,大祭司 %s,339,0
483,战地医师 %s,战地医师 %s,340,0
484,沉睡者%s ,沉睡者%s ,341,0
485,"%s, 复仇化身","%s, 复仇化身",342,0
486,天真的%s,天真的%s,343,0
489,"%s, 复仇之爪","%s, 复仇之爪",346,4
493,神选者 %s,神选者 %s,347,0
494,校长 %s,校长 %s,348,2
502,血仇角斗士 %s,血仇角斗士 %s,353,0
503,无坚不摧的%s,无坚不摧的%s,354,0
504,无畏角斗士 %s,无畏角斗士 %s,355,0
505,时尚达人 %s,时尚达人 %s,356,0
506,亵渎者 %s,亵渎者 %s,357,0
507,"%s, 冒险导师","%s, 冒险导师",358,4
508,残虐角斗士 %s,残虐角斗士 %s,359,0
509,凶猛角斗士 %s,凶猛角斗士 %s,360,0
510,时光领主 %s,时光领主 %s,361,0
511,"%s, 古墓奇兵","%s, 古墓奇兵",362,0
512,暴烈角斗士 %s,暴烈角斗士 %s,363,0
513,泰坦杀手 %s,泰坦杀手 %s,364,0
514,收藏家 %s,收藏家 %s,365,4
515,%s，光明使者,%s，光明使者,366,0
516,恶魔克星 %s,恶魔克星 %s,367,0
517,专横角斗士 %s,专横角斗士 %s,368,0
518,战术专家 %s,战术专家 %s,369,0
519,恶魔角斗士 %s,恶魔角斗士 %s,370,0
520,%s，卑鄙、无耻、下流的糖果小偷！,%s，卑鄙、无耻、下流的糖果小偷！,371,0
521,邮政长 %s,邮政长 %s,372,0
522,勘探员 %s,勘探员 %s,373,0
524,"%s, 闻名遐迩的戈霍恩杀手","%s, 闻名遐迩的戈霍恩杀手",374,0
625,"%s, 部落的克星","%s, 部落的克星",375,0
626,"%s, 联盟的克星","%s, 联盟的克星",376,0
627,"%s, 艾泽拉斯征服者","%s, 艾泽拉斯征服者",377,0
628,审判官 %s,审判官 %s,378,0
629,万众敬仰的%s,万众敬仰的%s,379,0
630,尊崇者 %s,尊崇者 %s,380,0
631,净化者 %s,净化者 %s,381,0
632,探险队领袖 %s,探险队领袖 %s,382,0
633,霸主 %s,霸主 %s,383,0
634,"%s, 闻名遐迩的达萨罗征服者","%s, 闻名遐迩的达萨罗征服者",384,0
635,"%s, 闻名遐迩的达萨罗守护者","%s, 闻名遐迩的达萨罗守护者",385,0
636,"%s, 达萨罗的英雄","%s, 达萨罗的英雄",386,0
637,%s 精锐死亡骑士,%s 精锐死亡骑士,387,0
638,%s 精锐恶魔猎手,%s 精锐恶魔猎手,388,0
639,%s 精锐德鲁伊,%s 精锐德鲁伊,389,0
640,%s 精锐猎人,%s 精锐猎人,390,0
641,%s 精锐法师,%s 精锐法师,391,0
642,%s 精锐武僧,%s 精锐武僧,392,0
643,%s 精锐圣骑士,%s 精锐圣骑士,393,0
644,%s 精锐牧师,%s 精锐牧师,394,0
645,%s 精锐潜行者,%s 精锐潜行者,395,0
646,%s 精锐萨满祭司,%s 精锐萨满祭司,396,0
647,%s 精锐术士,%s 精锐术士,397,0
648,%s 精锐战士,%s 精锐战士,398,0
649,"%s, T恤爱好者","%s, T恤爱好者",399,0
650,垃圾大师 %s,垃圾大师 %s,324,0
651,"%s, 闻名遐迩的先驱杀手","%s, 闻名遐迩的先驱杀手",400,0
654,罪邪角斗士 %s,罪邪角斗士 %s,402,0
655,垃圾场的%s,垃圾场的%s,403,0
656,永恒的%s,永恒的%s,404,0
657,深渊的%s,深渊的%s,405,0
658,火花四溅的%s,火花四溅的%s,406,0
659,"%s, 艾泽拉斯的勇士","%s, 艾泽拉斯的勇士",407,0
660,朝圣的持锤者 %s,朝圣的持锤者 %s,408,0
661,"%s, 闻名遐迩的艾萨拉杀手","%s, 闻名遐迩的艾萨拉杀手",409,0
662,声名远播的探险者 %s,声名远播的探险者 %s,410,0
664,"%s, 第四次大战老兵","%s, 第四次大战老兵",412,0
665,腐化角斗士 %s,腐化角斗士 %s,411,0
666,%s，饰演他自己,%s，饰演她自己,413,0
667,"%s, 恩佐斯的仆从","%s, 恩佐斯的仆从",414,0
668,"%s, 浩劫爪牙","%s, 浩劫爪牙",415,0
669,"%s, 闻名遐迩的恩佐斯杀手","%s, 闻名遐迩的恩佐斯杀手",416,0
670,纯净者 %s ,纯净者 %s,417,0
671,觉醒者 %s,觉醒者 %s,418,0
672,无面者 %s,无面者 %s,419,0
676,地穴看守者 %s,地穴看守者 %s,423,0
678,"%s, 执政官之手","%s, 执政官之手",425,0
679,男爵 %s,男爵 %s,426,0
680,女男爵 %s,女男爵 %s,427,0
681,"%s, 寒冬公使","%s, 寒冬公使",428,0
682,伯爵 %s,伯爵 %s,429,0
683,女伯爵 %s,女伯爵 %s,430,0
684,死亡使者 %s,死亡使者 %s,424,0
685,骄傲的%s,骄傲的%s,431,0
686,灭罪者 %s,灭罪者 %s,432,0
687,"%s, 聚会通报官","%s, 聚会通报官",433,0
688,罪孽角斗士 %s,罪孽角斗士 %s,434,0
689,真君子 %s,魔姑娘 %s,435,0
690,宣罪者 %s,宣罪者 %s,436,0
691,可憎的 %s,可憎的 %s,437,0
692,尖塔追猎者 %s,尖塔追猎者 %s,438,0
693,晋升者 %s,晋升者 %s,439,0
694,"%s, 闻名遐迩的德纳修斯杀手","%s, 闻名遐迩的德纳修斯杀手",440,0
698,不羁角斗士 %s,不羁角斗士 %s,441,0
699,"%s, 仙野守护者","%s, 仙野守护者",442,0
700,"%s, 兵主之剑","%s, 兵主之剑",443,0
701,食罪者 %s,食罪者 %s,444,0
702,"%s, 奉献信徒","%s, 奉献信徒",445,0
703,磨难者 %s,磨难者 %s,446,0
704,"%s, 破链者","%s, 破链者",447,0
705,"%s, 闻名遐迩的女妖之王克星","%s, 闻名遐迩的女妖之王克星",448,0
708,飘逸挑战者 %s,飘逸挑战者 %s,449,0
709,"%s, 塔楼游侠","%s, 塔楼游侠",450,0
710,"%s, 磨难英雄","%s, 磨难英雄",451,0
712,宇宙角斗士 %s,宇宙角斗士 %s,452,0
713,%s the [PH] TBD Title,%s the [PH] TBD Title,453,0
714,"%s, 闻名遐迩的被流放者杀手","%s, 闻名遐迩的被流放者杀手",454,0
715,"%s, 宇宙法则的守护者","%s, 宇宙法则的守护者",455,0
716,孤狼 %s,孤狼 %s,456,0
717,隐秘者 %s,隐秘者 %s,457,0
718,"%s, 隐秘英雄","%s, 隐秘英雄",458,0
719,无畏观战者 %s,无畏观战者 %s,459,0
720,洛丹伦的%s,洛丹伦的%s,460,0
721,永恒角斗士 %s,永恒角斗士 %s,461,0
722,"%s, 噬渊行者","%s, 噬渊行者",462,0
723,彼岸来客 %s,彼岸来客 %s,463,0
724,"%s, 宿命英雄","%s, 宿命英雄",464,0
725,伪装者 %s,伪装者 %s,465,0
727,"%s, 伪装英雄","%s, 伪装英雄",466,0
728,"%s, 荣誉树妖","%s, 荣誉树妖",467,0
729,猩红角斗士 %s,猩红角斗士 %s,468,0
730,"%s, 灭世者","%s, 灭世者",469,0
731,"%s, 雷霆英雄","%s, 雷霆英雄",470,0
732,监汤者 %s,监汤者 %s,471,0
733,观鸟者 %s,观鸟者 %s,472,0
734,可汗卫士 %s,可汗卫士 %s,473,0
735,"%s, 巨龙之友","%s, 巨龙之友",474,0
736,勇猛探险者 %s,勇猛探险者 %s,475,0
737,伊斯卡拉的%s,伊斯卡拉的%s,476,0
738,雷霆的 %s,雷霆的 %s,477,0
739,群岛竞速者 %s,群岛竞速者 %s,478,0
740,恶毒的 %s,恶毒的 %s,479,0
741,"%s, 菲泽斯沃斯的骑士","%s, 菲泽斯沃斯的骑士",480,0
742,%s 精锐唤魔师,%s 精锐唤魔师,481,0
743,猩红传说 %s,猩红传说 %s,482,0
744,"%s, 黑曜龙族的典范","%s, 黑曜龙族的典范",483,0
745,"%s, 黑王子密探","%s, 黑王子密探",484,0
746,商业技工 %s,商业技工 %s,485,0
747,私家匠师 %s,私家匠师 %s,486,0
748,"%s, 闻名遐迩的莱萨杰丝杀手","%s, 闻名遐迩的莱萨杰丝杀手",487,0
749,噬雷者 %s,噬雷者 %s,488,0
750,禁忌离岛竞速者 %s,禁忌离岛竞速者 %s,489,0
751,反向竞速者 %s,反向竞速者 %s,490,0
752,传说的 %s,传说的 %s,491,0
753,九霄魔王 %s,九霄魔王 %s,492,0
760,狮心卫士 %s,狮心卫士 %s,493,0
761,钥匙大师 %s,钥匙大师 %s,494,0
762,禁忌的%s,禁忌的%s,495,0
763,卡利姆多竞速者 %s,卡利姆多竞速者 %s,496,0
765,调解人 %s,调解人 %s,498,0
766,黑曜角斗士 %s,黑曜角斗士 %s,499,0
767,黑曜传说 %s,黑曜传说 %s,500,0
768,臭臭的 %s,臭臭的 %s,501,0
769,"%s, 生意老板","%s, 生意老板娘",502,0
770,阴燃的 %s,阴燃的 %s,503,0
771,"%s, 阴燃英雄","%s, 阴燃英雄",504,0
772,"%s, 虚空继承者","%s, 虚空继承者",505,0
773,"%s, 闻名遐迩的萨卡雷斯杀手","%s, 闻名遐迩的萨卡雷斯杀手",506,0
774,"%s, 嗅味探寻者","%s, 嗅味探寻者",507,0
775,战地研究员 %s,战地研究员 %s,508,0
776,查拉雷克洞窟竞速者 %s,查拉雷克洞窟竞速者 %s,509,0
777,雏龙看护者 %s,雏龙看护者 %s,510,0
778,阿玛杉 %s,阿玛杉 %s,511,0
781,无双的%s,无双的%s,513,0
782,好奇者 %s,好奇者 %s,512,0
783,永恒龙军团的%s,永恒龙军团的%s,514,0
784,东部王国竞速者 %s,东部王国竞速者 %s,515,0
786,酣梦者 %s,酣梦者 %s,517,0
788,荣誉捍卫者 %s,荣誉捍卫者 %s,519,0
790,外域竞速者 %s,外域竞速者 %s,521,0
791,梦境竞速者 %s,梦境竞速者 %s,522,0
792,群岛王牌飞行员 %s,群岛王牌飞行员 %s,523,0
793,翡翠王牌飞行员 %s,翡翠王牌飞行员 %s,524,0
794,苍郁传说 %s,苍郁传说 %s,525,0
795,苍郁角斗士 %s,苍郁角斗士 %s,526,0
796,仙葩使者 %s,仙葩使者 %s,527,0
797,"%s, 闻名遐迩的菲莱克杀手","%s, 闻名遐迩的菲莱克杀手",528,0
798,战斗愈疗者 %s,战斗愈疗者 %s,529,0
799,火光者 %s,火光者 %s,530,0
800,"%s, 酣梦英雄","%s, 酣梦英雄",531,0
801,"%s, 梦境守护者","%s, 梦境守护者",532,0
802,禁忌的%s,禁忌的%s,533,0
803,腾龙角斗士 %s,腾龙角斗士 %s,534,0
804,腾龙传说 %s,腾龙传说 %s,535,0
805,%s，群岛档案员,%s，群岛档案员,536,0
806,腾龙者 %s,腾龙者 %s,537,0
807,%s，腾龙英雄,%s，腾龙英雄,538,0
809,诺森德竞速者 %s,诺森德竞速者 %s,540,0
810,霸业枭雄 %s,霸业枭雄 %s,541,0
815,海盗杂兵 %s,海盗杂兵 %s,542,0
816,甲板水手 %s,甲板水手 %s,543,0
817,侠义剑士 %s,侠义剑士 %s,544,0
818,逍遥浪客 %s,逍遥浪客 %s,545,0
