Name_lang,ID,ClassMask,TrackingQuestID,Flags,TransmogSetGroupID,ItemNameDescriptionID,ParentTransmogSetID,CompleteWorldStateID,ExpansionID,PatchIntroduced,UiOrder,ConditionID
恐怖角斗士的恐怖板甲,189,32,45585,16,9,13304,285,1,4,50003,4580,0
恐怖角斗士的邪纹布甲,190,256,45593,16,9,13304,283,1,4,50003,4580,0
恐怖角斗士的铁皮护甲,191,512,45594,16,9,13304,1059,1,4,50003,4580,0
恐怖角斗士的皮甲,192,8,45595,16,9,13304,280,1,4,50003,4580,0
恐怖角斗士的板甲,193,1,45596,16,9,13304,278,1,4,50003,4580,0
恐怖角斗士的环甲,194,64,45597,16,9,13304,284,1,4,50003,4580,0
恐怖角斗士的绸缎护甲,195,16,45598,16,9,13304,282,1,4,50003,4580,0
恐怖角斗士的板鳞甲,196,2,45599,16,9,13304,277,1,4,50003,4580,0
恐怖角斗士的丝质布甲,197,128,45600,16,9,13304,276,1,4,50003,4580,0
恶孽角斗士的链甲,198,4,45601,24,15,13301,0,1,4,50200,5220,0
恶孽角斗士的链甲,199,4,45602,20,15,13301,0,1,4,50200,5220,0
恶孽角斗士的龙皮护甲,200,1024,45603,24,15,13301,0,1,4,50200,5220,0
恶孽角斗士的恐怖板甲,201,32,45604,24,15,13301,0,1,4,50200,5220,0
恶孽角斗士的邪纹布甲,202,256,45605,24,15,13301,0,1,4,50200,5220,0
恶孽角斗士的铁皮护甲,203,512,45607,24,15,13301,0,1,4,50200,5220,0
恶孽角斗士的皮甲,204,8,45608,24,15,13301,0,1,4,50200,5220,0
恶孽角斗士的板甲,205,1,45609,24,15,13301,0,1,4,50200,5220,0
恶孽角斗士的环甲,206,64,45610,24,15,13301,0,1,4,50200,5220,0
恶孽角斗士的绸缎护甲,207,16,45611,24,15,13301,0,1,4,50200,5220,0
恶孽角斗士的板鳞甲,208,2,45612,24,15,13301,0,1,4,50200,5220,0
恶孽角斗士的丝质布甲,209,128,45613,24,15,13301,0,1,4,50200,5220,0
恶孽角斗士的龙皮护甲,210,1024,45617,20,15,13301,0,1,4,50200,5220,0
恶孽角斗士的恐怖板甲,211,32,45616,20,15,13301,0,1,4,50200,5220,0
恶孽角斗士的邪纹布甲,212,256,45618,20,15,13301,0,1,4,50200,5220,0
恶孽角斗士的铁皮护甲,213,512,45619,20,15,13301,0,1,4,50200,5220,0
恶孽角斗士的皮甲,214,8,45620,20,15,13301,0,1,4,50200,5220,0
恶孽角斗士的板甲,215,1,45621,20,15,13301,0,1,4,50200,5220,0
恶孽角斗士的环甲,216,64,45622,20,15,13301,0,1,4,50200,5220,0
恶孽角斗士的绸缎护甲,217,16,45623,20,15,13301,0,1,4,50200,5220,0
恶孽角斗士的板鳞甲,218,2,45624,20,15,13301,0,1,4,50200,5220,0
恶孽角斗士的丝质布甲,219,128,45625,20,15,13301,0,1,4,50200,5220,0
瑟尔班的迅捷套装,228,144,42778,1,0,7434,0,1,4,0,200,0
父辈的链甲套装,230,4,43136,3,7,8027,0,1,2,0,7100,0
孩童链甲套装,231,4,43197,1,6,7906,230,1,2,0,6600,0
骄矜角斗士的链甲,232,4,45884,20,14,13301,0,1,4,50400,5500,0
骄矜角斗士的龙皮护甲,233,1024,45885,20,14,13301,0,1,4,50400,5500,0
骄矜角斗士的恐怖板甲,234,32,45886,20,14,13301,0,1,4,50400,5500,0
骄矜角斗士的邪纹布甲,235,256,45887,20,14,13301,0,1,4,50400,5500,0
骄矜角斗士的铁皮护甲,236,512,45888,20,14,13301,0,1,4,50400,5500,0
骄矜角斗士的皮甲,237,8,45889,20,14,13301,0,1,4,50400,5500,0
骄矜角斗士的板甲,238,1,45891,20,14,13301,0,1,4,50400,5500,0
骄矜角斗士的环甲,239,64,45892,20,14,13301,0,1,4,50400,5500,0
骄矜角斗士的绸缎护甲,240,16,45893,20,14,13301,0,1,4,50400,5500,0
骄矜角斗士的板鳞甲,241,2,45894,20,14,13301,0,1,4,50400,5500,0
骄矜角斗士的丝质布甲,242,128,45895,20,14,13301,0,1,4,50400,5500,0
骄矜角斗士的链甲,243,4,45896,24,14,13301,0,1,4,50400,5500,0
骄矜角斗士的龙皮护甲,244,1024,45897,24,14,13301,0,1,4,50400,5500,0
骄矜角斗士的恐怖板甲,245,32,45898,24,14,13301,0,1,4,50400,5500,0
骄矜角斗士的邪纹布甲,246,256,45899,24,14,13301,0,1,4,50400,5500,0
骄矜角斗士的铁皮护甲,247,512,45900,24,14,13301,0,1,4,50400,5500,0
骄矜角斗士的皮甲,248,8,46315,24,14,13301,0,1,4,50400,5500,0
骄矜角斗士的板甲,249,1,45901,24,14,13301,0,1,4,50400,5500,0
骄矜角斗士的环甲,250,64,45903,24,14,13301,0,1,4,50400,5500,0
骄矜角斗士的绸缎护甲,251,16,45907,24,14,13301,0,1,4,50400,5500,0
骄矜角斗士的板鳞甲,252,2,45911,24,14,13301,0,1,4,50400,5500,0
骄矜角斗士的丝质布甲,253,128,45912,24,14,13301,0,1,4,50400,5500,0
暴虐角斗士的链甲,254,4,45935,24,16,13301,0,1,4,50100,4960,0
暴虐角斗士的龙皮护甲,255,1024,45936,24,16,13301,0,1,4,50100,4960,0
暴虐角斗士的恐怖板甲,256,32,45937,24,16,13301,0,1,4,50100,4960,0
暴虐角斗士的邪纹布甲,257,256,45938,24,16,13301,0,1,4,50100,4960,0
暴虐角斗士的绸缎护甲,258,16,45939,24,16,13301,0,1,4,50100,4960,0
暴虐角斗士的铁皮护甲,259,512,45940,24,16,13301,0,1,4,50100,4960,0
暴虐角斗士的皮甲,260,8,45942,24,16,13301,0,1,4,50100,4960,0
暴虐角斗士的板甲,261,1,45943,24,16,13301,0,1,4,50100,4960,0
暴虐角斗士的环甲,262,64,45944,24,16,13301,0,1,4,50100,4960,0
暴虐角斗士的板鳞甲,263,2,45945,24,16,13301,0,1,4,50100,4960,0
暴虐角斗士的丝质布甲,264,128,45946,24,16,13301,0,1,4,50100,4960,0
暴虐角斗士的链甲,265,4,45947,20,16,13301,0,1,4,50100,4960,0
暴虐角斗士的龙皮护甲,266,1024,45948,20,16,13301,0,1,4,50100,4960,0
暴虐角斗士的恐怖板甲,267,32,45949,20,16,13301,0,1,4,50100,4960,0
暴虐角斗士的邪纹布甲,268,256,45950,20,16,13301,0,1,4,50100,4960,0
暴虐角斗士的铁皮护甲,269,512,45951,20,16,13301,0,1,4,50100,4960,0
暴虐角斗士的皮甲,270,8,45952,20,16,13301,0,1,4,50100,4960,0
暴虐角斗士的板甲,271,1,45953,20,16,13301,0,1,4,50100,4960,0
暴虐角斗士的环甲,272,64,45954,20,16,13301,0,1,4,50100,4960,0
暴虐角斗士的绸缎护甲,273,16,45955,20,16,13301,0,1,4,50100,4960,0
暴虐角斗士的板鳞甲,274,2,45956,20,16,13301,0,1,4,50100,4960,0
暴虐角斗士的丝质布甲,275,128,45957,20,16,13301,0,1,4,50100,4960,0
恶毒角斗士的丝质布甲,276,128,45958,16,9,13301,0,1,4,50003,4760,0
恶毒角斗士的板鳞甲,277,2,45959,16,9,13301,0,1,4,50003,4760,0
恶毒角斗士的板甲,278,1,45960,16,9,13301,0,1,4,50003,4760,0
恶毒角斗士的铁皮护甲,279,512,0,18,9,3859,1059,1,4,50003,4762,0
恶毒角斗士的皮甲,280,8,45962,16,9,13301,0,1,4,50003,4760,0
恶毒角斗士的龙皮护甲,281,1024,45963,16,9,13301,0,1,4,50003,4760,0
恶毒角斗士的绸缎护甲,282,16,45964,16,9,13301,0,1,4,50003,4760,0
恶毒角斗士的邪纹布甲,283,256,45965,16,9,13301,0,1,4,50003,4760,0
恶毒角斗士的环甲,284,64,45966,16,9,13301,0,1,4,50003,4760,0
恶毒角斗士的恐怖板甲,285,32,45967,16,9,13301,0,1,4,50003,4760,0
恶毒角斗士的链甲,286,4,45968,16,9,13301,0,1,4,50003,4760,0
,287,0,46003,17,0,0,0,1,4,60001,4700,0
,288,0,46004,25,0,0,0,1,4,50200,4980,0
,289,0,46005,21,0,0,0,1,4,50200,4980,0
,290,0,46007,21,0,0,0,1,4,50400,5500,0
,291,0,46009,25,0,0,0,1,4,50400,4980,0
,292,0,46018,25,0,0,0,1,4,50300,5220,0
,293,0,46019,21,0,0,0,1,4,50300,5220,0
神圣伊米亚之王的战甲,298,1,0,0,35,13292,655,1,2,30300,2770,0
圣洁者的法衣,308,16,0,0,8,13193,0,1,6,70001,8751,0
圣洁者的法衣,309,16,0,0,8,2015,308,1,6,70001,8752,0
驱魔人法衣,310,16,0,0,10,13193,0,1,4,50200,5220,0
圣洁者的法衣,311,16,0,0,8,13145,308,1,6,70001,8753,0
阿兹亚基的遗产,315,256,0,0,8,13193,0,1,6,70001,8751,0
阿兹亚基的遗产,316,256,0,0,8,2015,315,1,6,70001,8752,0
阿兹亚基的遗产,321,256,0,0,8,13145,315,1,6,70001,8753,0
圣洁者的法衣,322,16,0,0,8,1641,308,1,6,70001,8750,0
虔敬祭服,323,16,0,0,28,13193,0,1,5,60200,6950,0
虔敬祭服,324,16,0,0,28,2015,323,1,5,60200,7050,0
虔敬祭服,325,16,0,0,28,13145,323,1,5,60200,7200,0
灵魂祭司法衣,327,16,0,0,29,13193,0,1,5,60001,6700,0
风语者法袍,328,64,0,0,29,2015,418,1,5,60001,6850,0
灵魂祭司法衣,329,16,0,0,29,13145,327,1,5,60001,7000,0
大祭司的法衣,330,16,0,0,49,0,0,1,6,70001,8400,0
三重荣耀法衣,331,16,0,0,30,13193,0,1,4,50400,5400,0
三重荣耀法衣,332,16,0,0,30,13145,331,1,4,50400,5660,0
三重荣耀法衣,333,16,0,0,30,1641,331,1,4,50400,5280,0
驱魔人法衣,334,16,0,0,10,2015,310,1,4,50200,5350,0
驱魔人法衣,335,16,0,0,10,1641,310,1,4,50200,5020,0
守护翔龙法衣,336,16,0,0,31,13193,0,1,4,50003,4960,0
守护翔龙法衣,337,16,0,0,31,1641,336,1,4,50003,4830,0
火鸟法衣,338,64,0,0,31,2015,427,1,4,50003,5090,0
湮灭之光法衣,339,16,0,0,32,13193,0,1,3,40300,3970,0
湮灭之光法衣,340,16,0,0,32,1641,339,1,3,40300,3840,0
湮灭之光法衣,341,16,0,0,32,2015,339,1,3,40300,4100,0
净化烈焰法衣,342,16,0,0,33,13193,0,1,3,40200,3780,0
净化烈焰法衣,343,16,0,0,33,2015,342,1,3,40200,3910,0
水银魔装,344,16,0,0,34,13193,0,1,3,40000,3590,0
水银魔装,345,16,0,0,34,2015,344,1,3,40200,3720,0
血色侍僧法衣,346,16,0,0,35,13293,0,1,2,30300,2510,0
神圣血色侍僧法衣,347,16,0,0,35,13291,346,1,2,30300,2640,0
神圣血色侍僧法衣,348,16,0,0,35,13292,346,1,2,30300,2770,0
维伦的法衣,349,16,0,4,36,13293,0,1,2,30200,2320,0
萨布拉的法衣,350,16,0,8,36,13293,0,1,2,30200,2320,0
赦免法衣,351,16,0,0,39,13193,0,1,1,20100,1460,0
赦免圣装,352,16,0,0,50,13305,0,1,1,20400,1540,0
神使法衣,353,16,0,0,40,13193,0,1,1,20003,1330,0
化身法衣,354,16,0,0,41,13193,0,1,1,20000,1200,0
信仰,355,16,0,2,42,13193,0,1,0,20000,920,0
卓越,356,16,0,0,43,13193,0,1,0,10600,760,0
预言,357,16,0,0,44,13193,0,1,0,0,660,0
神谕者,358,16,0,0,51,13193,0,1,0,10900,880,0
虔诚,359,400,0,2,52,13193,0,1,0,0,600,0
坚贞,360,16,0,2,53,13193,0,1,0,0,650,0
英雄的信仰法衣,361,16,0,0,38,13293,0,1,2,30001,2000,0
英勇的信仰法衣,362,16,0,0,38,13291,361,1,2,30001,2130,0
英勇的圣灵法衣,363,16,0,0,37,13293,0,1,2,30100,2190,0
征服者的圣灵法衣,364,16,0,0,37,13291,363,1,2,30100,2260,0
灾变角斗士的绸缎护甲,365,16,46529,16,17,13301,0,1,3,40300,3900,0
灾变角斗士的绸缎护甲,366,16,0,18,17,3859,365,1,3,40300,3902,0
残忍角斗士的绸缎护甲,369,16,46540,16,19,13301,0,1,3,40000,3520,0
残忍角斗士的绸缎护甲,370,16,0,18,19,3859,369,1,3,40000,3522,0
嗜血角斗士的绸缎护甲,371,16,46519,16,19,13304,369,1,3,40000,3390,0
暴怒角斗士的绸缎护甲,372,16,46584,16,20,13301,0,1,2,30300,2700,0
无情角斗士的绸缎护甲,373,16,46617,16,21,13301,0,1,2,30200,2510,0
狂怒角斗士的绸缎护甲,374,16,46606,16,22,13301,0,1,2,30100,2321,0
致命角斗士的绸缎护甲,375,16,46573,16,23,13301,0,1,2,30001,2131,0
憎恨角斗士的绸缎护甲,376,16,46595,16,23,13304,375,1,2,30001,2001,0
凶残角斗士的绸缎护甲,377,16,46562,16,23,13306,375,1,2,30001,2001,0
野蛮角斗士的绸缎护甲,378,16,46637,16,24,13301,0,1,1,20400,1591,0
复仇角斗士的绸缎护甲,379,16,46647,16,25,13301,0,1,1,20100,1461,0
残酷角斗士的绸缎护甲,380,16,46657,16,26,13301,0,1,1,20003,1361,0
角斗士的板甲,381,1,46625,16,27,13301,0,1,1,20000,1231,0
绸缎战衣,382,16,0,17,27,13306,973,1,1,20000,1150,0
元帅的神服,383,16,0,23,0,13307,0,1,0,0,740,0
督军的神服,384,16,0,27,0,13307,0,1,0,0,740,0
血仇角斗士的丝质布甲,388,16,46394,20,45,13301,0,1,6,70001,8401,0
残虐角斗士的丝质布甲,389,16,46464,20,46,13301,0,1,6,70200,8601,0
