ID,Description_lang,ModifiedCraftingCategoryID,ItemBonusTreeID,Flags,Field_9_1_0_38511_004,ItemContextOffset
224,必定有全能和精通属性。,388,3744,1,0,0
225,必定有爆击和精通属性。,391,3741,1,0,0
226,必定有全能和爆击属性。,392,3745,1,0,0
227,物理攻击有时会造成额外的物理伤害。并添加装备唯一：美化（2）。,394,3747,0,0,0
228,用腐朽精华灌注物品。并添加装备唯一：美化（2）。,393,3749,0,0,0
229,,395,0,0,0,0
230,将这种美味的秘密原料放进你的食谱，可以提高制作的餐品数量。,396,0,0,0,0
232,,399,0,0,0,0
233,根据制作品质设置物品等级（395-408）。,84,3793,0,0,0
234,根据制作品质设置物品等级（408-421）。,84,3794,0,0,0
235,根据制作品质设置物品等级（330-343），添加灵魂绑定，等级要求64。,88,3795,0,0,0
236,根据制作品质设置物品等级（343-356），添加灵魂绑定，等级要求70。,400,3796,0,0,0
237,根据制作品质设置物品等级（356-369），添加灵魂绑定，等级要求70。,400,3797,0,0,0
238,根据制作品质设置物品等级（369-382），添加灵魂绑定，等级要求70。,400,3798,0,0,0
239,精准的刀工确保了比例的完美，没有浪费任何材料。此食谱获得$ev1 $en1。,403,0,0,0,0
240,健康且饱腹的沙拉可以确保会有剩菜。这道菜获得$ev1 $en1。,404,0,0,0,0
241,,405,0,0,0,0
242,,408,0,0,0,0
243,,407,0,0,0,0
244,,409,0,0,0,0
245,,406,0,0,0,0
246,,410,0,0,0,0
247,,411,0,0,0,0
248,,412,0,0,0,0
249,,413,0,0,0,0
250,,443,3805,0,0,0
251,,442,3806,0,0,0
252,,422,3807,0,0,0
253,,445,3808,0,0,0
254,,444,3809,0,0,0
255,,426,0,0,0,0
256,,427,0,0,0,0
257,,414,0,0,0,0
258,,415,0,0,0,0
259,,416,0,0,0,0
260,,417,0,0,0,0
261,,418,0,0,0,0
262,,419,0,0,0,0
263,,420,0,0,0,0
264,用奇思属性代替随机属性。,429,3810,0,0,0
265,,430,0,0,0,0
266,,431,0,0,0,0
267,此装置的匠械失灵的可能性降低15%。无法与类似的专精加成叠加。,432,3811,0,0,0
268,插入此装置的匠械再也不会发生灾难性的失灵。,433,3812,0,0,0
269,插入此装置的匠械有时会使电池脱落，而不是失灵。,434,3815,0,0,0
270,将工程学制作的护目镜或者护腕的副属性分配给爆击。,435,3878,0,0,0
271,将工程学制作的护目镜或者护腕的副属性分配给急速。,436,3877,0,0,0
272,将工程学制作的护目镜或者护腕的副属性分配给精通。,437,3879,0,0,0
273,将工程学制作的护目镜或者护腕的副属性分配给全能。,438,3880,0,0,0
274,你改进工程学的可能性提高$ev1%，但配方难度提高$ev2点。,439,0,0,0,0
275,你的$en1提高$ev1而且$en2提高$ev2。,440,0,0,0,0
276,你治疗时，有时会发射一枚治疗镖。并添加装备唯一：美化（2）。,441,3834,0,0,0
278,用充裕属性代替随机属性。,450,3881,0,0,0
279,用产能属性代替随机属性。,451,3882,0,0,0
280,用制作速度属性代替随机属性。,452,3883,0,0,0
281,用精细属性代替随机属性。,453,3884,0,0,0
282,用感知属性代替随机属性。,454,3885,0,0,0
283,用熟练属性代替随机属性。,455,3886,0,0,0
284,,424,0,0,0,0
285,,425,0,0,0,0
287,将一把德拉诺锻造制作的武器的外观变得更为非凡。,459,3986,0,0,0
288,。将一把德拉诺锻造制作的武器的外观变得惊艳。,459,3987,0,0,0
289,将一件德拉诺锻造制作的护甲的外观变得更为非凡。,460,3986,0,0,0
290,将一件德拉诺锻造制作的护甲的外观变得惊艳。,460,3987,0,0,0
291,将一副德拉诺工程学制作的目镜的外观变得更为非凡。,461,3986,0,0,0
292,将一副德拉诺工程学制作的目镜的外观变得惊艳。,461,3987,0,0,0
293,将一把德拉诺工程学制作的枪械的外观变得更为非凡。,462,3986,0,0,0
294,将一把德拉诺工程学制作的枪械的外观变得惊艳。,462,3987,0,0,0
295,将一件德拉诺制皮制作的护甲的外观变得更为非凡。,463,3986,0,0,0
296,将一件德拉诺制皮制作的护甲的外观变得惊艳。,463,3987,0,0,0
297,将一件德拉诺裁缝制作的护甲的外观变得更为非凡。,464,3986,0,0,0
298,将一件德拉诺裁缝制作的护甲的外观变得惊艳。,464,3987,0,0,0
299,将一把德拉诺铭文制作的武器的外观变得更为非凡。,465,3986,0,0,0
300,将一把德拉诺铭文制作的武器的外观变得惊艳。,465,3987,0,0,0
302,使你的制造的装备获得完全无法觉察但绝对真实存在的强化效果。,467,4049,0,0,0
303,在竞技场和战场中将物品等级提高至450。,468,4076,0,0,0
304,在竞技场和战场中将物品等级提高至450。,469,4076,0,0,0
305,在竞技场和战场中将物品等级提高至450。,470,4076,0,0,0
306,在竞技场和战场中将物品等级提高至437。,471,4077,0,0,0
307,在竞技场和战场中将物品等级提高至437。,472,4077,0,0,0
308,在竞技场和战场中将物品等级提高至437。,473,4077,0,0,0
309,根据制作品质设置初始物品等级（382-395），并标记为灵思制造。,474,4107,0,0,0
310,根据制作品质设置初始物品等级（411-424），并标记为暗影烈焰制造。,475,4108,0,0,0
311,根据制作品质设置物品等级（382-395），添加灵魂绑定，等级要求70。,400,4111,0,0,0
312,根据制作品质设置物品等级（395-408）。,400,4112,0,0,0
313,根据制作品质设置物品等级（424-437）。,476,4113,0,0,0
314,根据制作品质设置物品等级（408-418）。,476,4114,0,0,0
315,根据制作品质设置物品等级（434-444）。,476,4115,0,0,0
316,根据制作品质设置物品等级（434-447）。,476,4116,0,0,0
317,造成伤害会造成暗影烈焰伤害，可叠加。同时添加装备唯一：美化（2）。,477,4118,0,0,0
318,在没有施法时被打断会获得强化效果。同时添加装备唯一：美化（2）。,478,4129,0,0,0
319,受到移动限制效果影响时，提高伤害。并添加装备唯一：美化（2）。,479,4135,0,0,0
320,,480,0,0,0,0
321,降低你的坠落速度，持续10秒。只能在巨龙群岛使用。,481,4152,0,0,0
323,强化你的巨龙群岛绷带。只能在巨龙群岛使用。,483,4153,0,0,0
324,,487,3481,0,0,0
325,,487,4165,0,0,0
326,,488,4010,0,0,0
327,,488,4166,0,0,0
328,,486,0,0,0,0
329,根据制作品质设置初始物品等级（450-463），并标记为梦境制造。,490,4183,0,0,0
330,根据制作品质设置物品等级（463-476）。,491,4184,0,0,0
331,根据制作品质设置物品等级（473-486）。,491,4185,0,0,0
332,根据制作品质设置物品等级（434-447）。,400,4188,0,0,0
334,法术和技能有时可以提高副属性。并添加装备唯一：美化（2）。,493,4226,0,0,0
335,在竞技场和战场中将物品等级提高至476。,494,4234,0,0,0
336,在竞技场和战场中将物品等级提高至476。,496,4234,0,0,0
337,在竞技场和战场中将物品等级提高至476。,498,4234,0,0,0
338,在竞技场和战场中将物品等级提高至489。,495,4235,0,0,0
339,在竞技场和战场中将物品等级提高至489。,497,4235,0,0,0
340,在竞技场和战场中将物品等级提高至489。,499,4235,0,0,0
341,生命值高于70%时，获得可叠加的爆击加成。并添加装备唯一：美化（2）。,500,4237,0,0,0
342,为制作的装备颁发PvP战场认证，将其物品等级调整至606。|n|n单次制作需要使用多个。,502,4273,0,0,0
343,为制作的装备颁发PvP战场认证，将其物品等级调整至619。|n|n单次制作需要使用多个。,503,4272,0,0,0
344,为制作的装备颁发PvP战场认证，将其物品等级调整至632。|n|n单次制作需要使用多个。,504,4274,0,0,0
345,,505,4281,0,0,0
346,,505,4214,0,0,0
347,你的治疗技能有几率将你和一名盟友联系在一起，基于距离使两名玩家的全能都得到提升。并添加装备唯一： 美化（2）。,507,4290,0,0,0
348,菌丝花,508,0,0,0,0
349,惑露堇,509,0,0,0,0
350,球首兰,510,0,0,0,0
351,圣祝棠,511,0,0,0,0
352,阿拉索之矛,512,0,0,0,0
353,普通矿石,513,0,0,0,0
354,精良矿石01,514,0,0,0,0
355,精良矿石02,515,0,0,0,0
357,根据制作品质设置初始物品等级（584-597），并标记为征兆制造。,517,4321,0,0,0
358,根据制作品质设置初始物品等级（564-577），并标记为启程者制造。,519,4337,0,0,0
359,根据制作品质设置初始物品等级（489-502），并标记为觉醒制造。,520,4339,0,0,0
360,在竞技场和战场中将物品等级提高至528。,524,4342,0,0,0
361,在竞技场和战场中将物品等级提高至528。,522,4342,0,0,0
362,在竞技场和战场中将物品等级提高至528。,523,4342,0,0,0
363,在竞技场和战场中将物品等级提高至515。,525,4343,0,0,0
364,在竞技场和战场中将物品等级提高至515。,526,4343,0,0,0
365,在竞技场和战场中将物品等级提高至515。,527,4343,0,0,0
366,,528,0,0,100,0
367,根据制作品质设置物品等级（473-486）。,400,4367,0,0,0
368,根据制作品质设置物品等级（502-515）。,521,4368,0,0,0
369,根据制作品质设置物品等级（512-525）。,521,4369,0,0,0
370,在竞技场和战场中将物品等级提高至489。,529,4404,0,0,0
371,在竞技场和战场中将物品等级提高至489。,530,4404,0,0,0
372,在竞技场和战场中将物品等级提高至489。,531,4404,0,0,0
373,在竞技场和战场中将物品等级提高至476。,532,4405,0,0,0
374,在竞技场和战场中将物品等级提高至476。,533,4405,0,0,0
375,在竞技场和战场中将物品等级提高至476。,534,4405,0,0,0
376,,535,0,0,0,0
377,,536,0,0,0,0
378,,537,0,0,0,0
379,,538,0,0,0,0
380,,539,0,0,0,0
381,,0,0,0,0,0
383,,542,0,0,0,0
384,,543,0,0,0,0
385,,544,0,0,0,0
386,,545,0,0,0,0
387,,546,0,0,0,0
388,使$en2提高$ev2 ，并且充裕收益提高$ev1%。,547,0,0,0,0
389,使$en1提高$ev1。,548,0,0,0,0
390,你的法术和技能有几率造成元素伤害，其魔法派系由镶嵌的宝石决定。$@spelldesc437127,549,4449,0,0,0
391,$@spelldesc435992$@spelldesc437127,550,4446,0,0,0
392,当你在低生命值时受到伤害，释放星光保护你。触发频率随镶嵌的宝石提高。$@spelldesc437127,551,4456,0,0,0
393,使$en1提高$ev1点，并使你切割宝石时获得技能点数的几率提高$ev2%。,552,0,0,0,0
394,,553,0,0,0,0
395,,554,0,0,0,0
396,,555,0,0,0,0
397,,556,0,0,0,0
398,,557,4640,0,0,0
399,,557,4461,0,0,0
400,对目标造成伤害有几率赐福你的武器，使你最高的次要属性提高。此效果会逐渐衰减。并添加装备唯一：美化（2）。,559,4681,0,0,0
401,拥抱黑暗，使你的其他蛛魔修饰物品的正面和负面效果均翻倍。并添加装备唯一：美化（2）。,560,4682,0,0,0
402,,561,0,0,0,0
403,,562,0,0,0,0
404,,563,0,0,0,0
405,,564,0,0,0,0
406,,565,0,0,0,0
407,,566,0,0,0,0
408,,567,0,0,0,0
409,,568,0,0,0,0
410,风暴之尘,569,0,0,0,0
411,粼光碎片,570,0,0,0,0
412,耀辉水晶,571,0,0,0,0
421,,580,0,0,0,0
422,,581,0,0,0,0
423,,582,0,0,0,0
424,,583,0,0,0,0
425,,584,0,0,0,0
426,,585,0,0,0,0
427,,586,0,0,0,0
428,Add Unique-Equipped: Embellished (2).|n|nImbue your crafted equipment with a portion this Darkmoon Deck's power.,587,4839,0,0,0
429,Add Unique-Equipped: Embellished (2).|n|nImbue your crafted equipment with a portion this Darkmoon Deck's power.,588,4767,0,0,0
430,Add Unique-Equipped: Embellished (2).|n|nImbue your crafted equipment with a portion this Darkmoon Deck's power.,589,4768,0,0,0
431,Add Unique-Equipped: Embellished (2).|n|nImbue your crafted equipment with a portion this Darkmoon Deck's power.,590,4769,0,0,0
432,一把铋螺栓,594,0,0,0,0
433,异想导线,595,0,0,0,0
434,回转齿轮,596,0,0,0,0
435,保险开关,597,0,0,0,0
436,混乱电路,598,0,0,0,0
437,熵能增强器,599,0,0,0,0
438,将工程学制作的护目镜或者护腕的副属性分配给爆击。,600,4683,0,0,0
439,将工程学制作的护目镜或者护腕的副属性分配给急速。,601,4685,0,0,0
440,将工程学制作的护目镜或者护腕的副属性分配给精通。,602,4684,0,0,0
441,将工程学制作的护目镜或者护腕的副属性分配给全能。,603,4686,0,0,0
442,此装置的匠械失灵的可能性降低15%。无法与类似的专精加成叠加。,604,4723,0,0,0
443,当插入此装置的匠械故障时，你有较高的几率将后果转移到最近的敌方玩家身上。,605,4734,0,0,0
444,$@spelldesc454468,606,4736,0,0,0
445,$@spelldesc454455,607,4735,0,0,0
446,有一定几率丢出一包手榴弹，造成伤害并由敌人均摊。$@spelldesc437127,608,4724,0,0,0
447,当生命值较低时，在你周围散布地雷，对踩上地雷的敌人造成伤害并使其减速。$@spelldesc437127,609,4727,0,0,0
448,,610,4740,0,0,0
449,DNT does something awesome,649,0,0,0,0
450,DNT does something awesome,650,0,0,0,0
451,DNT does something awesome,651,0,0,0,0
452,DNT does something awesome,652,0,0,0,0
453,DNT does something awesome,653,0,0,0,0
454,DNT does something awesome,654,0,0,0,0
455,制造消耗品时获得$ev1奇思。,655,0,0,0,0
456,制造消耗品时获得$ev1产能。,656,0,0,0,0
457,制造消耗品时获得$ev1充裕。,704,0,0,0,0
458,DNT does something awesome,658,0,0,0,0
459,DNT does something awesome,659,0,0,0,0
460,Guarantee Versatility and Haste.,660,3742,1,0,0
461,Guarantee Mastery and Haste.,661,3743,1,0,0
462,Guarantee Critical Strike and Haste.,662,3725,1,0,0
463,Guarantee Versatility and Mastery.,663,3744,1,0,0
464,Guarantee Critical Strike and Mastery.,664,3741,1,0,0
465,Guarantee Versatility and Critical Strike.,665,3745,1,0,0
466,DNT does something awesome,666,0,0,0,0
467,DNT does something awesome,667,0,0,0,0
468,DNT does something awesome,668,0,0,0,0
469,DNT does something awesome,669,0,0,0,0
470,用奇思属性代替随机属性。,670,4784,0,0,0
471,用充裕属性代替随机属性。,671,3881,0,0,0
472,用产能属性代替随机属性。,672,3882,0,0,0
473,用制作速度属性代替随机属性。,673,3883,0,0,0
474,用精细属性代替随机属性。,674,3884,0,0,0
475,用感知属性代替随机属性。,675,3885,0,0,0
476,用熟练属性代替随机属性。,676,3886,0,0,0
477,,677,0,0,0,0
478,,678,0,0,0,0
479,,679,0,0,0,0
480,,680,0,0,0,0
481,,681,0,0,0,0
482,,682,0,0,0,0
483,生命值高于80%时，获得爆击。并添加装备唯一：美化（2）。,683,4770,0,0,0
484,生命值高于80%时，获得全能。并添加装备唯一：美化（2）。,684,4771,0,0,0
486,制造消耗品时产能效果提高$ev1%。,686,0,0,0,0
488,当你制造卡兹阿加珠宝加工物品时，获得$ev1充裕。,685,0,0,0,0
489,根据制作品质设置物品等级（577-590）。,689,4700,0,0,0
490,根据制作品质设置物品等级（606-619）。,591,4701,0,0,0
491,根据制作品质设置物品等级（616-629）。,591,4702,0,0,0
492,当你使用专注制作时，消耗的专注减少$ev1%。,690,0,0,0,0
493,制造消耗品时获得$ev1产能。,691,0,0,0,0
494,,692,0,0,0,0
495,重生猎豹药水,693,0,0,0,0
496,阿加治疗药水,694,0,0,0,0
497,洞穴住民的挚爱,695,0,0,0,0
498,淬火药水,696,0,0,0,0
499,,697,0,0,0,0
500,,698,0,0,0,0
501,,699,0,0,0,0
502,,700,0,0,0,0
503,,701,0,0,0,0
504,,702,0,0,0,0
505,,703,0,0,0,0
506,You gain $ev1 Ingenuity when crafting consumable items.,687,0,0,0,0
508,当你在制作卡兹阿加裁缝物品时可以返还额外$ev1%的材料。,688,0,0,0,0
510,加入满满一勺这种秘密原料，让你的食谱变得圆满，可以提高制作的餐品数量。,706,0,0,0,0
511,倒入一团这种秘密原料，可以提高制作的餐品数量。,706,0,0,0,0
512,使$en1提高$ev1。,708,0,0,0,0
513,使获得技能点数的几率提高$ev1%。,709,0,0,0,0
514,,711,4396,0,0,0
515,,711,4777,0,0,0
516,该次制作的$en1提高$ev1。,713,0,0,0,0
517,该次制作的$en1提高$ev1。,714,0,0,0,0
518,该次制作的$en1提高$ev1。,715,0,0,0,0
519,该次制作的$en1提高$ev1。,716,0,0,0,0
520,将物品等级设置为$ev1，角色等级要求设置为$ev2。与附加材料一同使用可以进一步强化装备。,717,4797,0,0,0
521,,718,0,0,0,0
522,,719,0,0,0,0
523,,720,0,0,0,0
524,根据制作品质设置物品等级（545-558），添加灵魂绑定，等级要求74。,721,4799,0,0,0
525,根据制作品质设置物品等级（561-574），添加灵魂绑定，等级要求80。,722,4800,0,0,0
526,将物品等级设置为$ev1，角色等级要求设置为$ev2。,723,4801,0,0,0
527,充裕提高$ev1。,724,0,0,0,0
528,产能提高$ev1。,725,0,0,0,0
529,使你的制造的装备获得完全无法觉察但绝对真实存在的强化效果。,726,4877,0,0,0
