ID,Display_lang,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags[0],Flags[1],Flags[2],Flags[3],Flags[4],AllowableRaces[0],AllowableRaces[1]
201,厚布短裤,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
202,厚布鞋,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
203,厚布手套,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
209,肮脏的皮裤,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
210,肮脏的皮靴,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
236,硬皮甲,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
237,硬皮短裤,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
238,硬皮战靴,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
239,硬皮手套,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
285,鳞甲外衣,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
286,鳞甲短裤,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
287,鳞甲战靴,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
647,命运,4,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
710,人民军护腕,1,0,0,0,-1,0,0,0,0,7,0,8192,8388608,0,0,-1,-1
711,破布手套,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
714,肮脏的皮手套,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
718,鳞甲手套,1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
719,驯兔手套,1,0,0,0,-1,0,0,0,0,1,0,8192,8388608,0,0,-1,-1
720,争战手套,3,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
727,卷刃的短剑,2,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
753,龙喉短剑,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
754,复仇短剑,3,0,0,0,-1,18,0,0,0,25,0,8192,0,0,0,-1,-1
756,黑铁锄,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
763,冰覆护腕,1,0,0,0,-1,3,0,0,0,6,0,8192,0,0,0,-1,-1
766,凸缘钉锤,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
767,长杆法杖,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
768,伐木斧,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
776,仇杀,3,0,0,0,-1,13,0,0,0,20,524288,8192,0,0,0,-1,-1
778,狗头人的锄头,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
781,豺狼人石锤,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
789,牢固的战锤,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
790,森林战斧,2,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
791,灰烬法杖,3,0,0,0,-1,12,0,0,0,19,0,8192,0,0,0,-1,-1
792,针织便鞋,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
793,针织手套,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
794,针织短裤,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
795,针织外衣,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
796,劣质皮靴,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
797,劣质皮手套,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
798,劣质皮裤,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
799,劣质皮外衣,1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
809,血刃,4,0,0,0,-1,20,0,0,0,26,0,8192,0,0,0,-1,-1
810,北风,4,0,0,0,-1,21,0,0,0,27,0,8192,0,0,0,-1,-1
811,密林战斧,4,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
812,亮木法杖,4,0,0,0,-1,21,0,0,0,27,0,8704,0,0,0,-1,-1
816,小手刀,2,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
820,切片刀,2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
821,河爪皮外套,2,0,0,0,-1,4,0,0,0,6,0,8192,0,0,0,-1,-1
826,河爪之斧,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
827,邪恶棍棒,2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
832,银色迪菲亚腰带,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
837,重纹护甲,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
838,重纹短裤,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
839,重纹手套,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
840,重纹布鞋,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
843,棕色皮靴,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
844,棕色皮手套,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
845,棕色皮短裤,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
846,棕色皮夹克,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
847,锁链护甲,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
848,锁链短裤,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
849,锁链战靴,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
850,锁链手套,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
851,斗士短剑,1,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
852,锤,1,0,0,0,-1,4,0,0,0,7,0,8192,0,0,0,-1,-1
853,短柄斧,1,0,0,0,-1,5,0,0,0,9,0,8192,0,0,0,-1,-1
854,短杖,1,0,0,0,-1,5,0,0,0,9,0,8192,0,0,0,-1,-1
859,优质布衬衣,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
860,骑兵战靴,1,0,0,0,-1,0,0,0,0,6,0,8192,8388608,0,0,-1,-1
863,黑暗收割者,2,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
864,勇武长剑,2,0,0,0,-1,0,0,0,0,21,0,8192,0,0,0,-1,-1
865,铅质钉锤,2,0,0,0,-1,12,0,0,0,19,0,8192,0,0,0,-1,-1
866,僧侣法杖,2,0,0,0,-1,16,0,0,0,23,0,8192,0,0,0,-1,-1
867,圣力手套,4,0,0,0,-1,16,0,0,0,23,0,8192,0,0,0,-1,-1
868,热情监护者,4,0,0,0,-1,16,0,0,0,23,0,8192,0,0,0,-1,-1
869,眩光,4,0,0,0,-1,15,0,0,0,22,0,8192,0,0,0,-1,-1
870,炽炎战斧,4,0,0,0,-1,15,0,0,0,22,0,8192,0,0,0,-1,-1
871,风暴战斧,4,0,0,0,-1,18,0,0,0,25,0,8192,0,0,0,-1,-1
872,切石者,3,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
873,乔丹法杖,4,0,0,0,-1,0,0,0,0,22,0,8704,0,0,0,-1,-1
876,用旧的木制圆盾,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
880,恐惧法杖,2,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
885,黑色金属大斧,2,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
886,黑色金属短剑,2,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
888,纳迦军用手套,3,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
890,圣歌法杖,3,0,0,0,-1,9,0,0,0,15,0,8704,0,0,0,-1,-1
892,豺狼人法师手套,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
897,疯狼护腕,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
899,毒蜘蛛的牙齿,2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
911,铁树木棍,2,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
914,食人魔链甲,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
920,邪恶钉锤,2,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
922,微光重剑,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
923,长剑,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
924,牢固的木槌,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
925,尖刺流星锤,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
926,大型战斧,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
927,双面斧,1,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
928,占卜法杖,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
934,斯塔文的镰刀,3,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
935,守夜人短剑,3,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
936,午夜钉锤,3,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
937,暮色森林黑杖,3,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
940,洞察法袍,4,0,0,0,-1,18,0,0,0,25,0,8192,0,0,0,-1,-1
943,典狱官法杖,4,0,0,0,-1,19,0,0,0,25,0,8192,0,0,0,-1,-1
944,元素法杖,4,0,0,0,-1,23,0,0,0,29,0,8704,0,0,0,-1,-1
983,精美亚麻腰带,2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1008,古旧的剑,1,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1009,紧凑战锤,2,0,0,0,-1,0,0,0,0,6,0,8192,8388608,0,0,-1,-1
1010,瘤木短杖,1,0,0,0,-1,0,0,0,0,3,0,8192,0,0,0,-1,-1
1011,锋利的战斧,1,0,0,0,-1,0,0,0,0,3,0,8192,0,0,0,-1,-1
1121,山猫之靴,3,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
1131,惩罚图腾,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1154,人民军腰带,1,0,0,0,-1,0,0,0,0,7,0,8192,8388608,0,0,-1,-1
1155,梦游者魔棒,3,0,0,0,-1,10,0,0,0,16,0,8704,0,0,0,-1,-1
1156,豪华珠宝戒指,3,0,0,0,-1,7,0,0,0,12,524288,24576,0,0,0,-1,-1
1158,结实的铁棍,2,0,0,0,-1,0,0,0,0,5,0,8704,0,0,0,-1,-1
1159,民兵短杖,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1161,民兵短剑,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1168,骨火,4,0,0,0,-1,23,0,0,0,29,0,8192,0,0,0,-1,-1
1169,黑颅,4,0,0,0,-1,18,0,0,0,24,0,8192,0,0,0,-1,-1
1171,精心缝制的长袍,2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1172,葛瑞森的火炬,2,0,0,0,-1,0,0,0,0,13,0,8192,0,0,0,-1,-1
1173,饱受侵蚀的靴子,1,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1182,镶铜护腕,1,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1183,橡皮腕甲,2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1190,监工披风,2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1194,损坏的双刃刀,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1195,狗头人的铲子,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1196,大板斧,1,0,0,0,-1,4,0,0,0,7,0,8192,0,0,0,-1,-1
1197,巨棒,1,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1198,优质重剑,1,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1200,木制大盾,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1201,黑色尖头盾,1,0,0,0,-1,3,0,0,0,5,0,8194,0,0,0,-1,-1
1202,墙盾,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
1203,暴风城纹章盾,3,0,0,0,-1,21,0,0,0,27,0,8192,0,0,0,-1,-1
1204,绿塔,4,0,0,0,-1,15,0,0,0,22,0,8192,0,0,0,-1,-1
1207,魔星钉锤,2,0,0,0,-1,14,0,0,0,22,0,8192,0,0,0,-1,-1
1211,豺狼人作战背心,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1213,豺狼人部族护腕,1,0,0,0,-1,4,0,0,0,7,0,8192,0,0,0,-1,-1
1214,豺狼人惩戒者,2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
1215,支柱束带,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
1218,豺狼人重木棒,2,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1219,赤脊山弯刀,2,0,0,0,-1,5,0,0,0,9,0,8192,0,0,0,-1,-1
1220,豺狼人战斧,2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1263,碎灵,4,0,0,0,-1,23,0,0,0,29,0,8192,0,0,0,-1,-1
1264,碎头者,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1265,蝎刺剑,3,0,0,0,-1,14,0,0,0,22,0,8192,0,0,0,-1,-1
1270,精织披风,2,0,0,0,-1,0,0,0,0,8,0,8192,8388608,0,0,-1,-1
1273,森林链甲,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1275,军官链甲外衣,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1276,淬火圆盾,2,0,0,0,-1,0,0,0,0,17,0,8192,8388608,0,0,-1,-1
1280,宽大的兜帽,2,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
1282,火花铁帽,2,0,0,0,-1,0,0,0,0,19,0,8192,8388608,0,0,-1,-1
1287,巨型狼蛛牙,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1292,屠夫的切肉斧,3,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1296,黑石钉锤,2,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1297,暗影法师法袍,2,0,0,0,-1,12,0,0,0,19,0,8192,0,0,0,-1,-1
1299,尖塔腰带,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
1300,次级尖塔法杖,2,0,0,0,-1,7,0,0,0,12,0,8704,0,0,0,-1,-1
1302,黑色雏龙手套,2,0,0,0,-1,0,0,0,0,11,0,8192,8388608,0,0,-1,-1
1303,修桥工的手套,2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1304,马术手套,2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1306,狼鬃护腕,2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1310,铁匠长裤,2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1314,食尸鬼的手指,2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1317,硬根法杖,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1318,黑夜之斧,3,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
1351,指骨护腕,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
1355,鹿皮斗篷,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1359,狮纹手套,1,0,0,0,-1,0,0,0,0,4,0,8192,0,0,0,-1,-1
1360,暴风城板甲手套,2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1364,粗糙的皮外衣,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1366,粗糙的皮短裤,0,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1367,粗糙的皮靴,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1368,粗糙的皮手套,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1369,粗糙的皮带,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1370,粗糙的皮护腕,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1372,粗糙的皮质披风,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1374,磨损的鞋,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1376,磨损的披风,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1377,磨损的手套,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1378,磨损的短裤,0,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1380,磨损的长袍,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1382,石质钉锤,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1383,石质轻斧,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1384,钝剑,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1386,棘木战斧,1,0,0,0,-1,0,0,0,0,2,0,8192,0,0,0,-1,-1
1387,食尸鬼之牙,2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
1388,折弯的法杖,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1389,狗头人的大锤,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1391,河爪秘法杖,2,0,0,0,-1,6,0,0,0,11,0,8704,0,0,0,-1,-1
1394,流木棒,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1395,学徒短裤,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1396,侍僧短裤,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1405,泡沫法杖,2,0,0,0,-1,6,0,0,0,10,0,8704,0,0,0,-1,-1
1406,珍珠长矛,2,0,0,0,-1,10,0,0,0,13,0,8192,0,0,0,-1,-1
1411,枯木法杖,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1412,粗制重剑,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1413,无力短剑,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1414,破损的战锤,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1415,木工槌,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1416,生锈的短柄斧,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1417,卷刃的战斧,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1418,旧皮带,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1419,旧皮靴,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1420,旧皮护腕,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1421,旧皮披风,0,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
1422,旧皮手套,0,0,0,0,-1,1,0,0,0,3,0,8192,0,0,0,-1,-1
1423,旧皮短裤,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1425,旧皮外衣,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1427,碎料鞋,0,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
1429,碎料披风,0,0,0,0,-1,1,0,0,0,3,0,8192,0,0,0,-1,-1
1430,碎料手套,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1431,碎料短裤,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1433,碎料护甲,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1436,戍边长裤,2,0,0,0,-1,0,0,0,0,10,0,8192,8388608,0,0,-1,-1
1438,战士之盾,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1440,豺狼人碎骨锤,2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
1445,黑石肩铠,1,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
1446,黑石战靴,2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
1448,黑石护手,2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1454,执行者黑斧,3,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
1455,黑石勇士战斧,2,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
1457,暗皮钉锤,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
1458,暗皮木槌,2,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
1459,暗皮刮骨刀,2,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
1460,暗皮双手剑,2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1461,屠戮战斧,2,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
1465,屠虎匕首,2,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
1469,亚顿的弯刀,2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
1473,河岸法杖,2,0,0,0,-1,7,0,0,0,11,0,8704,0,0,0,-1,-1
1479,萨尔玛的隔热手套,1,0,0,0,-1,0,0,0,0,6,0,8192,8388608,0,0,-1,-1
1480,人民军之拳,2,0,0,0,-1,0,0,0,0,10,0,8192,8388608,0,0,-1,-1
1481,冷酷之爪,3,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
1482,暗影之牙,3,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
1483,碎脸者,3,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1484,巫术手杖,3,0,0,0,-1,8,0,0,0,13,0,8704,0,0,0,-1,-1
1485,干草叉,0,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
1486,树皮夹克,3,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
1488,复仇者之甲,3,0,0,0,-1,13,0,0,0,20,0,8192,0,0,0,-1,-1
1489,阴暗护甲,3,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1493,重型掠夺者弯刀,3,0,0,0,-1,10,0,0,0,17,0,8192,0,0,0,-1,-1
