Name_lang,EntryOffset[0],EntryOffset[1],EntryOffset[2],ID,Size,HouseExteriorWmoDataID,ParentComponentID,ModelFileDataID,Flags,Field_12_0_0_63534_007,Type,Field_12_0_0_63534_009,GameObjectID,Field_11_2_7_64044_011,ItemID
方形屋顶,0,0,0,1456,4,9,1455,7420574,2,1,10,0,0,44,0
方形屋顶,0,0,0,1457,4,9,1455,7420578,2,1,10,0,0,36,0
方形屋顶,0,0,0,1458,4,9,1455,7420579,2,1,10,0,0,37,0
方形屋顶,0,0,0,1459,4,9,1455,7420576,2,1,10,0,0,9,0
方形屋顶,0,0,0,1460,4,9,1455,7420577,2,1,10,0,0,21,0
斜面屋顶,0,0,0,1461,4,9,0,7420568,2,1,10,0,0,8,0
斜面屋顶,0,0,0,1462,4,9,1461,7420573,2,1,10,0,0,44,0
斜面屋顶,0,0,0,1463,4,9,1461,7420571,2,1,10,0,0,36,0
斜面屋顶,0,0,0,1464,4,9,1461,7420572,2,1,10,0,0,37,0
斜面屋顶,0,0,0,1465,4,9,1461,7420569,2,1,10,0,0,9,0
斜面屋顶,0,0,0,1466,4,9,1461,7420570,2,1,10,0,0,21,0
简易屋顶,0,0,0,1467,4,9,0,7420563,3,1,10,0,0,8,0
简易屋顶,0,0,0,1468,4,9,1467,7420562,2,1,10,0,0,44,0
简易屋顶,0,0,0,1469,4,9,1467,7420566,2,1,10,0,0,36,0
简易屋顶,0,0,0,1470,4,9,1467,7420567,2,1,10,0,0,37,0
简易屋顶,0,0,0,1471,4,9,1467,7420564,2,1,10,0,0,9,0
简易屋顶,0,0,0,1472,4,9,1467,7420565,2,1,10,0,0,21,0
方形屋顶,0,0,0,1473,3,9,0,7420586,2,1,10,0,0,8,0
方形屋顶,0,0,0,1474,3,9,1473,7420599,2,1,10,0,0,44,0
方形屋顶,0,0,0,1475,3,9,1473,7420595,2,1,10,0,0,36,0
方形屋顶,0,0,0,1476,3,9,1473,7420598,2,1,10,0,0,37,0
方形屋顶,0,0,0,1477,3,9,1473,7420589,2,1,10,0,0,9,0
方形屋顶,0,0,0,1478,3,9,1473,7420592,2,1,10,0,0,21,0
斜面屋顶,0,0,0,1479,3,9,0,7420585,2,1,10,0,0,8,0
斜面屋顶,0,0,0,1480,3,9,1479,7420600,2,1,10,0,0,44,0
斜面屋顶,0,0,0,1481,3,9,1479,7420594,2,1,10,0,0,36,0
斜面屋顶,0,0,0,1482,3,9,1479,7420597,2,1,10,0,0,37,0
斜面屋顶,0,0,0,1483,3,9,1479,7420588,2,1,10,0,0,9,0
斜面屋顶,0,0,0,1484,3,9,1479,7420591,2,1,10,0,0,21,0
简易屋顶,0,0,0,1485,3,9,0,7420584,3,1,10,0,0,8,0
简易屋顶,0,0,0,1486,3,9,1485,7420601,2,1,10,0,0,44,0
简易屋顶,0,0,0,1487,3,9,1485,7420593,2,1,10,0,0,36,0
简易屋顶,0,0,0,1488,3,9,1485,7420596,2,1,10,0,0,37,0
简易屋顶,0,0,0,1489,3,9,1485,7420587,2,1,10,0,0,9,0
简易屋顶,0,0,0,1490,3,9,1485,7420590,2,1,10,0,0,21,0
方形屋顶,0,0,0,1491,2,9,0,7420604,2,1,10,0,0,8,0
方形屋顶,0,0,0,1492,2,9,1491,7420617,2,1,10,0,0,44,0
方形屋顶,0,0,0,1493,2,9,1491,7420611,2,1,10,0,0,36,0
方形屋顶,0,0,0,1494,2,9,1491,7420616,2,1,10,0,0,37,0
方形屋顶,0,0,0,1495,2,9,1491,7420605,2,1,10,0,0,9,0
方形屋顶,0,0,0,1496,2,9,1491,7420610,2,1,10,0,0,21,0
斜面屋顶,0,0,0,1497,2,9,0,7420603,2,1,10,0,0,8,0
斜面屋顶,0,0,0,1498,2,9,1497,7420618,2,1,10,0,0,44,0
斜面屋顶,0,0,0,1499,2,9,1497,7420612,2,1,10,0,0,36,0
斜面屋顶,0,0,0,1500,2,9,1497,7420615,2,1,10,0,0,37,0
斜面屋顶,0,0,0,1501,2,9,1497,7420606,2,1,10,0,0,9,0
斜面屋顶,0,0,0,1502,2,9,1497,7420609,2,1,10,0,0,21,0
简易屋顶,0,0,0,1503,2,9,0,7420602,3,1,10,0,0,8,0
简易屋顶,0,0,0,1504,2,9,1503,7420619,2,1,10,0,0,44,0
简易屋顶,0,0,0,1505,2,9,1503,7420613,2,1,10,0,0,36,0
简易屋顶,0,0,0,1506,2,9,1503,7420614,2,1,10,0,0,37,0
简易屋顶,0,0,0,1507,2,9,1503,7420607,2,1,10,0,0,9,0
简易屋顶,0,0,0,1508,2,9,1503,7420608,2,1,10,0,0,21,0
斜角窗户 - 豆蔻棕,0,0,0,2434,1,87,0,7462697,2,2,14,0,0,9,0
斜角窗户 - 锈色橙,0,0,0,2435,1,87,0,7462696,2,2,14,0,0,32,0
斜角窗户 - 海洋蓝,0,0,0,2436,1,87,0,7462695,2,2,14,0,0,8,0
斜角窗户 - 芥末黄,0,0,0,2437,1,87,0,7462694,2,2,14,0,0,44,0
拱形窗户 - 豆蔻棕,0,0,0,2438,1,87,0,7462693,2,2,14,0,0,9,0
拱形窗户 - 锈色橙,0,0,0,2439,1,87,0,7462692,2,2,14,0,0,32,0
拱形窗户 - 海洋蓝,0,0,0,2440,1,87,0,7462691,2,2,14,0,0,8,0
拱形窗户 - 芥末黄,0,0,0,2441,1,87,0,7462690,2,2,14,0,0,44,0
斜角窗户 - 森林绿,0,0,0,2442,1,87,0,7462689,2,2,14,0,0,21,0
拱形窗户 - 森林绿,0,0,0,2443,1,87,0,7462688,2,2,14,0,0,21,0
木窗防御工事 - 豆蔻棕,0,0,0,2444,1,87,0,7462687,2,2,15,0,0,9,0
石窗防御工事 - 豆蔻棕,0,0,0,2445,1,87,0,7462686,2,2,15,0,0,9,0
遮蔽式防御工事 - 豆蔻棕,0,0,0,2446,1,87,0,7462685,2,2,15,0,0,9,0
舱门式防御工事 - 豆蔻棕,0,0,0,2447,1,87,0,7462684,2,2,15,0,0,9,0
通风式防御工事 - 豆蔻棕,0,0,0,2448,1,87,0,7462683,2,2,15,0,0,9,0
木窗防御工事 - 锈色橙,0,0,0,2449,1,87,0,7462682,2,2,15,0,0,32,0
石窗防御工事 - 锈色橙,0,0,0,2450,1,87,0,7462681,2,2,15,0,0,32,0
遮蔽式防御工事 - 锈色橙,0,0,0,2451,1,87,0,7462680,2,2,15,0,0,32,0
舱门式防御工事 - 锈色橙,0,0,0,2452,1,87,0,7462679,2,2,15,0,0,32,0
通风式防御工事 - 锈色橙,0,0,0,2453,1,87,0,7462678,2,2,15,0,0,32,0
木窗防御工事 - 海洋蓝,0,0,0,2454,1,87,0,7462677,2,2,15,0,0,8,0
石窗防御工事 - 海洋蓝,0,0,0,2455,1,87,0,7462676,2,2,15,0,0,8,0
遮蔽式防御工事 - 海洋蓝,0,0,0,2456,1,87,0,7462675,2,2,15,0,0,8,0
舱门式防御工事 - 海洋蓝,0,0,0,2457,1,87,0,7462674,2,2,15,0,0,8,0
通风式防御工事 - 海洋蓝,0,0,0,2458,1,87,0,7462673,2,2,15,0,0,8,0
木窗防御工事 - 芥末黄,0,0,0,2459,1,87,0,7462672,2,2,15,0,0,44,0
石窗防御工事 - 芥末黄,0,0,0,2460,1,87,0,7462671,2,2,15,0,0,44,0
遮蔽式防御工事 - 芥末黄,0,0,0,2461,1,87,0,7462670,2,2,15,0,0,44,0
舱门式防御工事 - 芥末黄,0,0,0,2462,1,87,0,7462669,2,2,15,0,0,44,0
通风式防御工事 - 芥末黄,0,0,0,2463,1,87,0,7462668,2,2,15,0,0,44,0
木窗防御工事 - 森林绿,0,0,0,2464,1,87,0,7462667,2,2,15,0,0,21,0
石窗防御工事 - 森林绿,0,0,0,2465,1,87,0,7462666,2,2,15,0,0,21,0
遮蔽式防御工事 - 森林绿,0,0,0,2466,1,87,0,7462665,2,2,15,0,0,21,0
舱门式防御工事 - 森林绿,0,0,0,2467,1,87,0,7462664,2,2,15,0,0,21,0
通风式防御工事 - 森林绿,0,0,0,2468,1,87,0,7462663,2,2,15,0,0,21,0
板饰屋顶,0,0,0,2470,2,87,3805,7460533,2,2,10,0,0,9,0
板饰屋顶,0,0,0,2471,2,87,3805,7460522,2,2,10,0,0,32,0
板饰屋顶,0,0,0,2472,2,87,3805,7460513,2,2,10,0,0,8,0
板饰屋顶,0,0,0,2473,2,87,3805,7460504,2,2,10,0,0,44,0
板饰屋顶,0,0,0,2474,2,87,3805,7460495,2,2,10,0,0,21,0
通风屋顶,0,0,0,2476,2,87,3811,7460531,2,2,10,0,0,9,0
通风屋顶,0,0,0,2477,2,87,3811,7460520,2,2,10,0,0,32,0
通风屋顶,0,0,0,2478,2,87,3811,7460511,2,2,10,0,0,8,0
通风屋顶,0,0,0,2479,2,87,3811,7460502,2,2,10,0,0,44,0
通风屋顶,0,0,0,2480,2,87,3811,7460493,2,2,10,0,0,21,0
兽皮屋顶,0,0,0,2482,2,87,3817,7460532,2,2,10,0,0,9,0
兽皮屋顶,0,0,0,2483,2,87,3817,7460521,2,2,10,0,0,32,0
兽皮屋顶,0,0,0,2484,2,87,3817,7460512,2,2,10,0,0,8,0
兽皮屋顶,0,0,0,2485,2,87,3817,7460503,2,2,10,0,0,44,0
兽皮屋顶,0,0,0,2486,2,87,3817,7460494,2,2,10,0,0,21,0
板饰屋顶,0,0,0,2488,4,87,3823,7460525,2,2,10,0,0,9,0
板饰屋顶,0,0,0,2489,4,87,3823,7460516,2,2,10,0,0,32,0
板饰屋顶,0,0,0,2490,4,87,3823,7460507,2,2,10,0,0,8,0
板饰屋顶,0,0,0,2491,4,87,3823,7460498,2,2,10,0,0,44,0
板饰屋顶,0,0,0,2492,4,87,3823,7460489,2,2,10,0,0,21,0
板饰屋顶,0,0,0,2494,3,87,3829,7460529,2,2,10,0,0,9,0
板饰屋顶,0,0,0,2495,3,87,3829,7460519,2,2,10,0,0,32,0
板饰屋顶,0,0,0,2496,3,87,3829,7460510,2,2,10,0,0,8,0
板饰屋顶,0,0,0,2497,3,87,3829,7460501,2,2,10,0,0,44,0
板饰屋顶,0,0,0,2498,3,87,3829,7460492,2,2,10,0,0,21,0
兽皮屋顶,0,0,0,2500,3,87,3835,7460528,2,2,10,0,0,9,0
兽皮屋顶,0,0,0,2501,3,87,3835,7460518,2,2,10,0,0,32,0
兽皮屋顶,0,0,0,2502,3,87,3835,7460509,2,2,10,0,0,8,0
兽皮屋顶,0,0,0,2503,3,87,3835,7460500,2,2,10,0,0,44,0
兽皮屋顶,0,0,0,2504,3,87,3835,7460491,2,2,10,0,0,21,0
通风屋顶,0,0,0,2507,3,87,3841,7460527,2,2,10,0,0,9,0
通风屋顶,0,0,0,2508,3,87,3841,7460517,2,2,10,0,0,32,0
