ID,Text_lang,SortIndex,Min_level,Max_level,ContentTuningID
282,|cffffd100小窍门：|r当你学习了一项专业技能后，你可以通过专业技能界面（默认快捷键“K”）查看和使用你新学习的技能。,10,0,0,6416
321,|cffffd100小窍门：|r 如果你在主城中迷失了方向，可以点击卫兵询问。,14,0,0,6417
341,|cffffd100小窍门：|r 请记住，无论做什么都要适度（包括魔兽世界）！,143,0,0,6423
381,|cffffd100小窍门：|r 你可以使用<Shift>键+点击来把堆叠起来的物品分成几摞。,54,0,0,6415
382,|cffffd100小窍门：|r 同时按下鼠标左右键也可以操纵你的角色向前移动。,55,0,0,6423
384,|cffffd100小窍门：|r 你可以通过右键点击屏幕上方的效果图标来取消施加在自己身上的增益效果，对绝大部分增益效果有效。,9,0,0,6417
388,|cffffd100小窍门：|r 点击其他玩家在聊天频道中贴出的物品名就可以查看它的详细信息。,57,0,0,6423
389,|cffffd100小窍门：|r 你只能学习两种专业技能，但可以学习所有辅助技能（包括烹饪、钓鱼和考古学）。,19,0,0,6414
390,|cffffd100小窍门：|r 在邀请某人加入小队或进行交易之前，最好先出于礼貌询问一下对方是否愿意如此。,58,0,0,6423
392,|cffffd100小窍门：|r 当你被敌对玩家击败时，你的物品不会遭受任何耐久度损失。,60,0,0,6418
393,|cffffd100小窍门：|r按住<Shift>键并点击任务列表中的任务名，就可以追踪该任务的进展。,61,0,0,6424
394,|cffffd100小窍门：|r 在附近等待你交还任务的NPC会以金色问号的形式显示在你的微缩地图上。,63,0,0,6424
396,|cffffd100小窍门：|r 在附近等待你交还任务的NPC会以小问号的形式显示在你的微缩地图上。,1,0,0,6419
398,|cffffd100小窍门：|r 在任务追踪界面中，你可以点击标注了数字的任务图标，选择任务进行追踪。,41,0,0,6414
399,|cffffd100小窍门：|r 如果你在满级之后完成任务，你所得到的经验值奖励会被换算为额外的金币。,64,0,0,6421
403,|cffffd100小窍门：|r 在默认设置下，B键可以一次打开所有背包。,65,0,0,6416
404,|cffffd100小窍门：|r 当你和其他玩家一起游戏时，友善和礼貌可以让彼此更愉快！,156,0,0,6423
405,|cffffd100小窍门：|r 当你沿着大路走的时候，碰到游荡怪物的可能性会小许多。,42,0,0,6423
406,|cffffd100小窍门：|r使用地下城查找器可以迅速加入一场五人地下城冒险！,28,0,0,6416
407,|cffffd100小窍门：|r 把你的朋友带到艾泽拉斯来，同时也别忘了和他们一起到户外去玩！,66,0,0,6423
409,|cffffd100小窍门：|r 如果你保持邮箱空空如也，那么当你看到新邮件图标的时候，你就知道有人给你写信了！,67,0,0,6424
410,|cffffd100小窍门：|r 为了您的账号安全，请勿与他人共享账号，同时远离任何违规第三方程序。,68,0,0,6423
411,|cffffd100小窍门：|r 与他人共享账号有可能使你失去它。,35,0,0,6423
419,|cffffd100小窍门：|r 生命条显示为灰色的怪物已经被其他玩家占有，将无法为你提供经验值或战利品。,70,0,0,6414
422,|cffffd100小窍门：|r你可以通过点击微缩地图上方的区域名称或点击快捷键M来打开地图。,72,0,0,6419
423,|cffffd100小窍门：|r 高等级的地下城经常会有史诗难度模式。该难度无法通过地下城查找器进入，但可以为勇敢的冒险者提供优质的奖励！,73,0,0,6421
426,|cffffd100小窍门：|r 使用地下城查找器可将你直接传送至地下城中。如果不使用地下城查找器，你也可以通过集合石来召唤尚未抵达的队友。,77,0,0,6417
427,|cffffd100小窍门：|r 账号管理页面上的家长控制系统能够提供一些帮助你管理游戏时间的工具。,78,0,0,6414
428,|cffffd100小窍门：|r 按住<Shift>键点击世界任务可以追踪多个世界任务。,79,0,0,6421
429,|cffffd100小窍门：|r 被标记为（失败）的任务可以放弃并重新在任务给予者那里接到。,80,0,0,6424
430,|cffffd100小窍门：|r 你在小队中浏览自己的任务日志时，任务名旁边的数字代表你的小队中有多少人也在做这个任务。,81,0,0,6418
431,|cffffd100小窍门：|r处于团队中时，大多数任务无法取得进展。,82,0,0,6418
432,|cffffd100小窍门：|r 你不能取消自己对拍卖物品的出价，所以竞拍时要谨慎。,83,0,0,6417
434,|cffffd100小窍门：|r 邮件可以在信箱中保留最多30天。,85,0,0,6424
435,|cffffd100小窍门：|r你可以拜访幻化师来改变装备外观，幻化师在小地图上显示为粉紫色的头盔图标。,86,0,0,6418
438,|cffffd100小窍门：|r 你可以通过“购回”标签购买自己刚刚卖给商人的物品。,88,0,0,6414
439,|cffffd100小窍门：|r 小队的队长可以通过右键点击自己的头像来重置副本或更改地下城难度。,89,0,0,6418
440,|cffffd100小窍门：|r你随时可以从任意旅店老板那里获得新的炉石。,90,0,0,6423
442,|cffffd100小窍门：|r 玩家无法躲闪、招架或格挡来自背后的攻击。,92,0,0,6417
444,|cffffd100小窍门：|r 你可以向已经镶嵌了宝石的插孔中镶入新的宝石。,93,0,0,6418
446,|cffffd100小窍门：|r 你在同一时间内只能从一种作战药剂和一种守护药剂获得收益。,95,0,0,6418
447,|cffffd100小窍门：|r 当你将鼠标放在一件物品上时，可以按下<Shift>键和你当前装备的物品进行比较。,96,0,0,6424
448,|cffffd100小窍门：|r 你在同一个服务器内最多可以建立18个角色，在所有服务器上可以建立的角色总数是50个。,97,0,0,6424
449,|cffffd100小窍门：|r 你可以重复发送最近输入的信息。按下Enter键，然后使用<Alt>+上键就可以浏览你曾经发送的信息。,98,0,0,6418
450,|cffffd100小窍门：|r 你战团里的游戏角色能共享大部分坐骑和宠物。,101,0,0,6417
451,|cffffd100小窍门：|r 感谢体验《魔兽世界》！加油吧！,102,0,0,6414
452,|cffffd100小窍门：|r 你可以通过击败敌对玩家来获得荣誉等级，解锁装饰性威望奖励！,103,0,0,6418
453,|cffffd100小窍门：|r 你从30级就可以学习使用飞行坐骑！,108,0,0,6424
454,|cffffd100小窍门：|r 完成某些成就之后，可以获得特殊的非战斗物品作为奖励。,109,0,0,6418
456,|cffffd100小窍门：|r 造成伤害或进行治疗都会对怪物产生威胁值。大部分怪物会攻击那些对它来说具有最高威胁值的玩家。担当坦克职责的角色会产生额外的威胁值，应当负责吸引敌人的注意力。,111,0,0,6416
457,|cffffd100小窍门：|r 史诗难度地下城是你与你的朋友们一起冒险的好去处，还能获得史诗（甚至传说）装备！,112,0,0,6424
458,|cffffd100小窍门：|r 想要尝试某个新职业吗？那就创建一个职业试玩角色吧，你说不定会喜欢呢！,113,0,0,6418
459,|cffffd100小窍门：|r你可以在各大城市中找到理发店，他们可以帮你彻底重新自定义你的角色的外观，而且免费！,114,0,0,6417
460,|cffffd100小窍门：|r 通过战友招募系统和你的朋友一起玩《魔兽世界》，你们两个人都可以获得奖励。,115,0,0,6416
461,|cffffd100小窍门：|r 若要使用地下城查找器加入英雄难度地下城的战斗，你需要达到最低物品等级要求。如果你能和朋友组成完整的队伍的话，就可以无视这个要求。,117,0,0,6424
462,|cffffd100小窍门：|r 许多任务奖励都有几率在获取时得到额外升级，从而大幅提升其强度！,116,0,0,6424
464,|cffffd100小窍门：|r 你可以使用日历系统查看即将到来的节日，并为你的公会、社区和好友计划活动。,99,0,0,6418
465,|cffffd100小窍门：|r你可以点击微缩地图上方的时钟来设置闹钟或显示秒表。,100,0,0,6416
466,|cffffd100小窍门：|r 如果你发现自己骑马独自驰骋在绿色的原野，日光暖暖地照在你的脸上，不必疑惑——因为你正身处艾泽拉斯！,104,0,0,6424
467,|cffffd100小窍门：|r 如果你想要找一些特别的事情做，可以尝试完成一些不寻常的成就。,105,0,0,6424
468,|cffffd100小窍门：|r 你可以在聊天框中链接任务、物品和成就。打开聊天输入框，按住<Shift>并左键点击它们即可。,106,0,0,6418
469,|cffffd100小窍门：|r 你可以使用<Shift>+点击来追踪任务或成就的进展。,107,0,0,6424
470,|cffffd100小窍门：|r你可以通过点击微缩地图旁边的望远镜图标来追踪很多东西，比如低等级任务或邮箱等各类信息。,16,0,0,6416
471,|cffffd100小窍门：|r安全区域是指禁止进行PvP（玩家对玩家）战斗的区域。,119,0,0,6416
472,|cffffd100小窍门：|r 绝大部分阵营都有军需官，只要玩家在这个阵营获得了足够的声望，军需官就能提供各种物品。,120,0,0,6418
473,|cffffd100小窍门：|r 日历系统可以告诉你团队副本何时重置。你如果想在重置后保留副本进度，可以使用团队信息面板来延后某个团队副本的重置时间。,121,0,0,6421
475,|cffffd100小窍门：|r 如果你在对付成群的地下城怪物时遇到困难，可以尝试使用一些控制技能，如变形术或闷棍，使一名敌人暂时无法战斗，最终逐个击破！,154,0,0,6418
476,|cffffd100小窍门：|r 你的微缩地图上的目标会用向上或者向下的箭头来表示它们的位置比你高还是低。,15,0,0,6416
479,|cffffd100小窍门：|r 你可以在界面控制选项中启用装备功能，迅速在你常用的多种装备组合方案中进行切换。,124,0,0,6418
483,|cffffd100小窍门：|r 将鼠标指针放在角色界面中的某个装备栏上，并按住Alt键，就可以看到背包中所有可以装备在该栏位的物品的列表。,128,0,0,6416
489,|cffffd100小窍门：|r 如果敌人的施法条是灰色的，或是周围有一个护盾图标，代表你无法打断该法术。,129,0,0,6418
490,|cffffd100小窍门：|r公会管理者可以使用游戏内的日历来设定公会日程。你可以自主报名而不用再等候邀请。,157,0,0,6418
491,|cffffd100小窍门：|r您可以使用Tab键或是Shift+Tab来从角色名字建议列表中切换选择。,131,0,0,6418
500,|cffffd100小窍门：|r当您提交账号信息的时候，请一定先确认自己登录的是暴雪娱乐的官方网站。,132,0,0,6423
501,|cffffd100小窍门：|r暴雪娱乐发出的官方电子邮件一定会来自一个“blizzard.com”的地址。,133,0,0,6423
504,|cffffd100小窍门：|r 使用电子密保产品能保护您的魔兽世界账号的安全。,136,0,0,6423
505,|cffffd100小窍门：|r为了防止账号被盗，请不要在公共电脑上登录魔兽世界。此类电脑很有可能已经被恶意软件感染。,137,0,0,6423
506,|cffffd100小窍门：|r一定要警惕非官方网站为魔兽世界提供的收费服务。这些广告中很可能包含带有盗号功能的恶意软件。,138,0,0,6414
508,|cffffd100小窍门：|r 你可以在地图上看到任务地点和任务给予者。,140,0,0,6419
509,|cffffd100小窍门：|r使用地下城查找器进入随机地下城探险可以获得奖励。你可以和好友一道，或利用地下城查找器来加入地下城探险的队伍。,141,0,0,6416
538,|cffffd100小窍门：|r 若要改变角色的朝向，可以在按住鼠标右键的同时移动鼠标。按住鼠标左键并移动鼠标，可使你的角色四下张望。,142,0,0,6419
543,|cffffd100小窍门：|r 别站在火里！,145,0,0,6418
578,|cffffd100小窍门：|r 战争游戏功能可以让团队领袖选择在竞技场或战场中挑战其他团队。你可以在PvP窗口中找到战争游戏功能。,162,0,0,6424
589,|cffffd100小窍门：|r 你可以使用团队副本查找器来加入一场25人团队副本的战斗，体验《魔兽世界》最史诗的游戏内容。,164,0,0,6421
596,|cffffd100小窍门：|r你的战团可以达成许多成就。你的所有角色都可以为这些成就提供进度。,167,0,0,6417
597,|cffffd100小窍门：|r 如果你想收集战斗宠物并进行宠物对战，可以去找战斗宠物训练师。,168,0,0,6424
601,|cffffd100小窍门：|r 宠物小伙伴是全战团共享的。如果你的某个角色获得了一只宠物，那么你所有的角色都可以使用它。,172,0,0,6417
602,|cffffd100小窍门：|r你可以将法术书或天赋页面上的技能图标拖曳到动作条中。,173,0,0,6414
603,|cffffd100小窍门：|r你可以创建备用角色（俗称“小号”），来体验不同的职业、种族或阵营。,174,0,0,6418
604,|cffffd100小窍门：|r 坦克型角色的主要任务是在团队游戏时控制敌对生物。坦克牺牲了高伤害输出以换取更高的生存能力。,175,0,0,6416
605,|cffffd100小窍门：|r 治疗型角色的主要任务是保证自己和其他队伍成员的生命。,176,0,0,6416
606,|cffffd100小窍门：|r 伤害输出型角色（简称DPS）的主要任务是击破敌人。伤害输出者需要坦克和治疗者的支持。,177,0,0,6416
612,|cffffd100小窍门：|r 无法完成任务？找不到NPC？想查看某件物品的属性？你可以在《魔兽世界》论坛及各种粉丝站上找到《魔兽世界》的所有相关资料！,181,0,0,6423
620,|cffffd100小窍门：|r 你可以通过右键点击角色头像，并选择“专精拾取”来获得对应不同专精的战利品。,185,0,0,6418
624,|cffffd100小窍门：|r普通和英雄团队副本面向10到30人之间的团队，难度和奖励也会随人数变动。大家都有份！,186,0,0,6421
626,|cffffd100小窍门：|r 看看藏品菜单中的玩具箱吧。你收藏过的所有装饰品和玩具都会被自动储存在这里。 ,187,0,0,6417
630,|cffffd100小窍门：|r和好友组队使用地下城查找器可以让你获得额外的金钱奖励。,191,0,0,6424
631,|cffffd100小窍门：|r显示为灰色的物品属性将无法提高你的角色能力。,192,0,0,6415
632,|cffffd100小窍门：|r预创建队伍工具能让你创建或寻找地下城、团队副本、任务、PvP队伍，或其他任何的集体活动！,193,0,0,6418
643,|cffffd100小窍门：|r打不过强大的敌人？记住，只要在你的生命值降为0之前先把敌人的生命值降到0就行了。这绝对管用！,197,0,0,6418
746,|cffffd100小窍门：|r想在《魔兽世界》里点燃战火？在你阵营的主城激活战争模式后，即可在世界开启PvP战斗，不仅可以获得额外的经验值，还有丰厚的任务奖励！,200,0,0,6417
749,|cffffd100小窍门：|r社区中有聊天频道、语音支持，还有事件日历。你可以在此招募新的公会成员，也能与任意服务器的朋友保持联络。,203,0,0,6418
754,|cffffd100小窍门：|r虽然加入一个盟约是个重大的选择，但也并非不能更改。只要你在某个盟约达到了最高名望等级，你就可以在奥利波斯自由更改你的盟约。,205,0,0,6424
755,|cffffd100小窍门：|r刚开始玩《魔兽世界》？头顶上有绿色旗帜图标的玩家就是你的向导，可以为你在艾泽拉斯的冒险提供帮助！,206,0,0,6419
757,|cffffd100小窍门：|r低等级的角色可以前往他们的阵营主城拜访克罗米，从而造访过去的内容更新中的世界和故事线。,208,0,0,6418
758,|cffffd100小窍门：|r你在小队中时，可以启动小队同步功能，从而加入朋友们正在进行的任何任务，即使有些低等级的内容你之前已经完成过了，也依然可以加入其中。,209,0,0,6418
760,|cffffd100小窍门：|r与战役相关的任务具有更华丽的图标，而且会放在任务日志的顶部。完成这些任务会推进主线故事并解锁新的游戏系统。,211,0,0,6418
761,|cffffd100小窍门：|r托加斯特里神秘的刻符者可以将玩家用专业技能制作的强大物品进行注能，从而将其转化为传说装备！,212,0,0,6424
762,|cffffd100小窍门：|r某些技能和法术在玩家对玩家（PvP）战斗中效果会降低。,213,0,0,6418
763,|cffffd100小窍门：|r浏览地图时，<Ctrl>+点击可以设置一个寻路点，方便你进行导航，你也可以<Shift>+点击此寻路点，将这个位置分享给其他人。,214,0,0,6417
764,|cffffd100小窍门：|r 点击目标追踪栏中某一任务旁边的数字可以产生一个导航辅助标记，指引你前往该目标。,215,0,0,6415
765,|cffffd100小窍门：|r 选项菜单中的辅助功能选项提供了一些工具，以此降低色盲、动态眩晕、视觉缺陷等产生的影响！,216,0,0,6414
766,|cffffd100小窍门：|r 拥有裁缝专业技能的玩家可以制作的背包比商人卖的要大得多。这些背包一般会在拍卖行里出售。,217,0,0,6415
767,|cffffd100小窍门：|r 公会和社区查找器（默认快捷键“J”）可以帮助你在《魔兽世界》里找到和你志同道合的友善玩家群体。,218,0,0,6415
768,|cffffd100小窍门：|r 冒险指南（默认快捷键“Shift-J”）会推荐适合你的等级的内容，以及一些当前正在进行的限时活动。,219,0,0,6416
772,|cffffd100小窍门：|r你每升1级，就能获得一个天赋点数，可以用来自定义和强化你的战斗能力。,223,0,0,6420
773,|cffffd100小窍门：|r 想要全方位掌握你的《魔兽世界》游戏体验？按下<ESC>键，选择编辑模式，即可调整许多用户界面元素的位置或者尺寸。,224,0,0,6416
775,|cffffd100小窍门：|r成就点数由你的整个战团共享，即使是特定玩家获得的成就也一样。,225,0,0,6418
776,|cffffd100小窍门：|r你可以使用战团银行中存放的材料进行制作，使所有角色的专业技能得以轻松产生配合。,226,0,0,6418
777,|cffffd100小窍门：|r你的战团由账号中的所有角色构成。他们可以分享许多东西，包括收藏、飞行点，甚至某些声望进度。,227,0,0,6418
778,|cffffd100小窍门：|r任何带有“战团”标识的物品都可以由账号中的所有角色共享。,228,0,0,6418
779,|cffffd100小窍门：|r标有“战团可转移货币”的货币可以转移给你的其他角色。在货币菜单中选中该货币即可开始转移。,229,0,0,6418
780,|cffffd100小窍门：|r拾取到了角色无法使用的物品？如果是战团绑定物品，就把它交给你的其他角色，或者体验一下能够使用此物品的新职业吧！,230,0,0,6418
781,|cffffd100小窍门：|r获得了一件你无法装备的装备绑定物品，又想将它的外观加入收藏？试试右键点击，或者将它拖入你的角色菜单吧。,231,0,0,6424
782,|cffffd100小窍门：|r你可以将大部分装备的外观加入到战团收藏中，包括你的角色无法装备的物品。,232,0,0,6418
783,|cffffd100小窍门：|r在战团中完成过的大部分任务都会在地图上隐藏，在其他地方会标为暗色。如果你希望关闭该功能，则可以在追踪或地图筛选菜单中设置。,233,0,0,6418
784,|cffffd100小窍门：|r输入/mountspecial（/坐骑特效）可以使坐骑在地面上执行特技。如想轻松使用，就将该命令加入/macro（/宏）里吧！,234,0,0,6416
785,|cffffd100小窍门：|r你可以在幻化师处改变装备外观。只要你不改，这身外观就会一直保留——哪怕换了新装备也一样！,235,0,0,6417
786,|cffffd100小窍门：|r拜访幻化师时，你也可以为当前未持有的武器类型设置外观。,236,0,0,6417
787,|cffffd100小窍门：|r与幻化师交谈可购买额外的外观方案。你可以随时在这些方案间切换。,237,0,0,6417
788,|cffffd100小窍门：|r与幻化师交谈可设置外观方案情景。你的外观方案可以根据设定的条件自动切换，例如切换专精、进入地下城或回家时。,238,0,0,6417
789,|cffffd100小窍门：|r通过<ESC>菜单进入编辑模式，可以更改屏幕上许多界面元素的大小、位置甚至不透明度。,239,0,0,6416
790,|cffffd100小窍门：|r使用编辑模式（通过<ESC>菜单访问）随心调整界面。你还可以分享你的布局，或导入他人创建的布局。,240,0,0,6416
791,|cffffd100小窍门：|r冷却管理器能助你轻松追踪本职业的重要冷却时间和增益。可在“选项”>“游戏增强”菜单中启用。,241,0,0,6418
792,|cffffd100小窍门：|r一键辅助能根据优先级智能施放伤害技能。你可以在法术书右上角找到它，并拖到动作条上使用。,242,0,0,6414
793,|cffffd100小窍门：|r技能太多，手忙脚乱？试试法术书右上角的一键辅助吧。,243,0,0,6414
794,|cffffd100小窍门：|r想体验更轻松的战斗？试试法术书右上角的一键辅助吧。,244,0,0,6414
795,|cffffd100小窍门：|r辅助标亮功能会根据战斗实况，在动作条上高亮显示建议施放的技能。可在“选项 > 游戏增强”中启用。,245,0,0,6414
796,|cffffd100小窍门：|r如果你还在熟悉职业玩法，不妨开启“选项 > 游戏增强”中的辅助标亮功能。,246,0,0,6414
797,|cffffd100小窍门：|r游学探奇是了解艾泽拉斯历史的绝佳方式。在各大城市寻找游学者学徒丽丽·风暴烈酒，体验关于萨拉塔斯、巫妖王等传奇故事！,247,0,0,6417
798,|cffffd100小窍门：|r你可以使用装饰装点自己的住宅。装饰可在艾泽拉斯各处找到……商人、成就奖励或地下城首领都有可能提供。,248,0,0,6425
799,|cffffd100小窍门：|r在艾泽拉斯安家了吗？找个友好的社区，挑块心仪的地皮，建起房屋，摆上装饰，然后尽情放松吧！,249,0,0,6425
800,|cffffd100小窍门：|r你可以选择在私人社区（充满朋友和公会成员）或公共社区（结识未来的朋友）建造房屋！,250,0,0,6425
801,|cffffd100小窍门：|r文化节是每月更新的挑战与奖励活动，所有社区居民均可参与。,251,0,0,6425
802,|cffffd100小窍门：|r有些宠物需要通过对战捕获，有些则只需找到并互动即可。祝你狩猎愉快！,252,0,0,6417
803,|cffffd100小窍门：|r你是收藏爱好者吗？那就开始扩充你的坐骑、宠物、玩具、装饰品或幻化外观收藏吧。,253,0,0,6416
804,|cffffd100小窍门：|r伤害统计可以追踪你和小队的关键战斗数据，如伤害输出、治疗量以及受到的可规避伤害。,254,0,0,6418
805,|cffffd100小窍门：|r地下堡是短小精悍的副本，适合单人或最多五人的队伍挑战。,255,0,0,6418
806,|cffffd100小窍门：|r丰裕地下堡提供额外奖励，若有修复的宝匣钥匙则奖励会更加丰富。留意地图上发光的地下堡入口！,256,0,0,6421
807,|cffffd100小窍门：|r你可以在<ESC>菜单中找到新内容面板，查看《魔兽世界》最新系统和功能的概览。,257,0,0,6418
808,|cffffd100小窍门：|r在冒险指南的旅程面板中，你可以查看名望、地下堡行者的旅程及其他进度信息。,258,0,0,6421
809,|cffffd100小窍门：|r旅行者日志包含有趣的活动和独特奖励，每月刷新！你可以在冒险指南中查看。,259,0,0,6417
810,|cffffd100小窍门：|r完成旅行者日志的任务可赚取商贩标币，用于在主城商栈兑换各种专属装饰！,260,0,0,6417
811,|cffffd100小窍门：|r使用冒险指南的推荐玩法面板，寻找适合你的任务、地下城及其他玩法。,261,0,0,6416
812,|cffffd100小窍门：|r《魔兽世界》中有数十个阵营。向他们伸出援手，以此提高声望，赢取奖励！,262,0,0,6418
813,|cffffd100小窍门：|r物品等级较高的装备通常比低等级的更强。,263,0,0,6414
814,|cffffd100小窍门：|r大多数满级装备都可用纹章升级。前往任意满级城市，寻找物品升级专员库佐尔兹吧。,264,0,0,6421
815,|cffffd100小窍门：|r需要复习一下吗？冒险指南“教程”中的追赶体验包含一段简短旅程，助你重温《魔兽世界》的基础知识。,265,0,0,6417
816,|cffffd100小窍门：|r训练场是参与PvP战场的练习模式，你的对手将由电脑控制。,266,0,0,6421
