ID,Name_lang,MapID,QuestPOIBlobID,AreaPOIIconEnum
617,病木林挖掘场,0,60444,177
918,猛虎林挖掘场,870,66767,177
923,天禅院挖掘场,870,66784,177
928,黎明神龛挖掘场,870,66789,177
934,钢狮废墟挖掘场,870,66795,177
936,皇帝的预言地挖掘场,870,66817,177
938,百木园挖掘场,870,66854,177
941,雷木林挖掘场,870,66890,177
949,魔古挖掘场,870,66911,177
951,熊猫人挖掘场,870,66913,177
955,轻歌沼泽挖掘场,870,66917,177
957,长城北部挖掘场,870,66919,177
961,长城南部挖掘场,870,66923,177
963,托加尼洼地挖掘场,870,66925,177
967,春之路挖掘场,870,66929,177
971,抱拳林挖掘场,870,66933,177
973,水果农田北部挖掘场,870,66935,177
977,水果农田挖掘场,870,66939,177
979,纯净之池挖掘场,870,66941,177
981,瀑歌村挖掘场,870,66943,177
983,科夏废墟挖掘场,870,66945,177
987,卡桑琅丛林挖掘场,870,66949,177
989,失落王朝挖掘场,870,66951,177
995,朱鹤寺北部挖掘场,870,66957,177
999,朱家界挖掘场,870,66961,177
1003,国王谷挖掘场,870,66965,177
1005,锦绣谷大门挖掘场,870,66967,177
1007,雪山挖掘场,870,66969,177
1009,雪山东部挖掘场,870,66971,177
1011,偏远村庄挖掘场,870,66973,177
1015,被摧毁的村庄挖掘场,870,66979,177
1017,古老村庄挖掘场,870,66983,177
1019,怨掌农场挖掘场,870,66985,177
1021,周家农田挖掘场,870,66987,177
1023,古老村庄西部挖掘场,870,66989,177
1025,小门挖掘场,870,66991,177
1029,昆莱之峰挖掘场,870,67005,177
1033,翠林之心挖掘场,870,67021,177
1035,希望之锣挖掘场,870,67023,177
1037,长桥挖掘场,870,67025,177
1039,果园挖掘场,870,67027,177
1043,青龙寺庭院挖掘场,870,67031,177
1045,果园南部挖掘场,870,67033,177
1047,悲伤之穴挖掘场,870,67035,177
1049,神龛草地挖掘场,870,67037,177
1051,碧绿林地挖掘场,870,67039,177
1284,残阳关卫戍营挖掘场,870,92020,177
1286,雾临村挖掘场,870,92022,177
1288,五姝林挖掘场,870,92026,177
1292,郭莱遗迹北部挖掘场,870,92030,177
1294,郭莱遗迹南部挖掘场,870,92032,177
1300,徒圣挖掘场,870,92038,177
1308,郭莱废墟西部挖掘场,870,92046,177
1316,冬花挖掘场,870,92150,177
1318,帝皇之疆挖掘场,870,92156,177
1322,仲夏原北部挖掘场,870,92162,177
1326,仲夏原东部挖掘场,870,92166,177
1332,瑟拉提克挖掘场,870,92172,177
1334,砮皂寺挖掘场,870,92174,177
1338,奥苏尔火营挖掘场,870,92178,177
1340,仇恨之恶挖掘场,870,92180,177
1342,山泽岛挖掘场,870,92196,177
1346,群星湖挖掘场,870,92200,177
1348,格尔桑平台挖掘场,870,92202,177
1352,盘绕古木挖掘场,870,92206,177
1356,都阳废墟南部挖掘场,870,92210,177
1358,都阳废墟北部挖掘场,870,92212,177
1463,库尔维斯挖掘场,870,177485,177
1465,瑟拉提克虫坞挖掘场,870,177487,177
1467,西瑟拉维斯挖掘场,870,177489,177
1469,饲料洞挖掘场,870,177491,177
1471,科佐克战争营地挖掘场,870,177493,177
1473,东瑟拉维斯挖掘场,870,177495,177
1475,地下繁枝挖掘场,870,177497,177
1479,伊卡兹卡山挖掘场,870,177501,177
1481,希克维斯挖掘场,870,177503,177
1483,西希克维斯挖掘场,870,177505,177
1485,北希克维斯挖掘场,870,177507,177
1487,夏柯希尔之巢挖掘场,870,177509,177
1489,凯帕圣树·伊克挖掘场,870,177511,177
1491,扎尼维斯挖掘场,870,177513,177
1493,毒水崖挖掘场,870,177515,177
1495,琥珀采掘场挖掘场,870,177517,177
1497,盐碱泥滩挖掘场,870,177519,177
1501,凯帕圣树·扎尔挖掘场,870,177523,177
1503,群星湖挖掘场,870,177525,177
1507,凯帕圣树·沃尔挖掘场,870,177529,177
1681,霜冻之湖挖掘场,1116,264223,177
1683,沃高尔山脊挖掘场,1116,264225,177
1685,刀喉溪挖掘场,1116,264227,177
1687,挞风裂口挖掘场,1116,264229,177
1689,龟裂平原挖掘场,1116,264231,177
1691,格罗姆加尔挖掘场,1116,264233,177
1695,岩牙岭挖掘场,1116,264237,177
1732,霜彘雪原挖掘场,1116,307916,177
1734,冰风雪原挖掘场,1116,307918,177
1736,寒颚峭壁东部挖掘场,1116,307920,177
1738,寒颚峭壁挖掘场,1116,307922,177
1740,沙兹古尔挖掘场,1116,307924,177
1742,埋骨之地挖掘场,1116,307926,177
1744,痛楚堡垒挖掘场,1116,307928,177
1746,诅咒林地挖掘场,1116,307930,177
1748,码农的欢乐挖掘场,1116,307932,177
1750,黯影沼泽挖掘场,1116,307934,177
1752,荧光腐沼挖掘场,1116,307936,177
1756,幽影挖掘场,1116,307940,177
1758,塞泰克山谷南部挖掘场,1116,307942,177
1760,塞泰克山谷北部挖掘场,1116,307944,177
1762,阿卡拉兹鸦巢挖掘场,1116,307946,177
1764,蜿蜒泥沼挖掘场,1116,307948,177
1766,血鬃领地挖掘场,1116,307950,177
1768,宾奇维斯拓殖点挖掘场,1116,307952,177
1770,血鬃谷挖掘场,1116,307954,177
1772,泽克鸦巢挖掘场,1116,307956,177
1774,埃匹希斯挖掘场,1116,307958,177
1776,古尔达要塞挖掘场,1116,307960,177
1778,沙达尔鸦巢挖掘场,1116,307962,177
1780,暮秋岛挖掘场,1116,307964,177
1782,赞加拉挖掘场,1116,307966,177
1784,PH West Talador Dig Site (disabled),1116,307968,177
1786,安葛洛什挖掘场,1116,307971,177
1788,被遗忘的食人魔废墟挖掘场,1116,307973,177
1790,纳格瓦废墟挖掘场,1116,307975,177
1792,悬槌堡荒草小径挖掘场,1116,307977,177
1794,废弃战歌岗哨挖掘场,1116,307979,177
1796,岩壁峡谷挖掘场,1116,307981,177
1798,幽魂林地北部挖掘场,1116,307983,177
1800,卡戈阿挖掘场,1116,307985,177
1802,先祖之地挖掘场,1116,307987,177
1804,试炼竞技场泥地挖掘场,1116,307989,177
1806,啸风高地挖掘场,1116,307991,177
1808,碎石高地挖掘场,1116,307993,177
1810,溺水高地挖掘场,1116,307995,177
1812,炽燃高地挖掘场,1116,307997,177
1816,悬槌哨塔挖掘场,1116,308001,177
1818,马尔高克岗哨挖掘场,1116,308003,177
1820,死神之靥废墟挖掘场,1116,308005,177
1822,破碎之脊挖掘场,1116,308007,177
1826,岗哨废墟挖掘场,1116,308011,177
1828,荒林洼地水坝挖掘场,1116,308013,177
1830,第一堡垒废墟挖掘场,1116,308015,177
1832,南风崖挖掘场,1116,308018,177
1877,挖掘场：白水溪,1220,344517,177
1880,挖掘场：阿格拉玛的宝库,1220,346440,177
1882,挖掘场：风龙山,1220,346445,177
1884,挖掘场：冥口浅湾南部,1220,346447,177
1886,挖掘场：冥口浅湾北部,1220,346449,177
1888,挖掘场：安瑟平原,1220,346475,177
1890,挖掘场：响风河湾,1220,346478,177
1892,挖掘场：雪盲台地南部,1220,346481,177
1894,挖掘场：鲑鱼溪,1220,346502,177
1896,挖掘场：卡德拉尔,1220,346504,177
1898,挖掘场：轻歌谷,1220,346506,177
1900,挖掘场：安杜塔拉,1220,346508,177
1902,挖掘场：沙拉尼尔,1220,346512,177
1904,挖掘场：新月谷,1220,346514,177
1906,挖掘场：军团营地：混沌,1220,346517,177
1908,挖掘场：洛希恩,1220,346522,177
1910,挖掘场：羽鬃狩猎场,1220,346527,177
1912,挖掘场：月语峡谷,1220,346531,177
1933,挖掘场：勇者之门,1220,350063,177
1935,挖掘场：上古海滩,1220,350662,177
1937,挖掘场：守望崖,1220,353957,200
1939,挖掘场：坠珀台地,1220,353961,177
1941,挖掘场：风暴之触,1220,353963,200
1943,挖掘场：陨落诸王之地,1220,353965,177
1945,挖掘场：黄金海湾,1220,353967,177
1947,挖掘场：山掌岭,1220,353970,177
1949,挖掘场：斯考德-艾希尔,1220,353972,177
1951,挖掘场：徘徊者之爪,1220,353977,177
1953,挖掘场：松岩盆地,1220,353979,177
1955,挖掘场：女巫林地,1220,353981,177
1957,挖掘场：猎血高地,1220,353983,177
1959,挖掘场：女巫秘地,1220,353985,177
1961,挖掘场：黑羽谷,1220,353987,177
1963,挖掘场：苍穹圣墓,1220,353989,177
1965,挖掘场：雪盲台地北部,1220,353991,177
1967,挖掘场：巨龙冰瀑,1220,353993,177
1969,挖掘场：洛希恩高地,1220,354018,177
1971,挖掘场：法隆戴尔,1220,354020,177
1973,挖掘场：鲁特凡走廊,1220,354022,177
1976,挖掘场：上古海滩,1220,354025,177
1978,挖掘场：守望岛北部,1220,354027,200
1980,挖掘场：守望岛南部,1220,354029,200
1982,挖掘场：玛卡兰纳,1220,354031,177
1984,挖掘场：艾露恩的花园,1220,354033,177
1986,挖掘场：荒废圣殿,1220,354037,177
1988,挖掘场：旧海滩小径,1220,354041,177
1990,挖掘场：千光神殿,1220,354043,200
1992,挖掘场：扎赫纳尔废墟,1220,354045,177
1994,挖掘场：潮汐沼泽,1220,354047,177
1996,挖掘场：诺达尼尔圣泉,1220,354049,177
1998,挖掘场：黑鸦堡垒,1220,354080,177
2000,挖掘场：碎歌林地,1220,354087,177
2002,挖掘场：阿莎曼之墓,1220,354089,177
2004,挖掘场：白水溪南部,1220,354093,177
2011,挖掘场：萨斯塔拉,1220,354245,177
2013,挖掘场：苦痛山谷,1220,354247,177
2017,挖掘场：恐惧之根,1220,354251,177
2027,挖掘场：琥珀谷东部,1220,363017,177
2029,挖掘场：月落庇护所北部,1220,363019,177
2031,挖掘场：城市大门,1220,363021,177
2033,挖掘场：梅瑞戴尔,1220,363025,177
2035,挖掘场：深红林地,1220,363027,177
2037,挖掘场：库拉伦农场,1220,363029,177
2039,挖掘场：梅瑞戴尔,1220,363036,177
2041,挖掘场：邪魂堡垒,1220,363056,177
2043,挖掘场：苏拉玛南部,1220,363058,177
2045,挖掘场：深红林地,1220,363060,177
2047,挖掘场：崩裂浅滩,1220,363062,177
2049,挖掘场：安诺拉山谷,1220,363064,177
2073,挖掘场：邪魂堡垒高地,1220,384354,200
2075,挖掘场：库拉伦庄园,1220,384357,200
2077,挖掘场：至高岭墓地,1220,384362,200
2079,挖掘场：胡恩之路,1220,384364,200
2081,挖掘场：黑鸦墓地,1220,384366,200
2085,挖掘场：薄暮岛礁,1220,384370,200
2115,Southern Barrens Warfront Phase 1,1,388343,0
2117,Southern Barrens Warfront Phase 2,1,388341,0
2118,Southern Barrens Warfront Phase 3,1,388342,0
2279,挖掘场：莽林,1220,396269,177
2399,挖掘场：望谷坡,1643,435499,177
2401,挖掘场：伤枝栖木,1643,435506,177
2403,挖掘场：蕨木山,1643,435508,177
2405,挖掘场：跃岩林地,1643,435510,177
2407,挖掘场：戒卫岭,1643,435512,177
2409,挖掘场：沉静之泉,1643,435514,177
2411,挖掘场：牡心崖,1643,435516,177
2413,挖掘场：死雾岭,1643,435518,177
2415,挖掘场：戈尔科瓦尔,1643,435520,177
2417,挖掘场：猎手浅径,1643,435522,177
2419,挖掘场：盐晶海岸,1643,435524,177
2421,挖掘场：阿罗姆路口,1643,435526,177
2423,挖掘场：克莱因,1643,435528,177
2425,挖掘场：雪林教堂,1643,435530,177
2427,挖掘场：赤红森林,1643,435532,177
2429,挖掘场：冰帷冰川,1643,435534,177
2431,挖掘场：海风浅湾,1643,435536,177
2433,挖掘场：米尔斯通山,1643,435538,177
2435,挖掘场：戈菲尔德农场,1643,435540,177
2437,挖掘场：浪游岭,1643,435542,177
2439,挖掘场：惊怖山,1643,435544,177
2441,挖掘场：溺亡低地,1643,435546,177
2443,挖掘场：盐沼平原,1643,435548,177
2445,挖掘场：风语峰,1643,435550,177
2447,挖掘场：希巴拉,1642,435567,177
2449,挖掘场：獠牙岛,1642,435569,177
2451,挖掘场：惊珠浅滩,1642,435571,177
2453,挖掘场：阿塔格罗尔,1642,435573,177
2455,挖掘场：蛮荒之地,1642,435575,177
2457,挖掘场：旧行商大道,1642,435577,177
2459,挖掘场：泽布阿里,1642,435579,177
2461,挖掘场：河泽,1642,435581,177
2463,挖掘场：托杰克平原,1642,435583,177
2465,挖掘场：悲伤之地,1642,435585,177
2467,挖掘场：远滩,1642,435587,177
2469,挖掘场：纳萨瓦,1642,435589,177
2471,挖掘场：锋颚河,1642,435591,177
2473,挖掘场：蛙泽上层,1642,435593,177
2475,挖掘场：扎尔沃,1642,435595,177
2477,挖掘场：翠绿高地,1642,435597,177
2479,挖掘场：荒芜盆地,1642,435600,177
2481,挖掘场：永恒之泉,1642,435602,177
2483,挖掘场：风花绿洲,1642,435604,177
2485,挖掘场：泽姆兰港,1642,435606,177
2487,挖掘场：裂风海岸,1642,435608,177
2489,挖掘场：扎克拉加之庭,1642,435610,177
2491,挖掘场：利齿平台,1642,435612,177
