ID,Name_lang,AreaTableID,Type,Flags,UiTextureKitID
597,乌特加德城堡,0,3,10,0
598,魔枢,0,3,10,0
599,魔枢,0,3,10,0
605,魔枢,0,3,10,0
606,暗影迷宫,0,3,10,0
607,破碎大厅,0,3,10,0
608,破碎大厅,0,3,10,0
609,暗影迷宫,0,3,10,0
610,黑色沼泽,0,3,10,0
611,黑色沼泽,0,3,10,0
612,生态船,0,3,10,0
613,生态船,0,3,10,0
614,能源舰,0,3,10,0
615,能源舰,0,3,10,0
616,魔导师平台,0,3,10,0
617,魔导师平台,0,3,10,0
618,蒸汽地窟,0,3,10,0
619,蒸汽地窟,0,3,10,0
620,禁魔监狱,0,3,10,0
621,禁魔监狱,0,3,10,0
622,塞泰克大厅,0,3,10,0
623,塞泰克大厅,0,3,10,0
624,旧希尔斯布莱德丘陵,0,3,10,0
625,旧希尔斯布莱德丘陵,0,3,10,0
626,奥金尼地穴,0,3,10,0
627,奥金尼地穴,0,3,10,0
628,法力陵墓,0,3,10,0
629,法力陵墓,0,3,10,0
630,幽暗沼泽,0,3,10,0
631,幽暗沼泽,0,3,10,0
632,奴隶围栏,0,3,10,0
633,奴隶围栏,0,3,10,0
634,鲜血熔炉,0,3,10,0
635,鲜血熔炉,0,3,10,0
636,斯坦索姆－正门,0,3,10,0
637,斯坦索姆－后门,0,3,10,0
638,地狱火城墙,0,3,10,0
639,地狱火城墙,0,3,10,0
640,阿塔哈卡神庙,0,3,10,0
641,死亡矿井,0,3,10,0
643,死亡矿井,0,3,10,0
644,祖尔法拉克,0,3,10,0
645,通灵学院,0,3,10,0
646,通灵学院,0,3,10,0
647,剃刀高地,0,3,10,0
648,奥达曼,0,3,10,0
649,诺莫瑞根,0,3,10,0
650,血色大厅,0,3,10,0
651,血色大厅,0,3,10,0
652,血色修道院,0,3,10,0
653,血色修道院,0,3,10,0
654,剃刀沼泽,0,3,10,0
661,邪恶洞穴,0,3,10,0
662,毒菇洞穴,0,3,10,0
663,地歌瀑布,0,3,10,0
664,玛拉顿,0,3,10,0
665,扭木广场,0,3,10,0
666,中心花园,0,3,10,0
667,戈多克议会,0,3,10,0
668,厄运之槌,0,3,10,0
669,禁闭室,0,3,10,0
670,上层区,0,3,10,0
671,黑石深渊,0,3,10,0
673,调试入侵,0,0,0,0
674,巨石之核,0,3,10,0
675,巨石之核,0,3,10,0
676,冠军的试炼,0,3,10,0
677,冠军的试炼,0,3,10,0
678,奥金顿,0,3,26,0
679,奥金顿,0,3,26,0
680,血槌炉渣矿井,0,3,26,0
681,血槌炉渣矿井,0,3,26,0
682,恐轨车站,0,3,26,0
683,恐轨车站,0,3,26,0
684,钢铁码头,0,3,26,0
685,钢铁码头,0,3,26,0
686,影月墓地,0,3,26,0
687,影月墓地,0,3,26,0
688,通天峰,0,3,26,0
689,通天峰,0,3,26,0
696,调试入侵,0,0,0,0
704,钢铁狂潮,0,0,0,0
705,测试场景,0,0,0,0
707,移动的森林,0,0,0,0
708,永茂林地,0,3,26,0
709,永茂林地,0,3,26,0
715,对抗虚空,0,0,0,0
723,铁港入口,7415,0,0,0
724,突袭高里亚,0,0,0,0
731,黑石塔上层,0,3,10,0
733,暗影之中,0,0,0,0
734,黑石塔下层,0,3,10,0
736,战斗，杀戮，欢呼：角斗士的背水一战,0,0,0,0
742,霜火的雷霆,0,0,0,0
744,黑石塔上层,0,3,26,0
745,对抗虚空,0,0,0,0
775,灰烬使者的传奇,0,0,0,0
776,现世边界,0,0,2,0
785,Jeremy's Test Scenario,0,0,2,0
786,破碎海滩之战,0,4,0,0
795,荣光滔滔,0,0,0,0
806,入侵：塔纳利斯,440,4,0,0
824,分裂的舰队,0,0,0,0
826,格雷迈恩的尝试,0,0,0,0
873,军团入侵：阿苏纳,7693,0,0,0
874,月神殿,0,0,0,0
876,入侵：湿地,11,4,0,0
897,入侵：西部荒野,40,4,0,0
900,欺诈者的双刃,0,0,0,0
901,堕落王子之剑,0,0,0,0
907,入侵：北贫瘠之地,17,4,0,0
908,测试阵营条件,0,0,0,0
909,破冰者的遗产,0,0,0,0
910,奈萨里奥的巢穴,0,3,26,0
911,地狱猎犬之牙,7737,0,0,0
916,入侵：希尔斯布莱德丘陵,267,4,0,0
918,艾萨拉之眼,0,3,26,0
920,艾萨拉之眼,0,3,26,0
929,英灵殿,0,3,26,0
932,英灵殿,0,3,26,0
933,破碎海滩的第二场战斗,0,0,0,0
940,裂肉者的收获,0,0,0,0
942,奈萨里奥的巢穴,0,3,26,0
943,晴日末路,0,0,0,0
944,英雄猎杀者,0,0,0,0
950,净化深岩之洲,0,0,0,0
957,冰与火之歌,0,0,0,0
958,入侵：艾萨拉,16,4,0,0
959,入侵：丹莫罗,1,4,0,0
961,奥达奇战刃,0,0,0,0
962,进入虚空之口,0,0,0,0
967,魔法回廊,0,3,26,0
972,风行者的遗产,0,0,0,0
973,迷雾中的圣矛,0,0,0,0
975,邪能之槌号防御战,0,0,0,0
976,风暴主宰,0,0,0,0
977,黑心林地,0,3,26,0
978,黑心林地,0,3,18,0
983,天堂雷霆,0,0,0,0
988,黑暗骑士,0,0,0,0
989,重返卡拉赞,0,0,0,0
990,乌索克之巢,0,0,0,0
991,暮光之刃,0,0,0,0
992,噬魂之喉,0,3,26,0
995,噬魂之喉,0,3,26,0
997,测试,7976,0,0,0
998,恐痕之心,0,0,0,0
1005,守望者地窟,0,3,10,0
1007,皇帝的应许,0,0,0,0
1012,亡灵将军,0,0,0,0
1014,黑暗骑士,0,0,0,0
1017,破碎海滩 - 部落,0,0,0,0
1018,DNT - Broken Shore - Alliance,0,0,2,0
1023,黑鸦堡垒,0,3,26,0
1025,荣光滔滔,0,0,0,0
1026,黑暗骑士,0,0,0,0
1027,紫罗兰监狱,0,3,26,0
1029,紫罗兰监狱,0,3,26,0
1034,守护者熔炉,0,0,0,0
1037,王者之剑,0,0,0,0
1038,大漩涡的战斗,0,0,0,0
1046,英灵殿,0,1,19,0
1050,群星庭院,0,3,10,0
1051,群星庭院,0,3,10,0
1061,净化母亲之树,0,0,0,0
1065,魔枢宝库,0,0,0,0
1066,黑暗女王与海,0,0,0,0
1068,泰坦雷霆,0,0,0,0
1073,战斗训练,0,5,2,0
1078,吞噬者之牙,0,0,0,0
1082,获得真理守护者,0,0,0,0
1083,战斗训练,0,5,2,0
1084,战斗训练,0,5,2,0
1085,圣光回归,0,0,0,0
1090,战斗训练,0,5,2,0
1091,战斗训练,0,5,2,0
1092,白银之手,0,0,0,0
1093,战斗训练,0,5,2,0
1094,战斗训练,0,5,2,0
1095,战斗训练,0,5,2,0
1096,战斗训练,0,5,2,0
1097,黑暗耳语,0,0,0,0
1099,猎人永不孤单,0,0,0,0
1101,魔枢宝库,0,0,0,0
1108,阿莎曼之牙,0,0,0,0
1122,法师猎手,0,0,0,0
1123,无形之刃,0,0,0,0
1124,黑暗神殿之战,0,0,0,0
1125,找到麦格尼,0,0,0,0
1131,黑暗神殿之战,0,0,0,0
1132,战斗训练,0,5,2,0
1133,战斗训练,0,5,2,0
1134,营救库尔迪拉,0,0,0,0
1135,魔环,0,0,0,0
1136,紫罗兰监狱,0,0,0,0
1137,神龙与恶魔,0,0,0,0
1138,为埃索达而战,0,0,2,0
1144,入侵尼斯卡拉,0,0,0,0
1145,入侵尼斯卡拉,0,0,0,0
1146,霍迪尔的命运,0,0,0,0
1148,奥杜尔战士,0,0,0,0
1150,大陷坑,0,0,0,0
1155,点睛之笔,0,0,0,0
1157,第四骑士,0,0,0,0
1159,孤注一掷,0,0,0,0
1160,保卫虚空之光神殿,0,0,0,0
1166,黑鸦堡垒,0,1,19,0
1168,保卫虚空之光神殿,0,0,0,0
1169,艾萨拉之眼,0,1,19,0
1170,未竟的宿命,0,0,0,0
1172,黑心林地,0,1,19,0
1173,守望者地窟,0,1,19,0
1174,奈萨里奥的巢穴,0,1,19,0
1175,噬魂之喉,0,1,19,0
1177,魔法回廊,0,1,19,0
1178,群星庭院,0,1,19,0
1179,拉文凯斯的遗产,0,5,2,0
1181,战斗训练,0,5,2,0
1182,战斗训练,0,5,2,0
1189,破碎海滩之战,0,4,0,0
1202,突袭秩序大殿,0,0,0,0
1203,围攻苏拉玛,0,0,0,0
1204,大法师的制裁,0,0,0,0
1214,战斗训练,0,5,2,0
1219,BUG - Live Update Test,0,0,0,0
1220,即将发射,0,0,0,0
1221,与鬼母作战,0,0,0,0
1230,消磁,0,0,0,0
1235,哀嚎的小动物,0,0,0,0
1236,酿酒厂的恐慌,0,0,0,0
1244,战舰：毁灭号,0,0,2,0
1251,紫罗兰监狱,0,3,26,0
1252,群星庭院,0,3,10,0
1253,黑心林地,0,3,18,0
1254,艾萨拉之眼,0,3,26,0
1255,英灵殿,0,3,26,0
1256,噬魂之喉,0,3,26,0
1257,奈萨里奥的巢穴,0,3,26,0
1258,守望者地窟,0,3,10,0
1259,库鲁尔的企图,0,0,2,0
1265,神后之怒,0,0,0,0
1266,邪能图腾之陨,0,0,0,0
1271,力挽狂澜：瓦尔莎拉,0,0,0,0
1273,挫败双子,0,0,0,0
1274,水下宝库,0,0,2,0
1275,阴影中的骚动,0,0,0,0
1280,突袭破碎海滩,0,4,0,0
1281,终结威胁,0,0,0,0
1282,力挽狂澜：风暴峡湾,0,0,0,0
1283,勇气的考验,0,0,0,0
1288,重返卡拉赞（上层）,0,3,26,0
1289,重返卡拉赞（下层）,0,3,26,0
1290,力挽狂澜：阿苏纳,0,0,0,0
1292,寒脊大灾变,0,0,0,0
1293,死亡矿井,0,0,0,0
1298,愤怒战马的召唤,0,0,0,0
1299,力挽狂澜：至高岭,0,0,0,0
1303,邪翼岩架,0,0,0,0
1304,艾泽拉斯的警告,0,0,0,0
1305,荒野之夜,0,0,0,0
1306,保卫艾维娜,0,0,0,0
1307,风暴汇聚,0,0,0,0
1308,重返卡拉赞（上层）,0,1,19,0
1309,重返卡拉赞（下层）,0,1,19,0
1310,阿卡扎曼扎拉克的帽子,0,0,0,0
1312,别想夺走我的天空,0,0,0,0
1321,永夜大教堂,0,3,26,0
1323,永夜大教堂,0,1,11,0
1328,失落冰川,0,0,0,0
1329,时尚试炼,0,0,2,0
1335,永夜大教堂,0,1,27,0
1336,萨格拉斯之墓,0,3,26,0
1337,萨格拉斯之墓,0,3,26,0
1338,萨格拉斯之墓,0,3,26,0
1339,萨格拉斯之墓,0,3,26,0
1340,禁魔监狱,0,0,0,0
1346,激流堡之战,9439,6,2,5117
1351,克罗米之死,0,0,0,0
1352,执政团之座,0,3,26,0
1354,执政团之座,0,3,27,0
1360,克罗米之死,0,0,0,0
1361,克罗米之死,0,0,0,0
1371,围攻洛丹伦,0,0,2,5116
1376,黄金之城,0,3,18,0
1377,黄金之城,0,3,18,0
1378,黄金之城,0,3,18,0
1379,侵入点：孢子时光,9025,4,0,0
1380,收集原料,0,0,0,0
1391,侵入点：奥雷诺,9100,4,0,0
1394,侵入点：萨古亚,9128,4,0,0
1402,侵入点：死灰复燃,9126,4,0,0
1404,侵入点：森加,9126,4,0,0
1406,侵入点：瓦尔,9127,4,0,0
1409,侵入点：博尼克,9180,4,0,0
1410,泰洛古斯裂隙,0,0,0,0
1411,侵入点：奈格塔尔,9102,4,0,0
1412,大型侵入点：主母芙努娜,9295,4,0,0
1418,大型侵入点：索塔纳索尔,9299,4,0,0
1419,大型侵入点：奥库拉鲁斯,9298,4,0,0
1420,大型侵入点：审判官梅托,9297,4,0,0
1421,大型侵入点：深渊领主维尔姆斯,9296,4,0,0
1422,大型侵入点：妖女奥露拉黛儿,9300,4,0,0
1423,苏拉玛,0,0,0,0
1424,自由镇,0,3,18,0
1426,埃雷希斯：汲取力量,9128,4,0,0
1428,执政团之座,0,1,27,0
1434,万世熔炉,0,0,2,0
1435,安托鲁斯，燃烧王座,0,3,26,0
1436,安托鲁斯，燃烧王座,0,3,26,0
1437,安托鲁斯，燃烧王座,0,3,26,0
1438,安托鲁斯，燃烧王座,0,3,26,0
1443,记住太阳之井的耻辱,0,0,2,0
1448,暴富矿区！！,0,3,18,0
1449,暴富矿区！！,0,3,18,0
1450,暴富矿区！！,0,3,10,0
1451,伯拉勒斯地下城,0,3,18,0
1452,伯拉勒斯地下城,0,3,18,0
1453,伯拉勒斯地下城,0,3,18,0
1458,伯拉勒斯地下城,0,3,18,0
1459,伯拉勒斯地下城,0,3,18,0
1460,伯拉勒斯地下城,0,3,18,0
1461,基础战斗,0,0,0,0
1482,洛丹伦之陨,0,0,2,5117
1484,战斗训练,0,5,2,0
1489,托尔达戈,0,3,26,0
1490,托尔达戈,0,3,26,0
1491,托尔达戈,0,3,26,0
1496,维克雷斯庄园,0,3,26,0
1497,维克雷斯庄园,0,3,26,0
1498,维克雷斯庄园,0,3,26,0
1500,反击！,0,0,0,0
1516,地渊孢林,0,3,18,0
1522,逃出暴风城,0,0,0,0
1523,风暴神殿,0,3,26,0
1524,为了赞达拉！,0,0,0,0
1525,塞塔里斯神庙,0,3,18,0
1528,阿塔达萨,0,1,19,0
1529,托尔达戈,0,1,19,0
1534,自由镇,0,1,19,0
1548,奥迪尔,0,3,26,0
1549,奥迪尔,0,3,26,0
1550,奥迪尔,0,3,26,0
1551,兹洛斯，枯败之界,0,0,0,0
1553,暴富矿区！！,0,1,19,0
1554,维克雷斯庄园,0,1,19,0
1560,诸王之眠,0,1,19,0
1562,塞塔里斯神庙,0,1,19,0
1563,地渊孢林,0,1,19,0
1564,风暴神殿,0,1,19,0
1565,诸王之眠,0,3,18,0
1568,激流堡之战,9679,6,2,5116
1570,神秘海岛,0,0,0,0
1571,黑石深渊,0,0,2,0
1573,神秘海岛,0,0,0,0
1575,圣光的暴行,9786,0,2,0
1685,围攻伯拉勒斯,0,1,19,0
1690,戈尔隆德,0,0,0,0
1691,火焰之地,0,0,2,0
1697,黑海岸之战,10058,6,2,5116
1699,太阳井之殇,0,0,2,0
1700,泰兰德的晋升,0,0,0,5116
1701,黑海岸之战,10084,6,2,5117
1702,劫掠珍宝间,0,0,2,0
1703,诺莫瑞根,0,0,0,0
1704,被诅咒者的狱卒,0,0,0,5117
1705,逃离托尔达戈,0,0,2,5117
1710,Prototype [DNT],10348,0,2,0
1711,灵魂狩猎,0,0,0,5117
1712,托加斯特，罪魂之塔,0,0,2,5281
1713,达萨罗之战,0,3,26,0
1714,达萨罗之战,0,3,26,0
1715,达萨罗之战,0,3,26,0
1716,达萨罗之战,0,3,26,0
1718,达萨罗之战,0,3,26,0
1719,达萨罗之战,0,3,26,0
1720,守护钻机,10428,0,2,0
1721,贸风和黑鸦：梦境林地侦探,0,0,0,0
1722,失踪的学徒,0,0,0,0
1724,斯坦索姆,0,0,0,0
1729,赤红之翼的阴影,0,0,0,0
1731,暴风城的幻象,10488,0,2,5278
1732,吉尔尼斯之梦,0,0,2,0
1733,奥格瑞玛的幻象,10492,0,2,5278
1734,刀下留人,0,0,10,0
1735,风暴熔炉,0,3,26,0
1736,永恒精华,0,0,0,0
1737,大型硬化锐壳龟,10052,0,0,0
1738,刀下留人,0,0,10,0
1739,刀下留人,0,0,10,0
1741,原始的鸣脊碎石蟹,10052,0,0,0
1742,毒鳍龙惊怖头领,10052,0,0,0
1743,硕大的积怨蛇王,10052,0,0,0
1744,高耸的洞穴烁壳蟹,10052,0,0,0
1745,上古海沟滑行者,10052,0,0,0
1746,入侵的堡礁行者,10052,0,0,0
1747,残忍的巨鳗,10052,0,0,0
1754,深渊召唤,11383,0,0,0
1755,夺回熔炉,0,0,0,0
1756,麦卡贡行动,0,3,18,0
1757,纳拉克煞引擎,0,0,0,0
1759,折磨平原,0,0,2,0
1760,迎宾典礼,0,3,18,0
1761,虔信深渊,0,3,26,0
1762,群星之环,0,3,25,0
1763,耀辉之刃,0,0,0,0
1764,黑翼血环,0,0,0,0
1765,渣客城,0,0,0,0
1766,恩佐斯的幻象,0,0,0,0
1767,谎言主宰者,0,0,0,0
1768,麦卡贡垃圾场,0,1,19,0
1769,麦卡贡车间,0,1,19,0
1770,麦卡贡行动 - 垃圾场,0,3,18,0
1771,麦卡贡行动 - 车间,0,3,18,0
1773,命运幻象,0,3,26,0
1774,虔敬大厅,0,3,26,0
1775,血肉赐福,0,3,26,0
1776,觉醒之梦,0,3,26,0
1777,黑石深渊,0,0,0,0
1779,暗槌堡垒,0,0,18,0
1780,心室入侵,0,0,0,0
1781,梦境终点,0,0,0,0
1782,兵主之刃,0,0,0,0
1783,格伦仙林之战,0,0,0,0
1784,月食之路,0,0,0,0
1785,寻找泰兰德·语风,0,0,0,0
1786,赤红深渊,0,3,18,0
1788,赤红深渊,0,3,18,0
1789,赤红深渊,0,3,18,0
1790,大义,0,0,0,5361
1791,灰烬王庭,0,0,2,5349
1792,突袭祭仪密院,0,0,0,0
1793,通灵战潮,0,3,18,0
1794,觉醒林地之战,0,0,2,0
1795,晋升高塔,0,3,18,0
1796,晋升高塔,0,1,19,0
1798,赎罪大厅,0,3,18,0
1799,赎罪大厅,0,3,18,0
1800,赎罪大厅,0,3,18,0
1801,通灵战潮,0,3,18,0
1802,通灵战潮,0,3,18,0
1803,晋升之路,0,0,2,5361
1804,凋魂之殇,0,3,18,0
1805,凋魂之殇,0,3,18,0
1806,凋魂之殇,0,3,18,0
1808,统御勋章,0,0,0,0
1809,伤逝剧场,0,3,18,0
1811,伤逝剧场,0,3,18,0
1812,伤逝剧场,0,3,18,0
1813,塞兹仙林的迷雾,0,1,19,0
1814,通灵战潮,0,1,19,0
1815,彼界,0,1,19,0
1816,赎罪大厅,0,1,19,0
1817,凋魂之殇,0,1,19,0
1818,赤红深渊,0,1,19,0
1819,伤逝剧场,0,1,19,0
1820,灰烬王庭演练,0,0,2,5349
1826,晋升之路,0,0,2,5361
1827,彼界,0,3,18,0
1828,彼界,0,3,18,0
1829,彼界,0,3,18,0
1830,塞兹仙林的迷雾,0,0,19,0
1832,塞兹仙林的迷雾,0,0,19,0
1833,塞兹仙林的迷雾,0,0,19,0
1836,托加斯特，罪魂之塔,0,0,2,0
1837,狩猎：噬魂者,0,0,2,5281
1838,狩猎：死亡元素,11525,0,2,5281
1839,狩猎：影犬,11525,0,2,5281
1842,托加斯特，罪魂之塔,0,0,2,5281
1845,狩猎：噬魂者,11525,0,2,5281
1846,汲心宝库,0,3,26,0
1848,托加斯特，罪魂之塔,0,0,2,5281
1849,托加斯特，罪魂之塔,0,0,2,5281
1850,托加斯特，罪魂之塔,0,0,2,5281
1851,托加斯特，罪魂之塔,0,0,2,5281
1852,托加斯特，罪魂之塔,0,0,2,5281
1853,托加斯特，罪魂之塔,0,0,2,5281
1854,丰饶圣物所,0,3,26,0
1855,石中殷红,0,3,26,0
1856,谒见傲慢,0,3,26,0
1857,托加斯特，罪魂之塔,0,0,2,5281
1859,托加斯特，罪魂之塔,0,0,2,5281
1860,托加斯特，罪魂之塔,0,0,2,5281
1861,托加斯特，罪魂之塔,0,0,2,5281
1863,托加斯特，罪魂之塔,0,0,2,5281
1865,托加斯特，罪魂之塔,0,0,2,5281
1866,托加斯特，罪魂之塔,0,0,2,5281
1867,托加斯特，罪魂之塔,0,0,2,5281
1868,托加斯特，罪魂之塔,0,0,2,5281
1869,托加斯特，罪魂之塔,0,0,2,5281
1870,托加斯特，罪魂之塔,0,0,2,5281
1871,托加斯特，罪魂之塔,0,0,2,5281
1872,托加斯特，罪魂之塔,0,0,2,5281
1873,托加斯特，罪魂之塔,0,0,2,5281
1874,托加斯特，罪魂之塔,0,0,2,5281
1875,托加斯特，罪魂之塔,0,0,2,5281
1876,托加斯特，罪魂之塔,0,0,2,5281
1877,托加斯特，罪魂之塔,0,0,2,5281
1878,托加斯特，罪魂之塔,0,0,2,5281
1879,托加斯特，罪魂之塔,0,0,2,5281
1880,托加斯特，罪魂之塔,0,0,2,5281
1881,托加斯特，罪魂之塔,0,0,2,5281
1882,托加斯特，罪魂之塔,0,0,2,5281
1883,托加斯特，罪魂之塔,0,0,2,5281
1884,托加斯特，罪魂之塔,0,0,2,5281
1885,托加斯特，罪魂之塔,0,0,2,5281
1886,托加斯特，罪魂之塔,0,0,2,5281
1887,托加斯特，罪魂之塔,0,0,2,5281
1888,托加斯特，罪魂之塔,0,0,2,5281
1889,托加斯特，罪魂之塔,0,0,2,5281
1890,托加斯特，罪魂之塔,0,0,2,5281
1891,托加斯特，罪魂之塔,0,0,2,5281
1892,托加斯特，罪魂之塔,0,0,2,5281
1893,托加斯特，罪魂之塔,0,0,2,5281
1894,托加斯特，罪魂之塔,0,0,2,5281
1895,托加斯特，罪魂之塔,0,0,2,5281
1896,托加斯特，罪魂之塔,0,0,2,5281
1897,托加斯特，罪魂之塔,0,0,2,5281
1898,托加斯特，罪魂之塔,0,0,2,5281
1899,托加斯特，罪魂之塔,0,0,2,5281
1900,托加斯特，罪魂之塔,0,0,2,5281
1901,托加斯特，罪魂之塔,0,0,2,5281
1902,托加斯特，罪魂之塔,0,0,2,5281
1903,托加斯特，罪魂之塔,0,0,2,5281
1904,托加斯特，罪魂之塔,0,0,2,5281
1905,托加斯特，罪魂之塔,0,0,2,5281
1906,托加斯特，罪魂之塔,0,0,2,5281
1907,托加斯特，罪魂之塔,0,0,2,5281
1908,托加斯特，罪魂之塔,0,0,2,5281
1909,托加斯特，罪魂之塔,0,0,2,5281
1910,托加斯特，罪魂之塔,0,0,2,5281
1911,托加斯特，罪魂之塔,0,0,2,5281
1912,托加斯特，罪魂之塔,0,0,2,5281
1913,狩猎：飞翼噬魂者,11525,0,2,5281
1914,典狱长之怒,13569,0,2,0
1918,晋升高塔,0,3,18,0
1919,晋升高塔,0,3,18,0
1921,托加斯特，罪魂之塔,0,0,2,5281
1922,托加斯特，罪魂之塔,0,0,2,5281
1923,托加斯特，罪魂之塔,0,0,2,5281
1924,托加斯特，罪魂之塔,0,0,2,5281
1925,托加斯特，罪魂之塔,0,0,2,5281
1926,托加斯特，罪魂之塔,0,0,2,5281
1927,托加斯特，罪魂之塔,0,0,2,5281
1928,托加斯特，罪魂之塔,0,0,2,5281
1929,托加斯特，罪魂之塔,0,0,2,5281
1931,炽蓝仙野之战,0,0,0,0
1933,托加斯特，罪魂之塔,0,0,2,5281
1934,托加斯特的折磨者,13648,0,2,0
1935,托加斯特的折磨者,13648,0,2,0
1936,托加斯特的折磨者,13648,0,2,0
1937,托加斯特的折磨者,13648,0,2,0
1938,托加斯特的折磨者,13648,0,2,0
1939,托加斯特的折磨者,13648,0,2,0
1940,托加斯特的折磨者,13648,0,2,0
1941,托加斯特的折磨者,13648,0,2,0
1942,托加斯特的折磨者,13648,0,2,0
1943,托加斯特的折磨者,13648,0,2,0
1944,守护兵主,0,0,0,0
1946,托加斯特，罪魂之塔,0,0,2,5281
1947,托加斯特，罪魂之塔,0,0,2,5281
1948,托加斯特，罪魂之塔,0,0,2,5281
1949,托加斯特，罪魂之塔,0,0,2,5281
