ID,Description_lang,Type,Amount,ObjectID,OrderIndex,Flags,StorageIndex,QuestID
274683,Slay High HP Mobs,0,34,82531,4,92,4,35637
274717,Slay Minus Mobs,0,500,85260,1,92,0,35641
274718,Slay Normal Mobs,0,100,85261,2,92,1,35641
274719,Collect/Interact (Minor),0,50,85265,3,92,2,35641
274721,Slay High HP Mobs,0,34,82531,4,92,4,35641
274723,Slay Elite Mobs,0,13,85262,5,92,6,35641
274724,Slay Rare Elites/Events/Minibosses,0,5,85263,6,92,7,35641
274729,Defeat Minus Enemies,0,500,85079,1,92,0,36347
274730,Defeat Tier 1 Enemies,0,100,85319,2,92,1,36347
274731,Defeat Tier 2 Enemies,0,77,81542,3,92,2,36347
274732,Defeat Tier 2+ Enemies,0,34,84945,4,92,3,36347
274733,Defeat Tier 3 Enemies,0,20,84908,5,92,4,36347
274734,Defeat Tier 3+ Enemies,0,16,81543,6,92,5,36347
274735,Defeat Minibosses,0,4,85321,7,92,6,36347
274736,Defeat Minus Enemies,0,500,85079,1,92,0,36348
274737,Defeat Tier 1 Enemies,0,100,85319,2,92,1,36348
274738,Defeat Tier 2 Enemies,0,77,81542,3,92,2,36348
274739,Defeat Tier 2+ Enemies,0,34,84945,4,92,3,36348
274740,Defeat Tier 3 Enemies,0,20,84908,5,92,4,36348
274741,Defeat Tier 3+ Enemies,0,16,81543,6,92,5,36348
274742,Defeat Minibosses,0,4,85321,7,92,6,36348
274748,阿肯尼特水晶,0,10,85370,9,92,12,36338
274753,兽人尸体,0,100,85393,11,92,13,36338
274791,消灭瓦拉夏毒牙者,0,5,85429,2,0,2,35649
274797,消灭工头班格尔,0,1,85219,0,0,3,35649
274799,消灭怪物,0,25,81786,0,0,0,36473
274800,焚烧古树携种者,0,5,85524,1,0,1,36473
274803,消灭鬣蜥人或小戈隆,0,15,85528,0,0,2,36476
274804,消灭格罗姆卡步兵,0,10,75091,1,0,3,36476
274806,濒死的格罗姆卡劳工,0,8,85540,2,0,0,36476
274816,,0,5,81246,0,0,1,36480
274817,,0,20,81775,1,0,4,36480
274818,打破鬣蜥人蛋,0,15,85567,2,0,5,36480
274832,突袭黑石铸造厂,15,1,0,0,0,0,36489
274833,消灭钢铁部落,0,100,85228,1,92,1,36489
274834,消灭钢铁部落,0,20,85229,2,92,0,36489
274835,消灭钢铁部落,0,5,85230,3,92,2,36489
274836,破坏命运之柱,15,1,0,0,0,0,36490
274837,Defeat Minus Enemies,0,100,85609,2,92,0,36490
274838,Defeat Tier 1 Enemies,0,40,85607,3,92,1,36490
274839,击败 - 精英,0,20,85608,4,92,2,36490
274840,击败稀有精英,0,9,85611,6,92,3,36490
274841,Defeat - 5-man Miniboss,0,5,85037,7,92,4,36490
274844,Defeat - Vignette / Rare Elite,0,13,85610,5,92,7,36490
274845,破坏命运之柱,15,1,0,0,0,0,36491
274846,Defeat Tier 1 Enemy,0,100,85609,2,92,0,36491
274847,Defeat Tier 2 Enemies,0,40,85607,3,92,1,36491
274848,击败 - 精英,0,20,85608,4,92,2,36491
274849,Defeat - Vignette / Rare Elite,0,13,85610,5,92,7,36491
274850,击败稀有精英,0,9,85611,6,92,3,36491
274851,Defeat - 5-man Miniboss,0,5,85037,7,92,4,36491
274855,消灭被感染者,0,12,81617,0,0,0,36500
274857,,0,1,81634,1,1,2,36500
274858,Kill Iron Horde Vignette,0,10,85726,5,92,0,35974
274859,消灭钢铁部落士兵,0,100,83800,8,92,1,35974
274862,采集双头飞龙蛋,2,100,234587,3,92,2,35974
274868,,0,10,81575,0,0,1,36504
274869,,0,1,82062,1,1,3,36504
274870,,0,3,81553,2,0,4,36504
274874,采集巨型双头飞龙蛋,2,20,235826,1,92,3,35974
274875,采集大型双头飞龙蛋,2,34,235823,2,92,4,35974
274876,消灭钢铁部落精英,0,34,85728,6,92,5,35974
274877,消灭钢铁部落首领,0,50,85727,7,92,6,35974
274878,消灭钢铁部落苦工,0,334,85729,9,92,7,35974
274879,受伤的双头飞龙,3,100,78183,10,92,8,35974
274880,挤压剧毒泥菌,0,25,85732,2,0,1,36500
274881,收集巨型双头飞龙蛋,2,20,235826,1,92,0,35977
274882,收集大型双头飞龙蛋,2,34,235823,2,92,1,35977
274883,收集双头飞龙蛋,2,100,234587,3,92,2,35977
274884,Kill Iron Horde Vignette,0,10,85726,5,92,3,35977
274885,消灭钢铁部落精英,0,34,85728,6,92,4,35977
274886,消灭钢铁部落首领,0,50,85727,7,92,5,35977
274887,消灭钢铁部落士兵,0,100,83800,8,92,6,35977
274888,消灭钢铁部落苦工,0,334,85729,9,92,7,35977
274889,受伤的双头飞龙,3,100,78183,10,92,8,35977
274900,,0,12,85770,0,0,0,36520
274903,,0,1,85733,2,1,1,36520
274909,释放丛林斧喙鸟,0,6,85810,1,0,2,36520
274913,,0,5,85693,0,0,3,36563
274914,打破多头蛇的蛋,0,25,85786,1,0,4,36563
274918,,0,7,82322,0,0,0,36564
274919,摧毁花粉豆荚,2,10,235903,1,0,1,36564
274920,,0,1,82372,2,1,2,36564
274922,消灭石槌食人魔,0,20,75819,0,0,0,36566
274924,,0,1,79623,2,1,2,36566
274925,,0,1,79621,3,1,3,36566
274926,,0,1,79626,4,1,4,36566
274927,摧毁烈酒桶,2,15,235916,1,0,1,36566
274933,,0,12,80744,0,0,0,36571
274934,踢开带刺的叶苗,0,20,85815,1,0,1,36571
274935,,0,6,85807,2,0,2,36571
274943,摧毁双头飞龙蛋,0,5,85877,1,0,0,36590
274945,消灭白鬼兽人,0,15,85883,0,0,1,36590
274946,破坏虹吸仪式,0,1,85884,2,0,2,36590
274947,破坏虚空仪式,0,1,85885,3,0,3,36590
274948,破坏毁灭仪式,0,1,85886,4,0,4,36590
274949,消灭预存投影,0,1,85887,5,0,5,36590
274969,消灭硫化元素,0,8,85924,0,0,3,36603
274970,,0,15,85960,1,0,4,36603
274971,,0,3,85942,2,0,5,36603
275041,,0,15,86149,0,0,0,36660
275043,,0,1,86076,2,1,1,36660
275044,,0,1,86135,3,1,3,36660
275045,,0,1,86138,4,1,4,36660
275047,Slay Elite Mobs,0,13,85262,5,92,6,35637
275048,Slay Rare Elites/Events/Minibosses,0,5,85263,6,92,7,35637
275051,解救被抓的鸦语者,0,6,86159,1,0,2,36660
275084,焚毁旗帜,2,50,236215,11,92,9,35977
275086,消灭钢铁部落,0,200,86298,4,92,3,36383
275096,摧毁训练手册,2,100,236277,5,92,4,36383
275143,,0,25,86399,0,0,0,36792
275148,,0,12,86294,1,0,5,36792
275150,解救游侠囚犯,2,50,236421,6,92,5,36383
275196,突袭暗影议会,15,1,0,0,0,0,36807
275212,Kill Normal Dudes,0,100,87370,2,92,15,36807
275213,突袭暗影议会,15,1,0,0,0,0,36808
275214,Defeat Minus Enemies,0,500,85197,1,92,3,36808
275215,Defeat Normal Enemies,0,100,85000,2,92,0,36808
275216,Defeat Lieutenant Enemies,0,34,85195,3,92,1,36808
275218,Defeat Miniboss Enemies,0,4,85200,4,92,7,36808
275221,Caches,2,20,234433,5,92,6,36808
275222,攻城火炮,0,45,84754,6,92,8,36808
275223,灵魂水晶,0,50,83856,7,92,9,36808
275224,邪能火焰,0,50,84279,8,92,10,36808
275225,沙塔尔财物,0,34,84997,10,92,11,36808
275226,阿肯尼特水晶,0,10,85370,9,92,12,36808
275227,兽人尸体,0,100,85393,11,92,13,36808
275228,被俘的守卫,0,34,85103,12,92,14,36808
275229,突袭暗影议会,15,1,0,0,0,0,36809
275230,Kill Weak Dudes,0,334,87378,1,92,15,36809
275236,利用破碎悬崖的冲突,15,1,0,0,0,0,36816
275237,Defeat Minus Enemies,0,100,87640,1,92,0,36816
275238,Defeat Tier 1 Enemies,0,25,87642,2,92,1,36816
275239,击败 - 精英,0,13,87644,3,92,2,36816
275240,击败 - 稀有精英,0,7,87645,4,92,7,36816
275241,Defeat Vignette,0,6,87646,5,92,3,36816
275242,取回圣物,2,100000,237453,7,92,4,36816
275243,利用破碎悬崖的冲突,15,1,0,0,0,0,36817
275244,Defeat Minus Enemies,0,100,87640,1,92,0,36817
275245,Defeat Tier 1 Enemies,0,25,87642,2,92,1,36817
275246,击败 - 精英,0,13,87644,3,92,2,36817
275247,击败 - 稀有精英,0,7,87645,4,92,7,36817
275248,Defeat Vignette,0,6,87646,5,92,3,36817
275249,取回圣物,2,100000,237453,7,92,4,36817
275250,瓦解战歌氏族,15,1,0,0,0,0,36818
275251,Defeat Minus Enemies,0,100,86955,1,92,0,36818
275252,Defeat Tier 1 Enemies,0,34,86957,2,92,1,36818
275253,击败 - 精英,0,13,86958,3,92,2,36818
275255,击败稀有精英,0,7,87574,4,92,3,36818
275256,Defeat - 5-man Miniboss,0,5,86960,5,92,4,36818
275257,瓦解战歌氏族,15,1,0,0,0,0,36819
275258,Defeat Minus Enemies,0,100,86955,1,92,0,36819
275259,Defeat Tier 1 Enemies,0,34,86957,2,92,1,36819
275260,击败 - 精英,0,13,86958,3,92,2,36819
275262,Defeat Rare Elites,0,7,87574,4,92,3,36819
275263,Defeat - 5-man Miniboss,0,5,86960,5,92,4,36819
275264,称霸高里亚试炼场,15,1,0,0,0,0,36820
275265,Defeat Minus Enemies,0,25,88200,1,92,0,36820
275266,Defeat Tier 1 Enemies,0,13,88201,2,92,1,36820
275267,击败 - 精英,0,9,88202,3,92,2,36820
275268,Defeat - Vignette / Rare Elite,0,4,88203,4,92,7,36820
275270,Defeat - Vignette,0,2,88204,5,92,4,36820
275271,称霸高里亚试炼场,15,1,0,0,0,0,36821
275272,Defeat Minus Enemies,0,25,88200,1,92,0,36821
275273,Defeat Tier 1 Enemies,0,13,88201,2,92,1,36821
275274,击败 - 精英,0,9,88202,3,92,2,36821
275275,Defeat - Vignette / Rare Elite,0,4,88203,4,92,7,36821
275277,Defeat - Vignette Mob,0,2,88204,5,92,4,36821
275281,突袭玛戈纳洛克,15,1,0,0,0,0,36826
275290,突袭玛戈纳洛克,15,1,0,0,0,0,36827
275299,,0,1,86455,3,1,1,36792
275300,,0,1,86461,4,1,2,36792
275301,,0,1,86482,5,1,3,36792
275316,引爆钢铁手雷,0,6,86524,2,0,4,36792
275324,Defeat Tier 0 Enemy,0,200,86556,1,92,5,36491
275325,Defeat Tier 0 Enemies,0,200,86556,1,92,5,36490
275388,消灭钢铁部落,0,200,86298,4,92,3,36489
275389,摧毁训练手册,2,100,236277,5,92,4,36489
275390,解救嘲颅囚犯,2,50,236444,6,92,5,36489
275431,烧毁狼穴,0,17,86992,6,92,5,36819
275432,找回被偷走的货物,0,50,86947,9,92,6,36819
275433,烧毁狼穴,0,17,86992,6,92,5,36818
275434,找回被偷走的货物,0,50,86947,9,92,6,36818
275436,点燃军营,0,17,87017,7,92,7,36819
275439,点燃旅店,0,17,87024,8,92,8,36819
275440,点燃军营,0,17,87017,7,92,7,36818
275441,点燃旅店,0,17,87024,8,92,8,36818
275617,Kill Lieutenant Dudes,0,34,87371,3,92,0,36807
275619,Defeat Bonus Lieutenant,0,34,87373,5,92,2,36807
275620,摧毁战歌图腾,0,50,87264,10,92,9,36818
275621,摧毁战歌图腾,0,50,87264,10,92,9,36819
275625,Kill Weak Dudes,0,334,87378,1,92,3,36807
275626,Kill Boss Dudes,0,5,87377,4,92,4,36807
275627,焚烧萨格雷密信,0,67,87364,6,92,5,36807
275628,解救邪能符文里的平民,0,134,86869,7,92,6,36807
275630,解救暗影牢笼平民,0,25,86599,8,92,7,36807
275689,战斗、探索、吞噬、进化,15,1,0,0,0,0,36860
275690,吞噬 - 食人魔,0,200,87030,1,92,0,36860
275691,吞噬 - 鸦人,0,200,87031,2,92,1,36860
275692,吞噬 - 地精,0,200,87032,3,92,2,36860
275693,吞噬 - 白鬼,0,200,87033,4,92,3,36860
275701,进化,0,50,86560,12,92,4,36860
275704,Explore - Goblin Supplies,0,100,87034,6,92,5,36860
275705,Exlpore - Solar Energy Absorbed,0,50,87036,7,92,6,36860
275706,Explore - Construct Powered Up,0,25,86558,8,92,7,36860
275707,Explore - Sentry Turret Repaired,0,34,86559,9,92,8,36860
275708,吞噬 - 飞蛾,0,200,87037,10,92,9,36860
275709,吞噬 - 蘑菇,0,200,87038,11,92,10,36860
275929,破坏军工厂,15,1,0,0,0,0,36822
275930,Defeat Minus Enemies,0,134,87624,1,92,0,36822
275931,Defeat Tier One Enemies,0,67,87610,2,92,1,36822
275932,Defeat Elite Enemies,0,20,87618,3,92,2,36822
275933,Defeat Rare Elites,0,7,87621,4,92,3,36822
275934,Defeat 5-Man Boss,0,5,84384,5,92,4,36822
275935,拆除高爆炉渣地雷,0,50,88860,6,92,5,36822
275936,在桶里下毒,2,25,237343,7,92,6,36822
275937,销毁作战计划,2,25,234685,8,92,7,36822
275942,,0,12,82354,1,0,1,34496
275943,Tracking Objective Sack,2,100000,237264,11,92,10,36818
275944,Tracking Objective Chest,2,100000,237263,12,92,11,36818
275945,Tracking interact Chest,2,100000,237263,11,92,10,36819
275946,Tracking interact Chest,2,100000,237264,12,92,11,36819
275956,Minus Mobs Killed,0,500,87507,1,92,8,36827
275957,Normal Mobs Killed,0,100,87513,2,92,9,36827
275958,High HP Normal Mobs Killed,0,50,87513,3,92,10,36827
275959,Collect (Minor),3,1000,87383,4,92,11,36827
275961,Elite Killed,0,25,87512,5,92,13,36827
275962,Miniboss/Event Killed,0,7,87511,6,92,14,36827
275963,5man Boss Killed,0,5,87742,7,92,0,36827
275964,Minus Mobs Killed,0,500,87507,1,92,8,36826
275965,Normal Mobs Killed,0,100,87513,2,92,9,36826
275966,High HP Normal Mobs Killed,0,50,87514,3,92,10,36826
275967,Collect (Minor),3,1000,87383,4,92,11,36826
275969,Elite Killed,0,25,87512,5,92,13,36826
275970,Miniboss/Event Killed,0,7,87511,6,92,14,36826
275971,5man Boss Killed,0,5,87742,7,92,15,36826
275992,沙塔尔财物,0,34,84997,10,92,11,36338
276020,挫败鸦人部队,0,100,84010,1,92,0,36069
276021,挫败鸦人部队,0,100,84010,1,92,0,36070
276028,摧毁战利品,0,25,88116,6,92,5,36817
276029,摧毁战利品,0,25,88116,6,92,5,36816
276059,突袭永茂丛林,15,1,0,0,0,0,36814
276060,消灭塑造者,0,100,88174,2,92,0,36814
276061,消灭塑造者,0,20,88175,3,92,1,36814
276062,消灭塑造者,0,5,88176,4,92,2,36814
276081,木精篮子,2,100,237599,5,92,3,36814
276082,吞噬：无形寄生蟹,0,100000,88256,5,92,11,36860
276083,进化后击杀的敌人,0,20,88260,13,92,12,36860
276084,消灭塑造者,0,400,88278,1,92,4,36814
276089,Ogre Cage Tracker,2,100000,237669,6,92,3,36820
276101,Kill Normal Dudes,0,100,87370,2,92,0,36809
276102,Kill Lieutenant Dudes,0,34,87372,3,92,1,36809
276103,Kill Boss Dudes,0,5,87377,4,92,2,36809
276104,Defeat Bonus Lieutenant,0,34,87373,5,92,3,36809
276105,焚烧萨格雷密信,0,67,87364,6,92,4,36809
276106,解救永燃的平民,0,34,86869,7,92,5,36809
276107,解救暗影牢笼平民,0,25,86599,8,92,6,36809
276108,恶魔法典,0,34,88407,9,92,7,36809
276109,恶魔法典,0,34,88407,9,92,1,36807
276110,作战计划,0,50,88405,10,92,8,36809
276111,作战计划,0,50,88405,10,92,8,36807
276121,消灭啸爪虎人,0,15,88511,1,0,0,37280
276122,白骨先知冷眼,0,1,88361,2,0,1,37280
276156,破坏军工厂,15,1,0,0,0,0,36823
276157,Defeat Minus Enemies,0,134,87624,1,92,0,36823
276158,Defeat Tier One Enemies,0,67,87610,2,92,1,36823
276159,Defeat Elite Enemies,0,20,87618,3,92,2,36823
276160,Defeat 5-Man Boss,0,5,84384,5,92,3,36823
276161,拆除高爆炉渣地雷,0,50,88860,6,92,4,36823
276162,在桶里下毒,2,25,237343,7,92,5,36823
276163,摧毁作战计划,2,25,234685,8,92,6,36823
276166,突袭永茂丛林,15,1,0,0,0,0,36815
276167,消灭塑造者,0,400,88278,1,92,0,36815
276168,消灭塑造者,0,100,88174,2,92,1,36815
276169,消灭塑造者,0,20,88175,3,92,2,36815
276170,消灭塑造者,0,5,88176,4,92,3,36815
276171,木精篮子,2,100,237599,5,92,4,36815
276180,,0,6,80072,1,0,0,37421
276181,消灭鬣蜥人,0,8,80013,0,0,1,37421
276183,,0,6,79335,0,0,1,37422
276184,,0,1,79333,1,0,0,37422
276249,释放惊恐的幽灵,0,6,88819,0,0,2,37280
276283,喷火者,3,100000,88829,6,92,8,36815
276284,喷火者,3,100000,88829,6,92,5,36814
276285,Defeat Rare Elites,0,7,87621,4,92,9,36823
276298,抵抗积怨纳迦,15,1,0,0,0,0,37466
276301,妖花种子,2,100,238906,7,92,9,36815
276302,妖花种子,2,100,238906,7,92,6,36814
276328,释放奴隶,0,25,88931,7,92,5,36820
276329,释放奴隶,0,25,88931,7,92,5,36821
276337,,0,1000,88960,2,92,1,36069
276338,,0,1000,88960,2,92,1,36070
276343,Ogre Cage Tracking,2,100000,237669,6,92,3,36821
276374,,0,4,83990,3,92,2,36070
276376,,0,25,83975,4,92,4,36070
276379,,0,25,83980,5,92,7,36070
276380,,0,25,83983,6,92,8,36070
276382,,0,34,83976,7,92,10,36070
276385,,0,34,83982,8,92,13,36070
276386,,0,9,83984,9,92,14,36070
276391,,3,100000,89076,10,92,15,36070
276392,,2,100000,233824,11,92,16,36070
276393,,2,100000,233791,12,92,17,36070
276394,,2,100000,233803,13,92,18,36070
276395,,2,100000,233805,14,92,19,36070
276396,,0,4,83990,3,92,2,36069
276398,,0,25,83975,4,92,4,36069
276401,,0,25,83980,5,92,7,36069
276402,,0,25,83983,6,92,8,36069
276404,,0,34,83976,7,92,10,36069
276407,,0,34,83982,8,92,13,36069
276408,,0,34,83984,9,92,14,36069
276409,,2,100000,233791,10,92,15,36069
276410,,2,100000,233803,11,92,16,36069
276411,,2,100000,233805,12,92,17,36069
276412,,3,100000,89076,13,92,18,36069
276413,,2,100000,233824,14,92,19,36069
276441,,0,200,89095,14,92,13,36860
276443,Interact - Focusing Crystal,3,100000,86320,8,92,6,36490
276444,Interact - Ritual Stone 2b,3,100000,85594,9,92,8,36490
276445,Interact - Ritual Stone 3b,3,100000,85596,10,92,9,36490
276446,Interact - Ritual Stone 4b,3,100000,85597,11,92,10,36490
276447,Interact - Shadowmoon Sundries 01,3,100000,85976,12,92,11,36490
276448,Interact - Shadowmoon Sundries 02,3,100000,85977,13,92,12,36490
276449,Interact - Focusing Crystal,3,100000,86320,8,92,6,36491
276450,Interact - Ritual Stone 2b,3,100000,85594,9,92,8,36491
276451,Interact - Ritual Stone 3b,3,100000,85596,10,92,9,36491
276452,Interact - Ritual Stone 4b,3,100000,85597,11,92,10,36491
276453,Interact - Shadowmoon Sundries 01,3,100000,85976,12,92,11,36491
276454,Interact - Shadowmoon Sundries 02,3,100000,85977,13,92,12,36491
276455,Kill - Void Totem,0,100000,85452,14,92,13,36490
276456,Kill - Void Totem,0,100000,85452,14,92,13,36491
276458,,2,100000,236637,15,92,15,36860
276459,,2,100000,237031,16,92,16,36860
276460,,2,100000,236636,17,92,17,36860
276461,,2,100000,237029,18,92,18,36860
276469,获得神器碎片,17,100,944,1,92,0,36868
276470,获得神器碎片,17,100,944,1,92,0,36869
276489,获得神器碎片,15,1,0,0,0,0,36869
276490,获得神器碎片,15,1,0,0,0,0,36868
276491,破坏军工厂,15,1,0,0,0,0,37585
276492,Defeat Minus Enemies,0,134,87624,1,92,0,37585
276493,Defeat Tier One Enemies,0,67,87610,2,92,1,37585
276494,Defeat Elite Enemies,0,20,87618,3,92,2,37585
276495,Defeat Rare Elites,0,7,87621,4,92,3,37585
276496,Defeat 5-Man Boss,0,5,84384,5,92,4,37585
276497,拆除高爆炉渣地雷,0,50,88860,6,92,5,37585
276498,在桶里下毒,2,25,237343,7,92,6,37585
276499,摧毁作战计划,2,25,234685,8,92,7,37585
276524,破坏军工厂,15,1,0,0,0,0,37622
276525,Defeat Minus Enemies,0,134,87624,1,92,0,37622
276526,Defeat Tier One Enemies,0,67,87610,2,92,1,37622
276527,Defeat Elite Enemies,0,20,87618,3,92,2,37622
276528,Defeat Rare Elites,0,7,87621,4,92,9,37622
276529,Defeat 5-Man Boss,0,5,84384,5,92,3,37622
276530,拆除高爆炉渣地雷,0,50,88860,6,92,4,37622
276531,在桶里下毒,2,25,237343,7,92,5,37622
276532,摧毁作战计划,2,25,234685,8,92,6,37622
276535,突袭血槌要塞,15,1,0,0,0,0,37623
276536,Slay Minus Mobs,0,250,85260,1,92,0,37623
276537,Slay Normal Mobs,0,50,85261,2,92,1,37623
276538,Collect/Interact (Minor),0,25,85265,3,92,2,37623
276539,Slay High HP Mobs,0,17,82531,4,92,4,37623
276540,Slay Elite Mobs,0,9,85262,5,92,6,37623
276541,Slay Rare Elites/Events/Minibosses,0,4,85263,6,92,7,37623
276542,突袭血槌要塞,15,1,0,0,0,0,37624
276543,Slay Minus Mobs,0,250,85260,1,92,0,37624
276544,Slay Normal Mobs,0,50,85261,2,92,1,37624
276545,Collect/Interact (Minor),0,25,85265,3,92,2,37624
276546,Slay High HP Mobs,0,17,82531,4,92,4,37624
276547,Slay Elite Mobs,0,9,85262,5,92,6,37624
276548,Slay Rare Elites/Events/Minibosses,0,4,85263,6,92,7,37624
276549,突袭玛戈纳洛克,15,1,0,0,0,0,37625
276550,Minus Mobs Killed,0,500,87507,1,92,8,37625
276551,Normal Mobs Killed,0,100,87513,2,92,9,37625
276552,High HP Normal Mobs Killed,0,50,87514,3,92,10,37625
276553,Collect (Minor),3,1000,87383,4,92,11,37625
276554,Elite Killed,0,25,87512,5,92,13,37625
276555,Miniboss/Event Killed,0,7,87511,6,92,14,37625
276556,5man Boss Killed,0,5,87742,7,92,15,37625
276558,突袭玛戈纳洛克,15,1,0,0,0,0,37626
276559,Minus Mobs Killed,0,500,87507,1,92,8,37626
276560,Normal Mobs Killed,0,100,87513,2,92,9,37626
276561,High HP Normal Mobs Killed,0,50,87513,3,92,10,37626
276562,Collect (Minor),3,1000,87383,4,92,11,37626
276563,Elite Killed,0,25,87512,5,92,13,37626
276564,Miniboss/Event Killed,0,7,87511,6,92,14,37626
276565,5man Boss Killed,0,5,87742,7,92,0,37626
276567,利用破碎悬崖的冲突,15,1,0,0,0,0,37627
276568,Defeat Minus Enemies,0,100,87640,1,92,0,37627
276569,Defeat Tier 1 Enemies,0,25,87642,2,92,1,37627
276570,Defeat - Elite,0,13,87644,3,92,2,37627
276571,Defeat - Rare Elite,0,7,87645,4,92,7,37627
276572,Defeat Vignette,0,6,87646,5,92,3,37627
276573,摧毁战利品,0,25,88116,6,92,5,37627
276574,取回圣物,2,100000,237453,7,92,4,37627
276575,利用破碎悬崖的冲突,15,1,0,0,0,0,37628
276576,Defeat Minus Enemies,0,100,87640,1,92,0,37628
276577,Defeat Tier 1 Enemies,0,25,87642,2,92,1,37628
276578,Defeat - Elite,0,13,87644,3,92,2,37628
276579,Defeat - Rare Elite,0,7,87645,4,92,7,37628
276580,Defeat Vignette,0,6,87646,5,92,3,37628
276581,摧毁战利品,0,25,88116,6,92,5,37628
276582,取回圣物,2,100000,237453,7,92,4,37628
276583,瓦解战歌氏族,15,1,0,0,0,0,37629
276584,Defeat Minus Enemies,0,100,86955,1,92,0,37629
276585,Defeat Tier 1 Enemies,0,34,86957,2,92,1,37629
276586,Defeat - Elite,0,13,86958,3,92,2,37629
276587,Defeat Rare Elites,0,7,87574,4,92,3,37629
276588,Defeat - 5-man Miniboss,0,5,86960,5,92,4,37629
276589,烧毁狼穴,0,17,86992,6,92,5,37629
276590,点燃军营,0,17,87017,7,92,7,37629
276591,点燃旅店,0,17,87024,8,92,8,37629
276592,找回被偷走的货物,0,50,86947,9,92,6,37629
276593,摧毁战歌图腾,0,50,87264,10,92,9,37629
276594,Tracking Objective Sack,2,100000,237264,11,92,10,37629
276595,Tracking Objective Chest,2,100000,237263,12,92,11,37629
276596,提供镣铐钥匙,0,1,89159,7,12,3,35637
