Name_lang,Description_lang,ID,StoreFrontID,AccountStoreCategoryID,OrderIndex,Price,CurrencyTypesID,Field_11_0_7_57361_008,RefundDuration,Field_11_0_7_57361_010,Field_11_0_7_57361_011,SpellID,TransmogSetID,CreatureDisplayInfoID,UiModelSceneID,Icon
霸业枭雄的背心,"|cFF00ccff“地心之战”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“霸业枭雄的背心”外观。

“霸业风暴”的“豪放的水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁所有该套装外观后与达卡什·暗账交谈。

“背心好风光，土鸡变凤凰。”",45,1,8,30,250,3139,0,14400,1,0,439370,3455,0,0,0
霸业枭雄的萦雷背心,"|cFF00ccff“地心之战”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“霸业枭雄的萦雷背心”外观。

“霸业风暴”的“萦雷水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁该套装所有外观后与达卡什·暗账交谈。",46,1,9,30,1000,3139,0,14400,5,0,0,4169,0,0,0
霸业枭雄的战袍,"|cFF00ccff“地心之战”外观|r

解锁“霸业枭雄的战袍”外观。

“你已经证明了自己是一名逍遥浪客，是桶腿船长的心腹。骄傲地展示你对大伙儿的忠诚吧。”",47,1,10,10,5000,3139,0,14400,1,0,443375,3624,0,0,0
霸业枭雄的腕扣,"|cFF00ccff“地心之战”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“霸业枭雄的腕扣”外观。

“霸业风暴”的“豪放的水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁所有该套装外观后与达卡什·暗账交谈。

“金色的腕扣才配得上威震天下的水手。”",48,1,8,70,250,3139,0,14400,1,0,439375,3458,0,0,0
霸业枭雄的萦雷腕扣,"|cFF00ccff“地心之战”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“霸业枭雄的萦雷腕扣”外观。

“霸业风暴”的“萦雷水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁该套装所有外观后与达卡什·暗账交谈。",49,1,9,70,250,3139,0,14400,5,0,0,4170,0,0,0
水手杂兵的手套,"|cFF00ccff“地心之战”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“水手杂兵的手套”外观。

“霸业风暴”的“寒酸的水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁该套装所有外观后与达卡什·暗账交谈。

“皮手套可以让你争夺宝物时手不打滑。”",50,1,5,30,250,3139,0,14400,1,0,439457,3474,0,0,0
骗子的无指手套,"|cFF00ccff“地心之战”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“骗子的无指手套”外观。

“霸业风暴”的“时髦的水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁该套装所有外观后与达卡什·暗账交谈。

“适合手法老练的家伙。”",51,1,6,30,250,3139,0,14400,1,0,439458,3475,0,0,0
霸业枭雄的收集手套,"|cFF00ccff“地心之战”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“霸业枭雄的收集手套”外观。

“霸业风暴”的“豪放的水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁该套装所有外观后与达卡什·暗账交谈。

“顺滑如丝。”",52,1,8,50,250,3139,0,14400,1,0,439377,3459,0,0,0
霸业枭雄的萦雷收集手套,"|cFF00ccff“地心之战”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“霸业枭雄的萦雷收集手套”外观。

“霸业风暴”的“萦雷水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁该套装所有外观后与达卡什·暗账交谈。",53,1,9,50,250,3139,0,14400,5,0,0,4171,0,0,0
霸业枭雄的黄金腰链,"|cFF00ccff“地心之战”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“霸业枭雄的黄金腰链”外观。

“霸业风暴”的“豪放的水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁该套装所有外观后与达卡什·暗账交谈。

“巨大的金色头骨腰带把这套装束衬托得非常醒目。”",54,1,8,60,250,3139,0,14400,1,0,439373,3457,0,0,0
霸业枭雄的萦雷腰链,"|cFF00ccff“地心之战”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“霸业枭雄的萦雷腰链”外观。

“霸业风暴”的“萦雷水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁该套装所有外观后与达卡什·暗账交谈。",55,1,9,60,250,3139,0,14400,5,0,0,4172,0,0,0
手织长裤,"|cFF00ccff“地心之战”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“手织长裤”外观。

“霸业风暴”的“时髦的水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁该套装所有外观后与达卡什·暗账交谈。

“船长给的礼物。是特意替你量身打造的！”",56,1,6,20,250,3139,0,14400,1,0,439452,3480,0,0,0
絮棉马裤,"|cFF00ccff“地心之战”外观“霸业风暴”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“絮棉马裤”外观。

“霸业风暴”的“寒酸的水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁该套装所有外观后与达卡什·暗账交谈。

“给你一条新裤子，让你摔倒时有东西垫屁股。”",57,1,5,20,250,3139,0,14400,1,0,439451,3479,0,0,0
霸业枭雄的时髦长裤,"|cFF00ccff“地心之战”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“霸业枭雄的时髦长裤”外观。

“霸业风暴”的“豪放的水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁该套装所有外观后与达卡什·暗账交谈。

“这下你的裤子就是天底下最时髦的了。”",58,1,8,40,250,3139,0,14400,1,0,439378,3460,0,0,0
霸业枭雄的萦雷长裤,"|cFF00ccff“地心之战”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“霸业枭雄的萦雷长裤”外观。

“霸业风暴”的“萦雷水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁该套装所有外观后与达卡什·暗账交谈。",59,1,9,40,500,3139,0,14400,5,0,0,4173,0,0,0
寡言皮靴,"|cFF00ccff“地心之战”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“寡言皮靴”外观。

“霸业风暴”的“时髦的水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁该套装所有外观后与达卡什·暗账交谈。

“有时候，躲藏就是最好的进攻。”",60,1,6,40,250,3139,0,14400,1,0,439450,3482,0,0,0
稳健之靴,"|cFF00ccff“地心之战”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“稳健之靴”外观。

“霸业风暴”的“寒酸的水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁该套装所有外观后与达卡什·暗账交谈。

“无论是船上还是在陆地上，它都能帮你稳住脚步。”",61,1,5,40,250,3139,0,14400,1,0,439448,3481,0,0,0
霸业枭雄的掠泥飞靴,"|cFF00ccff“地心之战”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“霸业枭雄的掠泥飞靴”外观。

“霸业风暴”的“豪放的水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁该套装所有外观后与达卡什·暗账交谈。

“可别真的沾了泥巴。”",62,1,8,80,250,3139,0,14400,1,0,439372,3456,0,0,0
霸业枭雄的萦雷掠泥飞靴,"|cFF00ccff“地心之战”外观|r
|cFF1eff00“霸业风暴”外观|r

解锁“霸业枭雄的萦雷掠泥飞靴”外观。

“霸业风暴”的“萦雷水手杂兵”装束的一部分。欲改变“霸业风暴”中的角色装束，请在解锁该套装所有外观后与达卡什·暗账交谈。",63,1,9,80,250,3139,0,14400,5,0,0,4174,0,0,0
铁钩爪,"|cFF00ccff“地心之战”坐骑|r

解锁“铁钩爪”飞行坐骑。

“利爪如钩，别无所求。”",64,1,2,50,5000,3139,0,14400,4,0,0,0,123755,80,0
微型羽饰三角帽,|cFF00ccff“地心之战”朋友|r|n|cFF1eff00“霸业风暴”朋友|r|n|n召唤后，佩佩偶尔会打扮成霸业枭雄的模样。要在霸业风暴中召唤小小船长，就去找达卡什·暗账吧。,66,1,14,20,500,3139,0,0,0,0,438055,0,0,0,1044996
黑心警告标志,|cFF00ccff“地心之战”玩具|r|n|n解锁黑心警告标志玩具。|n|n“举办自己的水手聚会时的完美之选。”,67,1,14,10,500,3139,0,14400,0,0,439490,0,0,0,2055032
一袋收集的250枚商贩标币,|cFF00ccff“地心之战”奖励|r|n|n解锁250枚商贩标币，就在暴风城或奥格瑞玛的收集者的宝箱里。,68,1,15,10,1000,3139,0,0,0,0,437507,0,0,0,975746
一箱收集的500枚商贩标币,|cFF00ccff“地心之战”奖励|r|n|n解锁500枚商贩标币，就在暴风城或奥格瑞玛的收集者的宝箱里。,69,1,15,20,2000,3139,0,0,0,0,437507,0,0,0,4696085
