ID,Name_lang,Quantity,Flags
269,九头蛇卵的铭文袋,1,1
270,季鹍的复苏之风,1,1
271,闪电圣杯,1,1
272,普利莫修斯的狂怒护符,1,1
273,雷纳塔基的灵魂符咒,1,1
274,重生符文,1,1
275,灵魂壁障,1,1
276,赞达拉之火,1,1
277,祖达萨的失窃遗物,1,1
278,杀戮护符,1,1
279,雷神的精准之视,1,1
280,乌苏雷的最终抉择,1,1
281,肯瑞托远征军的珍宝,1,1
282,夺日者先锋军的珍宝,1,1
283,影踪突袭营的护身符,1,1
287,善行披风,1,1
288,,1,1
289,,1,1
290,,1,1
291,,1,1
292,,1,1
293,,1,1
294,,1,1
295,雪怒之律,1,1
296,玉珑之噬,1,1
297,赤精之祈,1,1
298,雪怒之捷,1,1
299,砮皂之毅,1,1
300,硬化薄荷指环,1,1
301,迦拉卡斯的熄火余烬,1,1
302,伊约库克的世袭印戒,1,1
303,长恨印戒,1,1
304,愠怒印戒,1,1
305,光雕玺戒,1,1
306,恐龙统领玺戒,1,1
307,悲伤之路玺戒,1,1
308,阿斯苟兰提亚鲜血印戒,1,1
309,遗忘列王印戒,1,1
310,PH,1,1
311,血爪指轮,1,1
312,迦拉克隆控制指环,1,1
313,铁墓指环,1,1
314,魔牙指轮,1,1
315,PH,1,1
316,现实撕裂者指环,1,1
317,迅捷翔龙玺戒,1,1
318,永动之能指环,1,1
319,克尔鲁克的支配指环,1,1
320,既定之天命,1,1
321,伊墨苏斯的净化之缚,1,1
322,纳兹戈林的抛光勋章,1,1
323,融火之核,1,1
324,鲁克的不幸护符,1,1
325,战蝎的聚焦水晶,1,1
326,迦拉卡斯的邪恶之眼,1,1
327,傲慢之棱光囚笼,1,1
328,卡德里斯的剧毒图腾,1,1
329,哈洛姆的护符,1,1
330,暴怒之印,1,1
331,狂怒水晶,1,1
332,索克的酸蚀之牙,1,1
333,索克的尾巴尖,1,1
334,活性腐蚀之瓶,1,1
335,狂妄之诅咒,1,1
336,斯基尔的沁血护符,1,1
337,间歇性变异平衡器,1,1
338,亚煞极的黑暗之血,1,1
339,滴答作响的黑色雷管,1,1
340,黑石坩埚,3,0
341,督军监制,3,1
342,工程学车间物品,1,0
343,要塞水果,5,0
344,附魔师的幻象,1,0
345,大法师指环,1,1
346,军团特制,3,1
347,幽灵海盗指环,1,1
348,豹眼石,1,1
349,恶魔克星,1,1
350,手工圣物,1,1
351,猩红之瓶,3,0
352,逍遥酒,2,0
353,Test Item Limit Category Crafted,3,1
357,“军团再临”传说物品,1,1
358,入侵者指环,1,1
359,入侵者饰品,1,1
360,紫罗兰印戒,1,1
361,猎犬之眼,1,1
362,泰坦之路,1,1
463,海怪之眼,1,1
464,海怪之眼指环,1,1
465,红色打孔卡,1,1
466,黄色打孔卡,1,1
467,蓝色打孔卡,1,1
468,海兽之眼,1,1
469,海兽之眼指环,1,1
471,静谧之瓶,3,0
472,暗月套牌,1,1
473,“暗影国度”传说制品,1,1
474,角斗士的勋章,1,1
481,“暗影国度”制品,1,1
482,鲜血雷弗碎片,1,1
483,鲜血亚斯碎片,1,1
484,鲜血贝克碎片,1,1
486,冰霜克尔碎片,1,1
487,冰霜基尔碎片,1,1
488,冰霜泰尔碎片,1,1
489,邪恶迪兹碎片,1,1
490,邪恶欧兹碎片,1,1
491,邪恶泽德碎片,1,1
492,个人曲调,1,1
493,战斗节奏,1,1
494,波可波克的谐律,1,1
496,开悟者传说物品,1,1
501,拜荒者宝石,1,1
502,守护巨龙雕像,1,1
503,铭文之首,1,1
504,魔法制作的点心,1,0
505,工具套件,1,1
506,头部,1,1
507,附魔法器,1,1
508,背部,1,1
509,放大镜,1,1
510,胸部,1,1
511,手部,1,1
512,美化,2,1
513,背部,1,1
514,胸部,1,1
515,手部,1,1
516,头部,1,1
517,工具套件,1,1
518,背部,1,1
519,胸部,1,1
520,手部,1,1
521,头部,1,1
522,背部,1,1
523,胸部,1,1
524,手部,1,1
525,头部,1,1
526,工具套件,1,1
527,背部,1,1
528,胸部,1,1
529,手部,1,1
530,头部,1,1
531,工具套件,1,1
532,背部,1,1
533,胸部,1,1
534,手部,1,1
535,头部,1,1
536,背部,1,1
537,胸部,1,1
538,手部,1,1
539,头部,1,1
540,背部,1,1
541,胸部,1,1
542,手部,1,1
543,头部,1,1
544,工具套件,1,1
545,背部,1,1
546,胸部,1,1
547,手部,1,1
548,头部,1,1
549,工具套件,1,1
550,背部,1,1
551,胸部,1,1
552,手部,1,1
553,头部,1,1
554,工具套件,1,1
555,背部,1,1
556,胸部,1,1
557,手部,1,1
558,头部,1,1
559,背部,1,1
560,胸部,1,1
561,手部,1,1
562,头部,1,1
563,背部,1,1
564,胸部,1,1
565,手部,1,1
566,头部,1,1
567,工具套件,1,1
568,钴蓝能量之戒,1,1
569,报警炮塔,1,1
570,弧光体征矫正器,1,1
571,奈萨里奥之息,1,1
572,接地线路,1,1
573,位面置换器,1,1
574,极性强化器,1,1
575,超级对撞金刚,1,1
596,魔精水晶,1,0
597,抗腐大锅,1,0
598,飞逝瓶剂,2,0
599,暗影烈焰火箭,1,1
600,地下堡钥石,5,0
607,飞逝合剂,1,0
608,飞逝药水,20,0
614,阿加钻石,1,1
643,原型,1,0
644,脚部,1,1
645,闪电之链,1,1
646,超频自拍神器,1,1
647,土灵送货钻探机,1,1
648,觅心生命注射器,1,1
649,专业技能容器,2,0
650,梭绸鱼线之丝,100,0
651,梭绸鱼线技能之丝,100,0
652,食尸鱼,1,0
653,挚友,1,0
680,虚触,1,1
681,神圣秘典,1,1
682,怨毒文集,1,1
