ID,ZoneName_lang,AlteredFormCustomizeOffset[0],AlteredFormCustomizeOffset[1],AlteredFormCustomizeOffset[2],ChrModel_9_0_1_35522_001Override[0],ChrModel_9_0_1_35522_001Override[1],ChrModel_9_0_1_35522_001Override[2],ChrModel_9_0_1_35522_001Override_Female[0],ChrModel_9_0_1_35522_001Override_Female[1],ChrModel_9_0_1_35522_001Override_Female[2],ChrClassesID,ZoneImageAtlas,MaleCharacterCreationVisual,MaleCharacterCreationIdleVisual,FemaleCharacterCreationVisual,FemaleCharacterCreationIdleVisual,CharacterCreationIdleGroundVisual,CharacterCreationGroundVisual,AlteredFormCharacterCreationIdleVisual,AlteredFormCustomizeRotation,CharacterCreationAnimLoopWaitTimeMs,ChrRacesID
18,试炼谷,0,0,0,0,0,0,0,0,0,9,12434,0,0,0,0,0,0,0,0,0,2
19,试炼谷,0,0,0,0,0,0,0,0,0,3,12434,0,0,0,0,133516,0,0,0,0,2
20,埃门谷,0,0,0,0,0,0,0,0,0,8,12417,0,0,0,0,0,0,0,0,0,11
21,诺莫瑞根,0,0,0,0,0,0,0,0,0,4,12424,0,0,0,0,0,0,0,0,0,7
22,诺莫瑞根,0,0,0,0,0,0,0,0,0,8,12424,0,0,0,0,0,0,0,0,0,7
23,诺莫瑞根,0,0,0,0,0,0,0,0,0,9,12424,0,0,0,0,0,0,0,0,0,7
24,回音群岛,0,0,0,0,0,0,0,0,0,5,12437,0,0,0,0,0,134410,0,0,0,8
25,埃门谷,0,0,0,0,0,0,0,0,0,10,12417,0,0,0,0,0,0,0,0,0,11
26,寒脊山谷,0,0,0,0,0,0,0,0,0,10,12423,0,0,0,0,0,0,0,0,0,3
27,北郡山谷,0,0,0,0,0,0,0,0,0,10,12427,0,0,0,0,0,0,0,0,0,1
28,红云台地,0,0,0,0,0,0,0,0,0,1,12436,0,0,0,0,0,0,0,0,0,6
29,寒脊山谷,0,0,0,0,0,0,0,0,0,2,12423,0,0,0,0,0,0,0,0,0,3
30,试炼谷,0,0,0,0,0,0,0,0,0,7,12434,0,0,0,0,0,132918,0,0,0,2
31,寒脊山谷,0,0,0,0,0,0,0,0,0,3,12423,131761,132614,0,0,133506,0,0,0,0,3
32,丧钟镇,0,0,0,0,0,0,0,0,0,8,12438,0,0,0,0,0,0,0,0,0,5
33,回音群岛,0,0,0,0,0,0,0,0,0,3,12437,0,0,0,0,133572,0,0,0,0,8
34,丧钟镇,0,0,0,0,0,0,0,0,0,9,12438,0,0,0,0,0,0,0,0,0,5
35,幽影谷,0,0,0,0,0,0,0,0,0,4,12433,0,0,0,0,0,0,0,0,0,4
36,寒脊山谷,0,0,0,0,0,0,0,0,0,8,12423,0,0,0,0,0,0,0,0,0,3
37,阿彻鲁斯：黑锋要塞,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,1
38,阿彻鲁斯：黑锋要塞,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,2
39,阿彻鲁斯：黑锋要塞,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,3
40,阿彻鲁斯：黑锋要塞,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,4
41,阿彻鲁斯：黑锋要塞,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,5
42,阿彻鲁斯：黑锋要塞,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,8
43,阿彻鲁斯：黑锋要塞,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,10
44,阿彻鲁斯：黑锋要塞,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,11
45,北郡山谷,0,0,0,0,0,0,0,0,0,1,12427,0,0,0,0,0,0,0,0,0,1
46,北郡山谷,0,0,0,0,0,0,0,0,0,2,12427,0,0,133483,133440,0,0,0,0,0,1
47,诺莫瑞根,0,0,0,0,0,0,0,0,0,1,12424,0,0,0,0,0,0,0,0,0,7
48,试炼谷,0,0,0,0,0,0,0,0,0,1,12434,132937,132938,128667,132581,0,0,0,0,0,2
49,寒脊山谷,0,0,0,0,0,0,0,0,0,5,12423,0,0,0,0,0,0,0,0,0,3
50,回音群岛,0,0,0,0,0,0,0,0,0,4,12437,0,133196,0,0,0,0,0,0,0,8
51,试炼谷,0,0,0,0,0,0,0,0,0,4,12434,0,133196,0,0,0,0,0,0,0,2
52,寒脊山谷,0,0,0,0,0,0,0,0,0,1,12423,0,0,0,0,0,0,0,0,0,3
53,寒脊山谷,0,0,0,0,0,0,0,0,0,4,12423,0,0,0,0,0,0,0,0,0,3
54,幽影谷,0,0,0,0,0,0,0,0,0,11,12433,0,0,0,0,0,0,0,0,0,4
55,丧钟镇,0,0,0,0,0,0,0,0,0,5,12438,0,0,0,0,0,134410,0,0,0,5
56,丧钟镇,0,0,0,0,0,0,0,0,0,1,12438,0,0,0,0,0,0,0,0,0,5
57,红云台地,0,0,0,0,0,0,0,0,0,11,12436,0,0,0,0,0,0,0,0,0,6
58,阿彻鲁斯：黑锋要塞,0,0,0,0,0.09,0,0,0.12,0,6,12420,0,0,0,0,0,0,0,0,0,6
59,阿彻鲁斯：黑锋要塞,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,7
60,诺莫瑞根,0,0,0,0,0,0,0,0,0,3,12424,131761,132614,0,0,133580,0,0,0,0,7
61,回音群岛,0,0,0,0,0,0,0,0,0,1,12437,0,0,0,0,0,0,0,0,0,8
62,阿彻鲁斯：黑锋要塞,-2,1.9,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0.2,0,22
63,吉尔尼斯城,0,0,0,0,0,0,0,0,0,11,12449,129374,0,0,0,0,0,0,0,0,22
64,吉尔尼斯城,0,0,0,0,0,0,0,0,0,3,12449,131761,132614,0,0,133608,0,0,0,0,22
65,吉尔尼斯城,0,0,0,0,0,0,0,0,0,8,12449,0,0,0,0,0,0,0,0,0,22
66,吉尔尼斯城,0,0,0,0,0,0,0,0,0,4,12449,0,0,0,0,0,0,0,0,0,22
67,回音群岛,0,0,0,0,0,0,0,0,0,8,12437,0,0,0,0,0,0,0,0,0,8
68,北郡山谷,0,0,0,0,0,0,0,0,0,5,12427,0,0,0,0,0,0,0,0,0,1
69,锈水码头,0,0,0,0,0,0,0,0,0,1,12425,0,0,0,0,0,0,0,0,0,9
70,北郡山谷,0,0,0,0,0,0,0,0,0,3,12427,0,0,0,0,133510,0,0,0,0,1
71,红云台地,0,0,0,0,0,0,0,0,0,2,12436,0,0,0,0,0,0,0,0,0,6
72,红云台地,0,0,0,0,0,0,0,0,0,5,12436,0,0,0,0,0,134410,0,0,0,6
73,寒脊山谷,0,0,0,0,0,0,0,0,0,7,12423,0,0,0,0,0,132522,0,0,0,3
74,回音群岛,0,0,0,0,0,0,0,0,0,11,12437,0,0,0,0,0,0,0,0,0,8
75,诺莫瑞根,0,0,0,0,0,0,0,0,0,5,12424,0,0,0,0,0,0,0,0,0,7
76,幽影谷,0,0,0,0,0,0,0,0,0,8,12433,0,0,0,0,0,0,0,0,0,4
77,试炼谷,0,0,0,0,0,0,0,0,0,8,12434,134112,0,0,0,0,0,0,0,0,2
78,丧钟镇,0,0,0,0,0,0,0,0,0,3,12438,131761,132614,0,0,133571,0,0,0,0,5
79,吉尔尼斯城,0,0,0,0,0,0,0,0,0,5,12449,0,0,0,0,0,0,0,0,0,22
80,诺莫瑞根,0,0,0,0,0,0,0,0,0,10,12424,0,0,0,0,0,0,0,0,0,7
81,幽影谷,0,0,0,0,0,0,0,0,0,10,12433,0,0,0,0,0,0,0,0,0,4
82,逐日岛,0,0,0,0,0,0,0,0,0,10,12422,0,0,0,0,0,0,0,0,0,10
83,试炼谷,0,0,0,0,0,0,0,0,0,10,12434,0,0,0,0,0,0,0,0,0,2
84,红云台地,0,0,0,0,0,0,0,0,0,10,12436,0,0,0,0,0,0,0,0,0,6
85,回音群岛,0,0,0,0,0,0,0,0,0,10,12437,0,0,0,0,0,0,0,0,0,8
86,丧钟镇,0,0,0,0,0,0,0,0,0,10,12438,0,0,0,0,0,0,0,0,0,5
87,尚喜习武场,0,0,0,0,0,0,0,0,0,10,12435,0,0,0,0,0,0,0,0,0,24
88,尚喜习武场,0,0,0,0,0,0,0,0,0,3,12435,131761,132614,0,0,133585,0,0,0,0,24
89,尚喜习武场,0,0,0,0,0,0,0,0,0,8,12435,0,0,0,0,0,0,0,0,0,24
90,尚喜习武场,0,0,0,0,0,0,0,0,0,5,12435,0,0,0,0,0,134410,0,0,0,24
91,尚喜习武场,0,0,0,0,0,0,0,0,0,4,12435,0,0,0,0,0,0,0,0,0,24
92,尚喜习武场,0,0,0,0,0,0,0,0,0,7,12435,0,0,0,0,0,132523,0,0,0,24
93,尚喜习武场,0,0,0,0,0,0,0,0,0,1,12435,0,0,0,0,0,0,0,0,0,24
94,逐日岛,0,0,0,0,0,0,0,0,0,3,12422,0,0,0,0,133579,0,0,0,0,10
95,幽影谷,0,0,0,0,0,0,0,0,0,5,12433,0,0,0,0,0,0,0,0,0,4
96,北郡山谷,0,0,0,0,0,0,0,0,0,4,12427,0,0,0,0,0,0,0,0,0,1
97,寒脊山谷,0,0,0,0,0,0,0,0,0,9,12423,0,0,0,0,0,0,0,0,0,3
98,回音群岛,0,0,0,0,0,0,0,0,0,9,12437,0,0,0,0,0,0,0,0,0,8
99,逐日岛,0,0,0,0,0,0,0,0,0,1,12422,0,0,0,0,0,0,0,0,0,10
100,吉尔尼斯城,0,0,0,0,0,0,0,0,0,9,12449,0,0,0,0,0,134079,0,0,0,22
101,吉尔尼斯城,0,0,0,0,0,0,0,0,0,1,12449,132939,132938,0,0,0,0,0,0,0,22
102,阿彻鲁斯：黑锋要塞,0,0,0,0,0,0,0,0,0,6,12420,0,0,0,0,0,0,0,0,0,9
103,锈水码头,0,0,0,0,0,0,0,0,0,3,12425,131761,132614,0,0,133610,0,0,0,0,9
104,锈水码头,0,0,0,0,0,0,0,0,0,8,12425,0,0,0,0,0,0,0,0,0,9
105,锈水码头,0,0,0,0,0,0,0,0,0,5,12425,0,0,0,0,0,134410,0,0,0,9
106,锈水码头,0,0,0,0,0,0,0,0,0,4,12425,0,133196,0,0,0,0,0,0,0,9
107,锈水码头,0,0,0,0,0,0,0,0,0,7,12425,0,0,0,0,0,132546,0,0,0,9
108,锈水码头,0,0,0,0,0,0,0,0,0,9,12425,0,0,0,0,0,0,0,0,0,9
109,伊利达雷据点,0,0,0,0,0,0,0,0,0,12,12419,0,0,0,0,0,0,0,0,0,4
110,伊利达雷据点,0,0,0,0,0,0,0,0,0,12,12419,0,0,0,0,0,0,0,0,0,10
111,雷霆图腾,0,0,0,0,0,0,0,0,0,1,12426,0,0,0,0,0,0,0,0,0,28
112,泰洛古斯裂隙,0,0,0,0,0,0,0,0,0,3,12439,0,0,0,0,133614,0,0,0,0,29
113,泰洛古斯裂隙,0,0,0,0,0,0,0,0,0,8,12439,0,0,134112,0,0,0,0,0,0,29
114,泰洛古斯裂隙,0,0,0,0,0,0,0,0,0,10,12439,0,0,0,0,0,0,0,0,0,29
115,泰洛古斯裂隙,0,0,0,0,0,0,0,0,0,5,12439,0,0,0,0,0,0,0,0,0,29
116,泰洛古斯裂隙,0,0,0,0,0,0,0,0,0,4,12439,0,0,0,0,0,0,0,0,0,29
117,泰洛古斯裂隙,0,0,0,0,0,0,0,0,0,1,12439,0,0,0,0,0,0,0,0,0,29
118,维迪卡尔,0,0,0,0,0,0,0,0,0,3,12429,131761,132614,0,0,133625,0,0,0,0,30
119,维迪卡尔,0,0,0,0,0,0,0,0,0,8,12429,0,0,0,0,0,0,0,0,0,30
120,维迪卡尔,0,0,0,0,0,0,0,0,0,1,12429,0,0,0,0,0,0,0,0,0,30
121,维迪卡尔,0,0,0,0,0,0,0,0,0,2,12429,0,0,0,0,0,0,0,0,0,30
122,雷霆图腾,0,0,0,0,0,0,0,0,0,3,12426,0,0,0,0,133612,0,0,0,0,28
123,泰洛古斯裂隙,0,0,0,0,0,0,0,0,0,9,12439,0,0,0,0,0,0,0,0,0,29
124,暗夜要塞,0,0,0,0,0,0,0,0,0,8,12432,0,0,0,0,0,0,0,0,0,27
125,暗夜要塞,0,0,0,0,0,0,0,0,0,3,12432,0,0,0,0,133627,0,0,0,0,27
126,暗夜要塞,0,0,0,0,0,0,0,0,0,10,12432,0,0,0,0,0,0,0,0,0,27
127,暗夜要塞,0,0,0,0,0,0,0,0,0,5,12432,0,0,0,0,0,134410,0,0,0,27
128,暗夜要塞,0,0,0,0,0,0,0,0,0,4,12432,0,133196,0,0,0,0,0,0,0,27
129,暗夜要塞,0,0,0,0,0,0,0,0,0,9,12432,0,0,0,0,0,0,0,0,0,27
130,暗夜要塞,0,0,0,0,0,0,0,0,0,1,12432,0,0,0,0,0,0,0,0,0,27
131,雷霆图腾,0,0,0,0,0,0,0,0,0,11,12426,0,0,0,0,0,0,0,0,0,28
132,雷霆图腾,0,0,0,0,0,0,0,0,0,7,12426,0,0,0,0,0,132560,0,0,0,28
133,黑石深渊,0,0,0,0,0,0,0,0,0,4,12418,0,0,0,0,0,0,0,0,0,34
134,荣誉谷,0,0,0,0,0,0,0,0,0,7,12430,0,0,0,0,0,132562,0,0,0,36
135,黑石深渊,0,0,0,0,0,0,0,0,0,7,12418,0,0,0,0,0,132556,0,0,0,34
136,黑石深渊,0,0,0,0,0,0,0,0,0,9,12418,0,0,0,0,0,0,0,0,0,34
137,雷霆图腾,0,0,0,0,0,0,0,0,0,10,12426,0,0,0,0,0,0,0,0,0,28
138,荣誉谷,0,0,0,0,0,0,0,0,0,1,12430,132937,132938,128667,132581,0,0,0,0,0,36
139,黑石深渊,0,0,0,0,0,0,0,0,0,1,12418,0,0,0,0,0,0,0,0,0,34
140,荣誉谷,0,0,0,0,0,0,0,0,0,3,12430,0,0,0,0,133513,0,0,0,0,36
141,黑石深渊,0,0,0,0,0,0,0,0,0,3,12418,131761,132614,0,0,133804,0,0,0,0,34
142,黑石深渊,0,0,0,0,0,0,0,0,0,8,12418,0,0,0,0,0,0,0,0,0,34
143,荣誉谷,0,0,0,0,0,0,0,0,0,8,12430,134112,0,0,0,0,0,0,0,0,36
144,黑石深渊,0,0,0,0,0,0,0,0,0,10,12418,0,0,0,0,0,0,0,0,0,34
145,荣誉谷,0,0,0,0,0,0,0,0,0,10,12430,0,0,0,0,0,0,0,0,0,36
146,黑石深渊,0,0,0,0,0,0,0,0,0,2,12418,0,0,0,0,0,0,0,0,0,34
147,荣誉谷,0,0,0,0,0,0,0,0,0,5,12430,0,0,0,0,0,134410,0,0,0,36
148,荣誉谷,0,0,0,0,0,0,0,0,0,4,12430,0,133196,0,0,0,0,0,0,0,36
149,达萨罗,0,0,0,0,0,0,0,0,0,1,12450,0,0,0,0,0,0,0,0,0,31
150,达萨罗,0,0,0,0,0,0,0,0,0,5,12450,0,0,0,0,0,134410,0,0,0,31
151,达萨罗,0,0,0,0,0,0,0,0,0,11,12450,0,0,0,0,0,0,0,0,0,31
152,达萨罗,0,0,0,0,0,0,0,0,0,4,12450,0,133196,0,0,0,0,0,0,0,31
153,达萨罗,0,0,0,0,0,0,0,0,0,8,12450,0,0,0,0,0,0,0,0,0,31
154,达萨罗,0,0,0,0,0,0,0,0,0,7,12450,0,0,0,0,0,132559,0,0,0,31
155,达萨罗,0,0,0,0,0,0,0,0,0,3,12450,0,0,0,0,133632,0,0,0,0,31
156,达萨罗,0,0,0,0,0,0,0,0,0,2,12450,0,0,0,0,0,0,0,0,0,31
157,达萨罗,0,0,0,0,0,0,0,0,0,10,12450,0,0,0,0,0,0,0,0,0,31
158,荣誉谷,0,0,0,0,0,0,0,0,0,1,12440,0,0,0,0,0,0,0,0,0,35
159,麦卡贡市,0,0,0,0,0,0,0,0,0,1,12431,0,0,0,0,0,0,0,0,0,37
160,伯拉勒斯,0,0,0,0,0,0,0,0,0,11,12428,0,0,0,0,0,0,0,0,0,32
161,伯拉勒斯,0,0,0,0,0,0,0,0,0,3,12428,0,0,0,0,133834,0,0,0,0,32
162,伯拉勒斯,0,0,0,0,0,0,0,0,0,8,12428,0,0,0,0,0,0,0,0,0,32
163,伯拉勒斯,0,0,0,0,0,0,0,0,0,10,12428,0,0,0,0,0,0,0,0,0,32
164,伯拉勒斯,0,0,0,0,0,0,0,0,0,5,12428,0,0,0,0,0,0,0,0,0,32
165,伯拉勒斯,0,0,0,0,0,0,0,0,0,4,12428,0,0,0,0,0,0,0,0,0,32
166,伯拉勒斯,0,0,0,0,0,0,0,0,0,7,12428,0,0,0,0,0,132533,0,0,0,32
167,荣誉谷,0,0,0,0,0,0,0,0,0,4,12440,0,133196,0,0,0,0,0,0,0,35
168,麦卡贡市,0,0,0,0,0,0,0,0,0,4,12431,0,0,0,0,0,0,0,0,0,37
169,荣誉谷,0,0,0,0,0,0,0,0,0,10,12440,0,0,0,0,0,0,0,0,0,35
170,麦卡贡市,0,0,0,0,0,0,0,0,0,10,12431,0,0,0,0,0,0,0,0,0,37
171,荣誉谷,0,0,0,0,0,0,0,0,0,3,12440,0,0,0,0,133836,0,0,0,0,35
172,伯拉勒斯,0,0,0,0,0,0,0,0,0,1,12428,0,0,0,0,0,0,0,0,0,32
173,麦卡贡市,0,0,0,0,0,0,0,0,0,3,12431,131761,132614,0,0,133833,0,0,0,0,37
174,荣誉谷,0,0,0,0,0,0,0,0,0,5,12440,0,0,0,0,0,134410,0,0,0,35
175,荣誉谷,0,0,0,0,0,0,0,0,0,8,12440,0,0,0,0,0,0,0,0,0,35
176,麦卡贡市,0,0,0,0,0,0,0,0,0,8,12431,0,0,0,0,0,0,0,0,0,37
177,荣誉谷,0,0,0,0,0,0,0,0,0,9,12440,0,0,0,0,0,0,0,0,0,35
178,麦卡贡市,0,0,0,0,0,0,0,0,0,9,12431,0,0,0,0,0,0,0,0,0,37
179,荣誉谷,0,0,0,0,0,0,0,0,0,7,12440,0,0,0,0,0,132561,0,0,0,35
180,冰封王座,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,34
181,冰封王座,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,28
182,冰封王座,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,32
183,冰封王座,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,30
184,冰封王座,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,36
185,冰封王座,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,37
186,冰封王座,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,27
187,冰封王座,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,25
188,冰封王座,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,26
189,冰封王座,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,29
190,冰封王座,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,35
191,冰封王座,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,31
192,维迪卡尔,0,0,0,0,0,0,0,0,0,5,12429,0,0,0,0,0,0,0,0,0,30
193,黑石深渊,0,0,0,0,0,0,0,0,0,5,12418,0,0,0,0,0,0,0,0,0,34
194,麦卡贡市,0,0,0,0,0,0,0,0,0,5,12431,0,0,0,0,0,0,0,0,0,37
195,冰封王座,0,0,0,0,0,0,0,0,0,6,12421,0,0,0,0,0,0,0,0,0,24
196,,0,0,0,0,0,0,0,0,0,3,0,131761,132614,0,0,133585,0,0,0,0,25
197,,0,0,0,0,0,0,0,0,0,3,0,131761,132614,0,0,133585,0,0,0,0,26
198,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25
199,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26
200,,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,25
201,,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,26
202,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,134410,0,0,0,25
203,,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,134410,0,0,0,26
204,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25
205,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26
206,,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,132523,0,0,0,25
207,,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,132523,0,0,0,26
208,,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,25
209,,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,26
210,禁忌离岛,0,0,0,0,0,0,0,0,0,13,12427,0,0,0,0,0,0,0,0,0,52
211,禁忌离岛,0,0,0,0,0,0,0,0,0,13,12427,0,0,0,0,0,0,0,0,0,70
212,锈水码头,0,0,0,0,0,0,0,0,0,10,12425,0,0,0,0,0,0,0,0,0,9
213,吉尔尼斯城,0,0,0,0,0,0,0,0,0,10,12449,0,0,0,0,0,0,0,0,0,22
214,维迪卡尔,0,0,0,0,0,0,0,0,0,10,12429,0,0,0,0,0,0,0,0,0,30
215,雷霆图腾,0,0,0,0,0,0,0,0,0,8,12426,134112,0,0,0,0,0,0,0,0,28
216,红云台地,0,0,0,0,0,0,0,0,0,8,12436,134112,0,0,0,0,0,0,0,0,6
217,红云台地,0,0,0,0,0,0,0,0,0,4,12436,0,133196,0,0,0,0,0,0,0,6
218,雷霆图腾,0,0,0,0,0,0,0,0,0,4,12426,0,133196,0,0,0,0,0,0,0,28
219,维迪卡尔,0,0,0,0,0,0,0,0,0,4,12429,0,0,0,0,0,0,0,0,0,30
220,埃门谷,0,0,0,0,0,0,0,0,0,4,12417,0,133196,0,0,0,0,0,0,0,11
221,雷霆图腾,0,0,0,0,0,0,0,0,0,5,12426,0,0,0,0,0,0,0,0,0,28
222,试炼谷,0,0,0,0,0,0,0,0,0,5,12434,0,0,0,0,0,0,0,0,0,2
223,尚喜习武场,0,0,0,0,0,0,0,0,0,9,12435,0,0,0,0,0,0,0,0,0,25
224,尚喜习武场,0,0,0,0,0,0,0,0,0,9,12435,0,0,0,0,0,0,0,0,0,26
225,尚喜习武场,0,0,0,0,0,0,0,0,0,9,12435,0,0,0,0,0,0,0,0,0,24
226,红云台地,0,0,0,0,0,0,0,0,0,9,12436,0,0,0,0,0,0,0,0,0,6
227,伯拉勒斯,0,0,0,0,0,0,0,0,0,9,12428,0,0,0,0,0,0,0,0,0,32
228,维迪卡尔,0,0,0,0,0,0,0,0,0,9,12429,0,0,0,0,0,0,0,0,0,30
229,雷霆图腾,0,0,0,0,0,0,0,0,0,9,12426,0,0,0,0,0,0,0,0,0,28
230,荣誉谷,0,0,0,0,0,0,0,0,0,9,12430,0,0,0,0,0,0,0,0,0,36
231,达萨罗,0,0,0,0,0,0,0,0,0,9,12450,0,0,0,0,0,0,0,0,0,31
232,幽影谷,0,0,0,0,0,0,0,0,0,9,12433,0,0,0,0,0,0,0,0,0,4
233,埃门谷,0,0,0,0,0,0,0,0,0,9,12417,0,0,0,0,0,0,0,0,0,11
