Name_lang,Description_lang,Map[0],Map[1],ID,JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
寇伯拉斯,死亡之翼奴役了巨大的渦旋蟲寇伯拉斯，驅使牠挖出大量的源質，用來鑄造這條守護巨龍所需要的新鎧甲。然而，死亡之翼離開後，寇伯拉斯就脫離束縛，盲目而憤怒地肆虐著石岩之心的各處。,0.6297411,0.5973054,110,67,1056,1,2394,324,0,0,-1
岩革,由於其大地守護者的力量得到古神的增幅，死亡之翼輕易地讓地深之源裡的石龍成為暮光之錘的奴僕。這群生物中最有野心的一個就是岩革。岩革希望藉由摧毀任何膽敢進入石岩之心的生物，來獲得死亡之翼的寵信。,0.3702597,0.44760478,111,67,1059,2,2401,324,0,0,-1
歐茲魯克,從地深之源被創造以來，歐茲魯克就是石岩之心的守護者。沒有人知道為何歐茲魯克留在石岩之心，但顯然這名守護者現在認為任何反對死亡之翼的人都對地深之源是種威脅，並該遭到毀滅。,0.50499004,0.23053885,112,67,1058,3,2405,324,0,0,-1
高階祭司艾吉兒,高階祭司艾吉兒是少數在與暮光之錘教團的可怖主人聯繫之後還存活下來的人，儘管最終無法殘留多少心智。她將恐怖的意識灌輸給下層的教徒們，讓他們能在主人有令時毫不猶豫地犧牲自己。,0.5748506,0.38772452,113,67,1057,4,2411,324,0,0,-1
首相伊爾丹,伊爾丹在主子亞沙德的命令之下負責守衛漩渦尖塔，對抗任何膽敢入侵的地面居民。為了實踐她的責任，這名元素貴族獲得了控管雷和風的主力大軍的權力。,0.5499004,0.44760478,114,68,1043,1,2419,325,0,0,-1
艾塔伊洛斯,巨大的風暴翼龍艾塔伊洛斯依然毫不鬆懈地警戒著漩渦尖塔的懸浮平台。風暴的力量透過這個生物脈動著，而根據傳說，牠還控制著衝擊那座元素堡壘的風之波濤。,0.51996017,0.8218564,115,68,1041,2,2425,325,0,0,-1
『微風統治者』亞沙德,恐怖的元素亞沙德被奧拉基爾親自任命為漩渦尖塔的守護者。由於南風領主希亞梅特受到奈斐賽特的托維爾囚禁，亞沙德相信自己好好執行任務，就能升為風之議會的一員。,0.30039954,0.3802395,116,68,1042,3,2431,325,0,0,-1
胡薩姆將軍,泰坦們親自指派胡薩姆將軍擔任奧丹姆的首席守護者之一。在南風領主希亞梅特治癒了奈斐賽特的托維爾的血肉詛咒後，胡薩姆指揮發動了一場叛變，最終囚禁了那名風元素。,0.3752497,0.42514968,117,69,1052,1,2437,277,0,0,-1
鎖喉,在奈斐賽特針對希亞梅特的混沌暴亂中，俾格米侏儒奧各盜走了他在托維爾古城裡所能找到的一切寶藏。在他的族人之間，奧各因為他的狡詐和他兇殘的鱷魚寵物「鎖喉」而受人尊敬。,0.674651,0.724551,118,69,1054,2,2442,277,0,0,-1
高階預言者巴瑞姆,高階預言者巴瑞姆是奈斐賽特神聖的精神領袖。他和胡薩姆將軍一起團結了奈斐賽特同胞，對抗希亞梅特並囚禁了該名風元素。然而，某種黑暗力量仍然驅使著巴瑞姆和他的追隨者肆虐奧丹姆。,0.270459,0.657186,119,69,1053,3,2455,277,0,0,-1
希亞梅特,為奈斐賽特的托維爾淨化血肉詛咒，讓可怖的元素希亞梅特大耗能量。托維爾正是利用希亞梅特這脆弱的時刻，用魔法將他囚禁在他們歷經沙塵洗刷的古老城市的中心。,0.4151698,0.5523952,122,69,1055,4,2474,277,0,0,-1
神殿守護者安胡爾,在泰坦使用起源大廳的最後一段時光裡，神殿守護者安胡爾被賦予操控聖光所需的意志力。基於這種力量，他受命判斷進入起源大廳者是否擁有純潔之心。,0.5848307,0.62724555,124,70,1080,1,2489,297,0,0,-1
地怒者普塔,在地怒者普塔墓穴之外的沙地上，布滿了被安胡爾所淨化的生物屍骨。據說普塔能用自己的意志操弄這些屍體，用來對付成功逃過設施第一道防線的生物。,0.5,0.49251497,125,70,1076,2,2540,298,0,0,-1
安拉斐特,安拉斐特整修單位被創造來執行起源大廳內部的工作。如果這座設施受到外來存在污染，安拉斐特就會執行被設計來用一切必要手段毀滅入侵者的程式。,0.5598805,0.14071846,126,70,1075,3,2551,297,0,0,-1
伊希賽特，魔法造物,伊希賽特的任務是管理起源大廳所製造的秘法能源。傳說這具傀儡已因為自身對秘法的主宰能力和隨之而來的完美化而狂喜忘形。,0.31037956,0.5,127,70,1077,4,2555,299,0,0,-1
安姆內，生命造物,儘管被設計來將艾澤拉斯化解為最基本的元素，起源大廳裡的重塑系統也能創造新的生命。為了這個目的，安姆內這具傀儡負責管理流淌在整座設施之間的自然能源，確保在重新鑄造的艾澤拉斯上還有生命存在。,0.47504994,0.74700606,128,70,1074,5,2565,299,0,0,-1
賽特胥，毀滅造物,考量到起源大廳的功能，泰坦們認識到創造賽特胥的必要性。他是一具操控著毀滅之力的傀儡。如果賽特胥遭到腐化，結果將造成極度的災難。,0.63972116,0.49251497,129,70,1079,6,2666,299,0,0,-1
拉頡，太陽造物,拉頡管理一個既賦予又抽取他許多同類生命的能源。拉頡被視為他同類傀儡中最強大的一尊，擁有將上千顆太陽的狂怒釋放到艾澤拉斯之上的力量。,0.47504994,0.25299394,130,70,1078,7,2926,299,0,0,-1
昂布里斯將軍,當艾澤拉斯的勇士和他們的紅龍盟友進攻格瑞姆巴托的大門時，邪惡的昂布里斯將軍負責領導著堡壘中的教徒和暮光龍裔守衛。,0.40518978,0.6871258,131,0,0,1,29541,293,0,0,-1
鍛造大師瑟隆葛斯,身為暮光之錘的鐵匠，這名巨大的雙頭巨人十分渴望用他打造的盔甲和武器來殲滅入侵的敵人。,0.515,0.3,132,0,0,2,816,293,0,0,-1
德拉卡‧燃影者,這名暮光之錘的信差正在執行一項來自暮光堡壘的任務。如果有英雄能擊敗他的火焰爪牙，德拉卡將為艾澤拉斯的英雄們揭露一項毀滅的前兆。,0.6946116,0.19311368,133,0,0,3,3364,293,0,0,-1
伊魯達克斯，地獄公爵,死亡之翼派出了一名最強大的屬下來發掘一個已有數條強大紅龍犧牲性命來守衛的秘密。這名無面者將軍來自地深之源的巨大洞穴國度，將用下一世代的巨龍之力來消滅任何愚蠢到向他挑戰的敵人。,0.8562618,0.74700606,134,0,0,4,3374,293,0,0,-1
阿加羅斯,由於無法將龐大的深淵領主阿加羅斯放進達拉然的紫羅蘭堡的房室裡，祈倫托的法師沒有其他選擇，只有將這強大的惡魔禁閉在托巴拉德的底下。,0.8043925,0.6347306,139,75,1033,1,2602,282,0,2,15
歐庫薩,這名貪婪的惡魔逃出了牢籠，並設法進入監獄西側，吞噬了被關在那裡的所有居民。歐庫薩的暴食導致他的身體膨脹到無法逃離，該側的監獄成了他的新牢房。,0.15568893,0.6317773,140,75,1250,2,2605,282,0,2,15
風之議會,南風領主希亞梅特被奈斐賽特的托維爾囚禁之後，奧拉基爾的副官們就彼此競逐風之議會裡的權力真空。剩下的議會成員包括西風領主安蕭爾，其狂風能治療盟友或使敵人中毒;東風領主洛哈許，其風暴能將最堅韌的山脈磨為齎粉;以及北風領主涅茲爾，其冰冷暴風所能奪走的性命比其他各個風領主所能奪走的數量合在一起還多。,0.47504994,0.26047897,154,74,1035,1,3166,328,0,2,15
奧拉基爾,擁有過人智力與狡詐的『馭風者』奧拉基爾曾是古神旗下恐怖軍隊裡的首要戰術家。在大浩劫期間，他和死亡之翼結成聯盟，並使用他天神般的力量來對付許多和風元素為古老世仇的托維爾。,0.47504994,0.5,155,74,1034,2,3021,328,0,2,15
哈福斯‧破龍者,體內灌注了丘加利的超自然力量，雙頭巨人哈福斯‧破龍者捕捉巨龍，充當暮光之錘儀式所需的材料。為此，他甚至奴役了巨大的元龍來幫忙狩獵他長著龍翼的獵物。,0.5349303,0.19311368,156,72,1030,1,2959,294,0,2,15
瑟拉里恩和瓦莉歐娜,在魔法影響下瞬間成年，瑟拉里恩和瓦莉歐娜理當是一支新暮光龍族群的典範，要領導牠們的同族掃盡艾澤拉斯上的生命。然而，牠們卻將龐大的力量用到了無盡的鬥嘴和彼此戰鬥上。,0.53992033,0.7844312,157,72,1032,2,2994,294,0,2,15
卓越者議會,在最強大的暮光之錘教徒也被扭曲成元素生物後，卓越者議會的成員們早就遺忘了他們曾經只是凡人。他們在自己邪惡的聖所中，監督著新的飛昇候選人的遴選。,0.42514983,0.4550898,158,72,1028,3,3109,295,0,2,15
丘加利,在丘加利的控制之下，暮光之錘的獸人部族被轉變為著迷於古神及祂們的信使死亡之翼的嗜殺教團。與其黑暗主宰的進一步聯繫更是將丘加利的心神和肉體都扭曲到令人畏怖的程度。,0.73453194,0.7544911,167,72,1029,4,3165,295,0,2,15
賽絲特拉,身為死亡之翼的元配，賽絲特拉創造了最初的暮光龍，卻在之後被她創造出來的可怖存在給摧毀。如今，透過某種邪惡的魔法，賽絲特拉的軀殼得到復活，負責創造新的暮光龍雛。,0.49001998,0.34281433,168,72,1082,5,3226,296,0,2,12
全能魔像防衛系統,全能魔像防衛系統曾是黑鐵矮人最偉大的科技奇蹟。當奈法利安來到黑翼陷窟，他重設了離線的系統，將目的改定為殲滅任何入侵他實驗處所的敵人。,0.6546913,0.5748503,169,73,1027,1,3193,285,0,2,15
熔喉,黑鐵矮人是拉格納羅斯的追隨者，他們在數世紀之前從火源之界召喚出熔喉這條巨大的熔岩蟲。奈法利安將熔喉視為一大麻煩，但也開始喜歡上拿失敗的實驗品和僕人餵食這頭野獸的感覺。,0.27544948,0.5748503,170,73,1024,2,3310,285,0,2,15
亞特拉米德,亞特拉米德，或者說實驗體25463-D，是嘗試賦予黑龍族幼龍強化感知能力實驗的失敗產物。塗抹在幼龍身上的毒性藥膏奪走了牠的視力，強迫牠仰賴聲音和氣味來求生。如果亞特拉米德不是那麼邪惡的話...這也算是一齣悲劇吧。,0.47504994,0.32784426,171,73,1022,3,3072,286,0,2,15
奇瑪隆,可怖、醜陋、邪惡。殺了牠。,0.2455094,0.70209587,172,73,1023,4,3008,286,0,2,15
瑪洛里亞克,身為人類時，瑪洛里曾是個聰明的年輕鍊金師，直到他被奈法利安綁架，並被融合到一具龍人的屍體內為止。融合後的瑪洛里亞克是個智慧不及往日一分的笨拙僕役。,0.7145718,0.70209587,173,73,1025,5,2929,286,0,2,15
奈法利安的末路,死亡之翼之子奈法利安，因為他試圖用艾澤拉斯上各龍族的精華創造出炫彩龍族而聲名狼藉。在黑翼之巢殞命後，他又被死亡之翼復活，奉命繼續那項陰毒的工作。,0.48003995,0.70209587,174,73,1026,6,3276,286,0,2,15
高階祭司溫諾希斯,溫諾希斯原本的任務是去殺死哈卡，卻在被艾澤拉斯的英雄們殺死之前，遭到這名嗜殺之神的奴役。透過奪魂者的屬下們的努力，溫諾希斯從靈魂的世界被剝離出來，受命用他充滿劇毒的蛇族爪牙來保衛祖爾格拉布。,0.5099801,0.53742516,175,76,1178,1,2787,337,0,0,-1
血領主曼多基爾,聲名狼藉的血領主曼多基爾在多年前血頂食人妖們褻瀆了他的屍體之前就死於痛苦之中。據說曼多基爾又在荊棘谷的叢林現身了，並利用血頂酋長甘祖拉恩的屍體作為他邪惡靈魂的宿體。,0.60479087,0.7994013,176,76,1179,2,2610,337,0,0,-1
狂性儲納所:格里雷克,在狂性儲納所裡的靈魂包含了格里雷克，一名被神靈剝奪回復能力的凶暴食人妖;雷納塔基，惡名昭彰的殘暴戰士;哈札拉爾，受恐怖未來折磨的預言者;以及烏蘇雷，渾身充滿風暴力量的強大戰士。,0.599801,0.462575,177,76,788,3,2504,337,0,0,-1
狂性儲納所:哈札拉爾,在狂性儲納所裡的靈魂包含了格里雷克，一名被神靈剝奪回復能力的凶暴食人妖;雷納塔基，惡名昭彰的殘暴戰士;哈札拉爾，受恐怖未來折磨的預言者;以及烏蘇雷，渾身充滿風暴力量的強大戰士。,0.6367,0.462575,178,76,788,4,3508,337,0,0,-1
狂性儲納所:雷納塔基,在狂性儲納所裡的靈魂包含了格里雷克，一名被神靈剝奪回復能力的凶暴食人妖;雷納塔基，惡名昭彰的殘暴戰士;哈札拉爾，受恐怖未來折磨的預言者;以及烏蘇雷，渾身充滿風暴力量的強大戰士。,0.599801,0.51497,179,76,788,5,2501,337,0,0,-1
狂性儲納所:烏蘇雷,在狂性儲納所裡的靈魂包含了格里雷克，一名被神靈剝奪回復能力的凶暴食人妖;雷納塔基，惡名昭彰的殘暴戰士;哈札拉爾，受恐怖未來折磨的預言者;以及烏蘇雷，渾身充滿風暴力量的強大戰士。,0.601905,0.414711,180,76,788,6,2498,337,0,0,-1
高階祭司基爾娜拉,高階祭司阿洛克被殺死之後，獵豹之靈比塞克選擇了她的姊妹基爾娜拉擔任她新的凡軀勇士。為了支援近來在古拉巴什和贊達拉部族之間達成的盟約，基爾娜拉放出了兇猛的獵豹爪牙，襲擊區域內措手不及的居民們。,0.48003995,0.20059872,181,76,1180,7,2692,337,0,0,-1
贊吉爾,因為將食人妖同胞轉化為喪失心智的奴隸而遭到流放的贊吉爾，最近因為破神者金度的提議，在古拉巴什部族裡取得了一席之地。條件是他得負責擴張祖爾格拉布的軍力。眾所週知，他充滿毒性的靈藥甚至能將死者從墳墓中喚起。,0.31733844,0.24550891,184,76,1181,8,2508,337,0,0,-1
破神者金度,在祖爾格拉布被擊敗後，金度的靈魂因為他實踐哈卡的意志失敗而飽受折磨。近來，金度找到某種方法返回這世界，並奴役了奪魂者。藉由這名神祇的恐怖力量，金度企圖恢復古拉巴什帝國往日的光榮。,0.48502997,0.39520955,185,76,1182,9,2899,337,0,0,-1
阿奇爾森,作為前任的阿曼尼部族薩滿，阿奇爾森在與風元素連攜時擁有獨特的超自然能力。這項天賦受到妖術領主瑪拉克雷斯的注意。而他也理所當然地成為了食人妖雄鷹神的宿主。,0.35528967,0.23053885,186,77,1189,1,2521,333,0,0,-1
納羅拉克,由於他在戰場上的恐怖暴怒和兇殘力量，妖術領主瑪拉克雷斯將納羅拉克視為承載熊神精華的最理想容器。,0.40518978,0.7739929,187,77,1190,2,2867,333,0,0,-1
賈納雷,龍鷹是用銳爪撕裂敵人的敏捷掠食者。這種思維和攻擊方式相當受到賈納雷這名擁有頂尖技巧的阿曼尼部族盜賊喜愛。,0.55489045,0.7095809,188,77,1191,3,2621,333,0,0,-1
哈拉齊,艾澤拉斯的山貓是用爪牙撕碎獵物的兇狠獵人。妖術領主瑪拉克雷斯就是因此想到，應該將山貓神的精華封印到部族中最偉大的獵人體內。,0.5848307,0.23802388,189,77,1192,4,2804,333,0,0,-1
妖術領主瑪拉克雷斯,身為傳說中阿曼尼部族幾代以來最令人畏懼的巫醫，妖術領主瑪拉克雷斯完成了無人膽敢想像的工作，將幾名強大食人妖動物神的精華封印在他們最強壯的勇士體內...並且將最黑暗的那名神祇留給了自己。,0.7145718,0.5299401,190,77,1193,5,2706,333,0,0,-1
達卡拉,為了填補前任督軍祖爾金死後留下的權力真空，殘餘的阿曼尼部族食人妖選擇他們最敬愛的勇士，無敵的達卡拉，來恢復他們失去的光榮。,0.90419334,0.5299401,191,77,1194,6,2875,333,0,0,-1
貝絲堤拉克,身為燼網蜘蛛的族母，貝絲堤拉克和她殘忍的子嗣們藉由吸食元素屍體中的熔岩和火焰來滿足牠們的食慾。為了給孩子們補充營養，貝絲堤拉克以灼熱的蛛網在整個巢穴內編織出複雜的網絡，藉此捕捉粗心大意的獵物。,0.21057922,0.32784426,192,78,1197,1,20826,367,0,0,-1
萊爾利斯領主,萊爾利斯，誕生自鑄造了艾澤拉斯的原始火焰，是當前存在的最古老元素之一。他創造了火源之界裡的新元素。他將泰坦們重新安置他的行為視為極度的傲慢，並依然因此對泰坦們抱持著熾烈的仇恨。,0.65369326,0.7500001,193,78,1204,2,20812,367,0,0,-1
艾里絲拉卓,當拉格納羅斯的部隊湧入海加爾山時，綠龍艾里絲拉背叛了她的盟友，幫忙解放了大德魯伊叛徒范達爾‧鹿盔。作為獎勵，她得到火焰的淨化，重生成一隻令人畏懼的火鷹。,0.6437137,0.38023955,194,78,1206,3,20817,367,0,0,-1
夏諾克斯,喚焰者是火源之界最恐怖的元素守衛，身為其中一員的夏諾克斯當然也不例外。身為拉格納羅斯的獵人頭子和首席地獄犬訓練師，夏諾克斯巡邏著元素界域時會帶著最兇惡的兩頭野獸，也就是裂軀和怒面。,0.49301347,0.44311342,195,78,1205,4,20808,367,0,0,-1
巴勒羅克，守門人,巴勒羅克在古艾澤拉斯的元素戰爭中贏得殘忍戰士的評價。由於被囚禁在火源之界，他的理智日漸縮減。很少有元素膽敢去打擾巴勒羅克，惟恐自己成為他戰鬥狂熱下的犧牲者。,0.4950096,0.3098805,196,78,1200,5,20822,367,0,0,-1
管理者鹿盔,在流沙之戰中失去愛子瓦爾斯坦，徹底擊垮了范達爾‧鹿盔的靈魂。被拉格納羅斯任命為火源之界的新任管理者(取代了已故的管理者埃克索圖斯)和火焰德魯伊的領袖之後，范達爾寧願毀滅艾澤拉斯，也不願活在一個沒有他愛子的世界裡。,0.5099801,0.72455096,197,78,1185,6,20830,369,0,0,-1
拉格納羅斯,鍛造出艾澤拉斯的原初獄火，其毀滅與狂怒的化身就是火源之界的領主，炎魔拉格納羅斯。拉格納羅斯意圖藉由焚毀諾達希爾的世界之樹來滿足古神，好爭取到能在不受奈普圖隆和瑟拉贊恩干擾的情況下，將艾澤拉斯化為火海的機會。,0.507502,0.15383,198,78,1203,7,20834,369,0,0,-1
泰蘭妲的回音,曾是夜精靈的領袖與伊露恩的高階女祭司，泰蘭妲‧語風那飽受時光所扭曲的一部分現在徘徊在艾澤拉斯虛無的未來世界裡。在無盡的黑夜籠罩下，伊露恩溫暖的光輝已不復在。,0.515514,0.433775,283,184,1884,4,3667,405,0,0,-1
珍娜的回音,珍娜‧普勞德摩爾飽受折磨的片段被分裂開來並灌注在她法杖的碎片中。若要恢復時間之道原有的平衡，就得擊敗這個回音。然而，成為時光毀滅的幽靈之後，這位曾經光榮的塞拉摩統治者所擁有的毀滅性魔法力量幾乎絲毫無損。在未來的艾澤拉斯，她只不過是分散四處並靜靜地等待著...,0.495389,0.660817,285,184,1883,2,3641,402,0,0,-1
姆多茲諾,姆多茲諾原本是守護巨龍『永恆之王』諾茲多姆，現在居住在時空之外的地方。在泰坦顯示給他看過自己死亡的情景後，痛苦的諾茲多姆被上古之神誘騙，想要推翻自己死亡的事實。結果，諾茲多姆粉碎了時間之道，並創造了恆龍軍團...嚴重地危害了艾澤拉斯的未來。,0.484811,0.323013,289,184,1271,5,3675,406,0,0,-1
佩洛薩恩,"佩洛薩恩就像是他的那些精靈貴族同伴一樣，發誓要向薩維斯效忠，以換取統治的權力。

身為一個惡魔魔法大師以及承受薩特詛咒之人，佩洛薩恩站在艾薩拉宮殿外守護燃燒軍團，準備好摧毀那 些想要干擾黑暗泰坦、薩格拉斯進入艾澤拉斯大門的不速之客。",0.237485,0.482577,290,185,1272,1,4164,398,0,0,-1
艾薩拉女王,雖然已有無數的詩賦讚美著艾薩拉女王的美麗、莊嚴和力量，可是這位精靈貴族在虛榮心的驅使下召喚燃燒軍團。現在她監督著手下最信任的法師去開啟傳送門，甘願犧牲無數手下，準備透過這道門將黑暗泰坦薩格拉斯帶入艾澤拉斯。,0.463389,0.369625,291,185,1273,2,3968,398,0,0,-1
瑪諾洛斯與瓦羅森,瓦羅森，是艾薩拉女王親衛軍的首領;『深淵領主』瑪諾洛斯將以其血腐化獸人全族，他們是守護薩格拉斯進入艾澤拉斯的最後防線。雖然泰蘭妲和伊利丹也英勇的戰至此刻，然而艾澤拉斯的命運仍會在此永恆之井之旁接受裁決。,0.873028,0.482577,292,185,1274,3,3684,398,0,0,-1
魔寇,能量最強大的元素仍在死亡之翼的氅下，魔寇曾只是個默默的守護者，但如今竟相信只有艾澤拉斯滅亡才能換取他的平靜。魔寇的暴起危及了龍眠神殿的存在，而龍眠神殿正是艾澤拉斯在暮光之時中能否存續的最後希望。,0.503996,0.692524,311,187,1292,1,3879,409,0,0,-1
『暴風守縛者』哈甲拉,哈甲拉是被遺忘者的第一個秘法魔法學生，而且雖然很晚才開始學習但展現出驚人的潛力。可是哈甲拉不守紀律，頻頻嘗試奴役元素，結果導致靈魂遭到世界領主奧拉基爾所束縛扭曲。現在，身為少數效忠於暮光之錘的薩滿，哈甲拉為她的元素主子束縛其他可憐的受害者。,0.527504,0.520451,317,187,1296,4,3912,412,0,0,-1
死亡之翼的脊椎,當死亡之翼第一次引導巨龍之魂的力量來對抗其他軍團，其所釋放出的龐大能量差點把他撕裂。不過他沒有因此拋棄這項利器，反而在鱗片黏上合金鎧甲讓身體更加穩固，可是鎧甲經過源質強化反而成為他的致命要害。,0.332117,0.852587,318,187,1291,7,4050,414,0,0,-1
阿奇里森,部落與聯盟對暮光之錘發動的攻擊消滅了此邪教許多可怕的元素卓越者。阿奇里森是其中的例外，這位可怖的寒冰卓越者奉命殺掉索爾並奪回巨龍之魂。若這位扭曲的元素成功了，死亡之翼引領暮光之時將勢在必行。,0.567376,0.277179,322,186,1337,1,3942,399,0,0,-1
希瓦娜斯的回音,生成於粉碎的時間之道，幽閉在晶紅龍殿，被遺忘者領袖的瘋狂碎片，希瓦娜斯‧風行者，不安地等待著。喪失一切而且無法找到平靜，這個飽受折磨的回音，渴望有個機會去釋放她的黑暗憤怒在這貧瘠、時光扭曲的荒蕪之地上還活著的任何東西。,0.559097,0.392068,323,184,1882,3,3955,403,0,0,-1
督軍松奧茲,很久很久以前，督軍松奧茲與他的士兵對克蘇恩與尤格薩倫的軍隊進行永無止境的戰爭。千年過去了，這位督軍仍侍奉古神恩若司的渾沌力量。現在死亡之翼派出這位傳說中的無面者來殲滅龍眠神殿的防衛者。,0.509638,0.530325,324,187,1294,2,3970,410,0,0,-1
