ID,Text_lang,SortIndex,Min_level,Max_level,ContentTuningID
399,|cffffd100小提示：|r在最高等級時完成任務將以額外的金幣代替經驗值做為獎勵。,64,50,60,0
403,|cffffd100小提示：|r按下B鍵可以一次打開所有的背包。,65,20,49,0
404,|cffffd100小提示：|r與其他玩家互動時厚道一點友誼才能細水長流！,156,0,0,0
405,|cffffd100小提示：|r沿著路走你就不易與閒晃的怪物正面交鋒。,42,5,49,0
406,|cffffd100小提示：|r 使用地城搜尋器，可快速進入5人地城展開冒險。,28,15,49,0
407,|cffffd100小提示：|r帶你的朋友到艾澤拉斯，不過也別忘了和他們到艾澤拉斯外面看看。,66,0,0,0
409,|cffffd100小提示：|r如果你讓郵箱保持在空的狀態，郵件圖示將讓你知道何時有新郵件進來！,67,0,0,0
410,|cffffd100小提示：|r永遠不要透露你的帳號資料給其他玩家。,68,0,0,0
411,|cffffd100小提示：|r與他人共同使用一個帳號會危害其安全性。,35,0,0,0
419,|cffffd100小提示：|r 生命力長條為灰色的怪物已經是別人的獵物，殺死牠無法獲得任何的經驗值或戰利品。,70,10,59,0
422,|cffffd100小提示：|r你可以點擊小地圖右上角的地圖按鈕或者按「M」鍵以打開地圖介面。,72,1,20,0
423,|cffffd100小提示：|r 高等級的地城可切換成傳奇難度，無法使用地城搜尋器進入，但勇敢挑戰的冒險者會得到崇高的獎賞！,73,60,250,0
426,|cffffd100小提示：|r使用地城搜尋器時，你可以直接傳送進入你所選的地城。如果沒有，你可以利用地城集合石來召喚不在場的隊伍成員。,77,25,250,0
427,|cffffd100小提示：|r帳號管理畫面的家長監護選項提供了工具選項來幫助你管理遊戲時間。,78,10,250,0
428,|cffffd100小提示：|r按住<Shift>鍵並點擊世界任務以同時追蹤多個任務。,79,60,60,0
429,|cffffd100小提示：|r你可以先放棄任務紀錄中標示(失敗)的任務再向任務給予者重新取得該任務。,80,20,59,0
430,|cffffd100小提示：|r在加入隊伍時查看任務紀錄，出現在任務旁的數字代表有幾位隊友也接下了該任務。,81,40,250,0
431,|cffffd100小提示：|r當處於團隊中時，你無法進行(團隊)任務以外的任務。,82,50,250,0
432,|cffffd100小提示：|r你不能取消在拍賣場的競標，所以請小心出價。,83,30,250,0
434,|cffffd100小提示：|r郵件在消失之前最久可保存30天。,85,40,250,0
435,|cffffd100小提示：|r你可以去主要城市找塑形者幫你變換護甲和武器的外觀。,86,40,250,0
438,|cffffd100小提示：|r你可以用買回鍵重新購買最近賣給商人的物品。,88,10,250,0
439,|cffffd100小提示：|r隊伍的隊長可以用右鍵點擊自己的頭像，從清單中選擇重置副本或調整地城難度。,89,50,250,0
440,|cffffd100小提示：|r你可以隨時向任何一位旅店老闆索取新的爐石。,90,10,250,0
442,|cffffd100小提示：|r玩家無法閃躲、招架或格擋來自於背後的攻擊。,92,30,250,0
444,|cffffd100小提示：|r你可以在插槽介面中插入新的寶石來取代原先已插入裝備插槽中的寶石。,93,40,250,0
446,|cffffd100小提示：|r同一時間內你只能擁有一種作戰藥劑和一種守護藥劑的效果。,95,50,250,0
447,|cffffd100小提示：|r當你將游標移到一件物品上時，你可以按住<Shift>鍵，和目前裝備的物品進行比較。,96,40,250,0
448,|cffffd100小提示：|r你在每個伺服器中最多可以擁有18個角色，而所有伺服器的總和角色上限為50個。,97,250,250,0
449,|cffffd100小提示：|r你可以重複使用先前輸入的訊息。首先按下Enter鍵，然後使用Alt + ↑鍵來挑選你之前輸入過的訊息。,98,40,250,0
450,|cffffd100小提示：|r大部分的坐騎與寵物都由整個戰隊共享。,101,30,250,0
451,|cffffd100小提示：|r感謝你加入《魔獸世界》！你最棒了！,102,10,250,0
452,|cffffd100小提示：|r 殺死敵對陣營的玩家可提高榮譽等級，解鎖威望的外觀獎勵！,103,20,250,0
453,|cffffd100小提示：|r 等級30級的角色可學習使用飛行坐騎。,108,20,59,0
454,|cffffd100小提示：|r完成某些成就可能會得到獨特的非戰鬥物品做為獎勵。,109,40,250,0
456,|cffffd100小提示：|r 對生物造成傷害或治療時會對生物產生「威脅值」。多數的生物會攻擊對其威脅值最高的玩家。身為坦克角色的玩家會額外產生威脅值，會吸引敵人的攻擊。,111,15,59,0
457,|cffffd100小提示：|r傳奇難度地城是和朋友展開史詩(甚至傳說)冒險的最佳方式！,112,250,250,0
458,|cffffd100小提示：|r 想要試玩某個某個職業嗎？試著創建職業試玩角色，看看喜不喜歡吧！,113,60,70,0
459,|cffffd100小提示：|r許多城鎮都有美容沙龍可以讓你重新設計你的角色外觀，而且完全免費！,114,40,250,0
460,|cffffd100小提示：|r召集朋友加入魔獸世界能讓你和你的朋友都獲得獎勵。,115,20,250,0
461,|cffffd100小提示：|r物品等級需達一定標準後才能透過地城搜尋器進入英雄模式地城。但只要整個隊伍都是好友就不必受此限制。,117,60,250,0
462,|cffffd100小提示：|r許多任務獎勵都有機會進一步提升品質，威力變得更強。,116,20,250,0
464,|cffffd100小提示：|r你可以利用行事曆查詢即將到來的節日，或者安排與公會、社群或朋友一同進行的活動。,99,40,250,0
465,|cffffd100小提示：|r 你可以用右鍵點擊小地圖下方的時鐘，以設定鬧鐘或顯示碼錶。,100,20,250,0
466,|cffffd100小提示：|r當你孤身一人奔馳田野，落日餘暉照在臉上…別煩惱，你是在艾澤拉斯！,104,20,250,0
467,|cffffd100小提示：|r如果你想找些別的事情來做，試試看完成一些不尋常的成就吧。,105,50,250,0
468,|cffffd100小提示：|r發送對話訊息時，你可以使用<Shift>+左鍵點擊任務、物品與成就，將其連結至對話頻道中。,106,60,250,0
469,|cffffd100小提示：|r 按住Shift鍵點擊可以追蹤目前任務或成就的進度。,107,40,250,0
470,|cffffd100小提示：|r你可以透過點擊小地圖旁邊的放大鏡追蹤許多東西，譬如說低等級任務或商人。,16,11,250,0
471,|cffffd100小提示：|r聖域是禁止玩家對玩家戰鬥的城鎮，通常是強大的中立勢力的據點。,119,60,250,0
472,|cffffd100小提示：|r多數陣營都有一位軍需官，販售各種物品給聲望足夠的玩家。,120,40,250,0
473,|cffffd100小提示：|r行事曆可以告訴你團隊副本重置的時間。你可以使用團隊資訊面板延後團隊進度，如果你們希望延續團隊的進度、不要重置。,121,60,250,0
475,|cffffd100小提示：|r 在地城中遭遇難以對付的一群生物時，可利用變形術或悶棍等「控場效果」技能來讓一名敵人無法戰鬥。分而治之！,154,15,69,0
476,|cffffd100提示：|r在小地圖中，會有向上或向下的箭頭，指出目標在你的上面或下面。,15,0,0,0
479,|cffffd100小提示：|r你可以使用裝備管理員功能來讓你快速切換你常使用的裝備。,124,50,250,0
483,|cffffd100小提示：|r按住<Alt>鍵並將游標移到角色身上的某個欄位時，將會產生一份此欄位能夠裝備的物品清單。,128,20,250,0
489,|cffffd100小提示：|r如果敵人的施法條為灰色或者上面有個盾牌圖示，那表示你無法使用你的技能來中斷該法術。,129,40,250,0
490,|cffffd100小提示：|r你的公會可以利用遊戲內的行事曆來規劃公會活動。你可以主動報名來參加這些活動，而不用等待主辦者的邀請。,157,25,250,0
491,|cffffd100小提示：|r當自動填名功能產生角色名稱的推薦清單時，你可以使用Tab鍵或Shift+Tab鍵來選擇清單中的名稱。,131,40,250,0
500,|cffffd100小提示：|r當您輸入帳號資料時，請確認您登錄的是暴雪的官方網站。,132,0,0,0
501,|cffffd100小提示：|r暴雪的官方電子郵件都會由blizzard.com寄出。,133,5,250,0
504,|cffffd100小提示：|r使用暴雪行動驗證器可保護你的魔獸世界帳號免於被盜帳號的風險。,136,10,250,0
505,|cffffd100小提示：|r為防止帳號盜用，請不要在公共場所的電腦上登入魔獸世界。這些電腦可能已經感染了惡意程式。,137,10,250,0
506,|cffffd100小提示：|r請慎防非官方網站的魔獸世界付費服務廣告。這些服務可能含有帳號盜用的惡意程式。,138,10,250,0
508,|cffffd100小提示：|r你可以在地圖上看到任務地點與任務給予者。,140,1,15,0
509,|cffffd100小提示：|r使用地城搜尋器來隨機進行地城冒險，可以讓你獲得獎勵。你可以跟朋友組隊或使用地城搜尋器來組成一個地城隊伍。,141,20,49,0
538,|cffffd100小提示：|r按住滑鼠右鍵然後移動滑鼠即可轉動你的人物，而按住滑鼠左鍵然後移動滑鼠則可改變你的觀看視角。,142,1,9,0
543,|cffffd100小提示：|r記得別站在火堆裡！,145,50,250,0
578,|cffffd100小提示：|r戰爭比賽功能允許你的隊長對其他隊伍提出挑戰，可自由選擇在競技場或積分戰場進行。在玩家對玩家視窗中可開始進行戰爭比賽。,162,249,250,0
589,|cffffd100小提示：|r你可使用團隊搜尋器加入25人團隊副本，享受魔獸世界提供到目前為止最具史詩般情節的體驗。,164,70,70,0
596,|cffffd100提示：|r有許多成就可透過戰隊來完成，你的所有角色都可累積成就進度。,167,10,250,0
597,|cffffd100小提示：|r若你想要收集戰寵或進行寵物對戰，可拜訪戰寵訓練師。,168,15,250,0
601,|cffffd100小提示：|r寵物夥伴由整個戰隊共享。只要你的其中一個角色有寵物，你的所有角色都能使用。,172,35,250,0
602,|cffffd100小提示：|r你可從法術書、專精和天賦等頁面，將技能圖示拖曳到你的快捷列。,173,10,30,0
603,|cffffd100小提示：|r你可以創建新角色來體驗不同的種族、職業或陣營，也就是所謂的「小隻」或「分身」。,174,10,59,0
604,|cffffd100小提示：|r坦克在團隊中主要負責拉怪，坦克承受大部分的傷害以提高團隊的存活率。,175,10,59,0
605,|cffffd100小提示：|r治療職業專注於使團隊成員及自己在戰鬥中存活。,176,10,59,0
606,|cffffd100小提示：|r傷害輸出(有時也稱DPS)主要負責在坦克和治療職業的支援下擊倒敵人。,177,10,59,0
612,|cffffd100小提示：|r任務卡住了？找不到需要的NPC？想知道某件裝備的屬性？魔獸世界的官方討論區與其他粉絲網站都提供了許多的豐富資訊！,181,0,0,0
620,|cffffd100小提示：|r你可在角色框點擊滑鼠右鍵，然後變更「戰利品優先分配專精」的設定以獲得不同職業專精的戰利品。,185,35,250,0
624,|cffffd100小提示：|r 普通與英雄模式的團隊是為10到30名玩家所設計，而且會自動依據玩家人數調整難度和獎勵，誰都不會被遺漏！,186,60,250,0
626,|cffffd100小提示：|r打開收藏選單裡的玩具箱，你取得的所有造型外觀物品和玩具都會自動存放在那裡。,187,30,250,0
630,|cffffd100小提示：|r和朋友一起使用地城搜尋器可獲得額外的金幣獎勵。,191,250,250,0
631,|cffffd100小提示：|r灰色的物品屬性表示它對你的角色無法提供好處。,192,15,250,0
632,|cffffd100小提示：|r 預組隊伍可讓你創建或尋找隊伍一起挑戰地城、團隊、任務、動員PvP或任何需要多人進行的活動！,193,60,250,0
643,|cffffd100小提示：|r遇到難纏的對手嗎？記住，維持自己的生命力超過0，再讓對手的生命力降低為0就可以了。屢試不爽！,197,60,250,0
746,|cffffd100小提示：|r想在《魔獸世界》中點燃戰火嗎？在你陣營的主城啟動戰爭模式，即可在世界享受玩家對玩家戰鬥，不僅能獲得額外的經驗值，還有許多任務獎勵！,200,30,250,0
749,|cffffd100小提示：|r 社群可提供對話頻道、語音支援，甚至還有活動行事曆，幫你找到新的隊友，或是在任一伺服器上和好友保持聯絡。,203,50,250,0
754,|cffffd100小提示：|r 儘管加入誓盟是重大的選擇，但你還是有改變主意的餘地。等你在其中一個誓盟的名望達到上限後，就可以在奧睿博司隨意更改你的誓盟。,205,250,250,0
755,|cffffd100小提示：|r 你是剛剛加入《魔獸世界》的新手嗎？頭上有綠色錦旗圖示的玩家都是指導者，可以幫助你順利在艾澤拉斯闖蕩。,206,1,20,0
757,|cffffd100小提示：|r 低等級的玩家可以到各陣營的主城找克羅米，透過她重新體驗舊資料片的世界和故事線。,208,50,60,0
758,|cffffd100小提示：|r 組隊時，你可以啟用隊伍同步，與好友一起體驗所有任務或低等級內容，就算是你之前已經完成的，也不例外。,209,60,250,0
760,|cffffd100小提示：|r 與戰役相關的任務都具備更醒目的圖示，而且會出現在任務紀錄的最上方。完成這些任務後，就能推進主線劇情，並解鎖新的遊戲系統。,211,50,250,0
761,|cffffd100小提示：|r 托迦司內的神秘符刻師能夠為玩家透過專業技能製作的物品灌注能量，將其轉化成傳說裝備！,212,250,250,0
762,|cffffd100小提示：|r某些技能和法術在玩家對玩家(PvP)的戰鬥，效果會下降。,213,25,250,0
763,|cffffd100小提示：|r查看地圖時，可透過<Ctrl> + 滑鼠左鍵設定路徑點，並透過<Shift> + 滑鼠左鍵將該地點分享給其他人。,214,20,250,0
764,|cffffd100小提示：|r在任務追蹤器中，按一下特定任務旁的數字，啟用導航輔助標記，引導你前往目標所在地。,215,10,69,0
765,|cffffd100小提示：|r選項選單中的協助工具裡有許多可緩和色盲、畫面暈眩、視力受損的工具以及更多其他協助！,216,10,250,0
766,|cffffd100小提示：|r專業技能為裁縫的玩家可製作背包，容量比一般商人販售的背包大上許多。玩家經常會將這類背包放上拍賣場進行販售。,217,15,49,0
767,|cffffd100小提示：|r公會與社群搜尋器(預設快捷鍵為「J」)可幫助你在《魔獸世界》找到一群志同道合的玩家。,218,15,250,0
768,|cffffd100小提示：|r冒險指南(預設快捷鍵為「SHIFT-J」)可推薦適合目前等級的內容，並顯示進行中的限時活動。,219,20,250,0
772,|cffffd100小提示：|r你每提升一個等級就會獲得職業或是專精天賦點數。可以使用這些點數來自訂與強化你的戰鬥能力。,223,10,69,0
773,|cffffd100小提示：|r掌控自己的《魔獸世界》體驗，按下 <ESC> 鍵後選擇編輯模式可移動或改變使用者介面中許多物件的大小。,224,40,250,0
775,|cffffd100小提示：|r成就點數由整個戰隊共享，即使是特定角色獲得的成就也不例外。,225,10,250,0
776,|cffffd100小提示：|r你可以使用存放在戰隊銀行中的材料來進行製作，讓你輕鬆搭配運用各個角色的專業技能。,226,10,250,0
777,|cffffd100小提示：|r你的戰隊會包含帳號中的所有角色。角色會共享許多東西，包括收藏、飛行點，甚至是某些聲望進度。,227,10,250,0
778,|cffffd100小提示：|r所有帶有「戰隊」標註的物品可由帳號中的所有角色共享。,228,10,250,0
779,|cffffd100小提示：|r帶有「可在戰隊間轉移」標註的貨幣可以轉移到你的其他角色身上。在貨幣選單中選擇該貨幣即可進行。,229,10,250,0
780,|cffffd100小提示：|r搜刮到了你角色無法使用的物品嗎？如果是戰隊綁定物品的話，你可以把它交給其他角色，或是試試可以使用它的新職業！,230,10,250,0
781,|cffffd100小提示：|r你有無法裝備的裝備綁定物品，但又想要收集它的外觀嗎？試著點擊右鍵，或將其拖曳到你的角色選單中吧。,231,10,250,0
782,|cffffd100提示：|r大多數裝備的外觀都可以加入戰隊收藏，就算你的角色無法裝備也可以收藏。,232,10,250,0
783,|cffffd100小提示：|r戰隊中已經完成的任務大多會在地圖上隱藏起來。如果想停用此一功能，你可以在追蹤時或在地圖篩選選單中調整。,233,60,250,0
