Name_lang,Description_lang,ID,JournalEncounterID,CreatureDisplayInfoID,FileDataID,OrderIndex,UiModelSceneID
烈毒號,,590,169,32684,522275,3,9
熔岩號,,591,169,32685,522250,0,9
秘法號,,592,169,32687,522197,1,9
熔喉,,593,170,37993,522251,0,9
亞特拉米德,,594,171,34547,522202,0,9
奇瑪隆,,595,172,33308,522211,0,9
瑪洛里亞克,,596,173,33186,522252,0,9
奧妮克希亞,,599,174,32569,522257,1,9
奈法利安,,600,174,32716,522255,0,9
高階祭司溫諾希斯,,601,175,37788,522236,0,9
血領主曼多基爾,,602,176,37816,522209,0,9
格里雷克,,603,177,8390,522230,0,9
哈札拉爾,,604,178,37832,522233,0,9
雷納塔基,,605,179,37830,522263,0,9
烏蘇雷,,606,180,37831,522279,0,9
高階祭司基爾娜拉,,607,181,37805,522238,0,9
贊吉爾,,616,184,37813,522280,0,9
破神者金度,,617,185,37789,522243,0,9
阿奇爾森,,618,186,21630,522190,0,9
納羅拉克,,619,187,21631,522254,0,9
賈納雷,,620,188,21633,522242,0,9
哈拉齊,,621,189,21632,522231,0,9
妖術領主瑪拉克雷斯,,622,190,22332,522235,0,9
達卡拉,,623,191,38118,522217,0,9
貝絲堤拉克,,624,192,38227,522208,0,9
萊爾利斯領主,,625,193,38414,522248,0,9
艾里絲拉卓,,626,194,38446,522193,0,9
夏諾克斯,,627,195,38448,522268,0,9
管理者鹿盔,,628,197,37953,522223,0,9
拉格納羅斯,,629,198,37875,522261,0,280
笨重的蠢蛋,,630,90,33003,523206,1,9
巴勒羅克,,770,196,38621,522204,0,9
泰蘭妲的回音,,817,283,39617,571749,0,9
姆多茲諾,恆龍之王,827,289,38931,536059,0,9
死亡之翼,,855,318,35268,536056,0,9
『暴風守縛者』哈甲拉,,856,317,39318,536057,0,9
阿奇里森,,862,322,35978,571743,0,9
希瓦娜斯的回音,,864,323,38655,571748,0,9
艾薩拉女王,,865,291,39391,571747,0,9
督軍松奧茲,,867,324,39138,536061,0,9
奧特拉賽恩,,875,331,39099,571750,0,9
未眠者尤沙吉,,876,325,39101,536062,0,9
將領黑角,,877,332,39399,571752,0,9
魔寇,,881,311,39094,536058,0,9
佩洛薩恩,,895,290,39182,536060,0,9
阿利札巴,,896,339,21252,571742,0,9
大主教本尼迪塔斯,,899,341,38991,536053,0,9
貝恩的回音,,900,340,38791,571744,0,9
珍娜的回音,,903,285,38802,571745,0,9
阿希拉黎明殺戮者,,904,342,38995,536054,0,9
死亡之翼,,905,333,40087,536055,0,9
瑪諾洛斯,,913,292,38996,571746,0,9
瓦羅森隊長,,914,292,39127,571746,1,9
高階審問者格斯塔恩,,942,369,8761,607644,0,9
洛考爾領主,,943,370,5781,607697,0,9
馴犬者格雷布瑪爾,,944,371,9212,607647,0,9
火占師羅格雷恩,,945,373,8762,607749,0,9
伊森迪奧斯領主,,946,374,1204,607694,0,63
護衛斯迪爾基斯,,947,375,9089,607814,0,9
弗諾斯‧達克維爾,,948,376,8704,607602,0,9
貝爾加,,949,377,12162,607549,0,9
安格弗將軍,,950,378,8756,607610,0,9
魔像領主阿格曼奇,,951,379,8759,607618,0,9
霍爾雷‧黑息,,952,380,8658,607650,0,9
法拉克斯,,953,381,8177,607740,0,9
普拉格‧史帕齊林,,955,383,8652,607741,0,9
弗萊拉斯大使,,956,384,8329,607535,0,9
瑪格姆斯,,957,386,12162,607705,0,9
達格蘭‧索瑞森大帝,,958,387,8807,607595,0,9
歐莫克大王,,959,388,11565,607645,0,9
暗影獵手沃許加斯,,960,389,9732,607769,0,9
將領沃恩,,961,390,28281,607810,0,9
煙網蛛后,,962,391,36506,607719,0,9
烏洛克‧末日嚎,,963,392,11583,607801,0,9
軍需官茲格雷斯,,964,393,9738,607751,0,9
哈雷肯,,965,394,9567,607634,0,9
『奴役者』基茲盧爾,,966,395,9564,607615,0,9
維姆薩拉克主宰,,967,396,8711,607737,0,9
瑟雷姆‧刺蹄,,973,402,11335,607824,0,9
海多斯博恩,,974,403,5489,607653,0,9
蕾瑟塔蒂絲,,975,404,21012,607686,0,9
『狂野變形者』奧茲恩,,976,405,14416,607533,0,9
特迪斯‧扭木,,977,406,14383,607785,0,9
伊琳娜‧鴉橡,,978,407,11270,607656,0,9
博學者卡雷迪斯,,979,408,14384,607703,0,9
伊莫塔爾,,980,409,14173,607657,0,9
托塞德林王子,,981,410,11256,607745,0,9
守衛摩爾達,,982,411,11561,607630,0,9
踐踏者克雷格,,983,412,11545,607777,0,9
守衛芬古斯,,984,413,11561,607629,0,9
守衛斯里基克,,985,414,11561,607631,0,9
隊長克羅卡斯,,986,415,11564,607560,0,9
『觀察者』克魯什,,987,416,11537,607565,0,9
戈多克大王,,988,417,11583,607673,0,9
群體打擊者9-60,,989,418,36560,607572,0,9
格魯比斯,,990,419,6533,607628,0,9
電刑器6000型,,991,421,36558,607594,0,9
機電師瑟瑪普拉格,,992,422,36563,607714,0,9
諾克賽恩,,993,423,11172,607728,0,9
銳刺鞭笞者,,994,424,12389,607756,0,9
技工吉茲洛克,,995,425,7125,607796,0,9
維利塔恩領主,,997,427,12334,607699,0,9
被詛咒的塞雷布拉斯,,998,428,12350,607562,0,9
蘭斯利德,,999,429,12293,607684,0,9
洛特格里普,,1000,430,13589,607761,0,9
瑟萊德絲公主,,1001,431,12292,607747,0,9
爐邊歌手弗瑞斯坦,,1011,443,10482,607637,0,9
阿庫麥爾,多頭蛇,1012,444,62522,607532,0,91
殘忍的提米,,1013,445,571,607795,0,9
威利‧希望破除者,,1014,446,34480,607818,0,9
古卷管理者加爾福特,,1016,448,34498,607660,0,9
巴納札爾,,1017,449,34424,607551,0,9
不可寬恕者,,1018,450,10771,607792,0,9
安娜絲塔麗男爵夫人,,1019,451,10698,607553,0,9
奈幽布恩坎,,1021,452,9793,607724,0,9
蒼白的瑪勒基,,1022,453,10546,607707,0,9
巴瑟拉斯鎮長,,1023,454,10433,607791,0,9
『暴食者』拉姆斯登,,1024,455,12818,607752,0,9
奧里爾斯‧瑞文戴爾領主,,1025,456,34837,607692,0,9
哈卡的化身,,1026,457,8053,607548,0,9
『預言者』迦瑪蘭,,1027,458,6708,607665,0,9
德姆塞卡爾,,1028,459,7553,608311,0,9
伊蘭尼庫斯之影,,1032,463,7806,607768,0,9
霍格,,1033,464,108956,4776138,0,9
歐玻西特王,,1034,465,1204,607695,0,9
藍道夫‧摩洛克,,1035,466,35068,607753,0,9
魯維羅什,,1036,467,5945,607757,0,9
迅捷的艾瑞克,,1037,468,5708,0,1,9
奧拉夫,,1038,468,5709,0,2,9
貝洛格,,1039,468,5710,607550,0,9
艾隆納亞,,1040,469,6089,607664,0,67
上古石之守衛者,,1041,470,10798,607538,0,9
加加恩‧火錘,,1042,471,6059,607606,0,9
格瑞姆洛克,,1043,472,11165,607626,0,9
阿札達斯,,1044,473,5988,607546,0,65
安娜科德拉女士,,1045,474,4313,607680,0,9
考布萊恩領主,,1046,475,4213,607693,0,9
皮薩斯領主,,1047,476,4214,607696,0,9
克雷什,,1048,477,5126,607676,0,9
斯卡姆,,1049,478,4203,607775,0,9
瑟芬迪斯領主,,1050,479,4215,607698,0,9
永生的沃爾丹,,1051,480,4256,607805,0,9
『吞噬者』穆坦努斯,,1052,481,4088,607721,0,9
水占師維蕾薩,,1053,482,6685,607652,0,9
加茲瑞拉,,1054,483,7271,607614,0,9
安圖蘇爾,,1055,484,7353,607541,0,9
『殉教者』塞卡,,1056,485,6696,607793,0,9
巫醫祖穆拉恩,,1057,486,6434,607819,0,9
耐克倫‧嚼腸者,,1058,487,6690,607723,0,9
杜姆雷爾,七賢之首,1059,385,8687,607587,0,9
烏克茲‧沙頂,,1061,489,6439,607564,0,9
死亡看守者辛瑞克,,1098,523,18916,607771,0,9
瑪拉達爾主教,,1099,524,17715,607600,0,9
看護者卡爾古瑪,,1104,527,18236,607817,0,9
『無疤者』歐瑪爾,,1105,528,18237,607734,0,9
『信使』維斯路登,,1106,529,18944,607803,0,9
賽林‧炎心,,1107,530,22642,607767,0,9
維克索魯斯,,1108,531,22731,607806,0,9
女牧師戴利莎,,1109,532,22596,607742,0,9
凱爾薩斯‧逐日者,,1110,533,22906,607669,0,9
班提蒙尼厄斯,,1111,534,71757,607738,0,9
塔瓦洛克,,1112,535,19332,607782,0,9
約兒,,1113,536,14173,607822,0,9
奈薩斯王子薩法爾,,1114,537,19780,607726,0,9
中尉崔克,,1115,538,17386,607689,0,9
史卡拉克上尉,,1116,539,17387,607561,0,9
紀元狩獵者,,1117,540,19135,607596,0,9
暗織者希斯,,1118,541,20599,607583,0,9
安祖,,1119,542,21492,607544,0,9
鷹王伊奇斯,,1120,543,18636,607780,0,9
海爾瑪大使,,1121,544,18821,607536,0,9
『煽動者』黑心,,1122,545,18058,607555,0,9
宗師瓦皮歐,,1123,546,18535,607625,0,9
莫爾墨,,1124,547,18839,607720,0,9
無約束的希瑞奇斯,,1125,548,19882,607823,0,9
末日預言者達利亞,,1126,549,19888,607574,0,9
怒鐮者索寇斯瑞特,,1127,550,19977,607820,0,9
先驅者史蓋力司,,1128,551,19943,607635,0,9
時間領主迪賈,,1129,552,20513,607566,0,9
坦普拉斯,,1130,553,19066,607784,0,9
艾奧那斯,,1131,554,20510,607529,0,9
造物者,,1132,555,18369,607789,0,9
布洛克,,1133,556,19372,607558,0,9
『破壞者』凱利丹,,1134,557,17153,607670,0,9
指揮官薩瑞尼斯,,1135,558,18929,607570,0,9
大植物學家費瑞衛恩,,1136,559,19045,607641,0,9
『看管者』索古林,,1137,560,14416,607794,0,9
拉杰,,1138,561,13109,607683,0,9
扭曲分裂者,,1139,562,19438,607816,0,9
機械領主卡帕希特斯,,1140,563,19162,607712,0,9
虛空術師賽菲瑞雅,,1141,564,19166,607725,0,9
操縱者帕薩里歐,,1142,565,20033,607739,0,9
大術士奈德克斯,,1143,566,16628,607624,0,9
戰爭使者歐姆拉格,,1145,568,18031,607811,0,9
大酋長卡加斯‧刃拳,,1146,569,19799,607812,0,9
『背叛者』曼紐,,1147,570,17728,607715,0,9
『爆裂者』洛克瑪,,1148,571,17729,607759,0,9
奎克米瑞,,1149,572,18224,607750,0,9
水占師希斯比亞,,1150,573,11268,607651,0,9
機電師蒸汽操控者,,1151,574,18638,607713,0,9
督軍卡利斯瑞,,1152,575,20235,607815,0,9
飢餓之牙,,1153,576,17228,607649,0,9
高薩安,,1154,577,17528,607614,0,9
沼澤之王莫斯萊克,,1155,578,18570,607779,0,9
黑色潛獵者,,1156,579,18194,607788,0,67
那杜斯長老,,1157,580,27407,607593,0,9
泰爾達朗親王,,1158,581,27406,607744,0,9
潔杜佳‧尋影者,,1159,582,26777,607667,0,9
毒蕈魔,,1160,583,28133,607534,0,9
『守門者』齊力克西爾,,1161,585,27394,607678,0,9
哈卓諾克斯,,1162,586,26776,607633,0,9
血角食人妖,,1163,588,26352,607798,0,9
『召喚者』諾沃司,,1164,589,26292,607727,0,9
崔德王,,1165,590,5240,607672,0,9
史拉德銳,,1167,592,27422,607776,0,9
德拉克瑞巨像,,1168,593,26589,607589,0,9
慕拉比,,1169,594,27059,607716,0,9
『兇猛』埃克,,1170,595,26644,607592,0,9
蓋爾達拉,,1171,596,27061,607605,0,9
畢亞格林將軍,,1172,597,27301,607611,0,66
渥克瀚,,1173,598,27071,607809,0,64
埃歐納,,1174,599,27484,607663,0,9
洛肯,,1175,600,27485,607690,0,66
法勒瑞克,,1176,601,30972,607601,0,9
麥爾溫,,1177,602,30973,607710,0,9
巫妖王,,1178,603,30721,607688,0,9
克利斯托魯斯,,1179,604,20909,607679,0,9
悲嘆少女,,1180,605,26657,607706,0,67
『塑鐵者』斯雍尼爾,,1181,607,27483,607772,0,66
鍛造大師加弗羅斯,,1182,608,30843,607603,0,65
艾克,,1183,609,30347,607655,1,9
克瑞克,,1184,609,30331,607677,0,9
天譴領主提朗紐斯,,1185,610,30277,607765,0,9
肉鉤,,1186,611,26579,607711,0,9
『血肉工匠』塞歐朗姆,,1187,612,26581,607763,0,9
紀元時間領主,,1188,613,26580,607567,0,9
瑪爾加尼斯,,1189,614,26582,607708,0,9
布朗吉姆,,1190,615,30226,607559,0,9
眾魂吞噬者,,1191,616,30148,607585,0,9
指揮官厚鬚,,1193,617,24366,607571,0,9
大魔導師特雷斯翠,,1194,618,24066,607623,0,9
艾諾瑪路斯,,1195,619,26259,607540,0,9
『塑樹者』歐爾莫洛克,,1196,620,26298,607735,0,9
凱瑞史卓莎,,1197,621,24307,607671,0,9
『審問者』德拉高斯,,1198,622,27032,607590,0,9
瓦羅斯‧雲行者,,1199,623,27033,607802,0,9
法師領主厄隆,,1200,624,25010,607702,0,9
地脈守護者伊瑞茍斯,,1201,625,27034,607687,0,9
伊銳坎,,1202,626,27488,607597,0,9
摩拉革,,1203,627,20590,607717,0,9
艾克膿,,1204,628,27487,607654,0,9
基沃滋,,1205,629,27486,607821,0,9
拉方索,,1206,630,10193,607685,0,9
『消滅者』舒拉邁特,,1207,631,27855,607825,0,9
霞妮苟莎,,1208,632,27508,607573,0,9
『碎顱者』莫克拉,,1214,634,28587,607622,0,9
祖爾拓,,1215,634,28588,0,3,9
艾瑞西雅‧曦詠,,1216,634,28637,0,1,9
魯諾克‧蠻鬃,,1217,634,28597,0,2,9
亡靈哨兵威瑟瑞,,1218,634,28589,0,4,9
『純淨者』埃卓克,,1219,635,29616,607591,0,9
銀白告解者帕爾璀絲,,1220,636,29490,607547,0,9
黑騎士,,1221,637,29837,607787,0,9
凱雷希斯親王,,1222,638,25338,607743,0,9
『建造者』史卡沃,,1223,639,24605,607774,0,65
『控制者』達隆恩,,1224,639,26349,607575,1,9
『盜掠者』因格瓦,,1225,640,21953,607659,0,65
絲瓦拉‧悲傷亡墓,,1226,641,26096,607778,0,9
戈托克‧白蹄,,1227,642,27419,607620,0,9
兇猛的犀牛,,1228,642,26284,0,1,9
大型的蟄猛巨蟲,,1229,642,24564,0,3,9
狂亂的狼人,,1230,642,26327,0,2,9
極餓的熊怪,,1231,642,23999,0,4,9
無情的斯卡迪,,1232,643,27418,607773,0,67
依米倫王,,1233,644,28019,607674,0,67
裁決者格里斯通,,1234,372,9329,608314,0,9
黏性輻射塵,,1236,420,36529,607808,0,9
復活的步槍兵,,1239,446,34481,0,1,9
暗影祭司塞瑟斯,,1240,487,6441,607770,1,9
雷剛,,1252,649,39519,630845,0,9
武器大師哈倫,,1253,654,40293,630816,0,9
雪迅大師,,1255,657,41902,630841,0,9
劉‧焰心,,1257,658,39487,630839,0,9
講師冷心,,1258,659,40301,630835,0,9
詹迪斯‧巴羅夫,,1265,663,40639,607666,0,9
血骨傀儡,,1269,665,31092,607755,0,9
莉莉安‧佛斯,,1270,666,40256,630838,0,9
跳跳巨兔妖,,1273,669,40339,630832,0,9
克羅夫修士,,1275,671,41154,630818,0,9
指揮官杜蘭德,,1276,674,41220,607643,1,9
高階審判官懷特邁恩,,1277,674,2043,607643,0,9
秦璽,,1294,677,41392,0,1,9
臻璽,,1295,677,41391,630836,0,9
『縛靈者』卡拉賈,,1296,682,41256,630826,0,9
塔蘭‧祝,,1305,686,41121,630852,0,9
『殘暴王』羌皇,戰王,1308,687,41812,0,1,9
『狂顛心』孟帝,狂王,1309,687,41813,630861,0,9
『迅矯手』蘇比泰王,盜王,1310,687,41565,0,2,9
『靈魂撕裂者』薩爾諾斯,,1312,688,27705,630853,0,9
『咒魔』馮,,1313,689,41192,630824,0,9
蓋肯,,1315,690,41920,630828,0,9
憤怒之煞,,1316,691,41448,630847,0,9
黑暗薩滿坷蘭索,,1321,695,42101,608310,0,9
馴犬者布勞恩,,1326,660,42264,630833,0,9
『蠻士』奎,,1334,708,42058,630842,0,9
奸詐的明,,1335,708,42059,0,1,9
無人能擋的海嚴,,1336,708,42060,0,2,9
信使沃菈齊,,1337,584,27408,607639,0,9
阿努巴拉克,,1338,587,27856,607542,0,9
布萊恩‧銅鬚,,1342,606,26353,607797,0,9
阿達洛葛,,1343,694,38759,608309,0,9
斯納格瑪,,1344,696,38391,522251,0,9
熔岩守衛哥爾多斯,,1345,697,42100,608315,0,9
哈札斯,,1346,459,9584,0,3,9
德拉維沃爾,,1347,459,6375,0,1,9
摩弗拉斯,,1348,459,7975,0,2,9
艾拉岡,,1383,726,41399,630823,0,9
沙利斯酋長,,1385,725,42468,0,1,9
帆船,,1386,725,42439,630819,0,9
黑暗院長加丁,,1393,684,40322,607582,0,9
血衛士波洛克,,1394,728,17725,607556,0,9
塑珀者翁索克,,1400,737,43126,630815,0,9
琥珀巨怪,,1401,737,44140,0,1,9
古‧雲擊,,1402,673,39489,630831,0,9
蒼蛟,,1403,673,39492,0,1,9
織焰者喀格勒,,1404,656,40597,630825,0,9
加拉隆,,1405,713,42368,630827,0,9
指揮官沃賈克,,1407,738,42169,630822,0,9
蕾希,,1412,729,42811,630837,0,65
杉齊爾女皇,,1417,743,42730,630830,0,9
女皇大臣索拉格,,1421,745,42807,630834,0,9
『破壞者』奇普提拉克,,1422,655,43122,630846,0,9
黑曜石哨兵,,1423,748,5285,607729,0,9
指揮官瑪洛爾,,1424,749,34463,607569,0,9
『無窮影』梓安帝,巫王,1425,687,41566,0,3,9
打擊者卡多克,,1428,675,43275,630851,0,9
指揮官黎莫克,,1429,676,43286,630821,0,9
歐克‧歐克,,1430,668,39498,630843,0,9
『破罈者』嚴祝,,1431,670,42969,630860,0,65
智者瑪利,,1432,672,41125,630858,0,9
博學行者石步,,1433,664,39506,630840,0,9
疑惑之煞,,1434,335,45980,630848,0,9
『武器大師』辛,,1435,698,41987,630859,0,9
大臣金巴克,,1439,693,43197,630855,0,9
楚龍,在黑夜的時候,1444,742,42532,630854,0,9
楚龍,在白天的時候,1465,742,42533,0,1,9
飛翼領袖紐若納克,,1475,727,43151,630857,0,9
紫晶守護者,,1476,679,41892,630820,0,9
碧玉守護者,,1477,679,42644,0,3,9
鈷藍守護者,,1478,679,41893,0,1,9
翠玉守護者,,1479,679,41894,0,2,9
長者阿沙尼,,1480,683,41504,0,2,9
長者瑞蓋爾,,1481,683,41502,0,1,9
守衛者考蘭,,1482,683,41503,630844,0,9
風領主瑪爾加拉克,,1485,741,42645,630856,0,9
暴力之煞,,1488,685,43283,630850,0,9
莉莉安的靈魂,,1489,666,43908,0,1,9
預言者薩隆杰,,1498,591,27072,607790,0,9
帕伐拉克將軍,,1516,692,43120,630829,0,9
刀鋒領主塔亞克,,1517,744,43141,630817,0,9
恐懼之煞,,1519,709,45065,630849,0,9
納拉卡,,1540,814,47227,796778,0,9
鐵穹,,1544,817,46627,796775,0,9
羅剎克,,1545,817,46628,0,1,9
魁特灶,,1546,817,46629,0,2,9
丹仁,,1547,817,46630,0,3,9
獨顱目,,1548,818,47189,796772,0,9
普莫迪斯,,1551,820,47009,796780,0,9
『沙行者』蘇爾,,1558,816,47505,0,1,9
霜王瑪拉卡,,1559,816,47506,0,2,9
卡茲拉金,,1561,816,47229,796770,0,9
哈里登,,1562,819,47325,796774,0,9
黑暗憎惡魔像,,1563,824,47527,796771,0,9
托爾托斯,,1564,825,46559,796781,0,9
烏達斯塔,,1566,826,47257,796779,0,9
『擊破者』金羅克,,1567,827,47552,796776,0,9
盧凜,,1569,829,46975,796773,0,9
雷神,,1572,832,46770,796777,0,9
稷坤,,1573,828,120300,796785,0,9
指揮官寇勒格,,1574,833,24352,607568,0,9
傑科布‧亞雷瑞斯元帥,,1575,834,28560,607621,0,9
克羅索斯,,1576,834,28736,0,4,9
安布羅斯‧拴炫,,1577,834,28586,0,1,9
菈娜‧頑錘,,1578,834,28564,0,3,9
潔琳‧晚歌,,1579,834,28735,0,2,9
萊公,,1580,831,47739,828452,0,9
蘇茵,,1581,829,46974,0,1,9
高階祭司瑪俐,,1582,816,47730,0,3,9
劇毒蛇頭,,1594,821,47416,0,1,91
火焰蛇頭,,1595,821,47414,796786,0,91
冰凍蛇頭,,1596,821,47415,0,2,91
馬可羅克,,1602,846,49070,901164,0,9
何‧軟足,,1605,849,48917,0,1,9
茹克‧石趾,,1606,849,48918,901159,0,9
孫‧嫩心,,1607,849,48919,0,2,9
納茲格寧姆將軍,,1608,850,48995,901158,0,9
柯爾克隆獄卒,,1609,851,49082,0,1,9
『嗜血巨龍』梭克,,1610,851,51144,901171,0,9
伊莫爾西斯,,1611,852,49056,901160,0,9
裂地者哈洛姆,,1614,856,49176,901163,0,9
縛浪者卡德里斯,,1615,856,49177,0,1,9
赤吉,,1618,857,49237,901155,0,9
玉龍,,1619,858,49234,901173,0,9
怒兆,,1620,859,49235,901165,0,9
雪怒,,1621,860,49236,901172,0,9
歐朵斯,,1623,861,49285,901167,0,9
鋼鐵破滅邪神,,1624,864,49844,901161,0,9
諾努衫,,1625,866,48860,901166,0,66
傲慢之煞,,1626,867,49098,901168,0,9
葛拉卡斯,,1627,868,49337,901156,0,9
卡爾洛斯‧地獄吼,,1628,869,49585,901157,0,9
『覓血者』斯其爾,,1648,853,48674,901162,0,9
『蟲群守護者』希賽克,,1649,853,48675,0,1,9
『暴虐蝗蟲』卡羅茲,,1650,853,48676,0,2,9
『至高者』柯爾文,,1651,853,48677,0,3,9
『操縱者』卡茲提克,,1652,853,48678,0,4,9
『毒化心智』薩瑞爾,,1653,853,48679,0,5,9
『開膛手』瑞卡爾,,1654,853,48680,0,6,9
『思緒清晰』尹幽卡,,1655,853,48681,0,7,9
『奪風者』基爾魯克,,1656,853,48682,0,8,9
腐化之煞融合體,,2827,866,49360,0,1,9
攻城機匠黑引信,,2830,865,51657,901169,0,9
上鎖的熊貓人寶箱,,2831,870,51173,901170,0,9
葛拉卡斯,,2835,881,49337,901156,0,9
瑪格默拉圖斯,,2845,893,52033,0,1,9
鍛造大師戈格杜,,2846,893,52899,1044355,0,9
盲眼獵手,,2853,900,52595,1064175,0,9
熔岩煉獄水晶,,2855,901,42641,0,2,9
卡爾加‧刺肋,,2856,901,31042,607563,0,9
毒液釋放水晶,,2857,901,42643,0,3,9
潮汐風暴水晶,,2858,901,41366,0,1,9
督軍拉姆塔斯,,2859,899,52515,607736,0,9
亡語者賈格巴,,2860,899,4756,607584,1,9
阿葛金‧棘咒,,2861,899,4645,607531,2,9
剃刀沼澤野獸追蹤者,,2862,895,1964,0,3,9
剃刀刃衛,,2863,895,6109,0,1,9
剃刀沼澤神獵手,,2864,895,1342,0,2,9
魯古格,,2865,895,52383,607760,0,9
獵人骨牙,,2866,896,52047,607531,0,9
阿拉卡太陽狂熱者,,2936,968,55994,0,1,9
阿拉卡護盾傀儡,,2938,968,56653,0,2,9
屠夫,切切剁剁，敲敲砸砸。,2939,971,53855,1044375,0,9
蘭吉特,,3108,965,56015,1044362,0,9
阿拉卡納斯,,3109,966,54006,1044334,0,9
大賢者維瑞思,,3111,968,56016,1044348,0,9
阿拉卡太陽傀儡原型機,,3112,966,56653,0,1,9
奴隸看守者庫拉多,,3125,888,52893,1044368,0,9
魔翼,,3126,1122,53505,0,2,9
獸王達馬克,,3127,1122,53499,1044338,0,9
碎鐵者,,3128,1122,53541,0,3,9
斷層,,3129,1122,53542,0,4,9
虐牙,,3130,1122,53511,0,1,9
控火者卡格拉茲,,3131,1123,53471,1044344,0,9
傲天者托芙菈,,3144,1133,55630,1044376,0,9
卡加斯‧刃拳,,3151,1128,54674,1044352,0,9
莎妲娜‧血怒,,3152,1139,54587,1044366,0,9
加摩拉,,3155,368,52010,1064179,0,9
朵米娜,,3156,436,52034,1064180,0,9
征服者寇烏爾,,3157,426,52173,522214,0,9
深淵守護者,,3158,447,75359,1064182,0,9
暮光領主巴賽爾,,3159,437,52283,1064184,0,9
處決者戈爾,,3160,1144,52084,1064183,0,9
瑟拉克,,3161,1145,52057,1064181,0,9
站長索加爾,,3162,1147,53519,1044357,0,9
菲莫斯,,3163,1148,55849,0,1,65
博爾,,3164,1148,54385,1044377,0,65
熔爐工程師,,3172,1154,53472,0,2,9
山脈之心,,3173,1154,53456,1044374,7,9
風箱工,,3174,1154,53473,0,3,65
熔渣元素,,3175,1154,53481,0,6,9
守衛,,3176,1154,53474,0,1,9
原始元素師,,3177,1154,53475,0,4,9
召火者,,3178,1154,53477,0,5,9
工頭費德斯巴,,3179,1154,53470,1044374,0,9
法蘭佐克,,3180,1155,53576,1044345,0,9
漢斯格爾,,3181,1155,53575,0,1,9
耐祖奧,,3190,1160,52769,1044356,0,9
戈魯爾,,3191,1161,55050,1044346,0,9
攻擊火砲,,3195,1163,55161,0,1,9
奈楚格‧雷塔,,3197,1163,55162,1044339,0,9
洛托爾,,3200,887,54259,1044363,0,9
古格洛克,,3226,889,52902,1044347,0,9
