ID,Name_lang,MapID,QuestPOIBlobID,AreaPOIIconEnum
295,克斯特拉斯挖掘場,1,56343,177
297,莫洛亞藍挖掘場,1,56345,177
299,加德納爾挖掘場,1,56347,177
301,鐵木挖掘場,1,56349,177
303,凱斯利爾湖挖掘場,1,56351,177
305,梟翼樹叢挖掘場,1,56354,177
307,霜語峽谷挖掘場,1,56356,177
309,鮮血草原古河岸,1,56358,177
313,惡夢之痕挖掘場,1,56362,177
315,祖爾法拉克挖掘場,1,56364,177
317,破碎石柱挖掘場,1,56367,177
319,東月廢墟挖掘場,1,56369,177
321,南月廢墟挖掘場,1,56371,177
323,砂槌古山脊,1,56373,177
325,深沙平原古山脊,1,56375,177
327,拉卡利油沼低地,1,56380,177
329,拉卡利油沼高原,1,56382,177
331,恐懼小道古原野,1,56384,177
333,尖嘯河岸古原野,1,56386,177
335,沼澤地古河岸,1,56388,177
337,南風村挖掘場,1,56390,177
339,葛卡茲哨站挖掘場,530,56392,177
341,薩斯葛爾挖掘場,530,56394,177
343,地獄火盆地挖掘場,530,56396,177
345,地獄火堡壘挖掘場,530,56398,177
347,夏納挖掘場,530,56400,177
349,波哈姆廢墟挖掘場,530,56402,177
351,雙塔廢墟挖掘場,530,56404,177
353,安卡特廢墟挖掘場,530,56406,177
355,阿克隆廢墟挖掘場,530,56408,177
357,法拉隆廢墟挖掘場,530,56410,177
359,先祖之地挖掘場,530,56412,177
363,日春崗哨挖掘場,530,56416,177
365,獰笑骷髏挖掘場,530,56418,177
367,燃刃挖掘場,530,56420,177
369,哈剌挖掘場,530,56422,177
371,葛蘭戈瓦村挖掘場,530,56424,177
373,杜瑞挖掘場,530,56426,177
375,血之谷廢墟挖掘場,530,56428,177
377,噬骨者廢墟挖掘場,530,56430,177
379,白骨荒野挖掘場,530,56432,177
381,奧齊頓東部挖掘場,530,56434,177
383,奧齊頓西部挖掘場,530,56437,177
385,伊利達瑞崗哨挖掘場,530,56439,177
387,考斯卡崗哨挖掘場,530,56441,177
391,巴瑞廢墟挖掘場,530,56446,177
393,日蝕崗哨挖掘場,530,56448,177
395,典獄官監牢挖掘場,530,56450,177
399,龍喉堡壘,530,56455,177
401,斯考恩挖掘場,571,56504,177
403,霍葛萊挖掘場,571,56506,177
405,龍顱挖掘場,571,56508,177
407,盾丘挖掘場,571,56510,177
409,貝爾海姆挖掘場,571,56512,177
411,尼弗瓦挖掘場,571,56514,177
413,夏勒布隆挖掘場,571,56516,177
415,那金之淵挖掘場,571,56518,177
417,月眠花園挖掘場,571,56520,177
419,恩吉拉挖掘場,571,56522,177
421,科爾拉瑪斯挖掘場,571,56524,177
423,裂鞭遺跡挖掘場,571,56526,177
425,紫羅蘭看臺挖掘場,571,56528,177
427,珊達拉遺跡挖掘場,571,56530,177
429,司瑟拉圖斯祭壇挖掘場,571,56533,177
431,辛茹克挖掘場,571,56535,177
433,佐爾希伯挖掘場,571,56537,177
435,奎茲倫祭壇挖掘場,571,56539,177
437,塔爾拉瑪斯挖掘場,571,56541,177
439,沃德盧恩挖掘場,571,56543,177
443,德拉齊金遺跡挖掘場,571,56547,177
445,布倫希爾達村挖掘場,571,56549,177
447,希弗爾達村挖掘場,571,56551,177
449,華爾基倫挖掘場,571,56553,177
451,天譴岸地挖掘場,571,56555,177
455,依米海姆挖掘場,571,56560,177
457,卓頓海姆挖掘場,571,56562,177
459,尼約達村挖掘場,571,56564,177
461,拉多尼爾廢墟挖掘場,1,56566,177
463,戈德林聖壇挖掘場,1,56568,177
465,艾森娜之林挖掘場,1,56570,177
467,瑪洛尼聖地挖掘場,1,56572,177
469,烈焰平原挖掘場,1,56574,177
471,奎多米爾花園挖掘場,0,56576,177
473,納爾朔拉殿堂(中層)挖掘場,0,56578,177
475,畢耶拉蘭山脊挖掘場,0,56580,177
477,登瓦德廢墟挖掘場,0,56583,177
479,桑德瑪遺跡挖掘場,0,56585,177
481,杭伯特焚焰地挖掘場,0,56587,177
485,卡爾吐特之墓挖掘場,1,56591,177
487,先驅者之墓挖掘場,1,56593,177
489,天命之階挖掘場,1,56595,177
491,奈斐賽特挖掘場,1,56597,177
493,奧爾希斯挖掘場,1,56599,177
495,亞蒙廢墟挖掘場,1,56601,177
497,克因塔賽廢墟挖掘場,1,56603,177
499,奧丹姆神廟挖掘場,1,56605,177
501,阿姆圖爾廢墟挖掘場,1,56607,177
570,三角洲挖掘場,1,60350,177
572,詛咒臺地挖掘場,1,60352,177
574,奇瑟小徑挖掘場,1,60354,177
576,雅奇涅特原野挖掘場,1,60356,177
578,眾星方尖碑挖掘場,1,60358,177
581,薩克特荒原挖掘場,1,60361,177
583,舒諾茲營地,1,60363,177
587,魔鬼之淵挖掘場,571,60367,177
589,納森沙地,571,60369,177
615,惡蛛隧道挖掘場,0,60442,177
617,病木林挖掘場,0,60444,177
918,猛虎之林挖掘場,870,66767,177
923,天僧挖掘場,870,66784,177
928,曙光廟挖掘場,870,66789,177
934,剛石廢墟挖掘場,870,66795,177
936,帝王之兆挖掘場,870,66817,177
938,落英園挖掘場,870,66854,177
941,雷林挖掘場,870,66890,177
949,Mogu TEMPLATE Digsite,870,66911,177
951,Pandaren TEMPLATE Digsite,870,66913,177
955,歌頌沼澤挖掘場,870,66917,177
957,長城北部挖掘場,870,66919,177
961,長城南部挖掘場,870,66923,177
963,托加利坑挖掘場,870,66925,177
967,春之道挖掘場,870,66929,177
971,泡泉谷挖掘場,870,66933,177
973,豐果園北部挖掘場,870,66935,177
977,豐果園南部挖掘場,870,66939,177
979,純淨之池挖掘場,870,66941,177
981,秋歌村挖掘場,870,66943,177
983,廓亞廢墟挖掘場,870,66945,177
987,喀撒朗蠻荒挖掘場,870,66949,177
989,失落皇朝,870,66951,177
995,紅鶴寺北部挖掘場,870,66957,177
999,祝家界挖掘場,870,66961,177
1003,國王谷挖掘場,870,66965,177
1005,金色山谷之門挖掘場,870,66967,177
1007,被雪覆蓋山上的挖掘場,870,66969,177
1009,被雪覆蓋山上東邊的挖掘場,870,66971,177
1011,偏遠村子挖掘場,870,66973,177
1015,被摧毀的村莊挖掘場,870,66979,177
1017,老村子挖掘場,870,66983,177
1019,波爪農場挖掘場,870,66985,177
1021,周家莊挖掘場,870,66987,177
1023,老村子西部挖掘場,870,66989,177
1025,小門挖掘場,870,66991,177
1029,崑萊頂峰挖掘場,870,67005,177
1033,森林之心挖掘場,870,67021,177
1035,希望之鑼挖掘場,870,67023,177
1037,大橋挖掘場,870,67025,177
1039,果園挖掘場,870,67027,177
1043,玉廟庭挖掘場,870,67031,177
1045,果園南部挖掘場,870,67033,177
1047,悲愁洞府挖掘場,870,67035,177
1049,草地聖壇挖掘場,870,67037,177
1051,翠綠林挖掘場,870,67039,177
1284,落陽要塞挖掘場,870,92020,177
1286,霧臨村挖掘場,870,92022,177
1288,五仙石挖掘場,870,92026,177
1292,郭萊廢墟北部挖掘場,870,92030,177
1294,郭萊廢墟南部挖掘場,870,92032,177
1300,土神挖掘場,870,92038,177
1308,郭萊廢墟西部挖掘場,870,92046,177
1316,冬枝挖掘場,870,92150,177
1318,帝迎大道挖掘場,870,92156,177
1322,夏之原北部挖掘場,870,92162,177
1326,夏之原東部挖掘場,870,92166,177
1332,斯拉席克挖掘場,870,92172,177
1334,怒兆寺挖掘場,870,92174,177
1338,歐索火焰營地挖掘場,870,92178,177
1340,仇恨之惡挖掘場,870,92180,177
1342,衫織島挖掘場,870,92196,177
1346,星辰湖挖掘場,870,92200,177
1348,葛薩恩臺地挖掘場,870,92202,177
1352,扭曲之木挖掘場,870,92206,177
1356,朵迦廢墟南部挖掘場,870,92210,177
1358,朵迦廢墟北部挖掘場,870,92212,177
1463,柯爾斐斯挖掘場,870,177485,177
1465,斯拉席克蟲群碼頭挖掘場,870,177487,177
1467,西斯拉斐斯挖掘場,870,177489,177
1469,飼養之淵挖掘場,870,177491,177
1471,喀薩克戰營挖掘場,870,177493,177
1473,東斯拉斐斯挖掘場,870,177495,177
1475,榕枝崖挖掘場,870,177497,177
1479,伊茲卡山脊挖掘場,870,177501,177
1481,席克斐斯挖掘場,870,177503,177
1483,西席克斐斯挖掘場,870,177505,177
1485,北席克斐斯挖掘場,870,177507,177
1487,杉齊爾窩巢挖掘場,870,177509,177
1489,奇帕利依科挖掘場,870,177511,177
1491,贊斐斯挖掘場,870,177513,177
1493,毒蛇岩礁挖掘場,870,177515,177
1495,琥珀礦場挖掘場,870,177517,177
1497,潮間帶挖掘場,870,177519,177
1501,奇帕利札爾挖掘場,870,177523,177
1503,星辰湖挖掘場,870,177525,177
1507,奇帕利沃爾挖掘場,870,177529,177
1681,冰凍之湖挖掘場,1116,264223,177
1683,沃格爾山脊挖掘場,1116,264225,177
1685,匕爪谷挖掘場,1116,264227,177
1687,激風斷崖挖掘場,1116,264229,177
1689,裂冰原挖掘場,1116,264231,177
1691,格羅姆加挖掘場,1116,264233,177
1695,石牙山脊挖掘場,1116,264237,177
1732,冰霜野豬雪地挖掘場,1116,307916,177
1734,冰風雪原挖掘場,1116,307918,177
1736,寒咬崖東部挖掘場,1116,307920,177
1738,寒咬崖挖掘場,1116,307922,177
1740,夏茲高挖掘場,1116,307924,177
1742,埋骨之原挖掘場,1116,307926,177
1744,苦怨堡壘挖掘場,1116,307928,177
1746,詛咒森林挖掘場,1116,307930,177
1748,Dataminer's Delite Digsite,1116,307932,177
1750,昂布拉凡挖掘場,1116,307934,177
1752,幻光沼澤挖掘場,1116,307936,177
1756,幽蔭挖掘場,1116,307940,177
1758,塞司克谷地南部挖掘場,1116,307942,177
1760,塞司克谷地北部挖掘場,1116,307944,177
1762,維爾阿卡拉茲挖掘場,1116,307946,177
1764,苦痛泥潭挖掘場,1116,307948,177
1766,血鬃領地挖掘場,1116,307950,177
1768,急嘯角挖掘場,1116,307952,177
1770,血鬃山谷挖掘場,1116,307954,177
1772,維爾扎克挖掘場,1116,307956,177
1774,頂尖挖掘場挖掘場,1116,307958,177
1776,戈杜爾堡壘挖掘場,1116,307960,177
1778,維爾薩達挖掘場,1116,307962,177
1780,暮落島挖掘場,1116,307964,177
1782,贊格拉挖掘場,1116,307966,177
1784,PH West Talador Dig Site (disabled),1116,307968,177
1786,安格拉斯挖掘場,1116,307971,177
1788,被遺忘的巨魔廢墟挖掘場,1116,307973,177
1790,納葛瓦遺跡挖掘場,1116,307975,177
1792,雜草覆蓋的天槌道路挖掘場,1116,307977,177
1794,被夷平的戰歌哨站挖掘場,1116,307979,177
1796,石壁挖掘場,1116,307981,177
1798,幽魂林北部挖掘場,1116,307983,177
1800,卡格拉挖掘場,1116,307985,177
1802,先祖之地挖掘場,1116,307987,177
1804,試煉競技場淤泥挖掘場,1116,307989,177
1806,嚎風高地挖掘場,1116,307991,177
1808,巨響高地挖掘場,1116,307993,177
1810,積水高地挖掘場,1116,307995,177
1812,燃燒高地挖掘場,1116,307997,177
1816,天槌瞭望塔挖掘場,1116,308001,177
1818,瑪爾戈克堡壘挖掘場,1116,308003,177
1820,死亡獰笑遺跡挖掘場,1116,308005,177
1822,破碎山脊挖掘場,1116,308007,177
1826,瞰臺遺跡挖掘場,1116,308011,177
1828,荒林小徑水壩挖掘場,1116,308013,177
1830,第一堡壘遺跡挖掘場,1116,308015,177
1832,南風崖挖掘場,1116,308018,177
1877,挖掘場：白浪灘,1220,344517,177
1880,挖掘場：阿格拉瑪寶庫,1220,346440,177
1882,挖掘場：風暴飛龍山峰,1220,346445,177
1884,挖掘場：南獄喉淺灘,1220,346447,177
1886,挖掘場：北獄喉淺灘,1220,346449,177
1888,挖掘場：安希之原,1220,346475,177
1890,挖掘場：尖嘯河灣,1220,346478,177
1892,挖掘場：南雪盲台地,1220,346481,177
1894,挖掘場：布瑞登溪,1220,346502,177
1896,挖掘場：卡爾德拉,1220,346504,177
1898,挖掘場：聖光之歌,1220,346506,177
1900,挖掘場：安杜塔拉,1220,346508,177
1902,挖掘場：夏拉尼爾,1220,346512,177
1904,挖掘場：弦月谷,1220,346514,177
1906,挖掘場：燃燒軍團營地：混沌,1220,346517,177
1908,挖掘場：洛席恩,1220,346522,177
1910,挖掘場：羽鬃狩獵場,1220,346527,177
1912,挖掘場：月語峽谷,1220,346531,177
1933,挖掘場：英靈之門,1220,350063,177
1935,挖掘場：時朽海灘,1220,350662,177
1937,挖掘場：看守者之崖,1220,353957,200
1939,挖掘場：琥珀之落台地,1220,353961,177
1941,挖掘場：風暴之境,1220,353963,200
1943,挖掘場：先王之域,1220,353965,177
1945,挖掘場：黃晶海灣,1220,353967,177
1947,挖掘場：崖爪峰,1220,353970,177
1949,挖掘場：斯寇亞胥,1220,353972,177
1951,挖掘場：徘徊者之痕,1220,353977,177
1953,挖掘場：松岩盆地,1220,353979,177
1955,挖掘場：巫覡之林,1220,353981,177
1957,挖掘場：血狩高地,1220,353983,177
1959,挖掘場：女巫之地,1220,353985,177
1961,挖掘場：暗羽谷地,1220,353987,177
1963,挖掘場：天之墳塚,1220,353989,177
1965,挖掘場：北雪盲台地,1220,353991,177
1967,挖掘場：龍殞營地,1220,353993,177
1969,挖掘場：洛席恩高地,1220,354018,177
1971,挖掘場：法隆谷地,1220,354020,177
1973,挖掘場：魯特凡通道,1220,354022,177
1976,挖掘場：時朽海灘,1220,354025,177
1978,挖掘場：北看守者之島,1220,354027,200
1980,挖掘場：南看守者之島,1220,354029,200
1982,挖掘場：馬克拉納,1220,354031,177
1984,挖掘場：伊露恩庭園,1220,354033,177
1986,挖掘場：毀棄聖所,1220,354037,177
1988,挖掘場：舊岸之徑,1220,354041,177
1990,挖掘場：千燈神廟,1220,354043,200
1992,挖掘場：札克赫納遺跡,1220,354045,177
1994,挖掘場：潮汐沼澤,1220,354047,177
1996,挖掘場：諾丹尼爾之泉,1220,354049,177
1998,挖掘場：玄鴉堡,1220,354080,177
2000,挖掘場：裂歌林地,1220,354087,177
2002,挖掘場：灰鬃之殞,1220,354089,177
2004,挖掘場：南港灣,1220,354093,177
2011,挖掘場：薩斯塔拉,1220,354245,177
2013,挖掘場：卑污谷地,1220,354247,177
2017,挖掘場：恐懼根源,1220,354251,177
2027,挖掘場：東琥珀谷,1220,363017,177
2029,挖掘場：北月落居所,1220,363019,177
2031,挖掘場：城市大門,1220,363021,177
2033,挖掘場：麥瑞迪爾,1220,363025,177
2035,挖掘場：緋紅灌木林,1220,363027,177
2037,挖掘場：寇拉露恩農場,1220,363029,177
2039,挖掘場：麥瑞迪爾,1220,363036,177
2041,挖掘場：魔魂堡,1220,363056,177
2043,挖掘場：南蘇拉瑪爾,1220,363058,177
2045,挖掘場：緋紅灌木林,1220,363060,177
2047,挖掘場：碎裂海灘,1220,363062,177
2049,挖掘場：亞諾拉谷地,1220,363064,177
2073,挖掘場：魔魂堡上層,1220,384354,200
2075,挖掘場：寇拉露恩莊園,1220,384357,200
2077,挖掘場：高嶺墓地,1220,384362,200
2079,挖掘場：胡恩之路,1220,384364,200
2081,挖掘場：玄鴉庭院,1220,384366,200
2085,挖掘場：薄暮嶼,1220,384370,200
2115,Southern Barrens Warfront Phase 1,1,388343,0
2117,Southern Barrens Warfront Phase 2,1,388341,0
2118,Southern Barrens Warfront Phase 3,1,388342,0
2279,挖掘場：荒野林地,1220,396269,177
2399,挖掘場：望谷之境,1643,435499,177
2401,挖掘場：斷枝棲地,1643,435506,177
2403,挖掘場：蕨木山脊,1643,435508,177
2405,挖掘場：墜岩林地,1643,435510,177
2407,挖掘場：守望山丘,1643,435512,177
2409,挖掘場：平靜溫泉,1643,435514,177
2411,挖掘場：鹿心山崖,1643,435516,177
2413,挖掘場：死霧山丘,1643,435518,177
2415,挖掘場：戈爾寇沃,1643,435520,177
2417,挖掘場：獵人小徑,1643,435522,177
2419,挖掘場：鹹水海岸,1643,435524,177
2421,挖掘場：亞羅姆路口,1643,435526,177
2423,挖掘場：寇連恩,1643,435528,177
2425,挖掘場：白林教堂,1643,435530,177
2427,挖掘場：緋紅森林,1643,435532,177
2429,挖掘場：寒幕冰川,1643,435534,177
2431,挖掘場：海風淺灘,1643,435536,177
2433,挖掘場：磨石山丘,1643,435538,177
2435,挖掘場：古弗德農莊,1643,435540,177
2437,挖掘場：漫遊山丘,1643,435542,177
2439,挖掘場：險丘,1643,435544,177
2441,挖掘場：淹沒之地,1643,435546,177
2443,挖掘場：海濱淺灘,1643,435548,177
2445,挖掘場：風語山巔,1643,435550,177
2447,挖掘場：席帕拉,1642,435567,177
2449,挖掘場：長牙島,1642,435569,177
2451,挖掘場：懼珠淺灘,1642,435571,177
2453,挖掘場：阿塔格拉爾,1642,435573,177
2455,挖掘場：荒野,1642,435575,177
2457,挖掘場：古商路,1642,435577,177
2459,挖掘場：札巴哈里,1642,435579,177
2461,挖掘場：河沼,1642,435581,177
2463,挖掘場：托劫克平原,1642,435583,177
2465,挖掘場：悲傷臺地,1642,435585,177
2467,挖掘場：偏遠之地,1642,435587,177
2469,挖掘場：納薩沃,1642,435589,177
2471,挖掘場：刃顎河,1642,435591,177
2473,挖掘場：蛙沼上層,1642,435593,177
2475,挖掘場：薩爾沃,1642,435595,177
2477,挖掘場：青翠高原,1642,435597,177
2479,挖掘場：乾旱盆地,1642,435600,177
2481,挖掘場：永恆之泉,1642,435602,177
2483,挖掘場：哨花綠洲,1642,435604,177
2485,挖掘場：贊姆蘭港,1642,435606,177
2487,挖掘場：破裂海岸,1642,435608,177
2489,挖掘場：薩卡拉占庭院,1642,435610,177
2491,挖掘場：獠牙露臺,1642,435612,177
