ID,Description_lang,Color
13333,沙圖格,-6081042
13334,法爾格,-6081042
13335,軍臨天下第5、6、7季,65280
13336,軍臨天下第5、6、7季精英,65280
13337,被徵收的,65280
13338,無瑕,65280
13339,無瑕,-16711936
13343,艾澤萊晶岩等級3,15923845
13445,挑戰者I,-16711936
13446,競爭者I,-16711936
13447,決鬥者,-16711936
13448,戰爭前線,-1
13449,神兵之力,-6447715
13450,紀念物,65280
13451,恐懼戰鬥者,-16711936
13452,邪惡戰鬥者,-16711936
13453,恐懼挑戰者,-16711936
13454,邪惡挑戰者,-16711936
13455,恐懼競爭者,-16711936
13456,邪惡競爭者,-16711936
13457,恐懼挑戰者,-16711936
13458,邪惡決鬥者,-16711936
13459,恐懼挑戰者,-16711936
13460,邪惡鬥士,-16711936
13461,決戰艾澤拉斯第1季,65280
13462,決戰艾澤拉斯第2季,65280
13463,邪惡精英,-16711936
13464,恐懼精英,65280
13465,機械岡工程,-10044417
13486,封住的險譎之賜,-6081042
13487,開啟的險譎之賜,-6081042
13488,時尚大考驗第4季,65280
13489,時尚大考驗第2季,65280
13490,時尚大考驗第1季,65280
13491,校準 ：0.75 加速：0.25 臨機應變,-14614752
13492,時尚大考驗第3季,65280
13493,凶霸挑戰者,-16711936
13494,凶霸戰鬥者,-16711936
13495,凶霸決鬥者,-16711936
13496,凶霸精英,-16711936
13497,凶霸鬥士,-16711936
13498,凶霸競爭者,-16711936
13499,坐騎裝備,-9316865
13500,力量匯聚,-11776
13501,紅色穿孔卡片,-14614752
13502,黃色穿孔卡片,-14614752
13503,藍色穿孔卡片,-14614752
13504,秘法材料,-14614752
13505,珍珠化,-14614752
13506,決戰艾澤拉斯第3季,65280
13507,海底,-14614752
13508,決戰艾澤拉斯第4季,65280
13509,第1級黑暗帝國聖物,-16711681
13510,第2級黑暗帝國聖物,-16711681
13511,第3級黑暗帝國聖物,-16711681
13512,第4級黑暗帝國聖物,-16711681
13513,25腐化,14417920
13516,5腐化,16580611
13517,10腐化,16580611
13518,15腐化,16580611
13519,20腐化,16580611
13520,30腐化,16580611
13521,5-30腐化,16580611
13524,等級10,-16711681
13525,等級11,-16711681
13526,等級12,-16711681
13527,等級13,-16711681
13528,等級14,-16711681
13529,等級15,-16711681
13530,腐化挑戰者,-16711936
13531,腐化戰鬥者,-16711936
13532,腐化決鬥者,-16711936
13533,腐化精英,-16711936
13534,腐化鬥士,-16711936
13535,腐化競爭者,-16711936
13536,腐化,-57312
13538,靈魂暗語,-10044417
13543,致命工匠,0
13544,專精工匠,0
13545,加速工匠,0
13546,臨機工匠,0
13547,野獸殺手,0
13549,額外材料,-10044417
13551,IV,0
13552,III,0
13553,II,0
13554,I,0
13555,憎惡縫合術,-10044417
13556,女王的栽培園,-7820545
13557,催化莢強化者,-7820545
13558,催化莢,-7820545
13559,靈印,-14614752
13565,66腐化,11962111
13566,35腐化,11962111
13567,15點腐化,11962111
13568,20點腐化,11962111
13569,10點腐化,11962111
13570,75腐化,11962111
13571,50腐化,11962111
13572,25點腐化,11962111
13573,45腐化,11962111
13574,28腐化,11962111
13575,17腐化,11962111
13576,30點腐化,11962111
13577,12腐化,11962111
13578,16腐化,11962111
13579,8腐化,11962111
13580,60腐化,11962111
13581,晉升製作,3650303
13583,淵喉知識,-7820545
13584,餘燼宴會,-7820545
13585,靈魄,-10044417
13586,The Coldest of Fronts (DNT),0
13587,Show them snow mercy! (DNT),0
13588,A Triple Threat (DNT),0
13589,"It's like double trouble, but better! (DNT)",0
13590,戰役,65280
13591,名望,-14614752
13592,女王的栽培園,-14614752
13593,巔峰,-14614752
13594,憎惡縫合術,-14614752
13595,結團,-14614752
13596,旅行網路,-7820545
13597,以太化,713192
13599,慎重沉思,0
13600,太陽祭司的雙子,0
13601,山悉，大主教本尼迪塔斯的歸來,0
13602,永喚虛無,0
13603,暗焰稜光,0
13604,破痛者讚美詩,0
13605,思緒清晰,0
13606,死亡之吻,0
13607,水晶反射,0
13608,和諧器械,0
13609,悔罪者,0
13610,灼焚暗影,0
13611,快速專注,0
13612,神聖影像,0
13613,天穹之躍,0
13614,塔巴達爾的謀略,0
13615,德魯伊長老的誓約,0
13616,萊卡拉的驚鴻一瞥,0
13617,生死循環,0
13618,深度專注藥劑,0
13619,歐尼斯的清晰幻視,0
13620,原初秘術脈衝星體,0
13621,萬物平衡,0
13622,古舊的縛夢者,0
13623,貓眼珍品,0
13624,至尊掠食者的渴望,0
13625,狂亂指環,0
13626,絲瓜灌注之擁,0
13627,穩定幻魄誘餌,0
13628,自然法則的意志,0
13629,閻獄之主第三隻眼,0
13630,諾甘農的睿智,0
13631,賽弗斯的宣言,0
13632,審斷者的審判,0
13633,活力犧牲,0
13634,厄索克怒火之憶,0
13635,淵喉騷動,0
13636,伊歐娜的回音,0
13637,沉睡者的傳承,0
13638,始祖之樹的記憶,0
13639,黑暗泰坦之鑒,0
13640,綠意灌注,0
13641,無盡成長幻象,0
13642,恐怖虎眼,0
13643,致命之觸,0
13644,疾確裹布,0
13645,天祈者之喜,0
13646,基佛的擎天掌,0
13647,末代帝王的披甲,0
13648,雪怒之寶,0
13649,燃玉,0
13650,星界灌注,0
13651,風暴烈酒的最後一罈酒,0
13652,紹昊之力,0
13653,燃燒熱情,0
13654,清晨淚珠,0
13655,玉龍的低語,0
13656,遠古僧院教義,0
13657,迷霧聚目,0
13658,逃離現實,0
13659,延長反魔法護罩的持續時間，而且吸收的傷害會反過來治療你。,-16711936
13660,無頭銜,-16711936
13661,死亡之擁,0
13662,超級病原體,0
13663,致死纏繞,0
13664,死亡的肯定,0
13665,狂暴巨怪,0
13666,活化的跛行者,0
13667,血魔的統御,0
13668,吸血光環,0
13669,赤紅符文,0
13670,布林道爾之力,0
13671,寇爾提拉的恩寵,0
13672,冰封勇士的怒火,0
13673,絕對零度,0
13674,刺骨之寒,0
13675,長青之握,0
13676,夢魘,0
13678,太陽之王的祝福,0
13679,熔岩天墜,0
13680,火焰風暴,0
13681,魔法使頭環,0
13682,恐怖冰柱,0
13683,聖使保護者,0
13684,循規蹈矩,0
13685,延伸潛能,0
13686,冰凍之風,0
13687,冷鋒侵襲罩氅,0
13688,冰劫,0
13689,寒冰燃體,0
13690,虹吸風暴,0
13691,秘法和諧,0
13692,時光扭曲,0
13693,秘術削割,0
13694,瘋狂楷模,0
13695,烏瑟之衛,0
13696,受苦諸王印記,0
13697,黃昏與黎明,0
13698,震擊屏障,0
13699,法官的審判,0
13700,『黎明朝陽』破影者,0
13701,太陽之井的綻放,0
13702,神聖復仇者的紋刻符印,0
13703,忠誠保衛者的聖所,0
13704,公正之怒壁壘,0
13705,無盡諸王的統御,0
13706,最終裁決,0
13707,先鋒氣勢,0
13708,藤枝韻律,0
13709,堅毅審判官,0
13710,死亡製造者,0
13711,破壞者的意志,0
13712,堅定意志,0
13713,報復,0
13714,不破之牆,0
13715,光明使者的風暴,0
13716,雷霆之王,0
13717,瑪銳德的臨終之息,0
13718,最終裁決,0
13719,無畏防禦者,0
13720,精神異常,0
13721,畸形之鏡,0
13722,戰鬥領主,0
13723,震地迴響,0
13724,先祖的提醒指環,0
13725,震慄石足靴,0
13726,深淵元素頭盔,0
13727,毀滅鎖鍊,0
13728,熾炎破天者的熔岩指環,0
13729,元素均衡薄靴,0
13730,大崩裂護手,0
13731,語風者披風,0
13732,末日之風,0
13733,冰霜女巫的傳承,0
13734,巫醫的狼骨,0
13735,原始熔岩致動器,0
13736,喬納的自然裹腰,0
13737,靈行者的浪潮腿甲,0
13738,原始浪潮核心,0
13739,大地和諧胸鎧,0
13740,無瑕謀略,0
13741,處決者,0
13742,堅毅打擊,0
13743,野性的呼喚指環,0
13744,奈辛瓦里的困陷長靴,0
13745,魂鑄餘燼面具,0
13746,膽小鬼計策鍊甲外衣,0
13747,凶暴命令鍊衫,0
13748,喚焰者的眼鏡蛇釘刺薄靴,0
13749,卡普拉，惡魔必勝護手,0
13750,萊拉克巡者足靴,0
13751,鷹爪的專注,0
13752,奔騰射擊咒符,0
13753,潛蛇的把戲指環,0
13754,不懈崗哨裹手,0
13755,野火策略戰裝,0
13756,萊拉克巡者罩氅,0
13757,隱性猛毒注入器,0
13758,屠夫的骨頭碎片,0
13759,威爾弗雷德的超強召喚符印,0
13760,安德列斯安德列斯,0
13761,惡魔協同文物,0
13762,黑暗之門紋飾長袍,0
13763,阿茲亞基的永恆苦痛戒指,0
13764,莎珂蕾希的黑暗軟靴,0
13765,惡毒憤怒裹布,0
13766,吞噬怒火披風,0
13767,爆破潛力,0
13768,恐怖審判官的恐懼呼喚,0
13769,角之夢魘指環,0
13770,禍蛛的熾熱裹布,0
13771,阿茲亞基的燼火披風,0
13772,阿茲亞基的瘋狂,0
13773,魔鬼衣飾的餘燼,0
13774,依米亞裹腿,0
13775,集體苦痛,0
13776,混血巨人強化,0
13777,黑暗之眼恩惠,0
13778,黑暗時刻外衣,0
13779,心內惡魔,0
13780,混沌數字,0
13781,失序魔核,0
13782,魔化投彈手,0
13783,暗焰勳章,0
13784,拉瑟萊克的褻瀆,0
13785,螺旋魔化烈焰炎光,0
13786,燒灼靈魂鐐銬,0
13787,冬誕,-14614752
13789,迅敏,0
13790,刺客大師印記,0
13791,淬毒刀刃束腰,0
13792,滴血尖牙兜帽,0
13793,影塵鏈墜,0
13794,迅捷惡棍,0
13795,染血的毀滅之刃手套,0
13796,揍敵客家族訓練鐐銬,0
13797,薄暮行者的調解,0
13798,綠皮巫木,0
13799,強盜狡詐,0
13800,隱蔽的短槍,0
13801,終末,0
13802,艾可莉的靈魂碎片,0
13803,腐滅者,0
13804,致命暗影,0
13805,造型,-16711681
13806,在這副鎧甲的表面串著符文。,-11776
13808,,0
13809,敗亡厄運領主肩甲,0
13810,永燃,0
13811,永久升級：托迦司,-16724737
13812,永久升級：淵喉,-16724737
13813,晉升之路,-7820545
13815,等級1/7,-16711681
13816,等級2/7,-16711681
13817,等級3/7,-16711681
13818,等級4/7,-16711681
13819,等級5/7,-16711681
13820,等級6/7,-16711681
13821,等級7/7,-16711681
13822,等級提升：1/7,65535
13823,等級提升：2/7,65535
13824,等級提升：3/7,65535
13825,等級提升：4/7,65535
13826,等級提升：5/7,65535
13827,等級提升：6/7,65535
13828,等級提升：1/6,65535
13829,冥魄鑄造,-10044417
13830,科西亞文物,-7820545
13831,強化,65280
13832,憎惡體的狂亂,0
13833,蔓延轉移,0
13834,最終判決,0
13835,無盡飢餓,0
13836,榮耀,0
13837,罪孽噴湧,0
13838,自然之怒,0
13839,罪孽沉溺,0
13840,和諧回音,0
13841,群聚蝗蟲,0
13842,死亡深度,0
13843,罪惡歡愉,0
13844,族裔親和,0
13845,毒素猛襲,0
13846,星穹魂靈,0
13847,遵從,0
13848,死亡尖刺,0
13849,死亡先鋒軍,0
13850,科西亞,0
13851,響徹明晰,0
13852,統御裂片,-10044417
13853,聖輝餘燼,0
13854,盡責裁決錘,0
13855,痛苦凝視,0
13856,淵染,-16711936
13857,熾烈屠殺,0
13858,盲目信仰,0
13859,名望軍需官,-14614752
13860,惡魔誓言,0
13861,豐收季,0
13862,伯昂撒姆第的契約,0
13863,暗言術：操縱,0
13864,無束鬥士淵誓鐐銬,0
13865,無束鬥士詛咒鐐銬,0
13866,豐收之釀,0
13867,分裂元素,0
13868,猛烈生長之種,0
13869,元素傳導,0
13870,凋萎的靈魂殘渣,0
13871,殲滅裂片,0
13872,凋零靈魂背袋,0
13873,侷限的恆爆,0
13874,靈魂潛獵者獸群,0
13875,彈藥背包,0
13876,長老鹿角的碎片,0
13877,剃刀碎片小包,0
13878,戰鬥的號角,0
13879,冰冷吞噬,0
13881,妖精之諧,0
13882,Test 1 Override,0
13883,Test 2 Override,0
13884,瘋狂禱鐘漩渦,0
13885,邪惡教誨,0
13886,妖精之心,0
13887,球體之諧,0
13888,蒼白命令,0
13889,樂土之力,0
13890,神性共鳴,0
13891,無價,-16711936
13892,建造材料,-7820545
13895,戰鬥者II,-16711936
13896,挑戰者II,-16711936
13897,競爭者II,-16711936
13898,創先者模組,-10044417
13899,首創者的暗語,-10044417
13900,可使用：,-11776
13901,暗影之境精良護甲(藍裝)以上的設計圖。,-1
13902,攻擊,-1
13903,通用,-1
13904,武器,-1
13906,Wildcard,8719357
13907,耐久,-11776
13908,命定,1496809
13910,消耗品,-1
13911,暗影之境第2季,65280
13912,品質4(最高 5),65280
13914,原靈體合成,-10044417
13915,團結,0
13916,暗語裝備,-10044417
13920,獵取寶藏,-7820545
13922,命定,-16711936
13923,命定英雄難度,65280
13924,命定傳奇難度,65280
13925,巨龍群島文物,-7820545
13926,飛龍觀察者手稿,-10044417
13927,巨牙海民盛宴材料,-7820545
13929,劇毒,10405150
13932,命定團隊搜尋器,-16711936
13933,風之寶石,14286079
13934,火之寶石,16341785
13935,冰霜寶石,1872097
13936,土之寶石,8411981
13937,風之紅寶石,14286079
13938,風之藍寶石,14286079
13939,風之翡翠,14286079
13940,風之黑瑪瑙,14286079
13941,風之琥珀,14286079
13942,土之紅寶石,8411981
13943,土之藍寶石,8411981
13944,土之翡翠,8411981
13945,土之黑瑪瑙,8411981
13946,土之琥珀,8411981
13947,火焰寶石,16341785
13948,火之藍寶石,16341785
13949,火之翡翠,16341785
13950,火之黑瑪瑙,16341785
13951,火之琥珀,16341785
13952,霜之紅寶石,1872097
13953,霜之藍寶石,1872097
13954,霜之翡翠,1872097
13955,霜之黑瑪瑙,1872097
13956,霜之琥珀,1872097
13957,狩獵隊,-10044417
13958,暗影之境第3季,-16711936
13959,[PH] Radiant - Equip Limit 2,-10044417
13960,[PH] Radiant (2),-10044417
13961,鈷藍集會秘法精華,-7820545
13962,巨牙海民盛宴材料,65280
13963,暗影之境第4季,-16711936
13964,青銅,65280
13965,紅色,65280
13966,黑色,65280
13967,藍色,65280
13968,綠色,65280
13969,洪荒灌注,65280
13970,伊斯凱拉捕魚裝備材料,-10044417
13971,巨龍群島補給品,-7820545
13976,洪荒灌注,-16711936
13978,貿易站,-11776
13979,洪荒風暴,65280
13980,戰爭模式,65280
13981,黑曜石,65280
13982,賽柏利安,-16711936
13983,翠綠,65280
13984,赤紅,65280
13985,鈷藍,65280
13986,沙塑,65280
13987,世界與每週任務,-14614752
13988,地城,-14614752
13989,任務獎勵,-14614752
13990,世界掉落物,-14614752
13991,專業技能,-14614752
13992,世界掉落,65280
13993,製作,65280
13994,技工裝備模組,-32704
13995,暗影之境第3 & 4季,-16711936
13996,暗影之境第1季,65280
13997,元素材料,5435969
13998,神秘,-10044417
13999,《巨龍崛起》第1季,-16711936
14000,了不起,65535
14001,出色,65535
14002,洪荒強化,65280
14003,澤斯克拉密庫,-10044417
14004,原初之石,16755456
14005,工匠珍品,8956671
14006,被動,-1
14007,副手,-1
14008,《巨龍崛起》第2季,-15073511
14009,禁忌之境,65280
14011,精妙工藝,-16711936
14012,暗焰工藝,-15073511
14014,碧藍,130816
14015,紫色,65280
14016,世界任務和世界掉落,65280
14017,元素灌能營地和PvP,65280
14018,寶藏和獨特生物,65280
14019,夢境工藝,-15073511
14020,天譴剋星,-15073511
14021,惡魔剋星,-15073511
14022,時擊,-15073511
14023,精神,-15073511
14024,級別10,-12032
14025,時間裂隙,0
14026,艾澤拉斯秘聞,-7820545
14027,分歧,-16711936
14028,時間裂隙和恆龍黎明,0
14029,恆龍黎明,0
14030,索芮朵蜜,65280
14031,巨龍崛起第3賽季,-15073511
14032,埃達希爾,65280
14033,傳承,65280
14034,翡翠恩惠,65280
14035,|n暗焰灌能,15025839
14036,雷霆,65280
14037,獨特生物,16754944
14038,原型戰鬥者的強韌面具,0
14039,原型志士的強韌面具,0
14040,原型鬥士的強韌面具,0
14041,繁盛綻放,65466
14042,PVP製作,-32704
14043,巨龍崛起第2賽季,-8355712
14044,|n等級提升：冒險者1/8,-8355712
14045,巨龍崛起第3賽季,-7885825
14046,|n等級提升：冒險者2/8,-8355712
14047,|n等級提升：冒險者3/8,-8355712
14048,|n等級提升：冒險者4/8,-8355712
14049,|n等級提升：冒險者5/8,-8355712
14050,|n等級提升：冒險者6/8,-8355712
14051,|n等級提升：冒險者7/8,-8355712
14052,|n等級提升：冒險者8/8,-8355712
14053,|n等級提升：勇士1/8,-8355712
14054,|n等級提升：勇士2/8,-8355712
14055,|n等級提升：勇士3/8,-8355712
14056,|n等級提升：勇士4/8,-8355712
14057,|n等級提升：勇士5/8,-8355712
14058,|n等級提升：勇士6/8,-8355712
14059,|n等級提升：勇士7/8,-8355712
14060,|n等級提升：勇士8/8,-8355712
14061,|n等級提升：精兵1/8,-8355712
14062,|n等級提升：精兵2/8,-8355712
14063,|n等級提升：精兵3/8,-8355712
14064,|n等級提升：精兵4/8,-8355712
14065,|n等級提升：精兵5/8,-8355712
14066,|n等級提升：精兵6/8,-8355712
14067,|n等級提升：精兵7/8,-8355712
14068,|n等級提升：精兵8/8,-8355712
14069,|n等級提升：探險者1/8,-8355712
14070,|n等級提升：探險者2/8,-8355712
14071,|n等級提升：探險者3/8,-8355712
14072,|n等級提升：探險者4/8,-8355712
14073,|n等級提升：探險者5/8,-8355712
14074,|n等級提升：探險者6/8,-8355712
14075,|n等級提升：探險者7/8,-8355712
14076,|n等級提升：探險者8/8,-8355712
14077,|n等級提升：英雄1/5,-8355712
14078,|n等級提升：英雄2/5,-8355712
14079,|n等級提升：英雄3/5,-8355712
14080,|n等級提升：英雄4/5,-8355712
14081,|n等級提升：英雄5/5,-8355712
14082,|n等級提升：傳奇1/3,-8355712
14083,|n等級提升：傳奇2/3,-8355712
14084,|n等級提升：傳奇3/3,-8355712
14085,|n等級提升：英雄1/6,-8355712
14086,|n等級提升：英雄2/6,-8355712
14087,|n等級提升：英雄3/6,-8355712
14088,|n等級提升：英雄4/6,-8355712
14089,|n等級提升：英雄5/6,-8355712
14090,|n等級提升：英雄6/6,-8355712
14091,|n等級提升：傳奇1/4,-8355712
14092,|n等級提升：傳奇2/4,-8355712
14093,|n等級提升：傳奇3/4,-8355712
14094,|n等級提升：傳奇4/4,-8355712
14095,傳奇難度+,-16711936
14096,預兆製造,-15073511
14097,橘色,65280
14098,暗焰灌能,15025839
14099,英雄難度|n,65280
14100,傳奇難度|n,-16711936
14101,團隊搜尋器|n,-16711936
14102,新手製造,-15073511
14103,覺醒工藝,-15073511
14104,卡林多和東部王國杯,-11776
14105,外域杯,-11776
14106,北裂境杯,0
14107,遊戲商城,65280
14108,遊戲商城變體,65280
14110,紅寶石,15354699
14111,琥珀,16292383
14112,黃水晶,16308767
14113,翡翠,4448291
14114,藍寶石,2337760
14115,瑪瑙,11936454
14117,事件,2162464
14118,PVP,-32704
14119,時光奔走,0
14120,白色,65280
14121,原始,65280
14122,黃色,65280
14123,深色,65280
14124,靛青,65280
14125,棕色,65280
14126,淺色,65280
14127,溫暖,65280
14128,寒冷,65280
14129,翡翠,65280
14130,黃金,65280
14131,白銀,65280
14132,月亮,-11776
14133,太陽,-11776
14134,循環,-11776
14135,巨龍崛起第4賽季,1703705
14136,覺醒,65280
14137,貿易站 - 蒲公英,-11776
14138,貿易站 - 薰衣草,-11776
14139,貿易站 - 穗絲,-11776
14140,貿易站 - 紅色,-11776
14141,貿易站 - 藍色,-11776
14142,貿易站 - 橘色,-11776
14143,貿易站 - 愛情女巫,-11776
14144,貿易站 - 天空女巫,-11776
14145,青綠色,65280
14146,酒紅色,65280
14147,地心之戰第1季,1703705
14148,狂亂深淵,-15073511
14149,閃光勇士,-15073511
14150,懾人白銀,-15073511
14151,粉紅,65280
14152,升級任務與探究,-14614752
14153,銀色,-15073511
14154,金色,-15073511
14155,深淵,-15073511
14156,勇士,65280
14157,榫輪寶石,6732799
14158,變換寶石,6732799
14159,技工寶石,6732799
14160,稜彩寶石,6732799
14161,混搭再造：潘達利亞,-1191680
14162,銅,65280
14163,飛船結構圖,6732799
14164,剛達加茲,0
14165,芙林,0
14166,多恩諾加,0
14167,等級1/4,-12032
14168,等級2/4,-12032
14169,等級3/4,-12032
14170,等級4/4,-12032
14172,貿易站 - 魔獸世界週年慶,-11776
14173,魔獸世界週年慶,-11776
14174,探究,-14614752
14175,青銅龍慶典,-7820545
14176,級別1,16764416
14177,級別2,16764416
14178,級別3,16764416
14179,級別4,16764416
14180,級別5,16764416
14181,級別6,16764416
14182,級別7,16764416
14183,級別8,16764416
14185,歌唱之雷黃水晶,16774505
14186,暗月命運套卡,-8206849
14189,歌唱之海黃水晶,4179947
14190,歌唱之風黃水晶,16092346
14195,《巨龍崛起》第1賽季精英,-16711936
14196,《巨龍崛起》第2賽季精英,-15073511
14197,《巨龍崛起》第3賽季精英,-15073511
14198,《巨龍崛起》第4賽季精英,1703705
14199,《巨龍崛起》第3賽季與第4賽季精英,1703705
14203,時光漫遊商人 - 藍色,65280
14204,時光漫遊商人 - 棕色,65280
14205,時光漫遊商人 - 紫色,65280
14206,聲望商人 - 紅色,65280
14207,地城 - 銀色,-14614752
14208,地城 - 藍色,65280
14209,地城 - 棕色,65280
14210,地城 - 紫色,65280
14211,地城 - 白色,65280
14212,時光漫遊商人 - 綠色,65280
14213,地城 - 綠色,65280
14214,稀有怪物,0
14220,嚙龍點心,2031360
14222,時光漫遊商人 - 黑色,65280
14223,時光漫遊商人 - 紅色,65280
14224,時光漫遊商人 - 深色,65280
14225,時光漫遊商人 - 橘色,65280
