Name_lang,ID,ParentUiMapID,Flags,System,Type,BountySetID,BountyDisplayLocation,TempVisibilityPlayerConditionID,VisibilityPlayerConditionID,HelpTextPosition,BkgAtlasID,AlternateUiMapGroup,ContentTuningID,AdventureMapTextureKitID,MapArtZoneTextPosition
外域,101,946,0,0,2,0,0,0,0,0,0,0,777,0,0
贊格沼澤,102,101,6,0,3,0,0,0,0,0,0,0,38,0,0
艾克索達,103,12,6,0,3,0,0,0,0,0,0,0,0,0,0
影月谷,104,101,6,0,3,0,0,0,0,0,0,0,43,0,0
劍刃山脈,105,101,6,0,3,0,0,0,0,0,0,0,41,0,0
血謎島,106,12,6,0,3,0,0,0,0,0,0,0,4,0,0
納葛蘭,107,101,6,0,3,0,0,0,0,0,0,0,40,0,0
泰洛卡森林,108,101,6,0,3,0,0,0,0,0,0,0,39,0,0
虛空風暴,109,101,6,0,3,0,0,0,0,0,0,0,42,0,0
銀月城,110,13,6,0,3,0,0,0,0,0,0,0,0,0,0
撒塔斯城,111,101,6,0,3,0,0,0,0,0,0,0,0,0,0
暴風之眼,112,109,0,0,6,0,0,0,0,0,0,0,0,0,0
北裂境,113,947,0,0,2,0,0,0,0,0,0,0,826,0,0
北風凍原,114,113,6,0,3,0,0,0,0,0,0,0,44,0,0
龍骨荒野,115,113,6,0,3,0,0,0,0,0,0,0,46,0,0
灰白之丘,116,113,6,0,3,0,0,0,0,0,0,0,47,0,0
凜風峽灣,117,113,6,0,3,0,0,0,0,0,0,0,45,0,0
寒冰皇冠,118,113,6,0,3,0,0,0,0,0,0,0,51,0,0
休拉薩盆地,119,113,6,0,3,0,0,0,0,0,0,0,49,0,0
風暴群山,120,113,6,0,3,0,0,0,0,0,0,0,50,0,0
祖爾德拉克,121,113,6,0,3,0,0,0,0,0,0,0,48,0,0
奎爾達納斯之島,122,13,6,0,3,0,0,0,0,0,0,0,161,0,0
冬握湖,123,113,6,0,3,0,0,0,0,0,0,0,1200,0,0
東瘟疫之地：血色領區,124,23,0,0,6,0,0,0,0,0,0,0,0,0,0
達拉然,125,127,0,0,4,0,0,0,0,0,0,0,0,0,0
達拉然,126,127,0,0,4,0,0,0,0,0,0,0,0,0,0
水晶之歌森林,127,113,6,0,3,0,0,0,0,0,0,0,163,0,0
遠祖灘頭,128,115,0,0,6,0,0,0,0,0,0,0,0,0,0
奧核之心,129,114,0,0,4,0,0,0,0,0,0,0,0,0,0
斯坦索姆的抉擇,130,71,0,0,4,0,0,0,0,0,0,0,0,0,0
斯坦索姆的抉擇,131,130,0,0,4,0,0,0,0,0,0,0,0,0,0
安卡罕特：古王國,132,115,0,0,4,0,0,0,0,0,0,0,0,0,0
俄特加德要塞,133,117,0,0,4,0,0,0,0,0,0,0,0,0,0
俄特加德要塞,134,117,0,0,4,0,0,0,0,0,0,0,0,0,0
俄特加德要塞,135,117,0,0,4,0,0,0,0,0,0,0,0,0,0
俄特加德之巔,136,117,0,0,4,0,0,0,0,0,0,0,0,0,0
俄特加德之巔,137,117,0,0,4,0,0,0,0,0,0,0,0,0,0
雷光大廳,138,120,0,0,4,0,0,0,0,0,0,0,0,0,0
雷光大廳,139,120,0,0,4,0,0,0,0,0,0,0,0,0,0
石之大廳,140,120,0,0,4,0,0,0,0,0,0,0,0,0,0
永恆之眼,141,114,0,0,4,0,0,0,0,0,0,0,0,0,0
奧核之眼,142,114,0,0,6,0,0,0,0,0,0,0,0,0,0
奧核之眼,143,114,0,0,4,0,0,0,0,0,0,0,0,0,0
奧核之眼,144,114,0,0,4,0,0,0,0,0,0,0,0,0,0
奧核之眼,145,114,0,0,4,0,0,0,0,0,0,0,0,0,0
奧核之眼,146,114,0,0,4,0,0,0,0,0,0,0,0,0,0
奧杜亞,147,120,0,0,4,0,0,0,0,0,0,0,0,0,0
奧杜亞,148,147,0,0,4,0,0,0,0,0,0,0,0,0,0
奧杜亞,149,147,0,0,4,0,0,0,0,0,0,0,0,0,0
奧杜亞,150,147,0,0,4,0,0,0,0,0,0,0,0,0,0
奧杜亞,151,147,0,0,4,0,0,0,0,0,0,0,0,0,0
奧杜亞,152,147,0,0,4,0,0,0,0,0,0,0,0,0,0
剛德拉克,153,121,0,0,6,0,0,0,0,0,0,0,0,0,0
剛德拉克,154,121,0,0,4,0,0,0,0,0,0,0,0,0,0
黑曜聖所,155,115,0,0,6,0,0,0,0,0,0,0,0,0,0
亞夏梵穹殿,156,123,0,0,4,0,0,0,0,0,0,0,0,0,0
阿茲歐-奈幽,157,115,0,0,4,0,0,0,0,0,0,0,0,0,0
阿茲歐-奈幽,158,115,0,0,4,0,0,0,0,0,0,0,0,0,0
阿茲歐-奈幽,159,115,0,0,4,0,0,0,0,0,0,0,0,0,0
德拉克薩隆要塞,160,121,0,0,4,0,0,0,0,0,0,0,0,0,0
德拉克薩隆要塞,161,121,0,0,4,0,0,0,0,0,0,0,0,0,0
納克薩瑪斯,162,115,0,0,4,0,0,0,0,0,0,0,0,0,0
納克薩瑪斯,163,115,0,0,4,0,0,0,0,0,0,0,0,0,0
納克薩瑪斯,164,115,0,0,4,0,0,0,0,0,0,0,0,0,0
納克薩瑪斯,165,115,0,0,4,0,0,0,0,0,0,0,0,0,0
納克薩瑪斯,166,115,0,0,4,0,0,0,0,0,0,0,0,0,0
納克薩瑪斯,167,115,0,0,4,0,0,0,0,0,0,0,0,0,0
紫羅蘭堡,168,125,0,0,4,0,0,0,0,0,0,0,0,0,0
征服之島,169,118,0,0,6,0,0,0,0,0,0,0,0,0,0
赫魯斯加臺地,170,113,6,0,3,0,0,0,0,0,0,0,988,0,0
勇士試煉,171,118,0,0,4,0,0,0,0,0,0,0,0,0,0
十字軍試煉,172,118,0,0,4,0,0,0,0,0,0,0,0,0,0
十字軍試煉,173,118,0,0,4,0,0,0,0,0,0,0,0,0,0
失落群島,174,948,6,0,3,0,0,0,0,0,0,0,159,0,0
卡迦邁洞窟,175,174,0,0,5,0,0,0,0,0,0,0,0,0,0
火岩諾斯的巢穴,176,174,0,0,5,0,0,0,0,0,0,0,0,0,0
加里維克斯的勞工礦坑,177,174,0,0,5,0,0,0,0,0,0,0,0,0,0
加里維克斯的勞工礦坑,178,174,0,0,5,0,0,0,0,0,0,0,0,0,0
吉爾尼斯,179,13,6,0,6,0,0,0,0,0,0,0,78,0,0
燼石礦坑,180,179,0,0,5,0,0,0,0,0,0,0,0,0,0
葛雷邁恩莊園,181,179,0,0,5,0,0,0,0,0,0,0,0,0,0
葛雷邁恩莊園,182,179,0,0,5,0,0,0,0,0,0,0,0,0,0
眾魂熔爐,183,118,0,0,4,0,0,0,0,0,0,0,0,0,0
薩倫之淵,184,118,0,0,6,0,0,0,0,0,0,0,0,0,0
倒影大廳,185,118,0,0,4,0,0,0,0,0,0,0,0,0,0
冰冠城塞,186,118,0,0,4,0,0,0,0,0,0,0,0,0,0
冰冠城塞,187,118,0,0,4,0,0,0,0,0,0,0,0,0,0
冰冠城塞,188,118,0,0,4,0,0,0,0,0,0,0,0,0,0
冰冠城塞,189,118,0,0,4,0,0,0,0,0,0,0,0,0,0
冰冠城塞,190,118,0,0,4,0,0,0,0,0,0,0,0,0,0
冰冠城塞,191,118,0,0,4,0,0,0,0,0,0,0,0,0,0
冰冠城塞,192,118,0,0,4,0,0,0,0,0,0,0,0,0,0
冰冠城塞,193,118,0,0,4,0,0,0,0,0,0,0,0,0,0
凱贊,194,948,6,0,3,0,0,0,0,0,0,0,79,0,0
卡迦邁礦區,195,194,0,0,5,0,0,0,0,0,0,0,0,0,0
卡迦邁礦區,196,194,0,0,5,0,0,0,0,0,0,0,0,0,0
卡迦邁礦區,197,194,0,0,5,0,0,0,0,0,0,0,0,0,0
海加爾山,198,12,6,0,3,0,0,0,0,0,0,0,52,0,0
南貧瘠之地,199,12,6,0,3,0,0,0,0,0,0,0,16,0,0
晶紅聖所,200,115,0,0,6,0,0,0,0,0,0,0,0,0,0
凱波薩爾森林,201,203,6,0,3,0,0,0,0,0,0,0,0,0,0
吉爾尼斯城,202,179,6,0,3,0,0,0,0,0,0,0,0,0,0
瓦許伊爾,203,13,6,0,3,0,0,0,0,0,0,0,53,0,0
地獄深淵,204,203,6,0,3,0,0,0,0,0,0,0,0,0,0
閃光瀚洋,205,203,6,0,3,0,0,0,0,0,0,0,0,0,0
雙子峰,206,241,0,0,6,0,0,0,0,0,0,0,0,0,0
地深之源,207,948,6,0,3,0,0,0,0,0,0,0,54,0,0
暮光深淵,208,207,0,0,5,0,0,0,0,0,0,0,0,0,0
暮光深淵,209,207,0,0,5,0,0,0,0,0,0,0,0,0,0
荊棘谷海角,210,224,6,0,3,0,0,0,0,0,0,0,24,0,0
怒焰裂谷,213,85,0,0,4,0,0,0,0,0,0,0,0,0,0
吉爾尼斯廢墟,217,13,6,0,3,0,0,0,0,0,0,0,78,0,0
吉爾尼斯城廢墟,218,217,1,0,6,0,0,0,0,0,0,0,0,0,0
祖爾法拉克,219,71,0,0,6,0,0,0,0,0,0,0,0,0,0
阿塔哈卡神廟,220,51,0,0,4,0,0,0,0,0,0,0,0,0,0
黑澗深淵,221,63,0,0,4,0,0,0,0,0,0,0,0,0,0
黑澗深淵,222,63,0,0,4,0,0,0,0,0,0,0,0,0,0
黑澗深淵,223,63,0,0,4,0,0,0,0,0,0,0,0,0,0
北荊棘谷,224,13,6,0,3,0,0,0,0,0,0,0,18,0,0
監獄,225,84,0,0,4,0,0,0,0,0,0,0,0,0,0
諾姆瑞根,226,27,0,0,4,0,0,0,0,0,0,0,0,0,0
諾姆瑞根,227,27,0,0,4,0,0,0,0,0,0,0,0,0,0
諾姆瑞根,228,27,0,0,4,0,0,0,0,0,0,0,0,0,0
諾姆瑞根,229,27,0,0,4,0,0,0,0,0,0,0,0,0,0
奧達曼,230,15,0,0,4,0,0,0,0,0,0,0,0,0,0
奧達曼,231,15,0,0,4,0,0,0,0,0,0,0,0,0,0
熔火之心,232,36,0,0,4,0,0,0,0,0,0,0,0,0,0
祖爾格拉布,233,50,0,0,6,0,0,0,0,0,0,0,0,0,0
厄運之槌,234,69,0,0,6,0,0,0,0,0,0,0,0,0,0
厄運之槌,235,69,0,0,4,0,0,0,0,0,0,0,0,0,0
厄運之槌,236,69,0,0,4,0,0,0,0,0,0,0,0,0,0
厄運之槌,237,69,0,0,4,0,0,0,0,0,0,0,0,0,0
厄運之槌,238,69,0,0,4,0,0,0,0,0,0,0,0,0,0
厄運之槌,239,69,0,0,4,0,0,0,0,0,0,0,0,0,0
厄運之槌,240,69,0,0,4,0,0,0,0,0,0,0,0,0,0
暮光高地,241,13,6,0,3,0,0,0,0,0,0,0,56,0,0
黑石深淵,242,32,0,0,4,0,0,0,0,0,0,0,0,0,0
黑石深淵,243,32,0,0,4,0,0,0,0,0,0,0,0,0,0
托巴拉德,244,13,0,0,3,0,0,0,0,0,0,0,656,0,0
托巴拉德半島,245,13,0,0,3,0,0,0,0,0,0,0,656,0,0
破碎大廳,246,100,0,0,4,0,0,0,0,0,0,0,0,0,0
安其拉廢墟,247,81,0,0,6,0,0,0,0,0,0,0,0,0,0
奧妮克希亞的巢穴,248,70,0,0,4,0,0,0,0,0,0,0,0,0,0
奧丹姆,249,12,6,0,3,0,0,0,75733,2,0,1,55,0,0
黑石塔,250,36,0,0,4,0,0,0,0,0,0,0,0,0,0
黑石塔,251,36,0,0,4,0,0,0,0,0,0,0,0,0,0
黑石塔,252,36,0,0,4,0,0,0,0,0,0,0,0,0,0
黑石塔,253,36,0,0,4,0,0,0,0,0,0,0,0,0,0
黑石塔,254,36,0,0,4,0,0,0,0,0,0,0,0,0,0
黑石塔,255,36,0,0,4,0,0,0,0,0,0,0,0,0,0
奧奇奈地穴,256,108,0,0,4,0,0,0,0,0,0,0,0,0,0
奧奇奈地穴,257,108,0,0,4,0,0,0,0,0,0,0,0,0,0
塞司克大廳,258,108,0,0,4,0,0,0,0,0,0,0,0,0,0
塞司克大廳,259,108,0,0,4,0,0,0,0,0,0,0,0,0,0
暗影迷宮,260,108,0,0,4,0,0,0,0,0,0,0,0,0,0
血熔爐,261,100,0,0,4,0,0,0,0,0,0,0,0,0,0
深幽泥沼,262,102,0,0,4,0,0,0,0,0,0,0,0,0,0
蒸汽洞窟,263,102,0,0,4,0,0,0,0,0,0,0,0,0,0
蒸汽洞窟,264,102,0,0,4,0,0,0,0,0,0,0,0,0,0
奴隸監獄,265,102,0,0,4,0,0,0,0,0,0,0,0,0,0
波塔尼卡,266,109,0,0,4,0,0,0,0,0,0,0,0,0,0
麥克納爾,267,109,0,0,4,0,0,0,0,0,0,0,0,0,0
麥克納爾,268,109,0,0,4,0,0,0,0,0,0,0,0,0,0
亞克崔茲,269,109,0,0,4,0,0,0,0,0,0,0,0,0,0
亞克崔茲,270,109,0,0,4,0,0,0,0,0,0,0,0,0,0
亞克崔茲,271,109,0,0,4,0,0,0,0,0,0,0,0,0,0
法力墓地,272,108,0,0,4,0,0,0,0,0,0,0,0,0,0
黑色沼澤,273,75,0,0,6,0,0,0,0,0,0,0,0,0,0
希爾斯布萊德丘陵舊址,274,75,0,0,6,0,0,0,0,0,0,0,0,0,0
吉爾尼斯之戰,275,179,0,0,6,0,0,0,0,0,0,0,0,0,0
大漩渦,276,948,6,0,3,0,0,0,0,0,0,0,0,0,0
托維爾的失落之城,277,249,0,0,6,0,0,0,0,0,0,0,0,0,0
哀嚎洞穴,279,10,0,0,4,0,0,0,0,0,0,0,0,0,0
瑪拉頓,280,66,0,0,4,0,0,0,0,0,0,0,0,0,0
瑪拉頓,281,66,0,0,4,0,0,0,0,0,0,0,0,0,0
巴拉丁堡,282,244,0,0,4,0,0,0,0,0,0,0,0,0,0
黑石洞穴,283,36,0,0,4,0,0,0,0,0,0,0,0,0,0
黑石洞穴,284,36,0,0,4,0,0,0,0,0,0,0,0,0,0
黑翼陷窟,285,36,0,0,4,0,0,0,0,0,0,0,0,0,0
黑翼陷窟,286,36,0,0,4,0,0,0,0,0,0,0,0,0,0
黑翼之巢,287,36,0,0,4,0,0,0,0,0,0,0,0,0,0
黑翼之巢,288,36,0,0,4,0,0,0,0,0,0,0,0,0,0
黑翼之巢,289,36,0,0,4,0,0,0,0,0,0,0,0,0,0
黑翼之巢,290,36,0,0,4,0,0,0,0,0,0,0,0,0,0
死亡礦坑,291,52,0,0,4,0,0,0,0,0,0,0,0,0,0
死亡礦坑,292,52,0,0,4,0,0,0,0,0,0,0,0,0,0
格瑞姆巴托,293,241,0,0,4,0,0,0,0,0,0,0,0,0,0
暮光堡壘,294,241,0,0,4,0,0,0,0,0,0,0,0,0,0
暮光堡壘,295,241,0,0,4,0,0,0,0,0,0,0,0,0,0
暮光堡壘,296,241,0,0,4,0,0,0,0,0,0,0,0,0,0
起源大廳,297,249,0,0,4,0,0,0,0,0,0,0,0,0,0
起源大廳,298,249,0,0,4,0,0,0,0,0,0,0,0,0,0
起源大廳,299,249,0,0,4,0,0,0,0,0,0,0,0,0,0
剃刀高地,300,64,0,0,4,0,0,0,0,0,0,0,0,0,0
剃刀沼澤,301,199,0,0,4,0,0,0,0,0,0,0,0,0,0
血色修道院,302,18,0,0,4,0,0,0,0,0,0,0,0,0,0
血色修道院,303,18,0,0,4,0,0,0,0,0,0,0,0,0,0
血色修道院,304,18,0,0,4,0,0,0,0,0,0,0,0,0,0
血色修道院,305,18,0,0,4,0,0,0,0,0,0,0,0,0,0
通靈學院的傳承,306,22,0,0,4,0,0,0,0,0,0,0,0,0,0
通靈學院的傳承,307,22,0,0,4,0,0,0,0,0,0,0,0,0,0
通靈學院的傳承,308,22,0,0,4,0,0,0,0,0,0,0,0,0,0
通靈學院的傳承,309,22,0,0,4,0,0,0,0,0,0,0,0,0,0
影牙城堡,310,21,0,0,4,0,0,0,0,0,0,0,0,0,0
影牙城堡,311,21,0,0,4,0,0,0,0,0,0,0,0,0,0
影牙城堡,312,21,0,0,4,0,0,0,0,0,0,0,0,0,0
影牙城堡,313,21,0,0,4,0,0,0,0,0,0,0,0,0,0
影牙城堡,314,21,0,0,4,0,0,0,0,0,0,0,0,0,0
影牙城堡,315,21,0,0,4,0,0,0,0,0,0,0,0,0,0
影牙城堡,316,21,0,0,4,0,0,0,0,0,0,0,0,0,0
斯坦索姆,317,23,0,0,4,0,0,0,0,0,0,0,0,0,0
斯坦索姆,318,23,0,0,4,0,0,0,0,0,0,0,0,0,0
安其拉,319,81,0,0,4,0,0,0,0,0,0,0,0,0,0
安其拉,320,81,0,0,4,0,0,0,0,0,0,0,0,0,0
安其拉,321,81,0,0,4,0,0,0,0,0,0,0,0,0,0
海潮王座,322,204,0,0,4,0,0,0,0,0,0,0,0,0,0
海潮王座,323,204,0,0,4,0,0,0,0,0,0,0,0,0,0
石岩之心,324,207,0,0,4,0,0,0,0,0,0,0,0,0,0
漩渦尖塔,325,249,0,0,4,0,0,0,0,0,0,0,0,0,0
安其拉：沒落的王朝,327,12,2,0,6,0,0,0,0,0,0,0,0,0,0
四風王座,328,249,0,0,4,0,0,0,0,0,0,0,0,0,0
海加爾山之巔,329,75,0,0,6,0,0,0,0,0,0,0,0,0,0
戈魯爾之巢,330,105,0,0,4,0,0,0,0,0,0,0,0,0,0
瑪瑟里頓的巢穴,331,100,0,0,4,0,0,0,0,0,0,0,0,0,0
毒蛇神殿洞穴,332,102,0,0,4,0,0,0,0,0,0,0,0,0,0
祖阿曼,333,95,0,0,6,0,0,0,0,0,0,0,0,0,0
風暴要塞,334,109,0,0,4,0,0,0,0,0,0,0,0,0,0
太陽之井高地,335,122,0,0,4,0,0,0,0,0,0,0,0,0,0
太陽之井高地,336,335,0,0,4,0,0,0,0,0,0,0,0,0,0
祖爾格拉布,337,50,0,0,6,0,0,0,0,0,0,0,0,0,0
熔岩前線,338,198,0,0,6,0,0,0,0,0,0,0,0,0,0
黑暗神廟,339,104,0,0,4,0,0,0,0,0,0,0,0,0,0
黑暗神廟,340,339,0,0,4,0,0,0,0,0,0,0,0,0,0
黑暗神廟,341,339,0,0,4,0,0,0,0,0,0,0,0,0,0
黑暗神廟,342,339,0,0,4,0,0,0,0,0,0,0,0,0,0
黑暗神廟,343,339,0,0,4,0,0,0,0,0,0,0,0,0,0
黑暗神廟,344,339,0,0,4,0,0,0,0,0,0,0,0,0,0
黑暗神廟,345,339,0,0,4,0,0,0,0,0,0,0,0,0,0
黑暗神廟,346,339,0,0,4,0,0,0,0,0,0,0,0,0,0
地獄火壁壘,347,100,0,0,4,0,0,0,0,0,0,0,0,0,0
博學者殿堂,348,122,0,0,4,0,0,0,0,0,0,0,0,0,0
博學者殿堂,349,122,0,0,4,0,0,0,0,0,0,0,0,0,0
卡拉贊,350,42,0,0,4,0,0,0,0,0,0,0,0,0,0
卡拉贊,351,42,0,0,4,0,0,0,0,0,0,0,0,0,0
卡拉贊,352,42,0,0,4,0,0,0,0,0,0,0,0,0,0
卡拉贊,353,42,0,0,4,0,0,0,0,0,0,0,0,0,0
卡拉贊,354,42,0,0,4,0,0,0,0,0,0,0,0,0,0
卡拉贊,355,42,0,0,4,0,0,0,0,0,0,0,0,0,0
卡拉贊,356,42,0,0,4,0,0,0,0,0,0,0,0,0,0
卡拉贊,357,42,0,0,4,0,0,0,0,0,0,0,0,0,0
卡拉贊,358,42,0,0,4,0,0,0,0,0,0,0,0,0,0
卡拉贊,359,42,0,0,4,0,0,0,0,0,0,0,0,0,0
卡拉贊,360,42,0,0,4,0,0,0,0,0,0,0,0,0,0
卡拉贊,361,42,0,0,4,0,0,0,0,0,0,0,0,0,0
卡拉贊,362,42,0,0,4,0,0,0,0,0,0,0,0,0,0
卡拉贊,363,42,0,0,4,0,0,0,0,0,0,0,0,0,0
卡拉贊,364,42,0,0,4,0,0,0,0,0,0,0,0,0,0
卡拉贊,365,42,0,0,4,0,0,0,0,0,0,0,0,0,0
卡拉贊,366,42,0,0,4,0,0,0,0,0,0,0,0,0,0
火源之界,367,198,0,0,4,0,0,0,0,0,0,0,0,0,0
火源之界,368,367,0,0,4,0,0,0,0,0,0,0,0,0,0
