Name_lang,ID,SpecSetID,InventoryTypeMask,SpellID,ItemBonusListID,PlayerConditionID,Field_9_0_1_34972_007,UnlockItemID,CovenantID,Field_9_1_0_38549_010
法官的審判,101,30,2560,337681,7056,85799,83,183300,0,0
瑪銳德的臨終之息,102,27,2080,340458,7128,85802,86,183303,0,0
震擊屏障,103,27,384,337825,7059,85804,87,183305,0,0
『黎明朝陽』破影者,104,27,1096,337812,7057,85803,85,183304,0,0
太陽之井的綻放,105,27,65792,337777,7058,85801,84,183302,0,0
神聖復仇者的紋刻符印,106,28,66,337831,7060,85806,89,183307,0,0
忠誠保衛者的聖所,107,28,516,337838,7061,85808,91,183309,0,0
公正之怒壁壘,108,28,2056,337847,7062,85805,88,183306,0,0
無盡諸王的統御,109,28,548,337850,7063,85807,90,183308,0,0
光明使者的風暴,110,29,192,337257,7067,85812,95,183313,0,0
堅毅審判官,111,30,65664,337297,7066,85811,94,183312,0,0
先鋒氣勢,112,29,1282,337638,7065,85809,92,183310,0,0
最終裁決,113,29,65568,337247,7064,85810,93,183311,0,0
活力影塵,114,165,36,340080,7114,85828,115,183331,0,0
血牙精華,115,165,2058,340079,7113,85136,114,183330,0,0
纖細毒刃,116,165,320,340078,7112,85830,113,183333,0,92622
刺客大師印記,117,165,2560,340076,7111,85829,112,183332,0,0
迅捷惡棍,118,34,65792,340081,7115,85831,116,183334,0,0
毀滅之刃,119,34,66568,340082,7116,85832,117,183335,0,0
揍敵客徽記,120,34,384,340083,7117,85834,118,183337,0,0
薄暮行者的調解,121,34,2080,340084,7118,85833,119,183336,0,0
隱蔽的短槍,122,35,1536,340088,7122,85836,123,183339,0,0
迅敏,123,35,2056,340087,7121,85835,122,183338,0,0
狡詐符咒,124,35,516,340086,7120,85838,121,183341,0,0
綠皮巫木,125,35,66,340085,7119,85837,120,183340,0,0
終末,126,36,65568,340089,7123,85841,124,183344,0,0
艾可莉的靈魂碎片,127,36,1030,340090,7124,85839,125,183342,0,0
腐滅者,128,36,65664,340091,7125,85842,126,183345,0,0
致命暗影,129,165,192,340092,7126,85840,127,183343,0,0
先祖的提醒,130,13,2560,336741,6985,85137,160,183346,0,0
震慄之石,131,13,2368,336739,6986,85845,162,183349,0,0
根深蒂固的元素,132,13,522,336738,6987,85844,163,183348,0,92623
毀滅鎖鍊,133,13,1048612,336735,6988,85843,161,183347,0,0
破天者的熾炎浩劫,134,11,1050656,336734,6989,85848,166,183352,0,0
元素均衡,135,11,384,336730,6990,85847,167,183351,0,0
大崩裂的回音,136,11,1032,336215,6991,85846,164,183350,0,0
語風者的熔岩復甦,137,11,65792,336063,6992,85849,165,183353,0,0
末日之風,138,12,65602,335902,6993,85850,168,183354,0,0
冰霜女巫的傳承,139,12,516,335899,6994,85851,171,183355,0,0
巫醫的狼骨,140,12,2056,335897,6995,85853,170,183357,0,0
原始熔岩致動器,141,12,1536,335895,6996,85852,169,183356,0,0
喬納的自然法器,142,4,192,335893,6997,85855,174,183359,0,0
靈行者的浪潮圖騰,143,4,65664,335891,6998,85857,175,183361,0,0
原始浪潮核心,144,4,1026,335889,6999,85856,173,183360,0,0
大地和諧,145,4,1114144,335886,7000,85854,172,183358,0,0
慎重沉思,146,166,1048612,341804,7161,85813,99,183315,0,92621
太陽祭司的雙子,147,166,14,336897,7002,85814,98,183316,0,0
灼焚暗影,148,166,320,336370,6975,85135,96,183314,0,0
天穹之躍,149,166,2560,336470,6972,85815,97,183317,0,0
悔罪者,150,31,65792,336011,6976,85819,102,183321,0,0
水晶反射,151,31,1032,336507,6978,85817,103,183319,0,0
死亡之吻,152,31,384,336133,6979,85818,101,183320,0,0
思緒清晰,153,31,1050656,336067,6980,85816,100,183318,0,0
山悉，大主教本尼迪塔斯的歸來,154,32,65664,337477,6984,85823,107,183325,0,0
和諧器械,155,32,2056,336314,6977,85822,106,183324,0,0
快速專注,156,32,516,336266,6974,85821,104,183323,0,0
神聖影像,157,32,65602,336400,6973,85820,105,183322,0,0
破痛者讚美詩,158,33,1114144,336165,6981,85825,110,183327,0,0
暗焰稜光,159,33,1026,336143,6982,85827,109,183329,0,0
永喚虛無,160,33,1536,336214,6983,85824,111,183326,0,0
塔巴達爾的謀略,161,33,192,342415,7162,85826,108,183328,0,0
威爾弗雷德的超強召喚符印,162,167,2560,337020,7025,85864,183,183369,0,0
安德列斯之爪,163,167,320,337038,7026,85861,181,183366,0,92624
惡魔協同文物,164,167,65546,337057,7027,85862,180,183367,0,0
黑暗之門石柱,165,167,1048612,337065,7028,85863,182,183368,0,0
阿茲亞基的永恆苦痛,166,37,1050656,337106,7029,85858,176,183363,0,0
莎珂蕾希的黑暗打擊,167,37,384,337111,7030,85859,177,183364,0,0
惡毒憤怒,168,37,1032,337122,7031,85138,178,183362,0,0
吞噬怒火,169,37,65792,337128,7032,85860,179,183365,0,0
爆破潛力,170,39,1090,337135,7033,85868,189,183373,0,0
恐怖審判官的恐懼呼喚,171,39,516,337141,7034,85867,186,183372,0,0
角之夢魘部隊,172,39,2056,337146,7035,85866,187,183371,0,0
禍蛛的熾熱核心,173,39,1536,337159,7036,85865,191,183370,0,0
歐迪爾，依米亞的披巾,174,38,192,337163,7037,85872,188,183377,0,0
阿茲亞基的燼火,175,38,65664,337166,7038,85869,185,183374,0,0
阿茲亞基的瘋狂,176,38,1026,337169,7039,85871,184,183376,0,0
魔鬼衣飾的餘燼,177,38,1114144,337272,7040,85870,190,183375,0,0
跳躍者,178,168,320,335214,6955,85139,128,183378,0,0
震地迴響,179,168,266,335758,6971,85874,131,183380,0,0
畸形之鏡,180,168,36,335253,6958,85873,130,183379,0,92625
受苦諸王印記,181,168,2560,335266,6959,85875,129,183381,0,0
堅毅打擊,182,40,66,335458,6962,85877,134,183383,0,0
戰鬥領主,183,40,516,335274,6960,85876,135,183382,0,0
物盡其用,184,40,2056,335451,6961,85878,133,183384,0,0
精神異常,185,40,3584,335282,6970,85879,132,183385,0,0
藤枝韻律,186,41,192,335555,6963,85880,136,183386,0,0
死亡製造者,187,41,65664,335567,6964,85881,138,183387,0,0
無畏防禦,188,41,1090,335582,6965,85882,139,183388,0,0
狂戰士的意志,189,41,65568,335594,6966,85883,137,183389,0,0
雷霆之王,190,42,1280,335229,6956,85886,143,183392,0,0
不破之牆,191,42,65544,335239,6957,85885,142,183391,0,0
堅定意志,192,42,2080,335629,6967,85887,141,183393,0,0
報復,193,42,384,335718,6969,85884,140,183390,0,0
瘋狂楷模,196,30,320,337594,7054,85134,80,183298,0,92620
伊歐娜的回音,199,2,2624,338477,7100,85130,192,183242,0,0
審斷者的審判,200,2,3584,339344,7101,85746,193,183243,0,0
諾甘農的睿智,201,2,65920,339340,7102,85748,194,183245,0,0
賽弗斯的宣言,202,2,1048620,339348,7103,85749,195,183246,0,0
穩定幻魄誘餌,203,2,66052,339351,7104,85750,196,183247,0,0
閻獄之主第三隻眼,204,2,78,339058,7105,85751,197,183248,0,0
活力犧牲,205,2,1050666,338743,7106,85752,198,183249,0,0
淵喉騷動,206,2,1408,340197,7159,85747,199,183244,0,0
蔓延轉移,210,43,96,353882,7466,91087,1,186565,3,0
最終判決,211,43,65546,353822,7467,91088,2,186566,1,0
無盡飢餓,212,43,384,353699,7468,91096,3,186567,2,0
憎惡體的狂亂,213,43,1792,353447,7458,91097,4,186568,4,0
榮耀,214,168,96,353577,7469,91102,5,186570,4,0
罪孽噴湧,215,168,14,354131,7470,91112,6,186572,2,0
自然之怒,216,168,67072,354161,7471,91123,8,186576,3,0
群聚蝗蟲,217,48,544,354123,7472,92922,1,186577,4,0
和諧回音,218,162,65602,354186,7473,91139,9,186591,1,0
罪孽沉溺,220,48,1088,354109,7474,91168,2,186609,2,0
死亡深度,221,162,776,354294,7475,91173,12,186621,4,0
罪惡歡愉,222,162,384,354333,7476,91185,13,186635,2,0
族裔親和,223,48,12,354115,7477,91206,3,186673,1,0
毒素猛襲,224,165,416,354473,7478,91217,16,186676,3,0
星穹魂靈,226,48,384,354118,7571,91256,4,186687,3,0
分裂元素,228,13,68,354647,7570,92160,17,186689,4,0
遵從,229,165,65538,354703,7572,91284,18,186710,2,0
死亡尖刺,230,165,1536,354731,7573,91293,19,186712,4,0
響徹明晰,231,165,72,354837,7577,91356,20,186775,1,0
神性共鳴,234,30,96,355098,7679,91124,1,187106,1,0
盡責裁決錘,235,30,2058,355099,7680,91706,2,187107,4,0
痛苦凝視,236,8,130,355886,7681,91707,21,187105,2,0
熾烈屠殺,237,8,65800,355890,7698,91710,22,187109,3,0
盲目信仰,238,8,65568,355893,7699,91711,23,187111,1,0
惡魔誓言,239,8,576,355996,7700,91748,24,187118,4,0
聖輝餘燼,240,30,67072,355447,7701,91791,3,187127,2,0
豐收季,241,30,384,355100,7702,91884,4,187132,3,0
伯昂撒姆第的契約,242,166,1090,356391,7703,92111,1,187161,3,0
暗言術：操縱,243,166,516,356392,7704,92114,2,187162,2,0
豐收之釀,244,164,44,356592,7707,92155,24,187217,4,0
猛烈生長之種,246,13,1026,356218,7708,92161,18,187223,3,0
元素傳導,247,13,544,356250,7709,92162,19,187224,2,0
凋萎的靈魂殘渣,248,167,1114656,356254,7710,92163,17,187225,1,0
殲滅裂片,249,167,192,356344,7711,92164,18,187226,4,0
凋零靈魂背袋,250,167,1280,356362,7712,92165,19,187227,3,0
侷限的恆爆,251,167,14,356259,7713,92166,19,187228,2,0
靈魂潛獵者獸群,252,163,1088,356262,7714,92167,19,187229,1,0
彈藥背包,253,163,514,356264,7715,92168,19,187230,4,0
長老鹿角的碎片,254,163,36,356375,7716,92169,19,187231,3,0
剃刀碎片小包,255,163,384,356618,7717,92171,19,187232,2,0
戰鬥的號角,256,164,384,356684,7718,92183,25,187237,1,0
妖精之諧,257,164,1088,356705,7721,92245,26,187258,3,0
瘋狂禱鐘漩渦,258,13,384,356789,7722,92250,18,187259,1,0
邪惡教誨,259,164,2560,356818,7726,92260,28,187277,2,0
妖精之心,260,162,1049632,356877,7727,92279,30,187280,3,0
球體之諧,261,166,136,356395,7728,92370,3,187163,1,0
蒼白命令,262,166,2304,356390,7729,92414,4,187160,4,0
樂土之力,263,168,384,357996,7730,92634,9,187511,1,0
團結,264,43,69614,364758,8119,95736,9,190584,0,95777
團結,267,8,69614,364824,8120,95790,9,190587,0,95777
團結,268,48,69614,364814,8121,95791,9,190588,0,95777
團結,269,163,69614,364743,8122,95792,9,190589,0,95777
團結,270,162,1118190,364852,8123,95793,9,190590,0,95777
團結,271,164,69614,364857,8124,95794,9,190591,0,95777
團結,272,30,69614,364642,8125,95795,9,190592,0,95777
團結,273,166,1118190,364911,8126,95796,9,190593,0,95777
團結,274,165,69614,364922,8127,95797,9,190594,0,95777
團結,275,13,69614,364738,8128,95798,9,190595,0,95777
團結,276,167,1118190,364939,8129,95799,9,190596,0,95777
團結,277,168,69614,364929,8130,95800,9,190598,0,95777
團結,279,170,69614,387431,8934,101270,9,199552,0,95777
