ID,Description_lang,ModifiedCraftingCategoryID,ItemBonusTreeID,Flags,Field_9_1_0_38511_004,ItemContextOffset
156,使$en1提高$ev1點，$en2提高$ev2點,126,0,1,0,0
157,你提高專業技能的可能性提高$ev1%，但配方難度提高$ev2。,127,0,0,0,0
158,使$en1提高$ev1點，$en2提高$ev2點,128,0,0,0,0
159,使$en1提高$ev1點，$en2提高$ev2點,129,0,0,0,0
160,巨龍群島藥水的持續時間延長50%，並新增獨特裝備效果：裝飾(2)。,130,3599,0,0,0
161,使巨龍群島料理的充分進食持續時間提高100%，且死亡不會移除充分進食的效果。,131,3598,0,0,0
163,Increases armor by x and reduces durability loss of this armor piece. (DNT),85,0,0,0,0
164,使$en1提高$ev1。,133,0,0,0,0
165,使$en1提高$ev1。,134,0,0,0,0
166,保證具有致命一擊和加速。,135,3725,1,0,0
168,,57,0,0,0,0
169,,57,0,0,0,0
170,,57,0,0,0,0
171,,156,0,0,0,0
172,,157,0,0,0,0
173,,158,0,0,0,0
174,,159,0,0,0,0
175,,160,0,0,0,0
176,,161,0,0,0,0
177,,162,0,0,0,0
178,,139,0,0,0,0
179,,137,0,0,0,0
180,,138,0,0,0,0
181,,140,0,0,0,0
182,,141,0,0,0,0
183,,144,0,0,0,0
184,,142,0,0,0,0
185,,143,0,0,0,0
186,,145,0,0,0,0
187,,146,0,0,0,0
188,,147,0,0,0,0
189,,154,0,0,0,0
191,,0,0,0,0,0
192,,149,0,0,0,0
193,,151,0,0,0,0
194,,155,0,0,0,0
195,,163,0,0,0,0
196,你提高銘文學技能的可能性提高$ev1%，但技藝難度提高$ev2。,152,0,0,0,0
197,精妙突破返還的專注提高$ev1%，$en2提高$ev2點。,153,0,0,0,0
198,,170,0,0,0,0
199,,171,0,0,0,0
200,,172,0,0,0,0
201,,173,0,0,0,0
203,,175,0,0,0,0
204,,176,0,0,0,0
205,你提高珠寶設計技能的可能性提高$ev1%，但設計圖難度提高$ev2。,364,0,1,0,0
206,精妙突破返還的專注提高$ev1%，$en2提高$ev2點。,365,0,0,0,0
207,你提高裁縫技能的可能性提高$ev1%，但圖樣難度提高$ev2。,366,0,0,0,0
208,精妙突破返還的專注提高$ev1%，$en2提高$ev2%。,367,0,0,0,0
209,透過精明節省的材料數量提高$ev1%。,368,0,0,0,0
210,,369,0,0,0,0
211,,370,0,0,0,0
212,,371,0,0,0,0
213,當生命力超過90%時，獲得精通。另外新增獨特裝備效果：裝飾(2)。,372,3843,0,0,0
214,,373,0,0,0,0
215,你的法術有時會在時光中引發漣漪。另外新增獨特裝備效果：裝飾(2)。,374,3850,0,0,0
216,,375,0,0,0,0
217,,376,0,0,0,0
218,,377,0,0,0,0
219,,378,0,0,0,0
220,,379,0,0,0,0
221,,380,0,0,0,0
222,保證具有臨機應變和加速。,390,3742,1,0,0
223,保證具有精通和加速。,389,3743,1,0,0
224,保證具有臨機應變和精通。,388,3744,1,0,0
225,保證具有致命一擊和精通。,391,3741,1,0,0
226,保證具有臨機應變和致命一擊。,392,3745,1,0,0
227,物理攻擊有時會造成額外的物理傷害。另外新增獨特裝備效果：裝飾(2)。,394,3747,0,0,0
228,為物品注入腐朽精華。另外新增獨特裝備效果：裝飾(2)。,393,3749,0,0,0
229,,395,0,0,0,0
230,在你的食譜中添加這個美味的秘密食材，以增加產出的數量。,396,0,0,0,0
232,,399,0,0,0,0
233,依據製作品質設定物品等級(395 - 408)。,84,3793,0,0,0
234,依據製作品質設定物品等級(408 - 421)。,84,3794,0,0,0
235,依據製作品質設定物品等級(330 - 343)，附加靈魂綁定及等級需求64。,88,3795,0,0,0
236,依據製作品質設定物品等級(343 - 356)，附加靈魂綁定及等級需求70。,400,3796,0,0,0
237,依據製作品質設定物品等級(356 - 369)，附加靈魂綁定及等級需求70。,400,3797,0,0,0
238,依據製作品質設定物品等級(369 - 382)，附加靈魂綁定及等級需求70。,400,3798,0,0,0
239,完美精確的刀工，一點原料都不浪費。這個食譜獲得$ev1點$en1。,403,0,0,0,0
240,一道健康又有飽足感的沙拉，最後絕對會吃不完。這道菜獲得$ev1點$en1。,404,0,0,0,0
241,,405,0,0,0,0
242,,408,0,0,0,0
243,,407,0,0,0,0
244,,409,0,0,0,0
245,,406,0,0,0,0
246,,410,0,0,0,0
247,,411,0,0,0,0
248,,412,0,0,0,0
249,,413,0,0,0,0
250,,443,3805,0,0,0
251,,442,3806,0,0,0
252,,422,3807,0,0,0
253,,445,3808,0,0,0
254,,444,3809,0,0,0
255,,426,0,0,0,0
256,,427,0,0,0,0
257,,414,0,0,0,0
258,,415,0,0,0,0
259,,416,0,0,0,0
260,,417,0,0,0,0
261,,418,0,0,0,0
262,,419,0,0,0,0
263,,420,0,0,0,0
264,將隨機屬性替換成精妙。,429,3810,0,0,0
265,,430,0,0,0,0
266,,431,0,0,0,0
267,使此設備的技工裝置故障機率降低15%。不會與相似的專精加成疊加。,432,3811,0,0,0
268,鑲入此設備的技工裝置不會再發生災難性故障。,433,3812,0,0,0
269,鑲入此設備的技工裝置偶爾會導致電池移位，但不會發生故障。,434,3815,0,0,0
270,將工程學製護目鏡或護腕的次要屬性分配給致命一擊。,435,3878,0,0,0
271,將工程學製護目鏡或護腕的次要屬性分配給加速。,436,3877,0,0,0
272,將工程學製護目鏡或護腕的次要屬性分配給精通。,437,3879,0,0,0
273,將工程學製護目鏡或護腕的次要屬性分配給臨機應變。,438,3880,0,0,0
274,你提高工程學技能的可能性提高$ev1%，但結構圖難度提高$ev2。,439,0,0,0,0
275,使你的$en1提高$ev1點，$en2提高$ev2點,440,0,0,0,0
276,你治療時偶爾會發射治療鏢。另外新增獨特裝備效果：裝飾(2)。,441,3834,0,0,0
278,將隨機屬性替換成精明。,450,3881,0,0,0
279,將隨機屬性替換成複數製造。,451,3882,0,0,0
280,將隨機屬性替換成製作速度。,452,3883,0,0,0
281,將隨機屬性替換成技法。,453,3884,0,0,0
282,將隨機屬性替換成感知。,454,3885,0,0,0
283,將隨機屬性替換成純熟。,455,3886,0,0,0
284,,424,0,0,0,0
285,,425,0,0,0,0
287,將德拉諾鍛造武器的外觀，變成更棒的造型。,459,3986,0,0,0
288,將德拉諾鍛造武器的外觀，變成非常出色的造型。,459,3987,0,0,0
289,將德拉諾鍛造護甲的外觀，變成更棒的造型。,460,3986,0,0,0
290,將德拉諾鍛造護甲的外觀，變成非常出色的造型。,460,3987,0,0,0
291,將德拉諾工程學護目鏡的外觀，變成更棒的造型。,461,3986,0,0,0
292,將德拉諾工程學護目鏡的外觀，變成非常出色的造型。,461,3987,0,0,0
293,將德拉諾工程學槍械的外觀，變成更棒的造型。,462,3986,0,0,0
294,將德拉諾工程學槍械的外觀，變成非常出色的造型。,462,3987,0,0,0
295,將德拉諾製皮護甲的外觀，變成更棒的造型。,463,3986,0,0,0
296,將德拉諾製皮護甲的外觀，變成非常出色的造型。,463,3987,0,0,0
297,將德拉諾裁縫護甲的外觀，變成更棒的造型。,464,3986,0,0,0
298,將德拉諾裁縫護甲的外觀，變成非常出色的造型。,464,3987,0,0,0
299,將德拉諾銘文學武器的外觀，變成更棒的造型。,465,3986,0,0,0
300,將德拉諾銘文學武器的外觀，變成非常出色的造型。,465,3987,0,0,0
302,能讓你製作的裝備看起來好像沒變化，實際上卻有所不同。,467,4049,0,0,0
303,在競技場與戰場中將物品等級提高至450。,468,4076,0,0,0
304,在競技場與戰場中將物品等級提高至450。,469,4076,0,0,0
305,在競技場與戰場中將物品等級提高至450。,470,4076,0,0,0
306,在競技場與戰場中將物品等級提高至437。,471,4077,0,0,0
307,在競技場與戰場中將物品等級提高至437。,472,4077,0,0,0
308,在競技場與戰場中將物品等級提高至437。,473,4077,0,0,0
309,根據製作等級(382-395)設定起始物品等級並標示為精妙工藝。,474,4107,0,0,0
310,根據製作等級(411-424)設定起始物品等級並標示為暗焰工藝。,475,4108,0,0,0
311,依據製作品質設定物品等級(382 - 395)，增加靈魂綁定並設定需求等級為70。,400,4111,0,0,0
312,依據製作品質設定物品等級(395 - 408)。,400,4112,0,0,0
313,依據製作品質設定物品等級(424 - 437)。,476,4113,0,0,0
314,依據製作品質設定物品等級(408 - 418)。,476,4114,0,0,0
315,依據製作品質設定物品等級(434 - 444)。,476,4115,0,0,0
316,依據製作品質設定物品等級(434 - 447)。,476,4116,0,0,0
317,造成傷害會施加堆疊的暗焰傷害。另外新增獨特裝備：裝飾(2)。,477,4118,0,0,0
318,在未施放時受到中斷，則受到強化。另外新增獨特裝備：裝飾(2)。,478,4129,0,0,0
319,持續的移動限制效果會提高傷害。另外新增獨特裝備：裝飾(2)。,479,4135,0,0,0
320,,480,0,0,0,0
321,降低你的掉落速度，持續10秒。只能在巨龍群島使用。,481,4152,0,0,0
323,強化你的巨龍群島繃帶。只能在巨龍群島使用。,483,4153,0,0,0
324,,487,3481,0,0,0
325,,487,4165,0,0,0
326,,488,4010,0,0,0
327,,488,4166,0,0,0
328,,486,0,0,0,0
329,依據製作品質設定起始物品等級(450-463)並標示為夢境工藝。,490,4183,0,0,0
330,依據製作品質設定物品等級(463-476)。,491,4184,0,0,0
331,依據製作品質設定物品等級(473-486)。,491,4185,0,0,0
332,依據製作品質設定物品等級(434-447)。,400,4188,0,0,0
334,法術和技能有時會提供次要屬性。另外新增獨特裝備效果：裝飾(2)。,493,4226,0,0,0
335,在競技場與戰場中將物品等級提高至476。,494,4234,0,0,0
336,在競技場與戰場中將物品等級提高至476。,496,4234,0,0,0
337,在競技場與戰場中將物品等級提高至476。,498,4234,0,0,0
338,在競技場與戰場中將物品等級提高至489。,495,4235,0,0,0
339,在競技場與戰場中將物品等級提高至489。,497,4235,0,0,0
340,在競技場與戰場中將物品等級提高至489。,499,4235,0,0,0
341,當生命力超過70%時，獲得可堆疊的致命一擊。另外新增獨特裝備效果：裝飾(2)。,500,4237,0,0,0
342,使製作裝備能在PvP戰場中使用，並使其增幅至物品等級$ev1。|n|n需要數個才能完成製作。,502,4273,0,0,0
343,使製作裝備能在PvP戰場中使用，並使其增幅至物品等級$ev1。|n|n需要數個才能完成製作。,503,4272,0,0,0
344,使製作裝備能在PvP戰場中使用，並使其增幅至物品等級$ev1。|n|n需要數個才能完成製作。,504,4274,0,0,0
345,,505,4281,0,0,0
346,,505,4214,0,0,0
347,你的治療技能有一定機率將你和一位盟友繫結在一起，視距離而定賦予雙方臨機應變。此外，還會增加唯一裝備：裝飾(2)。,507,4290,0,0,0
348,真菌花,508,0,0,0,0
349,誘滴草,509,0,0,0,0
350,錐頭草,510,0,0,0,0
351,祝綻花,511,0,0,0,0
352,阿拉索之矛,512,0,0,0,0
353,普通礦石,513,0,0,0,0
354,精良礦石01,514,0,0,0,0
355,精良礦石02,515,0,0,0,0
357,依據製作品質設定起始物品等級(593-606)並標示為預兆工藝。,517,4321,0,0,0
358,依據製作品質設定起始物品等級(564-577)並標示為新手工藝。,519,4337,0,0,0
359,依據製作品質設定起始物品等級(489-502)並標示為覺醒工藝。,520,4339,0,0,0
360,在競技場與戰場中將物品等級提高至528。,524,4342,0,0,0
361,在競技場與戰場中將物品等級提高至528。,522,4342,0,0,0
362,在競技場與戰場中將物品等級提高至528。,523,4342,0,0,0
363,在競技場與戰場中將物品等級提高至515。,525,4343,0,0,0
364,在競技場與戰場中將物品等級提高至515。,526,4343,0,0,0
365,在競技場與戰場中將物品等級提高至515。,527,4343,0,0,0
366,,528,0,0,100,0
367,依據製作品質設定物品等級(473-486)。,400,4367,0,0,0
368,依據製作品質設定物品等級(502-515)。,521,4368,0,0,0
369,依據製作品質設定物品等級(512-525)。,521,4369,0,0,0
370,在競技場與戰場中將物品等級提高至489。,529,4404,0,0,0
371,在競技場與戰場中將物品等級提高至489。,530,4404,0,0,0
372,在競技場與戰場中將物品等級提高至489。,531,4404,0,0,0
373,在競技場與戰場中將物品等級提高至476。,532,4405,0,0,0
374,在競技場與戰場中將物品等級提高至476。,533,4405,0,0,0
375,在競技場與戰場中將物品等級提高至476。,534,4405,0,0,0
376,,535,0,0,0,0
377,,536,0,0,0,0
378,,537,0,0,0,0
379,,538,0,0,0,0
380,,539,0,0,0,0
383,,542,0,0,0,0
384,,543,0,0,0,0
385,,544,0,0,0,0
386,,545,0,0,0,0
387,,546,0,0,0,0
388,使$en2提高$ev2點，並使透過精明節省的材料提高$ev1%。,547,0,0,0,0
389,使$en1提高$ev1。,548,0,0,0,0
390,你的法術和技能有一定機率額外造成魔法傷害。根據鑲嵌的寶石選擇系別。$@spelldesc437127,549,4449,0,0,0
391,$@spelldesc435992 $@spelldesc437127,550,4446,0,0,0
392,生命力偏低時受到傷害，會釋放星光保護自己。此效果觸發的頻率隨鑲嵌的寶石提高。$@spelldesc437127,551,4456,0,0,0
393,使$en1提高$ev1點，且你獲得技能點數的機率提高$ev2%。,552,0,0,0,0
394,,553,0,0,0,0
395,,554,0,0,0,0
396,,555,0,0,0,0
397,,556,0,0,0,0
398,,557,4640,0,0,0
399,,557,4461,0,0,0
400,對一個目標造成傷害有一定機率為你的武器施加祝福，提高你最高的次要屬性。這個效果會隨時間遞減。$@spelldesc437127,559,4681,0,0,0
401,擁抱黑暗。不論正負面，你其他奈幽裝飾物品的效果變為兩倍。$@spelldesc437127,560,4682,0,0,0
402,,561,0,0,0,0
403,,562,0,0,0,0
404,,563,0,0,0,0
405,,564,0,0,0,0
406,,565,0,0,0,0
407,,566,0,0,0,0
408,,567,0,0,0,0
409,,568,0,0,0,0
410,風暴之塵,569,0,0,0,0
411,閃爍裂片,570,0,0,0,0
412,輝煌水晶,571,0,0,0,0
421,,580,0,0,0,0
422,,581,0,0,0,0
423,,582,0,0,0,0
424,,583,0,0,0,0
425,,584,0,0,0,0
426,,585,0,0,0,0
427,,586,0,0,0,0
428,$@spelldesc454558 $@spelldesc437127,587,4839,0,0,0
429,$@spelldesc458573$@spelldesc437127,588,4767,0,0,0
430,$@spelldesc463232$@spelldesc437127,589,4768,0,0,0
431,$@spelldesc454857 $@spelldesc437127,590,4769,0,0,0
432,一些鉍礦螺栓,594,0,0,0,0
433,古怪接線,595,0,0,0,0
434,迴旋齒輪,596,0,0,0,0
435,安全開關,597,0,0,0,0
436,混沌迴路,598,0,0,0,0
437,無序強化器,599,0,0,0,0
438,將工程學製作的護目鏡或護腕的次要屬性分配給致命一擊。,600,4683,0,0,0
439,將工程學製作的護目鏡或護腕的次要屬性分配給加速。,601,4685,0,0,0
440,將工程學製作的護目鏡或護腕的次要屬性分配給精通。,602,4684,0,0,0
441,將工程學製作的護目鏡或護腕的次要屬性分配給臨機應變。,603,4686,0,0,0
442,使此設備的技工裝置故障機率降低15%。不會與相似的專精加成疊加。,604,4723,0,0,0
443,每當鑲嵌在這個裝置裡的飾品發生故障，你就有高機率將負面效果轉移到最近的敵方玩家身上。,605,4734,0,0,0
444,$@spelldesc454468,606,4736,0,0,0
445,$@spelldesc454455,607,4735,0,0,0
446,有機會投出口袋榴彈，造成的傷害由敵人分攤。$@spelldesc437127,608,4724,0,0,0
447,當你達到低生命力時，在你周圍散出地雷，並使踩到的敵人造成傷害與緩速效果。$@spelldesc437127,609,4727,0,0,0
448,$@spelldesc455147 $@spelldesc437127,610,4740,0,0,0
449,DNT does something awesome,649,0,0,0,0
450,DNT does something awesome,650,0,0,0,0
451,DNT does something awesome,651,0,0,0,0
452,DNT does something awesome,652,0,0,0,0
453,DNT does something awesome,653,0,0,0,0
454,DNT does something awesome,654,0,0,0,0
455,使$en1提高$ev1點。,655,0,0,0,0
456,製作消耗品時，複數製造的產量提高$ev1%。,656,0,0,0,0
457,使$en1提高$ev1點。,704,0,0,0,0
458,DNT does something awesome,658,0,0,0,0
459,DNT does something awesome,659,0,0,0,0
460,保證具有臨機應變和加速。,660,3742,1,0,0
461,保證具有精通和加速。,661,3743,1,0,0
462,保證具有致命一擊和加速。,662,3725,1,0,0
463,保證具有臨機應變和精通。,663,3744,1,0,0
464,保證具有致命一擊和精通。,664,3741,1,0,0
465,保證具有臨機應變和致命一擊。,665,3745,1,0,0
466,DNT does something awesome,666,0,0,0,0
467,DNT does something awesome,667,0,0,0,0
468,DNT does something awesome,668,0,0,0,0
469,DNT does something awesome,669,0,0,0,0
470,將隨機屬性替換成精妙。,670,4784,0,0,0
471,將隨機屬性替換成精明。,671,3881,0,0,0
472,將隨機屬性替換成複數製造。,672,3882,0,0,0
473,將隨機屬性替換成製作速度。,673,3883,0,0,0
474,將隨機屬性替換成技法。,674,3884,0,0,0
475,將隨機屬性替換成感知。,675,3885,0,0,0
476,將隨機屬性替換成純熟。,676,3886,0,0,0
477,,677,0,0,0,0
478,,678,0,0,0,0
479,,679,0,0,0,0
480,,680,0,0,0,0
481,,681,0,0,0,0
482,,682,0,0,0,0
483,當生命力超過80%時，獲得致命一擊。$@spelldesc437127,683,4770,0,0,0
484,當生命力超過80%時，獲得臨機應變。$@spelldesc437127,684,4771,0,0,0
486,製作消耗品時，複數製造的產量提高$ev1%。,686,0,0,0,0
488,使$en1提高$ev1點。,685,0,0,0,0
489,依據製作品質設定物品等級(577 - 590)，附加靈魂綁定及等級需求80。,689,4700,0,0,0
490,依據製作品質設定物品等級(606-619)。,591,4701,0,0,0
491,依據製作品質設定物品等級(623-636)。,591,4702,0,0,0
492,專注製作時，專注消耗降低$ev1%。,690,0,0,0,0
493,使$en1提高$ev1點。,691,0,0,0,0
494,,692,0,0,0,0
495,重生獵豹藥水,693,0,0,0,0
496,阿爾加治療藥水,694,0,0,0,0
497,穴居者之喜,695,0,0,0,0
498,淬煉藥水,696,0,0,0,0
499,,697,0,0,0,0
500,,698,0,0,0,0
501,,699,0,0,0,0
502,,700,0,0,0,0
503,,701,0,0,0,0
504,,702,0,0,0,0
505,,703,0,0,0,0
506,使$en1提高$ev1點。,687,0,0,0,0
508,透過精明節省的材料提高$ev1%。,688,0,0,0,0
510,在你的食譜中加上一匙這個美味的秘密食材，即有機會增加產出的數量。,706,0,0,0,0
511,在你的食譜中加入一塊這個美味的秘密食材，即有機會增加產出的數量。,707,0,0,0,0
512,使$en1提高$ev1點。,708,0,0,0,0
513,獲得一點技能點數的機率提高$ev1%。,709,0,0,0,0
514,,711,4396,0,0,0
515,,711,4777,0,0,0
516,使$en1提高$ev1點。,713,0,0,0,0
517,使$en1提高$ev1點。,714,0,0,0,0
518,使$en1提高$ev1點。,715,0,0,0,0
519,使$en1提高$ev1點。,716,0,0,0,0
520,將物品等級設為$ev1，等級需求設為$ev2。搭配額外材料使用，進一步強化裝備。,717,4797,0,0,0
521,,718,0,0,0,0
522,,719,0,0,0,0
523,,720,0,0,0,0
524,依據製作品質設定物品等級(545 - 558)，附加靈魂綁定及等級需求74。,721,4799,0,0,0
525,依據製作品質設定物品等級(561 - 574)，附加靈魂綁定及等級需求80。,722,4800,0,0,0
526,將物品等級設為$ev1，並將等級需求設為$ev2。,723,4801,0,0,0
527,使$en1提高$ev1點。,724,0,0,0,0
528,製作消耗品時，複數製造的產量提高$ev1%。,725,0,0,0,0
529,能讓你製作的裝備看起來好像沒變化，實際上卻有所不同。,726,4877,0,0,0
531,使製作裝備能在PvP戰場中使用，並使其增幅至物品等級$ev1。|n|n需要數個才能完成製作。,728,4946,0,0,0
532,使製作裝備能在PvP戰場中使用，並使其增幅至物品等級$ev1。|n|n需要數個才能完成製作。,729,4947,0,0,0
533,使製作裝備能在PvP戰場中使用，並使其增幅至物品等級$ev1。|n|n需要數個才能完成製作。,730,4948,0,0,0
537,依據製作品質設定起始物品等級(632-645)並標示為財富工藝。,734,4975,0,0,0
538,依據製作品質設定物品等級(616-629)，附加靈魂綁定及等級需求80。,689,4976,0,0,0
539,依據製作品質設定物品等級(645-658)。,735,4977,0,0,0
540,依據製作品質設定物品等級(662-675)。,735,4978,0,0,0
545,,738,4997,0,0,0
546,,738,4998,0,0,0
