ID,Body_lang
122,$n:$B$B我只是想要再次感謝你將被綁架的梅特森救回來。相信我，你已經得到一個來自燻木牧場的一生中的好朋友。$B$B說到這裡...格拉庫大廚最近正在這裡研究一份新的菜單，我想你應該會想要些他剛做好的樣品!祝你有個美好的冬幕節!$B$B願你的錢包永遠響叮噹，$B凱瑪德‧考伯賓奇
123,勇士，$B$B藍龍軍團相信你注定要面對我所預知更偉大的事情。$B$B撇開一些會讓你相信的事，我們的世界需要英雄。在最危急的時刻，當你見到卡林多的光明，想起史詩的旅程，試煉，和你為一個老地精經歷過的磨難，然後讓那些記憶提升你的精神。$B$B謙卑地，$B$B納里安‧柔想$B$BP.S.抱歉還要收修理費。
124,謝謝你來看我，$n。我很高興知道我們沒被遺忘。
125,謝謝你來看我，$n。我很高興知道我們沒被遺忘。
126,謝謝你來看我，$n。我很高興知道我們沒被遺忘。
127,謝謝你來看我，$n。我很高興知道我們沒被遺忘。
128,謝謝你來看我，$n。我很高興知道我們沒被遺忘。
129,謝謝你來看我，$n。我很高興知道我們沒被遺忘。
130,謝謝你來看我，$n。我很高興知道我們沒被遺忘。
131,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
132,這個小東西雖然不會說話，但是或許能為你帶來一些歡樂。
133,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
134,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
135,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
136,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
137,這個小東西雖然不會說話，但是或許能為你帶來一些歡樂。
138,這個小東西雖然不會說話，但是或許能為你帶來一些歡樂。
139,這個小東西雖然不會說話，但是或許能為你帶來一些歡樂。
140,這個小東西雖然不會說話，但是或許能為你帶來一些歡樂。
141,這個小東西雖然不會說話，但是或許能為你帶來一些歡樂。
142,這個小東西雖然不會說話，但是或許能為你帶來一些歡樂。
143,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
144,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
145,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
146,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
147,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
148,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
149,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
150,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
151,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
152,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
153,這個小東西雖然不會說話，但是或許能為你帶來一些歡樂。
154,這個小東西雖然不會說話，但是或許能為你帶來一些歡樂。
155,這個小東西雖然不會說話，但是或許能為你帶來一些歡樂。
156,這個小東西雖然不會說話，但是或許能為你帶來一些歡樂。
157,這個小東西雖然不會說話，但是或許能為你帶來一些歡樂。
158,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
159,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
160,這個小東西雖然不會說話，但是或許能為你帶來一些歡樂。
161,$n - $B$B我只是想再次感謝你將被綁架的梅特森救回來。相信我，你已經得到一個來自燻木牧場的一生中的好朋友。$B$B說到這裡…格拉庫大廚最近正在這裡研究一份新的菜單，我想你應該會想要些他剛做好的樣品！祝你有個美好的冬幕節！$B$B願你的錢包永遠響叮噹，$B烏爾瑪‧叮叮袋
162,Need to fix tab ordergin
165,唷!
166,ab
167,<UNUSED>
168,謝謝你來看我，$n。我很高興知道我們沒被遺忘。
169,This is a test of the emergency broadcast system.
170,嗨。你在談論什麼?這不是爭論?
171,$n$B$B盡快，請在開啟時留意附件。銀色黎明需要你的幫助!
172,"$n,$B$B我收到關於你取得天譴軍團的文件報告。別著急，你會發現這很有趣。$B$B再次感謝你的協助。$B名冊保管者$B銀色黎明"
173,"$n,$B$B我收到關於你取得天譴軍團的文件報告。別著急，你會發現這很有趣。$B$B再次感謝你的協助。$B名冊保管者$B銀色黎明"
174,"$n,$B$B我收到關於你取得天譴軍團的文件報告。別著急，你會發現這很有趣。$B$B再次感謝你的協助。$B名冊保管者$B銀色黎明"
175,"$n,$B$B我收到關於你取得天譴軍團的文件報告。別著急，你會發現這很有趣。$B$B再次感謝你的協助。$B名冊保管者$B銀色黎明"
176,"$n,$B$B我收到關於你取得天譴軍團的文件報告。別著急，你會發現這很有趣。$B$B再次感謝你的協助。$B名冊保管者$B銀色黎明"
177,"$n,$B$B我收到關於你取得天譴軍團的文件報告。別著急，你會發現這很有趣。$B$B再次感謝你的協助。$B名冊保管者$B銀色黎明"
178,感謝參與魔獸世界!
179,這是你的獎勵，你這個幸運的人!別在同一個拍賣場把這些錢都花光光啦...
180,立即打開。
181,關於週期性的觀察虛空，我們偶然發現了下列的試劑。祝你好運，還有...當處理秘法法術時請務必小心。
182,你戰勝了虛空龍。一隻全副武裝的虛空龍，一下就倒下了。
183,你收到一封來自卡德加的信。
184,$n，$B$B謝謝你與我們一起渡過兒童週的時光。你知道先知諾柏多要孤兒監護員讓我和他一起在艾克索達唸書的事嗎?$B$B謝謝你帶我去那些超棒的地方，還有探望我的哥哥，吉歐。我想念他的程度大概和想你差不多。還有，儀式競技場，黑暗之門和時光之穴都很棒!$B$B我相信你一定把我的寵物照顧的很好。告訴他我也很想他!$B$B愛你的，$B$B朵娜
185,親愛的，$n，$B$B謝謝你在兒童週的時候帶我出去。血騎士的領導者，莉雅德倫女士已獲得我的監護權並要我至銀月城受訓!$B$B我要謝謝你帶我去見我的朋友，胡秋，還有黑暗之門，元素王座，和時光之穴。我非常喜歡我的玩具龍!$B$B我相信你把我的寵物照顧的很好。請告訴他我很想他!$B$B瑟蘭德雅，$B$B敬上
186,我們在搜索扭曲虛空的時候發現了一枚丟失的幸運錢幣，看來是你的。好好使用它!
187,和朋友一起在冬幕節釀製、分享並享受這些冒著熱氣的熱蘋果酒吧!
188,和朋友一起在冬幕節縫製、分享並享受這些綠色冬裝吧!
189,我最近在研究虛空的時候撿到這隻小龍。他顯然是屬於你的，只不過在給你的時候，你的包包沒有空間留給他。$B$B請你好好和新寵物玩耍吧!他可是急著想住進新家呢!
190,以下資產是在你的公會銀行關閉時留下的，請查收。
191,和朋友一起在冬幕節縫製、分享並享受這些紅色冬裝吧!
192,和朋友一起在冬幕節製作、分享以及享受這些舒適的冬靴吧！
193,親愛的，$n，$B$B指揮官蒼鋼的私人信差提醒我收到了我女兒的來信。信差還告訴我，是你找到了它。$B$B我只是想感謝你讓我能拿到這封信。我知道對於你們這些敢在北裂境作戰的勇敢人們來說，現在是個艱難的時刻。$B$B好好休息吧，我會替艾米報仇的。藍龍軍團一定要為了他們對我小女兒所做的付出代價!$B$B向你獻上最高的敬意與感謝，$B$B大法師馬林
194,最親愛的，$n，$B$B霸主阿格瑪的私人信差提醒我收到了我弟弟的來信。信差還告訴我，是你找到了它。$B$B我只是想感謝你讓我能拿到這封信。我知道對於你們這些敢在北裂境作戰的勇敢人們來說，現在是個艱難的時刻。$B$B好好休息吧，我會替塔辛尼報仇的。藍龍軍團一定要為了他們對我弟弟所做的付出代價!$B$B向你獻上最高的敬意與感謝，$B$B迪諾
195,你在戰場上的勇敢奮戰令競賽之靈印象深刻...幹得好!做為獎勵，你將會獲得榮譽的象徵:一件競賽者外袍。驕傲地穿上它吧。
196,你對敵人的熱情榮耀了競爭者之靈。恭喜!有了這個黃金勳章，他們會很驕傲的站在你的身旁。
197,您好，$n!$b$b  我們希望你今年過得不錯。如果不太順遂的話，可以來我們的商人這邊逛一下，試試最新的啤酒。肯定可以把你的不順全帶走。$b$b   盡情享受而且祝你有超棒的一年!$b$b- 每月啤酒俱樂部
198,$n，$b$b   有時候你就是沒辦法抗拒一杯好啤酒。新啤酒很不賴，但你能抗拒它嗎?$b$b  記得如果你喜歡這些樣品，你可以在我們的商人這邊買到更多。$b$b盡情享用!$b$b- 每月啤酒俱樂部
199,嗨，$n，$b$b  有時候你會想來杯香氣四溢的酒，有什麼比蜂蜜的香味更棒的呢?不論大動物小動物，大家都愛蜂蜜的甜香。你試試看這款酒，你一定也會同意的。$b$b記得，如果你喜歡這些樣品，你可以找我們的商人買到更多這種酒。$b$b品酒愉快!$b$b-每月啤酒俱樂部
200,你好，$n，$b$b  我們聽說有些會員想要低濃度的泡泡酒。我們試著說明這並不是「每月香檳俱樂部」。不幸的是，這種要求並沒有因此減少。希望這個月的新酒可以滿足想要喝到低酒精氣泡酒的會員。$b$b  別忘了，如果你喜歡這些樣品，在我們的商人那兒都買的到。$b$b品酒愉快!$b$b- 每月啤酒俱樂部
201,你好，$n。$b$b   春天已經瀰漫在空氣中，而這個月份，你會發現春天在你的腳下!試試看我們的新啤酒，春季烈酒。這種清涼而提神的啤酒最適合這個季節了。$b$b   請試飲樣品，如果你喜歡的話，記得來找我們的商人購買。$b$b- 每月啤酒俱樂部
202,$n，$b$b   這個月我們替你準備熱辣夠勁的啤酒!大老遠從黑石山運來，黑石淡啤酒。$b$b  記得如果你喜歡這些樣品，你可以在我們的商人這邊買到更多。$b$b盡情享用!$b$b- 每月啤酒俱樂部
203,你好，$n，$b$b  我們這個月為你準備了一種很刺激的酒。每月啤酒俱樂部的成員冒險穿越了荊棘谷的叢林為我們帶回這款神秘的酒。$b$b不要忘了，如果你喜歡這份樣酒的話，我們的商人均有販售。$b$b品酒愉快!$b$b- 每月啤酒俱樂部
204,誠摯的祝福，$n，$b$b   有時候你得勇於挑戰才能發現最好的啤酒。本月的啤酒經過了長途跋涉，但我們認為完全值得。$b$b  記得，如果你喜歡試飲樣品，你可以來找我們的商人購買更多。$b$b品酒愉快!$b$b- 每月啤酒俱樂部
205,嗨$n，$b$b   我們這個月的啤酒十分地極端，你可能會喜歡也可能不會。我們讓你決定。$b$b   如果你喜歡這個啤酒，你可以從我們的商人那邊買到更多。$b$b盡情享用!$B$B- 每月啤酒俱樂部
206,你好，$n，$b$b  我們這個月的啤酒將要慶祝秋天的來臨。我們認為這款啤酒捕捉到了這個季節的精髓。你不必相信我們的說詞，只要嚐嚐看就知道了。$b$b如果你喜歡這款啤酒，你可以從我們的商人那邊買到更多。$b$b盡情享用!$B$B- 每月啤酒俱樂部
207,您好，$n！$b$b  我們希望你今年過得不錯。如果不太順遂的話，可以來我們的商人這邊逛一下，試試最新的產品：巴特勒苦味啤酒。雖然味道無與倫比，但我們警告你這可不是給個虛弱腸胃的人喝的。$b$b   盡情享受，和你的朋友一起分享！$b$b- 每月啤酒俱樂部
208,$n，$b$b  去年夏天我們派了部分的會員去與偉大的冰霜領主交涉。更重要的是，他們發現了他的私藏酒。我們成功的進了一大箱這種稀有的酒，並且寄給你一點樣酒。$b$b如果你喜歡這份清涼的樣酒，你可以在我們商人那裡買到更多的酒。$b$b品酒愉快!$b$b- 每月啤酒俱樂部
209,$n，$b$b   歡迎來到每月啤酒俱樂部!這個俱樂部是為了要把各國最好的啤酒介紹給你。$b$b   每個月我們都會直接郵寄一種啤酒給你。如果你喜歡我們的啤酒而還想要買更多，請前往鐵爐堡的石火旅店，拜訪我們在那邊的每月啤酒俱樂部成員。$b$b  再一次，歡迎你加入我們的俱樂部，$n。$b$b- 每月啤酒俱樂部
210,$n，$b$b  歡迎來到每月啤酒俱樂部!這個俱樂部是為了要把各國最好的啤酒介紹給你。$b$b   每個月我們都會直接郵寄一種啤酒給你。如果你喜歡我們的啤酒而還想要買更多，請前往奧格瑪的力量谷，拜訪我們在那邊的每月啤酒俱樂部成員。$b$b  再一次，歡迎你加入我們的俱樂部，$n。$b$b$b- 每月啤酒俱樂部
211,我們代表熱砂戰鬥同盟恭喜你在這一季的競技場中的成功。$B$B為了獎勵你的技巧與兇猛，我們在此將送給你這隻復仇虛空龍。希望牠能好好為你服務。
212,您好，$n!$b$b  我們希望你今年過得不錯。如果不太順遂的話，可以來我們的商人這邊逛一下，試試最新的啤酒。肯定可以把你的不順全帶走。$b$b   盡情享受而且祝你有超棒的一年!$b$b- 每月啤酒俱樂部
213,$n，$b$b   有時候你就是沒辦法抗拒一杯好啤酒。新啤酒很不賴，但你能抗拒它嗎?$b$b  記得如果你喜歡這些樣品，你可以在我們的商人這邊買到更多。$b$b盡情享用!$b$b- 每月啤酒俱樂部
214,嗨，$n，$b$b  有時候你會想來杯香氣四溢的酒，有什麼比蜂蜜的香味更棒的呢?不論大動物小動物，大家都愛蜂蜜的甜香。你試試看這款酒，你一定也會同意的。$b$b記得，如果你喜歡這些樣品，你可以找我們的商人買到更多這種酒。$b$b品酒愉快!$b$b-每月啤酒俱樂部
215,你好，$n，$b$b  我們聽說有些會員想要低濃度的泡泡酒。我們試著說明這並不是「每月香檳俱樂部」。不幸的是，這種要求並沒有因此減少。希望這個月的新酒可以滿足想要喝到低酒精氣泡酒的會員。$b$b  別忘了，如果你喜歡這些樣品，在我們的商人那兒都買的到。$b$b品酒愉快!$b$b- 每月啤酒俱樂部
216,你好，$n。$b$b   春天已經瀰漫在空氣中，而這個月份，你會發現春天在你的腳下!試試看我們的新啤酒，春季烈酒。這種清涼而提神的啤酒最適合這個季節了。$b$b   請試飲樣品，如果你喜歡的話，記得來找我們的商人購買。$b$b- 每月啤酒俱樂部
217,$n，$b$b  這個月我們為你準備了辛辣的酒!遠從黑石山運來的黑石淡啤酒。$b$b記得，如果你喜歡這份樣酒，我們的商人都有在賣。$b$b品酒愉快!$b$b- 每月啤酒俱樂部
218,你好，$n，$b$b  我們這個月為你準備了一種很刺激的酒。每月啤酒俱樂部的成員冒險穿越了荊棘谷的叢林為我們帶回這款神秘的酒。$b$b不要忘了，如果你喜歡這份樣酒的話，我們的商人均有販售。$b$b品酒愉快!$b$b- 每月啤酒俱樂部
219,誠摯的祝福，$n，$b$b   有時候你得勇於挑戰才能發現最好的啤酒。本月的啤酒經過了長途跋涉，但我們認為完全值得。$b$b  記得，如果你喜歡試飲樣品，你可以來找我們的商人購買更多。$b$b- 每月啤酒俱樂部
220,嗨，$n，$b$b   我們這個月的啤酒十分地極端，你可能會喜歡也可能不會。我們讓你決定。$b$b   如果你喜歡這個啤酒，你可以從我們的商人那邊買到更多。$b$b盡情享用!$B$B- 每月啤酒俱樂部
221,你好，$n，$b$b  我們這個月的啤酒將要慶祝秋天的來臨。我們認為這款啤酒捕捉到了這個季節的精髓。但你不必聽我們鬼扯，只要嚐嚐看。$b$b如果你喜歡這款啤酒，你可以從我們的商人那邊買到更多。$b$b盡情享用!$B$B- 每月啤酒俱樂部
222,您好，$n！$b$b  我們希望你今年過得不錯。如果不太順遂的話，可以來我們的商人這邊逛一下，試試最新的產品：巴特勒苦味啤酒。雖然味道無與倫比，但我們警告你這可不是給個虛弱腸胃的人喝的。$b$b   盡情享受，和你的朋友一起分享！$b$b- 每月啤酒俱樂部
223,$n，$b$b  去年夏天我們派了部分的會員去與偉大的冰霜領主交涉。更重要的是，他們發現了他的私藏酒。我們成功的進了一大箱這種稀有的酒，並且寄給你一點樣酒。$b$b如果你喜歡這份清涼的樣酒，你可以在我們商人那裡買到更多的酒。$b$b品酒愉快!$b$b- 每月啤酒俱樂部
224,親愛的$n$g先生:女士;，$B$B我希望這封信能順利送達你手中。寫這封信是想要告訴你我有提供騎術訓練的服務。如果你想學習騎術，只要沿著暴風城東邊的路到東谷伐木場找我就可以了。訓練的費用只需要四枚金幣。$B$B如果你學了騎術想要順便購買坐騎，馴馬師凱蒂‧亨特供應數種高貴的駿馬，每匹不超過一枚金幣。$B$B蘭達爾‧亨特，敬上
225,祝福你，$n。$B$B寫這封信是想要告訴你我有提供騎術訓練的服務。如果你想學習騎術的話，只要到達納蘇斯的塞納里奧區找我就行了。訓練的費用只需要四枚金幣。$B$B如果你學了騎術想要順便購買坐騎，馴豹人萊蘭奈也提供許多高貴的騎獸，每匹不超過一枚金幣。$B$B願你一切安好，賈薩姆
226,嘿，$g小子:小女孩;!想學騎術嗎?那就來凍石農場找我吧，出鐵爐堡後沿著向東的路走就可以抵達。$B$B我只收你四枚金幣，如果你想順便買一隻山羊來騎，維隆‧凍石也有提供一些高貴的坐騎，每隻不超過一枚金幣。$B$B- 奧薩姆
227,你好，$n。$B$B我希望這封信能順利送達你手中。寫這封信是想要告訴你我有提供騎術訓練的服務。如果你想學的話，只要到艾克索達的入口處找我就可以了。訓練的費用只需要四枚金幣。$B$B如果你學了騎術之後想要購買一頭伊萊克，『獸群管理者』托拉利斯會提供一些高貴的坐騎，每隻不超過一枚金幣。$B$B祝你一路平安，阿露恩
228,你好，$n!想要讓自己跑快點嗎?那麼就來鋼架補給站找米利吧，就在卡拉諾斯的東北方。$B$B我的騎術訓練費用只要四枚金幣，如果你還想要自己擁有一台機械陸行鳥，米利每台不收超過一枚金幣!$B$B希望很快能見到你，賓吉
229,你好，勇敢的$n。$B$B寫這封信是想要告訴你我有提供騎術訓練的服務。如果你想要受訓的話，只要到血蹄村來找我就可以了。訓練的費用只需要四枚金幣。$B$B如果你想要順便購買一頭科多獸，哈布‧爪蹄也提供一批高貴的騎獸，每匹不會高於一枚金幣。$B$B旅途順利，卡爾
230,你想學騎術，$n?那麼你就來森金村找我吧。我只收四枚金幣。$B$B也許你還想要一頭迅猛龍?那就跟祖尼爾講。他一金幣賣你一隻，也許還更少。$B$B祝你不被巫毒纏上!$B$B札爾提
231,謹遵力量與榮耀，$n。$B$B我是奧格瑪的騎術訓練師。假使你想要學習騎術，就到榮譽谷來找我。訓練的費用只需要四枚金幣。$B$B如果你想要順便購買一頭狼，奧古納羅‧狼行者的狼舍畜養了一些高貴的騎獸，每匹不超過一枚金幣。$B$B- 基爾達
232,你好，$n，$B$B我希望這封信能順利送達你手中。寫這封信是想要告訴你我有提供騎術訓練的服務。如果你想學的話，只要到薩爾倫的出租商行找我就行了，就在銀月城牧羊人之門外的東南方。我僅收取四枚金幣的費用。$B$B假使你學完騎術想要購買坐騎，陸行鷹馴獸師烏恩絲提供一些高貴的坐騎，每匹不超過一枚金幣。$B$B旅途平安，珀拉斯坎
233,你好，$n$g先生:女士;，$B$B這封信是想要告訴你我有提供騎術訓練的服務。假使你想學習騎術，只要到布瑞爾找我就可以了。我只收四枚金幣。$B$B如果你學了騎術想要購買坐騎，撒迦利亞‧普斯特收集了一些適合我們的馬匹，每匹收費不到一枚金幣。$B$B誠摯的，維爾瑪‧瓦納姆
234,克蓮娜聽說我們釋放了其中一個陷捕者，她完全抓狂了。$B$B你最好這陣子低調一點，否則我們大概都得跟一頭熊玩摔角了。$B$B-高耿娜
235,給:$n$B$B發自:奈辛瓦里獨特坐騎供應股份有限公司$B$B貨運內容為:$B$B- 一(1)匹角斑馬$B$B- 一(1)副角斑馬鞍具$B$B- 四(4)只角斑馬蹄鐵$B$B- 兩(2)只備用角斑馬蹄鐵$B$B- 請勿靠近氣孔 -
236,"致:大將軍阿比迪斯
新亞法隆，血色大地"
237,謝謝你來看我，$n。我很高興知道我們沒被遺忘。
238,謝謝你來看我，$n。我很高興知道我們沒被遺忘。
239,謝謝你來看我，$n。我很高興知道我們沒被遺忘。
240,謝謝你來看我，$n。我很高興知道我們沒被遺忘。
241,謝謝你來看我，$n。我很高興知道我們沒被遺忘。
242,謝謝你來看我，$n。我很高興知道我們沒被遺忘。
243,謝謝你來看我，$n。我很高興知道我們沒被遺忘。
244,謝謝你來看我，$n。我很高興知道我們沒被遺忘。
245,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
246,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
247,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
248,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
249,我很感激你今天來拜訪我們，拿著這個作為你的新年禮物。
