Name_lang,SourceText_lang,Description_lang,ID,MountTypeID,Flags,SourceTypeEnum,SourceSpellID,PlayerConditionID,MountFlyRideHeight,UiModelSceneID,MountSpecialRiderAnimKitID,MountSpecialSpellVisualKitID
藍色機械陸行鳥,|cFFFFD200商人：|r米利‧羽哨|n|cFFFFD200區域：|r丹莫洛|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,「外部動態地形繪圖系統可以透過液壓成像的原理，與平衡強化器共同運作…」- 賓吉‧羽哨,40,230,0,2,10969,0,0,4,0,0
戰馬,|cFFFFD200聖騎士|r|n,受過訓練，在正義之戰中依舊昂然挺立。,41,230,4,1,13819,27943,0,4,0,0
白色機械陸行鳥B型,|cFFFFD200經典|r,在眾多抗議「油門難以控制」的聲浪而被迫回收之後，地精工程師現在把有瑕疵的原型機稱為「B型」。,42,230,64,2,15779,0,0,4,0,0
綠色機械陸行鳥,|cFFFFD200商人：|r米利‧羽哨|n|cFFFFD200區域：|r丹莫洛|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,「外部動態地形繪圖系統可以透過液壓成像的原理，與平衡強化器共同運作…」- 賓吉‧羽哨,43,230,64,2,15780,0,0,4,0,0
黑色夜刃豹,|cFFFFD200經典|r,牠們是艾澤拉斯最完美的掠食者之一，這些敏捷的野獸可以在濃密的叢林中穿梭而不發出一絲聲響。,45,230,64,2,16055,0,0,4,0,0
上古霜刃豹,|cFFFFD200經典|r,缺乏斑點或是條紋的特徵，表示這種生物是上古霜刃豹中的直系血脈。,46,230,64,2,16056,0,0,4,0,0
赤狼,|cFFFFD200經典|r,在艾澤拉斯上瀕臨絕種；只有經歷豐富的人曾經見過它們的行蹤。,50,230,64,2,16080,0,0,4,0,0
寒地冰狼,|cFFFFD200經典|r,原本以為幾乎要滅絕的狼，現在偶爾會和幾位部落老兵的身旁發現,51,230,64,0,16081,0,0,4,0,0
褐色馬,|cFFFFD200經典|r,人類貴族對於這個雄偉品種的金色毛皮和飄動的白色鬃毛，有著一向的偏好。,52,230,64,2,16082,0,0,4,0,0
白馬,|cFFFFD200經典|r,這種強而有力、絕不屈服的白馬，經常出現在遠古人類部族的神話中。,53,230,64,2,16083,0,0,4,0,0
雜斑紅色迅猛龍,|cFFFFD200經典|r,從來自各地最殘暴的獸群中挑選出來並加以培育，保證不會大口咬人。,54,230,64,2,16084,0,0,4,0,0
冬泉霜刃豹,|cFFFFD200任務：|r一暝大一吋|n|cFFFFD200區域：|r冬泉谷,想馴服這種野生品種需要耐心，力量和大量的假老鼠與麻線。,55,230,4,1,17229,0,0,4,0,0
白色迅猛龍,|cFFFFD200經典|r,從來自各地最殘暴的獸群中挑選出來並加以培育，保證不會大口咬人。,56,230,64,2,17450,0,0,4,0,0
綠色機械陸行鳥,|cFFFFD200商人：|r米利‧羽哨|n|cFFFFD200區域：|r丹莫洛|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,「外部動態地形繪圖系統可以透過液壓成像的原理，與平衡強化器共同運作…」- 賓吉‧羽哨,57,230,0,2,17453,0,0,4,0,0
未塗色機械陸行鳥,|cFFFFD200商人：|r米利‧羽哨|n|cFFFFD200區域：|r丹莫洛|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,「外部動態地形繪圖系統可以透過液壓成像的原理，與平衡強化器共同運作…」- 賓吉‧羽哨,58,230,0,2,17454,0,0,4,0,0
冰藍色機械陸行鳥A型,|cFFFFD200經典|r,這個地精工程學中別具歷史意義的作品，是由於它過於「敏感」的陀螺儀而被迫退役。,62,230,64,2,17459,0,0,4,0,0
冰霜山羊,|cFFFFD200經典|r,我已經好久都沒看過這個品種了，但是當牠們用力對撞的時候，會一直在附近遊蕩。- 維隆‧凍石,63,230,64,2,17460,0,0,4,0,0
黑山羊,|cFFFFD200經典|r,我已經好久都沒看過這個品種了，但是當牠們用力對撞的時候，會一直在附近遊蕩。- 維隆‧凍石,64,230,64,2,17461,0,0,4,0,0
紅色骸骨戰馬,|cFFFFD200商人：|r撒迦利亞‧普斯特|n|cFFFFD200區域：|r提里斯法林地|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,被遺忘者認為如果失去目標，就算是負重的野獸也會感受到不死之身所帶來的痛苦。,65,230,0,2,17462,0,0,4,0,0
藍色骸骨戰馬,|cFFFFD200商人：|r撒迦利亞‧普斯特|n|cFFFFD200區域：|r提里斯法林地|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,被遺忘者認為如果失去目標，就算是負重的野獸也會感受到不死之身所帶來的痛苦。,66,230,0,2,17463,0,0,4,0,0
棕色骸骨戰馬,|cFFFFD200商人：|r撒迦利亞‧普斯特|n|cFFFFD200區域：|r提里斯法林地|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,被遺忘者認為如果失去目標，就算是負重的野獸也會感受到不死之身所帶來的痛苦。,67,230,0,2,17464,0,0,4,0,0
綠色骷髏戰馬,|cFFFFD200商人：|r撒迦利亞‧普斯特|n|cFFFFD200區域：|r提里斯法林地|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,當殞落的英雄以不死的形式重生，他們的坐騎也會一同復甦。,68,230,0,2,17465,0,0,4,0,0
瑞文戴爾的死亡戰騎,|cFFFFD200掉落：|r奧里爾斯‧瑞文戴爾領主|n|cFFFFD200區域：|r斯坦索姆,當瑞文戴爾男爵成為天譴軍的勇士時，他詛咒了他的愛馬，一同加入不死的命運。,69,230,0,0,17481,0,0,4,0,0
科多獸坐騎,|cFFFFD200經典|r,「科多獸是我們人民生活的骨幹。只要有部落在的地方，不管是在貿易、建立聚落或戰爭上，你都可以看到這些強大的科多獸。」- 哈布‧爪蹄,70,230,64,2,18363,0,0,4,0,0
灰色科多獸,|cFFFFD200商人：|r哈布‧爪蹄|n|cFFFFD200區域：|r莫高雷|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,「科多獸是我們人民生活的骨幹。只要有部落在的地方，不管是在貿易、建立聚落或戰爭上，你都可以看到這些強大的科多獸。」- 哈布‧爪蹄,71,230,0,2,18989,0,0,4,0,0
棕色科多獸,|cFFFFD200商人：|r哈布‧爪蹄|n|cFFFFD200區域：|r莫高雷|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,「科多獸是我們人民生活的骨幹。只要有部落在的地方，不管是在貿易、建立聚落或戰爭上，你都可以看到這些強大的科多獸。」- 哈布‧爪蹄,72,230,0,2,18990,0,0,4,0,0
綠色科多獸,|cFFFFD200經典|r,做為獸群中最強大的一份子，這種科多獸是淒涼之地各種神奇生物的最佳代表，牠們四處踏行時就有如打雷一般。,73,230,64,2,18991,0,0,4,0,0
藍色科多獸,|cFFFFD200經典|r,「科多獸是我們人民生活的骨幹。只要有部落在的地方，不管是在貿易、建立聚落或戰爭上，你都可以看到這些強大的科多獸。」- 哈布‧爪蹄,74,230,64,2,18992,0,0,4,0,0
黑色戰駒,|cFFFFD200商人：|r卡特爾中尉|n|cFFFFD200區域：|r暴風城|n|cFFFFD200花費：|r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,受過訓練，可以在戰場上面對兇惡的近距離對戰。,75,230,0,2,22717,0,0,4,0,0
黑色作戰科多獸,|cFFFFD200商人：|r狼騎兵波爾克|n|cFFFFD200區域：|r奧格瑪|n|cFFFFD200花費：|r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,柯爾克隆獸欄管理員是看上了充滿侵略、無法預測的習性而飼養黑色作戰科多獸。聽見牠們的高聲吼叫，就代表要見血了。,76,230,0,2,22718,0,0,4,0,0
黑色作戰陸行鳥,|cFFFFD200商人：|r卡特爾中尉|n|cFFFFD200區域：|r暴風城|n|cFFFFD200花費：|r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,在戰場上，適當加速過的地精會是美麗而致命的角色。- 大工匠梅卡托克,77,230,0,2,22719,0,0,4,0,0
黑色戰羊,|cFFFFD200商人：|r卡特爾中尉|n|cFFFFD200區域：|r暴風城|n|cFFFFD200花費：|r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,矮人重視自己的山羊夥伴，因為它們總是無懼地衝進戰鬥中。,78,230,0,2,22720,0,0,4,0,0
黑色戰鬥迅猛龍,|cFFFFD200商人：|r狼騎兵波爾克|n|cFFFFD200區域：|r奧格瑪|n|cFFFFD200花費：|r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,這種迅猛龍來自和奧根相同的殘暴家系，並為古拉巴什帝國帶來勝利。,79,230,0,2,22721,0,0,4,0,0
紅色骷髏戰馬,|cFFFFD200商人：|r狼騎兵波爾克|n|cFFFFD200區域：|r奧格瑪|n|cFFFFD200花費：|r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,當殞落的英雄以不死的形式重生，他們的坐騎也會一同復甦。,80,230,0,2,22722,0,0,4,0,0
黑色戰虎,|cFFFFD200商人：|r卡特爾中尉|n|cFFFFD200區域：|r暴風城|n|cFFFFD200花費：|r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,就像牠們的夜刃豹遠親一樣，老虎最出名的就是鋒利的爪子、難以置信的敏捷度，以及喜歡有人幫牠抓抓耳朵後面的地方。,81,230,0,2,22723,0,0,4,0,0
黑色戰狼,|cFFFFD200商人：|r狼騎兵波爾克|n|cFFFFD200區域：|r奧格瑪|n|cFFFFD200花費：|r15|Hitem:137642|h|TInterface\ICONS\Ability_PVP_GladiatorMedallion.BLP:0|t|h,這種生物有著十分敏銳的嗅覺，讓奧格瑪的守衛讚譽有加。,82,230,0,2,22724,0,0,4,0,0
恐懼戰馬,|cFFFFD200職業：|r術士,警告：牠只渴望魔化能量。不要餵蘋果。牠討厭種子。,83,230,0,1,23161,31504,0,4,0,0
戰騎,|cFFFFD200聖騎士|r,由聖光救贖。向目標獻身。,84,230,4,1,23214,27943,0,4,0,0
迅捷霧刃豹,|cFFFFD200商人：|r萊蘭奈|n|cFFFFD200區域：|r達納蘇斯|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,有些歷史學家宣稱這種坐騎的霧灰色毛皮，是遠古精靈貴族在夜刃豹身上的實驗成果。,85,230,0,2,23219,0,0,4,0,0
迅捷霜刃豹,|cFFFFD200商人：|r萊蘭奈|n|cFFFFD200區域：|r達納蘇斯|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,夜精靈從小就開始飼養霜刃幼豹，在騎士與野獸之間培養出一輩子的信任與羈絆。,87,230,0,2,23221,0,0,4,0,0
迅捷黃色機械陸行鳥,|cFFFFD200商人：|r米利‧羽哨|n|cFFFFD200區域：|r丹莫洛|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,我們改進了許多項目，但仍然是以梅卡托克的設計為主。- 米利‧羽哨,88,230,0,2,23222,0,0,4,0,0
迅捷白色機械陸行鳥,|cFFFFD200商人：|r米利‧羽哨|n|cFFFFD200區域：|r丹莫洛|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,我們改進了許多項目，但仍然是以梅卡托克的設計為主。- 米利‧羽哨,89,230,0,2,23223,0,0,4,0,0
迅捷綠色機械陸行鳥,|cFFFFD200商人：|r米利‧羽哨|n|cFFFFD200區域：|r丹莫洛|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,我們改進了許多項目，但仍然是以梅卡托克的設計為主。- 米利‧羽哨,90,230,0,2,23225,0,0,4,0,0
迅捷褐色馬,|cFFFFD200商人：|r凱蒂‧斯托克斯|n|cFFFFD200區域：|r暴風城|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,在服從紀律和堅定不移方面，受到養馬人的一致推崇。,91,230,0,2,23227,0,0,4,0,0
迅捷白馬,|cFFFFD200商人：|r凱蒂‧斯托克斯|n|cFFFFD200區域：|r暴風城|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,經歷過銀白十字軍最艱苦戰役的沙場老將。,92,230,0,2,23228,0,0,4,0,0
迅捷棕馬,|cFFFFD200商人：|r凱蒂‧斯托克斯|n|cFFFFD200區域：|r暴風城|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,經歷過銀白十字軍最艱苦戰役的沙場老將。,93,230,0,2,23229,0,0,4,0,0
迅捷棕山羊,|cFFFFD200商人：|r維隆‧凍石|n|cFFFFD200區域：|r丹莫洛|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,巴拉克托爾山羊有著厚重的頭骨和大角，很適合用來衝過一群身披戰甲的敵人。,94,230,0,2,23238,0,0,4,0,0
迅捷灰山羊,|cFFFFD200商人：|r維隆‧凍石|n|cFFFFD200區域：|r丹莫洛|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,巴拉克托爾山羊有著厚重的頭骨和大角，很適合用來衝過一群身披戰甲的敵人。,95,230,0,2,23239,0,0,4,0,0
迅捷白山羊,|cFFFFD200商人：|r維隆‧凍石|n|cFFFFD200區域：|r丹莫洛|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n,巴拉克托爾山羊有著厚重的頭骨和大角，很適合用來衝過一群身披戰甲的敵人。,96,230,0,2,23240,0,0,4,0,0
迅捷藍色迅猛龍,|cFFFFD200商人：|r祖尼爾|n|cFFFFD200區域：|r杜洛塔|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,食人妖永遠的好朋友，這些叢林中的獵人與牠們的主人形成一種特別的連繫。讓牠們同時是坐騎、守護者和朋友。,97,230,0,2,23241,0,0,4,0,0
迅捷綠色迅猛龍,|cFFFFD200商人：|r祖尼爾|n|cFFFFD200區域：|r杜洛塔|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,食人妖永遠的好朋友，這些叢林中的獵人與牠們的主人形成一種特別的連繫。讓牠們同時是坐騎、守護者和朋友。,98,230,0,2,23242,0,0,4,0,0
迅捷橘色迅猛龍,|cFFFFD200商人：|r祖尼爾|n|cFFFFD200區域：|r杜洛塔|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,食人妖永遠的好朋友，這些叢林中的獵人與牠們的主人形成一種特別的連繫。讓牠們同時是坐騎、守護者和朋友。,99,230,0,2,23243,0,0,4,0,0
紫色骷髏戰馬,|cFFFFD200商人：|r撒迦利亞‧普斯特|n|cFFFFD200區域：|r提里斯法林地|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,當殞落的英雄以不死的形式重生，他們的坐騎也會一同復甦。,100,230,0,2,23246,0,0,4,0,0
大型白色科多獸,|cFFFFD200商人：|r哈布‧爪蹄|n|cFFFFD200區域：|r莫高雷|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,這個稀有的白化品種首先於淒涼之地發現。當地的半人馬認為白色的科多獸是末日將至的徵兆。,101,230,0,2,23247,0,0,4,0,0
大型灰色科多獸,|cFFFFD200商人：|r哈布‧爪蹄|n|cFFFFD200區域：|r莫高雷|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,做為獸群中最強大的一份子，這種科多獸是淒涼之地各種神奇生物的最佳代表，牠們四處踏行時就有如打雷一般。,102,230,0,2,23248,0,0,4,0,0
大型棕色科多獸,|cFFFFD200商人：|r哈布‧爪蹄|n|cFFFFD200區域：|r莫高雷|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,做為獸群中最強大的一份子，這種科多獸是北貧瘠之地各種神奇生物的最佳代表，牠們四處踏行時就有如打雷一般。,103,230,0,2,23249,0,0,4,0,0
迅捷棕狼,|cFFFFD200商人：|r奧古納羅‧狼行者|n|cFFFFD200區域：|r奧格瑪|n|cFFFFD200花費：|r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,部落將狼群視為朋友，而非馴養的家畜。,104,230,0,2,23250,0,0,4,0,0
迅捷森林狼,|cFFFFD200商人：|r奧古納羅‧狼行者|n|cFFFFD200區域：|r奧格瑪|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,部落將狼群視為朋友，而非馴養的家畜。,105,230,0,2,23251,0,0,4,0,0
迅捷灰狼,|cFFFFD200商人：|r奧古納羅‧狼行者|n|cFFFFD200區域：|r奧格瑪|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,部落將狼群視為朋友，而非馴養的家畜。,106,230,0,2,23252,0,0,4,0,0
迅捷雷刃豹,|cFFFFD200商人：|r萊蘭奈|n|cFFFFD200區域：|r達納蘇斯|n|cFFFFD200花費：|r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,謠傳這個品種是依照有名的大德魯伊瑪法里恩‧怒風所命名的。,107,230,0,2,23338,0,0,4,0,0
霜狼嗥叫者,|cFFFFD200商人：|r傑瑞克‧鐵面|n|cFFFFD200區域：|r希爾斯布萊德丘陵|n|cFFFFD200花費：|r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Horde.blp:0|t|n|n,由霜狼氏族在奧特蘭克山脈中飼養。,108,230,4,2,23509,0,0,4,0,0
雷矛軍用戰騎,|cFFFFD200商人：|r塔薩迪斯‧雪光|n|cFFFFD200區域：|r希爾斯布萊德丘陵|n|cFFFFD200花費：|r2000|TINTERFACE\PVPFRAME\PVPCurrency-Honor-Alliance.blp:0|t,雷矛氏族的坐騎訓練師有個流傳多年的傳統，就是在他們養的戰羊左角上刻上名字。,109,230,4,2,23510,0,0,4,0,0
迅捷拉札希迅猛龍,|cFFFFD200掉落：|r血領主曼多基爾|n|cFFFFD200區域：|r祖爾格拉布,這種迅猛龍已經絕跡數年了。而目前唯一為人所知的拉札希迅猛龍，據說是在祖爾格拉布的血領主曼多基爾看管之下。,110,230,64,0,24242,0,0,4,0,0
迅捷祖利安猛虎,|cFFFFD200經典|r,目前最後為人所知的祖利安猛虎，是由祖爾格拉布深處的高階祭司塞卡爾所看管。聽說牠們遭到濫捕獵殺而接近滅絕。,111,230,64,0,24252,0,0,4,0,0
黑色其拉作戰坦克,|cFFFFD200經典|r,雖然現在還是可以在安其拉廢墟中找到各式各樣的其拉作戰坦克，但是色澤最黑的品種只有在聖甲蟲之鑼敲響的時候才會出現。,116,230,64,0,25863,0,0,44,0,0
藍色其拉作戰坦克,|cFFFFD200掉落：|r世界掉落|n|cFFFFD200區域：|r安其拉神廟,只有在安其拉的沙漠中，才能找到這些相對馴化的異種蠍。,117,241,0,0,25953,0,0,44,0,0
紅色其拉作戰坦克,|cFFFFD200掉落：|r世界掉落|n|cFFFFD200區域：|r安其拉神廟,只有在安其拉的沙漠中，才能找到這些相對馴化的異種蠍。,118,241,0,0,26054,0,0,44,0,0
黃色其拉作戰坦克,|cFFFFD200掉落：|r世界掉落|n|cFFFFD200區域：|r安其拉神廟,只有在安其拉的沙漠中，才能找到這些相對馴化的異種蠍。,119,241,0,0,26055,0,0,44,0,0
