ID,Name_lang,UiMapGroupID,UiMapID,FloorIndex,RelativeHeightIndex
753,亞煞拉懼穹殿,222,558,2,0
754,奧格瑪的正門,222,559,3,0
755,力量谷,222,560,4,0
756,暗影裂口,222,561,5,0
757,洞穴坡道,222,562,6,0
758,柯爾克隆兵營,222,563,7,0
759,展示廳,222,564,8,0
760,攻城器工坊,222,565,9,0
761,聖螳大殿,222,566,10,0
762,聖殿內廳,222,567,11,0
763,豐泉台,222,568,12,0
764,玉蛟寺,222,569,13,0
765,紅鶴寺,222,570,14,0
766,先祖墓穴,223,574,1,0
767,暗影祭壇,223,575,2,0
768,真實之緣,223,576,3,0
769,黑熔爐,224,596,1,0
770,熔渣處理場,224,597,2,0
771,工坊,224,598,3,0
772,鋼鐵集貨區,224,599,4,0
773,大爐缸,224,600,5,0
774,椽梁,225,607,1,0
775,後方的車廂,225,608,2,0
778,山崁,226,601,1,0
779,巍峨峰,226,602,2,0
780,潛影之廳,227,626,4,1
781,達拉然,227,627,10,3
782,城底區,227,628,11,2
783,艾格文的陳列室,227,629,12,4
784,亞榭洛之心,228,647,1,0
785,指揮大廳,228,648,2,0
786,眠者獸穴上層,229,643,14,0
787,眠者獸穴下層,229,644,15,0
788,法拉納爾隧道,230,692,41,0
789,法拉納爾隧道,230,693,42,0
794,活泉洞穴下層,233,655,20,0
795,活泉洞穴上層,233,656,21,0
796,菲阿多拉神殿,234,684,32,0
797,法拉納爾隧道,234,685,33,0
798,天槌,235,610,0,0
799,鬥士之眠,235,611,1,0
800,大競技場,235,612,2,0
801,廢棄之室,235,613,3,0
802,統治者之臺,235,614,4,0
803,統治者王座,235,615,5,0
804,永茂林,236,620,0,0
805,縱谷,236,621,1,0
806,龍塔大廳,237,616,1,0
807,孵化間,237,617,2,0
808,黑手大廳,237,618,3,0
809,地獄火堡壘,238,661,0,0
810,地獄火前廳,238,662,1,0
811,地獄火通道,238,663,2,0
812,瑪諾洛斯之池,238,664,3,0
813,血之廷,238,665,4,0
814,葛羅瑪許刑房,238,666,5,0
815,魔能裂口,238,667,6,0
816,薩格萊會堂,238,668,7,0
817,毀滅者高臺,238,669,8,0
818,黑門,238,670,9,0
819,伊利達瑞牢房,239,677,1,0
820,看守者鐵獄,239,678,2,0
821,看守者之廷,239,679,3,0
822,英靈殿,240,703,0,0
823,至高之門,240,704,1,0
824,英靈殿,240,705,2,0
825,亞榭洛上層,241,698,1,0
826,亞榭洛下層,241,699,2,0
827,冰冠城塞,241,700,3,0
828,冰封王座,241,701,4,0
829,靈魂引擎下層,242,674,2,0
830,靈魂引擎上層,242,675,3,0
831,獄喉山崖,243,706,0,0
832,船艙,243,707,1,0
833,奈格法號,243,708,2,0
834,看守者之廷,244,710,1,0
835,看守者鐵獄,244,711,2,0
836,背叛者牢獄,244,712,3,0
837,玄鴉墓室,245,751,1,0
838,大廳,245,752,2,0
839,玄鴉堡據點,245,753,3,0
840,鴉棲高台,245,754,4,0
841,玄鴉堡主廳,245,755,5,0
842,玄鴉之頂,245,756,6,0
843,守護者殿堂,246,734,1,0
844,守護者圖書館,246,735,2,0
845,馬爾頓，碎裂深淵,247,719,0,0
846,指揮中心上層,247,720,1,0
847,指揮中心下層,247,721,2,0
848,腐化巢穴,248,777,1,0
849,夢魘核心,248,778,2,0
850,莫高雷,248,779,3,0
851,安戈洛環形山,248,780,4,0
852,翡翠夢魘,248,781,5,0
853,梣谷,248,782,6,0
854,辛特蘭,248,783,7,0
855,暮色森林,248,784,8,0
856,菲拉斯,248,785,9,0
857,灰白之丘,248,786,10,0
858,月光林地,248,787,11,0
859,艾恩裂隙,248,788,12,0
860,翡翠夢境,248,789,13,0
861,指揮中心上層,249,879,1,0
862,指揮中心下層,249,880,2,0
863,佣人區,250,794,1,0
864,舞會大廳,250,795,2,0
865,歌劇大廳,250,796,3,0
866,守護者圖書館,250,797,4,0
867,夜井,251,764,1,0
868,深淵拱廊,251,765,2,0
869,暗夜堡,251,766,3,0
870,夏多雷露臺,251,767,4,0
871,隊長營區,251,768,5,0
872,星術師高台,251,769,6,0
873,暗夜之塔,251,770,7,0
874,艾莉珊德的房間,251,771,8,0
875,暗夜之泉,251,772,9,0
876,眾星之廷,252,761,0,0
877,瑰寶莊園,252,762,1,0
878,陽台,252,763,2,0
879,奧杜亞前廳,253,744,1,0
880,創思之廳,253,745,2,0
881,觀察之環,253,746,3,0
882,深淵大廳,254,742,1,0
883,奈普圖隆王座,254,743,2,0
884,城塞上層,255,740,1,0
885,城塞下層,255,741,2,0
886,一樓,256,804,1,0
887,二樓,256,805,2,0
888,化合之環,257,800,1,0
889,轉化之環,257,801,2,0
890,加速之環,257,802,3,0
891,變化之環,257,803,4,0
892,玉蛟寺,258,791,1,0
893,藏卷閣,258,792,2,0
894,勇氣試煉,259,806,0,0
895,勇氣試煉,259,807,1,0
896,黑爾海姆,259,808,2,0
897,佣人區,260,809,1,0
898,獸欄上層,260,810,2,0
899,宴會大廳,260,811,3,0
900,客房,260,812,4,0
901,歌劇大廳露臺,260,813,5,0
902,塔主露臺,260,814,6,0
903,破碎樓梯下層,260,815,7,0
904,破碎樓梯上層,260,816,8,0
905,展示廳,260,817,9,0
906,守護者圖書館,260,818,10,0
907,圖書館底層,260,819,11,0
908,圖書館上層,260,820,12,0
909,棋戲大廳,260,821,13,0
910,虛空空間,260,822,14,0
911,上層甲板,261,831,1,0
912,下層甲板,261,832,2,0
913,上層甲板,262,886,5,0
914,下層甲板,262,887,6,0
915,上層甲板,263,883,3,0
916,下層甲板,263,884,4,0
917,月之大廳,264,850,1,0
918,深淵王座,264,851,2,0
919,月之平臺,264,852,3,0
920,守護者聖所,264,853,4,0
921,化身密室,264,854,5,0
922,魔化風暴缺口,264,855,6,0
923,扭曲虛空,264,856,7,0
924,月之殿堂,265,845,1,0
925,暮光森林,265,846,2,0
926,翡翠圖書館,265,847,3,0
927,神啟之徑,265,848,4,0
928,伊露恩聖器室,265,849,5,0
929,一樓,266,835,1,0
930,二樓,266,836,2,0
931,風暴烈酒酒坊,267,872,0,0
932,一樓,267,873,1,0
933,二樓,267,874,2,0
934,一樓,268,840,1,0
935,二樓,268,841,2,0
936,三樓,268,842,3,0
937,一樓,269,869,1,0
938,二樓,269,870,2,0
939,一樓,270,865,1,0
940,二樓,270,866,2,0
941,安托洛斯，燃燒王座,271,909,0,0
942,燃燒軍團之視,271,910,1,0
943,無縛之境大廳,271,911,2,0
944,伊露尼亞,271,912,3,0
945,伊拉莉安聖所,271,913,4,0
946,排氣口,271,914,5,0
947,燃燒王座,271,915,6,0
948,苦痛之廳,271,916,7,0
949,世界之魂,271,917,8,0
950,萬神殿寶座,271,918,9,0
951,上層甲板,271,919,10,0
952,下層甲板,271,920,11,0
953,靜滯區：提恩,272,889,1,0
954,靜滯區：麥希莫斯,272,890,2,0
955,藍謎島,273,891,0,0
956,一樓,273,892,1,0
957,二樓,273,893,2,0
958,三樓,273,894,3,0
959,克羅米之死,274,897,0,0
960,黑曜龍殿,274,898,1,0
961,安多哈爾,274,899,2,0
962,海加爾山,274,900,3,0
963,永恆之井,274,901,4,0
964,斯坦索姆,274,902,5,0
965,阿塔達薩,275,934,1,0
966,獻祭陵園,275,935,2,0
967,上層甲板,276,940,1,0
968,下層甲板,276,941,2,0
976,地鐵站,225,606,0,0
977,前方的車廂,225,609,3,0
981,一樓,231,637,0,0
982,二樓,231,638,1,0
983,一樓,232,657,0,0
984,二樓,232,658,1,0
985,托達戈爾,277,974,0,0
986,排水口,277,975,1,0
987,禁閉室,277,976,2,0
988,拘留所,277,977,3,0
989,勤務室,277,978,4,0
990,監督者壁壘,277,979,5,0
991,監督者瞭望台,277,980,6,0
992,暴風城,278,1012,0,0
993,監獄,278,1013,1,0
994,上層,279,1016,0,0
995,迎賓大廳,279,1015,1,0
996,地窖,279,1017,2,0
997,墓窖,279,1018,3,0
998,黑暗裂隙,279,1029,4,0
999,第一層,280,1030,0,0
1000,上層,280,1031,1,0
1001,風暴聖壇,281,1039,0,0
1002,風暴之末,281,1040,1,0
1003,幽腐深窟,282,1041,0,0
1004,荒滅之淪,282,1042,1,0
1005,瑟沙利斯神廟,283,1038,0,0
1006,瑟沙利斯中庭,283,1043,1,0
1107,荒滅之淪,384,1148,0,0
1108,潔淨之廳,384,1149,1,0
1109,隔離之環,384,1150,2,0
1110,永恆資料庫,384,1151,3,0
1111,病原庫,384,1152,4,0
1112,廢品迴廊,384,1153,5,0
1113,遺忘之門,384,1154,6,0
1114,腐敗核心,384,1155,7,0
1115,黑石深淵,385,1159,0,0
1116,熔火之心,385,1160,1,0
1117,大封印,386,1163,0,0
1118,撰史者殿堂,386,1164,1,0
1119,大祭司殿堂,387,1167,0,0
1120,議會密室,387,1166,1,0
1123,洞穴下層,388,1171,0,0
1124,洞穴上層,388,1172,1,0
1125,上層甲板,389,1173,0,0
1126,下層甲板,389,1174,1,0
1127,上層甲板,390,1176,0,0
1128,下層甲板,390,1177,1,0
1129,上層甲板,391,1179,0,0
1130,下層甲板,391,1180,1,0
1132,洞穴上層,392,1185,1,0
1134,洞穴下層,392,1184,0,0
1135,暗影邪壇,393,1345,0,0
1136,腐化蜿道,393,1346,1,0
1137,城塞下層,394,1359,0,0
1138,冰封王座,394,1360,1,3
1139,托達戈爾,395,1349,0,0
1140,排水口,395,1350,1,0
1141,禁閉室,395,1351,2,0
1142,贊達拉港,396,1352,0,0
1143,佐卡洛,396,1358,1,0
1144,金輝大廳,396,1353,2,0
1145,羅亞聖所,396,1354,3,0
1146,諸王之道,396,1356,4,0
1147,帝國之心,396,1357,5,0
1148,無盡之海,396,1364,6,0
1149,波拉勒斯,396,1367,7,0
1150,齒輪大廳,397,1371,0,0
1151,宿舍,397,1372,1,0
1153,技工議會,397,1374,3,0
1155,發射台,397,1380,2,0
1156,隔離之環,398,1381,0,0
1157,遺忘之門,398,1382,1,0
1158,機械岡島,399,1490,0,0
1159,超爆機械鬥場,399,1491,1,0
1160,廢棄管線,399,1493,2,0
1161,廢料底層,399,1494,3,0
1162,機械岡城,399,1497,4,0
1163,"永恆之座
",400,1512,0,0
1164,天選殿堂,400,1513,1,0
1165,極黑深淵,400,1514,2,0
1166,通道,400,1516,3,0
1167,孵化室,400,1517,4,0
1168,女王法庭,400,1518,5,0
1169,夢境絕崖,400,1519,6,0
1170,末途監牢,400,1520,7,0
1171,破碎大廳,401,1538,0,0
1172,暗影之焰穹殿,401,1539,1,0
1173,聖光地窖,402,1540,0,0
1174,地怒者之墓,402,1541,1,0
1175,四王座,402,1542,2,0
1177,古代諸王墓穴,403,1545,1,0
1178,古代征服者王座,403,1546,2,0
1179,赤紅議事堂,403,1544,0,0
1180,征服者之座,404,1547,0,0
1181,帝祠,404,1548,1,0
1182,無盡熔爐,404,1549,2,0
1184,永恆隧道,143,74,0,0
1185,時光之穴,143,75,1,0
1186,永恆隧道,405,1552,0,0
1187,時光之穴,405,1553,1,0
1188,機械岡城,406,1573,0,0
1189,廢料底層,406,1574,1,0
1190,命運幻象,407,1580,0,0
1191,預言別館,407,1581,1,0
1192,奈奧羅薩,407,1582,2,0
1193,巢穴,407,1590,3,0
1194,淒涼露台,407,1591,4,0
1195,儀式之廳,407,1592,5,0
1196,暮光平臺,407,1593,6,0
1197,戈瑪之口,407,1594,7,0
1198,凋零地道,407,1595,8,0
1199,重生之室,407,1596,9,0
1200,無盡真相之地,407,1597,10,0
1202,重生露臺,408,1610,1,0
1206,斷骨大廳,408,1609,0,0
1207,贖罪之殿,409,1663,0,0
1208,痛苦中殿,409,1664,1,0
1209,靈魂聖所,409,1665,2,0
1210,死靈戰地,410,1666,0,0
1211,縫合作坊,410,1667,1,0
1212,佐拉慕斯,410,1668,2,0
1213,仲介者的巢穴,411,1672,0,0
1214,命運之環,411,1670,1,0
1215,樞運之環,411,1671,2,0
1216,審斷殿堂,411,1673,3,0
1217,亞榭洛上層,394,1681,2,1
1218,亞榭洛下層,394,1682,3,2
1219,絕望深境,412,1675,0,0
1220,"悲傷展演廳
",412,1676,1,1
1221,彼界境地,413,1680,0,0
1222,機械岡,413,1678,1,1
1223,祖爾格拉布,413,1679,2,2
1224,亞登曠野,413,1677,3,3
1225,苦痛劇場,414,1683,0,0
1226,征戰之廳,414,1684,1,0
1227,痛苦祭壇,414,1685,2,0
1228,血肉戮穴上層,414,1686,3,0
1229,血肉戮穴下層,414,1687,4,0
1230,瘟疫之臨,415,1674,0,0
1231,膿瘡聖所,415,1697,1,0
1232,罪殞城上層,416,1699,0,0
1233,罪殞城深處,416,1700,1,0
1234,樹冠,417,1703,0,0
1235,樹幹,417,1701,1,0
1236,樹根,417,1702,2,0
1237,御靈者高地,418,1707,0,0
1238,羈絆聖堂,418,1708,1,0
1239,榮譽坡,419,1692,0,0
1240,歇息花園,419,1693,1,0
1241,忠誠之泉,419,1694,2,0
1242,御靈者之座,419,1695,3,0
1243,宏偉步道,420,1735,0,0
1244,失竊倉儲,420,1744,1,0
1245,忠誠大廳,420,1745,2,0
1246,傲慢之牢,420,1746,3,0
1247,狂妄宴席,420,1750,4,0
1248,闇臨聖所,420,1747,5,0
1249,觀測廳,420,1748,6,0
1250,苦痛陷坑 - 上層,421,1820,0,0
1251,苦痛陷坑 - 下層,421,1821,1,0
1252,火源之界,422,1958,0,0
1253,薩弗隆要塞,422,1959,1,0
1254,帷幕市集,423,1989,0,0
1255,大展示廳,423,1990,1,0
1256,郵務總局,423,1991,2,0
1257,奧彌薩的綠洲,423,1992,3,0
1258,斯鐸海姆,423,1995,4,0
1259,阿格拉瑪寶庫,423,1997,5,0
1260,波拉勒斯港,423,1996,6,0
1261,富饒樞核,423,1993,7,0
1276,譴罪之塔,426,1998,0,0
1277,影鋼鑄造場,426,1999,1,1
1278,折磨刑牢,426,2000,2,2
1279,果戈亞之冠,426,2001,3,3
1280,統御之巔,426,2002,4,4
1283,不朽休憩地,427,2047,0,0
1284,創始育床,427,2048,1,0
1285,無盡鑄造場,427,2049,2,0
1286,元質平原,427,2061,3,0
1287,統御之握,427,2050,4,0
1288,宏偉設計,427,2052,5,0
1289,永恆之心,427,2051,6,0
1291,秘法存護所,428,2073,0,0
1292,上層大廳,428,2074,1,0
1293,傳說陵墓,428,2075,2,0
1294,下層大廳,428,2076,3,0
1295,水晶之廳,428,2077,4,0
1296,守衛者大廳,429,2071,0,0
1297,提爾寶庫,429,2072,1,0
1298,注入之廳,430,2095,0,0
1299,晶紅瞰臺,430,2094,1,0
1300,燃燒大鍋,431,2080,0,0
1301,烈焰之室,431,2081,1,0
1302,蕨皮谷,432,2096,0,0
1303,腐朽巢穴,432,2106,1,0
1304,阿爾蓋薩學院,433,2097,0,0
1305,運動場,433,2098,1,0
1306,院長區,433,2099,2,0
1307,灌注者圓形大廳,434,2082,0,0
1308,灌注室,434,2083,1,0
1313,洪荒壁壘,437,2119,0,0
1314,元素議會,437,2120,1,0
1315,勁風峭壁,437,2121,2,0
1316,牢獄通路,437,2122,3,0
1317,冰掠谷,437,2123,4,0
1318,孵育窩巢,437,2126,5,0
1319,洪荒匯聚地,437,2124,6,0
1320,洪荒化身牢獄,437,2125,7,0
1322,熔火實驗場,438,2166,0,0
1323,瑪瑙實驗室,438,2167,1,0
1324,違抗者壁壘,438,2168,2,0
1325,奈薩里奧的聖所,438,2169,3,0
1326,寂滅之盡,438,2170,4,0
1327,熔火實驗場,439,2171,0,0
1328,瑪瑙實驗室,439,2172,1,0
1329,奈薩里奧的聖所,439,2173,2,0
1330,寂滅之盡,439,2174,3,0
1331,時間之道,440,2198,0,0
1332,紀年聖所,440,2190,1,0
1333,歲月界限,440,2191,2,0
1334,永恆龍域,440,2192,3,0
1335,無盡凜冬支廳,440,2193,4,0
1336,命運叉路,440,2194,5,0
1337,恆久合流,440,2195,6,0
1338,扭曲之徑,440,2196,7,0
1339,太古戰場,440,2197,8,0
1340,星術師高台,441,2221,0,0
1341,永恆觀星台,441,2220,1,0
1342,至高之門,442,2230,0,0
1343,英靈殿,442,2231,1,0
1344,泉湧中庭,443,2232,0,0
1345,火焰之王的王座,443,2233,3,0
1346,埃達希爾,443,2234,4,0
1347,北方枝幹,443,2235,7,0
1348,東方枝幹,443,2236,6,0
1349,南方枝幹,443,2237,5,0
1350,埃達希爾之心,443,2238,8,0
1351,灼烈大廳,443,2244,1,0
1352,青綠露臺,443,2240,2,0
1357,沐聖之地,446,2308,0,0
1358,聖焰隱修院,446,2309,1,0
1359,培育所臺地,447,2315,0,0
1360,風暴棲所,447,2316,1,0
1361,風暴育所,447,2317,2,0
1362,風暴飛騎兵營,447,2318,3,0
1363,暴風廳堂,447,2319,4,0
1364,廢棄礦坑,447,2320,5,0
1365,蛛絲城,448,2343,0,0
1366,轉化場,448,2344,1,0
1367,達拉然,449,2305,0,0
1368,城底區,449,2306,1,0
1369,潛影之廳,449,2307,2,0
1370,回音瞰臺,450,2357,0,0
1371,地下窖藏,450,2358,1,0
1372,宏偉堡壘,451,2292,0,0
1373,脈動地穴,451,2291,1,0
1374,莊嚴露臺,451,2293,2,0
1375,前廳,451,2294,3,0
1376,暗影之冠,451,2295,4,0
1377,暗影之冠 - 上層,451,2296,5,0
1380,阿茲-卡罕特,453,2255,0,0
1381,阿茲-卡罕特 - 下層,453,2256,1,0
1382,蛛絲城,454,2213,0,0
1383,蛛絲城 - 下層,454,2216,1,0
1384,禁閉室,455,2363,0,0
1385,影爐城,455,2362,1,0
