Title_lang,Subtitle_lang,InstructionText_lang,SubIcon_lang,TitleTooltip_lang,SubtitleTooltip_lang,EventToastID,PlayerConditionID,UiTextureAtlasMemberID,UiTextureKitID,EventType,DisplayType,EventAsset,Field_9_1_0_38312_011,IconFileID,UiWidgetSetID,ExtraUiWidgetSetID,TitleTooltipUiWidgetSetID,SubtitleTooltipUiWidgetSetID,ShowSoundKitID,HideSoundKitID,Field_10_2_5_52554_021
戰鬥者II,PvP裝備升級解鎖！,,,,,63,0,12015,0,20,7,206,0,2023045,0,0,0,0,0,0,0
挑戰者I,PvP裝備升級解鎖！,,,,,64,0,12015,0,20,7,3,0,2023047,0,0,0,0,0,0,0
挑戰者II,PvP裝備升級解鎖！,,,,,65,0,12015,0,20,7,207,0,2023047,0,0,0,0,0,0,0
競爭者I,PvP裝備升級解鎖！,,,,,66,0,12015,0,20,7,4,0,2023049,0,0,0,0,0,0,0
競爭者II,PvP裝備升級解鎖！,,,,,67,0,12015,0,20,7,208,0,2023049,0,0,0,0,0,0,0
決鬥者,PvP裝備升級解鎖！,,,,,68,0,12015,0,20,7,5,0,2023051,0,0,0,0,0,0,0
精英,PvP裝備升級解鎖！,,,,,69,0,12015,0,20,7,6,0,2023053,0,0,0,0,0,0,0
戰鬥者I,PvP裝備升級解鎖！,,,,,70,0,12015,0,20,7,9,0,2023045,0,0,0,0,0,0,0
戰鬥者II,PvP裝備升級解鎖！,,,,,71,0,12015,0,20,7,209,0,2023045,0,0,0,0,0,0,0
挑戰者I,PvP裝備升級解鎖！,,,,,72,0,12015,0,20,7,11,0,2023047,0,0,0,0,0,0,0
挑戰者II,PvP裝備升級解鎖！,,,,,73,0,12015,0,20,7,210,0,2023047,0,0,0,0,0,0,0
競爭者I,PvP裝備升級解鎖！,,,,,74,0,12015,0,20,7,12,0,2023049,0,0,0,0,0,0,0
競爭者II,PvP裝備升級解鎖！,,,,,75,0,12015,0,20,7,211,0,2023049,0,0,0,0,0,0,0
決鬥者,PvP裝備升級解鎖！,,,,,76,0,12015,0,20,7,13,0,2023051,0,0,0,0,0,0,0
精英,PvP裝備升級解鎖！,,,,,77,0,12015,0,20,7,14,0,2023053,0,0,0,0,0,0,0
戰鬥者I,PvP裝備升級解鎖！,,,,,78,0,12015,0,20,7,17,0,2023045,0,0,0,0,0,0,0
戰鬥者II,PvP裝備升級解鎖！,,,,,79,0,12015,0,20,7,212,0,2023045,0,0,0,0,0,0,0
挑戰者I,PvP裝備升級解鎖！,,,,,80,0,12015,0,20,7,18,0,2023047,0,0,0,0,0,0,0
挑戰者II,PvP裝備升級解鎖！,,,,,81,0,12015,0,20,7,213,0,2023047,0,0,0,0,0,0,0
競爭者I,PvP裝備升級解鎖！,,,,,82,0,12015,0,20,7,19,0,2023049,0,0,0,0,0,0,0
競爭者II,PvP裝備升級解鎖！,,,,,83,0,12015,0,20,7,214,0,2023049,0,0,0,0,0,0,0
決鬥者,PvP裝備升級解鎖！,,,,,84,0,12015,0,20,7,20,0,2023051,0,0,0,0,0,0,0
精英,PvP裝備升級解鎖！,,,,,85,0,12015,0,20,7,21,0,2023053,0,0,0,0,0,0,0
閻獄之主的試煉,第%19812w層,|n+幻魄|n+殘存之魂的祝福,,,,87,95418,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
回合獲勝,勝利：%55859yc,,,,,89,104070,0,5116,16,6,392795,0,0,0,0,0,0,0,0,0
回合落敗,勝利：%55859yc,,,,,90,104070,0,5116,16,6,392796,0,0,0,0,0,0,0,0,0
無核守護者轉化,重頻語理解,,,波克波可獲得將無核守護者轉化為鳴響守護者的能力,,101,0,12015,0,18,3,0,0,4239320,0,0,0,0,0,0,0
波克波可進階升級,輕頻語理解已解鎖,,,,,102,0,12015,0,18,3,0,0,4239319,577,0,0,0,0,0,0
回合獲勝,勝利：%55859yc,,,,,104,104069,0,5117,16,6,392795,0,0,0,0,0,0,0,0,0
回合落敗,勝利：%55859yc,,,,,105,104069,0,5117,16,6,392796,0,0,0,0,0,0,0,0,0
閻獄之主的試煉,第%19812w層,,,,,106,95419,0,5281,17,6,354094,0,0,0,0,0,0,0,0,0
完成比賽 - 銅牌,|cFFFFFFFF比賽時間：%2016c.%2017c%2124c%2125c秒|r|n|n銀牌時間：%2019c.%2037c00秒|n金牌時間：%2020c.%2038c00秒|n|n個人最佳成績：%2040c.%2041c%2131c%2132c秒 |n|n,,,,,117,0,0,5474,17,6,369996,0,0,0,0,0,0,0,0,0
完成比賽 - 銀牌,|cFFFFFFFF比賽時間：%2016c.%2017c%2124c%2125c秒|r|n|n金牌時間：%2020c.%2038c00秒|n|n個人最佳成績：%2040c.%2041c%2131c%2132c秒 |n|n,,,,,121,0,0,5474,17,6,370253,0,0,0,0,0,0,0,0,0
完成比賽 - 金牌,|cFFFFFFFF比賽時間：%2016c.%2017c%2124c%2125c秒|r|n|n金牌時間：%2020c.%2038c00秒|n|n個人最佳成績：%2040c.%2041c%2131c%2132c秒 |n|n,,,,,122,0,0,5474,17,6,370254,0,0,0,0,0,0,0,0,0
競賽完成,|cFFFFFFFF比賽時間：%2016c.%2017c%2124c%2125c秒|r|n|n個人最佳成績：%2040c.%2041c%2131c%2132c秒 |n|n,,,,,123,0,0,5474,17,6,370255,0,0,0,0,0,0,0,0,0
競賽完成,|cFFFFFFFF比賽時間：%2016c.%2017c%2124c%2125c秒|r|n|n個人最佳成績：%2040c.%2041c%2131c%2132c秒 |n|n,,,,,125,0,0,5474,17,6,370713,0,0,0,0,0,0,0,0,0
崩解,已記住新法術,,,,,127,0,0,5268,12,3,64864,0,4622451,0,0,0,0,0,0,0
火焰之息,已記住新法術,,,,,128,104129,0,5268,12,3,64872,0,4622458,0,0,0,0,0,0,0
飛騰,已記住新法術,,,,,129,0,0,5268,12,3,64873,0,4622485,0,0,0,0,0,0,0
深層吐息,已記住新法術,,,,,130,0,0,5268,12,3,65045,0,4622450,0,0,0,0,0,0,0
專精,新內容解鎖！,,新內容解鎖：|cffFF4E00|Hspecpane:|h[專精]|h|r,,,135,0,0,5268,12,3,65701,0,4574311,0,0,0,0,0,0,0
天賦,新內容解鎖！,,新內容解鎖：|cffFF4E00|Htalentpane:|h[天賦]|h|r,,,136,0,0,5268,12,3,65101,0,4574311,0,0,0,0,0,0,0
火焰之息,已記住新法術,,,,,137,92737,4690,5268,21,3,357208,0,4622458,0,0,0,0,0,0,0
翡翠之花,已記住新法術,,,,,138,92737,0,5268,21,3,355913,0,4622457,0,0,0,0,0,0,0
飛騰,已記住新法術,,,,,139,92737,0,5268,21,3,369536,0,4622485,0,0,0,0,0,0,0
盤旋,已記住新法術,,,,,145,0,0,5268,12,3,66324,0,4622463,0,0,0,0,0,0,0
天賦,新內容解鎖！,,新內容解鎖：|cffFF4E00|Htalentpane:|h[天賦]|h|r,,,146,0,0,5268,12,3,65613,0,4574311,0,0,0,0,0,0,0
,,,你的技法有助你收集額外的物品：,,,147,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,你的感知幫助你找到額外的物品：,,,148,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,首次製作這個配方後，你學到新東西：,,,152,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,有些工匠精神從你的新知識中凝結成型：,,,154,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
飛龍騎術已解鎖,騎乘巨龍群島飛龍|n遨遊天際,,,,,155,0,0,5474,16,6,376027,0,0,0,0,0,0,0,0,0
有新天賦點數可使用,你的能力增強了！,,有新|cff20ff20|Htalentpane:|h[天賦點數]|h|r可使用！,,,156,104401,12012,0,15,3,0,0,132222,0,0,0,0,0,0,0
群島之風,新飛龍騎術技能解鎖！,,,,,159,0,12014,5468,16,3,377485,0,4640500,0,0,0,0,0,0,0
旋轉急衝,新飛龍騎術技能解鎖！,,,,,160,0,12014,5468,16,3,377709,0,4640477,0,0,0,0,0,0,0
青銅時間鎖,新飛龍騎術技能解鎖！,,,,,161,0,12014,5468,16,3,377404,0,134156,0,0,0,0,0,0,0
裝了滿滿金幣的袋子！,,,你發現箱子裡面有個裝了滿滿金幣的袋子：,,,162,0,0,0,22,3,0,0,4549223,0,0,0,0,0,0,0
龍族錢包！,,,你發現箱子裡面多了一袋金幣：,,,163,0,0,0,22,3,0,0,1519428,0,0,0,0,0,0,0
,,,你獲得一項物品等級比平常高的物品：,,,164,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,你獲得一項物品等級比平常高出許多的物品：,,,165,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
商隊保險箱！,,,你在商隊旅行途中提供協助，因此獲得下列物品：,為了感謝你的協助，商隊的艾拉格半人馬送你這個保險箱。裡面可能放了有價值的裝備、文物和交易物品。,,166,0,0,0,22,3,0,0,1603185,0,0,0,0,0,0,0
龍禍要塞保險箱！,,,為了感謝你協助奪回龍禍要塞，因此獲得下列物品：,你從首領這邊獲得一個保險箱作為獎勵，裡面可能有裝備、金幣、巨龍群島補給品、聲望和造型物品。,,167,0,0,0,22,3,0,0,3753264,0,0,0,0,0,0,0
大狩獵戰利品！,,,你在大狩獵表現英勇，因此獲得下列物品：,狩獵戰利品中包含了裝備、狩獵戰利品、巨龍群島補給品和造型物品。,,168,0,0,0,22,3,0,0,1519430,0,0,0,0,0,0,0
探究完成！,|cFF1eff00探究寶石獎勵：%2593c|n探究寶石總數：%2531c|TInterface\ICONS\INV_STONE_03.BLP:16:16|t|r|n|n獲得的探索者點數：%2591c|n現有的探索者點數：%2592c,,,,,175,0,0,5388,17,8,414849,0,0,0,843,0,0,218671,0,0
探究完成！,,,,,,177,0,12015,0,18,7,0,0,2023053,0,0,0,0,0,0,0
淨化藥膏,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r學會了新技能：|cff71D5FF|Hspell:434855|h[淨化藥膏]|r。,,,178,0,12014,0,18,3,0,0,1014025,0,0,0,0,0,0,0
神聖之盾,你暫時對所有傷害免疫！,,,,,179,0,0,0,18,6,0,0,1307018,0,0,0,0,0,0,0
瓶中閃電,閃電會打擊附近敵人！,,,,,180,0,0,0,18,6,0,0,1307018,0,0,0,0,0,0,0
盜賊藥水,如果你穿過敵人，敵人會掉落寶藏！,,,,,181,0,0,0,18,6,0,0,1307018,0,0,0,0,0,0,0
發現,菌菇愚行,,,,,182,0,0,5474,18,6,0,0,0,0,0,0,0,0,0,0
發現,解鎖重生點！,,發現：解鎖|cff71D5FF|Hspell:433110|h[重生點]|r！,,,183,0,0,5554,18,6,0,0,0,0,0,0,0,0,0,0
寶庫欄位解鎖,,,,,,184,0,0,0,23,9,0,0,0,0,0,0,0,261305,0,0
寶庫欄位升級,,,,,,185,0,0,0,24,10,0,0,0,0,0,0,0,267289,0,0
,,,,,,188,0,0,0,25,11,0,0,0,0,0,0,0,0,0,0
陣亡,你的名次為#%1986c,,,,,192,0,0,5559,18,2,0,0,0,1112,0,0,0,243383,0,0
勝利,你的名次為#1,,,,,193,0,0,5560,18,2,0,0,0,1112,0,0,0,243382,0,1
對戰結束,再試一次！,,,,,194,0,0,5560,18,2,0,0,0,0,0,0,0,243383,0,1
%d級,你達到了,,,,,198,120872,0,5571,0,2,0,0,0,1110,0,0,0,0,0,0
英雄天賦,新內容解鎖！,,新內容解鎖：|cffFF4E00|Htalentpane:|h[英雄天賦]|h|r,,,199,123009,12015,0,15,3,0,-1,132222,0,0,0,0,0,0,0
有新英雄天賦點數可使用,你的能力增強了！,,有新|cff20ff20|Htalentpane:|h[英雄天賦點數]|h|r可使用！,,,200,123011,12012,0,15,3,0,-2,132222,0,0,0,0,0,0,0
,,,布萊恩‧銅鬚幫你收集了額外的物品：,,,201,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
測試%3199w,,坐騎測試,,,,203,0,0,0,16,0,452025,0,0,0,0,0,0,0,0,0
,,,有些工匠之敏銳從你的新知識中凝結成型：,,,204,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
,,,,,,205,0,0,5474,18,6,0,0,0,1270,0,0,0,0,0,0
解鎖特殊任務！,查看你的區域地圖來檢視細節。,,,,,206,0,27650,0,18,12,0,0,0,0,0,0,0,0,0,0
,,,你的感知幫助你找到額外的物品：,,,207,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
戰鬥珍品,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r解鎖了：|cff71D5FF|Hspell:456542|h[戰鬥珍品]|r。,,,208,0,12015,0,18,3,0,0,3192685,0,0,0,0,0,0,0
緊急補給,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r學會了新技能：|cff71D5FF|Hspell:421395|h[緊急補給]|r。,,,209,0,12014,0,18,3,0,0,1387611,0,0,0,0,0,0,0
寧神吹箭,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r學會了新技能：|cff71D5FF|Hspell:421380|h[寧神吹箭]|r。,,,210,0,12014,0,18,3,0,0,1633109,0,0,0,0,0,0,0
通用珍品,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r解鎖了：|cff71D5FF|Hspell:456543|h[通用珍品]|r。,,,211,0,12015,0,18,3,0,0,3192685,0,0,0,0,0,0,0
布萊恩的史詩蛋,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r學會了新技能：|cff71D5FF|Hspell:421382|h[布萊恩的史詩蛋]|r。,,,212,0,12014,0,18,3,0,0,294479,0,0,0,0,0,0,0
奧丹姆文物,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r學會了新技能：|cff71D5FF|Hspell:421376|h[奧丹姆文物]|r。,,,213,0,12014,0,18,3,0,0,454069,0,0,0,0,0,0,0
鐵爐堡禦護,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r學會了新技能：|cff71D5FF|Hspell:434904|h[鐵爐堡禦護]|r。,,,214,0,12014,0,18,3,0,0,3155390,0,0,0,0,0,0,0
三十碼繩索,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r學會了新技能：|cff71D5FF|Hspell:421378|h[三十碼繩索]|r。,,,215,0,12014,0,18,3,0,0,1119938,0,0,0,0,0,0,0
探險者的醫療日誌,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r學會了新被動效果：|cff71D5FF|Hspell:448286|h[探險者的醫療日誌]|r。,,,216,0,12014,0,18,3,0,0,4624733,0,0,0,0,0,0,0
信任之鞭,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r學會了新技能：|cff71D5FF|Hspell:421285|h[信任之鞭]|r。,,,217,0,12014,0,18,3,0,0,460858,0,0,0,0,0,0,0
上古武器之油,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r學會了新技能：|cff71D5FF|Hspell:449666|h[上古武器之油]|r。,,,218,0,12014,0,18,3,0,0,134726,0,0,0,0,0,0,0
擊殺射擊,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r學會了新技能：|cff71D5FF|Hspell:435163|h[擊殺射擊]|r。,,,219,0,12014,0,18,3,0,0,236174,0,0,0,0,0,0,0
寒冰陷阱,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r學會了新技能：|cff71D5FF|Hspell:421389|h[寒冰陷阱]|r。,,,220,0,12014,0,18,3,0,0,612394,0,0,0,0,0,0,0
放出猴子,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r學會了新技能：|cff71D5FF|Hspell:421387|h[放出猴子]|r。,,,221,0,12014,0,18,3,0,0,1392562,0,0,0,0,0,0,0
格里芬汀的作戰韁繩,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r學會了新技能：|cff71D5FF|Hspell:421397|h[格里芬汀的作戰韁繩]|r。,,,222,0,12014,0,18,3,0,0,773275,0,0,0,0,0,0,0
探險者的彈藥日誌,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r學會了新被動效果：|cff71D5FF|Hspell:448287|h[探險者的彈藥日誌]|r。,,,223,0,12014,0,18,3,0,0,4624728,0,0,0,0,0,0,0
探險者的彈藥日誌,布萊恩的能力增強了！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r增加了技能等級：|cff71D5FF|Hspell:448287|h[探險者的彈藥日誌]|r。,,,224,0,12012,0,18,3,0,0,4624728,0,0,0,0,0,0,0
探險者的醫療日誌,布萊恩的能力增強了！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r增加了技能等級：|cff71D5FF|Hspell:448286|h[探險者的醫療日誌]|r。,,,225,0,12012,0,18,3,0,0,4624733,0,0,0,0,0,0,0
璀璨回音,,擊敗龍骨荒野各處的集結記憶,,,,227,0,0,5623,16,6,458297,0,0,0,0,0,0,0,0,0
璀璨回音,,擊敗阿薩斯,,,,228,0,0,5623,16,6,458298,0,0,0,0,0,0,0,0,0
璀璨回音,,擊敗灼熱峽谷各處的集結記憶,,,,232,0,0,5623,16,6,458336,0,0,0,0,0,0,0,0,0
璀璨回音,,擊敗塵泥沼澤各處的集結記憶,,,,233,0,0,5623,16,6,458331,0,0,0,0,0,0,0,0,0
璀璨回音,,擊敗拉格納羅斯,,,,234,0,0,5623,16,6,458337,0,0,0,0,0,0,0,0,0
璀璨回音,,擊敗奧妮克希亞,,,,235,0,0,5623,16,6,458332,0,0,0,0,0,0,0,0,0
天空騎術已解鎖,卡茲阿爾加,,,,,238,0,12014,5586,12,3,78533,0,5922053,0,0,0,0,0,0,0
陸行坐騎,新內容解鎖！,,新內容解鎖：|cffFF4E00|Hmountequipment:|h[陸行坐騎]|h|r,,,240,126770,12015,0,15,3,0,0,132261,0,0,0,0,0,0,0
飛行坐騎,新內容解鎖！,,新內容解鎖：|cffFF4E00|Hmountequipment:|h[飛行坐騎]|h|r,,,241,126772,12015,0,15,3,0,0,5142725,0,0,0,0,0,0,0
穩速飛行,新內容解鎖！,,現在你可以在穩速飛行與天空騎術之間切換飛行風格。,,,243,126778,12015,0,15,3,0,0,5142726,0,0,0,0,0,0,0
完成傳聞,,,,,,244,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
接受傳聞,,,,,,245,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
解鎖世界任務、傳聞和寶箱,合約：織絲者,,,,,246,0,0,5554,18,3,0,0,5862764,0,0,0,0,0,0,0
解鎖世界任務、傳聞和紀念碑,合約：將軍,,,,,247,0,0,5554,18,3,0,0,5862762,0,0,0,0,0,0,0
解鎖世界任務、傳聞和挖掘,合約：輔臣,,,,,248,0,0,5554,18,3,0,0,5862762,0,0,0,0,0,0,0
完成傳聞,,,,,,249,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
接受傳聞,,,,,,250,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
完成傳聞,,,,,,251,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
接受傳聞,,,,,,252,0,0,5554,18,0,0,0,0,0,0,0,0,0,0,0
解鎖多恩島傳送門,織絲者巢穴,,,,,253,0,0,5586,12,3,78248,0,5901551,0,0,0,0,0,0,0
復活次數重置,降低級別和獎勵,,,,,255,0,0,5554,18,6,0,0,0,0,0,0,0,0,0,0
|cnRED_FONT_COLOR:剩餘生命數為0|r,,,,,,256,0,0,5554,18,13,0,0,6013778,0,0,0,0,0,0,0
剩下一條命了！,,,,,,258,0,0,5554,18,13,0,0,6013778,0,0,0,0,0,0,0
,,,有些工匠之敏銳從你的新知識中凝結成型：,,,259,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0
採集工具,布萊恩技能解鎖！,,|cff20ff20|Hdelvecompanionconfig:|h[布萊恩‧銅鬚]|h|r學會了新技能：|cff71D5FF|Hspell:453812|h[採集工具]|r。,,,260,0,12014,0,18,3,0,0,4374707,0,0,0,0,0,0,0
+1生命數,,,,,,263,0,0,5554,18,13,0,0,6013778,0,0,0,0,0,0,0
幽坑霸主的嘍囉潰敗了！,獎勵提高,,,,,264,0,0,5554,18,6,0,0,0,0,0,0,0,0,0,0
