ID,Name_lang,Description_lang,TypeID,Subtype,Faction,IconTextureFileID,RewardsBgTextureFileID,PopupBgTextureFileID,ExpansionLevel,MapID,DifficultyID,MinGear,Group_ID,Order_index,Required_player_condition_ID,Random_ID,ScenarioID,FinalEncounterID,Count_tank,Count_healer,Count_damage,Min_count_tank,Min_count_healer,Min_count_damage,Bonus_reputation_amount,MentorItemLevel,MentorCharLevel,ContentTuningID,Flags[0],Flags[1]
46,奧妮克希亞的巢穴,,2,2,-1,329121,0,0,2,249,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022,0,0
48,熔火之心,,2,2,-1,136346,0,340678,0,409,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,256,0
50,黑翼之巢,,2,2,-1,136329,0,340659,0,469,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,0,0
58,艾爾文森林,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0
60,西部荒野,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
62,暮色森林,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
64,丹莫洛,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0
66,洛克莫丹,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
68,濕地,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
70,荊棘谷,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
72,詛咒之地,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
74,悲傷沼澤,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
76,赤脊山,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
78,燃燒平原,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
80,灼熱峽谷,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
82,荒蕪之地,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
84,阿拉希高地,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
86,希爾斯布萊德丘陵,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
88,辛特蘭,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
90,西瘟疫之地,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
92,東瘟疫之地,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
94,提里斯法林地,,4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0
96,銀松森林,,4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
98,奧特蘭克山脈,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
100,杜洛塔,,4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0
102,莫高雷,,4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0
104,貧瘠之地,,4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
106,石爪山脈,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
108,千針石林,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
110,淒涼之地,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
112,菲拉斯,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
114,塵泥沼澤,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
116,塔納利斯,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
118,安戈洛環形山,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
120,希利蘇斯,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
122,泰達希爾,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0
124,黑海岸,,4,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
126,梣谷,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
128,費伍德森林,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
130,艾薩拉,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
132,冬泉谷,,4,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
136,地獄火壁壘,,1,1,-1,136338,0,337491,1,543,1,0,2,0,0,259,0,529,1,1,3,1,1,3,0,0,0,220,67,16
137,血熔爐,,1,1,-1,136338,0,337491,1,542,1,0,2,0,0,259,0,557,1,1,3,1,1,3,0,0,0,228,67,16
138,破碎大廳,,1,1,-1,136338,0,337491,1,540,1,0,2,0,0,259,0,569,1,1,3,1,1,3,0,0,0,231,323,16
140,奴隸監獄,,1,1,-1,136331,0,340662,1,547,1,0,2,0,0,259,0,572,1,1,3,1,1,3,0,0,0,232,67,16
146,深幽泥沼,,1,1,-1,136331,0,340662,1,546,1,0,2,0,0,259,0,579,1,1,3,1,1,3,0,0,0,234,67,16
147,蒸汽洞窟,,1,1,-1,136331,0,340662,1,545,1,0,2,0,0,259,0,575,1,1,3,1,1,3,0,0,0,233,323,16
148,法力墓地,,1,1,-1,136323,0,340653,1,557,1,0,2,0,0,259,0,537,1,1,3,1,1,3,0,0,0,222,323,16
149,奧奇奈地穴,,1,1,-1,136323,0,340653,1,558,1,0,2,0,0,259,0,524,1,1,3,1,1,3,0,0,0,219,323,16
150,塞司克大廳,,1,1,-1,136323,0,340653,1,556,1,0,2,0,0,259,0,543,1,1,3,1,1,3,0,0,0,224,323,16
151,暗影迷宮,,1,1,-1,136323,0,340653,1,555,1,0,2,0,0,259,0,547,1,1,3,1,1,3,0,0,0,225,323,16
152,地獄火半島,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0
153,贊格沼澤,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
154,泰洛卡森林,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
155,納葛蘭,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
156,影月谷,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0
157,劍刃山脈,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0
158,虛空風暴,,4,0,-1,136348,0,340680,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
159,納克薩瑪斯,,2,2,-1,136347,0,340679,2,533,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,256,0
160,安其拉廢墟,,2,2,-1,136320,0,340649,0,509,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,0
161,安其拉神廟,,2,2,-1,136321,0,340650,0,531,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,0,0
163,血色大廳,,1,1,-1,136354,0,340685,0,1001,1,0,1,0,0,258,0,656,1,1,3,1,1,3,0,0,0,210,67,16
164,血色修道院,,1,1,-1,136354,0,340685,0,1004,1,0,1,0,0,258,0,674,1,1,3,1,1,3,0,0,0,211,67,16
166,永歌森林,,4,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0
167,藍謎島,,4,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
168,鬼魂之地,,4,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
169,血謎島,,4,0,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
170,逃離敦霍爾德,,1,1,-1,136330,0,340660,1,560,1,0,2,0,0,259,0,540,1,1,3,1,1,3,0,0,0,223,323,16
171,開啟黑暗之門,,1,1,-1,136330,0,340660,1,269,1,0,2,0,0,259,0,554,1,1,3,1,1,3,0,0,0,227,323,16
172,麥克納爾,,1,1,-1,136362,0,340692,1,554,1,0,2,0,0,259,0,565,1,1,3,1,1,3,0,0,0,230,323,16
173,波塔尼卡,,1,1,-1,136362,0,340692,1,553,1,0,2,0,0,259,0,562,1,1,3,1,1,3,0,0,0,229,323,16
174,亞克崔茲,,1,1,-1,136362,0,340692,1,552,1,0,2,0,0,259,0,551,1,1,3,1,1,3,0,0,0,226,323,16
175,卡拉贊,,2,2,-1,136343,0,340674,1,532,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,256,0
176,瑪瑟里頓的巢穴,,2,2,-1,136340,0,340671,1,544,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,0
177,戈魯爾之巢,,2,2,-1,136337,0,340666,1,565,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,0,0
178,奧奇奈地穴,,1,1,-1,136323,0,340653,1,558,2,0,3,0,6154,0,0,524,1,1,3,1,1,3,0,0,0,1064,3,0
179,法力墓地,,1,1,-1,136323,0,340653,1,557,2,0,3,0,6154,0,0,537,1,1,3,1,1,3,0,0,0,1066,3,0
180,塞司克大廳,,1,1,-1,136323,0,340653,1,556,2,0,3,0,6154,0,0,543,1,1,3,1,1,3,0,0,0,1068,3,0
181,暗影迷宮,,1,1,-1,136323,0,340653,1,555,2,0,3,0,6864,0,0,547,1,1,3,1,1,3,0,0,0,1069,3,0
182,開啟黑暗之門,,1,1,-1,136330,0,340660,1,269,2,0,3,0,6147,0,0,554,1,1,3,1,1,3,0,0,0,1071,3,0
183,逃離敦霍爾德,,1,1,-1,136330,0,340660,1,560,2,0,3,0,6147,0,0,540,1,1,3,1,1,3,0,0,0,1067,3,0
184,奴隸監獄,,1,1,-1,136331,0,340662,1,547,2,0,3,0,6144,0,0,572,1,1,3,1,1,3,0,0,0,1076,3,0
185,蒸汽洞窟,,1,1,-1,136331,0,340662,1,545,2,0,3,0,6144,0,0,575,1,1,3,1,1,3,0,0,0,1077,3,0
186,深幽泥沼,,1,1,-1,136331,0,340662,1,546,2,0,3,0,6144,0,0,579,1,1,3,1,1,3,0,0,0,1078,3,0
187,血熔爐,,1,1,-1,136338,0,337491,1,542,2,0,3,0,6145,0,0,557,1,1,3,1,1,3,0,0,0,1072,3,0
188,地獄火壁壘,,1,1,-1,136338,0,337491,1,543,2,0,3,0,6145,0,0,0,1,1,3,1,1,3,0,0,0,1065,3,0
189,破碎大廳,,1,1,-1,136338,0,337491,1,540,2,0,3,0,6145,0,0,569,1,1,3,1,1,3,0,0,0,1075,3,0
190,亞克崔茲,,1,1,-1,136362,0,340692,1,552,2,0,3,0,6148,0,0,551,1,1,3,1,1,3,0,0,0,1070,3,0
191,波塔尼卡,,1,1,-1,136362,0,340692,1,553,2,0,3,0,6148,0,0,562,1,1,3,1,1,3,0,0,0,1073,3,0
192,麥克納爾,,1,1,-1,136362,0,340692,1,554,2,0,3,0,6148,0,0,565,1,1,3,1,1,3,0,0,0,1074,3,0
193,風暴要塞,,2,2,-1,136362,0,340692,1,550,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,0,0
194,毒蛇神殿洞穴,,2,2,-1,136356,0,0,1,548,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,0,0
195,過往的海加爾山,,2,2,-1,136341,0,340672,1,534,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,0,0
196,黑暗神廟,,2,2,-1,136328,0,340658,1,564,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,0,0
198,博學者殿堂,,1,1,-1,136344,0,340675,1,585,1,0,2,0,0,259,0,533,1,1,3,1,1,3,0,0,0,221,323,16
199,太陽之井,,2,2,-1,136361,0,340691,1,580,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,0,0
200,奎爾達納斯之島,,4,0,-1,0,0,0,1,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0
201,博學者殿堂,,1,1,-1,136344,0,340675,1,585,2,0,3,0,6728,0,0,533,1,1,3,1,1,3,0,0,0,1079,3,0
202,俄特加德要塞,,1,1,-1,237605,0,340699,2,574,1,0,4,0,0,261,0,640,1,1,3,1,1,3,0,0,0,249,67,16
203,俄特加德之巔,,1,1,-1,237606,0,340700,2,575,1,0,4,0,0,261,0,644,1,1,3,1,1,3,0,0,0,250,323,16
204,阿茲歐-奈幽,,1,1,-1,237593,0,340654,2,601,1,0,4,0,0,261,0,587,1,1,3,1,1,3,0,0,0,236,323,16
205,俄特加德之巔,,1,1,-1,237606,0,340700,2,575,2,0,5,0,0,0,0,644,1,1,3,1,1,3,0,0,0,1090,3,0
206,奧核之眼,,1,1,-1,237603,0,340695,2,578,1,0,4,0,0,261,0,625,1,1,3,1,1,3,0,0,0,246,323,16
207,雷光大廳,,1,1,-1,237598,0,340668,2,602,1,0,4,0,0,261,0,600,1,1,3,1,1,3,0,0,0,239,323,16
208,石之大廳,,1,1,-1,237599,0,340670,2,599,1,0,4,0,0,261,0,607,1,1,3,1,1,3,0,0,0,241,323,16
209,斯坦索姆的抉擇,,1,1,-1,136330,0,340660,2,595,1,0,4,0,0,261,0,614,1,1,3,1,1,3,0,0,0,243,323,16
210,斯坦索姆的抉擇,,1,1,-1,136330,0,340660,2,595,2,0,5,0,0,0,0,614,1,1,3,1,1,3,0,0,0,1095,3,0
211,奧核之眼,,1,1,-1,237603,0,340695,2,578,2,0,5,0,0,0,0,625,1,1,3,1,1,3,0,0,0,1093,3,0
212,雷光大廳,,1,1,-1,237598,0,340668,2,602,2,0,5,0,0,0,0,600,1,1,3,1,1,3,0,0,0,1097,3,0
213,石之大廳,,1,1,-1,237599,0,340670,2,599,2,0,5,0,0,0,0,607,1,1,3,1,1,3,0,0,0,1096,3,0
214,德拉克薩隆要塞,,1,1,-1,237595,0,340664,2,600,1,0,4,0,0,261,0,591,1,1,3,1,1,3,0,0,0,237,323,16
215,德拉克薩隆要塞,,1,1,-1,237595,0,340664,2,600,2,0,5,0,0,0,0,591,1,1,3,1,1,3,0,0,0,1099,3,0
216,剛德拉克,,1,1,-1,237596,0,340667,2,604,1,0,4,0,0,261,0,596,1,1,3,1,1,3,0,0,0,238,323,16
217,剛德拉克,,1,1,-1,237596,0,340667,2,604,2,0,5,0,0,0,0,596,1,1,3,1,1,3,0,0,0,1098,3,0
218,安卡罕特：古王國,,1,1,-1,237592,0,340648,2,619,1,0,4,0,0,261,0,584,1,1,3,1,1,3,0,0,0,235,323,16
219,安卡罕特：古王國,,1,1,-1,237592,0,340648,2,619,2,0,5,0,0,0,0,584,1,1,3,1,1,3,0,0,0,1101,3,0
220,紫羅蘭堡,,1,1,-1,237604,0,340696,2,608,1,0,4,0,0,261,0,632,1,1,3,1,1,3,0,0,0,247,323,16
221,紫羅蘭堡,,1,1,-1,237604,0,340696,2,608,2,0,5,0,0,0,0,632,1,1,3,1,1,3,0,0,0,1092,3,0
223,永恆之眼,,2,2,-1,237600,0,340676,2,616,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,0
224,黑曜聖所,,2,2,-1,237594,0,340661,2,615,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0
225,奧核之心,,1,1,-1,237602,0,340694,2,576,1,0,4,0,0,261,0,621,1,1,3,1,1,3,0,0,0,245,67,16
226,奧核之心,,1,1,-1,237602,0,340694,2,576,2,0,5,0,0,0,0,621,1,1,3,1,1,3,0,0,0,1094,3,0
227,納克薩瑪斯,,2,2,-1,136347,0,340679,2,533,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,0,0
228,北風凍原,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
229,凜風峽灣,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
230,灰白之丘,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
231,龍骨荒野,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
232,冬握湖,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0
233,祖爾德拉克,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
234,休拉薩盆地,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
235,風暴群山,,4,0,-1,0,0,0,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
236,寒冰皇冠,,4,0,-1,336390,0,340673,2,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0
237,永恆之眼,,2,2,-1,237600,0,340676,2,616,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,0
238,黑曜聖所,,2,2,-1,237594,0,340661,2,615,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0
239,亞夏梵穹殿,,2,2,-1,303841,0,340701,2,624,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,0,0
240,亞夏梵穹殿,,2,2,-1,303841,0,340701,2,624,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,0,0
241,阿茲歐-奈幽,,1,1,-1,237593,0,340654,2,601,2,0,5,0,0,0,0,587,1,1,3,1,1,3,0,0,0,1100,3,0
242,俄特加德要塞,,1,1,-1,237605,0,340699,2,574,2,0,5,0,0,0,0,640,1,1,3,1,1,3,0,0,0,1091,3,0
243,奧杜亞,,2,2,-1,304468,0,340698,2,603,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0
244,奧杜亞,,2,2,-1,304468,0,340698,2,603,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0
245,勇士試煉,,1,1,-1,311220,0,340651,2,650,1,0,4,0,0,0,0,637,1,1,3,1,1,3,0,0,0,248,323,0
246,十字軍試煉,,2,2,-1,311221,0,340652,2,649,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,0,0
247,大十字軍試煉,,2,2,-1,311221,0,340652,2,649,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,0,0
248,十字軍試煉,,2,2,-1,311221,0,340652,2,649,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,0,0
249,勇士試煉,,1,1,-1,311220,0,340651,2,650,2,0,5,0,0,0,0,637,1,1,3,1,1,3,0,0,0,1089,3,0
250,大十字軍試煉,,2,2,-1,311221,0,340652,2,649,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,0,0
251,眾魂熔爐,,1,1,-1,336392,0,340693,2,632,1,0,4,0,0,0,0,616,1,1,3,1,1,3,0,0,0,244,323,0
252,眾魂熔爐,,1,1,-1,336392,0,340693,2,632,2,0,5,0,0,0,0,616,1,1,3,1,1,3,0,0,0,1086,3,0
253,薩倫之淵,,1,1,-1,336391,0,340681,2,658,1,0,4,0,0,0,0,610,1,1,3,1,1,3,0,0,0,242,323,0
254,薩倫之淵,,1,1,-1,336391,0,340681,2,658,2,0,5,0,8990,0,0,610,1,1,3,1,1,3,0,0,0,1087,3,0
255,倒影大廳,,1,1,-1,336389,0,340669,2,668,1,0,4,0,0,0,0,603,1,1,3,1,1,3,0,0,0,240,323,0
256,倒影大廳,,1,1,-1,336389,0,340669,2,668,2,0,5,0,8981,0,0,603,1,1,3,1,1,3,0,0,0,1088,3,0
257,奧妮克希亞的巢穴,,2,2,-1,329121,0,0,2,249,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022,0,0
258,隨機艾澤拉斯地城,,6,1,-1,0,0,337493,0,-1,1,0,1,0,0,0,0,0,1,1,3,1,1,3,300,0,0,825,67,528
259,隨機燃燒的遠征地城,,6,1,-1,0,0,337493,1,-1,1,0,2,0,0,0,0,0,1,1,3,1,1,3,300,0,0,777,67,528
260,隨機燃燒的遠征英雄模式,,6,1,-1,0,0,337493,1,-1,2,0,3,0,79394,0,0,0,1,1,3,1,1,3,300,0,0,1284,3,16
261,隨機巫妖王地城,,6,1,-1,0,0,337493,2,-1,1,0,4,0,0,0,0,0,1,1,3,1,1,3,300,0,0,826,67,528
262,隨機巫妖王英雄,,6,1,-1,0,0,337493,2,-1,2,0,5,0,79394,0,0,0,1,1,3,1,1,3,300,0,0,819,3,16
272,瑪拉頓 - 邪惡洞穴,,1,1,-1,136345,0,340677,0,349,1,0,1,0,0,258,0,427,1,1,3,1,1,3,0,0,0,280,67,16
273,瑪拉頓 - 地歌瀑布,,1,1,-1,136345,0,340677,0,349,1,0,1,0,0,258,0,431,1,1,3,1,1,3,0,0,0,281,67,16
274,斯坦索姆 - 僕從入口,,1,1,-1,136359,0,340689,0,329,1,0,1,0,0,258,0,456,1,1,3,1,1,3,0,0,0,282,323,16
276,黑石深淵 - 上城區,,1,1,-1,136326,0,340656,0,230,1,0,1,0,0,258,0,387,1,1,3,1,1,3,0,0,0,201,67,16
279,冰冠城塞,,2,2,-1,336390,0,340673,2,631,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,0,0
280,冰冠城塞,,2,2,-1,336390,0,340673,2,631,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,0,0
285,無頭騎士,在瘋狂的無頭騎士將艾澤拉斯的每一座建築都燒毀之前將他擊敗。,1,1,-1,368563,368571,368567,0,1004,19,0,11,0,5218,0,0,0,1,1,3,1,1,3,0,0,0,425,15,0
286,冰霜領主艾胡恩,在冰霜領主艾胡恩完全在艾澤拉斯上顯現並永遠終結夏日之前將他擊敗。,1,1,-1,368565,368573,368569,0,547,19,0,11,0,9484,0,0,0,1,1,3,1,1,3,0,0,0,394,15,0
287,寇仁‧恐酒,擊敗嫉妒的寇仁‧恐酒來阻止他針對啤酒節活動不間斷的攻擊。,1,1,-1,368562,368570,368566,0,230,19,0,11,0,9485,0,0,0,1,1,3,1,1,3,0,0,0,298,15,0
288,王冠化學製藥公司,在王冠化學製藥公司那些狡猾的不死族藥劑師們散播最新的恐怖瘟疫之前擊敗他們。,1,1,-1,368564,368572,368568,0,33,19,0,11,0,9397,0,0,0,1,1,3,1,1,3,0,0,0,378,79,0
