Name_lang,ID,ClassMask,TrackingQuestID,Flags,TransmogSetGroupID,ItemNameDescriptionID,ParentTransmogSetID,CompleteWorldStateID,ExpansionID,PatchIntroduced,UiOrder,ConditionID
天選逝者葬儀鎧甲,184,35,45235,2,47,2015,183,1,6,70100,8552,0
天選逝者葬儀鎧甲,185,35,45236,2,47,13145,183,1,6,70100,8553,0
天選逝者葬儀鎧甲,186,35,45237,2,47,1641,183,1,6,70100,8550,0
驚懼鬥士鍊甲護甲,187,4,45583,272,9,13304,286,1,4,50003,4580,0
驚懼鬥士龍皮護甲,188,1024,45584,272,9,13304,281,1,4,50003,4580,0
驚懼鬥士懼鎧護甲,189,32,45585,272,9,13304,285,1,4,50003,4580,0
驚懼鬥士魔織護甲,190,256,45593,272,9,13304,283,1,4,50003,4580,0
驚懼鬥士鐵皮護甲,191,512,45594,272,9,13304,1059,1,4,50003,4580,0
驚懼鬥士皮甲護甲,192,8,45595,272,9,13304,280,1,4,50003,4580,0
驚懼鬥士鎧甲,193,1,45596,272,9,13304,278,1,4,50003,4580,0
驚懼鬥士環甲護甲,194,64,45597,272,9,13304,284,1,4,50003,4580,0
驚懼鬥士緞質護甲,195,16,45598,272,9,13304,282,1,4,50003,4580,0
驚懼鬥士綴鱗護甲,196,2,45599,272,9,13304,277,1,4,50003,4580,0
驚懼鬥士絲質護甲,197,128,45600,272,9,13304,276,1,4,50003,4580,0
暴虐鬥士鍊甲護甲,198,4,45601,280,15,13301,0,1,4,50200,5220,0
暴虐鬥士鍊甲護甲,199,4,45602,276,15,13301,0,1,4,50200,5220,0
暴虐鬥士龍皮護甲,200,1024,45603,280,15,13301,0,1,4,50200,5220,0
暴虐鬥士懼鎧護甲,201,32,45604,280,15,13301,0,1,4,50200,5220,0
暴虐鬥士魔織護甲,202,256,45605,280,15,13301,0,1,4,50200,5220,0
暴虐鬥士鐵皮護甲,203,512,45607,280,15,13301,0,1,4,50200,5220,0
暴虐鬥士皮甲護甲,204,8,45608,280,15,13301,0,1,4,50200,5220,0
暴虐鬥士鎧甲護甲,205,1,45609,280,15,13301,0,1,4,50200,5220,0
暴虐鬥士環甲護甲,206,64,45610,280,15,13301,0,1,4,50200,5220,0
暴虐鬥士緞質護甲,207,16,45611,280,15,13301,0,1,4,50200,5220,0
暴虐鬥士綴鱗護甲,208,2,45612,280,15,13301,0,1,4,50200,5220,0
暴虐鬥士絲質護甲,209,128,45613,280,15,13301,0,1,4,50200,5220,0
暴虐鬥士龍皮護甲,210,1024,45617,276,15,13301,0,1,4,50200,5220,0
暴虐鬥士懼鎧護甲,211,32,45616,276,15,13301,0,1,4,50200,5220,0
暴虐鬥士魔織護甲,212,256,45618,276,15,13301,0,1,4,50200,5220,0
暴虐鬥士鐵皮護甲,213,512,45619,276,15,13301,0,1,4,50200,5220,0
暴虐鬥士皮甲護甲,214,8,45620,276,15,13301,0,1,4,50200,5220,0
暴虐鬥士鎧甲護甲,215,1,45621,276,15,13301,0,1,4,50200,5220,0
暴虐鬥士環甲護甲,216,64,45622,276,15,13301,0,1,4,50200,5220,0
暴虐鬥士緞質護甲,217,16,45623,276,15,13301,0,1,4,50200,5220,0
暴虐鬥士綴鱗護甲,218,2,45624,276,15,13301,0,1,4,50200,5220,0
暴虐鬥士絲質護甲,219,128,45625,276,15,13301,0,1,4,50200,5220,0
瑟班加速套裝,228,144,42778,1,0,7434,0,1,4,0,200,0
父母鍊甲套裝,230,4,43136,3,7,8027,0,1,2,0,7100,0
兒童鍊甲套裝,231,4,43197,1,6,7906,230,1,2,0,6600,0
驕傲鬥士鍊甲護甲,232,4,45884,276,14,13301,0,1,4,50400,5500,0
驕傲鬥士龍皮護甲,233,1024,45885,276,14,13301,0,1,4,50400,5500,0
驕傲鬥士懼鎧護甲,234,32,45886,276,14,13301,0,1,4,50400,5500,0
驕傲鬥士魔織護甲,235,256,45887,276,14,13301,0,1,4,50400,5500,0
驕傲鬥士武器庫,236,512,45888,276,14,13301,0,1,4,50400,5500,0
驕傲鬥士皮甲護甲,237,8,45889,276,14,13301,0,1,4,50400,5500,0
驕傲鬥士鎧甲護甲,238,1,45891,276,14,13301,0,1,4,50400,5500,0
驕傲鬥士環甲護甲,239,64,45892,276,14,13301,0,1,4,50400,5500,0
驕傲鬥士緞質護甲,240,16,45893,276,14,13301,0,1,4,50400,5500,0
驕傲鬥士綴鱗護甲,241,2,45894,276,14,13301,0,1,4,50400,5500,0
驕傲鬥士絲質護甲,242,128,45895,276,14,13301,0,1,4,50400,5500,0
驕傲鬥士鍊甲護甲,243,4,45896,280,14,13301,0,1,4,50400,5500,0
驕傲鬥士龍皮護甲,244,1024,45897,280,14,13301,0,1,4,50400,5500,0
驕傲鬥士懼鎧護甲,245,32,45898,280,14,13301,0,1,4,50400,5500,0
驕傲鬥士魔織護甲,246,256,45899,280,14,13301,0,1,4,50400,5500,0
驕傲鬥士武器庫,247,512,45900,280,14,13301,0,1,4,50400,5500,0
驕傲鬥士皮甲護甲,248,8,46315,280,14,13301,0,1,4,50400,5500,0
驕傲鬥士鎧甲護甲,249,1,45901,280,14,13301,0,1,4,50400,5500,0
驕傲鬥士環甲護甲,250,64,45903,280,14,13301,0,1,4,50400,5500,0
驕傲鬥士緞質護甲,251,16,45907,280,14,13301,0,1,4,50400,5500,0
驕傲鬥士綴鱗護甲,252,2,45911,280,14,13301,0,1,4,50400,5500,0
驕傲鬥士絲質護甲,253,128,45912,280,14,13301,0,1,4,50400,5500,0
暴君鬥士鍊甲護甲,254,4,45935,280,16,13301,0,1,4,50100,4960,0
暴君鬥士龍皮護甲,255,1024,45936,280,16,13301,0,1,4,50100,4960,0
暴君鬥士懼鎧護甲,256,32,45937,280,16,13301,0,1,4,50100,4960,0
暴君鬥士魔織護甲,257,256,45938,280,16,13301,0,1,4,50100,4960,0
暴君鬥士緞質護甲,258,16,45939,280,16,13301,0,1,4,50100,4960,0
暴君鬥士鐵皮護甲,259,512,45940,280,16,13301,0,1,4,50100,4960,0
暴君鬥士皮甲護甲,260,8,45942,280,16,13301,0,1,4,50100,4960,0
暴君鬥士鎧甲護甲,261,1,45943,280,16,13301,0,1,4,50100,4960,0
暴君鬥士環甲薩滿,262,64,45944,280,16,13301,0,1,4,50100,4960,0
暴君鬥士綴鱗護甲,263,2,45945,280,16,13301,0,1,4,50100,4960,0
暴君鬥士絲質護甲,264,128,45946,280,16,13301,0,1,4,50100,4960,0
暴君鬥士鍊甲護甲,265,4,45947,276,16,13301,0,1,4,50100,4960,0
暴君鬥士龍皮護甲,266,1024,45948,276,16,13301,0,1,4,50100,4960,0
暴君鬥士懼鎧護甲,267,32,45949,276,16,13301,0,1,4,50100,4960,0
暴君鬥士魔織護甲,268,256,45950,276,16,13301,0,1,4,50100,4960,0
暴君鬥士鐵皮護甲,269,512,45951,276,16,13301,0,1,4,50100,4960,0
暴君鬥士皮甲護甲,270,8,45952,276,16,13301,0,1,4,50100,4960,0
暴君鬥士鎧甲護甲,271,1,45953,276,16,13301,0,1,4,50100,4960,0
暴君鬥士環甲護甲,272,64,45954,276,16,13301,0,1,4,50100,4960,0
暴君鬥士緞質護甲,273,16,45955,276,16,13301,0,1,4,50100,4960,0
暴君鬥士綴鱗護甲,274,2,45956,276,16,13301,0,1,4,50100,4960,0
暴君鬥士絲質護甲,275,128,45957,276,16,13301,0,1,4,50100,4960,0
狠毒鬥士絲質護甲,276,128,45958,272,9,13301,0,1,4,50003,4760,0
狠毒鬥士綴鱗護甲,277,2,45959,272,9,13301,0,1,4,50003,4760,0
狠毒鬥士鎧甲護甲,278,1,45960,272,9,13301,0,1,4,50003,4760,0
狠毒鬥士鐵皮護甲,279,512,0,274,9,3859,1059,1,4,50003,4762,0
狠毒鬥士皮甲護甲,280,8,45962,272,9,13301,0,1,4,50003,4760,0
狠毒鬥士龍皮護甲,281,1024,45963,272,9,13301,0,1,4,50003,4760,0
狠毒鬥士緞質護甲,282,16,45964,272,9,13301,0,1,4,50003,4760,0
狠毒鬥士魔織護甲,283,256,45965,272,9,13301,0,1,4,50003,4760,0
狠毒鬥士環甲護甲,284,64,45966,272,9,13301,0,1,4,50003,4760,0
狠毒鬥士懼鎧護甲,285,32,45967,272,9,13301,0,1,4,50003,4760,0
狠毒鬥士鍊甲護甲,286,4,45968,272,9,13301,0,1,4,50003,4760,0
,287,0,46003,273,0,0,0,1,4,60001,4700,0
,288,0,46004,281,0,0,0,1,4,50200,4980,0
,289,0,46005,277,0,0,0,1,4,50200,4980,0
,290,0,46007,277,0,0,0,1,4,50400,5500,0
,291,0,46009,281,0,0,0,1,4,50400,4980,0
,292,0,46018,281,0,0,0,1,4,50300,5220,0
,293,0,46019,277,0,0,0,1,4,50300,5220,0
沐聖依米亞領主戰裝,298,1,0,0,35,13292,655,1,2,30300,2770,0
淨化者的法衣,308,16,0,0,8,13193,0,1,6,70001,8751,0
淨化者的法衣,309,16,0,0,8,2015,308,1,6,70001,8752,0
驅魔者戰衣,310,16,79755,256,10,13193,0,1,4,50200,5220,0
淨化者的法衣,311,16,0,0,8,13145,308,1,6,70001,8753,0
阿茲亞基的遺產,315,256,0,0,8,13193,0,1,6,70001,8751,0
阿茲亞基的遺產,316,256,0,0,8,2015,315,1,6,70001,8752,0
阿茲亞基的遺產,321,256,0,0,8,13145,315,1,6,70001,8753,0
淨化者的法衣,322,16,0,0,8,1641,308,1,6,70001,8750,0
虔敬衣著,323,16,0,0,28,13193,0,1,5,60200,6950,0
虔敬衣著,324,16,0,0,28,2015,323,1,5,60200,7050,0
虔敬衣著,325,16,0,0,28,13145,323,1,5,60200,7200,0
靈魂牧師衣飾,327,16,0,0,29,13193,0,1,5,60001,6700,0
語風者的戰衣,328,64,0,0,29,2015,418,1,5,60001,6850,0
靈魂牧師衣飾,329,16,0,0,29,13145,327,1,5,60001,7000,0
大祭司的戰衣,330,16,0,0,49,0,0,1,6,70001,8400,0
三一之耀戰衣,331,16,79759,256,30,13193,0,1,4,50400,5400,0
三一之耀戰衣,332,16,79758,256,30,13145,331,1,4,50400,5660,0
三一之耀戰衣,333,16,79757,256,30,1641,331,1,4,50400,5280,0
驅魔者戰衣,334,16,79756,256,10,2015,310,1,4,50200,5350,0
驅魔者戰衣,335,16,79754,256,10,1641,310,1,4,50200,5020,0
守護蛟龍戰衣,336,16,79751,256,31,13193,0,1,4,50003,4960,0
守護蛟龍戰衣,337,16,79752,256,31,1641,336,1,4,50003,4830,0
火鳥戰衣,338,64,79846,256,31,2015,427,1,4,50003,5090,0
聖光將熄戰衣,339,16,0,0,32,13193,0,1,3,40300,3970,0
聖光將熄戰衣,340,16,0,0,32,1641,339,1,3,40300,3840,0
聖光將熄戰衣,341,16,0,0,32,2015,339,1,3,40300,4100,0
烈焰淨化戰衣,342,16,0,0,33,13193,0,1,3,40200,3780,0
烈焰淨化戰衣,343,16,0,0,33,2015,342,1,3,40200,3910,0
幻變戰衣,344,16,0,0,34,13193,0,1,3,40000,3590,0
幻變戰衣,345,16,0,0,34,2015,344,1,3,40200,3720,0
赤紅侍僧戰衣,346,16,0,0,35,13293,0,1,2,30300,2510,0
沐聖赤紅侍僧戰衣,347,16,0,0,35,13291,346,1,2,30300,2640,0
沐聖赤紅侍僧戰衣,348,16,0,0,35,13292,346,1,2,30300,2770,0
費倫的戰衣,349,16,0,4,36,13293,0,1,2,30200,2320,0
薩布拉的戰衣,350,16,0,8,36,13293,0,1,2,30200,2320,0
赦免戰衣,351,16,0,0,39,13193,0,1,1,20100,1460,0
赦免儀祭法衣,352,16,0,0,50,13305,0,1,1,20400,1540,0
聖者戰衣,353,16,0,0,40,13193,0,1,1,20003,1330,0
聖軀戰衣,354,16,0,0,41,13193,0,1,1,20000,1200,0
信仰套裝,355,16,0,2,42,13193,0,1,0,20000,920,0
卓越套裝,356,16,0,0,43,13193,0,1,0,10600,760,0
預言套裝,357,16,0,0,44,13193,0,1,0,0,660,0
神諭者套裝,358,16,0,0,51,13193,0,1,0,10900,880,0
虔誠套裝,359,400,0,2,52,13193,0,1,0,0,600,0
善潔套裝,360,16,0,2,53,13193,0,1,0,0,650,0
英雄信仰戰衣,361,16,0,0,38,13293,0,1,2,30001,2000,0
悍勇信仰戰衣,362,16,0,0,38,13291,361,1,2,30001,2130,0
悍勇崇聖戰衣,363,16,0,0,37,13293,0,1,2,30100,2190,0
征服者崇聖戰衣,364,16,0,0,37,13291,363,1,2,30100,2260,0
絕命鬥士緞質護甲,365,16,46529,272,17,13301,0,1,3,40300,3900,0
絕命鬥士緞質護甲,366,16,0,274,17,3859,365,1,3,40300,3902,0
兇惡鬥士緞質護甲,369,16,46540,272,19,13301,0,1,3,40000,3520,0
兇惡鬥士緞質護甲,370,16,0,274,19,3859,369,1,3,40000,3522,0
嗜血鬥士緞質護甲,371,16,46519,272,19,13304,369,1,3,40000,3390,0
憤怒鬥士緞質護甲,372,16,46584,272,20,13301,0,1,2,30300,2700,0
無情鬥士緞質護甲,373,16,46617,272,21,13301,0,1,2,30200,2510,0
狂烈鬥士緞質護甲,374,16,46606,272,22,13301,0,1,2,30100,2321,0
致命鬥士緞質護甲,375,16,46573,272,23,13301,0,1,2,30001,2131,0
憎恨鬥士緞質護甲,376,16,46595,272,23,13304,375,1,2,30001,2001,0
蠻荒鬥士緞質護甲,377,16,46562,272,23,13306,375,1,2,30001,2001,0
野蠻鬥士緞質護甲,378,16,46637,272,24,13301,0,1,1,20400,1591,0
