ID,Description_lang,Type,Amount,ObjectID,OrderIndex,Flags,StorageIndex,QuestID
274723,殺死菁英怪,0,13,85262,5,92,6,35641
274724,殺死稀有菁英/事件/小頭目,0,5,85263,6,92,7,35641
274729,打倒略差敵人,0,500,85079,1,92,0,36347
274730,打倒1階敵人,0,100,85319,2,92,1,36347
274731,打倒2階敵人,0,77,81542,3,92,2,36347
274732,打倒2+階敵人,0,34,84945,4,92,3,36347
274733,打倒3階敵人,0,20,84908,5,92,4,36347
274734,打倒3+階敵人,0,16,81543,6,92,5,36347
274735,打倒小頭目,0,4,85321,7,92,6,36347
274736,打倒略差敵人,0,500,85079,1,92,0,36348
274737,打倒1階敵人,0,100,85319,2,92,1,36348
274738,打倒2階敵人,0,77,81542,3,92,2,36348
274739,打倒2+階敵人,0,34,84945,4,92,3,36348
274740,打倒3階敵人,0,20,84908,5,92,4,36348
274741,打倒3+階敵人,0,16,81543,6,92,5,36348
274742,打倒小頭目,0,4,85321,7,92,6,36348
274748,亞克水晶,0,10,85370,9,92,12,36338
274753,獸人屍體,0,100,85393,11,92,13,36338
274791,殺死瓦拉錫邪牙獸,0,5,85429,2,0,2,35649
274797,殺死監工巴尼戈爾,0,1,85219,0,0,3,35649
274799,殺死怪物,0,25,81786,0,0,0,36473
274800,燒毀懷種古樹,0,5,85524,1,0,1,36473
274803,殺死戈倫或小古羅,0,15,85528,0,0,2,36476
274804,殺死格羅姆卡蠻兵,0,10,75091,1,0,3,36476
274806,處決將死的格羅姆卡苦工,0,8,85540,2,0,0,36476
274816,,0,5,81246,0,0,1,36480
274817,,0,20,81775,1,0,4,36480
274818,敲碎戈倫蛋,0,15,85567,2,0,5,36480
274832,突擊黑石鑄造場,15,1,0,0,0,0,36489
274833,殺死鋼鐵部落,0,100,85228,1,92,1,36489
274834,殺死鋼鐵部落,0,20,85229,2,92,0,36489
274835,殺死鋼鐵部落,0,5,85230,3,92,2,36489
274836,擾亂命運之柱,15,1,0,0,0,0,36490
274837,打倒略差敵人,0,100,85609,2,92,0,36490
274838,打倒1階敵人,0,40,85607,3,92,1,36490
274839,打倒 - 菁英,0,20,85608,4,92,2,36490
274840,打倒 - 稀有菁英,0,9,85611,6,92,3,36490
274841,打倒 - 5人小頭目,0,5,85037,7,92,4,36490
274844,打倒 - 過場 / 稀有菁英,0,13,85610,5,92,7,36490
274845,擾亂命運之柱,15,1,0,0,0,0,36491
274846,打倒1階敵人,0,100,85609,2,92,0,36491
274847,打倒2階敵人,0,40,85607,3,92,1,36491
274848,打倒 - 菁英,0,20,85608,4,92,2,36491
274849,打倒 - 過場 / 稀有菁英,0,13,85610,5,92,7,36491
274850,打倒 - 稀有菁英,0,9,85611,6,92,3,36491
274851,打倒 - 5人小頭目,0,5,85037,7,92,4,36491
274855,殺死被感染的生物,0,12,81617,0,0,0,36500
274857,,0,1,81634,1,1,2,36500
274858,殺死鋼鐵部落過場,0,10,85726,5,92,0,35974
274859,殺死鋼鐵部落士兵,0,100,83800,8,92,1,35974
274862,收集萊拉克蛋,2,100,234587,3,92,2,35974
274868,,0,10,81575,0,0,1,36504
274869,,0,1,82062,1,1,3,36504
274870,,0,3,81553,2,0,4,36504
274874,收集巨大的萊拉克蛋,2,20,235826,1,92,3,35974
274875,收集大萊拉克蛋,2,34,235823,2,92,4,35974
274876,殺死鋼鐵部落菁英,0,34,85728,6,92,5,35974
274877,殺死鋼鐵部落頭目,0,50,85727,7,92,6,35974
274878,殺死鋼鐵部落苦工,0,334,85729,9,92,7,35974
274879,受傷的萊拉克,3,100,78183,10,92,8,35974
274880,踩扁劇毒黏菌,0,25,85732,2,0,1,36500
274881,收集巨大的萊拉克蛋,2,20,235826,1,92,0,35977
274882,收集大萊拉克蛋,2,34,235823,2,92,1,35977
274883,收集萊拉克蛋,2,100,234587,3,92,2,35977
274884,殺死鋼鐵部落過場,0,10,85726,5,92,3,35977
274885,殺死鋼鐵部落菁英,0,34,85728,6,92,4,35977
274886,殺死鋼鐵部落頭目,0,50,85727,7,92,5,35977
274887,殺死鋼鐵部落士兵,0,100,83800,8,92,6,35977
274888,殺死鋼鐵部落苦工,0,334,85729,9,92,7,35977
274889,受傷的萊拉克,3,100,78183,10,92,8,35977
274900,,0,12,85770,0,0,0,36520
274903,,0,1,85733,2,1,1,36520
274909,釋放叢林斧喙鳥,0,6,85810,1,0,2,36520
274913,,0,5,85693,0,0,3,36563
274914,打破多頭蛇蛋,0,25,85786,1,0,4,36563
274918,,0,7,82322,0,0,0,36564
274919,摧毀花粉莢,2,10,235903,1,0,1,36564
274920,,0,1,82372,2,1,2,36564
274922,殺死石槌巨魔,0,20,75819,0,0,0,36566
274924,,0,1,79623,2,1,2,36566
274925,,0,1,79621,3,1,3,36566
274926,,0,1,79626,4,1,4,36566
274927,摧毀烈酒桶,2,15,235916,1,0,1,36566
274933,,0,12,80744,0,0,0,36571
274934,踢飛棘葉魔花人,0,20,85815,1,0,1,36571
274935,,0,6,85807,2,0,2,36571
274943,摧毀萊拉克蛋,0,5,85877,1,0,0,36590
274945,殺死蒼白獸人,0,15,85883,0,0,1,36590
274946,打斷汲魂儀式,0,1,85884,2,0,2,36590
274947,打斷虛無儀式,0,1,85885,3,0,3,36590
274948,打斷毀滅儀式,0,1,85886,4,0,4,36590
274949,殺死儲存的殘影,0,1,85887,5,0,5,36590
274969,消滅硫化怒靈,0,8,85924,0,0,3,36603
274970,,0,15,85960,1,0,4,36603
274971,,0,3,85942,2,0,5,36603
275041,,0,15,86149,0,0,0,36660
275043,,0,1,86076,2,1,1,36660
275044,,0,1,86135,3,1,3,36660
275045,,0,1,86138,4,1,4,36660
275047,殺死菁英怪,0,13,85262,5,92,6,35637
275048,殺死稀有菁英/事件/小頭目,0,5,85263,6,92,7,35637
275051,釋放被囚的鴉語者,0,6,86159,1,0,2,36660
275084,燃燒旌旗,2,50,236215,11,92,9,35977
275086,殺死鋼鐵部落,0,200,86298,4,92,3,36383
275096,摧毀訓練手冊,2,100,236277,5,92,4,36383
275143,,0,25,86399,0,0,0,36792
275148,,0,12,86294,1,0,5,36792
275150,釋放遊俠囚犯,2,50,236421,6,92,5,36383
275196,突擊暗影議會,15,1,0,0,0,0,36807
275212,殺死一般人,0,100,87370,2,92,15,36807
275213,突擊暗影議會,15,1,0,0,0,0,36808
275214,打倒略差敵人,0,500,85197,1,92,3,36808
275215,打倒一般敵人,0,100,85000,2,92,0,36808
275216,打倒中尉敵人,0,34,85195,3,92,1,36808
275218,打倒小頭目敵人,0,4,85200,4,92,7,36808
275221,儲物包,2,20,234433,5,92,6,36808
275222,攻城大砲,0,45,84754,6,92,8,36808
275223,靈魂水晶,0,50,83856,7,92,9,36808
275224,魔化火焰,0,50,84279,8,92,10,36808
275225,薩塔的所有物,0,34,84997,10,92,11,36808
275226,亞克水晶,0,10,85370,9,92,12,36808
275227,獸人屍體,0,100,85393,11,92,13,36808
275228,捉住守衛,0,34,85103,12,92,14,36808
275229,突擊暗影議會,15,1,0,0,0,0,36809
275230,殺死虛弱者,0,334,87378,1,92,15,36809
275236,在破碎絕壁挑起衝突,15,1,0,0,0,0,36816
275237,打倒略差敵人,0,100,87640,1,92,0,36816
275238,打倒1階敵人,0,25,87642,2,92,1,36816
275239,打倒 - 菁英,0,13,87644,3,92,2,36816
275240,打倒 - 稀有菁英,0,7,87645,4,92,7,36816
275241,Defeat Vignette,0,6,87646,5,92,3,36816
275242,取回文物,2,100000,237453,7,92,4,36816
275243,在破碎絕壁挑起衝突,15,1,0,0,0,0,36817
275244,打倒略差敵人,0,100,87640,1,92,0,36817
275245,打倒1階敵人,0,25,87642,2,92,1,36817
275246,打倒 - 菁英,0,13,87644,3,92,2,36817
275247,打倒 - 稀有菁英,0,7,87645,4,92,7,36817
275248,Defeat Vignette,0,6,87646,5,92,3,36817
275249,取回文物,2,100000,237453,7,92,4,36817
275250,擾亂戰歌,15,1,0,0,0,0,36818
275251,打倒略差敵人,0,100,86955,1,92,0,36818
275252,打倒1階敵人,0,34,86957,2,92,1,36818
275253,打倒 - 菁英,0,13,86958,3,92,2,36818
275255,打倒 - 稀有菁英,0,7,87574,4,92,3,36818
275256,打倒 - 5人小頭目,0,5,86960,5,92,4,36818
275257,擾亂戰歌,15,1,0,0,0,0,36819
275258,打倒略差敵人,0,100,86955,1,92,0,36819
275259,打倒1階敵人,0,34,86957,2,92,1,36819
275260,打倒 - 菁英,0,13,86958,3,92,2,36819
275262,打倒 - 稀有菁英,0,7,87574,4,92,3,36819
275263,打倒 - 5人小頭目,0,5,86960,5,92,4,36819
275264,制霸戈利安試煉場,15,1,0,0,0,0,36820
275265,打倒略差敵人,0,25,88200,1,92,0,36820
275266,打倒1階敵人,0,13,88201,2,92,1,36820
275267,打倒 - 菁英,0,9,88202,3,92,2,36820
275268,打倒 - 過場 / 稀有菁英,0,4,88203,4,92,7,36820
275270,打倒 - 過場,0,2,88204,5,92,4,36820
275271,制霸戈利安試煉場,15,1,0,0,0,0,36821
275272,打倒略差敵人,0,25,88200,1,92,0,36821
275273,打倒1階敵人,0,13,88201,2,92,1,36821
275274,打倒 - 菁英,0,9,88202,3,92,2,36821
275275,打倒 - 過場 / 稀有菁英,0,4,88203,4,92,7,36821
275277,打倒 - 過場怪,0,2,88204,5,92,4,36821
275281,突擊麥奈洛克,15,1,0,0,0,0,36826
275290,突擊麥奈洛克,15,1,0,0,0,0,36827
275299,,0,1,86455,3,1,1,36792
275300,,0,1,86461,4,1,2,36792
275301,,0,1,86482,5,1,3,36792
275316,引爆鋼鐵手榴彈,0,6,86524,2,0,4,36792
275324,打倒0階敵人,0,200,86556,1,92,5,36491
275325,打倒0階敵人,0,200,86556,1,92,5,36490
275388,殺死鋼鐵部落,0,200,86298,4,92,3,36489
275389,摧毀訓練手冊,2,100,236277,5,92,4,36489
275390,釋放獰笑骷髏囚犯,2,50,236444,6,92,5,36489
275431,燒掉狼窩,0,17,86992,6,92,5,36819
275432,取回被偷的貨物,0,50,86947,9,92,6,36819
275433,燒掉狼窩,0,17,86992,6,92,5,36818
275434,取回被偷的貨物,0,50,86947,9,92,6,36818
275436,燃燒兵營,0,17,87017,7,92,7,36819
275439,燒掉酒館,0,17,87024,8,92,8,36819
275440,燃燒兵營,0,17,87017,7,92,7,36818
275441,燒掉酒館,0,17,87024,8,92,8,36818
275617,殺死中尉,0,34,87371,3,92,0,36807
275619,打倒額外的中尉,0,34,87373,5,92,2,36807
275620,摧毀戰歌圖騰,0,50,87264,10,92,9,36818
275621,摧毀戰歌圖騰,0,50,87264,10,92,9,36819
275625,殺死虛弱者,0,334,87378,1,92,3,36807
275626,殺死頭目,0,5,87377,4,92,4,36807
275627,燒焯薩格萊文件,0,67,87364,6,92,5,36807
275628,釋放魔化符文居民,0,134,86869,7,92,6,36807
275630,釋放暗影之牢居民,0,25,86599,8,92,7,36807
275689,打鬥、探索、吞噬、進化,15,1,0,0,0,0,36860
275690,消耗 - 巨魔,0,200,87030,1,92,0,36860
275691,消耗 - 阿拉卡,0,200,87031,2,92,1,36860
275692,消耗 - 哥布林,0,200,87032,3,92,2,36860
275693,消耗 - 蒼白,0,200,87033,4,92,3,36860
275701,發展,0,50,86560,12,92,4,36860
275704,探索 - 哥布林補給品,0,100,87034,6,92,5,36860
275705,探索 - 吸收的太陽能量,0,50,87036,7,92,6,36860
275706,探索 - 傀儡獲得動力,0,25,86558,8,92,7,36860
275707,探索 - 崗哨砲台修復,0,34,86559,9,92,8,36860
275708,消耗 - 青苔,0,200,87037,10,92,9,36860
275709,消耗 - 蘑菇,0,200,87038,11,92,10,36860
275929,破壞軍火廠,15,1,0,0,0,0,36822
275930,打倒略差敵人,0,134,87624,1,92,0,36822
275931,打倒第一階敵人,0,67,87610,2,92,1,36822
275932,打倒菁英敵人,0,20,87618,3,92,2,36822
275933,打倒 - 稀有菁英,0,7,87621,4,92,3,36822
275934,打倒5人頭目,0,5,84384,5,92,4,36822
275935,拆掉熔渣地雷,0,50,88860,6,92,5,36822
275936,對酒桶下毒,2,25,237343,7,92,6,36822
275937,毀掉戰爭計劃,2,25,234685,8,92,7,36822
275942,,0,12,82354,1,0,1,34496
275943,追蹤目標袋子,2,100000,237264,11,92,10,36818
275944,追蹤目標箱子,2,100000,237263,12,92,11,36818
275945,追蹤互動箱子,2,100000,237263,11,92,10,36819
275946,追蹤互動箱子,2,100000,237264,12,92,11,36819
275956,殺死較弱怪物,0,500,87507,1,92,8,36827
275957,殺死一般怪,0,100,87513,2,92,9,36827
275958,殺死高生命力上限一般怪,0,50,87513,3,92,10,36827
275959,收集(較差),3,1000,87383,4,92,11,36827
275961,殺死菁英,0,25,87512,5,92,13,36827
275962,殺死小頭目/事件,0,7,87511,6,92,14,36827
275963,殺死5人頭目,0,5,87742,7,92,0,36827
275964,殺死較弱怪物,0,500,87507,1,92,8,36826
275965,殺死一般怪,0,100,87513,2,92,9,36826
275966,殺死高生命力上限一般怪,0,50,87514,3,92,10,36826
275967,收集(較差),3,1000,87383,4,92,11,36826
275969,殺死菁英,0,25,87512,5,92,13,36826
275970,殺死小頭目/事件,0,7,87511,6,92,14,36826
275971,殺死5人頭目,0,5,87742,7,92,15,36826
275992,薩塔的所有物,0,34,84997,10,92,11,36338
276020,阻撓阿拉卡部隊,0,100,84010,1,92,0,36069
276021,阻撓阿拉卡部隊,0,100,84010,1,92,0,36070
276028,摧毀戰利品,0,25,88116,6,92,5,36817
276029,摧毀戰利品,0,25,88116,6,92,5,36816
276059,突擊永茂林野地,15,1,0,0,0,0,36814
276060,殺死塑形者,0,100,88174,2,92,0,36814
276061,殺死塑形者,0,20,88175,3,92,1,36814
276062,殺死塑形者,0,5,88176,4,92,2,36814
276081,波塔尼籃子,2,100,237599,5,92,3,36814
276082,消耗：易形之覺,0,100000,88256,5,92,11,36860
276083,展開時殺死,0,20,88260,13,92,12,36860
276084,殺死塑形者,0,400,88278,1,92,4,36814
276089,巨魔牢籠追蹤器,2,100000,237669,6,92,3,36820
276101,殺死一般人,0,100,87370,2,92,0,36809
276102,殺死中尉,0,34,87372,3,92,1,36809
276103,殺死頭目,0,5,87377,4,92,2,36809
276104,打倒額外的中尉,0,34,87373,5,92,3,36809
276105,燒焯薩格萊文件,0,67,87364,6,92,4,36809
276106,釋放恆燃居民,0,34,86869,7,92,5,36809
276107,釋放暗影之牢居民,0,25,86599,8,92,6,36809
276108,惡魔寶典,0,34,88407,9,92,7,36809
276109,惡魔寶典,0,34,88407,9,92,1,36807
276110,作戰計畫,0,50,88405,10,92,8,36809
276111,作戰計畫,0,50,88405,10,92,8,36807
276121,殺死咆爪劍齒人,0,15,88511,1,0,0,37280
276122,『白骨先知』寒眼,0,1,88361,2,0,1,37280
276156,破壞軍火廠,15,1,0,0,0,0,36823
276157,打倒略差敵人,0,134,87624,1,92,0,36823
276158,打倒第一階敵人,0,67,87610,2,92,1,36823
276159,打倒菁英敵人,0,20,87618,3,92,2,36823
276160,打倒5人頭目,0,5,84384,5,92,3,36823
276161,拆掉熔渣地雷,0,50,88860,6,92,4,36823
276162,對酒桶下毒,2,25,237343,7,92,5,36823
276163,毀掉戰爭計劃,2,25,234685,8,92,6,36823
276166,突擊永茂林野地,15,1,0,0,0,0,36815
276167,殺死塑形者,0,400,88278,1,92,0,36815
276168,殺死塑形者,0,100,88174,2,92,1,36815
276169,殺死塑形者,0,20,88175,3,92,2,36815
276170,殺死塑形者,0,5,88176,4,92,3,36815
276171,波塔尼籃子,2,100,237599,5,92,4,36815
276180,,0,6,80072,1,0,0,37421
276181,殺死戈倫,0,8,80013,0,0,1,37421
276183,,0,6,79335,0,0,1,37422
276184,,0,1,79333,1,0,0,37422
276249,釋放受驚的靈魂,0,6,88819,0,0,2,37280
276283,火焰噴射器,3,100000,88829,6,92,8,36815
276284,火焰噴射器,3,100000,88829,6,92,5,36814
276285,打倒 - 稀有菁英,0,7,87621,4,92,9,36823
276298,阻擋盤恨勢力,15,1,0,0,0,0,37466
276301,魔陀羅種子,2,100,238906,7,92,9,36815
276302,魔陀羅種子,2,100,238906,7,92,6,36814
276328,釋放奴隸,0,25,88931,7,92,5,36820
276329,釋放奴隸,0,25,88931,7,92,5,36821
276337,,0,1000,88960,2,92,1,36069
276338,,0,1000,88960,2,92,1,36070
276343,追蹤巨魔牢籠,2,100000,237669,6,92,3,36821
276374,,0,4,83990,3,92,2,36070
276376,,0,25,83975,4,92,4,36070
276379,,0,25,83980,5,92,7,36070
276380,,0,25,83983,6,92,8,36070
276382,,0,34,83976,7,92,10,36070
276385,,0,34,83982,8,92,13,36070
276386,,0,9,83984,9,92,14,36070
276391,,3,100000,89076,10,92,15,36070
276392,,2,100000,233824,11,92,16,36070
276393,,2,100000,233791,12,92,17,36070
276394,,2,100000,233803,13,92,18,36070
276395,,2,100000,233805,14,92,19,36070
276396,,0,4,83990,3,92,2,36069
276398,,0,25,83975,4,92,4,36069
276401,,0,25,83980,5,92,7,36069
276402,,0,25,83983,6,92,8,36069
276404,,0,34,83976,7,92,10,36069
276407,,0,34,83982,8,92,13,36069
276408,,0,34,83984,9,92,14,36069
276409,,2,100000,233791,10,92,15,36069
276410,,2,100000,233803,11,92,16,36069
276411,,2,100000,233805,12,92,17,36069
276412,,3,100000,89076,13,92,18,36069
276413,,2,100000,233824,14,92,19,36069
276441,,0,200,89095,14,92,13,36860
276443,Interact - Focusing Crystal,3,100000,86320,8,92,6,36490
276444,Interact - Ritual Stone 2b,3,100000,85594,9,92,8,36490
276445,Interact - Ritual Stone 3b,3,100000,85596,10,92,9,36490
276446,Interact - Ritual Stone 4b,3,100000,85597,11,92,10,36490
276447,Interact - Shadowmoon Sundries 01,3,100000,85976,12,92,11,36490
276448,Interact - Shadowmoon Sundries 02,3,100000,85977,13,92,12,36490
276449,Interact - Focusing Crystal,3,100000,86320,8,92,6,36491
276450,Interact - Ritual Stone 2b,3,100000,85594,9,92,8,36491
276451,Interact - Ritual Stone 3b,3,100000,85596,10,92,9,36491
276452,Interact - Ritual Stone 4b,3,100000,85597,11,92,10,36491
276453,Interact - Shadowmoon Sundries 01,3,100000,85976,12,92,11,36491
276454,Interact - Shadowmoon Sundries 02,3,100000,85977,13,92,12,36491
276455,Kill - Void Totem,0,100000,85452,14,92,13,36490
276456,Kill - Void Totem,0,100000,85452,14,92,13,36491
276458,,2,100000,236637,15,92,15,36860
276459,,2,100000,237031,16,92,16,36860
276460,,2,100000,236636,17,92,17,36860
276461,,2,100000,237029,18,92,18,36860
276469,取得文物碎片,17,100,944,1,92,0,36868
276470,取得文物碎片,17,100,944,1,92,0,36869
276489,取得文物碎片,15,1,0,0,0,0,36869
276490,取得文物碎片,15,1,0,0,0,0,36868
276491,破壞軍火廠,15,1,0,0,0,0,37585
276492,打倒略差敵人,0,134,87624,1,92,0,37585
276493,打倒第一階敵人,0,67,87610,2,92,1,37585
276494,打倒菁英敵人,0,20,87618,3,92,2,37585
276495,打倒 - 稀有菁英,0,7,87621,4,92,3,37585
276496,打倒5人頭目,0,5,84384,5,92,4,37585
276497,拆掉熔渣地雷,0,50,88860,6,92,5,37585
276498,對酒桶下毒,2,25,237343,7,92,6,37585
276499,毀掉戰爭計劃,2,25,234685,8,92,7,37585
276524,破壞軍火廠,15,1,0,0,0,0,37622
276525,打倒略差敵人,0,134,87624,1,92,0,37622
276526,打倒第一階敵人,0,67,87610,2,92,1,37622
276527,打倒菁英敵人,0,20,87618,3,92,2,37622
276528,打倒 - 稀有菁英,0,7,87621,4,92,9,37622
276529,打倒5人頭目,0,5,84384,5,92,3,37622
276530,拆掉熔渣地雷,0,50,88860,6,92,4,37622
276531,對酒桶下毒,2,25,237343,7,92,5,37622
276532,毀掉戰爭計劃,2,25,234685,8,92,6,37622
276535,突擊血槌要塞,15,1,0,0,0,0,37623
276536,殺死較弱怪物,0,250,85260,1,92,0,37623
276537,殺死一般怪,0,50,85261,2,92,1,37623
276538,收集/互動(較差),0,25,85265,3,92,2,37623
276539,殺死高生命力上限的怪,0,17,82531,4,92,4,37623
276540,殺死菁英怪,0,9,85262,5,92,6,37623
276541,殺死稀有菁英/事件/小頭目,0,4,85263,6,92,7,37623
276542,突擊血槌要塞,15,1,0,0,0,0,37624
276543,殺死較弱怪物,0,250,85260,1,92,0,37624
276544,殺死一般怪,0,50,85261,2,92,1,37624
276545,收集/互動(較差),0,25,85265,3,92,2,37624
276546,殺死高生命力上限的怪,0,17,82531,4,92,4,37624
276547,殺死菁英怪,0,9,85262,5,92,6,37624
276548,殺死稀有菁英/事件/小頭目,0,4,85263,6,92,7,37624
276549,突擊麥奈洛克,15,1,0,0,0,0,37625
276550,殺死較弱怪物,0,500,87507,1,92,8,37625
276551,殺死一般怪,0,100,87513,2,92,9,37625
276552,殺死高生命力上限一般怪,0,50,87514,3,92,10,37625
276553,收集(較差),3,1000,87383,4,92,11,37625
276554,殺死菁英,0,25,87512,5,92,13,37625
276555,殺死小頭目/事件,0,7,87511,6,92,14,37625
276556,殺死5人頭目,0,5,87742,7,92,15,37625
276558,突擊麥奈洛克,15,1,0,0,0,0,37626
276559,殺死較弱怪物,0,500,87507,1,92,8,37626
276560,殺死一般怪,0,100,87513,2,92,9,37626
276561,殺死高生命力上限一般怪,0,50,87513,3,92,10,37626
276562,收集(較差),3,1000,87383,4,92,11,37626
276563,殺死菁英,0,25,87512,5,92,13,37626
276564,殺死小頭目/事件,0,7,87511,6,92,14,37626
276565,殺死5人頭目,0,5,87742,7,92,0,37626
276567,在破碎絕壁挑起衝突,15,1,0,0,0,0,37627
276568,打倒略差敵人,0,100,87640,1,92,0,37627
276569,打倒1階敵人,0,25,87642,2,92,1,37627
276570,打倒 - 菁英,0,13,87644,3,92,2,37627
276571,打倒 - 稀有菁英,0,7,87645,4,92,7,37627
276572,Defeat Vignette,0,6,87646,5,92,3,37627
276573,摧毀戰利品,0,25,88116,6,92,5,37627
276574,取回文物,2,100000,237453,7,92,4,37627
276575,在破碎絕壁挑起衝突,15,1,0,0,0,0,37628
276576,打倒略差敵人,0,100,87640,1,92,0,37628
276577,打倒1階敵人,0,25,87642,2,92,1,37628
276578,打倒 - 菁英,0,13,87644,3,92,2,37628
276579,打倒 - 稀有菁英,0,7,87645,4,92,7,37628
276580,Defeat Vignette,0,6,87646,5,92,3,37628
276581,摧毀戰利品,0,25,88116,6,92,5,37628
276582,取回文物,2,100000,237453,7,92,4,37628
276583,擾亂戰歌,15,1,0,0,0,0,37629
276584,打倒略差敵人,0,100,86955,1,92,0,37629
276585,打倒1階敵人,0,34,86957,2,92,1,37629
276586,打倒 - 菁英,0,13,86958,3,92,2,37629
276587,打倒 - 稀有菁英,0,7,87574,4,92,3,37629
276588,打倒 - 5人小頭目,0,5,86960,5,92,4,37629
276589,燒掉狼窩,0,17,86992,6,92,5,37629
276590,燃燒兵營,0,17,87017,7,92,7,37629
276591,燒掉酒館,0,17,87024,8,92,8,37629
276592,找回被偷的貨物,0,50,86947,9,92,6,37629
276593,摧毀戰歌圖騰,0,50,87264,10,92,9,37629
276594,追蹤目標袋子,2,100000,237264,11,92,10,37629
276595,追蹤目標箱子,2,100000,237263,12,92,11,37629
276596,交出鐐銬鑰匙,0,1,89159,7,12,3,35637
276597,擾亂戰歌,15,1,0,0,0,0,37630
276598,打倒略差敵人,0,100,86955,1,92,0,37630
276599,打倒1階敵人,0,34,86957,2,92,1,37630
276600,打倒 - 菁英,0,13,86958,3,92,2,37630
276601,打倒 - 稀有菁英,0,7,87574,4,92,3,37630
276602,打倒 - 5人小頭目,0,5,86960,5,92,4,37630
276603,燒掉狼窩,0,17,86992,6,92,5,37630
