ID,HordeName_lang,AllianceName_lang,Description_lang,Tooltip_lang,GarrTypeID,BuildingType,HordeGameObjectID,AllianceGameObjectID,GarrSiteID,UpgradeLevel,BuildSeconds,CurrencyTypeID,CurrencyQty,HordeUiTextureKitID,AllianceUiTextureKitID,IconFileDataID,AllianceSceneScriptPackageID,HordeSceneScriptPackageID,MaxAssignments,ShipmentCapacity,GarrAbilityID,BonusGarrAbilityID,GoldCost,Flags
38,靈魂小屋,法師塔,你可以馬上傳送到德拉諾的戰略據點！,打開第二道巨魔甬道之門。,2,13,230420,224809,0,2,3600,824,900,149,29,975740,1242,1241,0,14,0,0,300,1
39,靈魂小屋,法師塔,你可以馬上傳送到德拉諾的戰略據點！,打開第三道巨魔甬道之門。,2,13,230421,224810,0,3,3600,824,1200,150,30,975740,1244,1243,0,21,0,0,500,1
40,鋸木廠,鋸木廠,在鋸木廠中可以取得來自德拉諾各地的各種木材。,你可以標記德拉諾的小型樹木以供採收。採收到的木料可以轉換為要塞補給品的訂單。,2,4,230422,224811,0,1,3600,0,0,8,9,975739,1246,1245,0,7,0,0,300,1
41,鋸木廠,鋸木廠,在鋸木廠中可以取得來自德拉諾各地的各種木材。,你可以標記德拉諾的中型樹木並採集額外木材。,2,4,230423,224812,0,2,3600,0,0,161,62,975739,1248,1247,0,14,0,0,500,1
42,寵物園,寵物園,寵物園提供強化和發展寵物夥伴的新機會。,吸引精英戰寵，你可以使用牠們戰鬥並獲得獎勵。並讓你的5個戰寵在要塞裡到處遊蕩。,2,7,230426,224813,0,1,3600,824,50,163,100,975741,1250,1249,5,1,0,0,0,0
51,倉庫,倉庫,倉庫中有可以安全地存放你和要塞物品的空間。,可以使用你個人的銀行，並且使所有建築物可承接的訂單總數提高5張。,2,15,230437,224854,0,1,3600,824,50,140,71,975745,1200,1199,0,5,0,0,150,1
52,回收場,回收場,回收場會把他人的垃圾變成你的珍寶。,偶爾可以在任務中發現回收物。,2,14,230440,224853,0,1,3600,824,50,141,64,975742,1202,1201,0,1,0,0,150,1
60,冶煉廠,冶煉廠,冶煉廠不但可以製造鍛造用的基本材料，還可以生產戰鬥中可用的防具和武器。,可以生產鍛造物品和訂單。,2,17,230448,225537,0,1,3600,824,50,5,4,4620670,1204,1203,0,7,0,0,150,1
61,霜牆礦場,落月挖掘場,這座曾經廢棄的礦坑在地底下仍有許多財寶等著被挖掘。,玩家可以在德拉諾的礦點中採集到德拉諾之石。德拉諾之石可以用來轉換成德拉諾礦物的訂單。,2,1,230466,225538,0,1,3600,824,50,160,33,4620679,1206,1205,0,7,0,0,0,0
62,霜牆礦場,落月挖掘場,這座曾經廢棄的礦坑在地底下仍有許多財寶等著被挖掘。,"一次最多能有14張訂單，且同時鑿開一條新的礦道，取得額外的礦點。還能讓
擁有採礦特長的追隨者在此工作，提供特殊獎勵。",2,1,230467,225539,0,2,3600,824,50,160,33,4620679,1208,1207,0,14,52,0,300,1
63,霜牆礦場,落月挖掘場,這座曾經廢棄的礦坑在地底下仍有許多財寶等著被挖掘。,一座終極的礦坑，擁有許多豐富的礦點，且一次最多能有21張訂單。除此之外，要塞守衛也會巡邏礦坑，確保有敵意的戈倫無法作亂。,2,1,230468,225540,0,3,3600,824,100,160,33,4620679,1210,1209,0,21,52,0,500,1
64,釣屋,釣屋,釣屋可以為正在尋找下一個大獵物的釣手提供支援。,要塞的水域中可以釣到小型的德拉諾魚類，並且可以接到每日釣魚任務。,2,24,230984,230985,0,1,3600,824,50,134,85,4620674,1212,1211,0,1,227,0,0,0
65,獸欄,獸欄,獸欄會為坐騎提供顯著的好處。,可以捕捉並訓練德拉諾的特殊坐騎。此外當你在德拉諾的戶外區域時，可以在騎乘狀態時與物件互動。,2,11,230469,225577,0,1,3600,824,150,151,68,975744,1214,1213,3,1,0,0,150,1
66,獸欄,獸欄,獸欄會為坐騎提供顯著的好處。,在德拉諾的戶外區域時，於騎乘狀態下不會再被敵人暈眩。,2,11,230470,225578,0,2,3600,824,900,152,69,975744,1216,1215,5,3,0,0,300,1
67,獸欄,獸欄,獸欄會為坐騎提供顯著的好處。,在德拉諾時坐騎速度提高20%,2,11,230471,225579,0,3,3600,824,1200,153,70,975744,1218,1217,7,5,0,0,500,1
76,鍊金實驗室,鍊金實驗室,鍊金實驗室製造各種材料和鍊金道具。,可以生產鍊金術物品和訂單。,2,16,230443,227179,0,1,3600,824,50,23,20,4620669,1282,1281,0,7,0,0,150,1
90,製皮廠,製皮廠,製皮廠可以將生皮精製成強韌的皮製品，這些產品對任何冒險者都相當實用。,可以生產製皮物品和訂單。,2,22,230457,227070,0,1,3600,824,50,114,97,133611,1316,1315,0,7,0,0,150,1
91,工程學作坊,工程學作坊,工程學作坊為無畏的技工生產許多有用的工具和零件，也會製造奇妙的機械道具。,可以生產工程學物品和訂單。,2,19,230454,227072,0,1,3600,824,50,123,39,136243,1318,1317,0,7,0,0,150,1
93,附魔研究室,附魔研究室,附魔研究室製造可供附魔的原料以及可使用於裝備的附魔完成品。,可以生產附魔物品和訂單，並且能讓沒有附魔專業的玩家在此分解物品。,2,18,230451,227073,0,1,3600,824,50,126,80,4620672,1320,1319,0,7,0,0,150,1
94,裁縫百貨,裁縫百貨,裁縫百貨可以一次滿足你對布製品的任何需求。,可以生產裁縫物品和訂單。,2,23,230463,227180,0,1,3600,824,50,111,91,4620681,1322,1321,0,7,0,0,150,1
95,雕銘書房,雕銘書房,雕銘書房不但可以生產各種魔法墨水、顏料，和紙張，也能製造雕紋和其他魔法物品。,可以生產銘文學物品和訂單。,2,20,230427,227074,0,1,3600,824,50,120,94,4620676,1324,1323,0,7,0,0,150,1
96,珠寶舖,珠寶舖,珠寶舖中可以製造華麗的珠寶以及其他珠寶學物品。,可以生產珠寶學物品和訂單。,2,21,230460,227075,0,1,3600,824,50,117,77,4620677,1326,1325,0,7,0,0,150,1
111,貿易站,貿易站,貿易站是要塞和德拉諾原住民間的商業中心。,每天會有商人過來販賣商品，並且可以交易製造材料換取要塞資源！,2,6,230472,227673,0,1,3600,0,0,154,72,975746,1252,1251,0,7,0,0,300,1
117,冶煉廠,冶煉廠,冶煉廠不但可以製造鍛造用的基本材料，還可以生產戰鬥中可用的防具和武器。,一次最多能有14張訂單。並且能讓擁有鍛造特長的追隨者在此工作，提供特殊獎勵。,2,17,230449,227588,0,2,3600,824,100,129,83,4620670,1284,1283,0,14,55,0,300,1
118,冶煉廠,冶煉廠,冶煉廠不但可以製造鍛造用的基本材料，還可以生產戰鬥中可用的防具和武器。,解鎖鍛造任務，並且讓訂單上限提高至21張。,2,17,230450,227589,0,3,3600,824,300,130,84,4620670,1286,1285,0,21,55,0,500,1
119,鍊金實驗室,鍊金實驗室,鍊金實驗室可以製造各種材料和鍊金道具。,一次最多能有14張訂單。並且能讓擁有鍊金術特長的追隨者在此工作，提供特殊獎勵。,2,16,230444,227590,0,2,3600,824,100,24,21,4620669,1288,1287,0,14,54,0,300,1
120,鍊金實驗室,鍊金實驗室,鍊金實驗室製造各種材料和鍊金道具。,解鎖鍊金術任務，並且讓訂單上限提高至21張。,2,16,230445,227591,0,3,3600,824,300,25,22,4620669,1290,1289,0,21,54,0,500,1
121,製皮廠,製皮廠,製皮廠可以將生皮精製成強韌的皮製品，這些產品對任何冒險者都相當實用。,一次最多能有14張訂單。並且能讓擁有製皮特長的追隨者在此工作，提供特殊獎勵。,2,22,230458,227592,0,2,3600,824,100,115,98,133611,1292,1291,0,14,60,0,300,1
122,製皮廠,製皮廠,製皮廠可以將生皮精製成強韌的皮製品，這些產品對任何冒險者都相當實用。,解鎖製皮任務，並且讓訂單上限提高至21張。,2,22,230459,227593,0,3,3600,824,300,116,99,133611,1294,1293,0,21,60,0,500,1
123,工程學作坊,工程學作坊,工程學作坊為無畏的技工生產許多有用的工具和零件，也會製造奇妙的機械道具。,一次最多能有14張訂單。並且能讓擁有工程學特長的追隨者在此工作，提供特殊獎勵。,2,19,230455,227594,0,2,3600,824,100,124,40,136243,1296,1295,0,14,57,0,300,1
124,工程學作坊,工程學作坊,工程學作坊為無畏的技工生產許多有用的工具和零件，也會製造奇妙的機械道具。,解鎖工程學任務，並且讓訂單上限提高至21張。,2,19,230456,227595,0,3,3600,824,300,125,41,136243,1298,1297,0,21,57,0,500,1
125,附魔研究室,附魔研究室,附魔研究室製造可供附魔的原料以及可使用於裝備的附魔完成品。,一次最多能有14張訂單。並且能讓擁有附魔特長的追隨者在此工作，提供特殊獎勵。,2,18,230452,227596,0,2,3600,824,100,127,81,4620672,1300,1299,0,14,56,0,300,1
126,附魔研究室,附魔研究室,附魔研究室製造可供附魔的原料以及可使用於裝備的附魔完成品。,解鎖附魔任務，並且讓訂單上限提高至21張。,2,18,230453,227597,0,3,3600,824,300,128,82,4620672,1302,1301,0,21,56,0,500,1
127,裁縫百貨,裁縫百貨,裁縫百貨可以一次滿足你對布製品的任何需求。,一次最多能有14張訂單。並且能讓擁有裁縫特長的追隨者在此工作，提供特殊獎勵。,2,23,230464,227598,0,2,3600,824,100,112,92,4620681,1304,1303,0,14,61,0,300,1
128,裁縫百貨,裁縫百貨,裁縫百貨可以一次滿足你對布製品的任何需求。,解鎖裁縫任務，並且讓訂單上限提高至21張。,2,23,230465,227599,0,3,3600,824,300,113,93,4620681,1306,1305,0,21,61,0,500,1
129,雕銘書房,雕銘書房,雕銘書房不但可以生產各種魔法墨水、顏料，和紙張，也能製造雕紋和其他魔法物品。,一次最多能有14張訂單。並且能讓擁有銘文學特長的追隨者在此工作，提供特殊獎勵。,2,20,230430,227600,0,2,3600,824,100,121,95,4620676,1308,1307,0,14,58,0,300,1
130,雕銘書房,雕銘書房,雕銘書房不但可以生產各種魔法墨水、顏料，和紙張，也能製造雕紋和其他魔法物品。,解鎖銘文學任務，並且讓訂單上限提高至21張。,2,20,230432,227601,0,3,3600,824,300,122,96,4620676,1310,1309,0,21,58,0,500,1
131,珠寶舖,珠寶舖,珠寶舖中可以製造華麗的珠寶以及其他珠寶學物品。,一次最多能有14張訂單。並且能讓擁有珠寶學特長的追隨者在此工作，提供特殊獎勵。,2,21,230461,227602,0,2,3600,824,100,118,78,4620677,1312,1311,0,14,59,0,300,1
132,珠寶舖,珠寶舖,珠寶舖中可以製造華麗的珠寶以及其他珠寶學物品。,解鎖珠寶設計任務，並且讓訂單上限提高至21張。,2,21,230462,227603,0,3,3600,824,300,119,79,4620677,1314,1313,0,21,59,0,500,1
133,獸倉,獸倉,獸倉豢養著捕捉到的動物，可為要塞提供所需的皮革、肉料和毛皮。,你可以捕捉精英野獸以取得野蠻之血。打造史詩級護甲和武器時會用到這種材料。,2,3,233188,233186,0,3,3600,824,600,133,26,975737,1232,1231,0,21,62,0,500,1
134,釣屋,釣屋,釣屋可以為正在尋找下一個大獵物的釣手提供支援。,要塞的水域中可以釣到中型的魚。,2,24,230986,230987,0,2,3600,824,50,135,86,4620674,1254,1253,0,3,227,0,300,1
135,釣屋,釣屋,釣屋可以為正在尋找下一個大獵物的釣手提供支援。,在要塞水域中有機會釣到巨型的德拉諾魚類。同時也讓你有機會釣到一種特殊的魚，可以用來引誘神秘的生物上岸。,2,24,230990,230989,0,3,3600,824,100,136,87,4620674,1256,1255,0,5,227,0,500,1
136,草藥園,草藥園,可以種植並採收德拉諾草藥的肥沃苗圃。,一次最多能有14張訂單，並且會增加草藥園中可採收的草藥數量。此外還能讓擁有草藥學特長的追隨者在此工作，提供特殊獎勵。,2,2,236448,235990,0,2,3600,824,50,137,59,134221,1258,1257,0,14,53,0,300,1
137,草藥園,草藥園,可以種植並採收德拉諾草藥的肥沃苗圃。,一次最多能有21張訂單。並且在草藥園中種有獨特的德拉諾果樹，食用果實後可以獲得增益效果。,2,2,236449,235991,0,3,3600,824,100,137,59,134221,1260,1259,0,21,53,0,500,1
138,鋸木廠,鋸木廠,在鋸木廠中可以取得來自德拉諾各地的各種木材。,讓你可以標記大型樹木，取得更多木材。,2,4,233266,233267,0,3,3600,0,0,162,63,975739,1262,1261,0,21,228,0,1000,1
140,回收場,回收場,回收場會把他人的垃圾變成你的珍寶。,增加你在任務中找到回收物的機率。此外還能在回收物中發現追隨者物品。,2,14,230441,230475,0,2,3600,824,100,141,64,975742,1266,1265,0,3,0,0,300,1
141,回收場,回收場,回收場會把他人的垃圾變成你的珍寶。,大幅增加你在任務中找到回收物的機率。,2,14,230442,230476,0,3,3600,824,300,141,64,975742,1268,1267,0,5,0,0,500,1
142,倉庫,倉庫,倉庫中有可以安全地存放私人物品和要塞物品的空間。,你可以使用公會銀行,2,15,230438,234678,0,2,3600,824,100,140,71,975745,1270,1269,0,5,0,0,300,1
143,倉庫,倉庫,倉庫中有可以安全地存放私人物品和要塞物品的空間。,允許以太商人進駐，提供虛空倉庫和塑形功能，並且使所有建築物可承接的訂單總數提高15張。,2,15,230439,234679,0,3,3600,824,300,140,71,975745,1272,1271,0,15,0,0,500,1
144,貿易站,貿易站,貿易站是要塞和德拉諾原住民間的商業中心。,與撒塔斯守軍或獰笑骷髏陣營取得連繫。並另外獲得一個能力，讓你能在德拉諾找到製造拍賣器的零件。,2,6,230473,227674,0,2,3600,0,0,155,73,975746,1274,1273,0,14,0,0,500,1
145,貿易站,貿易站,貿易站是要塞和德拉諾原住民間的商業中心。,在德拉諾所取得的聲望提升20%,2,6,230474,233189,0,3,3600,0,0,156,74,975746,1276,1275,0,21,0,0,1000,1
159,鬥士會堂,鬥士會堂,走遍德拉諾，在敵方玩家面前展示你的力量，並在浸血的競技場上磨練技術。殺掉敵人並帶回他的死亡證明，就能換取強大的戰利品！,在德拉諾戶外區域時提高非戰鬥狀態下的恢復速度。並且可以從擊敗的敵方玩家身上取得斷骨，用來換取征服者貢品。,2,25,230477,230480,0,1,3600,824,100,145,65,975743,1332,1331,0,7,0,0,150,1
160,鬥士會堂,鬥士會堂,走遍德拉諾，在敵方玩家面前展示你的力量，並在浸血的競技場上磨練技術。殺掉敵人並帶回他的死亡證明，就能換取強大的戰利品！,在德拉諾戶外區域時擁有安全降落和水下呼吸效果。同時會開啟死敵系列任務，要求你擊敗特定種族的敵方玩家。,2,25,230478,230486,0,2,3600,824,300,146,66,975743,1334,1333,0,14,0,0,300,1
161,鬥士會堂,鬥士會堂,走遍德拉諾，在敵方玩家面前展示你的力量，並且在浸血的競技場上磨練技術。殺掉敵人，帶回他們的死亡證明，就能換取強大的戰利品！,可加入天槌大競技場的鬥士聯賽。並且當你在德拉諾戶外區域時，若生命力在35% 以下，受到的所有傷害降低50%,2,25,230479,230487,0,3,3600,824,600,147,67,975743,1336,1335,0,21,0,0,500,1
162,哥布林工坊,地精零件廠,運用機械裝置的力量碾過你的敵人吧！,解鎖個人工程師，每天會為你製造一個強大的發明。手藝非凡！,2,26,230489,230492,0,1,3600,824,150,157,88,975747,1264,1263,0,0,0,0,150,1
163,哥布林工坊,地精零件廠,運用機械裝置的力量碾過你的敵人吧！,你的工程師可以製作五樣全新的驚人裝置。,2,26,230490,230493,0,2,3600,824,900,158,89,975747,1278,1277,0,0,0,0,300,1
164,哥布林工坊,地精零件廠,運用機械裝置的力量碾過你的敵人吧！,每天可以建造一輛攻城載具，開著它在德拉諾取得勝利吧！,2,26,230491,230494,0,3,3600,824,1200,159,90,975747,1280,1279,0,1,0,0,500,1
167,寵物園,寵物園,寵物園提供強化和發展寵物夥伴的新機會。,在德拉諾時，提高你捕捉到戰寵的機率，並降低你復活戰寵的冷卻時間。最多可以有10個寵物在要塞裡到處遊蕩。,2,7,236180,235992,0,2,3600,824,50,163,100,975741,1328,1327,10,3,0,0,300,1
168,寵物園,寵物園,寵物園提供強化和發展寵物夥伴的新機會。,每天可以進行一場有特殊寵物獎勵的寵物戰鬥。,2,7,236181,235993,0,3,3600,824,100,163,100,975741,1330,1329,10,5,0,0,500,1
205,霜牆船塢,落月船塢,在要塞附近的岸邊建立船塢，執行海軍任務。,,2,9,230489,230489,0,1,0,0,0,14,14,1126431,0,0,0,1,0,0,0,2
206,霜牆船塢,落月船塢,在要塞附近的岸邊建立船塢，執行海軍任務。,,2,9,230489,230489,0,2,0,0,0,14,14,1126431,0,0,2,1,0,0,0,2
207,霜牆船塢,落月船塢,在要塞附近的岸邊建立船塢，執行海軍任務。,,2,9,230489,230489,0,3,0,0,0,14,14,1126431,0,0,4,1,0,0,0,2
209,職業大廳,職業大廳,,,3,0,230489,230489,0,1,0,0,0,154,72,132093,0,0,0,1,0,0,0,0
