ID,Reaction_lang,FriendshipRepID,ReactionThreshold,OverrideColor
484,最高等級,172,9000,0
485,State 0 - Follower,184,0,0
486,State 2 - Chapter 2,184,21000,0
487,State 1 - Chapter 1,184,45000,0
488,State 3 - Chapter 3,184,60000,0
489,凋萎,185,0,0
490,穩定,185,100,0
520,陌生人,193,0,0
521,同伴,193,8400,0
522,夥伴,193,16800,0
523,朋友,193,25200,0
524,好朋友,193,33600,0
525,最好的朋友,193,42000,0
530,實習,195,0,0
531,年幼的居民,195,1000,0
532,年長的居民,195,2000,0
533,第一應援者,195,3000,0
534,滿足,185,200,0
535,滿足,181,200,0
536,穩定,183,100,0
543,保鏢,198,0,0
544,信任的保鏢,198,10000,0
545,個人的搭檔,198,20000,0
546,陌生人,199,0,0
547,同伴,199,8400,0
548,夥伴,199,16800,0
550,朋友,199,25200,0
551,好朋友,199,33600,0
552,陌生人,200,0,0
553,同伴,200,8400,0
554,夥伴,200,16800,0
555,好朋友,200,33600,0
556,最好的朋友,200,42000,0
562,陌生人,202,0,0
563,同伴,202,8400,0
564,夥伴,202,16800,0
565,好朋友,202,33600,0
566,最好的朋友,202,42000,0
572,陌生人,204,0,0
573,同伴,204,8400,0
574,夥伴,204,16800,0
575,好朋友,204,33600,0
576,最好的朋友,204,42000,0
582,陌生人,206,0,0
583,同伴,206,8400,0
584,夥伴,206,16800,0
585,好朋友,206,33600,0
586,最好的朋友,206,42000,0
592,陌生人,208,0,0
593,好奇,208,8400,0
594,無惡意的人,208,16800,0
595,有幫助的朋友,208,33600,0
596,最好的朋友,208,42000,0
597,最好的朋友,199,42000,0
598,朋友,200,25200,0
599,朋友,202,25200,0
600,朋友,204,25200,0
601,朋友,206,25200,0
602,朋友,208,25200,0
603,幼龍,209,0,0
604,時空學徒,209,1000,0
605,時空跳躍者,209,2500,0
606,時光之友,209,4500,0
607,青銅盟友,209,7000,0
608,紀元修補者,209,10000,0
609,時光領主,209,15000,0
611,等級1,210,0,0
612,等級2,210,1000,0
613,等級3,210,2000,0
614,等級4,210,3000,0
615,等級5,210,4000,0
616,等級6,210,5000,0
617,等級7,210,6000,0
618,等級8,210,7000,0
619,等級9,210,8000,0
620,最高等級,210,9000,0
631,等級1,212,0,0
632,等級2,212,1000,0
633,等級3,212,2000,0
634,等級4,212,3000,0
635,等級5,212,4000,0
636,等級6,212,5000,0
637,等級7,212,6000,0
638,等級8,212,7000,0
639,等級9,212,8000,0
640,最高等級,212,9000,0
641,初生幼龍,213,0,0
642,雛龍,213,5000,0
643,亞成龍,213,15000,0
644,成年龍,213,30000,0
746,初生幼龍,315,0,0
750,等級1,316,0,0
751,等級2,316,300,0
752,等級3,316,600,0
753,等級4,316,900,0
754,等級1,317,0,0
755,等級2,317,300,0
756,等級3,317,600,0
757,等級4,317,900,0
758,等級1,318,0,0
760,等級3,318,600,0
761,等級4,318,900,0
766,等級1,320,0,0
767,等級2,320,300,0
768,等級3,320,600,0
769,等級4,320,900,0
774,等級5,316,1200,0
775,等級6,316,1500,0
776,等級7,316,1800,0
777,等級8,316,2100,0
778,等級9,316,2400,0
779,等級10,316,2700,0
780,等級11,316,3000,0
781,等級12,316,3300,0
782,等級13,316,3600,0
783,等級14,316,3900,0
784,等級15,316,4200,0
785,等級16,316,4500,0
786,等級17,316,4800,0
787,等級18,316,5100,0
788,等級19,316,5400,0
789,等級20,316,5700,0
790,等級21,316,6000,0
791,等級22,316,6300,0
792,等級23,316,6600,0
793,等級24,316,6900,0
794,等級25,316,7200,0
795,等級26,316,7500,0
796,等級27,316,7800,0
797,等級28,316,8100,0
798,等級29,316,8400,0
799,等級30,316,8700,0
821,雛龍,315,4000,0
822,成熟,315,8000,0
823,等級5,320,1200,0
824,等級6,320,1500,0
825,等級7,320,1800,0
826,等級8,320,2100,0
827,等級9,320,2400,0
828,等級10,320,2700,0
829,等級11,320,3000,0
830,等級12,320,3300,0
831,等級13,320,3600,0
832,等級14,320,3900,0
833,等級15,320,4200,0
834,等級16,320,4500,0
835,等級17,320,4800,0
836,等級18,320,5100,0
837,等級19,320,5400,0
838,等級20,320,5700,0
839,等級21,320,6000,0
840,等級22,320,6300,0
841,等級23,320,6600,0
842,等級24,320,6900,0
843,等級25,320,7200,0
844,等級26,320,7500,0
845,等級27,320,7800,0
846,等級28,320,8100,0
847,等級29,320,8400,0
848,等級30,320,8700,0
879,等級1,323,0,0
880,等級2,323,300,0
881,等級3,323,600,0
882,等級4,323,900,0
883,等級5,323,1200,0
884,等級6,323,1500,0
885,等級7,323,1800,0
886,等級8,323,2100,0
887,等級9,323,2400,0
888,等級10,323,2700,0
889,等級11,323,3000,0
890,等級12,323,3300,0
891,等級13,323,3600,0
892,等級14,323,3900,0
893,等級15,323,4200,0
894,等級16,323,4500,0
895,等級17,323,4800,0
896,等級18,323,5100,0
897,等級19,323,5400,0
898,等級20,323,5700,0
899,等級21,323,6000,0
900,等級22,323,6300,0
901,等級23,323,6600,0
902,等級24,323,6900,0
903,等級25,323,7200,0
904,等級26,323,7500,0
905,等級27,323,7800,0
906,等級28,323,8100,0
907,等級29,323,8400,0
908,等級30,323,8700,0
909,等級1,324,0,0
910,等級2,324,300,0
911,等級3,324,600,0
912,等級4,324,900,0
913,等級5,324,1200,0
914,等級6,324,1500,0
915,等級7,324,1800,0
916,等級8,324,2100,0
917,等級9,324,2400,0
918,等級10,324,2700,0
919,等級11,324,3000,0
920,等級12,324,3300,0
921,等級13,324,3600,0
922,等級14,324,3900,0
923,等級15,324,4200,0
924,等級16,324,4500,0
925,等級17,324,4800,0
926,等級18,324,5100,0
927,等級19,324,5400,0
928,等級20,324,5700,0
929,等級21,324,6000,0
930,等級22,324,6300,0
931,等級23,324,6600,0
932,等級24,324,6900,0
933,等級25,324,7200,0
934,等級26,324,7500,0
935,等級27,324,7800,0
936,等級28,324,8100,0
937,等級29,324,8400,0
938,等級30,324,8700,0
939,等級5,318,1200,0
940,等級6,318,1500,0
941,等級7,318,1800,0
942,等級8,318,2100,0
943,等級9,318,2400,0
944,等級10,318,2700,0
945,等級11,318,3000,0
946,等級12,318,3300,0
947,等級13,318,3600,0
948,等級14,318,3900,0
949,等級15,318,4200,0
950,等級16,318,4500,0
951,等級17,318,4800,0
952,等級18,318,5100,0
953,等級19,318,5400,0
954,等級20,318,5700,0
955,等級21,318,6000,0
956,等級22,318,6300,0
957,等級23,318,6600,0
958,等級24,318,6900,0
959,等級25,318,7200,0
960,等級26,318,7500,0
961,等級27,318,7800,0
962,等級28,318,8100,0
963,等級29,318,8400,0
964,等級30,318,8700,0
965,等級5,317,1200,0
966,等級6,317,1500,0
967,等級7,317,1800,0
968,等級8,317,2100,0
969,等級9,317,2400,0
970,等級10,317,2700,0
971,等級11,317,3000,0
972,等級12,317,3300,0
973,等級13,317,3600,0
974,等級14,317,3900,0
975,等級15,317,4200,0
976,等級16,317,4500,0
977,等級17,317,4800,0
978,等級18,317,5100,0
979,等級19,317,5400,0
980,等級20,317,5700,0
981,等級21,317,6000,0
982,等級22,317,6300,0
983,等級23,317,6600,0
984,等級24,317,6900,0
985,等級25,317,7200,0
986,等級26,317,7500,0
987,等級27,317,7800,0
988,等級28,317,8100,0
989,等級29,317,8400,0
990,等級30,317,8700,0
991,初生,325,0,0
992,年幼,325,3500,0
993,初生,326,0,0
994,年幼,326,7000,0
995,初生,327,0,0
996,年幼,327,14000,0
999,等級1,339,0,0
1000,等級2,339,1000,0
1001,等級3,339,2000,0
1002,等級4,339,3000,0
1003,等級5,339,4000,0
1004,等級6,339,5000,0
1005,等級7,339,6000,0
1006,等級8,339,7000,0
1007,等級9,339,8000,0
1008,最高等級,339,9000,0
1009,等級1,340,0,0
1010,等級2,340,1000,0
1011,等級3,340,2000,0
1012,等級4,340,3000,0
1013,等級5,340,4000,0
1014,等級6,340,5000,0
1015,等級7,340,6000,0
1016,等級8,340,7000,0
1017,等級9,340,8000,0
1018,最高等級,340,9000,0
1020,成熟,327,42000,0
1021,成熟,325,10500,0
1022,成熟,326,21000,0
1024,等級2,318,300,0
1088,孵化中…,365,0,0
1089,幼蟲,365,5000,0
1090,蟲寶寶,365,10000,0
1091,成蟲,365,15000,0
1092,猶豫,366,7000,0
1100,懷疑,366,0,0
1101,不安,366,1000,0
1102,籠統,366,14000,0
1103,友善,366,21000,0
1107,感謝,366,42000,0
1108,陌生人,367,0,0
1109,熟識,367,8400,0
1110,夥伴,367,16800,0
1111,朋友,367,25200,0
1112,好朋友,367,33600,0
1113,最好的朋友,367,42000,0
1114,陌生人,368,0,0
1115,熟識,368,8400,0
1116,夥伴,368,16800,0
1117,朋友,368,25200,0
1118,好朋友,368,33600,0
1119,最好的朋友,368,42000,0
1126,陌生人,370,0,0
1127,熟識,370,8400,0
1128,夥伴,370,16800,0
1129,朋友,370,25200,0
1130,好朋友,370,33600,0
1131,最好的朋友,370,42000,0
1132,陌生人,371,0,0
1133,熟識,371,8400,0
1134,夥伴,371,16800,0
1135,朋友,371,25200,0
1136,好朋友,371,33600,0
1137,最好的朋友,371,42000,0
1138,陌生人,372,0,0
1139,熟識,372,8400,0
1140,夥伴,372,16800,0
1141,朋友,372,25200,0
1142,好朋友,372,33600,0
1143,最好的朋友,372,42000,0
1144,陌生人,373,0,0
1145,熟識,373,8400,0
1146,夥伴,373,16800,0
1147,朋友,373,25200,0
1148,好朋友,373,33600,0
1149,最好的朋友,373,42000,0
1156,陌生人,375,0,0
1157,熟識,375,8400,0
1158,夥伴,375,16800,0
1159,朋友,375,25200,0
1160,好朋友,375,33600,0
1161,最好的朋友,375,42000,0
1162,陌生人,376,0,0
1163,熟識,376,8400,0
1164,夥伴,376,16800,0
1165,朋友,376,25200,0
1166,好朋友,376,33600,0
1167,最好的朋友,376,42000,0
1168,陌生人,377,0,0
1169,熟識,377,8400,0
1170,夥伴,377,16800,0
1171,朋友,377,25200,0
1172,好朋友,377,33600,0
1173,最好的朋友,377,42000,0
1180,陌生人,379,0,0
1181,熟識,379,8400,0
1182,夥伴,379,16800,0
1183,朋友,379,25200,0
1184,好朋友,379,33600,0
1185,最好的朋友,379,42000,0
1192,陌生人,381,0,0
1193,熟識,381,8400,0
1194,夥伴,381,16800,0
1195,朋友,381,25200,0
1196,好朋友,381,33600,0
1197,最好的朋友,381,42000,0
1198,陌生人,382,0,0
1199,熟識,382,8400,0
1200,夥伴,382,16800,0
1201,朋友,382,25200,0
1202,好朋友,382,33600,0
1203,最好的朋友,382,42000,0
1204,陌生人,383,0,0
1205,熟識,383,8400,0
1206,夥伴,383,16800,0
1207,朋友,383,25200,0
1208,好朋友,383,33600,0
1209,最好的朋友,383,42000,0
1210,陌生人,384,0,0
1211,熟識,384,8400,0
1212,夥伴,384,16800,0
1213,朋友,384,25200,0
1214,好朋友,384,33600,0
1215,最好的朋友,384,42000,0
1216,陌生人,385,0,0
1217,熟識,385,8400,0
1218,夥伴,385,16800,0
1219,朋友,385,25200,0
1220,好朋友,385,33600,0
1221,最好的朋友,385,42000,0
1228,陌生人,387,0,0
1229,熟識,387,8400,0
1230,夥伴,387,16800,0
1231,朋友,387,25200,0
1232,好朋友,387,33600,0
1233,最好的朋友,387,42000,0
1240,中立,389,0,0
1241,友好,389,3000,0
1242,尊敬,389,9000,0
1243,崇敬,389,21000,0
1244,崇高,389,42000,0
1245,中立,390,0,0
1246,友好,390,3000,0
1247,尊敬,390,9000,0
1248,崇敬,390,21000,0
1249,崇高,390,42000,0
1250,中立,391,0,0
1251,友好,391,3000,0
1252,尊敬,391,9000,0
1253,崇敬,391,21000,0
1254,崇高,391,42000,0
1255,零,392,0,0
1256,一,392,1000,0
1257,二,392,2000,0
1258,三,392,3000,0
1259,四,392,4000,0
1260,五,392,5000,0
1261,六,392,6000,0
1262,七,392,7000,0
1263,八,392,8000,0
1264,九,392,9000,0
1265,十,392,10000,0
1266,十一,392,11000,0
1267,十二,392,12000,0
1268,十三,392,13000,0
1269,十四,392,14000,0
1270,十五,392,15000,0
1271,級別1,393,0,0
1272,級別2,393,3000,0
1273,級別3,393,7500,0
1274,級別4,393,14000,0
1275,級別5,393,25000,0
1276,級別6,393,41000,0
1294,同夥,396,8400,0
1295,盟友,396,16800,0
1296,牙衛,396,25200,0
1297,朋友,396,33600,0
1298,摯友,396,42000,0
1300,同夥,397,8400,0
1301,盟友,397,16800,0
1302,牙衛,397,25200,0
1303,朋友,397,33600,0
1304,摯友,397,42000,0
1305,中立,398,0,0
1306,青睞 ,398,500,0
1307,尊敬,398,2500,0
1308,敬重,398,5500,0
1309,尊崇,398,12500,0
1316,低階,400,300,0
1317,中階,400,1200,0
1318,高階,400,3600,0
1319,最大,400,10000,0
1322,無,400,0,0
1325,熟人,397,0,0
1328,熟人,396,0,0
1344,值得挑戰,408,0,0
1345,業餘,408,700,0
1346,優秀,408,1400,0
1347,技術純熟,408,2100,0
1348,專業,408,2800,0
1359,異象,411,0,0
1360,未來的朋友,411,7000,0
1361,裂隙治癒者,411,14000,0
1362,時光行者,411,24000,0
1363,傳說,411,42000,0
1364,等級1,412,0,0
1392,陌生人,416,0,0
1393,熟人,416,2500,0
1394,親信,416,5000,0
1395,共犯,416,7500,0
1396,同謀者,416,10000,0
1397,陌生人,417,0,0
1398,熟人,417,2500,0
1399,親信,417,5000,0
1400,共犯,417,7500,0
1401,同謀者,417,10000,0
1402,陌生人,418,0,0
1403,熟人,418,2500,0
1404,親信,418,5000,0
1405,共犯,418,7500,0
1406,同謀者,418,10000,0
1407,學士,419,0,0
1408,助手,419,10500,0
1409,契約,419,21000,0
1410,常駐,419,32500,0
1411,終身,419,42000,0
1794,等級2,412,2500,0
1795,等級3,412,5500,0
1796,等級4,412,9100,0
1797,等級5,412,13420,0
1798,等級6,412,18604,0
1801,等級7,412,24824,0
1802,等級8,412,32289,0
1803,等級9,412,41247,0
1804,等級10,412,51997,0
1805,等級11,412,64497,0
1806,等級12,412,76997,0
1807,等級13,412,89497,0
1808,等級14,412,101997,0
1809,等級15,412,114497,0
1810,等級16,412,133247,0
1811,等級17,412,151997,0
1812,等級18,412,170747,0
1813,等級19,412,189497,0
1814,等級20,412,208247,0
1815,等級21,412,226997,0
1816,等級22,412,245747,0
1817,等級23,412,264497,0
1818,等級24,412,283247,0
1819,等級25,412,301997,0
1820,等級26,412,351997,0
1821,等級27,412,401997,0
1822,等級28,412,451997,0
1823,等級29,412,501997,0
1824,等級30,412,551997,0
1825,等級31,412,601997,0
1826,等級32,412,651997,0
1827,等級33,412,701997,0
1828,等級34,412,751997,0
1829,等級35,412,801997,0
1830,等級36,412,901997,0
1831,等級37,412,1001997,0
1832,等級38,412,1101997,0
1833,等級39,412,1201997,0
1834,等級40,412,1301997,0
1835,等級41,412,1401997,0
1836,等級42,412,1501997,0
1837,等級43,412,1601997,0
1838,等級44,412,1701997,0
1839,等級45,412,1801997,0
1840,等級46,412,1926997,0
1841,等級47,412,2051997,0
1842,等級48,412,2176997,0
1843,等級49,412,2301997,0
1844,等級50,412,2426997,0
1845,幫凶,416,12500,0
1846,教唆者,416,15000,0
1847,密謀者,416,17500,0
1848,智囊,416,20000,0
1849,幫凶,417,12500,0
1850,教唆者,417,15000,0
1851,密謀者,417,17500,0
1852,智囊,417,20000,0
1853,幫凶,418,12500,0
1854,教唆者,418,15000,0
1855,密謀者,418,17500,0
1856,智囊,418,20000,0
1857,等級51,412,2551997,0
1858,等級52,412,2676997,0
1859,等級53,412,2801997,0
1860,等級54,412,2926997,0
1861,等級55,412,3051997,0
1862,等級56,412,3239497,0
1863,等級57,412,3426997,0
1864,等級58,412,3614497,0
1865,等級59,412,3801997,0
1866,等級60,412,3989497,0
1887,第4階段 - 第5章,184,50000,0
2035,61級,412,4176997,0
2036,62級,412,4364497,0
2037,63級,412,4551997,0
2038,64級,412,4739497,0
2039,65級,412,4926997,0
2040,66級,412,5176997,0
2041,67級,412,5426997,0
2042,68級,412,5676997,0
2043,69級,412,5926997,0
2044,70級,412,6176997,0
2045,71級,412,6426997,0
2046,72級,412,6676997,0
2047,73級,412,6926997,0
2048,74級,412,7176997,0
2049,75級,412,7426997,0
2050,76級,412,7739497,0
2051,77級,412,8051997,0
2052,78級,412,8364497,0
2053,79級,412,8676997,0
2054,80級,412,8989497,0
