ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
97,在30秒內發射10發節慶鞭炮。,0,0,4,0,0,0
98,在30秒內發射10發節慶鞭炮,97,10,0,5755,1,1
103,榮耀卡林多的火焰。,0,0,4,0,0,0
104,梣谷,103,1,0,3076,0,0
105,血謎島,103,1,0,3078,2,0
106,淒涼之地,103,1,0,3080,4,0
107,菲拉斯,103,1,0,3082,6,0
108,泰達希爾,103,1,0,3085,11,0
109,塔納利斯,103,1,0,3084,10,0
110,塵泥沼澤,103,1,0,3081,5,0
111,藍謎島,103,1,0,3077,1,0
112,希利蘇斯,103,1,0,3083,7,0
113,冬泉谷,103,1,0,3087,13,0
114,黑海岸,103,1,0,3079,3,0
115,南貧瘠之地,103,1,0,17016,8,0
117,於控制5個旗幟的情況下獲得10場阿拉希盆地勝利。,0,10,5,0,0,8193
118,於控制5個旗幟的情況下獲得10場阿拉希盆地勝利,117,10,0,44976,0,0
120,擊敗英雄難度中紫羅蘭堡的霞妮苟莎。,0,0,4,0,0,0
121,霞妮苟莎,120,1,0,5613,1,2
123,獲得一隻巨大冰原長毛象。,0,1,8,0,0,0
124,巨大冰原長毛象,123,0,0,7399,3,2
125,巨大冰原長毛象,123,0,0,7400,4,2
126,巨大冰原長毛象,123,1,0,7397,1,2
127,巨大冰原長毛象,123,1,0,7398,2,2
129,在阿拉希盆地以50分之內的差距獲勝。,0,1,8,0,0,0
130,在阿拉希盆地以50分之內的差距獲勝,129,1,0,1235,0,2
132,2007年黃色啤酒節酒杯的光榮擁有人。,0,1,8,0,0,0
133,裝滿的黃色啤酒節酒杯,132,1,0,4073,2,2
134,裝滿的黃色啤酒節酒杯,132,1,0,4075,4,2
135,裝滿的黃色啤酒節酒杯,132,1,0,4077,6,2
136,裝滿的黃色啤酒節酒杯,132,1,0,4076,5,2
137,黃色啤酒節酒杯,132,1,0,4072,1,2
138,裝滿的黃色啤酒節酒杯,132,1,0,4074,3,2
140,戰歌峽谷中的死亡次數,0,0,4,0,0,0
141,戰歌峽谷中的死亡次數,140,0,0,107,0,0
143,死於德雷克塔爾的次數,0,0,4,0,0,0
144,死於德雷克塔爾的次數,143,0,0,456,1,0
146,曾經分解過的物品,0,0,4,0,0,0
147,曾經分解過的魔法物品,146,0,0,4991,1,0
149,獲得225點急救技能點數。,0,0,4,0,0,0
150,獲得225點急救技能點數。,149,225,0,5592,1,2
152,擊敗太陽之井高地中的基爾加丹。,0,1,8,0,0,0
153,基爾加丹,152,1,0,3261,1,2
154,達斯雷瑪之冠,152,1,0,4648,24,2
155,秘法純淨盔帽,152,1,0,4650,26,2
156,狂怒獵人面具,152,1,0,4652,28,2
157,亞玻萊昂，靈魂撕裂者,152,1,0,4597,2,2
158,無法寬恕之罪披風,152,1,0,4599,4,2
159,艾蘭里亞罩盔,152,1,0,4600,5,2
160,古爾丹風帽,152,1,0,4602,7,2
161,安納斯提安之冠,152,1,0,4604,9,2
162,天啟十字,152,1,0,4605,10,2
163,崇聖之錘,152,1,0,4609,14,2
164,黎明手甲,152,1,0,4612,17,2
165,燃燒正義頭盔,152,1,0,4613,18,2
166,日耀焰光,152,1,0,4614,19,2
167,薩拉斯遊俠護手,152,1,0,4616,21,2
168,烏瑟決心之盔,152,1,0,4651,27,2
169,欺瞞偽裝,152,1,0,4607,12,2
170,睿智的厄索爾頭罩,152,1,0,4601,6,2
171,黑暗咒術師頭帶,152,1,0,4606,11,2
172,安東尼達斯的破斗篷,152,1,0,4615,20,2
173,褻瀆諸界手甲,152,1,0,4611,16,2
174,耐祖奧酋長綸巾,152,1,0,4653,29,2
175,辛多雷黃金之杖,152,1,0,4608,13,2
176,欺詐者之手,152,1,0,4610,15,2
177,索瑞達爾，眾星之怒,152,1,0,4617,22,2
178,強大的厄索克頭罩,152,1,0,4647,23,2
179,泰利之力手套,152,1,0,4649,25,2
180,邊地疼痛之握,152,1,0,4598,3,2
181,光之純淨風帽,152,1,0,4603,8,2
183,當你的隊伍在暴風之眼控制了4座基地時，你奪取了旗幟並且佔據了它。,0,1,4,0,0,0
184,在守住四個資源點的情況下搶到旗,183,1,0,3693,0,2
186,在奧特蘭克山谷中奪取50個墓地。,0,50,5,0,0,8193
187,奪取50次墓地,186,50,0,419,0,1
189,取得仇恨鬥士頭銜。,0,0,4,0,0,0
190,仇恨鬥士,189,1,0,5599,1,2
192,獲得5枚先祖硬幣。,0,0,4,0,0,0
193,獲得5枚先祖硬幣,192,5,0,472,1,1
195,由德魯伊復活次數,0,1,5,0,0,0
196,復活（等級 7）,195,1,0,3815,0,0
197,復活（等級 5）,195,0,0,4979,2,0
198,復活（等級 4）,195,0,0,4980,3,0
199,復活（等級 2）,195,0,0,4982,5,0
200,復活（等級 6）,195,0,0,4978,1,0
201,復活（等級 1）,195,0,0,4983,6,0
202,復活（等級 3）,195,0,0,4981,4,0
204,對等級超過185的精良以上物品貪婪擲骰，恰好100點獲勝。,0,0,4,0,0,0
205,對等級超過185的物品進行貪婪擲骰骰數恰好100點,204,1,0,2358,1,2
207,天賦重置總次數,0,0,4,0,0,0
208,天賦重置總次數,207,0,0,3359,1,0
210,『破壞者』凱利丹擊殺數（血熔爐）,0,0,4,0,0,0
211,『破壞者』凱利丹,210,1,0,3239,1,0
213,從下列每一個特定的魚點釣到一條魚。,0,0,4,0,0,0
214,魔尾魚群,213,1,0,3623,1,0
215,藍魚群,213,1,0,3624,2,0
216,泥鰍群,213,1,0,3625,3,0
217,淡水魚群,213,1,0,3626,4,0
218,高地綜合魚群,213,1,0,3627,5,0
219,孢子魚群,213,1,0,3628,6,0
221,大寡婦費琳娜擊殺數（納克薩瑪斯25人）,0,0,4,0,0,0
222,大寡婦費琳娜,221,1,0,5126,1,0
227,探索北風凍原，解開世界地圖上未知的區域。,0,0,4,0,0,0
228,恩吉拉聖城,227,0,0,4122,1,0
229,水泉原野,227,0,0,4134,12,0
230,卡爾洛斯臺地,227,0,0,4126,5,0
231,博格洛克前哨,227,0,0,4129,8,0
232,裂鞭水岸,227,0,0,4124,3,0
233,垂死獸穴,227,0,0,4135,13,0
234,鋼顎商隊,227,0,0,4123,2,0
235,卡斯卡拉,227,0,0,4125,4,0
236,死亡看臺,227,0,0,4127,6,0
237,琥珀岩臺,227,0,0,4130,9,0
238,戰歌堡,227,0,0,4131,10,0
239,驍勇要塞,227,0,0,4132,11,0
240,凜懼島,227,0,0,4128,7,0
248,擊敗達格蘭‧索瑞森大帝。,0,1,8,0,0,0
249,王國的命運,248,1,0,4262,2,2
250,拯救公主,248,1,0,4263,3,2
251,達格蘭‧索瑞森大帝,248,1,0,3266,1,2
253,擊敗黑暗院長加丁,0,0,4,0,0,0
255,黑暗院長加丁,253,1,0,19263,0,2
257,擊敗住在斯坦索姆的邪惡首腦。,0,0,4,0,0,0
258,奧里爾斯‧瑞文戴爾領主,257,1,0,18471,2,0
259,巴納札爾,257,1,0,550,1,0
261,艾奧那斯擊殺數（開啟黑暗之門）,0,0,4,0,0,0
262,艾奧那斯,261,1,0,3247,1,0
264,購買過最貴的拍賣品,0,0,4,0,0,0
265,最高拍賣出價,264,0,0,4222,1,8
267,暴風之眼以1600比0獲勝。,0,1,8,0,0,0
268,1600比0獲勝,267,1,0,1238,0,2
270,對等級超過185的精良以上物品需求擲骰，恰好100點獲勝。,0,0,4,0,0,0
271,對等級超過185的物品進行需求擲骰骰數恰好100點,270,1,0,2412,1,2
273,莫克札王子擊殺數（卡拉贊）,0,0,4,0,0,0
274,莫克札王子,273,1,0,3254,1,0
276,烏克茲‧沙頂擊殺數（祖爾法拉克）,0,0,4,0,0,0
277,烏克茲‧沙頂,276,1,0,3265,1,0
279,取得「督軍」頭銜。,0,0,4,0,0,0
280,督軍,279,0,0,728,1,2
282,取得「將軍」頭銜。,0,0,4,0,0,0
283,將軍,282,0,0,729,1,2
285,統計:服用過的藥劑,0,0,5,0,0,0
286,獅王之力藥劑,285,0,0,4370,42,0
287,極效敏捷藥劑,285,0,0,4371,43,0
288,極效防禦藥劑,285,0,0,4372,44,0
289,極效法師之血藥劑,285,0,0,4376,48,0
290,極效暗影之力藥劑,285,0,0,4377,49,0
291,強力防禦藥劑,285,0,0,4381,53,0
292,強效秘法藥劑,285,0,0,4402,74,0
293,厚甲蠍藥粉,285,0,0,4403,75,0
294,智慧藥劑,285,0,0,4395,67,0
295,貓鼬藥劑,285,0,0,4396,68,0
296,魔化力量藥劑,285,0,0,4399,71,0
297,阿薩斯的禮物,285,0,0,4400,72,0
298,血莓藥劑,285,0,0,4342,14,0
299,偵測不死生物藥劑,285,0,0,4353,25,0
300,巨化藥劑,285,0,0,4360,32,0
301,強效敏捷藥劑,285,0,0,4362,34,0
302,秘法藥劑,285,0,0,4341,13,0
303,腦皮層混合飲料,285,0,0,4344,16,0
304,強力力量藥劑,285,0,0,4384,56,0
305,初級敏捷藥劑,285,0,0,4385,57,0
306,暗影之力藥劑,285,0,0,4389,61,0
307,精神藥劑,285,0,0,4390,62,0
308,贊札之光,285,0,0,4337,0,0
309,贊札之速,285,0,0,4339,11,0
310,地化藥劑,285,0,0,4345,17,0
311,蠻力藥劑,285,0,0,4347,19,0
312,防禦藥劑,285,0,0,4349,21,0
313,屠魔藥劑,285,0,0,4350,22,0
314,偵測惡魔藥劑,285,0,0,4351,23,0
315,堅韌藥劑,285,0,0,4358,30,0
316,冰霜之力藥劑,285,0,0,4359,31,0
317,強效火力藥劑,285,0,0,4364,36,0
318,強效聰穎藥劑,285,0,0,4365,37,0
319,強壯食人妖之血藥劑,285,0,0,8648,9,0
320,強力防禦藥劑,285,0,0,8062,80,0
321,強力思緒藥劑,285,0,0,8066,81,0
322,內行藥劑,285,0,0,4340,12,0
323,極效食人妖之血藥劑,285,0,0,8074,85,0
324,強力敏捷藥劑,285,0,0,4380,52,0
325,弱效食人妖之血藥劑,285,0,0,8076,102,0
326,強力食人妖之血藥劑,285,0,0,8077,101,0
327,憤怒藥劑,285,0,0,8078,100,0
328,血藻閃躲精華,285,0,0,8082,96,0
329,暗影藥劑,285,0,0,8086,92,0
330,德拉庫魯的藥劑,285,0,0,8087,91,0
331,佐特的保護藥劑,285,0,0,8089,89,0
332,德萊尼智慧藥劑,285,0,0,4354,26,0
333,巨人藥劑,285,0,0,4361,33,0
334,次級敏捷藥劑,285,0,0,4369,41,0
335,血藻抗性精華,285,0,0,8083,95,0
336,水上行走藥劑,285,0,0,4394,66,0
337,熟練藥劑,285,0,0,8063,110,0
338,水晶結界,285,0,0,8068,82,0
339,魂能之寒,285,0,0,8070,83,0
340,魂能之遁,285,0,0,8071,105,0
341,精準藥劑,285,0,0,8031,87,0
342,穿甲藥劑,285,0,0,8064,109,0
343,電光速度藥劑,285,0,0,8065,108,0
344,魂能之灰,285,0,0,8069,106,0
345,冬泉火水,285,0,0,8073,104,0
346,法師之血藥劑,285,0,0,8075,103,0
347,法術能量藥劑,285,0,0,8079,99,0
348,座狼之血藥劑,285,0,0,8081,97,0
349,視靈藥劑,285,0,0,8084,94,0
350,阿浩恩藥劑,285,0,0,8085,93,0
351,佐特的保護藥劑,285,0,0,8088,90,0
352,魂能之擊,285,0,0,8072,84,0
353,致命之擊藥劑,285,0,0,8032,86,0
354,活效藥劑,285,0,0,4356,28,0
355,鐵膚藥劑,285,0,0,4368,40,0
356,巨魔力量藥劑,285,0,0,4388,60,0
357,肺汁調酒,285,0,0,4404,76,0
358,贊札之靈,285,0,0,4338,10,0
359,極效力量藥劑,285,0,0,4378,50,0
360,精神水晶,285,0,0,8067,107,0
361,諾格弗格藥劑,285,0,0,4406,78,0
362,陰鬱草藥劑,285,0,0,8090,88,0
363,治療能量藥劑,285,0,0,4367,39,0
364,極效火焰之力藥劑,285,0,0,4373,45,0
365,極效冰霜之力藥劑,285,0,0,4375,47,0
366,極效堅韌藥劑,285,0,0,4374,46,0
367,貓眼藥劑,285,0,0,4343,15,0
368,敏捷藥劑,285,0,0,4346,18,0
369,夢境幻象藥劑,285,0,0,4355,27,0
370,火力藥劑,285,0,0,4357,29,0
371,強效防禦藥劑,285,0,0,4363,35,0
372,強效水下呼吸藥劑,285,0,0,4366,38,0
373,隱身藥劑,285,0,0,4348,20,0
374,偵測次級隱形藥劑,285,0,0,4352,24,0
375,優勢藥劑,285,0,0,4379,51,0
376,強力堅韌藥劑,285,0,0,4382,54,0
377,強力法師之血藥劑,285,0,0,4383,55,0
378,初級防禦藥劑,285,0,0,4386,58,0
379,初級堅韌藥劑,285,0,0,4387,59,0
380,超強防禦藥劑,285,0,0,4391,63,0
381,強健藥劑,285,0,0,4392,64,0
382,水下呼吸藥劑,285,0,0,4393,65,0
383,先知藥劑,285,0,0,4397,69,0
384,搜尋之眼藥劑,285,0,0,4398,70,0
385,砂囊口香糖,285,0,0,4401,73,0
386,土狼興奮劑,285,0,0,4405,77,0
387,猛擊藥劑,285,0,0,4407,79,0
388,古拉的藥劑,285,0,0,8080,98,0
389,地核藥劑,285,0,0,19156,1,0
390,眼鏡蛇藥劑,285,0,0,19157,2,0
391,不可置信精準藥劑,285,0,0,19158,3,0
392,精通藥劑,285,0,0,19159,4,0
393,強力疾速藥水,285,0,0,19160,5,0
394,稜彩藥劑,285,0,0,19161,6,0
395,鬼靈藥劑,285,0,0,19162,7,0
396,納迦藥劑,285,0,0,19163,8,0
398,狂笑總次數,0,0,5,0,0,0
399,大笑,398,0,0,3238,1,0
400,輕笑,398,0,0,7194,5,0
401,大笑,398,0,0,7195,2,0
402,狂笑,398,0,0,7196,3,0
403,傻笑,398,0,0,7197,4,0
405,探索泰達希爾，解開世界地圖上未知的區域。,0,0,4,0,0,0
406,星風村,405,1,0,1305,8,0
407,神諭林地,405,1,0,1306,9,0
408,湧泉湖,405,1,0,1307,10,0
409,達納蘇斯,405,1,0,1308,11,0
410,奧拉密斯湖,405,1,0,1303,6,0
411,幽影谷,405,1,0,1299,1,0
412,班尼希爾谷地,405,1,0,1300,4,0
413,脊骨堡,405,1,0,1302,5,0
414,魯瑟蘭村,405,1,0,1309,12,0
415,亞里斯瑞恩之池,405,1,0,1304,7,0
416,大斷崖,405,1,0,14088,2,0
417,多蘭納爾,405,1,0,14089,3,0
419,戰歌峽谷獲勝。,0,1,8,0,0,0
420,戰歌峽谷獲勝,419,1,0,5899,0,2
422,在戰歌峽谷完成100次勝利。,0,100,5,0,0,8193
423,完成戰歌峽谷100次勝利,422,100,0,5899,0,1
425,擊敗英雄難度中的操縱者帕薩里歐。,0,0,4,0,0,0
426,操縱者帕薩里歐,425,1,0,3720,1,2
428,擊殺洛索瑪‧塞隆。,0,0,4,0,0,0
429,洛索瑪‧塞隆,428,1,0,483,1,2
431,你的木喉要塞、斯博格爾與卡爾奈聲望提升至崇拜。,0,0,4,0,0,0
432,卡爾奈崇拜,431,42000,0,5337,2,0
433,斯博格爾崇拜,431,42000,0,4757,3,0
434,木喉要塞崇拜,431,42000,0,2011,1,0
436,在萬鬼節期間，於血色修道院中無頭騎士的手上得到無頭騎士韁繩。,0,1,8,0,0,0
437,無頭騎士坐騎,436,0,0,6160,1,2
439,取得「軍團士兵」頭銜。,0,0,4,0,0,0
440,軍團士兵,439,0,0,733,1,2
448,穿上3件啤酒節服飾，在達拉然喝個爛醉跟跳舞。,0,0,4,0,0,0
449,跳舞,448,1,0,4112,1,2
451,3分鐘內殺死15頭火雞。,0,0,4,0,0,0
452,3分鐘15頭火雞,451,1,0,3821,1,2
454,在愛就在身邊慶典期間，在達拉然所進行的浪漫野餐中與某個人享用歡恬牛奶。,0,0,4,0,0,0
455,浪漫野餐中飲用歡恬牛奶,454,1,0,4071,1,2
456,浪漫野餐,454,1,0,5787,2,2
458,急救技能,0,0,4,0,0,0
459,急救技能,458,525,0,5592,1,1
461,前往美容沙龍理髮。,0,0,4,0,0,0
462,前往美容沙龍並付費使用它們的服務。,461,1,0,2341,1,2
464,在20秒內發射10發愛之煙火。,0,0,4,0,0,0
465,在20秒內發射10發愛之煙火,464,10,0,6295,0,1
467,使用爐石次數,0,0,4,0,0,0
468,爐石,467,0,0,5008,1,0
469,紅寶石軟靴,467,0,0,11719,2,0
470,旅店老闆的女兒,467,0,0,17387,3,0
472,探索贊格沼澤，解開世界地圖上未知的區域。,0,0,4,0,0,0
473,跨格山脊,472,1,0,1648,6,0
474,瀉湖,472,1,0,1651,9,0
475,泰倫多爾,472,1,0,1649,7,0
476,塞納里奧避難所,472,1,0,1611,1,0
477,菲拉芬村,472,1,0,1612,3,0
478,昂布拉凡村,472,1,0,1653,11,0
479,斯博格爾,472,1,0,1654,12,0
480,奧雷伯爾港,472,1,0,1657,15,0
481,重生峽谷,472,1,0,1658,16,0
482,暗羽陸地,472,1,0,1667,18,0
483,死亡污泥,472,1,0,1650,8,0
484,雙塔廢墟,472,1,0,1652,10,0
485,安格拉斯營地,472,1,0,1610,2,0
486,沼澤光之湖,472,1,0,1647,5,0
487,安格拉斯要塞,472,1,0,1655,13,0
488,血鱗營地,472,1,0,1656,14,0
489,薩布拉金,472,1,0,1659,17,0
490,開闢泥沼,472,1,0,1613,4,0
492,探索灰白之丘，解開世界地圖上未知的區域。,0,0,4,0,0,0
493,沃德盧恩,492,0,0,4187,10,0
494,花崗岩之泉,492,0,0,4182,5,0
495,歐尼克瓦營地,492,0,0,4190,13,0
496,德拉克薩隆要塞,492,0,0,4179,2,0
497,琥珀松小屋,492,0,0,4188,11,0
498,藍天伐木地,492,0,0,4189,12,0
499,征服堡,492,0,0,4178,1,0
500,德拉齊金遺跡,492,0,0,4180,3,0
501,丹亞戈,492,0,0,4181,4,0
502,灰喉鎮,492,0,0,4183,6,0
503,怒牙聖壇,492,0,0,4184,7,0
504,鐸爾莫丹,492,0,0,4185,8,0
505,風險海灣,492,0,0,4186,9,0
506,西荒兵團駐營,492,0,0,4191,14,0
508,在5v5競技場賽程中獲得2200點個人積分。,0,0,4,0,0,0
509,積分2200,508,2200,0,452,1,2
511,奧特蘭克山谷友軍控制了兩座礦坑時獲勝。,0,0,4,0,0,0
512,控有狗頭人洞穴,82730,1,0,3388,0,2
513,控有穴居怪洞穴,82732,1,0,3389,0,2
515,完成了外域的火焰守護者成就。,0,0,4,0,0,0
516,卡林多火焰守護者,515,0,0,3200,3,0
517,外域火焰守護者,515,0,0,3201,5,0
518,東部王國火焰守護者,515,0,0,3199,2,0
519,大災變火焰守護者,515,0,0,18216,1,0
520,北裂境火焰守護者,515,0,0,18217,4,0
522,薩弗拉斯，炎魔拉格納羅斯之手的持有者。,0,1,8,0,0,0
523,,58228,1,0,12478,1,2
524,薩弗拉斯，炎魔拉格納羅斯之手,58228,1,0,318,0,2
526,在戰歌先遣騎獲得聲望崇拜。,0,0,4,0,0,0
527,戰歌先遣騎崇拜,526,42000,0,5319,1,2
529,擊敗英雄難度中的『破壞者』凱利丹。,0,0,4,0,0,0
530,『破壞者』凱利丹,529,1,0,3710,1,2
532,5v5獲勝次數,0,0,5,0,0,0
533,羅德隆廢墟5v5獲勝次數,532,0,0,8601,2,0
534,納葛蘭5v5獲勝次數,532,0,0,8600,3,0
535,達拉然5v5獲勝次數,532,0,0,8599,4,0
536,劍刃5v5獲勝次數,532,0,0,5726,0,0
537,勇武競技場5v5獲勝次數,532,0,0,8602,1,0
539,參與2v2賽事次數,0,0,5,0,0,0
540,參與勇武競技場2v2賽事次數,539,0,0,8614,3,0
541,參與羅德隆廢墟2v2賽事次數,539,0,0,8613,2,0
542,參與達拉然2v2賽事次數,539,0,0,8611,4,0
543,參與納葛蘭2v2賽事次數,539,0,0,8612,1,0
544,參與劍刃2v2賽事次數,539,0,0,5725,0,0
546,聲望達到崇敬以上的總數,0,0,4,0,0,0
547,聲望達到崇敬數量,546,0,0,5299,1,0
549,達成10000次榮譽擊殺。,0,0,4,0,0,0
550,達成10000次榮譽擊殺,549,10000,0,13253,1,1
552,擊敗奈法利安。,0,1,8,0,0,0
553,奈法利安,552,1,0,3273,1,2
554,瑟拉贊恩之鍊,552,1,0,4564,5,2
555,暗影烈焰之靴,552,1,0,4567,8,2
556,憤怒胸甲,552,1,0,4578,19,2
557,阿基迪羅斯的清算之戒,552,1,0,4565,6,2
558,審判胸甲,552,1,0,4580,21,2
559,怒風護胸,552,1,0,4581,22,2
560,卓越長袍,552,1,0,4584,25,2
561,阿什坎迪，兄弟會之劍,552,1,0,4566,7,2
562,克盧梭洛克恩，混沌之鋒,552,1,0,4569,10,2
563,黑石之王,552,1,0,4447,2,2
564,黑石之王,552,1,0,4448,3,2
565,龍王披風,552,1,0,4568,9,2
566,洛卡米爾‧伊洛曼希斯,552,1,0,4570,11,2
567,奈薩里奧之淚,552,1,0,4572,13,2
568,暗影烈焰法杖,552,1,0,4575,16,2
569,無盡風暴胸甲,552,1,0,4577,18,2
570,龍巡者胸甲,552,1,0,4579,20,2
571,奈法利斯的腐敗,552,1,0,4449,4,2
572,血牙護軀,552,1,0,4576,17,2
573,普瑞斯托的陰謀咒符,552,1,0,4573,14,2
574,純源質指環,552,1,0,4574,15,2
575,靈風長袍,552,1,0,4583,24,2
576,密蘇達爾，奪魂者的頭環,552,1,0,4571,12,2
577,復仇長袍,552,1,0,4582,23,2
579,擊敗拉格納羅斯。,0,1,8,0,0,0
580,拉格納羅斯,579,1,0,3272,1,2
581,衝擊束腰,579,1,0,4544,4,2
582,薩弗拉斯指環,579,1,0,4545,6,2
583,火焰之王的頸飾,579,1,0,4546,7,2
584,毀滅之冠,579,1,0,4549,10,2
585,卓越護腿,579,1,0,4550,11,2
586,憤怒腿鎧,579,1,0,4553,14,2
587,復仇護腿,579,1,0,4556,17,2
588,怒風腿甲,579,1,0,4558,19,2
589,血牙束褲,579,1,0,4555,16,2
590,龍巡者腿甲,579,1,0,4551,12,2
591,審判腿鎧,579,1,0,4552,13,2
592,唯一的處方,579,1,0,4437,3,2
593,瑪利斯達爾防衛者,579,1,0,4559,20,2
594,環霧披風,579,1,0,4561,22,2
595,脊骨收割者,579,1,0,4563,24,2
596,埃古雷亞指環,579,1,0,4560,21,2
597,龍血斗篷,579,1,0,5055,25,2
598,純焰精華,579,1,0,4547,8,2
599,墮滅之刃,579,1,0,4548,9,2
600,龍語傻瓜教程,579,1,0,7364,28,2
601,雷霆之怒，逐風者的祝福之刃,579,1,0,8146,2,2
602,烈焰裂片,579,1,0,5056,26,2
603,無盡風暴腿鎧,579,1,0,4554,15,2
604,炎魔的精華,579,1,0,8893,27,2
605,靈風束褲,579,1,0,4557,18,2
606,削骨之鋒,579,1,0,4562,23,2
607,薩弗拉斯，炎魔拉格納羅斯之手,579,1,0,318,5,2
609,成功的在魚點中釣魚。,0,1,8,0,0,0
610,大型鼠尾魚群,609,1,0,3861,18,2
611,孢子魚群,609,1,0,3628,10,2
612,泥鰍群,609,1,0,3625,4,2
613,淡水魚群,609,1,0,3626,6,2
614,火鰭鯛魚群,609,1,0,3860,12,2
615,石鱗鰻魚群,609,1,0,3864,19,2
616,藍魚群,609,1,0,3624,2,2
617,豐碩黑口魚群,609,1,0,3851,7,2
618,豐碩火鰭鯛魚群,609,1,0,3852,13,2
619,魔尾魚群,609,1,0,3623,0,2
620,群聚黑口魚群,609,1,0,3862,8,2
621,高地綜合魚群,609,1,0,3627,9,2
622,黑口魚群,609,1,0,3859,5,2
623,鼠尾魚群,609,1,0,3858,17,2
624,小型鼠尾魚群,609,1,0,3855,16,2
625,變異魚群,609,1,0,3854,15,2
626,稀疏黑口魚群,609,1,0,3856,3,2
627,稀疏火鰭鯛魚群,609,1,0,3857,11,2
628,群聚火鰭鯛魚群,609,1,0,3863,14,2
629,小型黑口魚群,609,1,0,3853,1,2
630,玻鰭小鯉魚群,609,1,0,5283,26,2
631,蕁麻魚群,609,1,0,5287,30,2
