ID,ZoneName,AreaName_lang,ContinentID,ParentAreaID,AreaBit,SoundProviderPref,SoundProviderPrefUnderwater,AmbienceID,UwAmbience,ZoneMusic,UwZoneMusic,IntroSound,UwIntroSound,FactionGroupMask,Ambient_multiplier,MountFlags,PvpCombatWorldStateID,WildBattlePetLevelMin,WildBattlePetLevelMax,WindSettingsID,ContentTuningID,Flags[0],Flags[1],LiquidTypeID[0],LiquidTypeID[1],LiquidTypeID[2],LiquidTypeID[3]
30,Nine,Nine,0,0,138,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,339,16448,0,0,0,0,0
32,TheCemetary,陵墓,0,10,139,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,13,1073758272,0,0,0,0,0
33,StranglethornJungle,北荊棘谷,0,5339,140,0,11,600,675,3,0,0,0,0,0.3,15,-1,7,9,0,18,16448,0,0,0,0,0
34,EchoRidgeMine,回音山礦坑,0,6170,141,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758208,0,0,0,0,0
35,BootyBay,藏寶海灣,0,5287,142,0,11,567,675,3,0,638,0,0,0.15,15,-1,0,0,0,24,1075855424,8192,0,0,0,0
36,AlteracMountains,奧特蘭克山脈,0,267,143,0,11,594,675,743,0,0,0,0,0.5,15,-1,0,0,0,11,1073758272,0,0,0,0,0
37,LakeNazferiti,納菲瑞提湖,0,33,144,0,11,32,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
38,LochModan,洛克莫丹,0,0,145,0,11,616,675,792,0,0,0,2,0.15,15,-1,3,6,0,9,16448,0,0,0,0,0
40,Westfall,西部荒野,0,0,146,0,11,602,675,9,0,0,0,2,0.15,15,-1,3,4,0,6,16448,0,0,0,0,0
41,DeadwindPass,逆風小徑,0,0,556,0,11,597,675,2,0,0,0,0,0.3,15,-1,17,18,0,775,16448,0,0,0,0,0
42,Darkshire,夜色鎮,0,10,147,0,11,0,675,770,0,0,0,0,0.15,15,-1,0,0,0,13,1075855424,8192,0,0,0,0
43,WildShore,蠻荒海岸,0,5287,148,0,11,567,675,3,0,0,0,0,0.15,15,-1,0,0,0,24,1073758272,8192,0,0,0,0
44,RedridgeMountains,赤脊山,0,0,149,0,11,31,675,747,0,0,0,0,0.2,15,-1,4,6,0,10,16448,0,0,0,0,0
45,ArathiHighlands,阿拉希高地,0,0,150,0,11,615,675,609,0,0,0,0,0.2,15,-1,7,8,0,17,16448,0,0,0,0,0
46,BurningSteppes,燃燒平原,0,0,151,0,11,596,675,725,0,0,0,0,0.1,15,-1,15,16,0,30,16448,0,0,0,0,0
47,TheHinterlands,辛特蘭,0,0,152,0,11,605,675,1,0,0,0,0,0.4,15,-1,11,12,0,20,16448,0,0,0,0,0
49,DeadMansHole,亡者之穴,451,22,153,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
51,SearingGorge,灼熱峽谷,0,0,154,0,11,2636,675,10,0,0,0,0,0.15,15,-1,13,14,0,29,16448,0,0,0,0,0
53,ThievesCamp,盜賊營地,0,12,155,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
54,JasperlodeMine,玉石礦坑,0,12,550,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
55,ValleyofHeroesUNUSED,Valley of Heroes UNUSED,0,12,156,0,11,35,675,13,0,61,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
56,Heroes'Vigil,英雄崗哨,0,12,157,0,11,35,675,1,0,673,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
57,FargodeepMine,法戈第礦坑,0,12,158,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
59,NorthshireVineyards,北郡農場,0,6170,159,0,11,582,675,785,0,0,0,0,0.15,15,-1,0,0,0,73,1074806784,0,0,0,0,0
60,Forest'sEdge,森林邊界,0,12,606,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
61,ThunderFalls,雷霆瀑布,0,12,160,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
62,PumpkinPatch,布萊克威爾南瓜田,0,12,161,0,11,35,675,1,0,671,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
63,TheStonefieldFarm,斯通菲爾德農場,0,12,162,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
64,TheMaclureVineyards,馬科倫農場,0,12,163,0,11,35,675,1,0,676,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
65,Dragonblight,龍骨荒野,571,0,164,0,11,439,675,412,0,545,0,0,0.15,15,-1,22,23,0,46,16452,0,0,0,0,0
66,ZulDrak,祖爾德拉克,571,0,165,0,11,441,675,423,0,544,0,0,0.15,15,-1,22,23,0,48,16452,8192,0,0,0,0
67,TheStormPeaks,風暴群山,571,0,166,0,11,465,675,420,0,0,0,0,0.6,15,-1,22,23,0,50,16449,8192,0,0,0,0
68,LakeEverstill,止水湖,0,44,557,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
69,Lakeshire,湖畔鎮,0,44,167,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1075855424,8192,0,0,0,0
70,Stonewatch,石望,0,44,168,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
71,StonewatchFalls,石望瀑布,0,44,627,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
72,TheDarkPortal,黑暗之門,0,4,169,0,11,210,675,7,0,649,0,0,0.15,15,-1,0,0,0,34,1073758272,8192,0,0,0,0
73,TheTaintedScar,腐化之痕,0,4,170,0,11,0,675,731,0,0,0,0,0.15,15,-1,0,0,0,34,1073758272,8192,0,0,0,0
74,PoolofTears,淚水之池,0,8,171,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,31,1073758272,8192,0,0,0,0
75,Stonard,斯通納德,0,8,172,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,31,1075855424,8192,0,0,0,0
76,FallowSanctuary,農田避難所,0,8,173,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,31,1073758272,8192,0,0,0,0
77,Anvilmar,安威瑪,0,6176,174,0,11,42,675,8,0,0,0,0,0.15,15,-1,0,0,0,1477,1076903936,0,0,0,0,0
80,StormwindMountains,暴風山脈,0,12,175,0,11,35,675,17,0,0,0,2,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
81,JeffNEQuadrantChanged,Jeff NE Quadrant Changed,451,22,575,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
82,JeffNWQuadrant,Jeff NW Quadrant,451,22,176,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
83,JeffSEQuadrant,Jeff SE Quadrant,451,22,177,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
84,JeffSWQuadrant,Jeff SW Quadrant,451,22,178,0,11,0,675,0,0,0,0,0,0.15,13,-1,0,0,0,798,1073741888,0,0,0,0,0
85,TirisfalGlades,提里斯法林地,0,0,179,0,11,601,675,2,0,0,0,4,0.3,15,-1,1,2,0,75,16448,0,0,0,0,0
86,StoneCircleLake,石碑湖,0,12,180,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
87,Goldshire,閃金鎮,0,12,548,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1076904000,8192,0,0,0,0
88,EastvaleLoggingCamp,東谷伐木場,0,12,181,0,11,35,675,1,0,672,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
89,ThunderFallsOrchard,明鏡湖果園,0,12,182,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
91,TowerofAzora,阿祖拉之塔,0,12,183,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,8192,0,0,0,0
92,MirrorLake,明鏡湖,0,12,558,0,11,35,675,1,0,0,0,0,0.15,15,-1,0,0,0,73,1073758272,0,0,0,0,0
93,Vul'GolOgreMound,沃古爾巨魔山,0,10,628,0,11,0,675,774,0,0,0,0,0.15,15,-1,0,0,0,13,1073758272,8192,0,0,0,0
94,RavenHill,烏鴉嶺,0,10,184,0,11,0,675,2,0,667,0,0,0.15,15,-1,0,0,0,13,1073758272,8192,0,0,0,0
95,RedridgeCanyon,赤脊峽谷,0,44,185,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
96,TowerofIlgalar,伊爾加拉之塔,0,44,186,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
97,Alther'sMill,奧瑟爾伐木場,0,44,187,0,11,0,675,748,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
98,RethbanCaverns,瑞斯班洞穴,0,44,188,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,10,1073758272,8192,0,0,0,0
99,RebelCamp,反抗軍營地,0,33,189,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1075855424,8192,0,0,0,0
100,Nesingwary'sExpedition,奈辛瓦里遠征隊營地,0,33,585,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
101,Kurzen'sCompound,庫爾森的營地,0,33,190,0,11,0,675,715,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
102,RuinsofZul'Kunda,祖昆達廢墟,0,33,586,0,11,0,675,713,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
103,RuinsofZul'Mamwe,祖瑪維廢墟,0,33,191,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
104,TheVileReef,暗礁海,0,33,192,0,11,567,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
105,Mosh'OggOgreMound,莫什奧格巨魔山,0,33,193,0,11,0,675,963,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
106,TheStockpile,儲藏室,0,33,194,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,0,0,0,0,0
107,Saldean'sFarm,薩丁農場,0,40,195,0,11,0,675,9,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,8192,0,0,0,0
108,SentinelHill,哨兵嶺,0,40,196,0,11,0,675,709,0,0,0,0,0.15,15,-1,0,0,0,6,1076904000,8192,0,0,0,0
109,Furlbrow'sPumpkinFarm,法布隆南瓜農場,0,40,197,0,11,0,675,710,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,8192,0,0,0,0
111,JangolodeMine,詹戈洛德礦坑,0,40,198,0,11,0,675,9,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,8192,0,0,0,0
113,GoldCoastQuarry,金海岸礦坑,0,40,576,0,11,0,675,9,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,8192,0,0,0,0
115,WestfallLighthouse,西部荒野燈塔,0,40,199,0,11,567,675,9,0,0,0,0,0.15,15,-1,0,0,0,6,1073758272,8192,0,0,0,0
116,MistyValley,迷霧谷,0,8,200,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,31,1073758272,8192,0,0,0,0
117,Grom'golBaseCamp,格羅姆高營地,0,33,629,0,11,0,675,715,0,0,0,0,0.15,15,-1,0,0,0,18,1075855424,8192,0,0,0,0
118,Whelgar'sExcavationSite,維爾加挖掘場,0,11,201,0,11,0,675,191,0,0,0,0,0.15,15,-1,0,0,0,15,1073758272,8192,0,0,0,0
120,WestbrookGarrison,西泉要塞,0,12,559,0,11,35,675,787,0,0,0,0,0.15,15,-1,0,0,0,73,1075855424,8192,0,0,0,0
121,TranquilGardensCemetery,靜謐花園墓場,0,10,202,0,11,0,675,771,0,0,0,0,0.15,15,-1,0,0,0,13,1073758272,8192,0,0,0,0
122,ZuuldaiaRuins,祖丹亞廢墟,0,33,203,0,11,567,675,713,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
123,Bal'lalRuins,巴拉爾廢墟,0,33,204,0,11,567,675,714,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
125,Kal'aiRuins,卡萊廢墟,0,33,205,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
126,TkashiRuins,伽什廢墟,0,33,206,0,11,0,675,714,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,0,0,0,0,0
127,Balia'mahRuins,巴里亞曼廢墟,0,33,207,0,11,0,675,713,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
128,Ziata'jaiRuins,贊塔加廢墟,0,33,208,0,11,0,675,714,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
129,MizjahRuins,米扎廢墟,0,33,209,0,11,0,675,3,0,0,0,0,0.15,15,-1,0,0,0,18,1073758272,8192,0,0,0,0
130,SilverpineForest,銀松森林,0,0,210,0,11,28,675,2,0,0,0,4,0.4,15,-1,3,6,0,7,16448,0,0,0,0,0
131,Kharanos,卡拉諾斯,0,1,211,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,74,1076904000,8192,0,0,0,0
132,ColdridgeValley,寒脊山谷,0,6176,212,0,11,42,675,759,0,0,0,0,0.15,15,-1,0,0,0,1477,1074806784,0,0,0,0,0
133,Gnomeregan,新地精區,0,6457,213,0,11,42,675,765,0,665,0,0,0.15,15,-1,0,0,0,74,1073758208,8192,0,0,0,0
134,GolBolarQuarry,古博拉採掘場,0,1,214,0,11,0,675,8,0,0,0,0,0.15,15,-1,0,0,0,74,1073758272,8192,0,0,0,0
135,FrostmaneHold,霜鬃要塞,0,6457,215,0,11,42,675,0,0,121,0,0,0.15,15,-1,0,0,0,74,1073758208,8192,0,0,0,0
136,TheGrizzledDen,灰色洞穴,0,1,216,0,11,0,675,0,0,666,0,0,0.15,15,-1,0,0,0,74,1073758272,8192,0,0,0,0
137,BrewnallVillage,烈酒村,0,6457,217,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,74,1075855424,8192,0,0,0,0
138,MistyPineRefuge,霧松避難所,0,1,218,0,11,0,675,8,0,664,0,0,0.15,15,-1,0,0,0,74,1073758272,8192,0,0,0,0
139,EasternPlaguelands,東瘟疫之地,0,0,219,0,11,37,675,775,0,0,0,0,0.5,15,-1,12,13,0,35,16448,0,0,0,0,0
141,Teldrassil,泰達希爾,1,0,220,0,11,584,675,11,0,0,0,2,0.4,15,-1,1,2,0,72,16448,0,0,0,0,0
142,Ironband'sExcavationSite,鐵環挖掘場,0,38,221,0,11,0,675,1,0,681,0,0,0.15,15,-1,0,0,0,9,1073758272,8192,0,0,0,0
143,Mo'groshStronghold,莫格羅什要塞,0,38,222,0,11,573,675,793,0,0,0,0,0.15,15,-1,0,0,0,9,1073758272,8192,0,0,0,0
144,Thelsamar,塞爾薩瑪,0,38,223,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,9,1076904000,8192,0,0,0,0
145,AlgazGate,奧加茲隘口,0,38,224,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,9,1073758272,8192,0,0,0,0
146,StonewroughtDam,巨石水壩,0,38,225,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,9,1075855424,8192,0,0,0,0
147,TheFarstriderLodge,遠行者小屋,0,38,226,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,9,1073758272,8192,0,0,0,0
148,Darkshore,黑海岸,1,0,227,0,0,575,675,867,0,0,0,2,0.6,15,-1,3,6,0,5,16448,0,0,0,0,0
149,SilverStreamMine,銀泉礦坑,0,38,228,0,11,0,675,1,0,0,0,0,0.15,15,-1,0,0,0,9,1073758272,8192,0,0,0,0
150,MenethilHarbor,米奈希爾港,0,11,229,0,11,567,675,702,0,0,0,0,0.15,15,-1,0,0,0,15,1075855424,8192,0,0,0,0
151,DesignerIsland,設計者之島,451,0,560,0,11,47,675,226,0,0,0,0,0.15,15,-1,0,0,0,798,16448,0,0,0,0,0
152,TheBulwark,亡靈壁壘,0,85,230,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1075855424,8192,0,0,0,0
153,RuinsofLordaeron,羅德隆廢墟,0,85,607,0,11,1588,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
154,Deathknell,喪鐘鎮,0,6454,231,0,11,607,675,712,0,0,0,0,0.15,15,-1,0,0,0,75,1076903936,0,0,0,0,0
155,NightWebsHollow,夜行蜘蛛洞穴,0,6454,232,0,11,40,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758208,0,0,0,0,0
156,SollidenFarmstead,索利丹農莊,0,85,233,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
157,AgamandMills,阿加曼德磨坊,0,85,234,0,11,0,675,15,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
158,AgamandFamilyCrypt,阿加曼德家族墓穴,0,85,235,0,11,0,675,15,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,0,0,0,0,0
159,Brill,布瑞爾,0,85,236,0,11,0,675,712,0,0,0,0,0.15,15,-1,0,0,0,75,1076904000,8192,0,0,0,0
160,WhisperingGardens,耳語花園,0,85,237,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
161,TerraceofRepose,休息區,0,85,238,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
162,BrightwaterLake,澈水湖,0,85,239,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
163,Gunther'sRetreat,岡瑟爾的居所,0,85,240,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,0,0,0,0,0
164,Garren'sHaunt,加倫鬼屋,0,85,241,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
165,BalnirFarmstead,巴尼爾農莊,0,85,242,0,11,0,675,15,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
166,ColdHearthManor,爐灰莊園,0,85,243,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
167,CrusaderOutpost,十字軍前哨,0,85,244,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,8192,0,0,0,0
168,TheNorthCoast,北部海岸,0,85,245,0,11,567,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,0,0,0,0,0
169,Whispering Shore,耳語海岸,0,85,577,0,11,567,675,0,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,0,0,0,0,0
170,LordamereLake,洛丹米爾湖,0,0,246,0,11,31,675,2,0,0,0,0,0.15,15,-1,0,0,0,7,16448,0,0,0,0,0
172,FenrisIsle,芬里斯島,0,130,247,0,11,0,675,718,0,0,0,0,0.15,15,-1,0,0,0,7,1073758272,8192,0,0,0,0
173,Faol'sRest,法奧之墓,0,85,620,0,11,0,675,2,0,0,0,0,0.15,15,-1,0,0,0,75,1073758272,0,0,0,0,0
186,Dolanaar,多蘭納爾,1,141,622,0,11,0,675,11,0,712,0,0,0.15,15,-1,0,0,0,72,1076904000,8192,0,0,0,0
187,DarnassusUNUSED,Darnassus UNUSED,1,141,248,0,11,48,675,76,0,63,0,0,0.15,15,-1,0,0,0,72,1073758272,8192,0,0,0,0
188,Shadowglen,幽影谷,1,6450,561,0,11,48,675,11,0,0,0,0,0.15,15,-1,0,0,0,72,1076903936,0,0,0,0,0
189,Steelgrill'sDepot,鋼架補給站,0,1,249,0,11,0,675,8,0,0,0,0,0.15,15,-1,0,0,0,74,1073758272,8192,0,0,0,0
190,Hearthglen,壁爐谷,0,28,250,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
192,NorthridgeLumberCamp,北山伐木場,0,28,251,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
193,RuinsofAndorhal,安多哈爾,0,28,252,0,11,0,675,15,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
195,SchoolofNecromancy,通靈術學校,0,28,253,0,11,0,675,0,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,0,0,0,0,0
196,UthersTomb,烏瑟之墓,0,28,578,0,11,0,675,15,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,0,0,0,0,0
197,SorrowHill,悔恨嶺,0,28,254,0,11,0,675,671,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
198,TheWeepingCave,哭泣之洞,0,28,255,0,11,37,675,0,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
199,FelstoneField,費爾斯通農場,0,28,256,0,11,0,675,10,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
200,Dalson'sTears,達爾松農場,0,28,257,0,11,0,675,10,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
201,Gahrron'sWithering,蓋羅恩農場,0,28,258,0,11,37,675,10,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
202,TheWrithingHaunt,苦痛鬼屋,0,28,259,0,11,0,675,670,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,8192,0,0,0,0
203,MardenholdeKeep,瑪登霍爾德城堡,0,28,260,0,11,0,675,193,0,0,0,0,0.15,15,-1,0,0,0,25,1073758272,0,0,0,0,0
204,PyrewoodVillage,焚木村,0,130,261,0,11,0,675,720,0,301,0,0,0.15,15,-1,0,0,0,7,1073758272,8192,0,0,0,0
205,DunModr,丹莫德,0,11,262,0,11,0,675,191,0,0,0,0,0.15,15,-1,0,0,0,15,1073758272,8192,0,0,0,0
206,UtgardeKeep,俄特加德要塞,574,0,263,0,11,429,675,0,0,0,0,0,0.7,13,-1,0,0,0,249,0,12,0,0,0,0
207,TheGreatSea,無盡之海,36,0,264,0,11,0,675,9,0,0,0,0,0.15,13,-1,0,0,0,202,64,0,0,0,0,0
208,UnusedIroncladcove,Unused Ironcladcove,36,0,265,76,11,34,675,0,0,0,0,0,0.15,13,-1,0,0,0,202,64,0,0,0,0,0
209,ShadowfangKeep,影牙城堡,33,0,266,0,11,28,675,2,0,0,0,4,0.15,13,-1,0,0,0,213,0,8204,0,0,0,0
210,Icecrown,寒冰皇冠,571,0,267,0,11,466,675,421,0,543,0,0,0.75,15,-1,22,23,0,51,69,8192,0,0,0,0
211,IceflowLake,湧冰湖,0,6457,268,0,11,42,675,8,0,0,0,0,0.15,15,-1,0,0,0,74,1073758208,8192,0,0,0,0
212,Helm'sBedLake,盔枕湖,0,1,269,0,11,0,675,8,0,0,0,0,0.15,15,-1,0,0,0,74,1073758272,8192,0,0,0,0
