ID,Title_lang,BodyText_lang,JournalEncounterID,OrderIndex,ParentSectionID,FirstChildSectionID,NextSiblingSectionID,Type,IconCreatureDisplayInfoID,UiModelSceneID,SpellID,IconFileDataID,Flags,IconFlags,DifficultyMask
831,熔岩塊,當瑟隆葛斯帶著他冒著火的大錘移動時，會在地面上留下一團團的火塊。這些火塊每秒對站在上面的玩家造成$90754s1點火焰傷害。,132,16,828,0,0,2,0,0,0,135822,2,8,14
2010,階段一：火焰之拳與冰霜之拳,,89,1,0,2011,2014,0,0,0,0,0,1,0,-1
2011,火焰之拳,"格魯巴托克的拳頭被火焰覆蓋，讓他的近戰攻擊在每次擊中時造成$87874s1點火焰傷害。

除此之外，當格魯巴托克的近戰攻擊命中目標時，偶爾會造成$87896s1點火焰傷害並將周圍$87896A1碼內的敵人擊飛。",89,2,2010,0,2012,2,0,0,0,135817,0,0,-1
2012,冰霜之拳,"格魯巴托克的拳頭被冰霜覆蓋，讓他的近戰攻擊在每次擊中時造成$87899s1點冰霜傷害。

除此之外，格魯巴托克的近戰攻擊命中目標時，偶爾會對$87901A1碼範圍內的敵人造成$87901s1點冰霜傷害，並使其移動速度降低$87901s2%，近戰與遠程攻擊速度降低$87901s3%，施法時間延長$87901s3%，持續$87901d。",89,3,2010,0,2013,2,0,0,0,135785,0,0,-1
2013,閃現術,"在火焰之拳或冰霜之拳效果結束後，格魯巴托克會隨機傳送到附近一名玩家的位置。$[!2,4

在英雄難度中，當格魯巴托克施放閃現術，他對所有敵人的威脅值將會歸零。$]",89,4,2010,0,0,2,0,0,0,135736,0,0,-1
2014,階段二：秘法力量！,生命力降至50%時，格魯巴托克會閃現到房間中央並在該處漂浮。然後格魯巴托克開始對整個房間隨機施放火焰之花或冰霜之花法術。,89,5,0,2015,0,0,0,0,0,0,1,0,-1
2015,火焰之花,"格魯巴托克向房間裡隨機地點射出火焰之花，火焰之花會在2秒後著地。火焰之花著地時會爆炸，並對周圍$88173A1碼範圍內的敵人造成$88173s1點火焰傷害。$[!2,4

在英雄難度中，會從著地處出現一名由火構成的火焰之花生物攻擊玩家。$]",89,6,2014,2018,2016,2,0,0,0,135817,0,0,-1
2016,冰霜之花,"格魯巴托克向房間裡隨機地點射出冰霜之花，冰霜之花會在2秒後著地。冰霜之花著地時，會對$88177A1碼範圍內的敵人造成$88177s1點冰霜傷害，使移動速度降低$88177s2%，近戰與遠程攻擊速度降低$88177s3%，施法速度提高$88177s3%。持續$88177d。$[!2,4

在英雄難度中，會從著地處出現一名由冰結成的冰霜之花生物攻擊玩家。$]",89,8,2014,2019,2017,2,0,0,0,135785,0,0,-1
2017,火焰障壁,施放秘法強化之後，格魯巴托克會製造一道在他周圍緩慢旋轉的火牆。沒有避開這道火焰障壁的玩家每秒會受到$91397s1點火焰傷害。,89,10,2014,0,0,2,0,0,0,135926,2,8,14
2018,火焰之花,這種元素的生命力極低。,89,7,2015,0,0,1,4607,0,0,0,2,8,14
2019,冰霜之花,這種元素的生命力極低。,89,9,2016,0,0,1,30160,0,0,0,2,8,14
2020,階段一：炸彈來襲！,赫利克斯‧碎輪者跳到笨重的蠢蛋背上，開始指揮蠢蛋並四處丟擲黏性炸彈。,90,1,0,2021,2026,0,0,0,0,0,1,0,-1
2021,黏性炸彈,赫利克斯會週期性將黏性炸彈丟到隨機一名玩家的腳下。6秒後，如果炸彈感應到1碼範圍內有玩家，炸彈就會爆炸。如果再經過18秒之後沒有玩家去觸發，黏性炸彈也會自毀自爆。黏性炸彈爆炸時，會把人震退並對$88321A1碼內的敵方目標造成$88321s1點傷害。,90,2,2020,0,2022,2,0,0,0,136173,0,0,-1
2022,呆瓜搗擊,"笨重的蠢蛋會不時抓起一名玩家，跑到離入口最遠的房間另一側去。接著蠢蛋會快速奔跑，撞向房間對面的圓木，擊退該玩家並使他受到100點物理傷害。$[!2,4

在英雄難度中，呆瓜搗擊的衝擊造成相當於目標玩家生命力$88300s2%的物理傷害。$]",90,3,2020,0,2023,2,0,0,0,132318,0,0,-1
2023,投擲赫利克斯,笨重的蠢蛋將赫利克斯從背上拿下來，把他丟到隨機一名玩家的臉上十秒鐘。被赫利克斯抓到時，他會用普通近戰攻擊的方式毆打玩家。,90,4,2020,0,2024,2,0,0,0,370769,0,0,-1
2024,胸口炸彈,當赫利克斯從依附的玩家那兒跳回笨重的蠢蛋身上，他會在該玩家身上留下一顆胸口炸彈。10秒之後，胸口炸彈就會爆炸。爆炸威力會把目標玩家炸得半天高，並且對$88250A1碼範圍內的友方玩家造成$88250s1點火焰傷害。,90,5,2020,0,2025,2,0,0,0,133712,2,8,14
2025,赫利克斯的同伴,四名赫利克斯的同伴會出現在玩家上方的橫木。每名成員都會週期性地對隨機一名玩家的周圍投出黏性炸彈。,90,6,2020,0,0,1,36379,0,0,0,2,8,14
2026,階段二：我才不需要他！,笨重的蠢蛋死後，赫利克斯‧碎輪者會被丟到地上。在那之後，赫利克斯會更加頻繁地使用他的黏性炸彈技能。,90,7,0,2027,0,0,0,0,0,0,1,0,-1
2027,跳躍,赫利克斯跳躍並抓住一名玩家的臉，持續10秒。然後他立刻選擇一名新的玩家再跳到他臉上。被赫利克斯抓到時，他會用普通近戰攻擊的方式毆打玩家。,90,8,2026,0,2028,2,0,0,0,370769,0,0,-1
2028,胸口炸彈,赫利克斯從玩家身上跳下來時，會在玩家身上留下一顆胸口炸彈。10秒之後，胸口炸彈就會爆炸。爆炸威力會把目標玩家炸得半天高，並且對$88250A1碼範圍內的玩家造成$88250s1點火焰傷害。,90,9,2026,0,2029,2,0,0,0,133712,2,8,14
2029,赫利克斯的同伴,四名額外的赫利克斯的同伴出現在玩家上方的橫木。,90,10,2026,0,0,1,36380,0,0,0,2,8,14
2031,收割者打擊,敵人收割者5000型沒有普通的近戰攻擊。取而代之的，敵人收割者5000型會使用收割者打擊，對前方半徑$88490A1碼的60度錐形範圍內的所有目標造成物理傷害。,91,2,0,0,2032,2,0,0,0,236303,0,0,-1
2032,急速運轉,敵人收割者5000型啟動急速運轉引擎，對附近敵人每秒造成$88484s1點物理傷害，持續$88481d。兩秒後，敵人收割者5000型會開始用平常的兩倍速度在房間裡到處移動。,91,3,0,0,2033,2,0,0,0,132369,0,0,-1
2033,收割,敵人收割者5000型將目標設在隨機一名玩家身上，並移動到該處。敵人收割者5000型移動時，將反覆對前方半徑$88501A1碼的60度錐形範圍內的所有目標造成$88501s1點的物理傷害。一旦敵人收割者5000型到達目標位置，就會施放一次收割掃蕩攻擊。這個攻擊將擊退周圍$88521A1碼範圍內的所有敵人並造成$88521s1點物理傷害。,91,4,0,0,2034,2,0,0,0,132338,0,0,-1
2034,關閉安全裝置,當敵人收割者5000型的生命力低於30%，它會解除自己的內部安全限制。在接下來的戰鬥中，這會使敵人收割者5000型所造成的物理傷害提高$88522s1%。,91,5,0,0,2035,2,0,0,0,135829,0,0,-1
2035,熔化的熔渣,敵人收割者5000型的啟動造成熔渣堆超載。導致熔化的熔渣週期性地湧冒出來。,91,6,0,2036,2038,1,36419,0,0,0,2,8,14
2036,凝視,熔化的熔渣會週期性地凝視著一名敵對目標，並移向該目標發動攻擊，持續$91830d。,91,7,2035,0,2037,2,0,0,0,136088,2,0,14
2037,熔火護盾,熔化的熔渣只會受到50%的魔法類傷害，並每隔$91815t2秒對周圍$91819A1碼範圍內的所有目標造成$91819s1點火焰傷害。,91,8,2035,0,0,2,0,0,0,135818,2,0,14
2038,收割者原型機,一台收割者原型機在迪菲亞工人逃離哥布林鍛造廠時被遺棄在此。一名玩家可以登上收割者原型機並與敵人收割者5000型交戰。收割者原型機的能力是靠蒸汽驅動。,91,9,0,2039,0,1,36412,0,0,0,2,8,14
2039,黑曜石合金,收割者原型機對火焰傷害免疫。,91,10,2038,0,2040,2,0,0,0,132360,2,0,14
2040,收割者打擊,收割者原型機對面前半徑$91723A1碼的60度錐形範圍內的所有目標造成$91723s1點物理傷害。收割者打擊也賦予收割者原型機$91723s2點汽能。,91,11,2038,0,2041,2,0,0,0,236303,2,0,14
2041,收割者衝鋒,收割者原型機向敵對目標衝鋒，造成$91726s2點物理傷害並使目標昏迷$91726d。收割者衝鋒需消耗$91726c點汽能。,91,12,2038,0,2042,2,0,0,0,132337,2,0,14
2042,高壓打擊,蒸汽的壓力轉換成對敵對目標的強力攻擊，造成$91727s2點物理傷害並擊退該目標。高壓打擊需耗用$91727c點汽能。,91,13,2038,0,0,2,0,0,0,135906,2,0,14
2044,鮮血渴求,每當利普斯納爾上將成功用近戰攻擊打中目標，其攻擊速度就提高$88737s1%，移動速度提高$88737s3%，體形增加$88737s2%，持續$88737d。此效果會堆疊20次。,92,1,0,0,2045,2,0,0,0,132334,0,0,-1
2045,揮擊,利普斯納爾上將兇惡地揮擊他的主要目標和鄰近兩名位於近戰距離內的目標，造成普通近戰攻擊$88839s1%的傷害。,92,2,0,0,2046,2,0,0,0,134296,0,0,-1
2046,大霧,當利普斯納爾上將的生命力降低為75%、50%和25%時，他會撤退到霧中，在短時間內變得無法攻擊。,92,3,0,2047,0,0,0,0,0,0,1,0,-1
2047,穿喉,"利普斯納爾上將再次從霧中現身時，他會跳向隨機一名敵人，造成普通近戰攻擊$88836s2%的傷害，並使該目標昏迷$88836d。$[!2,4

在英雄難度中，利普斯納爾上將會在整場戰鬥中使用穿喉。$]",92,4,2046,0,2048,2,0,0,0,132337,0,0,-1
2048,召喚煙霧,"霧氣瀰漫甲板之後，煙霧生物會週期性地現形，攻擊附近玩家。每次利普斯納爾上將消失在霧氣之中，就會創造出額外的煙霧生物。$[!2,4 

在英雄難度中，利普斯納爾上將的生命力低於10%時，會有額外的三隻煙霧生物從霧中出現。$]",92,5,2046,0,2049,2,0,0,0,135861,0,0,-1
2049,煙霧,此生物從霧氣中發動攻擊。,92,6,2046,2050,0,1,35786,0,0,0,0,0,-1
2050,凝結,"煙霧成形之後，霧氣的滋潤導致煙霧成長茁壯。如果煙霧沒在8秒內被消滅掉，就會變形成迴旋水氣，生命力提高$92017s2%，傷害提高$92017s3%。

如果迴旋水氣沒在8秒內被消滅掉，就會變形成凝結水氣，生命力提高$92021s2%，傷害提高$92021s3%。

如果凝結水氣沒在8秒內被消滅掉，就會最終變形成冰冷蒸汽，生命力提高$92038s2%，傷害提高$92038s3%。",92,7,2049,0,2051,2,0,0,0,135833,2,32,-2
2051,迴旋水氣,當煙霧轉變為迴旋水氣時，會獲得施放同名法術的能力。迴旋水氣會對前方半徑$92007A1碼60度錐形範圍內的所有目標造成$92007s2點冰霜傷害，並使其移動速度降低$92007s1%，持續$92007d。,92,8,2049,0,2052,2,0,0,0,135852,2,0,-2
2052,凝結水氣,迴旋水氣變形成凝結水氣後，會獲得施放同名法術的能力。凝結水氣會對前方半徑$92008A1碼60度錐形範圍內的所有目標造成$92008s2點冰霜傷害，並使其移動速度降低$92008s1%，持續$92007d。,92,9,2049,0,2053,2,0,0,0,135852,2,0,-2
2053,結合,煙霧完全轉換成冰冷蒸汽後會爆炸，造成$92042s2點冰霜傷害，並擊退周圍$92042A1碼範圍內的所有敵對目標。,92,10,2049,0,0,2,0,0,0,135863,2,0,-2
2055,投擲食物,『船長』餅乾會快速地朝隨機一名玩家的位置交替丟擲美味的食物或腐壞的食物。,93,1,0,0,2056,2,0,0,0,350571,0,0,-1
2056,腐壞光環,地面上腐壞的食物對$89735A1碼範圍內的單位造成$89735s1點自然傷害。,93,2,0,0,2057,2,0,0,0,237334,0,0,-1
2057,作嘔,玩家可以右鍵點擊來吃下甲板上腐壞的食物。這會將食物和它所散發的腐壞光環移除，但也會讓玩家承受作嘔的效果，造成每$89732t2秒$89732s2點自然傷害，持續$89732d。作嘔的效果可以堆疊。,93,3,0,0,2058,2,0,0,0,237555,0,0,-1
2058,心滿意足,"玩家可以右鍵點擊來吃下甲板上的美味食物。這會將食物移除，但也會讓玩家獲得心滿意足的效果。心滿意足效果會使該玩家的近戰攻擊、遠程攻擊和施法速度提高$89267s2%，持續$89267d。心滿意足的效果可以堆疊。

每獲得一個心滿意足效果就能移除一個作嘔效果。",93,4,0,0,0,2,0,0,0,237554,0,0,-1
2060,偏斜,凡妮莎使對她施放的所有近戰、遠程和法術攻擊轉向偏移，持續$92615d。她只會在所剩生命力高於25%的時候使用這項技能。,95,1,0,0,2061,2,0,0,0,132369,2,0,14
2061,致命刀刃,凡妮莎開始頻繁地在敵人之間跳躍，轉移到敵人身後並每隔$92622t1秒對隨機一名敵人造成背擊的效果，持續$92622d。,95,2,0,0,2062,2,0,0,0,135639,2,0,14
2062,背擊,凡妮莎劈砍一名敵對目標的背部，每$92619t2秒對其造成$92619s2點物理傷害，持續$92619d。,95,3,0,0,2063,2,0,0,0,132303,2,0,14
2063,熾炎,"凡妮莎的生命力降至50%以下後，她會跳到船艦的最高處，引爆事先埋設在船艦周圍的炸藥。這些炸藥會在甲板四處產生熾炎。熾炎每秒會對周圍$93485A1碼範圍內的玩家造成$93485s1點火焰傷害。

玩家可以使用甲板邊緣的繩索來避開熾炎的猛烈破壞力。",95,4,0,0,2064,2,0,0,0,135826,2,16,14
2064,范克里夫之復仇,"凡妮莎在生命力降至50%、引爆第一組炸藥後，會反覆施放范克里夫之復仇，直到重新進入戰鬥。每次使用，這個效果就會讓她的物理傷害提高$95542s1%，近戰攻擊速度提高$95542s2%，體型增大$95542s3%。此效果最多會疊加40次。

一旦凡妮莎在生命力降至25%、引爆第二組炸藥後，她會重複使用這項技能直到被殺死為止。",95,5,0,0,2065,2,0,0,0,236409,2,0,14
2065,粉塵爆炸,當凡妮莎只剩下1%的生命力時，她會取出最後一桶黑色火藥並引爆它。爆炸會將她殺死，同時對$96283A2碼範圍內的敵對目標造成$96283s2點火焰傷害。,95,6,0,0,2066,2,0,0,0,236216,2,16,14
2066,迪菲亞執行者,當凡妮莎‧范克里夫的生命力高於50%時，她會週期性地呼叫附近船艙裡的迪菲亞執行者來幫助她。,95,7,0,2067,2070,1,36166,0,0,0,2,0,14
2067,衝鋒,執行者衝入戰局之中。,95,8,2066,0,2068,2,0,0,0,132337,2,0,14
2068,浴血,執行者在$90925d內對當前的敵對目標連續攻擊六次，每下會造成$90923s1%普通近戰傷害。,95,9,2066,0,2069,2,0,0,0,136124,2,0,14
2069,魯莽,"執行者變得對恐懼效果免疫，她或他的致命一擊機率提高$90929s1%，持續$90929d。但執行者的護甲也降低$90929s2%。

執行者的生命力低於20%才可以使用這項技能。",95,10,2066,0,0,2,0,0,0,132109,2,0,14
2070,迪菲亞影衛,召喚出迪菲亞執行者後不久，如果凡妮莎的生命力依然高於50%，她就會接著召喚迪菲亞影衛來加入戰局。,95,11,0,2071,2075,1,184,0,0,0,2,0,14
2071,邪惡攻擊,影衛對當前敵對目標造成普通近戰攻擊$90951s1%的傷害。,95,12,2070,0,2072,2,0,0,0,136189,2,0,14
2072,暗影閃現,影衛會週期性地進入陰影，並在敵對目標的背後再度現身。,95,13,2070,0,2073,2,0,0,0,132303,2,0,14
2073,迴旋刀刃,影衛用一組迴旋刀刃包圍敵對目標，持續$90960d。這組刀刃會對周圍$90962A1碼範圍內的所有單位每秒造成$90962s1點物理傷害。,95,14,2070,0,2074,2,0,0,0,236273,2,0,14
2074,閃避,"影衛的閃躲機率提高$90958s1%，持續$90958d。

影衛會在生命力低於30%的時候使用閃避。",95,15,2070,0,0,2,0,0,0,136205,2,0,14
2075,迪菲亞血巫師,在叫出迪菲亞影衛之後不久，如果凡妮莎的生命力仍然高於50%，她會呼叫迪菲亞血巫師一起加入戰局。,95,16,0,2076,3585,1,2448,0,0,0,2,0,14
2076,血箭,對當前敵對目標造成$90938s1點物理傷害並使其移動速度降低$90938s2%，持續$90938d。,95,17,2075,0,2077,2,0,0,0,136168,2,0,14
2077,怒域,血巫師在隨機敵對目標的位置上創造出一個不穩定的魔法區域，持續$90932d。該區域的半徑為$90932A1碼，裡面所有單位所造成的傷害都增加$90932s2%。,95,18,2075,0,0,2,0,0,0,136088,2,0,14
2107,窒息術,艾胥柏利男爵將所有玩家拋入空中，使他們昏迷並在$93423d內造成暗影傷害，使玩家的生命力剩下一點。,96,1,0,0,2108,2,0,0,0,237532,0,0,-1
2108,暫緩死刑,"在艾胥柏利男爵施放完窒息術之後，他會立刻施放暫緩死刑。這個法術將治療所有玩家，使他們的生命力恢復為最大值的50%。$[!2,4

在英雄難度中，艾胥柏利男爵不會在施法結束後為玩家一次恢復生命力。他會開始引導，使玩家每秒恢復生命力上限的$93706s1%，但艾胥柏利男爵也會恢復生命力上限的$93706s2%，持續直到被中斷為止。$]",96,2,0,0,2109,2,0,0,0,135917,0,96,-1
2109,痛苦與折磨,艾胥柏利男爵會隨機引導一名玩家，最初每$93581t1秒造成$93581s1點暗影傷害，持續$93581d。引導時間越長，造成的傷害也越高。,96,3,0,0,3457,2,0,0,0,136207,0,128,-1
2110,災禍,生命力降至25%時，艾胥柏利男爵會轉變為黑暗大天使形態，釋放他真正的力量。艾胥柏利男爵會造成$93810s1點暗影傷害，同時每$93812t1秒使敵人受到的暗影傷害提高$93810s2%，一直持續到艾胥柏利男爵或他的敵人死亡為止。此效果會堆疊。,96,5,0,0,0,2,0,0,0,237514,2,8,14
2118,暗影帷幕,席瓦萊恩男爵詛咒當前的敵對目標，降低該目標所獲得的魔法治療效果$23224s1%，持續$23224d。,97,1,0,0,2119,2,0,0,0,136160,0,256,-1
2119,詛咒帷幕,席瓦萊恩男爵造成$93956s2點暗影傷害，並讓$93956A1碼範圍內所有敵對目標受到的魔法治療效果降低$93956s1%，持續$93956d。,97,2,0,0,2120,2,0,0,0,136160,2,136,14
2120,召喚狼人靈魂,"生命力降低到75%和35%時，席瓦萊恩男爵會從『盲眼守衛』奧杜、『屠夫』銳爪、雷希戈爾或狼王南杜斯等四名狼人靈魂中隨機召喚一名。$[!2,4

在英雄難度中，席瓦萊恩男爵會在生命力降低至90%、60%和30%的時候召喚狼人靈魂。$]",97,3,0,2121,0,2,0,0,0,366940,1,32,-1
2121,『盲眼守衛』奧杜,,97,4,2120,2122,2125,1,522,0,0,0,0,0,-1
2122,嚎叫之怒,『盲眼守衛』奧杜使他的物理傷害增加$93931s1%，體型增加$93931s2%，持續$93931d。這項效果最多可堆疊5次。,97,5,2121,0,2123,2,0,0,0,136088,0,0,-1
2123,盲目暗影,『盲眼守衛』奧杜每秒造成$93952s1點暗影傷害，持續$93952d。,97,6,2121,0,0,2,0,0,0,132291,0,0,-1
2125,『屠夫』銳爪,,97,7,2120,2126,2128,1,36849,0,0,0,0,0,-1
2126,鬼靈衝刺,銳爪跳向最遠的敵對目標，使其昏迷並每隔$93930t2秒造成$93928s1點物理傷害，持續$93930d。,97,8,2125,0,2127,2,0,0,0,132103,0,0,-1
2127,屠夫吸取,銳爪每次用近戰攻擊造成傷害時，會額外吸取該目標$7485s1點生命力。,97,9,2125,0,0,2,0,0,0,136208,0,0,-1
2128,雷希戈爾,,97,10,2120,2129,2130,1,36851,0,0,0,0,0,-1
2129,靈魂消耗,雷希戈爾引導隨機一名敵對目標，使其不能動彈並每$93863t1秒吸取$93863s1點生命力，持續$93863d。雷希戈爾得到的治療量是所吸收生命力的兩倍。,97,11,2128,0,0,2,0,0,0,136169,0,0,-1
2130,狼王南杜斯,,97,12,2120,2131,0,1,36850,0,0,0,0,0,-1
2131,爪擊,南杜斯以爪攻擊當前目標，造成普通近戰攻擊$93861s1%的物理傷害。,97,13,2130,0,2132,2,0,0,0,132140,0,0,-1
2132,召喚狼靈,當狼王南杜斯進入戰鬥時，他會召喚三個暗狼幽靈來與他並肩作戰，持續$94199d。,97,14,2130,2133,0,2,0,0,0,366940,0,0,-1
2133,暗狼幽靈,這個生物的生命力極低。,97,15,2132,0,0,1,2446,0,0,0,0,0,-1
2137,邪惡打擊,指揮官斯普林瓦爾砍擊他的主要目標，立刻造成他普通近戰攻擊$93685s1%的物理傷害，並獲得一道可用來施放其他技能的穢邪之力。,98,1,0,0,2138,2,0,0,0,237530,0,0,-1
2138,背信之盾,"當指揮官斯普林瓦爾累積三道穢邪之力時，他能消耗這股力量並解放盾牌的威力。背信之盾對斯普林瓦爾前方25度狹窄錐形範圍內的敵人造成每$93693t1秒$93722s1點的暗影傷害，持續$93693d。$[!2,4

在英雄難度中，錐形範圍擴張為150度角。$]",98,2,0,0,2139,2,0,0,0,132390,0,0,-1
2139,褻瀆,指揮官斯普林瓦爾隨機褻瀆一名玩家腳下半徑$93691A1碼範圍內的地面。位於該區域的玩家移動速度降低$93691s1%，同時每$93690t1秒受到$93691s2點暗影傷害。,98,3,0,0,2140,2,0,0,0,136199,0,0,-1
2140,羞愧之語,當指揮官斯普林瓦爾累積三道穢邪之力時，他能消耗這股力量並對隨機一名敵對玩家施放羞愧之語。這道法術每$93852t1秒造成相當於玩家生命力上限$93852s1%的暗影傷害。效果將持續到目標玩家或指揮官斯普林瓦爾死亡。,98,4,0,0,2142,2,0,0,0,237555,2,8,2
2142,哀嚎的衛士,一開始，指揮官斯普林瓦爾身邊有一名哀嚎的衛士和一名痛苦的軍官，然後每隔一段時間便會有另外兩名加入戰局。,98,5,0,2143,2146,1,37289,0,0,0,2,8,2
2143,穢邪活化,一名哀嚎的衛士會試著強化指揮官斯普林瓦爾。如果法術成功施放，指揮官斯普林瓦爾就會恢復生命力上限的$93844s2%，並獲得一道穢邪之力。,98,6,2142,0,2144,2,0,0,0,136194,2,64,2
2144,往日的尖嘯,哀嚎的衛士發出可怖的尖叫，中斷周圍$7074A1碼範圍內敵人的施法。施法遭到中斷的敵人在接下來的$7074d內都無法施放同系的法術。,98,7,2142,0,2145,2,0,0,0,136164,2,0,2
2145,致死打擊,哀嚎的衛士立刻攻擊敵人，造成普通武器攻擊$91801s1%的傷害並讓敵人負傷。此致命的傷害會使該目標受到的所有治療效果降低$91801s2%。,98,8,2142,0,0,2,0,0,0,132355,2,0,2
2146,痛苦的軍官,一開始，指揮官斯普林瓦爾身邊有一名哀嚎的衛士和一名痛苦的軍官，然後每隔一段時間便會有另外兩名加入戰局。,98,9,0,2147,0,1,37294,0,0,0,2,8,2
2147,穢邪活化,一名痛苦的軍官會試著強化指揮官斯普林瓦爾。如果法術成功施放，指揮官斯普林瓦爾就會恢復生命力上限的$93844s2%，並獲得一道穢邪之力。,98,10,2146,0,2148,2,0,0,0,136194,2,64,2
2148,盾牆,當痛苦的軍官的生命力低於20%，他會舉盾進行防禦。這會讓他所受到的所有傷害降低$91463s1%，持續$91463d。,98,11,2146,0,2149,2,0,0,0,132362,2,0,2
2149,被遺忘者技能,痛苦的軍官詛咒一名敵對目標，持續$7054d。敵人受到詛咒之後，每$7054t1秒還會再額外附加一個隨機詛咒。額外的詛咒持續$7039d，並使下列一項數值降低$7039s1%:護甲值、造成的傷害、造成的治療效果、生命力上限，或移動速度。,98,12,2146,0,0,2,0,0,0,136121,2,320,2
2156,寒冰裂片,瓦爾登領主將寒冰裂片散佈到實驗室各處，持續$93527d。每個寒冰裂片都會飛到空中然後墜落，對$93535A1碼範圍內的所有敵對目標造成$93535s1點冰霜傷害。,99,1,0,0,2157,2,0,0,0,237236,0,0,-1
2157,製造有毒混合物,"瓦爾登領主製造一瓶有毒的混合物，然後朝一名隨機玩家的位置丟去。瓶子將在落地的時候裂開。

瓶中毒物會立即對$93697A1碼範圍內的玩家造成$93697s1點自然傷害，接著每$93697t2秒造成$93697s2點自然傷害，同時降低玩家的移動速度$93697s3%，持續$93697d。",99,2,0,0,2392,2,0,0,0,136242,2,0,1
2158,製造冰霜混合物,瓦爾登領主召喚冰霜混合物並摔碎在地上。其化學物質立刻對周圍$93505A1碼範圍內的所有敵人造成$93505s1點冰霜傷害。,99,4,0,0,2159,2,0,0,0,135851,0,0,-1
2159,製造神秘毒素,瓦爾登領主召喚具有神秘毒素的大鍋，持續10秒。裡面的混合物通常是毒性凝血劑，但當瓦爾登領主的生命力低於35%時，他會改為召喚毒性催化劑。,99,5,0,0,2160,2,0,0,0,134400,2,8,2
2160,毒性凝血劑,"每$93572t1秒，毒性凝血劑的毒性就從瓦爾登領主的大鍋中蔓延到附近的敵對玩家身上。毒性凝血劑會每秒造成$93617s2點傷害，並使該玩家的移動速度降低$93617s3%，持續$93617d。

此效果可堆疊最多3次，而在堆疊達到最大次數時毒性會完全凝結，使玩家昏迷$93660d。然而，每當玩家移動或跳躍，毒性就無法凝結，堆疊的效果也會減少一次。",99,6,0,0,2161,2,0,0,0,348567,2,8,2
