ID,Text_lang,RelationshipFlags,EmotesTextID
107,你大聲歡呼。,6,21
108,%s搧動雙臂繞著%s咯咯咯的叫！,0,22
109,%s搧動雙臂繞著你咯咯咯的叫！,1,22
110,你搧動雙臂繞著%s咯咯咯的叫！,2,22
111,%s搧動雙臂繞著圈子咯咯咯的叫！,4,22
112,你搧動雙臂繞著圈子咯咯咯的叫！,6,22
113,%s對著%s癡癡地笑。,0,23
114,%s對著你癡癡地笑。,1,23
115,你對著%s痴痴地笑。,2,23
116,%s癡癡地笑著。,4,23
117,你痴痴地笑著。,6,23
118,%s激動地為%s鼓掌。,0,24
119,%s激動地為你鼓掌。,1,24
120,你激動地為%s鼓掌。,2,24
121,%s激動地鼓掌。,4,24
122,你激動地鼓掌。,6,24
123,%s疑惑地看著%s。,0,25
124,%s疑惑地看著你。,1,25
125,你疑惑地看著%s。,2,25
126,%s覺得無助困惑。,4,25
127,你覺得無助困惑。,6,25
128,%s向%s表示祝賀。,0,26
129,%s向你表示祝賀。,1,26
130,你向%s表示祝賀。,2,26
131,%s向大家表示祝賀。,4,26
132,你向你周遭的所有人表示祝賀。,6,26
133,%s乾咳了幾下。,0,27
134,%s乾咳了幾下。,1,27
135,你乾咳了幾下。,2,27
136,%s乾咳了幾下。,4,27
137,你乾咳了幾下。,6,27
138,%s一看到%s就害怕地退縮了。,0,28
139,%s一看到你就害怕地退縮了。,1,28
140,你一看到%s就害怕地退縮了。,2,28
141,%s害怕地退縮了。,4,28
142,你害怕地退縮了。,6,28
143,%s把手上的關節捏得咯咯作聲，直直地望著%s。,0,29
144,%s把手上的關節捏得咯咯作聲，直直地望著你。,1,29
145,你把手上的關節捏得咯咯作聲，直直地望著%s。,2,29
146,%s把手上的關節捏得咯咯作聲。,4,29
147,你把手上的關節捏得咯咯作聲。,6,29
148,%s把手上的關節捏得咯咯作聲，直直地望著%s。,8,29
149,%s把手上的關節捏得咯咯作聲，直直地望著你。,9,29
150,%s把手上的關節捏得咯咯作聲。,12,29
151,%s在%s的面前退縮了。,0,30
152,%s在你的面前退縮了。,1,30
153,你在%s的面前退縮了。,2,30
154,%s因為恐懼而退縮了。,4,30
155,你因為恐懼而退縮了。,6,30
156,%s倚靠在%s的肩膀上泣不成聲。,0,31
157,%s倚靠在你的肩膀上泣不成聲。,1,31
158,你趴在%s的肩膀上泣不成聲。,2,31
159,%s哭了。,4,31
160,你哭了。,6,31
161,%s對%s在做什麼感到很好奇。,0,32
162,%s很好奇你在做什麼。,1,32
163,你對%s在做什麼感到很好奇。,2,32
164,%s向大家表示了他的好奇心。,4,32
165,你對周圍的人流露出好奇心。,6,32
166,%s對周圍的人流露出好奇心。,12,32
167,%s向%s行屈膝禮。,0,33
168,%s向你行屈膝禮。,1,33
169,你向%s行屈膝禮。,2,33
170,%s行了個屈膝禮。,4,33
171,你行了個屈膝禮。,6,33
172,%s在和%s跳舞。,0,34
173,%s在和你跳舞。,1,34
174,你在和%s跳舞。,2,34
175,%s開始跳舞。,4,34
176,你開始跳舞。,6,34
177,%s向%s舉杯。乾杯！,0,35
178,%s向你舉杯。乾杯！,1,35
179,你對著%s舉杯。乾杯！,2,35
180,%s舉起酒杯，然後一飲而盡。乾杯！,4,35
181,你舉起酒杯，然後一飲而盡。乾杯！,6,35
182,一條長長的口水掛在%s的嘴邊。,0,36
183,一條長長的口水掛在%s的嘴邊。,1,36
184,一條長長的口水掛在你的嘴邊。,2,36
185,一條長長的口水掛在%s的嘴邊。,4,36
186,一條長長的口水掛在你的嘴邊。,6,36
187,%s開始在%s面前吃東西。,0,37
188,%s開始在你面前吃東西。,1,37
189,你在%s面前開始吃東西。,2,37
190,%s開始吃東西。,4,37
191,你開始吃東西。,6,37
192,%s上下打量了一下%s。,0,38
193,%s上下打量了一下你。,1,38
194,你上下打量了一下%s。,2,38
195,%s眯著眼睛看著你。,4,38
196,你瞇起了眼睛。,6,38
197,%s放了一個很響的屁。嗯…什麼東西這麼臭？,0,39
198,%s放了一個很響的屁。嗯…什麼東西這麼臭？,1,39
199,你放了一個很響的屁。嗯…什麼東西這麼臭？,2,39
200,%s放了一個很響的屁。嗯...什麼東西這麼臭?,4,39
201,你放了一個很響的屁。嗯...什麼東西這麼臭?,6,39
202,%s等%s等得坐立不安。,0,40
203,%s等你等得坐立不安。,1,40
204,你等%s等得坐立不安。,2,40
205,%s顯得坐立不安。,4,40
206,你顯得坐立不安。,6,40
207,%s向%s展示肌肉。哇，好壯啊！,0,41
208,%s向你展示他的肌肉。哇，好壯啊！,1,41
209,你向%s展示你的肌肉。哇，好壯啊！,2,41
210,%s正在展示他的肌肉。哇，好壯啊！,4,41
211,你正在展示你的肌肉。哇，好壯啊！,6,41
212,%s正在展示她的肌肉。哇，好壯啊！,12,41
213,%s失望地對%s皺起了眉頭。,0,42
214,%s失望地對你皺起了眉頭。,1,42
215,你失望地對%s皺起了眉頭。,2,42
216,%s皺著眉頭。,4,42
217,你皺著眉頭。,6,42
218,%s對著%s倒抽了一口氣。,0,43
219,%s對著你倒抽了一口氣。,1,43
220,你對著%s倒抽了一口氣。,2,43
221,%s顯得氣喘吁吁。,4,43
222,你顯得氣喘吁吁。,6,43
223,%s渴求地凝視著%s。,0,44
224,%s渴求地凝視著你。,1,44
225,你渴求得凝視著%s。,2,44
226,%s凝視著遠方。,4,44
227,你凝視著遠方。,6,44
228,%s對著%s咯咯地傻笑。,0,45
229,%s對著你咯咯地傻笑。,1,45
230,你對著%s咯咯地傻笑。,2,45
231,%s傻笑。,4,45
232,你在咯咯地傻笑。,6,45
233,%s生氣地對著%s瞪大了眼睛。,0,46
234,%s生氣地對著你瞪大了眼睛。,1,46
235,你生氣地對著%s瞪大了眼睛。,2,46
236,%s生氣地瞪大了眼睛。,4,46
237,你生氣地瞪大了眼睛。,6,46
238,%s幸災樂禍於%s的不幸。,0,47
239,%s幸災樂禍於你的不幸。,1,47
240,你幸災樂禍於%s的不幸。,2,47
241,%s幸災樂禍於大家的不幸。,4,47
242,你幸災樂禍於大家的不幸。,6,47
243,%s熱情問候%s。,0,48
244,%s熱情問候你。,1,48
245,你熱情問候%s。,2,48
246,%s熱情地問候大家。,4,48
247,你熱情地問候大家。,6,48
248,%s惡邪地對%s一笑。,0,49
249,%s邪惡地對你一笑。,1,49
250,你邪惡地對%s笑了笑。,2,49
251,%s邪惡地笑了笑。,4,49
252,你邪惡地笑了笑。,6,49
253,%s對著%s痛苦地呻吟。,0,50
254,%s對著你痛苦地呻吟。,1,50
255,你對著%s痛苦地呻吟。,2,50
256,%s開始痛苦地呻吟。,4,50
257,你開始痛苦地呻吟。,6,50
258,%s在%s面前卑躬屈膝，好像一個奉承的苦工一樣。,0,51
259,%s在你面前卑躬屈膝，好像一個奉承的苦工一樣。,1,51
260,你在%s面前卑躬屈膝，好像一個屈從的苦工一樣。,2,51
261,"%s卑微地跪在地上, 沉溺於奉承。",4,51
262,"你卑微地跪在地上, 沉溺於奉承。",6,51
263,%s看了%s一眼然後哈哈大笑。,0,52
264,%s看了你一眼然後哈哈大笑。,1,52
265,你看了%s一眼然後哈哈大笑。,2,52
266,%s放聲大笑。,4,52
267,你放聲大笑。,6,52
268,%s和%s打招呼。,0,53
269,%s和你打招呼。,1,53
270,你和%s打招呼。,2,53
271,%s和周遭所有的人打招呼。,4,53
272,你和周圍所有的人打招呼。,6,53
273,%s和周遭所有的人打招呼。,12,53
274,%s感到和%s在一起很開心!,0,54
275,%s感到和你在一起很開心!,1,54
276,你感到和%s在一起很開心!,2,54
277,%s顯得非常高興!,4,54
278,你顯得非常高興!,6,54
279,%s真心地向%s表示問候。,0,55
280,%s真心地向你表示問候。,1,55
281,你真心地向%s表示問候。,2,55
282,%s真心地向大家表示問候。,4,55
283,你真心地向大家表示問候。,6,55
284,%s擁抱了%s。,0,56
285,%s擁抱你。,1,56
286,你擁抱了%s。,2,56
287,%s需要一個擁抱!,4,56
288,你需要一個擁抱!,6,56
289,%s感到很餓。也許%s身上有食物…,0,57
290,%s感到很餓。也許你身上有食物…,1,57
291,你覺得很餓。也許%s會有一些食物。,2,57
292,%s感到很餓!,4,57
293,你感到很餓!,6,57
294,%s給了%s一個飛吻。,0,58
295,%s給了你一個飛吻。,1,58
296,你給了%s一個飛吻。,2,58
297,%s拋出一個飛吻。,4,58
298,你拋出一個飛吻。,6,58
299,%s在%s面前跪下。,0,59
300,%s在你面前跪下。,1,59
301,你在%s面前跪下。,2,59
302,%s跪了下來。,4,59
303,你跪了下來。,6,59
304,%s在嘲笑%s。,0,60
305,%s在嘲笑你。,1,60
306,你在嘲笑%s。,2,60
307,%s大笑。,4,60
308,你大笑。,6,60
309,%s在%s面前躺下。,0,61
310,%s在你面前躺下。,1,61
311,你在%s面前躺下。,2,61
312,%s躺了下來。,4,61
313,你躺了下來。,6,61
314,%s幫%s按摩肩膀。,0,62
315,%s幫你按摩肩膀。,1,62
316,你幫%s按摩肩膀。,2,62
317,%s需要按摩一下!,4,62
318,你需要按摩一下!,6,62
319,,0,63
320,,1,63
321,,2,63
322,,4,63
323,,6,63
324,%s把屁股對著大家。,0,64
325,%s把屁股對著大家。,1,64
326,你把屁股對著大家。,2,64
327,%s把屁股對著大家。,4,64
328,你把屁股對著大家。,6,64
329,%s把屁股對著大家。,8,64
330,%s把屁股對著大家。,9,64
331,%s把屁股對著大家。,12,64
332,%s深深的陷入對於%s之死的哀思中。,0,65
333,%s深深的陷入對你的死亡哀思中。,1,65
334,你深深的陷入對於%s之死的哀思中。,2,65
335,%s深深的陷入對於死者的哀思中。,4,65
336,你深深的陷入對於死者的哀思中。,6,65
337,%s堅決地對%s說不。沒得商量。,0,66
338,%s堅決地對你說不。沒得商量。,1,66
339,你堅定拒絕了%s。那是不可能的。,2,66
340,%s堅決地聲明，不。,4,66
341,你斬釘截鐵地說了個不字。,6,66
342,%s對%s點了點頭。,0,67
343,%s對你點了點頭。,1,67
344,你對%s點了點頭。,2,67
345,%s點點頭。,4,67
346,你點了點頭。,6,67
347,%s挖了挖鼻孔，把手指伸到%s面前。,0,68
348,%s挖了挖鼻孔，把手指伸到你面前。,1,68
349,你挖了挖鼻孔，把手指伸到%s面前。,2,68
350,%s無聊地挖鼻孔來打發時間。,4,68
351,你無聊地挖鼻孔來打發時間。,6,68
352,%s挖了挖鼻孔，把手指伸到%s面前。,8,68
353,%s挖了挖鼻孔，把手指伸到你面前。,9,68
354,%s看了一眼%s，然後大驚失色。,0,69
355,%s看了你一眼，然後大驚失色。,1,69
356,你看了一眼%s，然後大驚失色。,2,69
357,%s驚恐地跑來跑去。,4,69
358,你驚恐地跑來跑去。,6,69
359,%s仔細地打量了一下%s。,0,70
360,%s仔細地打量了你一下。,1,70
361,你仔細地打量了一下%s。,2,70
362,%s仔細地打量了一下四周。,4,70
363,你仔細地打量了一下四周。,6,70
364,%s向%s懇求。,0,71
365,%s向你懇求。,1,71
366,你向%s懇求。,2,71
367,%s跪了下來，絕望地懇求著。,4,71
368,你跪了下來，絕望地懇求著。,6,71
369,%s跪了下來，絕望地懇求著。,12,71
370,%s指著%s。,0,72
371,%s指著你。,1,72
372,你指著%s。,2,72
373,%s指向遠方。,4,72
374,你指向遠方。,6,72
375,%s戳了戳%s，嗨！,0,73
376,%s戳了戳你，嗨！,1,73
377,你戳了戳%s。嘿！,2,73
378,%s戳了戳他的肚子然後咯咯地傻笑。,4,73
379,你戳了戳你的肚子然後咯咯地傻笑。,6,73
380,%s戳了戳她的肚子然後咯咯地傻笑。,12,73
381,%s虔誠地為%s祈禱。,0,74
382,%s虔誠地為你祈禱。,1,74
383,你虔誠地為%s祈禱。,2,74
384,%s虔誠地向神祈禱。,4,74
385,你虔誠地向神祈禱。,6,74
386,%s對著%s發出野獸般的狂吼。好兇啊！,0,75
387,%s對著你發出野獸般的狂吼。好兇啊！,1,75
388,你對著%s發出野獸般的狂吼。好兇啊！,2,75
389,%s發出野獸般的狂吼。好兇啊！,4,75
390,你發出野獸般的狂吼。好兇啊！,6,75
391,%s對著%s笑翻在地。,0,76
392,%s對著你笑倒在地。,1,76
393,你對著%s笑翻在地。,2,76
394,%s笑翻在地。,4,76
395,你笑翻在地。,6,76
396,%s對%s做了個粗魯的手勢。,0,77
397,%s對你做了個粗魯的手勢。,1,77
398,你對%s做了個粗魯的手勢。,2,77
399,%s做了個粗魯的手勢。,4,77
400,你做了個粗魯的手勢。,6,77
401,%s滿懷敬意地向%s致敬。,0,78
402,%s滿懷敬意地向你致敬。,1,78
403,你滿懷敬意地向%s致敬。,2,78
404,%s立正敬禮。,4,78
405,你立正敬禮。,6,78
406,%s抓了抓%s。喵喵！,0,79
407,%s抓了抓你。喵喵！,1,79
408,你抓了抓%s。就像貓咪一樣！,2,79
409,%s抓了抓自己。啊，舒服多了！,4,79
410,你抓了抓你自己。啊，舒服多了！,6,79
411,%s抓了抓自己。啊，舒服多了！,12,79
412,%s覺得%s真是魅力十足。,0,80
413,%s覺得你真是魅力十足。,1,80
414,你覺得%s魅力十足。,2,80
415,%s的裝扮實在是太有誘惑力了...讓人怦然心動。,4,80
416,你的裝扮實在是太有誘惑力了...讓人怦然心動。,6,80
417,%s的裝扮實在是太有誘惑力了...讓人怦然心動。,12,80
418,,0,81
419,,1,81
420,,2,81
421,,4,81
422,,6,81
423,,8,81
424,,9,81
425,,12,81
426,%s對著%s大叫。,0,82
427,%s對著你大叫。,1,82
428,你對著%s大叫。,2,82
429,%s在大叫。,4,82
430,你在大叫。,6,82
431,%s對%s聳了聳肩。誰知道呢？,0,83
432,%s對你聳了聳肩。誰知道呢？,1,83
433,你對著%s聳了聳肩。誰知道呢？,2,83
434,%s聳了聳肩。誰知道呢？,4,83
435,你聳了聳肩。誰知道呢？,6,83
436,%s害羞地避開了%s。,0,84
437,%s害羞地避開了你。,1,84
438,你在%s面前感到很害羞。,2,84
439,%s顯得十分害羞!,4,84
440,你顯得十分害羞!,6,84
441,%s對著%s嘆了口氣。,0,85
442,%s對著你嘆了口氣。,1,85
443,你對著%s嘆了口氣。,2,85
444,%s長長地嘆了一口氣。,4,85
445,你長長地嘆了一口氣。,6,85
446,,4,86
447,,6,86
448,%s進入了夢鄉。Zzzzzzz...,4,87
449,你進入了夢鄉。Zzzzzzz...,6,87
450,%s呲牙咧嘴地朝著%s怒吼。,0,88
451,%s呲牙咧嘴地朝著你怒吼。,1,88
452,你呲牙咧嘴地朝著%s怒吼。,2,88
453,%s呲牙咧嘴地開始怒吼。,4,88
454,你呲牙咧嘴地開始怒吼。,6,88
455,%s呲牙咧嘴地朝著%s怒吼。,8,88
456,%s呲牙咧嘴地朝著你怒吼。,9,88
457,%s呲牙咧嘴地開始怒吼。,12,88
458,,0,89
459,,1,89
460,,2,89
461,%s朝地上吐口水。,4,89
462,你朝地上吐口水。,6,89
463,%s用目光壓倒了%s。,0,90
464,%s用目光壓倒了你。,1,90
465,你用目光壓倒了%s。,2,90
466,%s凝視著遠方。,4,90
467,你凝視著遠方。,6,90
468,%s對%s的行為感到很驚訝。,0,91
469,%s對你的行為感到很驚訝。,1,91
470,你對%s的行為感到很驚訝。,2,91
471,%s感到非常驚訝!,4,91
472,你感到非常的驚訝!,6,91
473,%s向%s投降。失敗的滋味真不好受啊…,0,92
474,%s向你投降。失敗的滋味真不好受啊…,1,92
475,你向%s投降。失敗的滋味真不好受啊…,2,92
476,%s向他的對手投降。,4,92
477,你向對手投降。,6,92
478,%s向她的對手投降。,12,92
479,%s有些事想和%s討論一下。,0,93
480,%s有些事想和你討論一下。,1,93
481,你有些事想和%s討論一下。,2,93
482,因為沒有人感興趣，%s只能自言自語。,4,93
483,看起來沒有人感興趣，你只能自言自語。,6,93
484,看起來沒有人感興趣，%s只能自言自語。,12,93
485,%s正和%s興高采烈地交談著。,0,94
486,%s正和你興高采烈地交談著。,1,94
487,你正和%s興高采烈地交談著。,2,94
488,%s正和大家興高采烈地交談著。,4,94
489,你正和大家興高采烈地交談著。,6,94
490,%s正在向%s提問。,0,95
491,%s向你提問。,1,95
492,你向%s提問。,2,95
493,%s想要知道生活的意義。,4,95
494,你想要知道生活的意義。,6,95
495,%s一邊用腳打著拍子一邊等待%s。,0,96
496,%s一邊用腳打著拍子一邊等你。,1,96
497,你一邊用腳打著拍子一邊等待%s。,2,96
498,%s不耐煩地用腳打著拍子，快一點!,4,96
499,你不耐煩地用腳打著拍子，快一點!,6,96
500,%s一邊用腳打著拍子一邊等待%s。,8,96
501,%s一邊用腳打著拍子一邊等你。,9,96
502,%s不耐煩地用腳打著拍子，快一點!,12,96
503,%s向%s表示感謝。,0,97
504,%s對你表示感謝。,1,97
505,你對%s表示感謝。,2,97
506,%s向大家表示感謝。,4,97
507,你向周遭所有的人表示感謝。,6,97
508,%s以死亡的懲罰威脅%s。,0,98
509,%s以死亡的懲罰威脅你。,1,98
510,你以死亡的懲罰威脅%s。,2,98
511,%s以死亡的懲罰威脅大家。,4,98
512,你以死亡的懲罰威脅大家。,6,98
513,%s告訴%s他已經很累了。,0,99
514,%s告訴你他已經很累了。,1,99
515,你告訴%s你已經很累了。,2,99
516,%s告訴大家他已經很累了。,4,99
517,你告訴大家你已經很累了。,6,99
518,%s告訴%s她已經很累了。,8,99
519,%s告訴你她已經很累了。,9,99
520,%s告訴大家她已經很累了。,12,99
521,%s與%s一起分享勝利的榮耀。,0,100
522,%s與你一起分享勝利的榮耀。,1,100
523,你與%s一起分享勝利的榮耀。,2,100
524,%s沉醉在勝利的榮耀之中。,4,100
525,你沉醉在勝利的榮耀之中。,6,100
526,%s向%s揮手致意。,0,101
527,%s向你揮手致意。,1,101
528,你向%s揮手致意。,2,101
529,%s揮揮手。,4,101
530,你揮了揮手。,6,101
531,%s歡迎%s的到來。,0,102
532,%s歡迎你的到來。,1,102
533,你歡迎%s的到來。,2,102
534,%s向大家表示歡迎。,4,102
535,你向大家表示歡迎。,6,102
536,%s可憐兮兮地向%s訴苦。,0,103
537,%s可憐兮兮地向你訴苦。,1,103
538,你可憐兮兮地向%s訴苦。,2,103
539,%s在可憐兮兮地訴苦。,4,103
540,你在可憐兮兮地訴苦。,6,103
541,%s響亮地吹了一聲口哨。,0,104
542,%s響亮地吹了一聲口哨。,1,104
543,你響亮地吹了一聲口哨。,2,104
544,%s響亮地吹了一聲口哨。,4,104
545,你響亮地吹了一聲口哨。,6,104
546,%s在和%s一起工作。,0,105
547,%s和你一起工作。,1,105
548,你和%s一起工作。,2,105
549,%s開始工作。,4,105
550,你開始工作。,6,105
551,%s對著%s深深地打了個哈欠。,0,106
552,%s對著你深深地打了個哈欠。,1,106
553,你對著%s深深地打了個哈欠。,2,106
554,%s深深地打了個哈欠。,4,106
555,你深深地打了個哈欠。,6,106
556,%s對%s感到吃驚。,0,107
557,%s對你感到吃驚。,1,107
558,你對%s感到吃驚。,2,107
559,%s對這個狀況感到吃驚。,4,107
560,你對這個狀況感到吃驚。,6,107
561,%s試圖讓%s冷靜下來。,0,108
562,%s試圖讓你冷靜下來。,1,108
563,你試圖讓%s冷靜下來。,2,108
564,%s保持冷靜。,4,108
565,你保持冷靜。,6,108
566,%s告訴%s他感到很冷。,0,109
567,%s告訴你他感到很冷。,1,109
568,你告訴%s你感到很冷。,2,109
569,%s告訴大家他感到很冷。,4,109
570,你告訴大家你感到很冷。,6,109
571,%s告訴%s她感到很冷。,8,109
572,%s告訴你她感到很冷。,9,109
573,%s告訴大家她感到很冷。,12,109
574,%s在安慰%s。,0,110
575,%s安慰你。,1,110
576,你安慰%s。,2,110
577,%s需要被安慰。,4,110
578,你需要安慰。,6,110
579,%s依偎著%s。,0,111
580,%s依偎著你。,1,111
581,你依偎著%s。,2,111
582,%s想要被擁抱一下。,4,111
583,你想要找人依偎一下。,6,111
584,%s躲到%s身後。,0,112
585,%s躲在你後面。,1,112
586,你躲在%s後面。,2,112
587,%s蹲著藏了起來。,4,112
588,你蹲下掩護自己。,6,112
589,%s認為%s是個沒有教養的傢伙。,0,113
590,%s認為你是個沒有教養的傢伙。,1,113
591,你認為%s是個沒教養的傢伙。,2,113
592,%s認為周遭所有的人都是沒教養的傢伙。,4,113
593,你認為周遭所有的人都是沒有教養的傢伙。,6,113
594,%s覺得周遭所有的人都是沒有教養的傢伙。,12,113
595,%s向%s作了一番自我介紹。,0,114
596,%s向你介紹他自己。,1,114
597,你向%s作了一番自我介紹。,2,114
598,%s向大家作了一番自我介紹。,4,114
599,你向大家介紹你自己。,6,114
600,%s向%s介紹她自己。,8,114
601,%s向你作了一番自我介紹。,9,114
602,%s向大家介紹她自己。,12,114
603,%s告訴%s他只是在開玩笑。,0,115
604,%s告訴你他只是在開玩笑。,1,115
605,你告訴%s你只是在開玩笑。,2,115
606,%s只是在開玩笑。,4,115
607,你只是在開玩笑。,6,115
608,%s告訴%s她只是在開玩笑。,8,115
609,%s告訴你她只是在開玩笑。,9,115
610,%s舔了舔%s。,0,116
611,%s舔了舔你。,1,116
612,你舔了舔%s。,2,116
613,%s舔了舔嘴唇。,4,116
614,你舔了舔嘴唇。,6,116
615,%s舔了舔嘴唇。,12,116
616,%s正在專心地聽%s講話。,0,117
617,%s認真地聽你說話。,1,117
618,你認真地聽%s說話。,2,117
619,%s正在專心地聽著。,4,117
620,你正在仔細地聆聽!,6,117
621,%s想要讓%s知道他完全地失敗了。,0,118
622,%s告訴你他已經徹底失敗了。,1,118
623,你告訴%s你已經徹底失敗了。,2,118
624,%s徹底地失敗了。,4,118
625,你徹底地失敗了。,6,118
626,%s想要讓%s知道她完全地失敗了。,8,118
627,%s告訴你她已經徹底失敗了。,9,118
628,%s嘲笑%s的愚蠢。,0,119
629,%s嘲笑你的愚蠢。,1,119
630,你嘲笑%s的愚蠢。,2,119
631,%s似乎萬念俱灰了。,4,119
632,你看破紅塵，覺得一切都無所謂了。,6,119
633,%s認真思考著%s的行為。,0,120
634,%s對你的行為認真的思考。,1,120
635,你對%s的行為認真的思考著。,2,120
636,%s對這樣的狀況認真的思考著。,4,120
637,你仔細斟酌著當前的狀況。,6,120
638,%s向%s飛身猛撲了過去。,0,121
639,%s向你撲了過來。,1,121
640,你向著%s撲了過去。,2,121
641,%s從暗處撲了出來。,4,121
642,你從暗處撲了出來。,6,121
643,%s對於%s大加讚賞。,0,122
644,%s對於你大加讚賞。,1,122
645,你對於%s大加讚賞。,2,122
646,%s讚美光明的力量。,4,122
647,你讚美光明的力量。,6,122
648,%s對著%s發出呼嚕呼嚕的聲音。,0,123
649,%s對著你發出呼嚕呼嚕的聲音。,1,123
650,你對著%s發出呼嚕呼嚕的聲音。,2,123
651,%s像貓咪一樣發出呼嚕呼嚕的聲音。,4,123
652,你像貓咪一樣發出呼嚕呼嚕的聲音。,6,123
653,%s被%s搞糊塗了。,0,124
654,%s被你搞糊塗了。你在做什麼啊?,1,124
655,你被%s搞糊塗了。,2,124
656,%s被搞糊塗了。這到底是怎麼一回事啊?,4,124
657,你被搞糊塗了。這到底是怎麼一回事啊?,6,124
658,%s看著%s並舉起了他的手。,0,125
659,%s看著你，舉起了他的手。,1,125
660,你看著%s，舉起了你的手。,2,125
661,%s舉起了他的手。,4,125
662,你舉起了你的手。,6,125
663,%s看著%s並舉起了她的手。,8,125
664,%s看著你，舉起了她的手。,9,125
665,%s舉起了她的手。,12,125
666,%s告訴%s已經準備好了!,0,126
667,%s告訴你已經準備好了!,1,126
668,你告訴%s你已經準備好了。,2,126
669,%s讓大家知道他已經準備好了。,4,126
