ID,Display_lang,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags[0],Flags[1],Flags[2],Flags[3],Flags[4],AllowableRaces[0],AllowableRaces[1]
809,血剃刃,4,0,0,0,-1,20,0,0,0,26,0,8192,0,0,0,-1,-1
810,北風之錘,4,0,0,0,-1,21,0,0,0,27,0,8192,0,0,0,-1,-1
811,密林戰斧,4,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
812,亮木法杖,4,0,0,0,-1,21,0,0,0,27,0,8704,0,0,0,-1,-1
816,小拳刃,2,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
820,分割者之刃,2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
821,河爪皮外衣,2,0,0,0,-1,4,0,0,0,6,0,8192,0,0,0,-1,-1
826,河爪之斧,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
827,邪惡棍棒,2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
832,銀色迪菲亞腰帶,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
837,厚布護甲,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
838,厚布束褲,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
839,厚布手套,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
840,厚布鞋,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
843,棕色皮靴,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
844,棕色皮手套,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
845,棕色皮束褲,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
846,棕色皮上衣,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
847,鎖鍊護甲,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
848,鎖鍊束褲,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
849,鎖鍊長靴,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
850,鎖鍊手套,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
851,鬥士彎劍,1,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
852,錘,1,0,0,0,-1,4,0,0,0,7,0,8192,0,0,0,-1,-1
853,短斧,1,0,0,0,-1,5,0,0,0,9,0,8192,0,0,0,-1,-1
854,長棍,1,0,0,0,-1,5,0,0,0,9,0,8192,0,0,0,-1,-1
859,優質布襯衣,2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
860,騎兵的靴子,1,0,0,0,-1,0,0,0,0,6,0,8192,8388608,0,0,-1,-1
863,黑暗收割者,2,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
864,勇武長劍,2,0,0,0,-1,0,0,0,0,21,0,8192,0,0,0,-1,-1
865,鉛質釘錘,2,0,0,0,-1,12,0,0,0,19,0,8192,0,0,0,-1,-1
866,僧侶法杖,2,0,0,0,-1,16,0,0,0,23,0,8192,0,0,0,-1,-1
867,聖力手套,4,0,0,0,-1,16,0,0,0,23,0,8192,0,0,0,-1,-1
868,熱情監護者,4,0,0,0,-1,16,0,0,0,23,0,8192,0,0,0,-1,-1
869,眩光,4,0,0,0,-1,15,0,0,0,22,0,8192,0,0,0,-1,-1
870,熾炎戰斧,4,0,0,0,-1,15,0,0,0,22,0,8192,0,0,0,-1,-1
871,風暴戰斧,4,0,0,0,-1,18,0,0,0,25,0,8192,0,0,0,-1,-1
872,切石者,3,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
873,喬丹法杖,4,0,0,0,-1,0,0,0,0,22,0,8704,0,0,0,-1,-1
876,用舊的木製圓盾,1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
880,恐懼法杖,2,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
885,黑色金屬大斧,2,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
886,黑色金屬短劍,2,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
888,納迦軍用手套,3,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
890,聖歌法杖,3,0,0,0,-1,9,0,0,0,15,0,8704,0,0,0,-1,-1
892,豺狼人法師手套,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
897,瘋狼護腕,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
899,毒蜘蛛的牙齒,2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
911,鐵樹木棍,2,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
914,大型巨魔鍊甲護甲,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
920,邪惡釘錘,2,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
922,達西安鐮刀,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
923,長劍,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
924,牢固的木槌,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
925,尖刺流星錘,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
926,大型戰鬥斧,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
927,雙面斧,1,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
928,長杖,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
934,斯塔文的鐮刀,3,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
935,守夜人短劍,3,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
936,午夜釘錘,3,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
937,暮色森林黑杖,3,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
940,洞察長袍,4,0,0,0,-1,18,0,0,0,25,0,8192,0,0,0,-1,-1
943,看守者法杖,4,0,0,0,-1,19,0,0,0,25,0,8192,0,0,0,-1,-1
944,元素法杖,4,0,0,0,-1,23,0,0,0,29,0,8704,0,0,0,-1,-1
983,紅色亞麻束帶,2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1008,用舊的劍,1,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1009,緊湊戰錘,2,0,0,0,-1,0,0,0,0,6,0,8192,8388608,0,0,-1,-1
1010,瘤木短杖,1,0,0,0,-1,0,0,0,0,3,0,8192,0,0,0,-1,-1
1011,鋒利戰斧,1,0,0,0,-1,0,0,0,0,3,0,8192,0,0,0,-1,-1
1121,山貓之足,3,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
1131,懲罰圖騰,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1154,人民軍腰帶,1,0,0,0,-1,0,0,0,0,7,0,8192,8388608,0,0,-1,-1
1155,夢遊者魔棒,3,0,0,0,-1,10,0,0,0,16,0,8704,0,0,0,-1,-1
1156,豪華珠寶戒指,3,0,0,0,-1,7,0,0,0,12,524288,24576,0,0,0,-1,-1
1158,結實的鐵棍,2,0,0,0,-1,0,0,0,0,5,0,8704,0,0,0,-1,-1
1159,民兵長棍,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1161,民兵短劍,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1168,骨火,4,0,0,0,-1,23,0,0,0,29,0,8192,0,0,0,-1,-1
1169,黑顱,4,0,0,0,-1,18,0,0,0,24,0,8192,0,0,0,-1,-1
1171,精心縫製的長袍,2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1172,葛瑞森的火炬,2,0,0,0,-1,0,0,0,0,13,0,8192,0,0,0,-1,-1
1173,飽經風霜的靴子,1,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1182,黃銅飾釘護腕,1,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1183,橡皮腕甲,2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1190,監督者披風,2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1194,損壞的雙手劍,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1195,狗頭人的鏟子,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1196,大板斧,1,0,0,0,-1,4,0,0,0,7,0,8192,0,0,0,-1,-1
1197,巨棒,1,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1198,巨刃劍,1,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1200,木製大盾,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1201,黑色尖頭盾,1,0,0,0,-1,3,0,0,0,5,0,8194,0,0,0,-1,-1
1202,牆盾,1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
1203,暴風城聖禦盾,3,0,0,0,-1,21,0,0,0,27,0,8192,0,0,0,-1,-1
1204,綠塔,4,0,0,0,-1,15,0,0,0,22,0,8192,0,0,0,-1,-1
1207,魔星釘錘,2,0,0,0,-1,14,0,0,0,22,0,8192,0,0,0,-1,-1
1211,豺狼人作戰背心,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1213,豺狼人部族護腕,1,0,0,0,-1,4,0,0,0,7,0,8192,0,0,0,-1,-1
1214,豺狼人懲處錘,2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
1215,支柱束腰,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
1218,豺狼人重木棒,2,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1219,赤脊山砍刀,2,0,0,0,-1,5,0,0,0,9,0,8192,0,0,0,-1,-1
1220,豺狼人戰斧,2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1263,碎靈,4,0,0,0,-1,23,0,0,0,29,0,8192,0,0,0,-1,-1
1264,擊頭者,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1265,蠍刺劍,3,0,0,0,-1,14,0,0,0,22,0,8192,0,0,0,-1,-1
1270,精美的狼皮披風,2,0,0,0,-1,0,0,0,0,8,0,8192,8388608,0,0,-1,-1
1273,森林鍊甲,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1275,軍官鍊甲外衣,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1276,淬火圓盾,2,0,0,0,-1,0,0,0,0,17,0,8192,8388608,0,0,-1,-1
1280,寬大的兜帽,2,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
1282,火花金屬頭巾,2,0,0,0,-1,0,0,0,0,19,0,8192,8388608,0,0,-1,-1
1287,巨型狼蛛牙,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1292,屠夫斬斧,3,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1296,黑石釘錘,2,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1297,暗影施法者之袍,2,0,0,0,-1,12,0,0,0,19,0,8192,0,0,0,-1,-1
1299,尖塔腰帶,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
1300,次級尖塔法杖,2,0,0,0,-1,7,0,0,0,12,0,8704,0,0,0,-1,-1
1302,黑色幼龍手套,2,0,0,0,-1,0,0,0,0,11,0,8192,8388608,0,0,-1,-1
1303,修橋工的手套,2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1304,馬術手套,2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1306,狼鬃腕甲,2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1310,鐵匠長褲,2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1314,食屍鬼的手指,2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1317,硬根法杖,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1318,黑夜掠刃,3,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
1351,指骨護腕,2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
1355,鹿皮斗篷,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1359,獅紋手套,1,0,0,0,-1,0,0,0,0,4,0,8192,0,0,0,-1,-1
1360,暴風城鎧甲手套,2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1364,粗糙的皮外衣,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1366,粗糙的皮束褲,0,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1367,粗糙的皮靴,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1368,粗糙的皮手套,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1369,粗糙的皮帶,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1370,粗糙的皮護腕,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1372,粗糙的皮質披風,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1374,磨損的輕鞋,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1376,磨損的披風,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1377,磨損的手套,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1378,磨損的束褲,0,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1380,磨損的長袍,0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1382,石質釘錘,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1383,石質輕斧,1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1384,鈍刃,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1386,棘木戰斧,1,0,0,0,-1,0,0,0,0,2,0,8192,0,0,0,-1,-1
1387,食屍鬼之牙,2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
1388,歪斜法杖,1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1389,狗頭人的木槌,1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1391,河爪秘法杖,2,0,0,0,-1,6,0,0,0,11,0,8704,0,0,0,-1,-1
1394,流木棒,2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1395,學徒束褲,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1396,侍僧束褲,1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1405,泡沫法杖,2,0,0,0,-1,6,0,0,0,10,0,8704,0,0,0,-1,-1
1406,珍珠鑲嵌長矛,2,0,0,0,-1,10,0,0,0,13,0,8192,0,0,0,-1,-1
1411,枯木法杖,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1412,粗製重劍,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1413,無力短劍,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1414,破損的戰錘,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1415,木工槌,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1416,生鏽的短斧,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1417,卷刃的戰鬥斧,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1418,舊皮帶,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1419,舊皮靴,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1420,舊皮護腕,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1421,舊皮披風,0,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
1422,舊皮手套,0,0,0,0,-1,1,0,0,0,3,0,8192,0,0,0,-1,-1
1423,舊皮束褲,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1425,舊皮外衣,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1427,碎料輕鞋,0,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
1429,碎料披風,0,0,0,0,-1,1,0,0,0,3,0,8192,0,0,0,-1,-1
1430,碎料手套,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1431,碎料束褲,0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1433,碎料護甲,0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1436,戍邊長褲,2,0,0,0,-1,0,0,0,0,10,0,8192,8388608,0,0,-1,-1
1438,戰士之盾,1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1440,豺狼人碎骨錘,2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
1445,黑石肩鎧,1,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
1446,黑石長靴,2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
1448,黑石護手,2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1454,執行者黑斧,3,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
1455,黑石勇士戰斧,2,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
1457,影皮釘錘,2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
1458,影皮木槌,2,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
1459,影皮割顱斧,2,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
1460,影皮雙手劍,2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1461,屠戮戰鬥斧,2,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
1465,屠虎匕首,2,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
1469,亞頓的彎刀,2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
1473,河岸法杖,2,0,0,0,-1,7,0,0,0,11,0,8704,0,0,0,-1,-1
1479,薩爾瑪的隔熱長手套,1,0,0,0,-1,0,0,0,0,6,0,8192,8388608,0,0,-1,-1
1480,人民軍之拳,2,0,0,0,-1,0,0,0,0,10,0,8192,8388608,0,0,-1,-1
1481,冷酷之爪,3,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
1482,暗影之牙,3,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
1483,碎臉者,3,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1484,巫術護杖,3,0,0,0,-1,8,0,0,0,13,0,8704,0,0,0,-1,-1
1485,乾草叉,0,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
1486,樹皮夾克,3,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
