ID,Name_lang,NameAlt_lang,Title_lang,TitleAlt_lang,Classification,CreatureType,CreatureFamily,StartAnimState,DisplayID[0],DisplayID[1],DisplayID[2],DisplayID[3],DisplayProbability[0],DisplayProbability[1],DisplayProbability[2],DisplayProbability[3],AlwaysItem[0],AlwaysItem[1],AlwaysItem[2]
23231,韋利,,,,0,12,0,3,21381,0,0,0,1,0,0,0,0,0,0
23234,巴那納斯,,,,0,12,0,0,21362,0,0,0,1,1,1,1,0,0,0
23258,艾格伯特,,,,0,12,0,0,21382,0,0,0,1,0,0,0,0,0,0
23266,花生米,,,,0,12,0,0,21393,0,0,0,1,0,0,0,0,0,0
23274,小臭鼬,,,,0,12,0,0,16633,0,0,0,1,1,1,1,0,0,0
23439,飢餓的虛空鰭刺,,,,0,12,0,0,21155,0,0,0,1,1,1,1,0,0,0
23909,邪惡小南瓜,,,,0,12,0,0,21900,0,0,0,1,1,1,1,0,0,0
23944,祖爾金的精華,,,,1,7,0,0,21934,0,0,0,1,0,0,0,21465,21465,0
24266,巫妖王，阿薩斯,,,,1,6,0,0,22234,0,0,0,0,0,0,0,33475,0,0
24267,阿薩斯，黑暗,,,,1,6,0,0,22235,0,0,0,0,0,0,0,0,0,0
24268,阿薩斯，人類,,,,1,7,0,0,21976,0,0,0,0,0,0,0,0,0,0
24388,凸牙,,,,0,12,0,0,22388,0,0,0,1,0,0,0,0,0,0
24389,污息,,,,0,12,0,0,22389,0,0,0,1,0,0,0,0,0,0
24480,莫巧,,,,0,12,0,0,28501,0,0,0,1,1,1,1,0,0,0
24753,嬌小粉紅象,,,,0,12,0,0,22629,0,0,0,0,0,0,0,0,0,0
24968,發條火箭機器人,,,,0,12,0,0,22776,0,0,0,1,1,1,1,0,0,0
25062,小型孢子蝙蝠,,,,0,12,0,3,22855,0,0,0,1,1,1,1,0,0,0
25109,火箭雞,,,,0,12,0,0,22903,0,0,0,1,1,1,1,0,0,0
25110,飛龍風箏,,,,0,12,0,0,22966,22990,22991,22992,1,1,1,1,0,0,0
25146,金豬,,,,0,12,0,0,21304,0,0,0,0,0,0,0,0,0,0
25147,銀豬,,,,0,12,0,0,22938,0,0,0,0,0,0,0,0,0,0
25165,莎珂蕾希女士,,,,1,3,0,0,23177,0,0,0,0,1,1,1,31609,31609,0
25180,快捷黑色戰鬥山羊,,,,0,1,0,0,14577,0,0,0,1,1,1,1,0,0,0
25706,小焦焰,,,,0,12,0,0,8409,0,0,0,0,0,0,0,0,0,0
26050,史納立,,,,0,12,0,0,23507,0,0,0,1,0,0,0,0,0,0
26056,恰克,,,,0,12,0,0,23506,0,0,0,1,0,0,0,0,0,0
26115,暗殞運血者,,煞婪一族,,0,6,0,0,23554,0,0,0,0,1,1,1,34311,0,0
26119,鳳凰寶寶,,,,0,12,0,3,23574,0,0,0,1,1,1,1,0,0,0
26243,赤紅巨蛇,,,,0,12,0,0,15923,0,0,0,1,1,1,1,0,0,0
26499,阿薩斯,,羅德隆王子,,1,7,0,0,24949,0,0,0,0,0,0,0,37579,0,0
26613,寒地幼灰熊,,,,0,1,0,0,23946,23947,23948,0,3,2,1,0,0,0,0
26614,白腳野兔,,,,0,1,0,0,328,0,0,0,0,0,0,0,0,0,0
26966,幽暗折磨者,,,,0,6,0,0,14703,0,0,0,0,0,0,0,0,0,0
27017,枯竭的戰爭魔像,,,,0,12,0,0,26139,0,0,0,0,0,0,0,0,0,0
27217,競賽之靈,,,,0,12,0,3,113730,0,0,0,0,1,1,1,0,0,0
27346,競賽精華,,,,0,12,0,3,24620,0,0,0,0,1,1,1,0,0,0
27438,彩虹鱒魚,,,,0,8,0,0,24637,0,0,0,0,0,0,0,0,0,0
27638,蒼藍之環守護者,,,,1,2,0,3,28080,0,0,0,0,0,0,0,0,0,0
27798,轉生天爪,,,,0,8,0,0,11686,0,0,0,1,0,0,0,0,0,0
27914,以太靈魂交易者,,,,0,12,0,0,25002,0,0,0,1,1,1,1,0,0,0
28267,山狗之靈,,,,0,12,0,0,25265,0,0,0,0,0,0,0,0,0,0
28470,虛空鰭刺幼魚,,,,0,12,0,3,25457,0,0,0,1,1,1,1,0,0,0
28513,小吸血蝙蝠,,,,0,12,0,3,4185,0,0,0,1,1,1,1,0,0,0
28878,骷髏爪牙,,,,0,6,0,0,5231,0,0,0,0,0,0,0,0,0,0
28883,寒霜幼龍,,,,0,12,0,3,28456,0,0,0,1,1,1,1,0,0,0
28960,完全一般兔子(JSB),,,,0,10,0,0,16480,21342,0,0,0,1,0,0,0,0,0
29089,迷你泰瑞爾,,,,0,12,0,3,25900,0,0,0,1,1,1,1,0,0,0
29147,鬼魅骷顱,,,,0,12,0,3,28089,0,0,0,1,1,1,1,0,0,0
29238,天譴縛靈,,,,0,6,0,0,26064,0,0,0,0,1,1,1,0,0,0
29611,瓦里安‧烏瑞恩國王,,暴風城之王,,1,7,0,0,28127,0,0,0,1,1,1,1,45899,0,0
29726,冰冰先生,,,,0,12,0,0,26452,0,0,0,1,1,1,1,0,0,0
29850,洛戈許,,鬼魂之狼,,1,1,0,0,17283,0,0,0,0,0,0,0,0,0,0
30116,大法師埃薩‧奪日者,,祈倫托,,1,7,0,0,26770,0,0,0,1,0,0,0,35781,0,0
30379,西荒雞,,,,0,12,0,0,304,0,0,0,1,1,1,1,0,0,0
31530,大藥劑師普崔司,,,,1,7,0,0,27611,0,0,0,0,0,0,0,0,0,0
31575,巨大下水道老鼠,,,,0,12,0,0,27627,0,0,0,1,1,1,1,0,0,0
31787,城塞看守者,,,,0,6,0,3,7616,0,0,0,1,0,0,0,0,0,0
32326,阿薩斯‧米奈希爾王子,,,,1,6,0,0,27545,0,0,0,1,1,1,1,33475,0,0
32335,雪白裝甲獅鷲獸,,,,0,1,160,0,27913,0,0,0,0,0,0,0,0,0,0
32589,小牛椋鳥,,,,0,12,0,3,62217,0,0,0,1,1,1,1,0,0,0
32590,白色小牛椋鳥,,,,0,12,0,3,28215,0,0,0,1,1,1,1,0,0,0
32591,小眼鏡蛇,,,,0,12,0,0,28084,0,0,0,1,1,1,1,0,0,0
32592,元龍雛龍,,,,0,12,0,3,28217,0,0,0,1,1,1,1,0,0,0
32595,潘古,,,,0,12,0,0,28216,0,0,0,1,1,1,1,0,0,0
32643,祈倫托魔寵,,,,0,12,0,0,45937,0,0,0,1,1,1,1,0,0,0
32695,多納范‧貝爾,,,,0,7,0,0,28180,0,0,0,1,0,0,0,0,0,0
32697,『黑色』達克禾,,,,0,7,0,0,28181,0,0,0,1,0,0,0,0,0,0
32700,賀嘉‧鐵崗,,,,0,7,0,0,28200,0,0,0,1,0,0,0,0,0,0
32702,卓格‧破顱者,,,,0,7,0,0,28201,0,0,0,1,0,0,0,0,0,0
32704,英勇的丹里克,,,,0,7,0,0,28188,0,0,0,1,0,0,0,0,0,0
32706,塞德琳‧白曦,,,,0,7,0,0,28189,0,0,0,1,0,0,0,0,0,0
32708,納瑞斯特‧淡星,,,,0,7,0,0,28182,0,0,0,1,0,0,0,34898,0,0
32709,胡納卡‧綠蹄,,,,0,7,0,0,28183,0,0,0,1,0,0,0,30021,0,0
32710,加爾‧厲灰,,,,0,7,0,0,28184,0,0,0,1,0,0,0,0,0,0
32711,扭曲女獵手庫拉,,,,0,7,0,0,28185,0,0,0,1,0,0,0,0,0,0
32712,驚人的桑索,,,,0,7,0,0,28186,0,0,0,1,1,1,1,27842,0,0
32713,朱瓦納馬娜,,,,0,7,0,0,28187,0,0,0,1,0,0,0,19884,0,0
32714,月之祭司妮希,,,,0,7,0,0,28190,0,0,0,1,0,0,0,29107,0,0
32715,哀傷,,,,0,7,0,0,28191,0,0,0,1,0,0,0,25236,0,0
32716,林姬‧紅齒,,,,0,7,0,0,28192,0,0,0,1,0,0,0,0,0,0
32717,德魯爾,,悲痛者,,0,7,0,0,28193,0,0,0,1,0,0,0,0,0,0
32718,迪西卓拉‧颶耀,,,,0,7,0,0,28195,0,0,0,1,0,0,0,0,0,0
32719,大妖術師歐胡多,,,,0,7,0,0,28196,0,0,0,1,0,0,0,33494,0,0
32720,薇奧麗塔,,,,0,7,0,0,28197,0,0,0,1,0,0,0,31308,0,0
32721,施魔者維令姆,,,,0,7,0,0,28198,0,0,0,1,0,0,0,28604,0,0
32791,春兔,,,,0,12,0,0,6302,0,0,0,1,1,1,1,0,0,0
32818,肥美的火雞,,,,0,12,0,0,45968,0,0,0,1,1,1,1,0,0,0
32841,暴雪熊寶寶,,,,0,12,0,0,16189,0,0,0,1,1,1,1,0,0,0
32906,芙蕾雅,,,,1,5,0,0,28777,0,0,0,0,1,1,1,0,0,0
32939,小鹿,,,,0,12,0,0,28397,0,0,0,1,1,1,1,0,0,0
33072,安努,,知識古樹,,0,4,0,0,1455,0,0,0,0,1,1,1,0,0,0
33188,泰達希爾嫩枝,,,,0,12,0,0,28482,0,0,0,1,1,1,1,0,0,0
33194,丹莫洛幼熊,,,,0,12,0,0,28489,0,0,0,1,1,1,1,0,0,0
33197,提里斯法小蝙蝠,,,,0,12,0,3,4732,0,0,0,1,1,1,1,0,0,0
33198,杜洛塔蠍子,,,,0,12,0,0,15470,0,0,0,1,1,1,1,0,0,0
33199,警報發條機器人,,,,0,12,0,0,14473,0,0,0,1,1,1,1,0,0,0
33200,艾爾文羔羊,,,,0,12,0,0,16205,0,0,0,1,1,1,1,0,0,0
33205,安曼谷小鞭笞者,,,,0,12,0,0,28493,0,0,0,1,1,1,1,0,0,0
33219,莫高雷小陸行鳥,,,,0,12,0,0,28502,0,0,0,1,0,0,0,0,0,0
33226,灘頭蟹,,,,0,12,0,0,45880,0,0,0,1,1,1,1,0,0,0
33227,附魔掃帚,,,,0,12,0,0,45960,0,0,0,1,1,1,1,0,0,0
33238,銀白侍從,銀白侍從,,,0,12,0,0,28946,0,0,0,1,1,1,1,0,0,0
33239,銀白小蠻兵,,,,0,12,0,0,28948,0,0,0,1,1,1,1,0,0,0
33274,機械小陸行鳥,,,,0,12,0,0,28539,0,0,0,1,1,1,1,0,0,0
33299,暗矛迅猛龍,,,,0,1,0,0,29261,0,0,0,1,1,1,1,0,0,0
33529,好奇的小獾狼怪,,,,0,12,0,0,25384,0,0,0,1,0,0,0,0,0,0
33530,好奇的小神諭者,,,,0,12,0,0,25173,0,0,0,1,0,0,0,0,0,0
33532,獾狼怪孤兒,,,,0,12,0,0,25384,0,0,0,1,0,0,0,0,0,0
33533,神諭者孤兒,,,,0,12,0,0,25173,0,0,0,1,1,1,1,0,0,0
33578,『神鬼戰士』魚人穆斯,,,,0,12,0,0,28734,0,0,0,1,1,1,1,0,0,0
33810,森金神像,,,,0,12,0,3,46939,46955,46956,0,1,1,1,0,0,0,0
33836,炸彈機器人,,,,1,9,0,0,6977,0,0,0,0,1,1,1,0,0,0
33975,貴族花園兔子,,,,0,12,0,0,28726,0,0,0,1,0,0,0,0,0,0
34031,XS-001建造者機器人,,,,0,12,0,0,29060,0,0,0,1,1,1,1,0,0,0
34278,阿萎,,,,0,12,0,0,45943,0,0,0,1,0,0,0,0,0,0
34320,毒皮小暴掠龍,,,,0,12,0,0,29251,0,0,0,0,0,0,0,0,0,0
34364,花斑貓,,,,0,12,0,0,11709,0,0,0,1,1,1,1,0,0,0
34527,戴夫的工業光與魔法兔子(小),,,,0,10,0,0,328,27823,0,0,0,1,0,0,0,0,0
34587,戰爭機器人,,,,0,12,0,0,29279,0,0,0,1,1,1,1,0,0,0
34694,阿蠻,,,,0,12,0,0,29348,0,0,0,1,1,1,1,0,0,0
34724,幻光幼龍鰻,,,,0,12,0,3,70232,0,0,0,1,1,1,1,0,0,0
34770,亡舞木偶,,,,0,12,0,0,29404,0,0,0,1,1,1,1,11264,11264,0
34930,翠玉虎,,,,0,12,0,0,29605,0,0,0,1,1,1,1,0,0,0
35384,伊露恩侍徒,,,,0,6,0,0,29798,29799,29800,29801,1,1,1,1,0,0,0
35387,小跳躍迅猛龍,,,,0,12,0,0,29802,0,0,0,1,1,1,1,0,0,0
35394,小拉札希迅猛龍,,,,0,12,0,0,29806,0,0,0,1,1,1,1,0,0,0
35395,小變異迅猛龍,,,,0,12,0,0,29807,0,0,0,1,1,1,1,0,0,0
