ID,Name_lang,Description_lang,CategoryID,InventoryIconFileID,SpellWeight,SpellCategory,MaxQty,MaxEarnablePerWeek,Quality,FactionID,ItemGroupSoundsID,XpQuestDifficulty,AwardConditionID,MaxQtyWorldStateID,RechargingAmountPerCycle,RechargingCycleDurationMS,WarbondTransferPercentage,Field_11_1_0_58221_017,Flags[0],Flags[1]
615,腐化死亡之翼的精華,從死亡之翼本身中萃取而出，這種黑暗的能量是用來作為最可怕咒語的能量來源。,81,132851,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1026,0
676,熊貓人考古學碎片,,82,442742,1,39,200,0,1,0,0,0,0,0,0,0,0,0,34,0
677,魔古考古學碎片,,82,442742,1,40,200,0,1,0,0,0,0,0,0,0,0,0,34,0
692,征服點數隨機戰場變量,,89,463449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1484,0
697,長者的好運符咒,持有長者的好運符咒便有機會用一枚硬幣從魔古山寶庫、恐懼之心、豐泉台、憤怒之煞或沙利斯的劫掠兵團獲得額外獎勵。,133,237281,0,0,20,0,1,0,0,0,0,0,0,0,0,0,2114,0
698,禪師級珠寶匠徽章,為表彰你在珠寶設計領域的卓越技巧，可以用這些徽章來換取獨特的珠寶設計圖和品質極佳的蛟龍之瞳。,133,442739,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
738,次級好運符咒,持有次級好運符咒的人能獲得莫大的幸福，這些符咒最終會轉變成戰鑄徽印，讓持有人能在團隊戰鬥裡獲得額外獎勵。,133,237282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0
752,魔古的命運符文,持有魔古的命運符文便有機會用一枚符文從雷霆王座、納拉卡或烏達斯塔獲得額外獎勵。,133,646678,0,0,20,0,1,0,0,0,0,0,0,0,0,0,2,0
754,螳螂人考古學碎片,,82,839407,1,44,200,0,1,0,0,0,0,0,0,0,0,0,34,0
776,戰鑄徽印,持有戰鑄徽印便有機會用一枚徽印從圍攻奧格瑪、天尊試煉和歐朵斯的戰鬥獲得額外獎勵。,133,514015,0,0,20,0,1,0,0,0,0,0,0,0,0,0,2,0
777,永恆硬幣,彷彿時光重疊般，你感覺到有陰影般的指尖撫過你的手掌，那是這枚硬幣過往與將來的持有者的朦朧印象。在永恆之島上，可以用這些硬幣獲得強大而多樣的獎勵。,133,900319,0,0,0,0,1,0,0,0,0,0,0,0,100,0,66,0
789,血腥硬幣,在永恆之島的迷霧中，從你擊敗的敵人還熱氣騰騰的屍體上扯下來的。,133,900318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0
810,玄鐵碎片,從鋼鐵部落的入侵者身上取得的護甲及武器碎塊。,133,135241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0
821,德拉諾氏族考古學碎片,,82,970886,1,45,250,0,1,0,0,0,0,0,0,0,0,0,34,0
823,頂尖水晶,頂尖水晶是失落古文明遺留下來的遺產，裡面儲存了難以言喻的魔法能量。,137,1061300,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8194,0
824,要塞資源,建造和擴展你要塞的資源。,137,1005027,0,0,10000,0,1,0,0,0,0,0,0,0,0,0,2,0
828,巨魔考古學碎片,,82,136086,1,47,250,0,1,0,0,0,0,0,0,0,0,0,34,0
829,阿拉卡考古學碎片,,82,1002596,1,46,250,0,1,0,0,0,0,0,0,0,0,0,34,0
830,不適用,,82,0,1,48,200,0,1,0,0,0,0,0,0,0,0,0,34,0
897,UNUSED,,137,132780,0,0,100,0,1,0,0,0,0,0,0,0,0,0,8194,0
910,德拉諾鍊金術奧秘,讓你從鍊金實驗室取得新的鍊金術配方。,137,4620669,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
944,文物碎片,天槌巨魔把這些艾斯蘭失落文物的小碎片當成寶貝。,137,1061303,0,0,100000,0,1,0,0,0,0,0,0,0,0,0,8202,0
980,髒鐵幣,雖然看起來髒髒的，不過說不定相當有價值。,137,133792,0,0,2000000,0,3,0,0,0,0,0,0,0,0,0,8,0
994,淬鍊命運徽印,在天槌或黑石鑄造場團隊副本中，可用來扭轉命運，有機會獲得額外的寶藏。,137,838813,0,0,20,0,1,0,0,0,0,0,0,0,0,0,2,0
999,德拉諾裁縫奧秘,讓你從裁縫百貨取得裁縫圖樣。,137,4620681,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1008,德拉諾珠寶學奧秘,讓你取得新的珠寶學設計圖。,137,4620677,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1017,德拉諾製皮奧秘,讓你從製皮廠取得製皮圖樣。,137,4620678,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1020,德拉諾鍛造奧秘,讓你取得新的鍛造設計圖。,137,4620670,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1101,油料,油料是執行海上任務的必要資源，主要可從塔南森林尋獲。,137,1131085,0,0,100000,0,1,0,0,0,0,0,0,0,0,0,66,0
1129,宿命徽印,在地獄火堡壘或德拉諾傳奇難度的地城中，可用來扭轉命運，有機會獲得額外的寶藏。,137,1119886,0,0,20,0,1,0,0,0,0,0,0,0,0,0,2,0
1149,盲目之眼,手工打造的粗糙硬幣。上面的圖案和祈倫托的符號很像，但關鍵的差異在於：它的眼睛是閉起來的。,141,801132,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,2,0
1154,暗影硬幣,扒手小偷和刺客之間流通的硬幣。可在達拉然底下的城底區使用。,141,646678,0,0,500,0,3,0,0,0,0,0,0,0,0,0,0,0
1155,上古法力,從蘇拉瑪爾地下的古老地脈聚集而來的魔法能量。,141,1377394,0,0,300,0,1,0,0,0,0,0,0,0,0,0,2359298,0
1166,時光扭曲徽章,在時光漫遊地城獲得。用來在主城向時光漫遊商人購買商品。,22,463446,0,0,0,0,3,0,0,0,0,0,0,0,100,0,8194,0
1171,神兵知識,提高你獲得神兵之力的速率。,142,237446,0,0,0,0,6,0,0,0,0,0,0,0,0,0,525376,0
1172,精靈貴族考古學碎片,,82,441146,1,51,200,0,1,0,0,0,0,0,0,0,0,0,34,0
1173,高嶺牛頭人考古學碎片,,82,441146,1,52,200,0,1,0,0,0,0,0,0,0,0,0,34,0
1174,惡魔考古學碎片,,82,441146,1,54,200,0,1,0,0,0,0,0,0,0,0,0,34,0
1191,勇氣點數,可用來升級在傳奇鑰石難度地城中獲得的裝備。,142,463447,0,0,0,0,4,0,0,0,108838,22980,0,0,0,0,2105794,1
1220,大廳資源,可以用來招募部隊、執行任務和升級職業大廳。,141,1397630,0,0,0,0,1,0,0,0,0,0,0,0,0,0,134217730,0
1226,虛空裂片,虛空能量晶化而成的碎片，由燃燒軍團帶來到艾澤拉斯。,141,132775,0,0,0,0,1,0,0,0,0,0,0,0,100,0,134217730,0
1268,時朽文物,從無盡之海深處尋得的神秘納迦文物。莫戈莫戈大王正在時朽海灘尋找這類物品。,141,1061303,0,0,100000,0,1,0,0,0,0,0,0,0,0,0,8202,0
1273,破碎命運徽印,從軍團團隊和傳奇難度地城首領取得，可用來扭轉命運，有機會獲得額外的寶藏。,141,1604167,0,0,6,0,1,0,0,0,0,0,0,0,0,0,2,0
1275,奇特的硬幣,這枚奇特的硬幣觸手生溫，還會在你的掌中微微顫動。可用來和達拉然的瑟里歐斯換取物品。,141,1604168,0,0,0,0,4,0,0,0,0,0,0,0,100,0,2,0
1299,鬥陣金幣,鬥陣俱樂部勝利者的獎勵。可用來向鬥陣金幣交易商人購買格鬥卡以及其他物品。,143,237281,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,2,0
1314,殘留的靈魂碎片,這枚靈魂碎片曾屬於一名強大的敵人。,141,463284,0,0,40,20,3,0,0,0,0,0,0,0,0,0,2097218,0
1324,部落其拉榮譽點數,"完成此任務可為部落爭取甲蟲的呼喚的積分。

今天獲得最多積分的陣營可以在今年接下來的日子裡，於甲蟲之鑼旁高掛陣營旗幟。",142,255132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1638400,0
1325,聯盟其拉榮譽點數,"完成此任務可為聯盟爭取甲蟲的呼喚事件的積分。

今天獲得最多獎勵的陣營可以在今年接下來的日子裡，於甲蟲之鑼旁高掛陣營旗幟。",142,255130,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1638400,0
1342,軍團之殞戰爭物資,可以用來在破碎海岸建造重要的建築物。,141,803763,0,0,1000,0,2,0,0,0,0,0,0,0,0,0,134217730,0
1347,Legionfall Building - Personal Tracker - Mage Tower (Hidden),,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68681728,0
1349,Legionfall Building - Personal Tracker - Command Tower (Hidden),,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68681728,0
1350,Legionfall Building - Personal Tracker - Nether Tower (Hidden),,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68681728,0
1355,魔能精華,濃縮惡魔精華，可以用來製造強大的護甲。,141,1044089,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1356,戰役回音,用來購買強大的PvP護甲。賽季結束時，這種通貨會轉換成金幣。,141,1455891,0,0,0,0,4,0,0,0,0,0,0,0,0,0,384,0
1357,統御回音,用來購買精英PvP護甲。賽季結束時，這種通貨會轉換成金幣。,141,1455894,0,0,0,0,4,0,0,0,0,0,0,0,0,0,384,0
1379,時尚大考驗獎章,參加時尚大考驗獲得的獎品。可用來在大多數的主城中換取可塑形的裝備。,1,1500867,0,0,200,0,1,0,0,0,0,0,0,0,100,0,0,0
1388,護甲碎塊,從戰爭前線的敵方部隊以及載具收集而來。用於訓練部隊以及研發升級。,1,133614,0,0,500,0,2,0,0,0,0,0,0,0,0,0,589826,0
1401,城塞補給資源,可在戰爭前線用來建造建築和研發升級。,1,1518640,0,0,1000,0,1,0,0,0,0,0,0,0,0,0,2,0
1416,浮雲之幣,過一陣子會化為霧氣消散。,141,988196,0,0,2000000,0,3,0,0,0,0,0,0,0,0,0,0,0
1501,扭動的精華,可以用來將軍團傳說級裝備的物品等級提高至970。,142,893779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
1506,阿古斯甬道石,由薩格拉斯的手下用來從阿古斯強制開啟傳送門前往其他由燃燒軍團控制的世界。,142,399041,0,0,40,0,3,0,0,0,0,0,0,0,0,0,0,0
1508,朦朧的阿古岩,這種顏色黯淡的水晶對以太族商人來說奇貨可居，尤其是梵迪卡爾上的奇術師瓦須林。,141,1064188,0,0,2000,0,3,0,0,0,0,0,0,0,0,0,134217730,0
1533,覺醒精華,破碎群島上方的達拉然的秘匠維里迪可以使用這個製造或升級軍團傳說級物品。,141,236521,0,0,0,0,1,0,0,0,0,0,0,0,0,0,167772162,0
1534,贊達拉考古學碎片,,82,2101985,1,57,200,0,1,0,0,0,0,0,0,0,0,0,34,0
1535,佐司特考古學碎片,,82,2101971,1,58,200,0,1,0,0,0,0,0,0,0,0,0,34,0
1540,木頭,由戰爭前線砍伐樹木和從木材堆收集而來。用於建造建築物以及升級部隊。,142,135435,0,0,100,0,1,0,13,0,0,0,0,0,0,0,2,0
1541,鋼鐵,可在戰爭前線各處收集而來。可用來建造建築並強化你和盟友的力量。,142,133232,0,0,200,0,1,0,9,0,0,0,0,0,0,0,2,0
1553,艾澤萊晶岩,艾澤拉斯的血液結晶後，成為了艾澤萊晶岩。艾澤萊晶岩是一種蘊含強大能量的資源。,144,2065624,0,0,0,0,6,0,0,0,77173,0,0,0,0,0,147857410,0
1559,風暴精華,在戰爭前線殺死敵人可能找到的稀有珍品。可以在祭壇使用，藉以獲得無上力量。,142,463539,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0
1560,戰爭物資,可以用來招募部隊、執行任務和升級戰備。,143,2032600,0,0,0,0,1,0,0,0,0,0,0,0,76.92308,0,134217730,0
1565,高純度艾澤萊晶岩碎片,一塊純度很高的艾澤萊晶岩碎片。交給附近的將領來領取獎勵。,143,2065624,0,0,100000,0,1,0,0,0,0,0,0,0,0,0,8202,0
1579,艾澤拉斯的勇士,獲得艾澤拉斯的勇士聲望。,142,2032592,0,0,0,0,1,2164,0,0,0,0,0,0,0,0,8,0
1580,戰亂命運徽印,擊敗決戰艾澤拉斯團隊副本和地城首領時，可用來扭轉命運，有機會獲得額外的寶藏。,143,1416740,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0
1585,戰隊共用榮譽值,擊殺你所屬陣營的敵人獲得的獎勵,144,135884,0,0,0,0,1,0,14,0,0,0,0,0,0,0,21495810,0
1586,榮譽等級,多擊殺你所屬陣營的敵人即可獲得提升,144,135885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17301504,0
1587,戰爭物資,可在激流堡之戰召募部隊,143,463449,0,0,1000,0,2,0,0,0,0,0,0,0,0,0,2,0
1592,燼火會,獲得燼火會聲望。,142,2032594,0,0,0,0,1,2161,0,0,0,0,0,0,0,0,8,0
1593,普勞德摩爾海軍府,普勞德摩爾海軍府的聲望提高。,142,2032595,0,0,0,0,1,2160,0,0,0,0,0,0,0,0,8,0
1594,風暴守望,風暴守望的聲望提高。,142,2032596,0,0,0,0,1,2162,0,0,0,0,0,0,0,0,8,0
1595,塔蘭姬的遠征隊,塔蘭姬的遠征隊的聲望提高。,142,2032597,0,0,0,0,1,2156,0,0,0,0,0,0,0,0,8,0
1596,沃魯敦人,獲得沃魯敦人聲望。,142,2032599,0,0,0,0,1,2158,0,0,0,0,0,0,0,0,8,0
1597,贊達拉帝國,獲得贊達拉帝國聲望。,142,2032601,0,0,0,0,1,2103,0,0,0,0,0,0,0,0,8,0
1598,托爾托追尋者,獲得托爾托追尋者聲望。,142,2032598,0,0,0,0,1,2163,0,0,0,0,0,0,0,0,8,0
1599,第七軍團,獲得第七軍團聲望。,142,2032591,0,0,0,0,1,2159,0,0,0,0,0,0,0,0,8,0
1600,榮勛軍團,獲得榮勛軍團聲望。,142,2032593,0,0,0,0,1,2157,0,0,0,0,0,0,0,0,8,0
1602,征服點數,參與PvP積分賽程獲得的獎勵。用來購買積分PvP裝備。,2,1523630,0,0,0,0,4,0,14,0,127055,27168,0,0,0,0,2097546,1
1703,PVP第1季積分賽事參與的兌換通貨,,142,1060986,0,0,900000,0,1,0,0,0,0,0,0,0,0,0,19398656,0
1704,鬼靈裂片,裂片隨著能量跳動著。,23,133286,0,0,200,0,1,0,0,0,0,0,0,0,0,0,3145730,0
1705,Warfronts - Personal Tracker - Iron in Chest (Hidden),,142,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,1639424,0
1710,海員古幣,無盡之海許多部族所使用的兌換通貨。可用來和海嶼遠征的商人換取物品。,143,1604167,0,0,0,0,1,0,0,0,0,0,0,0,100,0,2,0
1714,Warfronts - Personal Tracker - Wood in Chest (Hidden),,142,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1639424,0
1715,創先者裂片,TEST,143,340336,0,0,5000,0,1,0,0,0,0,0,0,0,0,0,1048578,0
1716,榮勛軍團軍功獎章,一枚表揚你在庫爾提拉斯、贊達拉，以及戰爭前線戰功的徽章。可以交給贊達拉港口的補給官慕卡菈。為了部落！,143,2565244,0,0,0,0,1,0,0,0,0,0,0,0,100,0,536870914,0
1717,第七軍團軍功獎章,一枚表揚你在庫爾提拉斯、贊達拉，以及戰爭前線戰功的徽章。可以交給波拉勒斯的補給官斯朵弗基。為了聯盟！,143,2565243,0,0,0,0,1,0,0,0,0,0,0,0,100,0,268435458,0
1718,泰坦殘質,失去力量的艾澤萊晶岩護甲殘餘物質，波拉勒斯與贊達拉的以太族商人都覬覦這種物質。可從每週傳奇難度鑰石寶箱，以及拆解與分解艾澤萊護甲獲得。,143,2065602,0,0,0,0,1,0,0,0,84608,0,0,0,0,0,33554434,0
1719,腐化的紀念物,恩若司的恐怖幻象所遺留的記憶殘片。可在心之室的泰坦研究資料庫進行分析。,143,646678,0,0,0,0,1,0,0,0,76436,0,0,0,0,0,33554434,0
1721,稜光法力珍珠,在納沙塔爾附近找到的閃耀球體，裡面蘊含了秘法能量。可以用這些東西來交換稀有強大的物品，或是用來強化海底護甲。,143,463858,0,0,0,0,4,0,24,0,0,0,0,0,0,0,1207959554,0
1722,艾澤萊晶岩礦點,從海嶼收集而來。用來建造哨站建築。,142,2032608,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,0
1723,伐木,從海嶼收集而來。用來建造哨站建築。,142,135437,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0
1728,幻魄,"這縷失去能量的靈魄可以用來在托迦司內獲得力量。

離開托迦司時所有幻魄都會消滅。",142,3743737,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1048578,0
1738,破縛者,獲得破縛者聲望。,142,2821782,0,0,0,0,1,2373,0,0,0,0,0,0,0,0,8,0
1739,安寇恩,獲得安寇恩聲望。,142,2909045,0,0,0,0,1,2400,0,0,0,0,0,0,0,0,8,0
1740,鏽栓反抗軍(隱藏),獲得鏽栓反抗軍聲望。,142,2909316,0,0,0,0,1,2391,0,0,0,0,0,0,0,0,67108872,0
1742,鏽栓反抗軍,獲得鏽栓反抗軍聲望。,142,2909316,0,0,0,0,1,2391,0,0,0,0,0,0,0,0,8,0
1743,Fake Anima for Quest Tracking,Use 1813 for anything real,245,134379,0,0,0,0,3,0,21,0,0,0,0,0,0,0,134217730,0
1744,腐化的紀念物,,142,646678,0,0,0,0,1,0,8,0,76436,0,0,0,0,0,34095106,0
1745,納沙塔爾盟友 - 奈莉‧銳鰭,為奈莉‧銳鰭提供戰鬥經驗值。,142,894556,0,0,0,0,1,2389,0,0,0,0,0,0,0,0,8,0
1746,納沙塔爾盟友 - 維姆‧鹽心,為維姆‧鹽心提供戰鬥經驗值。,142,894556,0,0,0,0,1,2390,0,0,0,0,0,0,0,0,8,0
1747,納沙塔爾盟友 - 波恩‧括鰭,為波恩‧括鰭提供戰鬥經驗值。,142,894556,0,0,0,0,1,2388,0,0,0,0,0,0,0,0,8,0
1748,納沙塔爾盟友 - 劍客伊野斬,為劍客伊野斬提供戰鬥經驗值。,142,894556,0,0,0,0,1,2377,0,0,0,0,0,0,0,0,8,0
1749,納沙塔爾盟友 - 獵手阿卡納,為獵手阿卡納提供戰鬥經驗值。,142,894556,0,0,0,0,1,2375,0,0,0,0,0,0,0,0,8,0
1750,納沙塔爾盟友 - 先知歐里,為先知歐里提供戰鬥經驗值。,142,894556,0,0,0,0,1,2376,0,0,0,0,0,0,0,0,8,0
1752,蜜背蜂巢,獲得蜜背蜂巢聲望。,142,2027852,0,0,0,0,1,2395,0,0,0,0,0,0,0,0,8,0
1754,銀白十字軍表揚令,銀白十字軍在寒冰皇冠北方所頒發的表揚令，以感謝對抗暗影之境入侵部隊的英勇之舉。,245,236690,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
1755,聚合幻象,怒西昂可以將這些幻象封入容器中，讓你得以進入恩若司的恐怖幻象。,143,1003600,0,0,0,0,1,0,8,0,0,0,0,0,0,0,2,0
1757,奧丹姆協議者,獲得奧丹姆協議者聲望。,142,3068678,0,0,0,0,1,2417,0,0,0,0,0,0,0,0,67108872,0
1758,萊加尼,獲得萊加尼聲望。,142,3068663,0,0,0,0,1,2415,0,0,0,0,0,0,0,0,67108872,0
1761,敵人傷害,Dummy currency for Torghast UI,142,132147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,敵人生命力,Dummy currency for Torghast UI,142,648207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,死亡數,Dummy currency for Torghast UI,142,3450602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,冥魄,在淵喉裡粗暴地毀滅靈魂所獲得的副產品。,245,3743739,0,0,0,0,1,0,0,0,0,0,0,0,0,0,134217730,0
1769,任務經驗(標準，隱藏),,142,1001982,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0
1792,榮譽點數,用來購買無積分PvP裝備。,2,1455894,0,0,15000,0,3,0,10,0,0,0,0,0,80,0,2,0
1794,贖罪靈魄,使用1813,142,236259,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0
1802,暗影之境PvP每週獎勵進度,取得這種貨幣，從奧睿博司的每週箱子取得獎勵。,245,1523631,0,0,0,0,4,0,9,0,0,20084,0,0,0,0,2,1
1803,奈奧羅薩回音,母親大人可在心之室使用此淨除了恩若司腐化的物質來合成多種精華。,143,3069889,0,0,0,0,6,0,15,0,0,0,0,0,0,0,33554434,0
1804,晉升者,獲得晉升者聲望。,142,3257748,0,0,0,0,1,2407,0,0,0,0,0,0,0,0,10,0
1805,不死軍團,獲得不死軍團聲望。,142,3492310,0,0,0,0,1,2410,0,0,0,0,0,0,0,0,10,0
1806,曠野獵者,獲得曠野獵者聲望。,142,3575389,0,0,0,0,1,2465,0,0,0,0,0,0,0,0,10,0
1807,收割者廷衛,獲得收割者廷衛聲望。,142,3514227,0,0,0,0,1,2413,0,0,0,0,0,0,0,0,10,0
1808,引導靈魄,在靈魄分流裝置上使用靈魄，以形成永久性的靈魄流。,142,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,524288,0
1810,救贖的靈魂,一個可敬的靈魂，自願貢獻力量強化你的誓盟聖所。,142,1391776,0,0,100,0,3,0,21,0,0,0,0,0,0,0,2,0
1811,zzoldSanctum Architect,,245,1357814,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0
1812,zzoldSanctum Anima Weaver,,245,463284,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0
1813,庫存靈魄,你的誓盟有多少可用的靈魄。,245,3528288,0,0,200000,0,3,0,21,0,0,0,0,0,0,0,2,0
1816,罪孽石碎片,文獻管理員費恩能利用它們重組審判官罪孽石，讓你得以在贖罪之殿獵殺審判官。,245,1044087,0,0,0,0,1,0,0,0,73987,0,0,0,0,0,2,0
1819,職責勳章,表彰你對昇靈堡的盡忠職守。用於晉升工藝。,245,1033908,0,0,0,0,3,0,24,0,70101,0,0,0,0,0,2050,0
