ID,Name_lang,Description_lang,IconFileDataID,PetTypeEnum,Cooldown,BattlePetVisualID,Flags
167,堅果彈幕,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

對敵人丟出堅果，造成[FormatDamage(SimpleDamage(1,1)+SimpleDamage(1,2)+SimpleDamage(1,3))]點[School()]傷害。

堅果會持續落在敵方當前寵物身上，每輪造成[StandardDamage(1,1, 166)]點[School()]傷害，持續[duration(1,4)]|4輪:輪;。",134057,4,1,0,0
168,治療之焰,"恢復[StandardDamage(1,1)]點生命力，再加上使用者上一次所受攻擊傷害值一半的生命力。",135794,1,3,0,2
169,深呼吸,"[StandardAccuracy(2,1)]|cffffffff命中機率|r

深呼吸一輪。

下一輪使用者釋放一個毀滅性的吐息攻擊，造成[StandardDamage(2,1)]點[School()]傷害。",135826,1,0,0,0
170,升空,"[StandardAccuracy(2,1)]|cffffffff命中機率|r

飛到高空，本輪無法被攻擊。

你在下一輪進行攻擊，造成[StandardDamage(2, 1)]點[School()]傷害。",132128,2,4,0,0
171,焦土,"每輪對雙方前列的寵物造成[StandardDamage(1,1)]點[School()]傷害。

所有寵物被視為|cFFFF2020燃燒|r。",237588,1,0,172,0
172,焦土,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

燒灼地面，造成[StandardDamage(1,1)]點[School()]傷害，每輪並對所有啟用的寵物造成[StandardDamage(1,1,171)]點[School(171)]傷害，持續[duration(1,2)]|4輪:輪;。

在焦土作用期間，所有寵物被視為|cFFFF2020燃燒|r。",237588,1,3,0,0
173,燒灼,"恢復[StandardDamage(1,1)]點生命力，再加上使用者上一次所受攻擊傷害值一半的生命力。",236218,6,3,0,2
174,昏迷,無法對此寵物下命令。,135860,-1,0,103,3
175,火山,"在1輪後，地面會爆發熔岩，持續2輪，使當前敵方寵物受到[StandardDamage(3,1,175)]點[School()]傷害，並且有25%的機率在接下來的[duration(3,3,175)]輪中陷入昏迷。

[StandardAccuracy(3,1)]|cffffffff命中機率|r",524305,6,0,288,1
176,火山,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

使敵方隊伍腳下的地面震動。

在1輪後，地面會爆發熔岩，持續2輪，使當前敵方寵物受到[StandardDamage(3,1,175)]點[School()]傷害，並且有25%的機率在接下來的1輪中陷入昏迷。",524305,6,5,0,0
177,獻祭,"每輪造成[StandardDamage(1,1)]點元素傷害。

|cFFFF2020燃燒|r",135817,6,0,28,0
178,獻祭,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

立即造成[StandardDamage(1,1)]點[School()]傷害，並使敵人|cFFFF2020燃燒|r，每輪對其造成[StandardDamage(1,1,177)]點[School()]傷害，持續[duration(1,2)]輪。",135817,6,0,0,0
179,焚燒,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

造成[StandardDamage(1,1)]點[School()]傷害。

如果目標已處於|cFFFF2020燃燒|r狀態，則造成額外[StandardDamage(1,3)]點[School()]傷害。",135827,6,4,0,0
184,羽刺,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

對敵人甩出1到2根羽刺，每次擊中造成[StandardDamage(1,1)]點[School()]傷害。

如果使用者先攻擊，則可額外攻擊一次。",132924,2,0,0,0
185,魯莽攻擊,"你受到的傷害提高[abs(abilityStateMod( 24, 185 ))]%。",464973,-1,0,530,3
186,魯莽攻擊,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

造成[StandardDamage(1, 1)]點[School()]傷害，但在[duration(1,3)]輪內使你受到的傷害提高[abs(abilityStateMod( 24, 185 ))]%。",132158,2,1,0,0
187,精準,"命中機率提高[abs(abilityStateMod(41,187))]%。",132212,-1,0,0,2
188,精準,"使我方隊伍的命中機率提高[abs(abilityStateMod(41,187))]%，持續4輪。",132212,2,0,0,2
189,颶風,"每輪對我方隊伍造成[StandardDamage(1,1)]點[School()]傷害。

[StandardAccuracy(1,1)]|cffffffff命中機率|r",136018,2,0,225,0
190,颶風,"製造一個颶風，每輪有[accuracy(1,1,189)]%的機率對敵方隊伍造成[StandardDamage(1,1,189)]點[School()]傷害。

持續[duration(1,1)]輪。",136018,2,5,0,0
193,側翼攻擊,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

從側翼攻擊敵人1到2次，每次命中造成[StandardDamage(1,1)]點[School()]傷害。

如果使用者先攻擊，則造成一次額外攻擊。",537468,4,0,0,0
194,代謝加速,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

立即造成[StandardDamage(1,1)]點[School()]傷害，並使你的速度提高[abs(abilityStateMod( 25, 195 ))]%，持續[duration(1,2)]輪。",132307,5,0,0,0
195,代謝加速,"速度提高[abs(abilityStateMod( 25, 195 ))]%。",648208,-1,0,26,2
196,腎上腺,"造成致命一擊的機率提高[abs(abilityStateMod( 40, 196 ))]%。
精準度降低[abs(abilityStateMod( 41, 196 ))]%。",134339,-1,0,0,2
197,腎上腺,"使你造成致命一擊的機率提高[abs(abilityStateMod(40, 841))]%，持續[duration(1,1)]輪。",134339,5,0,0,2
198,異化蟲急衝,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

開始使用異化蟲急衝，第一回合造成[FormatDamage(SimpleDamage(1,1)+SimpleDamage(1,2)+SimpleDamage(1,3))]點[School()]傷害，第二回合造成[FormatDamage(SimpleDamage(2,1)+SimpleDamage(2,2)+SimpleDamage(2,3))]點[School()]傷害，第三回合造成[FormatDamage(SimpleDamage(3,1)+SimpleDamage(3,2)+SimpleDamage(3,3))]點[School()]傷害。

被急衝命中的敵人受到的傷害提高[abs(abilityStateMod( 24, 542 ))]%，持續[duration(1,4)]回合。

異化蟲急衝會持續[numTurns()]回合。",136217,5,0,0,0
202,痛擊,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

狂野地攻擊敵人1至2次，每次命中造成[StandardDamage(1,1)]點[School()]傷害。

如果使用者先攻擊，則可額外攻擊一次。",451161,7,0,0,0
203,閃電風暴,"所有寵物每次攻擊可額外造成[StandardDamage(getProcIndex(PROC_ON_DAMAGE_DEALT ),1)]點[School()]傷害。

機械技能可造成25%額外傷害。",463562,9,0,169,2
204,呼喚閃電,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

造成[StandardDamage(1,1)]點[School()]傷害與一場閃電風暴，持續[duration(1,2)]|4輪:輪;。

在閃電風暴持續時間內，所有寵物每次攻擊造成[StandardDamage(getProcIndex(PROC_ON_DAMAGE_DEALT, 203 ),1,203)]點額外[School(203)]傷害，且機械技能造成25%額外傷害。",463562,9,5,0,0
205,暴風雪,"元素能力額外造成 [abs(abilityStateMod(87,205))]%傷害。

所有寵物將視為|cFF0070DD冰凍|r狀態。",135857,6,0,170,2
206,呼喚暴風雪,"[StandardAccuracy(1,1)] |cffffffff命中機率|r

造成[StandardDamage(1,1)]點[School()]傷害並引發暴風雪，持續[duration(1,2)]輪。

在暴風雪期間，所有戰寵將視為|cFF0070DD冰凍|r狀態且元素生物技能額外造成 [abs(abilityStateMod(87,205))]%傷害。",135857,6,3,0,0
207,超級充能,"傷害提高[abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 207 ))]%。",648206,-1,0,320,2
208,超級充能,"使你在[duration(1,1)]輪內的下一次攻擊造成的傷害提高[abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 207 ))]%。",135769,9,3,0,2
209,離子砲,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

立即造成[StandardDamage(1,1)]點機械傷害。使用者在這之後必須充電兩輪。

在充電時，你無法採取其他行動。",132207,9,5,0,0
210,暗影斬擊,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

以黑暗能量斬擊目標，造成[StandardDamage(1, 1)]點[School()]傷害。",237244,3,0,0,0
211,生命虹吸,"每輪造成[StandardDamage(1,1)]點不死傷害。此光環的施法者會恢復[StandardHealing(1,2)]點生命力。",136188,3,0,0,0
212,生命虹吸,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

每輪造成[StandardDamage(1,1,211)]點[School()]傷害，持續[duration(1,1)]輪。使用者恢復[StandardHealing(1,2,211)]點生命力。",136188,3,0,0,0
213,死亡凋零,"每輪對當前寵物造成[StandardDamage(1,1)]點不死傷害。",136144,3,0,104,0
214,死亡凋零,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

每輪對敵方啟用的寵物造成[StandardDamage(1,1,213)]點[School()]傷害，持續[duration(1,1)]|4輪:輪;。交換寵物後效果仍然有效。",136144,3,0,0,0
215,心靈洞察,"傷害提高[abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 215 ))]%。",135934,-1,0,320,2
216,心靈洞察,"造成的傷害提高[abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 215 ))]%，持續1輪。",135934,5,1,0,2
217,厄運詛咒,"效果結束時造成[StandardDamage(5,1)]點[School()]傷害。

[StandardAccuracy(5,1)]|cffffffff命中機率|r",136122,3,0,0,0
218,厄運詛咒,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

在[numTurns(217)-1]輪後造成[StandardDamage(5,1,217)]點[School()]傷害。",136122,3,5,0,0
219,刺擊,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

刺擊目標，造成[StandardDamage(1, 1)]點[School()]傷害。",574572,0,0,0,0
220,Jacob's Test Aura,"使受到的治療效果提高[abilityStateMod(66)]%。

剩下[remainingDuration()]|4輪:輪;。

在寵物交換進場時造成[StandardDamage(getProcIndex(PROC_ON_SWAP_IN), 1)]點傷害。",237161,-1,0,0,1
221,擊倒,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

擊倒一個敵人，造成[StandardDamage(1,1)]點[School()]傷害。

如果目標|cFF808080昏迷|r則造成兩倍傷害。",628134,0,0,0,0
222,集中真氣,"傷害提高[abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 222 ))]%。",648206,-1,0,320,2
223,集中真氣,"使你在[duration(1,1)]輪內的下一次攻擊造成的傷害提高[abs(abilityStateMod( STATE_Mod_DamageDealtPercent, 222 ))]%。",572034,0,1,0,2
224,蹣跚迷步,"你受到的傷害降低[abs(abilityStateMod( 24, 224 ))]%。",574577,-1,0,27,2
225,蹣跚迷步,使用者不理會攻擊，使受到的所有傷害降低50%，持續2輪。,574577,0,3,0,2
226,千拳怒擊,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

造成[StandardDamage(1,1)]點[School()]傷害。

如果目標處於|cff9933FF目盲|r狀態，有[accuracy(1,1)]%的機率使目標昏迷[duration(1,3)]輪。",574573,0,4,0,0
227,眩暈踢,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

使目標昏迷[duration(1,1)]|4輪:輪;。",574575,0,5,0,2
228,舌頭鞭笞,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

舔舐敵人1到2次，每次命中造成[StandardDamage(1,1)]點[School()]傷害。

如果使用者先攻擊，則可額外攻擊一次。",350575,4,0,0,0
229,淨化之雨,"敵方持續性傷害效果的持續時間縮短一輪。

水棲技能造成25%額外傷害。",132852,8,0,177,2
230,淨化之雨,"為我方隊伍恢復[StandardHealing(1,1)]點生命力，並喚來一場淨化之雨，持續[duration(1,4)]輪。

在淨化之雨持續時間內，敵方持續性傷害效果的持續時間縮短一輪，且水棲技能造成的傷害提高25%。",132852,8,3,0,2
231,蒼蠅群,"每輪對當前寵物造成[StandardDamage(1,1)]點[School()]傷害。",136128,4,0,219,0
232,蒼蠅群,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

一群蒼蠅攻擊敵方啟用的寵物，每輪造成[StandardDamage(1,1,231)]點[School()]傷害，持續[duration(1,1)]|4輪:輪;。交換寵物後效果仍然有效。",136128,4,0,0,0
233,青蛙之吻,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

造成[StandardDamage(1,1)]點[School()]傷害，並有[accuracy(1,3)]%的機率將目標變成一隻青蛙，持續[duration(1,3)]輪。

每次使用可使傷害提高[FormatDamage(10*AttackBonus())]點。最多[FormatDamage(30*AttackBonus())]點[School()]傷害。",136209,8,1,0,0
234,Jacob's Test Aura 2,"每次你受到傷害，你會恢復相當於該傷害[points(getProcIndex(PROC_ON_DAMAGE_TAKEN), 1)]%的生命力。每次你攻擊，你會受到相當於該傷害[points(getProcIndex(PROC_ON_DAMAGE_DEALT), 1)]%的傷害。",319458,-1,0,0,0
235,Jacob's Test Aura 3,速度永遠提高。,136072,-1,0,0,0
236,小動物,"|cFFFFFFFF被動技能：|r
小動物對昏迷，定身與沉睡效果免疫。

|cFFFFFFFF受到的傷害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t野獸技能傷害提高50%
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t元素生物技能傷害減少33%",618973,4,0,0,6
237,野獸,"|cFFFFFFFF被動技能：|r
野獸生物在生命力低於一半以下時，可額外造成25%傷害。

|cFFFFFFFF受到的傷害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t機械生物技能傷害提高50%
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t人形生物技能傷害減少33%",618972,7,0,44,6
238,人形生物,"|cFFFFFFFF被動技能：|r
人形生物每輪攻擊造成傷害時會恢復其生命力上限的[percentage(1,1,726)]%。

|cFFFFFFFF受到的傷害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t不死生物技能傷害提高50%
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t小動物技能傷害減少33%",618977,0,0,0,6
239,飛行生物,"|cFFFFFFFF被動技能：|r
飛行生物生命力在50%以上時可獲得額外50%速度。

|cFFFFFFFF受到的傷害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t魔法生物技能傷害提高50%
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t野獸技能傷害減少33%",618976,2,0,0,6
240,水棲生物,"|cFFFFFFFF被動：純潔|r
水棲寵物受到的持續性傷害效果降低50%。

水棲寵物造成的持續性傷害效果提高25%。

|cFFFFFFFF受到的傷害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t飛行生物技能傷害提高50%
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t不死生物技能傷害降低33%",618981,8,0,0,10
241,元素生物,"|cFFFFFFFF被動技能：|r
元素生物可無視所有負面的天氣效果影響。敵人的寵物與元素生物對戰時仍然可以獲得來自天氣的強化效果。

|cFFFFFFFF受到的傷害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t水棲生物技能傷害提高50%
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t機械生物技能傷害減少33%",618975,6,0,0,6
242,不死生物,"|cFFFFFFFF被動技能：|r
不死寵物被殺死時會復活並維持無法被殺死狀態一輪，但造成的傷害會降低25%。

|cFFFFFFFF受到的傷害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t小動物技能傷害提高50%
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t龍類技能傷害減少33%",618980,3,0,0,6
243,魔法生物,"|cFFFFFFFF被動技能：|r
魔法寵物受到的單次攻擊傷害不會超過其生命力上限的35%。

|cFFFFFFFF受到的傷害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t龍類技能傷害提高50%
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t水棲生物技能傷害減少33%",618978,5,0,0,6
244,機械生物,"|cFFFFFFFF被動技能：|r
每場戰鬥可復活一次，並恢復20%生命力。

|cFFFFFFFF受到的傷害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t元素生物技能傷害提高50%
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t魔法生物技能傷害減少33%",618979,9,0,0,6
245,龍類,"|cFFFFFFFF被動技能：|r
龍類生物將一個目標的生命力降低到50%以下後，能在下一輪造成50%額外傷害。

|cFFFFFFFF受到的傷害|r
|TInterface\PetBattles\BattleBar-AbilityBadge-Strong.blp:24|t人形生物技能傷害提高50%
|TInterface\PetBattles\BattleBar-AbilityBadge-Weak.blp:24|t飛行生物技能傷害減少33%",618974,1,0,0,6
246,休眠,"休眠中。
每輪持續提高恢復的生命力。",132156,-1,0,45,2
247,休眠,"陷入沉睡，第一輪恢復[StandardHealing(1,1,246)]點生命力，第二輪恢復[StandardHealing(2,1,246)]點生命力，然後第三輪恢復[StandardHealing(3,1, 246)]點生命力。

在休眠期間，你無法切換寵物。",132156,7,5,0,2
248,被定身,這個寵物無法被交替進入戰鬥。,136091,-1,0,166,3
249,抓握,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

抓握目標，造成[StandardDamage(1,1)]點[School()]傷害。

目標無法被交換，持續[duration(1,2)]|4輪:輪;。",135834,8,0,0,0
250,小蜘蛛群,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

小蜘蛛成群攻擊敵人，造成[FormatDamage(SimpleDamage(1,1)*2)]點[School()]傷害。

如果目標|cffffffff被網住|r則造成兩倍傷害。",136045,7,3,0,0
251,怪異運氣,"命中機率提高[abs(abilityStateMod(41,251))]%。
造成致命一擊的機率提高[abs(abilityStateMod(40,251))]%。",135725,-1,0,320,2
252,怪異運氣,"使我方隊伍的命中機率提高[abs(abilityStateMod(41,251))]%，造成致命一擊的機率提高[abs(abilityStateMod(40,251))]%，持續[duration(1,1)]|4輪:輪;。",135725,4,0,0,2
253,重整旗鼓,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

造成[StandardDamage(1,1)]點[School()]傷害。

如果使用者的生命力低於目標，則造成[StandardDamage(1,2)]點額外傷害。",132214,4,0,0,0
254,寧靜,"讓區域充滿平靜，使你啟用的寵物每輪恢復[StandardHealing(1,1,255)]點生命力。

持續[duration(1,1)]|4輪:輪;。交換寵物後效果仍然有效。",136107,4,0,0,2
255,寧靜,"每輪恢復[StandardHealing(1,1)]點生命力。",136107,-1,0,142,0
256,呼喚陰暗,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

一個暗影落在戰場上，造成[StandardDamage(1,1)]點[School()]傷害，並將天氣轉變為陰暗，持續[duration(1,2)]輪。

在陰暗持續時間內，所有寵物將視為|cff9933FF目盲|r狀態，且受到的所有治療效果降低[abs(abilityStateMod(66,257))]%。",136223,0,5,0,0
257,陰暗,"受到的治療效果降低[abs(abilityStateMod(66,257))]%。
精準度降低[abs(abilityStateMod(41,257))]%。

因陰暗處於|cff9933FF目盲|r狀態。",136223,-1,0,450,2
258,星殞術,"[StandardAccuracy(1,1)]|cffffffff命中機率|r

對所有敵方寵物造成[StandardDamage(1,1)]點[School()]傷害，為所有盟友恢復[SimpleDamage(1,4)]點生命力，並將天氣轉變為月光，持續[duration(1,7)]|4輪:輪;。

在月光持續時間內，所有寵物受到25%額外治療效果，且魔法技能造成10%額外傷害。",236168,1,4,0,0
259,隱形術,在兩輪後，你將隱形一輪，無法被攻擊。,132220,5,4,0,0
260,隱遁,隱形...,135994,-1,0,0,0
261,隱形,"隱形。
對普通攻擊免疫。",132220,-1,0,370,0
262,水晶超載,"傷害提高100%。
你的下一次攻擊會對你自己造成[FormatDamage(SimpleDamage(1,1)*2)]點[School()]傷害。",463517,6,0,320,2
263,水晶超載,"使你在[duration(1,1)]輪內的下一次攻擊造成兩倍傷害，但會對自己造成[FormatDamage(SimpleDamage(1,1,262)+SimpleDamage(1,1,262))]點[School()]傷害。",463517,6,1,0,2
264,落地,落地了。,348539,-1,0,0,3
265,丟擲巨石,"造成[StandardDamage(1,2)]點[School()]傷害。

能擊中飛行的寵物，並使其落到地面上，持續兩輪。",237477,6,0,0,0
267,光合作用,"每輪恢復[StandardDamage(1,1,267)]點生命力。

天氣為晴天時效果加倍。",136085,-1,0,0,0
268,光合作用,"每輪恢復[StandardDamage(1,1,267)]點生命力。持續[duration(1,1)]|4輪:輪;。

天氣為晴天時效果加倍。",136085,6,0,0,2
