DisplayName_lang,AlternateVerb_lang,Description_lang,HordeDisplayName_lang,NeutralDisplayName,ID,CategoryID,SpellIconFileID,CanLink,ParentSkillLineID,ParentTierIndex,Flags,SpellBookSpellID,ExpansionNameSharedStringID,HordeExpansionNameSharedStringID
騎術：虎,,,,,150,9,136243,0,0,0,1170,0,0,0
騎術：羊,,,,,152,9,136243,0,0,0,1170,0,0,0
游泳,,,,,155,9,136243,0,0,0,0,0,0,0
雙手錘,,武器技能越高，擊中敵人的機率就越高。,,,160,6,136243,0,0,0,128,0,0,0
徒手戰鬥,,此技能等級越高，你擊中目標的機率越高。,,,162,6,136243,0,0,0,128,0,0,0
鍛造,熔鑄,高級的鍛造技能使你可以學習高級的鍛造設計圖。你可以在訓練師那裡學習新的設計圖，也可以通過完成任務或殺死怪物獲得新的設計圖。,,,164,11,4620670,1,0,0,4224,2018,0,0
製皮,皮雕,高級的製皮技能使你可以學習高級的製皮圖樣。你可以在訓練師那裡學習新的圖樣，也可以通過完成任務或殺死怪物獲得新的圖樣。,,,165,11,4620678,1,0,0,4224,2108,0,0
鍊金術,灌注,高級的鍊金術技能使你可以學習高級的鍊金術配方。你可以在訓練師那裡學習新的配方，也可以通過完成任務或殺死怪物獲得新的配方。,,,171,11,4620669,1,0,0,4224,2259,0,0
雙手斧,,武器技能越高，擊中敵人的機率就越高。,,,172,6,136243,0,0,0,128,0,0,0
匕首,,武器技能越高，擊中敵人的機率就越高。,,,173,6,136243,0,0,0,128,0,0,0
草藥學,,高級的草藥學技能使你可以採集高級的草藥。如果你不能採集某種草藥，請先在較低等級的地區採集低等級草藥，以此提高你的草藥學技能。,,,182,11,4620675,0,0,0,4224,2366,0,0
GENERIC (DND),,一般技能。,,,183,12,136243,0,0,0,1170,0,0,0
烹飪,,高級的烹飪技能使你可以學習高級的食譜。你可以在訓練師那裡學習新的食譜，也可以通過完成任務或殺死怪物獲得新的食譜。,,,185,9,4620671,1,0,0,128,2550,0,0
採礦,,高級的採礦技能使你可以採集高級的礦石。如果你不能採集某種礦石，請先在較低等級的地區採集低等級礦石，以此提高你的採礦技能。,,,186,11,4620679,0,0,0,4224,2575,0,0
寵物 - 小鬼,,,,,188,7,136243,0,0,0,0,0,0,0
寵物 - 惡魔獵犬,,,,,189,7,136243,0,0,0,0,0,0,0
裁縫,縫製,高級的裁縫技能使你可以學習高級的裁縫圖樣。你可以在訓練師那裡學習新的圖樣，也可以通過完成任務或殺死怪物獲得新的圖樣。,,,197,11,4620681,1,0,0,4224,3908,0,0
工程學,安裝,高級的工程學技能使你可以學習高級的工程學圖紙。你可以在訓練師那裡學習新的圖紙，也可以通過完成任務或殺死怪物獲得新的圖紙。,,,202,11,4620673,1,0,0,4224,4036,0,0
寵物 - 蜘蛛,,,,,203,7,136243,0,0,0,0,0,0,0
寵物 - 虛無行者,,,,,204,7,136221,0,0,0,0,0,0,0
寵物 - 魅魔,,,,,205,7,136243,0,0,0,0,0,0,0
寵物 - 煉獄火,,,,,206,7,136243,0,0,0,0,0,0,0
寵物 - 末日守衛,,末日守衛,,,207,7,136243,0,0,0,0,0,0,0
寵物 - 狼,,,,,208,7,136243,0,0,0,0,0,0,0
寵物 - 豹,,,,,209,7,136243,0,0,0,0,0,0,0
寵物 - 熊,,,,,210,7,136243,0,0,0,0,0,0,0
寵物 - 野豬,,,,,211,7,136243,0,0,0,0,0,0,0
寵物 - 鱷魚,,,,,212,7,136243,0,0,0,0,0,0,0
寵物 - 食腐鳥,,,,,213,7,136243,0,0,0,0,0,0,0
寵物 - 螃蟹,,,,,214,7,136243,0,0,0,0,0,0,0
寵物 - 猩猩,,,,,215,7,136243,0,0,0,0,0,0,0
寵物 - 迅猛龍,,,,,217,7,136243,0,0,0,0,0,0,0
寵物 - 陸行鳥,,,,,218,7,136243,0,0,0,0,0,0,0
不死族種族特長,,種族特長 - 不死族,,,220,9,136243,0,0,0,33938,0,0,0
弩,,武器技能越高，擊中敵人的機率就越高。,,,226,6,136243,0,0,0,128,0,0,0
魔杖,,武器技能越高，擊中敵人的機率就越高。,,,228,6,136243,0,0,0,146,0,0,0
長柄武器,,武器技能越高，擊中敵人的機率就越高。,,,229,6,136243,0,0,0,128,0,0,0
寵物 - 蠍子,,,,,236,7,136243,0,0,0,0,0,0,0
寵物 - 海龜,,,,,251,7,136243,0,0,0,0,0,0,0
寵物 - 一般獵人,,,,,270,7,136243,0,0,0,0,0,0,0
鎧甲,,使你可以穿鎧甲。,,,293,8,136243,0,0,0,128,0,0,0
語言：地精語,,,,,313,10,136243,0,0,0,128,0,0,0
語言：食人妖語,,,,,315,10,136243,0,0,0,128,0,0,0
附魔,附魔,高級的附魔技能使你可以學習高級的附魔公式。你可以在訓練師那裡學習新的公式，也可以通過完成任務或殺死怪物獲得新的公式。,,,333,11,4620672,1,0,0,4224,7411,0,0
釣魚,,高級的釣魚技能使你可以釣到高級的魚。如果你在某個區域釣不到魚，請到低等級區域去釣魚，或者購買魚餌再來嘗試。,,,356,9,4620674,0,0,0,16512,271616,0,0
剝皮,,高級的剝皮技能使你可以從高級怪物身上剝取毛皮。,,,393,11,4620680,0,0,0,4224,8613,0,0
鎖甲,,使你可以穿鎖甲。,,,413,8,136243,0,0,0,128,0,0,0
皮甲,,使你可以穿皮甲。,,,414,8,136243,0,0,0,128,0,0,0
布甲,,使你可以穿布甲。,,,415,8,136243,0,0,0,128,0,0,0
盾牌,,學會使用盾牌。,,,433,8,136243,0,0,0,128,0,0,0
拳套,,學會使用拳套作戰。擊中敵人的機率取決於徒手戰鬥技能。,,,473,6,136243,0,0,0,130,0,0,0
騎術：迅猛龍,,,,,533,9,136243,0,0,0,1170,0,0,0
騎術：機械陸行鳥,,,,,553,9,136243,0,0,0,1170,0,0,0
騎術：骸骨戰馬,,,,,554,9,136243,0,0,0,1170,0,0,0
寵物 - 蝙蝠,,,,,653,7,136243,0,0,0,0,0,0,0
寵物 - 土狼,,,,,654,7,136243,0,0,0,0,0,0,0
寵物 - 猛禽,,,,,655,7,136243,0,0,0,0,0,0,0
寵物 - 風蛇,,,,,656,7,136243,0,0,0,0,0,0,0
語言：不死族語,,,,,673,10,136243,0,0,0,128,0,0,0
騎術：科多獸,,,,,713,9,135997,0,0,0,1170,0,0,0
種族特長 - 食人妖,,種族特長 - 食人妖,,,733,9,0,0,0,0,33938,0,0,0
種族特長 - 地精,,種族特長 - 地精,,,753,9,0,0,0,0,33938,0,0,0
種族特長 - 人類,,種族特長 - 人類,,,754,9,0,0,0,0,33938,0,0,0
珠寶設計,加工,高級的珠寶設計技能使你可以學習高級的珠寶設計。你可以在訓練師那裡學習新的圖樣，也可以通過完成任務或殺死怪物獲得新的圖樣。,,,755,11,4620677,1,0,0,4224,25229,0,0
種族特長 - 血精靈,,種族特長 - 血精靈,,,756,9,0,0,0,0,32914,0,0,0
寵物 - 事件 - 遙控,,,,,758,12,0,0,0,0,0,0,0,0
語言：德萊尼語,,,,,759,10,0,0,0,0,128,0,0,0
種族特長 - 德萊尼,,種族特長 - 德萊尼,,,760,9,0,0,0,0,32914,0,0,0
寵物 - 惡魔守衛,,,,,761,7,0,0,0,0,0,0,0,0
騎術,,高等級的騎術能讓你騎乘更快且更奇特的動物。,,,762,9,132164,0,0,0,16,0,0,0
寵物 - 龍鷹,,,,,763,7,132172,0,0,0,0,0,0,0
寵物 - 虛空鰭刺,,,,,764,7,132182,0,0,0,0,0,0,0
寵物 - 孢子蝙蝠,,,,,765,7,134523,0,0,0,0,0,0,0
寵物 - 扭曲巡者,,,,,766,7,135731,0,0,0,0,0,0,0
寵物 - 劫毀者,,,,,767,7,132195,0,0,0,0,0,0,0
寵物 - 毒蛇,,,,,768,7,135461,0,0,0,0,0,0,0
內部,,嗨,,,769,7,135724,0,0,0,1040,0,0,0
銘文學,銘刻,高等級的銘文學可以讓你學會更高級的銘文。你也可以透過來自各地的卷軸學習銘文。,,,773,11,4620676,1,0,0,4224,45357,0,0
寵物 - 飛蛾,,,,,775,7,0,0,0,0,0,0,0,0
坐騎,,你的坐騎。,,,777,7,132167,0,0,0,2,0,0,0
夥伴,,你的夥伴。,,,778,7,0,0,0,0,2,0,0,0
寵物 - 奇特奇美拉,,,,,780,7,0,0,0,0,0,0,0,0
寵物 - 奇特魔暴龍,,,,,781,7,0,0,0,0,0,0,0,0
寵物 - 食屍鬼,,,,,782,7,136119,0,0,0,0,0,0,0
寵物 - 奇特亞基蟲族,,,,,783,7,0,0,0,0,0,0,0,0
寵物 - 奇特蟲類,,,,,784,7,0,0,0,0,0,0,0,0
寵物 - 黃蜂,,寵物 - 黃蜂,,,785,7,0,0,0,0,0,0,0,0
寵物 - 奇特裂蹄,,,,,786,7,1044794,0,0,0,0,0,0,0
寵物 - 奇特熔核犬,,,,,787,7,0,0,0,0,0,0,0,0
寵物 - 奇特靈獸,,,,,788,7,0,0,0,0,0,0,0,0
種族特長 - 狼人,,種族特長 - 狼人,,,789,9,136243,0,0,0,42130,0,0,0
種族特長 - 哥布林,,種族特長 - 哥布林,,,790,9,0,0,0,0,42130,0,0,0
語言：吉爾尼斯,,,,,791,10,136243,0,0,0,128,0,0,0
語言：哥布林語,,,,,792,10,136243,0,0,0,128,0,0,0
考古學,,考古學技能越高，你越能收集更多稀有文物和文物碎片。碎片能在廢墟和挖掘場找到。,,,794,9,441139,0,0,0,128,0,0,0
獵人,,獵人的技能。,,,795,7,626000,0,0,0,1048,0,0,0
死亡騎士,,死亡騎士的技能。,,,796,7,625998,0,0,0,1048,0,0,0
德魯伊,,德魯伊的技能。,,,798,7,625999,0,0,0,1048,0,0,0
聖騎士,,聖騎士的技能。,,,800,7,626003,0,0,0,1048,0,0,0
牧師,,牧師的技能。,,,804,7,626004,0,0,0,1048,0,0,0
寵物 - 水元素,,,,,805,7,0,0,0,0,0,0,0,0
寵物 - 狐狸,,,,,808,7,0,0,0,0,0,0,0,0
全部 - 雕紋,,把雕紋放在這!,,,810,12,254290,0,0,0,130,0,0,0
寵物 - 獵犬,,,,,811,7,0,0,0,0,0,0,0,0
寵物 - 猴子,,,,,815,5,0,0,0,0,0,0,0,0
寵物 - 奇特岩獸,,,,,817,7,877478,0,0,0,0,0,0,0
甲蟲,,,,,818,7,0,0,0,0,0,0,0,0
公會特殊能力 - 全部,,,,,821,5,0,0,0,0,2,0,0,0
寵物 - 多頭蛇,,,,,824,7,463493,0,0,0,0,0,0,0
武僧,,武僧的技能。,,,829,7,626002,0,0,0,1048,0,0,0
戰士,,戰士的技能。,,,840,7,626008,0,0,0,1048,0,0,0
術士,,術士的技能。,,,849,7,626007,0,0,0,1052,0,0,0
種族特長 - 熊貓人,,種族特長 - 熊貓人,,,899,5,0,0,0,0,32914,0,0,0
法師,,法師的技能。,,,904,7,626001,0,0,0,1048,0,0,0
語言：熊貓人語中立,,,,,905,10,136243,0,0,0,0,0,0,0
盜賊,,盜賊的技能。,,,921,7,626005,0,0,0,1048,0,0,0
薩滿,,薩滿的技能。,,,924,7,626006,0,0,0,1048,0,0,0
魔化小鬼,,,,,927,7,460856,0,0,0,0,0,0,0
虛無領主,,,,,928,5,538447,0,0,0,0,0,0,0
希瓦拉,,,,,929,5,574999,0,0,0,0,0,0,0
觀察者,,,,,930,5,538445,0,0,0,0,0,0,0
憤怒守衛,,,,,931,5,462730,0,0,0,0,0,0,0
所有 - 專精,,專精相關的法術。,,,934,12,0,0,0,0,0,0,0,0
符文鑄造,紋刻,,,,960,7,237523,0,0,0,128,0,0,0
寵物 - 原始火元素,,,,,962,7,0,0,0,0,0,0,0,0
寵物 - 原始土元素,,,,,963,7,0,0,0,0,0,0,0,0
燒烤之道,,,,,975,9,4620671,1,2544,0,32,0,0,0
快炒之道,,,,,976,9,4620671,1,2544,0,32,0,0,0
燉煮之道,,,,,977,9,4620671,1,2544,0,32,0,0,0
蒸煮之道,,,,,978,9,4620671,1,2544,0,32,0,0,0
烘烤之道,,,,,979,9,4620671,1,2544,0,32,0,0,0
釀酒之道,,,,,980,9,4620671,1,2544,0,32,0,0,0
初級廚師,,,,,981,12,0,1,185,0,0,0,0,0
中級烹飪書,,,,,982,27,0,1,185,0,0,0,0,0
寵物 - 齧齒類,,寵物 - 齧齒類,,,983,7,134172,0,0,0,0,0,0,0
寵物 - 鶴,,,,,984,7,606543,0,0,0,0,0,0,0
寵物 - 水黽,,,,,985,7,132844,0,0,0,0,0,0,0
寵物 - 奇特岩石犬,,,,,986,7,625905,0,0,0,0,0,0,0
寵物 - 粗角山羊,,,,,987,7,132248,0,0,0,0,0,0,0
寵物 - 石化蜥蜴,,,,,988,7,0,0,0,0,0,0,0,0
無玩家,,,,,999,12,0,0,0,0,0,0,0,0
寵物 - 恐角龍,,,,,1305,7,791593,0,0,0,0,0,0,0
寵物 - 原始風暴元素,,寵物 - 原始風暴元素,,,1748,7,0,0,0,0,0,0,0,0
寵物 - 次要天賦水元素,,次要天賦水元素,,,1777,7,0,0,0,0,0,0,0,0
寵物 - 河獸,,,,,1819,7,294471,0,0,0,0,0,0,0
Unused,附魔,要塞的附魔。,,,1830,12,132853,0,0,0,6,0,0,0
惡魔獵人,,惡魔獵人技能。,,,1848,7,1260827,0,0,0,1048,0,0,0
伐木,,伐木技能較高的話，能讓你在德拉諾砍伐難度較高的木材。如果你無法砍伐特定木材，可以藉由升級鋸木廠來提高你的技能。,,,1945,9,975739,0,0,0,128,0,0,0
寵物 - 恐懼護衛,,恐懼護衛,,,1981,7,136243,0,0,0,0,0,0,0
寵物 - 冥淵火,,冥淵火,,,1982,7,136243,0,0,0,0,0,0,0
寵物 - 鹿,,,,,1993,7,1044501,0,0,0,0,0,0,0
貿易站,,全套集滿的進度。,,,2000,12,975746,0,0,0,2,0,0,0
戰刃,,可以使用戰刃。,,,2152,6,135561,0,0,0,128,0,0,0
寵物 - 機械,,機械獵人寵物,,,2189,7,136243,0,0,0,0,0,0,0
寵物 - 憎惡體,,死亡騎士穢邪天賦寵物,,,2216,7,298667,0,0,0,0,0,0,0
寵物 - 玄牛,,玄牛,,,2279,7,132248,0,0,0,0,0,0,0
寵物 - 鱗皮,,鱗皮,,,2280,7,132248,0,0,0,0,0,0,0
寵物 - 羽鬃,,寵物 - 羽鬃,,,2361,7,929300,0,0,0,0,0,0,0
種族特長 - 夜裔精靈,,種族特長 - 夜裔精靈,,,2419,9,136243,0,0,0,33938,0,0,0
種族特長 - 高嶺牛頭人,,種族特長 - 高嶺牛頭人,,,2420,9,136243,0,0,0,33938,0,0,0
種族特長 - 光鑄德萊尼,,種族特長 - 光鑄德萊尼,,,2421,9,0,0,0,0,32914,0,0,0
種族特長 - 虛無精靈,,種族特長 - 虛無精靈,,,2423,9,136243,0,0,0,33938,0,0,0
庫爾提拉斯鍛造,,,贊達拉鍛造,Battle for Azeroth Blacksmithing,2437,11,4620670,0,164,11,0,0,960,963
軍團鍛造,,,,,2454,11,4620670,0,164,10,0,0,959,0
語言：夏拉斯語,,,,,2464,10,136243,0,0,0,128,0,0,0
語言：薩拉斯語,,,,,2465,10,136243,0,0,0,128,0,0,0
德拉諾鍛造,,,,,2472,11,4620670,0,164,9,0,0,958,0
潘達利亞鍛造,,,,,2473,11,4620670,0,164,8,0,0,957,0
大災變鍛造,,,,,2474,11,4620670,0,164,7,0,0,956,0
北裂境鍛造,,,,,2475,11,4620670,0,164,6,0,0,955,0
外域鍛造,,,,,2476,11,4620670,0,164,5,0,0,954,0
艾澤拉斯鍛造,,,,,2477,11,4620670,0,164,4,0,0,953,0
庫爾提拉斯鍊金術,,,贊達拉鍊金術,Battle for Azeroth Alchemy,2478,11,4620669,0,171,11,0,0,960,963
軍團鍊金術,,,,,2479,11,4620669,0,171,10,0,0,959,0
德拉諾鍊金術,,,,,2480,11,4620669,0,171,9,0,0,958,0
潘達利亞鍊金術,,,,,2481,11,4620669,0,171,8,0,0,957,0
大災變鍊金術,,,,,2482,11,4620669,0,171,7,0,0,956,0
北裂境鍊金術,,,,,2483,11,4620669,0,171,6,0,0,955,0
外域鍊金術,,,,,2484,11,4620669,0,171,5,0,0,954,0
艾澤拉斯鍊金術,,,,,2485,11,4620669,0,171,4,0,0,953,0
庫爾提拉斯附魔,,,贊達拉附魔,Battle for Azeroth Enchanting,2486,11,4620672,0,333,11,0,0,960,963
軍團附魔,,,,,2487,11,4620672,0,333,10,0,0,959,0
德拉諾附魔,,,,,2488,11,4620672,0,333,9,0,0,958,0
潘達利亞附魔,,,,,2489,11,4620672,0,333,8,0,0,957,0
大災變附魔,,,,,2491,11,4620672,0,333,7,0,0,956,0
北裂境附魔,,,,,2492,11,4620672,0,333,6,0,0,955,0
外域附魔,,,,,2493,11,4620672,0,333,5,0,0,954,0
艾澤拉斯附魔,,,,,2494,11,4620672,0,333,4,0,0,953,0
庫爾提拉斯工程學,,,贊達拉工程學,Battle for Azeroth Engineering,2499,11,4620673,0,202,11,0,0,960,963
軍團工程學,,,,,2500,11,4620673,0,202,10,0,0,959,0
德拉諾工程學,,,,,2501,11,4620673,0,202,9,0,0,958,0
潘達利亞工程學,,,,,2502,11,4620673,0,202,8,0,0,957,0
大災變工程學,,,,,2503,11,4620673,0,202,7,0,0,956,0
北裂境工程學,,,,,2504,11,4620673,0,202,6,0,0,955,0
外域工程學,,,,,2505,11,4620673,0,202,5,0,0,954,0
艾澤拉斯工程學,,,,,2506,11,4620673,0,202,4,0,0,953,0
庫爾提拉斯銘文學,,,贊達拉銘文學,Battle for Azeroth Inscription,2507,11,4620676,0,773,11,0,0,960,963
軍團銘文學,,,,,2508,11,4620676,0,773,10,0,0,959,0
德拉諾銘文學,,,,,2509,11,4620676,0,773,9,0,0,958,0
潘達利亞銘文學,,,,,2510,11,4620676,0,773,8,0,0,957,0
大災變銘文學,,,,,2511,11,4620676,0,773,7,0,0,956,0
北裂境銘文學,,,,,2512,11,4620676,0,773,6,0,0,955,0
外域銘文學,,,,,2513,11,4620676,0,773,5,0,0,954,0
艾澤拉斯銘文學,,,,,2514,11,4620676,0,773,4,0,0,953,0
庫爾提拉斯珠寶設計,,,贊達拉珠寶設計,Battle for Azeroth Jewelcrafting,2517,11,4620677,0,755,11,0,0,960,963
軍團珠寶設計,,,,,2518,11,4620677,0,755,10,0,0,959,0
德拉諾珠寶學,,,,,2519,11,4620677,0,755,9,0,0,958,0
潘達利亞珠寶設計,,,,,2520,11,4620677,0,755,8,0,0,957,0
大災變珠寶設計,,,,,2521,11,4620677,0,755,7,0,0,956,0
北裂境珠寶設計,,,,,2522,11,4620677,0,755,6,0,0,955,0
外域珠寶設計,,,,,2523,11,4620677,0,755,5,0,0,954,0
艾澤拉斯珠寶設計,,,,,2524,11,4620677,0,755,4,0,0,953,0
庫爾提拉斯製皮,,,贊達拉製皮,Battle for Azeroth Leatherworking,2525,11,4620678,0,165,11,0,0,960,963
軍團製皮,,,,,2526,11,4620678,0,165,10,0,0,959,0
德拉諾製皮,,,,,2527,11,4620678,0,165,9,0,0,958,0
潘達利亞製皮,,,,,2528,11,4620678,0,165,8,0,0,957,0
大災變製皮,,,,,2529,11,4620678,0,165,7,0,0,956,0
北裂境製皮,,,,,2530,11,4620678,0,165,6,0,0,955,0
外域製皮,,,,,2531,11,4620678,0,165,5,0,0,954,0
艾澤拉斯製皮,,,,,2532,11,4620678,0,165,4,0,0,953,0
庫爾提拉斯裁縫,,,贊達拉裁縫,Battle for Azeroth Tailoring,2533,11,4620681,0,197,11,0,0,960,963
軍團裁縫,,,,,2534,11,4620681,0,197,10,0,0,959,0
德拉諾裁縫,,,,,2535,11,4620681,0,197,9,0,0,958,0
潘達利亞裁縫,,,,,2536,11,4620681,0,197,8,0,0,957,0
大災變裁縫,,,,,2537,11,4620681,0,197,7,0,0,956,0
北裂境裁縫,,,,,2538,11,4620681,0,197,6,0,0,955,0
外域裁縫,,,,,2539,11,4620681,0,197,5,0,0,954,0
艾澤拉斯裁縫,,,,,2540,11,4620681,0,197,4,0,0,953,0
庫爾提拉斯烹飪,,,贊達拉烹飪,Battle for Azeroth Cooking,2541,9,4620671,0,185,11,0,0,960,963
軍團烹飪,,,,,2542,9,4620671,0,185,10,0,0,959,0
德拉諾烹飪,,,,,2543,9,4620671,0,185,9,0,0,958,0
潘達利亞烹飪,,,,,2544,9,4620671,0,185,8,0,0,957,0
大災變烹飪,,,,,2545,9,4620671,0,185,7,0,0,956,0
北裂境烹飪,,,,,2546,9,4620671,0,185,6,0,0,955,0
外域烹飪,,,,,2547,9,4620671,0,185,5,0,0,954,0
艾澤拉斯烹飪,,,,,2548,9,4620671,0,185,4,0,0,953,0
庫爾提拉斯草藥學,,,贊達拉草藥學,Battle for Azeroth Herbalism,2549,11,4620675,0,182,11,0,0,960,963
軍團草藥學,,,,,2550,11,4620675,0,182,10,0,0,959,0
德拉諾草藥學,,,,,2551,11,4620675,0,182,9,0,0,958,0
潘達利亞草藥學,,,,,2552,11,4620675,0,182,8,0,0,957,0
大災變草藥學,,,,,2553,11,4620675,0,182,7,0,0,956,0
北裂境草藥學,,,,,2554,11,4620675,0,182,6,0,0,955,0
外域草藥學,,,,,2555,11,4620675,0,182,5,0,0,954,0
艾澤拉斯草藥學,,,,,2556,11,4620675,0,182,4,0,0,953,0
庫爾提拉斯剝皮,,,贊達拉剝皮,Battle for Azeroth Skinning,2557,11,4620680,0,393,11,0,0,960,963
軍團剝皮,,,,,2558,11,4620680,0,393,10,0,0,959,0
德拉諾剝皮,,,,,2559,11,4620680,0,393,9,0,0,958,0
潘達利亞剝皮,,,,,2560,11,4620680,0,393,8,0,0,957,0
大災變剝皮,,,,,2561,11,4620680,0,393,7,0,0,956,0
北裂境剝皮,,,,,2562,11,4620680,0,393,6,0,0,955,0
外域剝皮,,,,,2563,11,4620680,0,393,5,0,0,954,0
艾澤拉斯剝皮,,,,,2564,11,4620680,0,393,4,0,0,953,0
庫爾提拉斯採礦,,,贊達拉採礦,Battle for Azeroth Mining,2565,11,4620679,0,186,11,0,0,960,963
軍團採礦,,,,,2566,11,4620679,0,186,10,0,0,959,0
德拉諾採礦,,,,,2567,11,4620679,0,186,9,0,0,958,0
潘達利亞採礦,,,,,2568,11,4620679,0,186,8,0,0,957,0
大災變採礦,,,,,2569,11,4620679,0,186,7,0,0,956,0
北裂境採礦,,,,,2570,11,4620679,0,186,6,0,0,955,0
外域採礦,,,,,2571,11,4620679,0,186,5,0,0,954,0
艾澤拉斯採礦,,,,,2572,11,4620679,0,186,4,0,0,953,0
庫爾提拉斯釣魚,,,贊達拉釣魚,Battle for Azeroth Fishing,2585,9,4620674,0,356,11,16384,0,960,963
軍團釣魚,,,,,2586,9,4620674,0,356,10,16384,0,959,0
德拉諾釣魚,,,,,2587,9,4620674,0,356,9,16384,0,958,0
潘達利亞釣魚,,,,,2588,9,4620674,0,356,8,16384,0,957,0
大災變釣魚,,,,,2589,9,4620674,0,356,7,16384,0,956,0
北裂境釣魚,,,,,2590,9,4620674,0,356,6,16384,0,955,0
外域釣魚,,,,,2591,9,4620674,0,356,5,16384,0,954,0
艾澤拉斯釣魚,,,,,2592,9,4620674,0,356,4,16384,0,953,0
種族特長 - 黑鐵矮人,,種族特長 - 黑鐵矮人,,,2597,9,136243,0,0,0,33938,0,0,0
種族特長 - 瑪格哈獸人,,種族特長 - 瑪格哈獸人,,,2598,9,136243,0,0,0,33938,0,0,0
寵物 - 蜥蜴,,寵物 - 蜥蜴,,,2703,7,136243,0,0,0,0,0,0,0
寵物 - 馬,,,,,2704,7,0,0,0,0,0,0,0,0
寵物 - 奇特翼手龍,,,,,2705,7,1624590,0,0,0,0,0,0,0
寵物 - 蟾蜍,,,,,2706,7,804969,0,0,0,0,0,0,0
寵物 - 奇特硬殼蟲,,,,,2707,7,2011146,0,0,0,0,0,0,0
第二隻寵物 - 獵人,,,,,2716,7,0,0,0,0,0,0,0,0
Pet - Blood Beast,,,,,2719,7,1687702,0,0,0,0,0,0,0
廢料場工程,安裝,可從機械岡怪物和任務獲得結構圖。,,,2720,11,2915722,1,0,0,0,0,0,0
種族特長 - 贊達拉食人妖,,種族特長 - 贊達拉食人妖,,,2721,9,0,0,0,0,33938,0,0,0
種族特長 - 庫爾提拉斯人,,種族特長 - 庫爾提拉斯人,,,2723,9,0,0,0,0,33938,0,0,0
所有職業,,艾澤萊晶岩之力,,,2727,9,0,0,0,0,0,0,0,0
琪瑞安,,琪瑞安誓盟,,,2730,7,3641395,0,0,0,1040,0,0,0
汎希爾族,,汎希爾誓盟,,,2731,7,3641397,0,0,0,1040,0,0,0
暗夜妖精,,暗夜妖精誓盟,,,2732,7,3641394,0,0,0,1040,0,0,0
死靈領主,,死靈領主誓盟,,,2733,7,3641396,0,0,0,1040,0,0,0
坐騎裝備,,,,,2734,12,0,0,0,0,2,0,0,0
暗影之境鍊金術,,,,,2750,11,4620669,0,171,12,0,0,961,0
暗影之境鍛造,,,,,2751,11,4620670,0,164,12,0,0,961,0
暗影之境烹飪,,,,,2752,9,4620671,0,185,12,0,0,961,0
暗影之境附魔,,,,,2753,11,4620672,0,333,12,0,0,961,0
暗影之境釣魚,,,,,2754,9,4620674,0,356,12,16384,0,961,0
暗影之境工程學,,,,,2755,11,4620673,0,202,12,0,0,961,0
暗影之境銘文學,,,,,2756,11,4620676,0,773,12,0,0,961,0
