ID,Name_lang,Description_lang,Rarity,SpellID,ResearchBranchID,NumSockets,TextureFileID,RequiredWeight
91,木製哨子,鐵爐堡的矮人原本是由三個部族所組成的，分別是銅鬚氏族、蠻錘氏族和黑鐵氏族。在經歷了矮人內戰後，銅鬚氏族控制了鐵爐堡，蠻錘氏族最後退到了辛特蘭和暮光高地。而黑鐵氏族則遷徙到赤脊山與燃燒平原之間，棲息於黑石山的暗影之中。,0,88909,1,0,461832,28
93,安威瑪紋飾腰帶扣環,鐵爐堡的矮人原本是由三個部族所組成的，分別是銅鬚氏族、蠻錘氏族和黑鐵氏族。在經歷了矮人內戰後，銅鬚氏族控制了鐵爐堡，蠻錘氏族最後退到了辛特蘭和暮光高地。而黑鐵氏族則遷徙到赤脊山與燃燒平原之間，棲息於黑石山的暗影之中。,0,88910,1,0,426727,34
95,黑色三葉蟲,化石是遠古時期保存下來的動物或植物的遺骸。通常活體組織會被礦物質所取代，保存成生物原始的形態。,0,88929,3,0,426727,31
97,保存完整的蕨類,化石是遠古時期保存下來的動物或植物的遺骸。通常活體組織會被礦物質所取代，保存成生物原始的形態。,0,88930,3,0,426727,25
99,精靈貴族精品盒,卡多雷是艾澤拉斯最古老的種族之一。在他們的歷史中最為黑暗的時期，是發生在當最高階的精靈貴族，又名奎爾多雷，因釋放危險的魔法而將燃燒軍團帶到了這個世界，最終導致了無數的傷亡。,0,89009,4,0,426727,30
101,象牙嵌飾頭冠,卡多雷是艾澤拉斯最古老的種族之一。在他們的歷史中最為黑暗的時期，是發生在當最高階的精靈貴族，又名奎爾多雷，因釋放危險的魔法而將燃燒軍團帶到了這個世界，最終導致了無數的傷亡。,0,89012,4,0,426727,30
103,令人羞恥的絲質睡衣,卡多雷是艾澤拉斯最古老的種族之一。在他們的歷史中最為黑暗的時期，是發生在當最高階的精靈貴族，又名奎爾多雷，因釋放危險的魔法而將燃燒軍團帶到了這個世界，最終導致了無數的傷亡。,0,89014,4,0,426727,30
106,化石小迅猛龍,這些小型的迅猛龍骨頭看起來有點不尋常。變成窟窿的眼窩似乎並不那麼空洞。這是因為它們帶點微微的生命氣息閃爍著?,1,89693,3,0,458961,85
108,鹿角披風扣,卡多雷是艾澤拉斯最古老的種族之一。在他們的歷史中最為黑暗的時期，是發生在當最高階的精靈貴族，又名奎爾多雷，因釋放危險的魔法而將燃燒軍團帶到了這個世界，最終導致了無數的傷亡。,0,89696,4,1,426727,35
112,鑲有紅寶石雙眼的玉蛇,贊達拉部族是已知歷史最古老的食人妖部族，其他所有的食人妖都是源自於他們。贊達拉被視作是所有食人妖中地位最崇高的祭司階級，他們朝夕不倦、不停地記錄和保存食人妖的社會與傳統。從贊達拉分裂出的眾多部族中，以古拉巴什和阿曼尼這兩支部族最為強盛。,0,89701,8,1,426727,35
114,羽狀黃金耳環,贊達拉部族是已知歷史最古老的食人妖部族，其他所有的食人妖都是源自於他們。贊達拉被視作是所有食人妖中地位最崇高的祭司階級，他們朝夕不倦、不停地記錄和保存食人妖的社會與傳統。從贊達拉分裂出的眾多部族中，以古拉巴什和阿曼尼這兩支部族最為強盛。,0,89711,8,1,426727,34
118,火拳的寶石酒杯,鐵爐堡的矮人原本是由三個部族所組成的，分別是銅鬚氏族、蠻錘氏族和黑鐵氏族。在經歷了矮人內戰後，銅鬚氏族控制了鐵爐堡，蠻錘氏族最後退到了辛特蘭和暮光高地。而黑鐵氏族則遷徙到赤脊山與燃燒平原之間，棲息於黑石山的暗影之中。,0,89717,1,1,426727,34
120,恐怖的燃棘塑像,贊達拉部族是已知歷史最古老的食人妖部族，其他所有的食人妖都是源自於他們。贊達拉被視作是所有食人妖中地位最崇高的祭司階級，他們朝夕不倦、不停地記錄和保存食人妖的社會與傳統。從贊達拉分裂出的眾多部族中，以古拉巴什和阿曼尼這兩支部族最為強盛。,0,89890,8,1,426727,35
122,朱砂寶石,贊達拉部族是已知歷史最古老的食人妖部族，其他所有的食人妖都是源自於他們。贊達拉被視作是所有食人妖中地位最崇高的祭司階級，他們朝夕不倦、不停地記錄和保存食人妖的社會與傳統。從贊達拉分裂出的眾多部族中，以古拉巴什和阿曼尼這兩支部族最為強盛。,0,89891,8,1,426727,35
124,埃德薩拉斯錢幣,卡多雷是艾澤拉斯最古老的種族之一。在他們的歷史中最為黑暗的時期，是發生在當最高階的精靈貴族，又名奎爾多雷，因釋放危險的魔法而將燃燒軍團帶到了這個世界，最終導致了無數的傷亡。,0,89893,4,1,426727,35
126,碎裂的旋刃,卡多雷是艾澤拉斯最古老的種族之一。在他們的歷史中最為黑暗的時期，是發生在當最高階的精靈貴族，又名奎爾多雷，因釋放危險的魔法而將燃燒軍團帶到了這個世界，最終導致了無數的傷亡。,0,89894,4,1,426727,35
128,彎曲的菊石殼,化石是遠古時期保存下來的動物或植物的遺骸。通常活體組織會被礦物質所取代，保存成生物原始的形態。,0,89895,3,0,426727,35
130,綠龍戒指,卡多雷是艾澤拉斯最古老的種族之一。在他們的歷史中最為黑暗的時期，是發生在當最高階的精靈貴族，又名奎爾多雷，因釋放危險的魔法而將燃燒軍團帶到了這個世界，最終導致了無數的傷亡。,0,89896,4,1,426727,35
139,『救贖者』圖納迪爾之紋刻劍,鐵爐堡的矮人原本是由三個部族所組成的，分別是銅鬚氏族、蠻錘氏族和黑鐵氏族。在經歷了矮人內戰後，銅鬚氏族控制了鐵爐堡，蠻錘氏族最後退到了辛特蘭和暮光高地。而黑鐵氏族則遷徙到赤脊山與燃燒平原之間，棲息於黑石山的暗影之中。,0,90410,1,1,426727,35
141,奇特的叩門環,鐵爐堡的矮人原本是由三個部族所組成的，分別是銅鬚氏族、蠻錘氏族和黑鐵氏族。在經歷了矮人內戰後，銅鬚氏族控制了鐵爐堡，蠻錘氏族最後退到了辛特蘭和暮光高地。而黑鐵氏族則遷徙到赤脊山與燃燒平原之間，棲息於黑石山的暗影之中。,0,90411,1,1,426727,35
143,渦紋鞋跟,鐵爐堡的矮人原本是由三個部族所組成的，分別是銅鬚氏族、蠻錘氏族和黑鐵氏族。在經歷了矮人內戰後，銅鬚氏族控制了鐵爐堡，蠻錘氏族最後退到了辛特蘭和暮光高地。而黑鐵氏族則遷徙到赤脊山與燃燒平原之間，棲息於黑石山的暗影之中。,0,90412,1,1,426727,34
145,黃金夜壺,鐵爐堡的矮人原本是由三個部族所組成的，分別是銅鬚氏族、蠻錘氏族和黑鐵氏族。在經歷了矮人內戰後，銅鬚氏族控制了鐵爐堡，蠻錘氏族最後退到了辛特蘭和暮光高地。而黑鐵氏族則遷徙到赤脊山與燃燒平原之間，棲息於黑石山的暗影之中。,0,90413,1,1,426727,35
147,核錘翼盔,鐵爐堡的矮人原本是由三個部族所組成的，分別是銅鬚氏族、蠻錘氏族和黑鐵氏族。在經歷了矮人內戰後，銅鬚氏族控制了鐵爐堡，蠻錘氏族最後退到了辛特蘭和暮光高地。而黑鐵氏族則遷徙到赤脊山與燃燒平原之間，棲息於黑石山的暗影之中。,0,90415,1,1,426727,35
149,鐵星的石化盾牌,鐵爐堡的矮人原本是由三個部族所組成的，分別是銅鬚氏族、蠻錘氏族和黑鐵氏族。在經歷了矮人內戰後，銅鬚氏族控制了鐵爐堡，蠻錘氏族最後退到了辛特蘭和暮光高地。而黑鐵氏族則遷徙到赤脊山與燃燒平原之間，棲息於黑石山的暗影之中。,0,90419,1,1,426727,36
153,顱型花盆,贊達拉部族是已知歷史最古老的食人妖部族，其他所有的食人妖都是源自於他們。贊達拉被視作是所有食人妖中地位最崇高的祭司階級，他們朝夕不倦、不停地記錄和保存食人妖的社會與傳統。從贊達拉分裂出的眾多部族中，以古拉巴什和阿曼尼這兩支部族最為強盛。,0,90420,8,1,426727,35
155,碧玉錢幣手鐲,贊達拉部族是已知歷史最古老的食人妖部族，其他所有的食人妖都是源自於他們。贊達拉被視作是所有食人妖中地位最崇高的祭司階級，他們朝夕不倦、不停地記錄和保存食人妖的社會與傳統。從贊達拉分裂出的眾多部族中，以古拉巴什和阿曼尼這兩支部族最為強盛。,0,90421,8,1,426727,35
157,加茲瑞拉刻像,贊達拉部族是已知歷史最古老的食人妖部族，其他所有的食人妖都是源自於他們。贊達拉被視作是所有食人妖中地位最崇高的祭司階級，他們朝夕不倦、不停地記錄和保存食人妖的社會與傳統。從贊達拉分裂出的眾多部族中，以古拉巴什和阿曼尼這兩支部族最為強盛。,0,90423,8,1,426727,35
159,阿塔萊權杖,贊達拉部族是已知歷史最古老的食人妖部族，其他所有的食人妖都是源自於他們。贊達拉被視作是所有食人妖中地位最崇高的祭司階級，他們朝夕不倦、不停地記錄和保存食人妖的社會與傳統。從贊達拉分裂出的眾多部族中，以古拉巴什和阿曼尼這兩支部族最為強盛。,0,90429,8,1,426727,35
161,魔暴龍牙齒,化石是遠古時期保存下來的動物或植物的遺骸。通常活體組織會被礦物質所取代，保存成生物原始的形態。,0,90432,3,0,426727,35
163,封有昆蟲的琥珀,化石是遠古時期保存下來的動物或植物的遺骸。通常活體組織會被礦物質所取代，保存成生物原始的形態。,0,90433,3,0,426727,35
165,卡多雷雙耳瓶,卡多雷是艾澤拉斯最古老的種族之一。在他們的歷史中最為黑暗的時期，是發生在當最高階的精靈貴族，又名奎爾多雷，因釋放危險的魔法而將燃燒軍團帶到了這個世界，最終導致了無數的傷亡。,0,90451,4,1,426727,35
167,古老鯊魚下顎,化石是遠古時期保存下來的動物或植物的遺骸。通常活體組織會被礦物質所取代，保存成生物原始的形態。,0,90452,3,0,426727,35
169,孔雀石銀飾髮夾,卡多雷是艾澤拉斯最古老的種族之一。在他們的歷史中最為黑暗的時期，是發生在當最高階的精靈貴族，又名奎爾多雷，因釋放危險的魔法而將燃燒軍團帶到了這個世界，最終導致了無數的傷亡。,0,90453,4,1,426727,35
171,精緻的音樂盒,卡多雷是艾澤拉斯最古老的種族之一。在他們的歷史中最為黑暗的時期，是發生在當最高階的精靈貴族，又名奎爾多雷，因釋放危險的魔法而將燃燒軍團帶到了這個世界，最終導致了無數的傷亡。,0,90458,4,1,426727,35
173,精靈貴族靈魂之鏡,雖然玻璃碎成上千塊，但鏡子精美細緻的邊框使你深信這個文物曾一度蘊藏魔法，而且如果能夠找到每個碎塊的話或許能使其恢復魔法力量。這是一個大型的鏡子，就像女士會在其更衣間裡掛著的那種一樣。,1,90464,4,3,458949,100
175,德魯伊和牧師的雕像組合,這些是由一對珍貴金屬製成的雕像所殘留下來的碎塊。它們看來似乎不像是透過雕刻或模具鑄成的，比較像是自然生長而成，彷彿未經過工匠雕琢。這兩尊雕像都是夜精靈，看起來像是一位男牧師和一位女德魯伊，這一定帶有什麼重要的意義。,1,90493,4,3,458947,100
177,荷魯茲‧滅鴉的凹陷盾牌,鐵爐堡的矮人原本是由三個部族所組成的，分別是銅鬚氏族、蠻錘氏族和黑鐵氏族。在經歷了矮人內戰後，銅鬚氏族控制了鐵爐堡，蠻錘氏族最後退到了辛特蘭和暮光高地。而黑鐵氏族則遷徙到赤脊山與燃燒平原之間，棲息於黑石山的暗影之中。,0,90504,1,1,426727,35
179,暗影牧師阿努德之焦灼法杖,鐵爐堡的矮人原本是由三個部族所組成的，分別是銅鬚氏族、蠻錘氏族和黑鐵氏族。在經歷了矮人內戰後，銅鬚氏族控制了鐵爐堡，蠻錘氏族最後退到了辛特蘭和暮光高地。而黑鐵氏族則遷徙到赤脊山與燃燒平原之間，棲息於黑石山的暗影之中。,0,90506,1,1,426727,35
181,卡爾加‧刺肋的權杖,鐵爐堡的矮人原本是由三個部族所組成的，分別是銅鬚氏族、蠻錘氏族和黑鐵氏族。在經歷了矮人內戰後，銅鬚氏族控制了鐵爐堡，蠻錘氏族最後退到了辛特蘭和暮光高地。而黑鐵氏族則遷徙到赤脊山與燃燒平原之間，棲息於黑石山的暗影之中。,0,90509,1,1,426727,35
183,安格弗秘銀項鍊,鐵爐堡的矮人原本是由三個部族所組成的，分別是銅鬚氏族、蠻錘氏族和黑鐵氏族。在經歷了矮人內戰後，銅鬚氏族控制了鐵爐堡，蠻錘氏族最後退到了辛特蘭和暮光高地。而黑鐵氏族則遷徙到赤脊山與燃燒平原之間，棲息於黑石山的暗影之中。,0,90518,1,1,426727,35
185,影爐骷髏法杖,鐵爐堡的矮人原本是由三個部族所組成的，分別是銅鬚氏族、蠻錘氏族和黑鐵氏族。在經歷了矮人內戰後，銅鬚氏族控制了鐵爐堡，蠻錘氏族最後退到了辛特蘭和暮光高地。而黑鐵氏族則遷徙到赤脊山與燃燒平原之間，棲息於黑石山的暗影之中。,0,90519,1,1,426727,35
187,發條地精,你找到一些看似高科技機械裝置的零件。這些零件很可能是來自於北裂境的其中一名機械地精。為什麼矮人要將這些零件運來這裡仍舊是個謎。你琢磨著如果你找齊所有零件的話，不知是否可以讓這個機械地精再度運作。,1,90521,1,3,462648,100
189,山脈之王的酒杯,看一眼就知道這個酒杯可不是只用來喝酒而已(並不是說矮人們不願意只拿來飲酒)，其所代表的意義可遠大於此。從你所解讀出的符文內容中，說明這似乎有某種儀式用途。,1,90553,1,3,458943,100
191,塞有金質填充物的牙齒,贊達拉部族是已知歷史最古老的食人妖部族，其他所有的食人妖都是源自於他們。贊達拉被視作是所有食人妖中地位最崇高的祭司階級，他們朝夕不倦、不停地記錄和保存食人妖的社會與傳統。從贊達拉分裂出的眾多部族中，以古拉巴什和阿曼尼這兩支部族最為強盛。,0,90558,8,1,426727,35
193,德拉克瑞祭儀之刀,贊達拉部族是已知歷史最古老的食人妖部族，其他所有的食人妖都是源自於他們。贊達拉被視作是所有食人妖中地位最崇高的祭司階級，他們朝夕不倦、不停地記錄和保存食人妖的社會與傳統。從贊達拉分裂出的眾多部族中，以古拉巴什和阿曼尼這兩支部族最為強盛。,0,90581,8,1,426727,35
195,辛洛斯，諸界毀滅者,看來你找到了一個非常強大的食人妖武器的碎塊。它可以被重鑄嗎?,1,90608,8,3,458965,150
197,粉紅小珍珠串,卡多雷是艾澤拉斯最古老的種族之一。在他們的歷史中最為黑暗的時期，是發生在當最高階的精靈貴族，又名奎爾多雷，因釋放危險的魔法而將燃燒軍團帶到了這個世界，最終導致了無數的傷亡。,0,90609,4,1,426727,35
199,一箱玻璃小動物,卡多雷是艾澤拉斯最古老的種族之一。在他們的歷史中最為黑暗的時期，是發生在當最高階的精靈貴族，又名奎爾多雷，因釋放危險的魔法而將燃燒軍團帶到了這個世界，最終導致了無數的傷亡。,0,90610,4,1,426727,34
201,破裂的水晶瓶,卡多雷是艾澤拉斯最古老的種族之一。在他們的歷史中最為黑暗的時期，是發生在當最高階的精靈貴族，又名奎爾多雷，因釋放危險的魔法而將燃燒軍團帶到了這個世界，最終導致了無數的傷亡。,0,90611,4,1,426727,35
203,薩維斯權杖,卡多雷是艾澤拉斯最古老的種族之一。在他們的歷史中最為黑暗的時期，是發生在當最高階的精靈貴族，又名奎爾多雷，因釋放危險的魔法而將燃燒軍團帶到了這個世界，最終導致了無數的傷亡。,0,90612,4,1,426727,35
205,卡多雷風鈴,這些青銅管看起來有點不尋常。你偵測到這裡面殘留了一點淡淡的法力。當它們被放在靠近彼此或放在你背包裡頭時，銅管的裂片好像會自己移動、相互靠攏。,1,90614,4,3,458950,98
207,艾薩拉女王的晨衣,傳聞說精靈貴族的品味很差看來是真的。,1,90616,4,3,458953,100
209,羽毛迅猛龍臂,化石是遠古時期保存下來的動物或植物的遺骸。通常活體組織會被礦物質所取代，保存成生物原始的形態。,0,90617,3,0,426727,33
211,兇惡古魚,化石是遠古時期保存下來的動物或植物的遺骸。通常活體組織會被礦物質所取代，保存成生物原始的形態。,0,90618,3,0,426727,35
213,化石迅猛龍,這些迅猛龍的骨頭看起來有點不尋常。每當你看往其他地方時，它們似乎會自己動一下。,1,90619,3,0,458945,100
215,小銅蠍,艾澤拉斯的獸人原本居住在德拉諾世界，這個世界是擁有最多上古獸人文物的地方。起初，獸人是個愛好和平的種族，但後來在燃燒軍團的影響下變成了一群無比殘暴的野蠻人。獸人們通過黑暗之門來到了艾澤拉斯，與聯盟進行過兩次火光衝天、驚天動地的大戰，而第三次大戰看似一觸即發。,0,90622,6,2,426727,45
217,石衛士姆拉格之槌,艾澤拉斯的獸人原本居住在德拉諾世界，這個世界是擁有最多上古獸人文物的地方。起初，獸人是個愛好和平的種族，但後來在燃燒軍團的影響下變成了一群無比殘暴的野蠻人。獸人們通過黑暗之門來到了艾澤拉斯，與聯盟進行過兩次火光衝天、驚天動地的大戰，而第三次大戰看似一觸即發。,0,90720,6,2,426727,45
219,灰色的蠟燭殘柱,艾澤拉斯的獸人原本居住在德拉諾世界，這個世界是擁有最多上古獸人文物的地方。起初，獸人是個愛好和平的種族，但後來在燃燒軍團的影響下變成了一群無比殘暴的野蠻人。獸人們通過黑暗之門來到了艾澤拉斯，與聯盟進行過兩次火光衝天、驚天動地的大戰，而第三次大戰看似一觸即發。,0,90728,6,2,426727,45
221,生鏽的牛排刀,艾澤拉斯的獸人原本居住在德拉諾世界，這個世界是擁有最多上古獸人文物的地方。起初，獸人是個愛好和平的種族，但後來在燃燒軍團的影響下變成了一群無比殘暴的野蠻人。獸人們通過黑暗之門來到了艾澤拉斯，與聯盟進行過兩次火光衝天、驚天動地的大戰，而第三次大戰看似一觸即發。,0,90730,6,2,426727,45
223,耐克魯斯‧碎顱者的權杖,艾澤拉斯的獸人原本居住在德拉諾世界，這個世界是擁有最多上古獸人文物的地方。起初，獸人是個愛好和平的種族，但後來在燃燒軍團的影響下變成了一群無比殘暴的野蠻人。獸人們通過黑暗之門來到了艾澤拉斯，與聯盟進行過兩次火光衝天、驚天動地的大戰，而第三次大戰看似一觸即發。,0,90732,6,2,426727,45
225,兇猛狼型刻像,艾澤拉斯的獸人原本居住在德拉諾世界，這個世界是擁有最多上古獸人文物的地方。起初，獸人是個愛好和平的種族，但後來在燃燒軍團的影響下變成了一群無比殘暴的野蠻人。獸人們通過黑暗之門來到了艾澤拉斯，與聯盟進行過兩次火光衝天、驚天動地的大戰，而第三次大戰看似一觸即發。,0,90734,6,2,426727,45
231,顱骨酒杯,艾澤拉斯的獸人原本居住在德拉諾世界，這個世界是擁有最多上古獸人文物的地方。起初，獸人是個愛好和平的種族，但後來在燃燒軍團的影響下變成了一群無比殘暴的野蠻人。獸人們通過黑暗之門來到了艾澤拉斯，與聯盟進行過兩次火光衝天、驚天動地的大戰，而第三次大戰看似一觸即發。,0,90833,6,2,426727,45
233,釉面黏土磚瓦,艾澤拉斯的獸人原本居住在德拉諾世界，這個世界是擁有最多上古獸人文物的地方。起初，獸人是個愛好和平的種族，但後來在燃燒軍團的影響下變成了一群無比殘暴的野蠻人。獸人們通過黑暗之門來到了艾澤拉斯，與聯盟進行過兩次火光衝天、驚天動地的大戰，而第三次大戰看似一觸即發。,0,90832,6,2,426727,45
235,惡魔之鞭,艾澤拉斯的獸人原本居住在德拉諾世界，這個世界是擁有最多上古獸人文物的地方。起初，獸人是個愛好和平的種族，但後來在燃燒軍團的影響下變成了一群無比殘暴的野蠻人。獸人們通過黑暗之門來到了艾澤拉斯，與聯盟進行過兩次火光衝天、驚天動地的大戰，而第三次大戰看似一觸即發。,0,90831,6,2,426727,45
237,薩滿始祖的頭飾,你找到些狼頭造型風帽的小碎塊。雖然這些看似簡單樸素，你懷疑這是個古老、重要且強大的物品。,1,90843,6,3,458941,130
239,金鈴鐺足環,德萊尼原本是埃雷達爾族，但為了逃離燃燒軍團的魔爪而逃到了德拉諾世界定居，並在該地碰上獸人。當血精靈出現時，他們再度展開逃亡。這回他們逃到了艾澤拉斯，並在這裡加入聯盟的陣營。,0,90853,2,2,426727,45
241,雕刻的奇木豎琴,德萊尼原本是埃雷達爾族，但為了逃離燃燒軍團的魔爪而逃到了德拉諾世界定居，並在該地碰上獸人。當血精靈出現時，他們再度展開逃亡。這回他們逃到了艾澤拉斯，並在這裡加入聯盟的陣營。,0,90860,2,2,426727,45
243,奇怪的銀色紙鎮,德萊尼原本是埃雷達爾族，但為了逃離燃燒軍團的魔爪而逃到了德拉諾世界定居，並在該地碰上獸人。當血精靈出現時，他們再度展開逃亡。這回他們逃到了艾澤拉斯，並在這裡加入聯盟的陣營。,0,90861,2,2,426727,46
245,納斯雷茲姆權杖,德萊尼原本是埃雷達爾族，但為了逃離燃燒軍團的魔爪而逃到了德拉諾世界定居，並在該地碰上獸人。當血精靈出現時，他們再度展開逃亡。這回他們逃到了艾澤拉斯，並在這裡加入聯盟的陣營。,0,90864,2,2,426727,46
250,巴洛克劍鞘,德萊尼原本是埃雷達爾族，但為了逃離燃燒軍團的魔爪而逃到了德拉諾世界定居，並在該地碰上獸人。當血精靈出現時，他們再度展開逃亡。這回他們逃到了艾澤拉斯，並在這裡加入聯盟的陣營。,0,90968,2,2,426727,46
252,精緻水晶燭臺,德萊尼原本是埃雷達爾族，但為了逃離燃燒軍團的魔爪而逃到了德拉諾世界定居，並在該地碰上獸人。當血精靈出現時，他們再度展開逃亡。這回他們逃到了艾澤拉斯，並在這裡加入聯盟的陣營。,0,90974,2,2,426727,44
254,莊嚴的肖像,德萊尼原本是埃雷達爾族，但為了逃離燃燒軍團的魔爪而逃到了德拉諾世界定居，並在該地碰上獸人。當血精靈出現時，他們再度展開逃亡。這回他們逃到了艾澤拉斯，並在這裡加入聯盟的陣營。,0,90975,2,2,426727,45
256,那魯的降臨,那魯這個種族是接近神一般的能量體，與聖光的關聯密不可分。那魯第一次接觸到德萊尼，是當預言者費倫祈求協助以逃離燃燒軍團的腐化之時。那魯回應了那個祈求，幫助費倫和他的人民逃離。而「德萊尼」這個名稱代表「流亡者」。,1,90983,2,3,458946,124
258,阿古斯最後的聖物,這是一個樸素的德萊尼水晶，看起來似乎有千年之久。你非常肯定這不是屬於這個世界的東西。,1,90984,2,3,458946,130
260,鍍造過的伊萊克刺棒,德萊尼原本是埃雷達爾族，但為了逃離燃燒軍團的魔爪而逃到了德拉諾世界定居，並在該地碰上獸人。當血精靈出現時，他們再度展開逃亡。這回他們逃到了艾澤拉斯，並在這裡加入聯盟的陣營。,0,90987,2,2,426727,45
262,複雜的寶箱鑰匙,維酷人是北裂境中凜風峽灣本地的巨人戰士。他們與大海以及原始元龍的關係密切。有許多維酷人後來紛紛都被納入巫妖王的龐大軍隊之中。,0,90988,27,2,426727,45
264,尼弗瓦鉤斧,這把斧頭的斧刃不對稱，其刃口特別長。你覺得如果你能將它重組起來的話，它可能依然保有其魔法之力。,1,90997,27,3,426728,130
266,撒克遜砍刀,維酷人是北裂境中凜風峽灣本地的巨人戰士。他們與大海以及原始元龍的關係密切。有許多維酷人後來紛紛都被納入巫妖王的龐大軍隊之中。,0,91008,27,2,426727,45
268,燧石生火杖,維酷人是北裂境中凜風峽灣本地的巨人戰士。他們與大海以及原始元龍的關係密切。有許多維酷人後來紛紛都被納入巫妖王的龐大軍隊之中。,0,91012,27,2,426727,45
270,尖牙披風飾針,維酷人是北裂境中凜風峽灣本地的巨人戰士。他們與大海以及原始元龍的關係密切。有許多維酷人後來紛紛都被納入巫妖王的龐大軍隊之中。,0,91014,27,2,426727,45
273,帶刺項鍊,維酷人是北裂境中凜風峽灣本地的巨人戰士。他們與大海以及原始元龍的關係密切。有許多維酷人後來紛紛都被納入巫妖王的龐大軍隊之中。,0,91084,27,2,426727,45
275,元龍骷髏,化石是遠古時期保存下來的動物或植物的遺骸。通常活體組織會被礦物質所取代，保存成生物原始的形態。,0,91089,3,0,426727,45
277,海怪觸手化石,化石是遠古時期保存下來的動物或植物的遺骸。通常活體組織會被礦物質所取代，保存成生物原始的形態。,0,91132,3,0,426727,45
279,蜘蛛日晷,奈幽蟲族源於一個名為亞基的古老種族，大約有半數的蟲族在經歷與食人妖之間永無止境的戰爭後，遷徙到遙遠的北方。在北裂境的地底下，他們建立起巨大的城市，傳奇般的阿茲歐-奈幽。巫妖王的到來使得這個邪惡的奈幽種族受到殘酷的打擊，許多蜘蛛形生物被轉化成天譴軍，而其他生物則被逼的不得不深深地藏匿起來。,0,91133,5,2,426727,45
