ID,Name_lang,Cost_lang,OutOfError_lang,ToolTip_lang,MinPower,MaxPower,StartPower,CenterPower,RegenerationPeace,RegenerationCombat,BarType,Flags,StartInset,EndInset,FileDataID[0],FileDataID[1],FileDataID[2],FileDataID[3],FileDataID[4],FileDataID[5],Color[0],Color[1],Color[2],Color[3],Color[4],Color[5]
220,矮人防禦據點,,,建造進度,0,1000,0,0,0,0,0,4,0.1328,0.1367,457327,457301,457302,449451,457303,0,-1,-1,-12566464,-1,-1,-16777216
221,熊貓人防禦據點,,,建造進度,0,1000,0,0,0,0,0,4,0.1328,0.1367,610155,457301,457302,449451,457303,0,-1,-1,-4614848,-924892,-1,-16777216
222,異象體距離,,,,0,100,0,0,0,0,2,2,0,0,669472,669469,669470,0,669471,0,-1,-1,-1,-16777216,-1,-16777216
223,夜精靈防禦據點,,,建造進度,0,1000,0,0,0,0,0,4,0.1328,0.1367,525287,457301,457302,449451,457303,0,-1,-1,-9391552,-13215964,-11667684,-16777216
229,打靶場,,,射的快就可以多贏點分數!,0,1200,1200,0,-1,-1,0,6,0.1328,0.1367,462333,462330,462331,462334,462332,0,-1,-1,-1,-1,-1,-16777216
234,電容器能量,,,,0,100,0,0,0,0,0,2,0,0,457328,457301,457302,0,457303,0,-1,-1,-1,-16777216,-1,-16777216
237,導雷管等級,,,導雷管的能量等級。,0,3,1,0,0,0,0,2,0,0,0,840384,840385,0,0,0,-1,-1,-1,-1,-1,-16777216
238,導雷管能量,導雷管能量,導雷管能量,雷神正在充能的導雷管能量等級。,0,100,0,0,0,0,0,6,0.13,0.13,653596,653593,796705,653597,653595,0,-1,-1,-1,-1,-1,-16777216
240,導雷管等級,,,導雷管的能量等級。,0,3,1,0,0,0,0,2,0,0,0,840390,840391,0,0,0,-1,-1,-1,-1,-1,-16777216
241,導雷管等級,,,導雷管的能量等級。,0,3,1,0,0,0,0,2,0,0,0,840388,840389,0,0,0,-1,-1,-1,-1,-1,-16777216
242,導雷管等級,,,導雷管的能量等級。,0,3,1,0,0,0,0,2,0,0,0,840386,840387,0,0,0,-1,-1,-1,-1,-1,-16777216
243,雷王的珍寶,,,截至目前為止從魔古那裡偷來的金幣數量。,0,9999,0,0,0,0,4,22,0,0,796706,0,0,0,0,796707,-1,-16777216,-16777216,-16777216,-16777216,-1
244,充能等級,,,正在附近模具中充能的延齡錠。,0,200,0,0,0,0,0,6,0.1328,0.1367,0,840432,840433,840435,840434,0,-1,-1,-1,-1,-1,-16777216
245,鍛造進度,,,星穹鐵匠鍛造閃電長槍的進度。,0,160,0,0,0,0,0,6,0.1328,0.1367,653596,653593,796705,653597,653595,0,-1,-1,-1,-1,-1,-16777216
247,收集到的文物,,,衝進繁花礦坑，盡可能找出所有文物!,0,150,0,0,0,0,0,6,0.1328,0.1367,457316,457301,457302,449451,457303,0,-1,-1,-14234,-1,-1,-16777216
248,厄薩寂的護盾,,,厄薩寂受到一個強大的護盾保護。擊殺低階的元素可降低他的護盾能量。,0,100,100,0,0,0,0,6,0.1328,0.1367,459004,457301,457302,0,0,0,-1,-1,-20992,-1,-1,-16777216
253,憤怒,,,隨著憤怒程度提高，戰歌獸人會變得越來越危險。,0,3,0,0,0,0,0,10,0,0,0,840388,840389,0,0,0,-1,-1,-1,-1,-1,-16777216
254,好鬥,,,隨著好鬥程度提高，黑石獸人會變得越來越具有攻擊性。隨著好鬥程度降低，則會越來越趨防守。,0,4,2,0,0,0,0,40,0.1328,0.1367,459008,457301,0,627343,0,0,-1,-1,-1,-1,-1,-16777216
257,傲慢,傲慢,你現在很謙遜了。,"被傲氣凌人擊中的將會產生下列效果:
累積25點傲慢值將會產生傲慢迸發。
累積50點傲慢值將會產生傲慢投影。
累積75點傲慢值將會產生傲慢光環。
累積100點傲慢值將會產生傲慢蝕心。",0,100,0,0,0,0,0,83,0.13,0.13,898411,898408,898409,898412,898410,0,-1,-1,-1,-1,-1,-16777216
258,腐化,腐化,你已淨化了。,你被煞能腐化了。降低你的腐化程度才能完成諾努衫的考驗。,0,100,75,0,0,0,0,82,0.13,0.13,898411,898408,898409,898412,898410,0,-1,-1,-1,-1,-1,-16777216
259,解除防禦系統所需能量,解除防禦系統所需能量,解除防禦系統所需能量,解除防禦系統的能量值。,0,50,0,0,0,0,0,6,0.13,0.13,0,898400,898401,898403,898402,0,-1,-1,-1,-1,-1,-16777216
263,卡爾洛斯的能量,卡爾洛斯的能量,卡爾洛斯的能量,卡爾洛斯正從亞煞拉懼之心吸收力量。,0,100,0,0,0,0,0,6,0.2,0.2,0,898404,898405,898407,898406,0,-1,-1,-9691459,-9691459,-9691459,-16777216
266,塔的兵力,,,擊敗此塔的防禦者來削弱塔的兵力。,0,100,100,0,0,0,0,6,0.1328,0.1367,459008,457301,457302,0,449449,0,-1,-1,-6908266,-1,-2416608,-16777216
267,解除防禦系統所需能量,解除防禦系統所需能量,解除防禦系統所需能量,解除防禦系統的能量值。,0,50,0,0,0,0,0,2,0.13,0.13,0,898400,898401,898403,898402,0,-1,-1,-1,-1,-1,-16777216
268,腐化,腐化,你已淨化了。,你被煞能腐化了。降低你的腐化程度才能完成諾努衫的考驗。,0,100,75,0,0,0,0,82,0.13,0.13,898411,898408,898409,898412,898410,0,-1,-1,-1,-1,-1,-16777216
271,白金水晶核共鳴虛無吸引裝置,,,殺死附近的影月獸人，讓計量表充滿虛無能量。,0,100,0,0,0,0,0,6,0.1328,0.1367,457322,457301,457302,449451,457303,0,-1,-1,-6675498,-1,-1,-16777216
274,釋放奴隸,,,從巨魔那兒釋放了多少個奴隸。,0,99,0,0,0,0,4,22,0,0,796706,0,0,0,0,633767,-1,-16777216,-16777216,-16777216,-16777216,-1
280,伊蘿娜的進度,,,伊蘿娜正在關閉鋼鐵油車。保護她！,0,100,0,0,0,0,0,6,0.1328,0.1367,457311,457301,457302,449451,457303,0,-1,-1,-6675498,-1,-1,-16777216
281,蒸汽能量,蒸汽能量,燃料不足,用來打破岩石和牆壁的能量。,0,60,60,0,0,0,0,6,0.1328,0.1367,457299,457296,457297,0,0,0,-1,-1,-1,-1,-1,-16777216
284,熱度,燃料,悶燃,山脈之心的溫度越高，就會放出更多道衝擊。,0,100,0,0,0,0,0,19,0.1328,0.1367,458992,457301,457302,449451,449449,0,-1,-1,-871119,-1,-1,-16777216
287,怒氣,燃料,悶燃,,0,100,0,0,0,0,0,83,0.13,0.13,459004,628127,628128,462334,0,0,-1,-1,-1,-1,-1,-16777216
290,收集的木材,,,在農民收集木材的時候保護他們的安全。,0,100,0,0,0,0,0,6,0.1328,0.1367,457324,457301,446219,653597,446220,0,-1,-1,-7050445,-1,-1,-16777216
291,勝利點數,,,決定你最後的獎勵。,0,9999,0,0,0,0,4,772,0,0,985508,0,0,0,0,985509,-1,-16777216,-16777216,-16777216,-16777216,-1
292,暖機階段,時間,沒有暖機,準備進行最後的轟炸程序。,0,100,0,0,0,0,1,10,0,0,458994,449477,457582,449481,0,0,-31744,-16777216,-31744,-16777216,-16777216,-16777216
293,意念,,,"因歐格隆雙胞胎距離過遠而忿怒。
加速提高。
施法和引導速度提高。",1,100,0,0,0,0,0,2,0.1328,0.1367,0,1041330,1041331,1041333,1041332,0,-1,-1,-1,-1,-1,-16777216
295,蘑菇汁,,,在血棘洞穴從多汁的蘑菇擠出汁來裝進罐子裡。,0,20,0,0,0,0,1,6,0.1328,0.1367,457569,457569,457567,0,0,0,-1,-1,-65435,-1,-1,-16777216
296,卡拉能量,卡拉能量,卡拉能量,守護卡拉！,0,100,0,0,0,0,0,2,0.14,0.14,0,1036804,1036805,1036807,1036806,0,-1,-1,-9691459,-9691459,-9691459,-16777216
297,載具耐久度,,,,0,100,0,0,0,0,0,0,0.1328,0.1367,457299,457296,457297,457300,457298,0,-1,-1,-1,-1,-1,-16777216
298,無效屏障,,,,0,15000000,0,0,0,0,0,83,0.086,0.086,0,1036120,1036121,1036123,1036122,0,-1,-1,-1,-1,-1,-16777216
299,勝利分數,,,決定最後能獲得的獎勵。,0,9999,0,0,0,0,4,772,0,0,1053204,0,0,0,0,1053205,-1,-16777216,-16777216,-16777216,-16777216,-1
300,材料,,,你的要塞每10分鐘可獲得1份材料。,0,100000,0,0,0,0,4,868,0,0,985510,0,0,0,0,985511,-1,-16777216,-16777216,-16777216,-16777216,-1
303,群眾歡呼,群眾歡呼,群眾歡呼,群眾歡呼強化你的攻擊。,0,100,0,0,0,0,0,6,0.2,0.2,0,1031659,1031660,1031662,1031661,0,-1,-1,-9691459,-9691459,-9691459,-16777216
304,無效屏障,,,,0,100,100,0,0,0,0,83,0.13,0.13,898411,898408,898409,898412,898410,0,-1,-1,-10096574,-1,-1,-16777216
305,無效屏障,,,,0,100,100,0,0,0,0,83,0.086,0.086,0,1036120,1036121,1036123,1036122,0,-1,-1,-1,-1,-1,-16777216
306,黑引信公司使用者手冊,熾熱,,"恭喜你購買了BFC9000！

警告：使用本火焰噴射器時，其溫度會隨使用時間而提高。當溫度過熱時，需要至少冷卻10秒鐘才能再重新使用。

不得退款！",0,100,0,0,0,0,0,307,0.13,0.13,457299,457296,1062073,457300,457298,0,-1,-131587,-1990349,-1,-2355184,-16777216
310,襲擊血槌巨魔,,,殺死血槌巨魔，收集他們氏族的情報。,0,500,0,0,0,0,0,307,0.13,0.13,629036,629037,629035,0,629038,0,-1,-131587,-1990349,-1,-2355184,-16777216
312,襲擊暗潮棲息地,,,破壞鋼鐵部落企圖馴服暗潮棲息地的萊拉克的計畫。,0,500,0,0,0,0,0,307,0.13,0.13,629036,629037,629035,0,629038,0,-1,-131587,-1990349,-1,-2355184,-16777216
313,司凱堤斯廢墟行動,,,目前已釋放的阿拉卡流亡者的總士氣。率領獲釋的流亡者迎戰阿拉卡貴族，然後護送他們安全抵達司凱堤斯廢墟外圍的暗卜者，以推進你的「司凱堤斯廢墟行動」的進度。,0,100,0,0,0,0,0,307,0.13,0.13,457314,457301,457302,0,449449,0,-1,-131587,-1500086,-1,-2355184,-16777216
314,長條,,,,0,500,0,0,0,0,0,307,0.13,0.13,629036,629037,629029,0,629038,0,-1,-131587,-3036435,-1,-7466788,-16777216
317,彈藥,彈藥,彈藥不足！,鋼鐵部落武器所用的彈藥。,0,100,0,0,0,0,0,23,0.122,0.12,1059359,1059354,1059356,0,1059357,0,-1,-1,-1,-1,-1,-16777216
318,虛無調諧,,,你在扭曲虛空中的時間是有限的。離開相對安全的現實泡泡會使你的同調程度衰減。,0,100,100,0,0,0,0,6,0.1328,0.1367,457322,457301,457302,449451,0,0,-1,-1,-6675498,-6082082,-6675498,-16777216
319,儀式能量,,,在鴉語者之巢聽從高階鴉語者科里卡的指示，強化儀式的力量。,0,6,0,0,0,0,1,6,0.1328,0.1367,458990,449457,449458,1036807,449459,0,-1,-1,-4818957,-16777216,-4037167,-16777216
320,火焰精華,,,火焰精華會隨著時間而逐漸熄滅。,0,100,0,0,0,0,0,6,0.13,0.15,458992,457301,457302,449431,0,0,-1,-1,-1006573,-263173,-331107,-16777216
321,瑪爾戈克的無聊程度,,,最好趕緊開始殺啊！,0,1200,1,0,1,1,0,6,0.1328,0.1367,629032,457301,1031660,0,0,0,-1,-1,-1,-1,-1,-16777216
322,燃料,熾熱,,剩餘燃料。,0,100,100,0,0,0,0,291,0.13,0.13,457299,457296,1062073,457300,457298,0,-1,-1,-1990349,-1,-2355184,-16777216
325,盜寶哥布林,,,從盜寶哥布林身上偷到的金幣。,0,99999,0,0,0,0,4,22,0,0,985510,0,0,0,0,796707,-4608,-16777216,-16777216,-16777216,-16777216,-1
326,總計時間,,,這場比賽總共花費的時間。,0,100,0,0,0,0,4,870,0,0,533341,0,0,0,0,533342,-1,-16777216,-16777216,-16777216,-16777216,-1
329,發信機能量,發信機能量,發信機能量,吸收風暴飛龍的閃電攻擊，替發信機充能。,0,100,0,0,0,0,0,6,0.13,0.13,653596,653593,796705,653597,653595,0,-1,-1,-1,-1,-1,-16777216
