ID,Description_lang
81,"在亡者節的時候，人們聚集在墓園中慶祝，和親人的鬼魂一起同樂。

你可以在各大主城的墓園發現慶典活動，你可以在那邊烹飪、跳舞、扮裝還有許許多多的活動。"
101,旅人豐年祭是與他人分享好運的節日。
121,征服之島的戰鬥轉趨激烈。願意持劍投身島上戰鬥的人將會獲得更大的榮譽。
141,Test test
161,卡魯耶克每隔幾天就會在北裂境舉行釣魚大賽。首先釣起黑尖鯊魚的參賽者將會贏得卡魯耶克的敬重以及大獎!
162,吉爾尼斯之戰在這個曾經輝煌的城市中持續進行，進攻的被遺忘者們試圖透過浴血巷戰，從它被詛咒的防衛者手中取得控制權。
163,蠻錘的矮人和龍喉的獸人在過去的二十幾年當中不斷爭奪著艾澤拉斯東邊高地的肥沃山谷。
164,10v10的積分戰場已經開放了。你可以與其他9名玩家組成團隊，然後從PvP選單中加入積分戰場的佇列來獲取征服點數。
165,15v15的積分戰場已經開放了。你可以與其他14名玩家組成團隊，然後從PvP選單中加入積分戰場的佇列來獲取征服點數。
166,25v25的積分戰場已經開放了。你可以與其他24名玩家組成團隊，然後從PvP選單中加入積分戰場的佇列來獲取征服點數。
188,"魔獸世界週年紀念!

和我們一起在艾澤拉斯的世界中盡情徜徉吧，魔獸世界研發團隊在此致上萬分謝意。"
201,"暗月馬戲團開張了。

快來看看希拉斯‧暗月和他的戲團，參與一些考驗智慧與膽量的遊戲，目睹來自艾澤拉斯各地的驚奇景象...以及更多新奇的事物在此等著你!"
204,唯利視圖的風險投資公司設法將碎銀礦坑的擁有權賣給聯盟與部落了!即使到現在鐵爐堡和污水灣兩大對手的採礦活動中心也雇用了傭兵，為了這些珍貴的資源拼個你死我活...
205,金蓮會的密探發現了塵封在科特魔古神廟內古老且強大的神器。水土與火金武僧們到今天還在為了爭奪這件神秘的儀器相鬥不休，不管是聯盟還是部落，只要能夠幫忙奪得神器的便是他們的盟友。
215,在四風峽的深處，全新深風峽谷戰場所判定勝利的方式並不是以殺死的敵人數量決定，而是以取得的金礦來決定。
217,當此事件開放時，你的戰寵會獲得兩倍的經驗值！馬上開始對戰吧！
218,當此事件開放時，只要在100級的英雄或傳奇難度地城中擊敗敵人，就可以獲得對應的德拉諾陣營聲望。
219,當此事件開放時，在隨機戰場中可以取得更高的榮譽值。從戰場上光榮凱旋歸來吧！
220,"當此事件開放時，等級30或以上的玩家將可加入特殊的時光漫遊地城搜尋器佇列，拜訪過去《巫妖王之怒》資料片的地城。參與時光漫遊事件時，玩家的角色和裝備等級將會被調低，但是首領掉落的物品依然是玩家正常等級所應獲得之水準。

在巫妖王之怒時光漫遊事件期間，玩家可以組成10到30人的隊伍，前往北裂境的達拉然跟沃爾慕交談，進入時光漫遊版本的奧杜亞團隊副本。"
221,當此事件開放時，在競技場練習賽將可以更高的榮譽值。好戰鬥，不打嗎？
222,"當此事件開放時，等級30或以上的玩家將可加入特殊的時光漫遊地城搜尋器佇列，拜訪過去《燃燒的遠征》資料片的地城。參與時光漫遊事件時，玩家的角色和裝備等級將會被調低，但是首領掉落的物品依然是玩家正常等級所應獲得之水準。

在燃燒的遠征時光漫遊事件期間，玩家可以組成10到30人的隊伍，前往外域的撒塔斯城跟沃爾慕交談，進入時光漫遊版本的黑暗神廟團隊副本。"
223,當此事件開放時，頂尖水晶會神秘地增加。在德拉諾原先會掉落頂尖水晶的生物現在掉落的機率更高了。
224,"此事件期間，等級35以上的玩家將可加入特殊時光漫遊地城搜尋器的佇列，重新造訪《浩劫與重生》資料片的過往地城。時光漫遊時，玩家與道具等級將隨之降低，但首領會掉落與玩家原本等級相當的物品。

在《浩劫與重生》時光漫遊地城事件期間，你可聚集 10 至 30 名玩家的團隊，前往奧格瑪或暴風城與沃爾慕談話，進入時光漫遊地城版本的火源之界。"
225,當此事件開放時，每個軍團地城的最後首領都會多掉落一件物品。
226,當此事件開放時，完成世界任務會得到相應陣營的聲望加成獎勵。
227,在這個日子，艾澤拉斯和德拉諾的居民會對勞苦功高的守衛表示敬意。向守衛敬禮表示感謝！
228,一場絕對沒有什麼乳牛關的煉獄慶祝大會。
229,在這一天，甲蟲之鑼會敲響，安其拉的大門會敞開。代表你的陣營前往收集補給品或殲滅暮光和其拉的部隊。獲勝的陣營在這一年接下來的時間裡，其代表旗幟會在甲蟲之鑼旁邊飄揚！
230,這是亂羽角鷹獸孵化的日子。前往菲拉斯的亂羽高地，親自見證這奇蹟的一刻！
231,艾澤拉斯的居民們需要放鬆一下。一起去千針石林划船吧！
232,安戈洛的恐龍開始騷動不安了。看來是去拜訪一趟的時候了！
233,戶外風和日麗…正是適合搭乘熱氣球的好日子。坐上熱氣球、享受美好風景，記得交些新朋友！
234,艾澤拉斯的法師們偶爾也需要放鬆放鬆。在附近的酒館跳進傳送門，就能加入旅店大拼酒活動！
235,在今天，北風凍原的冬鰭魚人寶寶要完成橫渡西裂峽的壯舉。
236,今天是贊格沼澤的斯博格爾孢子人慶祝年度香菇節慶的日子。幫助他們維持福咻菇的生命，越久越好！
237,當此事件開放時，等級35或以上的玩家將可加入特殊的時光漫遊地城搜尋器佇列，前往過去《潘達利亞之謎》資料片的地城歷險。參與時光漫遊事件時，玩家的角色和裝備等級將會被調低，但是首領掉落的物品依然是玩家正常等級所應獲得之水準。
238,
239,
240,
241,找出你最吸睛的肩鎧，跟全艾澤拉斯的玩家比一比誰最時尚！只要拜訪各大城市中的塑形師就可以參加時尚大考驗！
242,今天會在奧格瑪和暴風城中的主要拍賣場舉辦跳舞派對！大家快聚過來展現你陣營的榮耀吧！
243,今天會在月光林地慶祝梟獸節，歡慶跟梟獸有關的一切。來更加了解梟獸吧！
244,加入地精，一同慶祝他們不屈不撓的精神！跨越東部王國，從諾姆瑞根一路跑到藏寶海灣！
245,進入普通或英雄難度的薩格拉斯之墓團隊副本…基爾加丹在等著你！
246,傳奇難度的薩格拉斯之墓等待著最勇猛的冒險者。玩家現在可以透過團隊搜尋器進入團隊副本的第一區：地獄之門。
247,玩家現在可以透過團隊搜尋器進入薩格拉斯之墓的第二區：哀嚎大廳。
248,玩家現在可以透過團隊搜尋器進入薩格拉斯之墓的第三區：化身密室。
249,玩家現在可以透過團隊搜尋器展開薩格拉斯之墓的最後決戰：欺詐者末路。基爾加丹在等著！
250,在《阿古斯之影》的第二部分，完成克庫恩的故事線並前往德萊尼故城埃雷達斯的遺跡。進入侵略點以阻止燃燒軍團染指其他世界的圖謀。新增世界任務。
251,在《阿古斯之影》的第三部分，完成阿古斯之影故事線，解鎖所有世界任務並勇闖新地城三傑議會之座。啟動梵迪卡爾上的虛空之光熔爐，開始鑄造聖物。
252,玩家現在可以透過團隊搜尋器進入安托洛斯，燃燒王座的第二區：禁忌陷窟。
253,玩家現在可以透過團隊搜尋器進入安托洛斯，燃燒王座的第三區：絕望之境。
254,玩家現在可以透過團隊搜尋器進入安托洛斯，燃燒王座的最後一區：萬神殿寶座。
255,傳奇難度的安托洛斯，燃燒王座等待著最勇猛的冒險者，玩家現在可以透過團隊搜尋器進入團隊副本的第一區：聖光止境。
256,進入普通或英雄難度的安托洛斯，燃燒王座團隊副本…阿古斯在等著你！
357,貢獻戰備物資，然後和你所屬陣營的大軍一同在激流堡之役作戰！
358,黑海岸衝突一觸即發，部落和聯盟互相爭奪泰達希爾的控制權。這是限時活動！
359,在聯盟攻擊羅德隆要塞邊界時，體驗奪回主控權的經過。為了勝利！為了榮耀！為了羅德隆！
360,進入普通或英雄難度的奧迪爾，古翰正在等候！
361,當此事件開放時，每個決戰艾澤拉斯地城的最後首領都會多掉落一件物品。
362,傳奇難度的奧迪爾等待著最勇猛的冒險者，而玩家現在也可以透過團隊搜尋器進入團隊副本的第一區：隔離大廳。
363,玩家現在可以透過團隊搜尋器進入奧迪爾的第二區：血紅坡道。
364,玩家現在可以透過團隊搜尋器進入奧迪爾的最後一區：腐化之心。
365,去庫爾提拉斯找到雷克薩，阻擾聯盟測試艾澤萊晶岩武器，繼續推展部落的陣營戰役。
366,協助珍娜‧普勞德摩爾防守庫爾提拉斯，繼續推展聯盟的陣營戰役。召集盟軍，擊潰部落！
367,你的新盟友想要執行天才計畫，但首先需要你的協助…還有一點地精工程學。
368,協助貿易親王加里維克斯試試他的全新殺人機甲：G.M.O.D。
369,跟雷克薩還有秘法師薇兒塔一起潛入敵方領地，試著救出一名敵人的敵人，使其成為新盟友。
370,跟弗林‧晴風還有馬迪亞斯‧肖爾一起深入敵方領地，執行大膽的竊盜計畫、取回深淵權杖。
371,各種計劃與與準備後，聯盟對納茲米爾的沼澤展開進攻了。這次行動的風險極高，注定會有些人回不了家。
372,聯盟軍隊大膽進攻納茲米爾的沼澤。追隨塔蘭姬公主一同迎敵！
373,參加達薩亞洛之戰結束後部落領袖的會議。
374,參加達薩亞洛之戰結束後聯盟領袖的會議。
375,庫爾提拉斯海軍突襲贊達拉的同時，各路精英在達薩亞洛之戰展開激鬥。普通與英雄難度現已開放。
376,傳奇難度的達薩亞洛之戰團隊副本等待著最勇猛的冒險者，玩家現在可以透過團隊搜尋器進入團隊副本的第一區：達薩亞洛圍城戰。
377,玩家現在可以透過團隊搜尋器進入達薩亞洛之戰的第二區：帝國覆滅。
378,玩家現在可以透過團隊搜尋器進入達薩亞洛之戰的第三區：聯盟玩家可進行聯盟之力、部落玩家可進行不勝即亡。
379,在喀撒朗蠻荒的海龜海灘為劉浪和神真子慶祝並且向他們致敬。好好沉思一番然後高歌吧！
380,商人開始在艾澤拉斯的好幾個地點販售…免費T恤！！！據說，還有表演藝人在各個主城發放免費的二手衣！
381,GG工程公司在瓦許伊爾深處發現發光生物。他們需要你趕在發光生物躲回深海以前，幫忙研究這些生物！
382,當此事件開放時，等級40或以上的玩家將可加入特殊的時光漫遊地城搜尋器佇列，前往過去《德拉諾之霸》資料片的地城歷險。參與時光漫遊事件時，玩家的角色和裝備等級將會被調低，但是首領掉落的物品依然是玩家正常等級所應獲得之水準。
383,深入斯陀頌恩谷地地底的神秘空間，發掘散佈在這片土地上的暗影來自何處。普通與英雄難度現已開放。
384,傳奇難度的風暴邪淵團隊副本等待著最勇猛的冒險者，玩家現在也可以透過團隊搜尋器進入團隊副本。
387,納沙塔爾的危險只是開端而已。突破宮殿的大門，踏進艾薩拉致命的領地。
388,傳奇難度的永恆宮殿團隊副本等待著最勇猛的冒險者，玩家現在也可以透過團隊搜尋器進入團隊副本。
389,玩家現在可以透過團隊搜尋器進入永恆宮殿的第二區：虔信深淵。
390,玩家現在可以透過團隊搜尋器進入永恆宮殿的最後一區：群星之環。
391,
392,深入奈奧羅薩，甦醒之城，並且在恩若司的領域對抗他。
393,傳奇難度的奈奧羅薩，甦醒之城等待著最勇猛的冒險者，玩家現在也可以透過團隊搜尋器進入團隊副本。
394,玩家現在可以透過團隊搜尋器進入奈奧羅薩，甦醒之城的第二區：獻祈大廳。
395,玩家現在可以透過團隊搜尋器進入奈奧羅薩，甦醒之城的第三區：血肉贈禮。
396,玩家現在可以透過團隊搜尋器進入奈奧羅薩，甦醒之城的最後一區：清晰夢境。
397,玩家現在可以使用團隊搜尋器進入納撒亞城的第二區域：豐裕聖物盒。
398,玩家現在可以使用團隊搜尋器進入納撒亞城的第三區域：血濃於石。
399,傳奇難度的納撒亞城等著最英勇的冒險者，而玩家們現在可以使用團隊搜尋器進入團隊副本：吸血寶庫。
400,進入納撒亞城並在戴納瑟斯王的堡壘內與之對抗。
401,玩家現在可以使用團隊搜尋器進入納撒亞城的最終區域：覲見傲慢之王。
402,萬獸揮霍已在『譴罪之塔』托迦司釋放！
403,無拘黑暗已在『譴罪之塔』托迦司釋放！
404,死亡的靈魂群聚在『譴罪之塔』托迦司內！
405,當此事件開放時，每個暗影之境地城的最後首領都會多掉落一件物品。
407,登上托迦司頂端並進入統御聖所，阻止閻獄之主的邪惡陰謀。
408,傳奇難度的統御聖所團隊副本等待著最勇猛的冒險者，玩家現在也可以透過團隊搜尋器進入團隊副本。
409,玩家現在可以透過團隊搜尋器進入統御聖所的第二區：黑暗牢獄。
410,玩家現在可以透過團隊搜尋器進入統御聖所的第三區：命運鐐銬。
411,玩家現在可以透過團隊搜尋器進入統御聖所的最後一區：終末交鋒。
412,
413,
414,
415,
416,
417,當此事件開放時，等級45或以上的玩家將可加入特殊的時光漫遊地城搜尋器佇列，前往過去《軍臨天下》資料片的地城歷險。參與時光漫遊事件時，玩家的角色和裝備等級將會被調低，但是首領掉落的物品依然是玩家正常等級所應獲得之水準。
418,
419,勇闖首創者聖塚，阻止佐瓦爾企圖統御現實世界的陰謀。
420,傳奇難度的首創者聖塚團隊副本在等著最勇猛的冒險者，玩家現在也可以透過團隊搜尋器進入團隊副本。
421,玩家現在可以透過團隊搜尋器進入首創者聖塚的第二區：造物基石。
422,玩家現在可以透過團隊搜尋器進入首創者聖塚的第三區：統御之握。
423,玩家現在可以透過團隊搜尋器進入首創者聖塚的第四區：宏偉設計。
424,本週，納撒亞城的首領難度會往上提高，並且具備特殊強化能力。掉落的物品會提升至更高的物品等級。
425,本週，統御聖所的首領難度會往上提高，並且具備特殊強化能力。掉落的物品會提升至更高的物品等級。
426,本週，首創者聖塚的首領難度會往上提高，並且具備特殊強化能力。掉落的物品會提升至更高的物品等級。
427,當此事件開放時，每個巨龍崛起地城的最後首領都會多掉落一件物品。
428,勇闖洪荒化身牢獄，阻止菈薩葛絲的計畫！
429,玩家現在可以透過團隊搜尋器進入洪荒化身牢獄的第一區：洪荒壁壘。
430,玩家現在可以透過團隊搜尋器進入洪荒化身牢獄的第二區：灌注洞穴。
431,玩家現在可以透過團隊搜尋器進入洪荒化身牢獄的第三區：風暴之怒。
432,回應守護巨龍的號召，跟隨龍鱗遠征隊探索巨龍群島，冒險即將展開！
433,進入朧影實驗場，阻止沙卡瑞斯，別讓他獲得奈薩里奧的遺產。
434,你現在可以利用團隊搜尋器，進入朧影實驗場的第一區：廢棄作品區。
435,你現在可以利用團隊搜尋器，進入朧影實驗場的第二區：巨人的狂怒。
436,你現在可以利用團隊搜尋器，進入朧影實驗場的第三區：奈薩里奧的幻影。
437,你現在可以利用團隊搜尋器，進入朧影實驗場的第四區：虛無邊際。
438,"一股奇異之風從異界吹來，大地上出現了揹著袋子的古怪生物…

找到他們，看看他們身上有什麼寶物！"
439,"一股奇異之風從異界吹來，英雄們都恢復了活力。

角色在此活動中可獲得額外的經驗值和聲望。"
440,艾澤拉斯騎士邀請龍騎士們在卡林多各地一較高下！跟沃卓肯的安德斯塔茲領主交談，了解更多資訊。
441,"這片土地充滿了各種秘聞！埋藏的珍品、失竊的寶藏、發現的線索…

誰是幕後黑手呢？去找保護學家，協助他們發掘真相！新的秘聞會在每日下午3點(太平洋時間)揭露。"
442,"這片土地充滿了各種秘聞！埋藏的珍品、失竊的寶藏、發現的線索…

誰是幕後黑手呢？去找保護學家，協助他們發掘真相！新的秘聞會在每日晚上10點(歐洲中部時間)揭露。"
443,"這片土地充滿了各種秘聞！埋藏的珍品、失竊的寶藏、發現的線索…

誰是幕後黑手呢？去找保護學家，協助他們發掘真相！新的秘聞會在每日上午7點(韓國時間)揭露。"
444,艾澤拉斯騎士邀請各路龍騎士在東部王國各地一較高下！跟沃卓肯的安德斯塔茲領主交談，了解更多資訊。
445,艾澤拉斯騎士邀請龍騎士們在外域各地一較高下！跟沃卓肯的安德斯塔茲領主交談，了解更多資訊。
446,
447,"青銅龍軍團發現，時間之道又變得越來越動盪不安，很多異變迅速與我們的時間之道相交！

連續通關的時光漫遊地城後，你會獲得時間之道知識，暫時提高你獲得的經驗值。另外，在有限時間內，沃卓肯的卡茲菈發布的時光漫遊任務也會提供更好的獎勵，包括全新的英雄難度牢獄寶箱。"
448,艾澤拉斯騎士邀請龍騎士們在北裂境各地一較高下！跟沃卓肯的安德斯塔茲領主交談，了解更多資訊。
449,艾澤拉斯騎士邀請龍騎士們在潘達利亞各地一較高下！跟沃卓肯的安德斯塔茲領主交談，了解更多資訊。
450,艾澤拉斯騎士邀請龍騎士們在破碎群島各地一較高下！跟沃卓肯的安德斯塔茲領主交談，了解更多資訊。
451,追擊菲拉卡進入泉湧神殿，並阻止他吞噬埃達希爾之心！
452,玩家現在可以透過團隊搜尋器進入『夢境希望』埃達希爾的第一區：洪荒化身甦醒。
453,玩家現在可以透過團隊搜尋器進入『夢境希望』埃達希爾的第二區：熔火入侵。
454,玩家現在可以透過團隊搜尋器進入『夢境希望』埃達希爾的第三區：翠綠之織。
455,玩家現在可以透過團隊搜尋器進入『夢境希望』埃達希爾的第四區：埃達希爾的命運
456,前往沃卓肯、暴風城和奧格瑪，一同慶祝陪伴我們走過十年歲月的歡樂卡牌遊戲！
458,恆龍軍團正在調查潘達利亞的歷史。重溫潘達利亞之謎資料片，享受全新的賽季技能和獎勵！
459,傳奇難度的奈幽巴宮殿團隊副本等待著最勇猛的冒險者。
461,玩家現在可以透過團隊搜尋器進入奈幽巴宮殿的第二區：奈幽巴宮殿的秘密。
462,玩家現在可以使用團隊搜尋器進入奈幽巴宮殿的第三區域：女王之殞。
463,襲擊奈幽巴宮殿，並阻止安蘇芮克女王對她奈幽蟲族的晉升陰謀。
466,當此事件開放時，每個地心之戰地城的最後首領都會多掉落一件物品。
467,當此事件開放時，探究會給勇敢的探險者更多獎勵。
468,玩家現在可以在故事模式下迎戰安蘇芮克女王。
469,玩家現在可以使用團隊搜尋器進入奈幽巴宮殿的第一區：爬蛛城垛。
471,前往暴風城和奧格瑪，一同慶祝陪伴我們走過十年歲月的歡樂卡牌遊戲！
