ID,Name_lang,Description_lang,GarrAbilityCategoryID,GarrFollowerTypeID,IconFileDataID,FactionChangeGarrAbilityID,Flags
60,製皮,將其指派至製皮廠時，可以製造帳篷，並且提高訂單的生產效能。除此之外，還能提高製皮任務的成功機率。,5,1,4620678,0,33
61,裁縫,將其指派至裁縫百貨時，不但可以在裁縫上提供各種好處，還能提高裁縫任務的成功機率。,5,1,4620681,0,33
62,剝皮,將其指派至獸倉時，會根據追隨者的等級提高訂單的生產效能。,5,1,4620680,0,33
63,地精粉絲,提高與地精一起執行任務時的成功機率。,4,1,236446,73,9
64,人類學家,提高與人類一起執行任務時的成功機率。,4,1,236447,71,9
65,矮人之友,提高與矮人一起執行任務時的成功機率。,4,1,236443,70,9
66,月神之子,提高與夜精靈一起執行任務時的成功機率。,4,1,236450,74,9
67,阿古斯同盟,提高與德萊尼一起執行任務時的成功機率。,4,1,236442,72,9
68,犬科同伴,提高與狼人一起執行任務時的成功機率。,4,1,528692,75,9
69,飲酒狂,提高與熊貓人一起執行任務時的成功機率。,4,1,626190,0,1
70,德拉諾之子,提高與獸人一起執行任務時的成功機率。,4,1,236451,65,5
71,死亡的魅力,提高與不死族一起執行任務時的成功機率。,4,1,236457,64,5
72,圖騰師,提高與牛頭人一起執行任務時的成功機率。,4,1,236454,67,5
73,巫毒狂熱者,提高與食人妖一起執行任務時的成功機率。,4,1,236456,63,5
74,精靈同盟,提高與血精靈一起執行任務時的成功機率。,4,1,236440,66,5
75,經濟學家,提高與哥布林一起執行任務時的成功機率。,4,1,632354,68,5
76,驚人耐力,針對持續時間七小時以上的任務提升成功機率。,8,1,135987,0,1
77,力量爆發,針對持續時間七小時以下的任務提升成功機率。,8,1,136088,0,1
78,孤狼,提高獨自執行任務時的成功機率。,9,1,538568,0,3
79,拾荒者,在任務中所取得的要塞資源數量增加100%,7,1,413571,0,1
80,額外訓練,所有追隨者從任務獲得的經驗值提高30%,7,1,975743,0,1
100,嘲諷,強制敵人攻擊戰士。,0,1,136080,0,0
101,多重射擊,獵人用來對複數敵人造成傷害的技能。,0,1,132330,0,0
102,英勇躍擊,戰士快速脫離危險的技能。,0,1,236171,0,0
103,急速射擊,顯著增加獵人的爆發傷害。,0,1,132208,0,0
104,悶棍,盜賊用來控制危險敵人行動的技能 (或只是用來煩你)。,0,1,132310,0,0
105,腳踢,盜賊用來打斷法術的技能 (讓人超沮喪)。,0,1,132219,0,0
106,治療鍊,薩滿用來治療一群盟友的技能。,0,1,136042,0,0
107,淨化靈魂,薩滿用來移除有害魔法效果的技能。,0,1,236288,0,0
108,低吼,強制目標攻擊德魯伊。,0,1,132270,0,0
114,黑暗敕令,強制目標攻擊死亡騎士。,0,1,136088,0,0
115,骸骨之盾,以骸骨形成的盾牌保護死亡騎士。,0,1,458717,0,0
116,死亡凋零,死亡騎士用來對複數敵人造成傷害的技能。,0,1,136144,0,0
117,心智冰封,凍結對手的心智，打斷法術。,0,1,237527,0,0
118,強力符文武器,顯著增加死亡騎士的爆發傷害。,0,1,135372,0,0
119,反魔法護罩,保護死亡騎士不受有害魔法效果影響。,0,1,136120,0,0
120,順劈斬,戰士用來對複數敵人造成傷害的技能。競技場隊伍的決裂也很適合用「劈」這個字來描述。,0,1,132338,0,0
121,拳擊,戰士用來打斷法術的技能。,0,1,132938,0,0
122,魯莽,戰士大幅增加爆發傷害的技能。,0,1,603532,0,0
123,清算,強制目標攻擊聖騎士。,0,1,135984,0,0
124,聖盾術,聖騎士用來避免受到傷害的技能。也能用來夾著尾巴逃走，真丟臉。,0,1,524354,0,0
125,淨化術,聖騎士用來移除有害魔法效果的技能。,0,1,135949,0,0
126,責難,聖騎士用來打斷法術的技能。,0,1,523893,0,0
127,懺悔,聖騎士用來控制危險敵人行動的技能。,0,1,135942,0,0
128,神聖光輝,聖騎士用來治療一群盟友的技能。,0,1,457654,0,0
129,神性祈求,聖騎士用來快速恢復法力的技能。,0,1,237537,0,2
130,神性風暴,聖騎士用來對複數敵人造成傷害的技能。,0,1,236250,0,0
131,復仇之怒,聖騎士大幅增加爆發傷害的技能。,0,1,135875,0,0
132,樹皮術,德魯伊讓皮膚硬化，顯著降低受到的傷害。,0,1,136097,0,0
133,啟動,德魯伊用來快速恢復目標法力的技能。,0,1,136048,0,2
134,糾纏根鬚,德魯伊用來控制危險敵人行動的技能。,0,1,136100,0,0
135,野性痊癒,德魯伊用來治療一群盟友的技能。,0,1,236153,0,0
136,自然療癒,德魯伊用來移除有害魔法效果的技能。,0,1,236288,0,0
137,颶風,德魯伊用來對複數敵人造成傷害的技能。,0,1,136018,0,0
138,狂暴,顯著提升德魯伊的爆發傷害。,0,1,236149,0,0
139,星穹連線,顯著提升德魯伊的爆發傷害。,0,1,136060,0,0
140,挑釁,強制敵人攻擊武僧。,0,1,620830,0,0
141,護身氣勁,武僧用來顯著降低傷害的技能。,0,1,611417,0,0
142,真氣波,武僧用來治療一群盟友的技能。,0,1,606541,0,0
143,迅空翻,武僧用來快速脫離危險的技能。,0,1,574574,0,0
144,點穴,武僧用來控制危險敵人行動的技能。,0,1,629534,0,0
145,化毒袪病,武僧用來移除有害魔法效果的技能。,0,1,460692,0,0
146,法力茶,武僧用來快速恢復目標法力的技能。,0,1,608949,0,2
147,天矛鎖喉手,武僧用來打斷法術的技能。,0,1,608940,0,0
148,驅散魔法,牧師用來移除有害魔法效果的技能。,0,1,135894,0,0
149,暗影惡魔,牧師大幅增加爆發傷害和法力恢復速度的技能。,0,1,136199,0,2
150,心靈烙印,牧師用來對複數敵人造成傷害的技能。,0,1,237565,0,0
151,支配心智,牧師用來控制危險敵人行動的技能。這個技能在阿拉希盆地和暴風之眼特別多人使用。,0,1,136206,0,0
152,注入能量,牧師大幅增加爆發傷害的技能。,0,1,135939,0,0
153,水之盾,薩滿大幅增加法力恢復速度的技能。,0,1,132315,0,2
154,閃電鏈,薩滿用來對複數敵人造成傷害的技能。,0,1,136015,0,0
155,削風術,薩滿用來打斷法術的技能。,0,1,463565,0,0
156,鬼魂之狼,薩滿用來快速脫離危險的技能。,0,1,136095,0,0
157,妖術,薩滿用來控制危險敵人行動的技能。,0,1,237579,0,0
158,卓越術,薩滿大幅增加爆發傷害的技能。,0,1,135791,0,0
159,閃避,盜賊用來避免受到大量傷害的技能。,0,1,136205,0,0
160,疾跑,盜賊用來快速脫離危險的技能。或是用來在郵箱和拍賣場之間快速移動。,0,1,132307,0,0
161,飛舞刀刃,盜賊用來對複數敵人造成傷害的技能。,0,1,236273,0,0
162,死亡標記,盜賊用來大幅增加爆發傷害的技能。,0,1,236364,0,0
163,假死,獵人用來強制敵人攻擊其他目標的技能。,0,1,132293,0,0
164,威懾,獵人用來避免受到傷害的技能。,0,1,132369,0,0
165,逃脫,獵人用來快速脫離危險的技能。,0,1,132294,0,0
166,駁火反擊,獵人用來打斷法術的技能。,0,1,249170,0,0
167,冰凍陷阱,獵人用來控制危險敵人行動的技能。,0,1,135834,0,0
168,寒冰屏障,法師用來避免受到巨大傷害的技能。會持續一段時間。,0,1,135841,0,0
169,造食術,你的身體需要能量，才能發揮完整的潛力！,0,1,609812,0,2
170,閃現術,法師用來快速傳送離開危險的技能。根本作弊。,0,1,135736,0,0
171,法術反制,法師用來打斷法術的技能。,0,1,135856,0,0
172,變形術,法師用來控制危險敵人行動的技能。,0,1,136071,0,0
173,時間扭曲,法師大幅增加爆發傷害的技能。,0,1,458224,0,0
174,心志堅定,術士用來避免受到大量傷害的技能。,0,1,136150,0,0
175,吸取生命,術士用來恢復生命的技能，不然呢？,0,1,136169,0,0
176,焦化魔法,由煩人的小鬼施放，用以移除有害魔法效果的技能。,0,1,841219,0,0
177,惡魔化身,術士用來假裝自己是惡魔獵人的技能，可以大幅增加爆發傷害。,0,1,236293,0,0
178,火焰之雨,術士用來對複數敵人造成傷害的技能。,0,1,135804,0,0
179,法術封鎖,術士用來打斷法術的技能。,0,1,136174,0,0
180,恐懼術,用來控制危險敵人行動的技能。但有時候會因此違反基本物理定律，相當怪異。,0,1,136183,0,0
181,召喚煉獄火,術士施放之後會覺得自己真是太強了，並且能製造大量傷害。這讓周圍的無辜民眾感到非常緊張。,0,1,136219,0,0
182,突進,德魯伊用來快速衝離危險的技能。好像他們還跑得不夠快似的。,0,1,132120,0,0
183,凝神絕釀,武僧用來大幅增加爆發傷害的技能。而且嘗起來很不錯。,0,1,608938,0,0
199,額外訓練,任務完成時得到額外經驗值。,0,1,236221,0,2
200,額外訓練,任務完成時得到額外經驗值。,0,1,236221,0,2
201,作戰經驗,額外增加任務成功機率。,11,1,458725,0,51
202,作戰經驗,額外增加任務成功機率。,0,1,236221,0,2
203,傳送,減少任務旅行時間。,0,1,236221,0,2
204,傳送,減少任務旅行時間。,0,1,236221,0,2
205,回收者之手,任務完成時獲得額外要塞資源。,0,1,236221,0,2
206,回收者之手,任務完成時獲得額外要塞資源。,0,1,236221,0,2
221,史詩坐騎,任務時間縮短50%,8,1,631718,0,1
222,跑屍達人,任務持續時間縮短25%,0,1,575534,0,3
227,釣手,納特的知識能讓你在德拉諾釣魚時，不需要使用誘餌就能釣上大魚。,5,1,236574,0,19
228,萬年青,指派至鋸木廠時，能以更有效率，而且更符合植物保護精神的方式來處理木材。,5,1,236160,0,19
231,保鏢,將追隨者指派至第2級或第3級的兵營時，他就會是你在德拉諾的保鏢。,5,1,1037260,0,19
232,舞者,你的動作輕盈，讓你可以快速通過危險區域。,12,1,132171,0,3
236,爐石戰記專家,對戰保證精彩的戰術大師。隊伍成員獲得經驗值的速度提高35%,7,1,1061040,0,3
244,蠻卒,大幅提高獨自進行任務時的成功機率。,9,1,1035504,0,19
248,導師,同隊伍的追隨者都能獲得此追隨者的戰鬥效果。,7,1,442732,0,19
249,非凡冒險家,"身為野獸知識和地形探索的專家，哈里遜能從容面對各種危機。



|cFFFFD200「財富與榮耀，小子。財富與榮耀啊。」- 哈里遜‧瓊斯 |r",0,1,646781,0,18
250,光速,灌注太陽之力的魯克馬爾羽毛能讓追隨者的速度大幅提升。,8,1,642580,0,3
252,"巨魔好夥伴
",提高與巨魔一起執行任務時的成功機率。,4,1,1030796,0,3
253,機械狂,提高與傀儡或機械一起執行任務時的成功機率。,4,1,254104,0,3
254,賞鳥客,提高與阿拉卡一起執行任務時的成功機率。,4,1,1042646,0,3
255,與獸同行,提高與野獸類同伴一起執行任務時的成功機率。,4,1,134176,0,3
256,終極拾荒者,在任務中所取得的要塞資源數量增加200%,7,1,1005027,0,1
257,Test - Temporary Follower Ability,Temporary follower ability description.  Lasts for one mission.,0,1,463852,0,65
260,登陸小隊,可以運送部隊，登陸執行必要的任務。,0,2,1141393,0,51
261,潛水艇,讓雷達偵測不到潛水艇，藉此欺近敵艦。,0,2,1141396,0,51
262,戰艦,發射可以輕鬆打穿護甲的穿甲彈。,0,2,1141390,0,51
263,驅逐艦,將高爆炸藥投入水中，摧毀水底下的船艦。,0,2,1141395,0,51
264,航空母艦,派出轟炸機連隊，從空中進行攻擊。,0,2,1141394,0,51
265,破冰器,可以在結冰的海域中闢出一條水道。,0,2,892834,0,0
266,艙底水泵,抽掉船上的積水，讓船艦在狂風暴雨中依舊能穩穩浮在水面上。,0,2,986488,0,0
267,高亮度霧燈,超明亮的燈光足以穿透層層迷霧，以及你的視網膜。,0,2,460953,0,0
268,陀螺儀穩定器,讓船身保持穩定，可以輕鬆繞過激流漩渦。,0,2,657937,0,0
269,高壓熔爐,巨型的熔爐，可以產生龐大的動力。,0,2,900306,0,0
270,真鐵船舵,強化的船舵，讓船艦可以在高速下急轉彎。,0,2,986491,0,0
271,鯊魚水槽,水雷根本擋不住一群受過訓練的鯊魚。,0,2,294472,0,0
272,魔煙發射器,在船艦周圍釋放煙幕遮蔽敵方視野，避免讓敵方取得先手攻擊的優勢。,0,2,627487,0,0
273,硝基燃料箱,船艦可以使用硝基燃料，讓啟程與返航的速度更快。任務時間縮短50%,0,2,237030,0,18
274,老練船員,這位船員經驗豐富，看他戴的帽子就說明了一切。額外提高任務成功的機率。,0,2,669453,0,18
275,防沉裝置,遭受到致命一擊時，會在船艦周圍產生一個無法穿透的護盾，讓船不至於沉沒。防沉裝置觸發之後就會損壞。,0,2,1030102,0,2
276,儲糧艙,船上有額外的空間可以載運更多糧食，提高長程航行任務的成功機率。,0,2,651578,0,18
277,自動航空掃描儀,提高與航空母艦一起執行任務時的成功機率。,0,2,133873,0,0
278,備用彈藥艙,提高與戰艦一起執行任務時的成功機率。,0,2,249177,0,0
279,聲波增幅器,提高與驅逐艦一起執行任務時的成功機率。,0,2,252188,0,0
280,額外艙房,提高與運輸艦一起執行任務時的成功機率。,0,2,133004,0,0
281,Q-43噪音水雷,提高與潛水艇一起執行任務時的成功機率。,0,2,948864,0,0
282,獸人船員,霜火峰周遭的冰寒水域是訓練船員在結冰海域航行的最佳訓練場。,0,2,236452,284,5
283,矮人船員,任務成功時可取回船艦設備。,0,2,236443,286,9
284,德萊尼船員,德萊尼人特別擅長在影月谷周遭瀰漫的濃霧中航行。,0,2,236442,282,9
285,牛頭人船員,所有船艦從任務獲得的經驗值提高50%,0,2,236453,291,5
286,哥布林船員,任務成功時可取回船艦設備。,0,2,632354,283,5
287,地精船員,任務成功時可取回船艦設備。,0,2,236446,290,9
288,夜精靈船員,任務時間縮短50%,0,2,236450,289,9
289,血精靈船員,任務時間縮短50%,0,2,236439,288,5
290,食人妖船員,任務成功時可取回船艦設備。,0,2,236456,287,5
291,狼人船員,所有船艦從任務獲得的經驗值提高50%,0,2,463876,285,9
292,人類船員,提高任務成功機率。,0,2,236447,293,9
293,不死族船員,提高任務成功機率。,0,2,236457,292,5
294,熊貓人船員,熊貓人船員會儲藏額外的補給品，有利於執行長途航行任務。,0,2,626190,0,1
299,空的設備艙,將船艦設備安裝到此處。,0,2,0,0,2
300,空的設備艙,將船艦設備安裝到此處。,0,2,0,0,2
303,惡魔知識,大幅提高任務成功機率。,11,1,1020342,0,51
304,殘骸回收模組,任務執行成功時，這個模組會過濾週遭的水域，將有用的廢棄物裝箱帶回來。,0,2,236815,0,18
305,巨牙海民漁網,由巨牙海民提供的漁網，安裝在船艦後方。任務執行成功時可以順道帶回漁獲。,0,2,134325,0,2
306,鬼魅望遠鏡,雖然這個長長的望遠鏡好像看不出什麼特別的東西，但說不定還是有派得上用場的時候。,0,2,134441,0,2
307,魔化衝刺,對敵人發動突擊。有時可以用在小動物身上，因為這樣比較快。,0,4,135788,0,0
308,混沌新星,惡魔獵人可以使用此技能，同時控制數名危險的敵人。,0,4,135795,0,0
309,石膚,惡魔獵人能以魔化岩石覆蓋皮膚，抵禦強力攻擊。聽說這非常不舒服。,0,4,538745,0,0
310,獻祭,有些惡魔獵人把「以火攻火」的成語想得太直接了。,0,4,135817,0,0
311,吞噬魔法,對於伊利達瑞來說，魔法是美味佳餚。吃起來像雞肉。,0,4,236298,0,0
312,蠻恨撤離,惡魔獵人如果…「還沒準備好」…就會使用這招。,0,4,236171,0,0
313,惡魔化身,惡魔獵人可以釋放內心的惡魔，打倒最強大的敵人。,0,4,237558,0,0
314,技工,在任務中所取得的油料數量增加100%,7,1,252178,0,1
315,魚人船員,即使潛航在海中，魚人還是可以離開船隻，游泳上岸，這是兩棲類特有的優勢。,0,2,134169,0,3
317,頂尖風暴,在這個海域釋放的海怪，會使你在任務完成後得到頂尖水晶。,0,2,1061300,0,2
318,空中優勢,有飛行單位協助偵測和攻擊海域中的敵艦，提高任務成功機率。,0,2,342918,0,2
319,芮妮亞船長的命令,所有船艦從任務獲得的經驗值提高50%,0,2,1139028,0,2
320,藏寶圖,完成任何任務後，可以獲得額外的頂尖水晶。,0,2,237386,0,2
321,索卡許船長的命令,所有船艦從任務獲得的經驗值提高50%,0,2,1126434,0,2
322,無懼的私掠者,提高任務的成功機率。,0,2,1126433,0,2
323,登陸小隊,讓運輸艦可以執行陸上任務。,0,2,1141392,0,51
324,至尊掠食者,大幅提高與多種生物作戰時的成功機率。,1,1,236186,0,19
325,驅魔者,額外增加任務成功機率，並且大提提高與惡魔作戰時的成功機率。,1,1,236262,0,19
326,頂尖擴散,在任務中所取得的頂尖水晶數量增加100%,7,1,1061300,0,19
327,阿拉卡船員,可從空中進行攻擊。,0,2,1042646,0,3
331,元素,強大的施法者，擅長駕馭自然和元素的毀滅力量。可反制某些|C00b3ffff首領|R。,0,4,136048,0,560
332,增強,勇猛的圖騰戰士，擅長在武器中灌注元素之力。可反制某些|C00b3ffff首領|R。,0,4,132314,0,560
333,恢復,呼喚先祖之魂的治療者，擅長運用流水的淨化能力。可反制某些|C00b3ffff首領|R。,0,4,136052,0,560
334,御風,卓越的武術大師，赤手空拳就已難逢敵手。可反制某些|C00b3ffff首領|R。,0,4,608953,0,560
335,釀酒,壯碩的鬥士，能飲用烈酒強化自己，施展撲朔迷離的步法。可反制某些|C00b3ffff首領|R。,0,4,608951,0,560
336,織霧,出色的治療者，精通操控生命能量的神秘技藝。可反制某些|C00b3ffff首領|R。,0,4,608952,0,560
337,痛苦,暗影魔法大師，擅長施放汲取和週期性傷害法術。可反制某些|C00b3ffff首領|R。,0,4,136145,0,560
338,惡魔學識,操縱惡魔的大師，擅長運用惡魔之力。可反制某些|C00b3ffff首領|R。,0,4,136172,0,560
339,毀滅,混沌魔法大師，擅長以烈焰魔法燃燒敵人。可反制某些|C00b3ffff首領|R。,0,4,136186,0,560
340,神聖,以聖光之力捍衛正義。可反制某些|C00b3ffff首領|R。,0,4,135920,0,560
341,懲戒,伸張正義的十字軍，擅長使用武器和神聖魔法進行審判。可反制某些|C00b3ffff首領|R。,0,4,135873,0,560
342,防護,運用神聖魔法保護自己與盟友。可反制某些|C00b3ffff首領|R。,0,4,236264,0,560
343,憤怒,猛悍的狂戰士，擅長同時使用兩把武器施展狂亂的攻擊。可反制某些|C00b3ffff首領|R。,0,4,132347,0,560
344,武器,精通雙手武器的沙場老將，擅長發揮機動性和壓制攻擊。可反制某些|C00b3ffff首領|R。,0,4,132355,0,560
345,防護,堅毅的保護者，擅長使用盾牌。可反制|C00b3ffff首領|R。,0,4,132341,0,560
346,秘法,操控強大的秘法能量。可反制某些|C00b3ffff首領|R。,0,4,135932,0,560
347,火焰,以火球與烈焰點燃你附近的空氣。可反制某些|C00b3ffff首領|R。,0,4,135812,0,560
348,冰霜,以冰霜魔法凍結並擊碎敵人。可反制某些|C00b3ffff首領|R。,0,4,135846,0,560
349,暴徒,冷酷無情的亡命之徒，擅長運用各種靈敏狡猾的招式近身纏鬥。可反制某些|C00b3ffff首領|R。,0,4,135340,0,560
350,敏銳,隱匿行蹤的潛行者，擅長從暗處伏擊。可反制某些|C00b3ffff首領|R。,0,4,132320,0,560
351,刺殺,致命的毒藥專家，擅長使用狠毒的匕首連擊。可反制某些|C00b3ffff首領|R。,0,4,236270,0,560
352,神聖,反應機靈的治療者。可反制某些|C00b3ffff首領|R。,0,4,237542,0,560
353,暗影,運用邪惡的暗影魔法。可反制某些|C00b3ffff首領|R。,0,4,136207,0,560
354,戒律,運用魔法保護盟友不受傷害。可反制某些|C00b3ffff首領|R。,0,4,135940,0,560
355,平衡,化身為強大的梟獸，在秘法和自然的力量中找到平衡。可反制某些|C00b3ffff首領|R。,0,4,136096,0,560
356,野性戰鬥,化身為巨大的獵豹，以噬咬和爪襲造成流血傷害。可反制某些|C00b3ffff首領|R。,0,4,132115,0,560
357,恢復,以強大的自然法術保護並治療盟友。可反制某些|C00b3ffff首領|R。,0,4,136041,0,560
358,災虐,掌控毀滅性的魔化能量，並且能夠靈活揮舞戰刃的高手。可反制某些|C00b3ffff首領|R。,0,4,1247264,0,560
359,復仇,釋放體內的惡魔，焚化敵人並保護盟友。可反制某些|C00b3ffff首領|R。,0,4,1247265,0,560
360,流亡者,流亡者是惡魔獵人的盟友，其中包括納迦、破碎者，甚至惡魔，擅長使用各式各樣的戰術。可反制某些|C00b3ffff首領|R。,0,4,1391770,0,560
361,冰霜,冰冷的末日使者，擅長引導符文之力並以兇惡武器攻擊。可反制某些|C00b3ffff首領|R。,0,4,135773,0,560
362,血魄,黑暗的守護者，擅長操控並腐化生命能量，藉此抵禦敵人的猛攻。可反制某些|C00b3ffff首領|R。,0,4,135770,0,560
363,穢邪,精通死亡與凋零的大師，擅長散佈感染並控制不死手下。可反制某些|C00b3ffff首領|R。,0,4,135775,0,560
364,野獸控制,熟悉荒野的大師，擅長馴服各種野獸來協助他們。可反制某些|C00b3ffff首領|R。,0,4,461112,0,560
365,射擊,百步穿楊的弓箭手與狙擊手，擅長從遠處攻擊。可反制某些|C00b3ffff首領|R。,0,4,236179,0,560
366,生存,熟悉荒野的追蹤高手，擅長運用動物毒素、炸藥和陷阱做為致命武器。可反制某些|C00b3ffff首領|R。,0,4,461113,0,560
388,旅人的背包,被派遣進行任務時，你有機會帶回隨機物品。,0,4,133633,0,2
389,邪誓防毒面具,抵擋惡魔腐化空氣形成的惡臭。,0,4,133133,0,2
393,入侵挫敗,提高這個區域的任務成功機率。,0,4,1099803,0,2
394,陳年老友,如果有老陳‧風暴烈酒隨行，任務成功機率提高${$a478}%,0,4,236701,0,18
404,棍子上的胡蘿蔔,任務時間縮短3%,0,4,134010,0,2
406,口袋型傳送門,任務時間縮短30%,0,4,321487,0,2
407,磐牛之道,如果有玄牛學徒隨行，任務成功機率提高${$a491}%,0,4,615340,0,18
408,猛虎之道,如果有白虎學徒、白虎高手或白虎大師隨行，任務成功機率提高${$a492}%,0,4,606548,0,18
410,Test - Follower Test Ability,Test follower ability description,0,4,463852,0,321
412,迅空翻,翻滾一小段距離。可反制|C00b3ffff危險|R。,0,4,574574,0,16
413,7.0 - Test - Anders Garrison Ability Test,"Desc of ID410 $@garrabdesc410 
7 * action flat: ${$a497*7$}
Combatmax /  by 5: ${$m497/5$}
Base + max: ${$b497+$m497$}
Hours - 10: ${$h497-10$}
No expression: $a497  -  $m497
My spellDesc $@spelldesc191997",11,4,1028994,0,0
414,空的裝備欄位,在此裝備物品。,0,4,0,0,1025
415,空的裝備欄位,在此裝備物品。,0,4,0,0,1025
416,火焰吐息,對前方噴吐火焰之息。可反制|C00b3ffff手下|R。,0,4,615339,0,16
417,天矛鎖喉手,刺傷敵人的喉嚨。可反制|C00b3ffff法術|R。,0,4,608940,0,16
418,去吧香蕉,任務執行成功時，有機會帶回金香蕉。金香蕉可以交給勇士，提高成功機率。,0,4,133980,0,18
419,狂拳連打,執行有|C00b3ffff手下|R的任務時，任務成功機率提高${$a503}%,0,4,627606,0,18
420,釀酒者的運氣,執行有|C00b3ffff危險|R的任務時，任務成功機率提高${$a504}%,0,4,839394,0,18
421,祥鶴之道,如果有紅鶴學徒隨行，任務成功機率提高${$a505}%,0,4,988195,0,18
422,風暴英雄,如果沒有其他勇士隨行，任務成功機率提高${$a506}%,0,4,136111,0,18
423,翔龍腳,任務時間縮短${100-$a507*100}%,0,4,606545,0,18
428,緩速,延長任務持續時間。,0,4,1383681,0,0
435,先祖之力,任務成功機率提高${$a523}%,0,4,874857,0,18
436,強力,降低成功機率。,0,4,1390116,0,0
437,致命攻擊,執行這個任務的部隊會被殺死。,0,4,1383682,0,0
438,地獄烈焰,點燃術士身旁的地面。可反制|C00b3ffff手下|R。,0,4,135818,0,16
439,法術封鎖,抑制敵人的施法。可反制|C00b3ffff法術|R。,0,4,136174,0,16
440,惡魔法陣,將你傳送到你的惡魔法陣處。可反制|C00b3ffff危險|R。,0,4,237560,0,16
441,削風術,以一道強風干擾目標的專注力。可反制|C00b3ffff法術|R。,0,4,136018,0,16
442,鬼魂之狼,變身為鬼魂之狼，提高移動速度。可反制|C00b3ffff危險|R。,0,4,136095,0,16
443,閃電鏈,對敵人發射一枚閃電箭造成自然傷害。可反制|C00b3ffff手下|R。,0,4,136015,0,16
444,心智冰封,以冰寒潰擊目標的心智。可反制|C00b3ffff法術|R。,0,4,237527,0,16
445,死亡凋零,腐化地面造成暗影傷害。可反制|C00b3ffff手下|R。,0,4,136144,0,16
446,冰錮堅韌,死亡騎士讓寒霜在血液中竄流。可反制|C00b3ffff危險|R。,0,4,237525,0,16
447,獵豹守護,在短時間內提高移動速度。可反制|C00b3ffff危險|R。,0,4,132242,0,16
448,爆炸陷阱,在目標地點設置火焰陷阱並引發爆炸。可反制|C00b3ffff手下|R。,0,4,135826,0,16
449,駁火反擊,中斷施法。可反制|C00b3ffff法術|R。,0,4,249170,0,16
450,旋風斬,化身為一陣鋼鐵旋風。可反制|C00b3ffff手下|R。,0,4,132369,0,16
451,英勇躍擊,躍至半空中。可反制|C00b3ffff危險|R。,0,4,236171,0,16
