ID,BaseTag,TagText_lang,Flags
9661,INVTYPE_WRIST,手腕,5
9662,INVTYPE_HAND,手,5
9663,INVTYPE_FINGER,手指,5
9664,INVTYPE_WEAPON,單手,5
9665,INVTYPE_WEAPONOFFHAND,副手,5
9666,INVTYPE_SHIELD,副手,5
9667,INVTYPE_RANGED,遠程,5
9668,INVTYPE_CLOAK,背部,5
9669,INVTYPE_2HWEAPON,雙手,5
9670,INVTYPE_BAG,背包,5
9671,INVTYPE_HOLDABLE,副手物品,5
9672,BANK_BAG,背包欄位,1
9673,ITEMSLOTTEXT,物品欄位,1
9674,BAGSLOTTEXT,背包欄位,1
9675,BANKSLOTPURCHASE_LABEL,你想要再購買一個用來放置背包的欄位嗎？,1
9676,BANKSLOTPURCHASE,購買,1
9677,ADD_FRIEND,添加好友,3
9678,ADD_IGNORE_LABEL,輸入想要忽略的玩家名稱\n或者\n在聊天視窗中按住Shift鍵點擊玩家的名稱：,1
9679,REMOVE_FRIEND,移除好友,3
9680,GROUP_INVITE,組隊邀請,3
9681,SEND_MESSAGE,發送訊息,3
9682,FRIENDS,好友,3
9683,FRIENDS_LIST,好友名單,3
9684,IGNORE,忽略,3
9685,IGNORE_PLAYER,忽略玩家,3
9686,GROUPS,隊伍,1
9687,WHO,查詢,1
9688,FRIENDS_LIST_TEMPLATE,|cffffffff- %s|r%s,3
9689,FRIENDS_LEVEL_TEMPLATE,等級%d%s,3
9690,ITEM_BIND_ON_EQUIP,裝備後綁定,5
9691,ITEM_BIND_ON_USE,使用後綁定,5
9692,ITEM_BIND_QUEST,任務物品,5
9693,ITEM_CLASSES_ALLOWED,職業：%s,5
9694,ITEM_COOLDOWN_TIME_MIN,冷卻時間尚有：%d分鐘,1
9695,ITEM_LEVEL,物品等級%d,5
9696,ITEM_MIN_SKILL,需要%s(%d),1
9697,ITEM_MOD_MANA,%c%s法力,1
9698,ITEM_MOD_HEALTH,%c%s生命力,1
9699,ITEM_MOD_AGILITY,%c%s敏捷,5
9700,ITEM_MOD_STRENGTH,%c%s力量,5
9701,ITEM_MOD_SPIRIT,%c%s精神,1
9702,ITEM_MOD_STAMINA,%c%s耐力,5
9703,ITEM_NO_DROP,無法丟棄,1
9704,ITEM_PROPOSED_ENCHANT,將獲得%s的效果。,1
9705,ITEM_QUALITY1_DESC,普通,5
9706,ITEM_QUALITY2_DESC,優秀,5
9707,ITEM_QUALITY3_DESC,精良,5
9708,ITEM_QUALITY4_DESC,史詩,5
9709,ITEM_QUALITY5_DESC,傳說,5
9710,ITEM_REQ_SKILL,需要%s,1
9711,ITEM_RESIST_ALL,%c%d所有抗性,1
9712,MORE_REAGENTS,更多試劑,1
9713,TRADE_SKILL_TITLE,%s,1
9714,COLOR_PICKER,顏色選擇器,1
9715,PLAYER_NOT_FOUND,無法找到指定的玩家,5
9716,TRADE,交易,1
9717,ERR_QUEST_FAILED_WRONG_RACE,你的種族不能接受這個任務。,1
9718,PROFANITY_FILTER,不當言詞過濾器,1
9719,VOICEMACRO_0_Dw_0_FEMALE,幫助我！,1
9720,VOICEMACRO_0_Dw_1_FEMALE,我需要幫助！,1
9721,ERR_NO_ITEMS_WHILE_SHAPESHIFTED,不能在變身狀態下使用物品。,1
9722,BUG_CATEGORY10,音效,1
9723,TRADE_WITH_QUESTION,和%s交易嗎？,1
9724,JOINED_PARTY,%s加入了隊伍。,1
9725,LEFT_PARTY,%s離開了隊伍。,1
9726,NOT_IN_GROUP,你沒有加入任何隊伍,1
9727,PARTY_INVITE,邀請,3
9728,PARTY_LEAVE,離開隊伍,1
9729,PARTY_PROMOTE,晉升為隊長,1
9730,PARTY_UNINVITE,剔除,1
9731,GUILD_INFO_TEMPLATE,公會創立於%1$d-%2$d-%3$d，%4$d名玩家，%5$d個帳號,1
9732,GUILD_MEMBER_TEMPLATE,%s，%s,1
9733,GUILD_RANK0_DESC,公會會長,1
9734,GUILD_RANK1_DESC,公會幹部,1
9735,GUILD_RANK2_DESC,資深會員,1
9736,GUILD_RANK3_DESC,一般會員,1
9737,GUILD_RANK4_DESC,見習會員,1
9738,GUILD_ROSTER_TEMPLATE,%d玩家，%d帳號,1
9739,GUILD_TITLE_TEMPLATE,%2$s - %1$s,1
9740,PET_PASSIVE,被動型,1
9741,PET_DEFENSIVE,防禦型,1
9742,PET_AGGRESSIVE,攻擊型,1
9743,PET_WAIT,停留,1
9744,PET_FOLLOW,跟隨,1
9745,PET_ATTACK,攻擊,5
9746,PET_ABANDON,釋放,1
9747,PET_DISMISS,解散,1
9748,PET_RENAME,重新命名,1
9763,ERR_ONLY_ONE_QUIVER,你只能裝備一個箭袋,1
9764,BAGS_ONLY,這裡只能放置背包！,1
9765,CANT_AFFORD_ITEM,你買不起這個物品。,1
9766,CANT_USE_ITEM,你不能使用這件物品。,1
9767,FACING_WRONG_DIRECTION,你沒有面向正確的方向！,1
9768,FOOD_TIMER,你已經吃得太飽了。,1
9769,INSPECT_NOTIFY,%s正在觀察你。,1
9770,INVENTORY_FULL,物品欄已滿。,1
9771,ITEM_WRONG_CLASS,你的職業無法使用這件物品！,1
9772,LEVEL_TOO_LOW,你需要達到等級%d才能裝備這件物品。,1
9775,LEVEL_UP_SKILL_POINTS,你還可以再學習%d個專業技能。,1
9777,LOCKED_WITH_ITEM,需要%s,1
9778,LOCKED_WITH_SPELL,需要%s,1
9779,LOOT_ITEM_PUSHED_SELF,你獲得了物品：%s,1
9780,LOOT_MONEY,%s拾取了%s。,1
9781,LOOT_MONEY_SPLIT,你分到%s。,1
9782,LOOT_NEXT_PAGE,切換頁面,1
9783,LOOT_NO_DROP,拾取%s將會使它和你綁定。,1
9784,NOT_ENOUGH_MANA,你沒有足夠的法力來施放%s。,1
9785,ONLY_EMPTY_BAGS,只能撿起空的背包！,1
9786,RACE_CLASS_ONLY,%s專用,5
9787,SKILL_RANK_UP,你的%s技能提高到了%d。,1
9788,ABILITIES,技能,5
9789,ACCEPT,接受,7
9790,ARMOR,護甲,7
9791,CANCEL,取消,7
9792,CHARACTER,角色,3
9793,CHARACTER_INFO,角色資訊,1
9794,COMPLETE,完成,5
9795,COPPER_AMOUNT,%d銅幣,1
9796,CORPSE_RED,|cffff2020屍體|r,1
9797,DAMAGE,傷害,5
9798,DEAD,死亡,1
9799,DECLINE,拒絕,7
9800,ERROR_CAPS,錯誤,1
9801,EXIT,退出,1
9802,INSPECT,觀察,1
9803,ITEMS,物品,1
9804,GOLD_AMOUNT,%d金幣,1
9805,GOODBYE,再見,1
9806,LANGUAGE,語言,5
9807,LEVEL,等級,7
9808,LEVEL_REQUIRED,需要等級%d,1
9809,MINUTES,分鐘,3
9810,NEXT,繼續,7
9811,NO,否,7
9812,NONE_CAPS,無,3
9813,OKAY,確定,3
9814,PAGE_NUMBER,第%d頁,3
9815,PREV,上頁,1
9816,SECONDS,秒,3
9817,SOCIALS,社交,1
9818,SPEED,速度,7
9819,SPELLBOOK,法術書,1
9820,SPELLS,法術,1
9821,UNKNOWN,未知,3
9822,XP,經驗值,5
9823,HP,生命力,1
9824,MP,法力,1
9825,YES,是,7
9826,YOU,你,1
9827,TIME_TWELVEHOURPM,%d:%02dPM,1
9828,TIME_TWENTYFOURHOURS,%d:%02d,1
9829,TIME_DAYHOURMINUTESECOND,%d天，%d小時，%d分鐘，%d秒,1
9830,DAYS_ABBR,%d天,3
9832,HOURS_ABBR,%d小時,3
9836,FRAMERATE_LABEL,每秒幀數：,1
9837,SCREENSHOT_SUCCESS,擷圖完成,3
9838,VIDEOOPTIONS_MENU,顯示設定,3
9839,QUIT,退出,3
9840,CONTINUE,繼續,7
9841,OPTIONS_MENU,選項功能表,1
9842,LOW,低,3
9843,HIGH,高,3
9844,WORLD_LOD,世界細節層次,3
9845,INVERT_MOUSE,反轉滑鼠,1
9846,STATUS_BAR_TEXT,狀態欄數值,1
9847,ENVIRONMENT_DETAIL,環境細節,3
9848,WATER_DETAIL,水面細節,1
9849,FARCLIP,視野距離,3
9850,TERRAIN_MIP,地形接合,3
9851,ANIMATION,動畫,1
9852,GAMMA,Gamma,3
9866,SPELL_SKILL_LINE,%s,1
9867,MANA_COST_PER_TIME,%s點法力，外加每秒%s點,1
9868,SPELL_DURATION_SEC,%.1f秒,1
9869,SPELL_DURATION_MIN,%.1f分鐘,1
9870,SPELL_DURATION_UNTIL_CANCELLED,直到主動取消,1
9871,SPELL_EQUIPPED_ITEM,需要%s,1
9872,SPELL_REQUIRED_FORM,需要%s,1
9873,SPELL_NOT_SHAPESHIFTED,不能在變身狀態下執行該動作。,1
9874,SPELL_EQUIPPED_ITEM_NOSPACE,需要%s,1
9875,SPELL_INSTANT_EFFECT,即時效果,1
9876,SPELL_LASTING_EFFECT,%s效果,1
9877,SPELL_STAT1_NAME,力量,1
9878,SPELL_STAT4_NAME,智力,1
9879,SPELL_STAT5_NAME,精神,1
9880,SPELL_STATALL,所有屬性,1
9881,SPELL_SCHOOL0_NAME,物理,1
9882,SPELL_SCHOOL1_NAME,神聖,1
9883,SPELL_SCHOOL2_NAME,火焰,1
9884,SPELL_SCHOOL3_NAME,自然,1
9885,SPELL_SCHOOL4_NAME,冰霜,1
9886,SPELL_SCHOOL5_NAME,暗影,1
9887,SPELL_SCHOOLALL,全部,1
9888,SPELL_SCHOOLMAGICAL,魔法的,1
9889,SPELL_SCHOOL0_CAP,物理,1
9890,SPELL_SCHOOL1_CAP,神聖,1
9891,SPELL_SCHOOL2_CAP,火焰,1
9892,SPELL_SCHOOL3_CAP,自然,1
9893,SPELL_SCHOOL4_CAP,冰霜,1
9894,SPELL_SCHOOL5_CAP,暗影,1
9896,SPELL_TARGET_TEMPLATE,目標%s,1
9897,SPELL_TARGET_MULTIPLE_TEMPLATE,目標%1$s，位於%3$s周圍%2$d碼的範圍內,1
9898,SPELL_TARGET_CONE_TEMPLATE,目標%1$s，位於%3$s面前錐形範圍%2$d碼內,1
9899,SPELL_TARGET_TYPE1_DESC,任何,1
9900,SPELL_TARGET_TYPE_DEAD1_DESC,死亡的,1
9901,SPELL_TARGET_TYPE2_DESC,友好,1
9902,SPELL_TARGET_TYPE_DEAD2_DESC,死亡的友方,1
9903,SPELL_TARGET_TYPE3_DESC,敵人,1
9904,SPELL_TARGET_TYPE_DEAD3_DESC,死亡的敵人,1
9905,SPELL_TARGET_TYPE4_DESC,隊伍成員,1
9906,SPELL_TARGET_TYPE_DEAD4_DESC,死亡的隊伍成員,1
9907,SPELL_TARGET_TYPE6_DESC,所在地區,1
9908,SPELL_TARGET_TYPE7_DESC,物體,1
9909,SPELL_TARGET_TYPE8_DESC,寵物,1
9910,SPELL_TARGET_TYPE9_DESC,主手物品,1
9911,COSTS_LABEL,花費：,1
9912,STATS_LABEL,狀態：,1
9913,REQUIRES_LABEL,需要：,1
9914,EFFECTS_LABEL,進階,3
9915,TRAIN,訓練,1
9916,TRAINER_CAST_TIME_INSTANT,施放時間：|cffffffff即時|r,1
9917,TRAINER_CAST_TIME_SEC,施放時間：|cffffffff%d秒|r,1
9918,TRAINER_COOLDOWN_TIME_INSTANT,冷卻時間：|cffffffff即時|r,1
9919,TRAINER_COOLDOWN_TIME_SEC,冷卻時間：|cffffffff%d秒|r,1
9920,TRAINER_MANA_COST,法力消耗：|cffffffff%d|r,1
9921,TRAINER_MANA_COST_PER_TIME,法力消耗：|cffffffff%d，外加%d每秒|r,1
9922,TRAINER_REQ_LEVEL_RED,等級|cffff2020%d|r,1
9924,TRAINER_REQ_SKILL_RANK,%s(|cffffffff%d|r),1
9925,TRAINER_REQ_SKILL_RANK_RED,%s(|cffff2020%d|r),1
9926,TRAINER_REQ_ABILITY,|cffffffff%s|r,1
9927,TRAINER_REQ_ABILITY_RED,|cffff2020%s|r,1
9928,TRAINER_COST_TP_RED,|cffff2020%d|r 天賦,1
9929,LOOT_ROUND_ROBIN,分配方式：輪流拾取,1
9930,LOOT_MASTER_LOOTER,分配方式：公會會長分配,1
9931,LOOT_PROMOTE,晉升為物品分配者,1
9932,CHAT_EMOTE_GET,%s,1
9933,CHAT_EMOTE_SEND,%s,1
9934,CHAT_GUILD_SEND,公會：,1
9935,CHAT_GUILD_UNINVITE_SEND,從公會中移除：,1
9936,CHAT_GUILD_PROMOTE_SEND,晉升,1
9937,CHAT_GUILD_DEMOTE_SEND,降級,1
9938,CHAT_GUILD_LEADER_SEND,設定公會會長：,1
9939,CHAT_INVITE_SEND,邀請,3
9940,CHAT_MONSTER_SAY_GET,%s說：,1
9941,CHAT_MONSTER_EMOTE_GET,,1
9942,CHAT_OFFICER_GET,|Hchannel:OFFICER|h[幹部]|h%s：,1
9943,CHAT_OFFICER_SEND,幹部：,1
9944,CHAT_PARTY_SEND,小隊：,3
9945,CHAT_PROMOTE_SEND,晉升,3
9946,CHAT_SAY_GET,%s說：,1
9947,CHAT_SAY_SEND,說：,3
9948,CHAT_UNINVITE_SEND,剔除,3
9949,CHAT_WHISPER_INFORM_GET,發送給%s：,1
9950,CHAT_WHISPER_GET,%s悄悄地說：,1
9951,CHAT_WHISPER_SEND,告訴%s：,3
9952,CHAT_YELL_SEND,大喊：,1
9953,CHAT_CHANNEL_LEAVE_GET,%s離開頻道。,1
9954,CHAT_YOU_LEFT_NOTICE,離開頻道：|Hchannel:%d|h[%s]|h,3
9955,CHAT_CHANNEL_GET,%s：,1
9956,CHAT_CHANNEL_SEND,[%d. %s]：,3
9957,CHAT_CHANNEL_LIST_GET,|Hchannel:CHANNEL:%d|h[%s]|h,1
9958,CHAT_NOT_MODERATOR_NOTICE,不是|Hchannel:%d|h[%s]|h的管理員。,1
9959,CHAT_PASSWORD_CHANGED_NOTICE,|Hchannel:%d|h[%s]|h密碼已被%s修改。,1
9960,CHAT_OWNER_CHANGED_NOTICE,|Hchannel:%d|h[%s]|h頻道所有者被設定為%s。,1
9961,CHAT_CHANNEL_OWNER_NOTICE,|Hchannel:%d|h[%s]|h頻道管理員被設定為%s。,1
9962,CHAT_ANNOUNCEMENTS_ON_NOTICE,|Hchannel:%d|h[%s]|h頻道公告已被%s打開。,1
9963,CHAT_MODERATION_OFF_NOTICE,|Hchannel:%d|h[%s]|h頻道修改已被%s關閉。,1
9964,CHAT_SET_MODERATOR_NOTICE,|Hchannel:%d|h[%s]|h%s獲得修改許可權。,1
9965,CHAT_MUTED_NOTICE,|Hchannel:%d|h[%s]|h你沒有發言權限。,1
9966,CHAT_PLAYER_ALREADY_MEMBER_NOTICE,|Hchannel:%d|h[%s]|h玩家%s已在此頻道中。,1
9967,CHAT_WRONG_FACTION_NOTICE,%s的陣營錯誤。,1
9968,CHAT_AFK_GET,%s目前在離開狀態：,1
9969,CHAT_FLAG_AFK,<離開>,1
9970,CHAT_FLAG_DND,<忙碌>,1
9971,CHAT_FLAG_GM,<GM>,1
9972,CHAT_IGNORED,%s忽略你。,1
9973,EMOTE_MESSAGE,表情,1
9974,GUILD_MESSAGE,公會對話,1
9975,PARTY_MESSAGE,隊伍對話,3
9976,REPLY_MESSAGE,回覆,3
9977,SAY_MESSAGE,說,1
9978,WHISPER_MESSAGE,悄悄話,3
9979,SLASH_ASSIST1,/a,1
9980,SLASH_EMOTE1,/e,1
9981,SLASH_EMOTE2,/表情,1
9982,SLASH_EMOTE3,/emote,1
9983,SLASH_EMOTE4,/emote,1
9984,SLASH_GUILD1,/g,1
9985,SLASH_GUILD2,/gc,1
9986,SLASH_GUILD3,/gu,1
9987,SLASH_GUILD4,/公會,1
9988,SLASH_GUILD_HELP1,/ghelp,1
9989,SLASH_GUILD_HELP2,/guildhelp,1
9990,SLASH_GUILD_INVITE1,/ginvite,1
9991,SLASH_GUILD_UNINVITE1,/gremove,1
9992,SLASH_GUILD_UNINVITE2,/公會移除,1
9993,SLASH_GUILD_PROMOTE1,/gpromote,1
9994,SLASH_GUILD_DEMOTE1,/gdemote,1
9995,SLASH_GUILD_DEMOTE2,/公會降職,1
9996,SLASH_GUILD_ROSTER1,/groster,1
9997,SLASH_GUILD_DISBAND1,/gdisband,1
9998,SLASH_GUILD_LEADER1,/gleader,1
9999,SLASH_GUILD_LEAVE1,/gquit,1
10000,SLASH_GUILD_LEAVE2,/退出公會,1
10001,SLASH_GUILD_MOTD1,/gmotd,1
10002,SLASH_GUILD_MOTD2,/guildmotd,1
10003,SLASH_HELP1,/h,1
10004,SLASH_HELP2,/說明,1
10005,SLASH_HELP3,/?,1
10006,SLASH_INSPECT1,/ins,1
10008,SLASH_INVITE1,/inv,1
10009,SLASH_INVITE2,/邀請,1
10010,SLASH_OFFICER1,/幹部,1
10011,SLASH_OFFICER2,/幹部發言,1
10012,SLASH_PARTY1,/p,3
10013,SLASH_PARTY2,/party,3
10014,SLASH_PLAYED1,/played,1
10015,SLASH_PROMOTE1,/pr,1
10016,SLASH_PROMOTE2,/升職,1
10017,SLASH_REPLY1,/r,3
10018,SLASH_SAY1,/s,1
10019,SLASH_TIME1,/時間,1
10020,SLASH_TRADE2,/交易,1
10021,SLASH_UNINVITE1,/u,1
10022,SLASH_UNINVITE2,/un,1
10023,SPELL_TARGET_TYPE10_DESC,副手物品,1
10024,SPELL_TARGET_TYPE11_DESC,隊伍,1
10025,SPELL_TARGET_TYPE12_DESC,全部,1
10026,SPELL_TARGET_TYPE_DEAD12_DESC,所有已死亡人物,1
10027,SPELL_TARGET_TYPE13_DESC,敵人,1
10028,SPELL_TARGET_TYPE14_DESC,隊伍成員,1
10029,SPELL_TARGET_TYPE_DEAD14_DESC,死亡的隊伍成員,1
10030,SPELL_TARGET_CREATURE_TYPE1_DESC,%s,1
10031,SPELL_TARGET_CREATURE_TYPE_DEAD1_DESC,死亡的%s,1
10032,SPELL_TARGET_CREATURE_TYPE2_DESC,友方%s,1
10033,SPELL_TARGET_CREATURE_TYPE_DEAD2_DESC,死亡的友方%s,1
10034,SPELL_TARGET_CREATURE_TYPE3_DESC,敵方%s,1
10035,SPELL_TARGET_CREATURE_TYPE_DEAD3_DESC,死亡的敵方%s,1
10036,SPELL_TARGET_CREATURE_TYPE12_DESC,所有%s,1
10037,SPELL_TARGET_CREATURE_TYPE_DEAD12_DESC,所有已死亡%s,1
10038,SPELL_TARGET_CREATURE_TYPE13_DESC,敵方%s,1
10039,SPELL_TARGET_CENTER_CASTER,施法者,1
10040,SPELL_TARGET_CENTER_LOC,目標位置,1
10041,SPELL_CAST_TIME_MIN,施法時間%.2g分鐘,1
10042,SPELL_PASSIVE,被動,1
10043,SPELL_RECAST_TIME_MIN,冷卻時間%.2g分鐘,1
10044,SPELL_RECAST_TIME_INSTANT,即時冷卻,1
10045,SPELL_TIME_REMAINING_SEC,剩餘%d秒,1
10046,SPELL_TIME_REMAINING_MIN,剩餘%d分鐘,1
10047,PROC_EVENT2_DESC,被擊中時,1
10048,PROC_EVENT3_DESC,擊中目標或被擊中時,1
10049,ERR_CANT_EQUIP_EVER,你無法使用這個物品。,1
10050,ERR_BAG_FULL,這個背包已經滿了。,1
10051,ERR_NO_SLOT_AVAILABLE,你沒有可以裝備這件物品的欄位。,1
10052,SPELL_TIMER,%s失敗：你還沒有完全恢復。,1
10053,TIME_PLAYED_TOTAL,總遊戲時間：%s,1
10054,TIME_TEMPLATE_LONG,%d天，%d小時，%d分鐘，%d秒,1
10055,USE_NO_DROP,使用該物品後會將它和你綁定。,1
10056,WRONG_SLOT_FOR_ITEM,物品無法放入該空位。,1
10057,PLAYER_LOGOUT_FAILED_ERROR,由於你現在無法坐下，所以無法登出。,1
10058,ATTACK,攻擊,1
10061,BLOCK,格擋,3
10066,DODGE,閃躲,3
10069,PARRIED,招架,1
10071,PARRY,招架,3
10075,INTERRUPTED,被打斷,1
10076,INTERRUPT,中斷,1
10078,RESIST,抵抗,1
10083,IMMUNE,免疫,1
10086,STUNNED,昏迷,1
10087,STUN,擊昏,1
10088,STUN_CAPS,擊昏,1
10089,DEATH_RELEASE,釋放靈魂,1
10090,DEATH_RELEASE_TIMER,%d%s後釋放靈魂,1
10091,CAMP_TIMER,%d%s後返回角色選擇畫面,1
10092,CAMP_NOW,立刻返回角色選擇畫面,3
10094,SEND_SUGGEST,發送建議,1
10095,SEND_BUG,提交Bug,1
10096,SUGGESTFRAME_TITLE,建議和Bug,1
10097,ASSIGNED_COLON,當前指派：,1
10098,CLOSE_LOG,關閉紀錄,1
10099,COMPLETE_QUEST,完成任務,1
10100,CURRENT_QUESTS,現有任務,1
10101,QUEST_COMPLETE,任務完成,1
10102,QUEST_DESCRIPTION,描述,1
10103,QUEST_FAILED,任務失敗,1
10104,QUEST_FAILED_TAG,- 失敗,1
10105,QUEST_HARD,(困難),1
10106,QUEST_LOG,任務紀錄,1
10107,QUEST_OBJECTS_FOUND,%2$d/%3$d %1$s,1
10108,QUEST_ITEMS_NEEDED,%2$d/%3$d %1$s,1
10109,QUEST_OBJECTIVES,任務目標,1
10110,QUEST_REWARDS,獎勵,1
10111,QUEST_TIMERS,任務計時,1
10112,QUESTS_COLON,任務：,1
10113,REWARD_CHOICES,你可以從這些獎勵物品中選擇一件：,1
10114,REWARD_ITEMS,你還可以得到：,1
10115,SORT_QUEST,任務分類,1
10116,TASKS_COLON,任務：,1
10117,TIME_REMAINING,剩餘時間：,5
10118,TURN_IN_ITEMS,需要物品：,1
10119,ALREADY_LEARNED,已經學會,1
10120,ITEM_RESIST_SINGLE,%c%d%s抗性,1
10121,ITEM_SOULBOUND,靈魂綁定,5
10122,ITEM_SPELL_CHARGES,%d次,1
10123,ITEM_UNIQUE,唯一,1
10124,ITEM_UNIQUE_MULTIPLE,唯一(%d),1
10125,ITEM_CONJURED,魔法製造的物品,1
10126,LEVEL_GAINED,等級%d,1
10127,PRIMARY,主要,1
10128,PRIMARY_SKILLS,主要技能：,1
10129,PROFICIENCIES,精通：,1
10130,SECONDARY,次要,1
10131,SECONDARY_SKILLS,次要技能：,1
10132,SKILL_LEVEL,技能等級,1
10133,SPECIAL_SKILLS,%s技能：,1
10134,TRADE_SKILLS,專業技能,1
10135,HELP_TEXT_LINE12,- 'r' 或 '/r' 回覆最後一個悄悄話,1
10136,HELP_TEXT_LINE13,- 輸入/who 獲取玩家列表,1
10137,CHAT_HELP_TEXT_LINE2,"/#, /c, /csay - 向#頻道發送訊息 (例如：/1 你好！)",3
10138,CHAT_HELP_TEXT_LINE4,"/join, /channel, /chan - 加入一個頻道",3
10139,CHAT_HELP_TEXT_LINE8,/owner <頻道> [玩家] - 顯示或改變頻道管理員,3
10140,CHAT_HELP_TEXT_LINE9,"/mod, /moderator, /unmod, /unmoderator <頻道> <玩家> - 改變一個玩家的頻道管理許可權",3
10141,GUILD_HELP_TEXT_LINE1,要建立一個公會，請在控制臺中輸入'guildcreate <公會名稱>',1
10142,GUILD_HELP_TEXT_LINE4,'/o <訊息>' 向所有的公會幹部發送一則對話訊息,1
10143,GUILD_HELP_TEXT_LINE5,'/ginvite <玩家>' 邀請玩家加入你的公會,1
10144,GUILD_HELP_TEXT_LINE9,'/gmotd <訊息>' 設定公會的今日訊息,1
10145,SPELL_FAILED_UNKNOWN,未知原因,1
10146,SPELL_FAILED_ERROR,內部錯誤,1
10147,SPELL_FAILED_BAD_TARGETS,無效的目標,1
10148,SPELL_FAILED_BAD_IMPLICIT_TARGETS,沒有目標,1
10149,SPELL_FAILED_NOT_HERE,不能在這裡施放法術。,1
10150,SPELL_FAILED_SPELL_IN_PROGRESS,另外一個動作正在進行中,1
10151,SPELL_FAILED_TOO_CLOSE,目標過於接近,1
10152,SPELL_FAILED_LINE_OF_SIGHT,目標不在視野中,1
10153,SPELL_FAILED_NOT_READY,尚未恢復,1
10154,SPELL_FAILED_NOT_KNOWN,法術尚未學會,1
10155,SPELL_FAILED_INTERRUPTED,被打斷,1
10156,SPELL_FAILED_CASTER_DEAD,你已死亡,1
10157,SPELL_FAILED_FIZZLE,失敗,1
10158,SPELL_FAILED_REAGENTS,缺少材料：%s,1
10159,SPELL_FAILED_NO_CHARGES_REMAIN,無剩餘使用次數,1
10160,SPELL_FAILED_TARGETS_DEAD,你的目標已經死了,1
10161,SPELL_FAILED_NO_AMMO,彈藥不足,1
10162,SPELL_FAILED_ALREADY_HAVE_CHARM,你已經控制了一個被魅惑的生物,1
10163,SPELL_FAILED_ALREADY_HAVE_SUMMON,你已經控制了一個召喚生物,1
10164,SPELL_FAILED_TARGET_NOT_DEAD,目標是活著的,1
10165,SPELL_FAILED_TARGET_FRIENDLY,目標處於友好狀態,1
10166,SPELL_FAILED_TARGET_ENEMY,目標處於敵對狀態,1
10167,SPELL_FAILED_NOT_MOUNTED,在坐騎上無法使用。,1
10170,SPELL_FAILED_ONLY_INDOORS,只能在室內使用,1
10171,SPELL_FAILED_ONLY_SHAPESHIFT,必須在%s中,1
10172,SPELL_FAILED_NOT_SHAPESHIFT,你處於變身形態,1
10173,SPELL_FAILED_ONLY_STEALTHED,你必須在潛行狀態下。,1
10174,SPELL_FAILED_LOWLEVEL,目標等級太低,1
10175,SPELL_FAILED_NEED_AMMO_POUCH,需要：%s,1
10176,SPELL_FAILED_NEED_AMMO,使用彈藥之前必須將彈藥放在人物狀態介面下方的彈藥欄中。,1
10177,SPELL_FAILED_NEED_EXOTIC_AMMO,需要異種彈藥：%s,1
10178,SPELL_FAILED_LOW_CASTLEVEL,技能等級不夠,1
