ID,Name_lang,CreatureID,PortraitFileDataID,UiTextureKitID,UiAnimScale,UiAnimHeight,Flags,AutoCombatantID
93,劍喉施虐者,83081,1067431,0,0.8,0.55,0,0
94,翔喚擁護者,83353,1067381,0,0.9,0.55,0,0
95,刃翼擁護者,83354,1067401,0,0.9,0.55,0,0
96,日牧擁護者,83356,1067404,0,0.9,0.55,0,0
97,薩格萊警戒兵,83241,1067367,0,1.3,0.5,0,0
98,薩格萊導魔師,83242,1067368,0,1.3,0.5,0,0
99,薩格萊曲魂師,83243,1067366,0,1.3,0.5,0,0
100,石槌奴役者,83045,1067422,0,1.2,0.5,0,0
101,奴隸管理者歐克莫克,83062,1067418,0,1.2,0.5,0,0
102,碎地秘法師,83070,1067414,0,1.2,0.5,0,0
103,戈利安將領,83072,1067410,0,1.2,0.5,0,0
104,戈利安將領,83072,1067410,0,1.2,0.5,0,0
105,刃月傑那索,83233,1067400,0,0.9,0.53,0,0
106,波塔尼栽植者,83217,1067380,0,0.9,0.55,0,0
107,波塔尼守衛,83217,1067380,0,0.9,0.55,0,0
108,影背劫毀者,83103,1067345,0,0.9,0.45,0,0
109,影背劫毀者,83106,1067346,0,0.9,0.45,0,0
110,影背劫毀者,83107,1067343,0,0.9,0.45,0,0
111,熾熱煉獄火,83170,1067195,0,0.75,0.55,0,0
112,石鱗,83214,1067187,0,1.45,0.4,0,0
113,血革看守者,83213,1067186,0,1.45,0.4,0,0
114,冰雪潛伏者,84858,1087727,0,1.45,0.4,0,0
115,岩漿元素,83147,1067228,0,1.2,0.4,0,0
116,冰之怒靈,83152,1067233,0,1.2,0.4,0,0
118,鬱紫魔陀羅,83301,1067341,0,1,0.4,0,0
119,影月虛無之爪,83129,1067347,0,1.5,0.5,0,0
120,魔花噴灑者,83292,1067330,0,1.9,0.45,0,0
121,寒冰怒靈,83151,1067221,0,1.2,0.4,0,0
122,飢餓的噬鐵戈倫,83192,1067288,0,1.4,0.45,0,0
123,煤污執行者,83041,1067421,0,1.2,0.5,0,0
124,嘯月古樹,83225,1067302,0,0.55,0.55,0,0
125,影月虛無斧手,83133,1067294,0,1.5,0.5,0,0
126,黑暗之靈,83386,1067428,0,1.4,0.55,0,0
127,雷霆王禽爪兵,83117,1067306,0,1.5,0.5,0,0
128,阿塔加爾戰士,83179,1067318,0,1.55,0.5,0,0
129,冰喉族母,83038,1067266,0,0.55,0.45,0,0
130,沉靜看守者,83228,1067301,0,0.55,0.45,0,0
131,鋼鐵蠻兵,83127,1067457,0,1.5,0.5,0,0
132,烏拉,83234,1067398,0,0.9,0.53,0,0
133,骨墳吞食者,83195,1067289,0,1.4,0.45,0,0
134,峽谷拾骨者,83056,1067391,0,0.75,0.55,0,0
135,鋼鐵粉碎者,83339,1067267,0,1.05,0.45,0,0
136,托瑞莎,83173,1067198,0,1.1,0.5,0,0
137,戈倫嚼石者,83194,1067291,0,1.5,0.45,0,0
138,喚日擁護者,83351,1067402,0,0.9,0.55,0,0
139,影脈術師,83178,1067320,0,1.55,0.5,0,0
140,戈杜尼猛擊者,83072,1067410,0,1.2,0.5,0,0
141,史卡格,83063,1067417,0,1.2,0.55,0,0
142,破碎之手施虐者,83141,1067245,0,1.4,0.5,0,0
143,胡鬧的拽拳獸人,83114,1067307,0,1,0.45,0,0
144,影背劫毀者,83103,1067345,0,0.9,0.45,0,0
145,咆哮的萊拉克,83060,1067264,0,0.55,0.45,0,0
146,桑里卡斯,83374,1067218,0,1.4,0.55,0,0
147,破碎之手血詠者,83143,1067244,0,1.4,0.5,0,0
148,騷動的水靈,83369,1067324,0,1.2,0.4,0,0
149,戈利安秘法師,83065,1067412,0,1.2,0.5,0,0
150,戰歌喚地者,83140,1067358,0,1.5,0.5,0,0
151,戈利安鬥士,83073,1067411,0,1.2,0.5,0,0
152,燃刃大劍師,83460,1067269,0,1.4,0.5,0,0
153,原行者古羅,83059,1067312,0,0.75,0.55,0,0
154,虛空撕裂之靈,83257,1108823,0,1.4,0.5,0,0
155,雷霆王爪鉤手,83122,1067284,0,1.5,0.5,0,0
156,魔花啃咬者,83291,1067332,0,1.9,0.45,0,0
157,黑石蠻兵,83123,1067356,0,1.5,0.5,0,0
158,石槌衛兵,83062,1067418,0,1.2,0.5,0,0
159,石槌威嚇者,83047,1067357,0,0.9,0.5,0,0
160,塑風擁護者,83356,1067404,0,0.9,0.55,0,0
161,鋼鐵伐木機,83336,1067371,0,1.05,0.45,0,0
162,刃翼擁護者,83354,1067401,0,0.9,0.55,0,0
163,血鬃撕腸者,83081,1067431,0,0.8,0.55,0,0
164,戰歌先遣騎,83135,1067388,0,1.5,0.5,0,0
165,戰歌劫掠者,83135,1067388,0,1.5,0.5,0,0
166,河獸,83246,1067250,0,0.95,0.45,0,0
167,灰鬃裂蹄,83431,1067247,0,1.1,0.4,0,0
168,刃月波塔尼,83217,1067380,0,0.9,0.55,0,0
169,冰脊劫毀者,83101,1067344,0,0.9,0.45,0,0
170,飲魂魔陀羅,83238,1067406,0,1,0.4,0,0
171,野生裂蹄,83433,1067249,0,1.1,0.4,0,0
172,銥金晶簇,83343,1067227,0,0.75,0.6,0,0
173,野生鞭笞者,83262,1067192,0,0.75,0.5,0,0
174,影皮,83227,1067300,0,0.55,0.55,0,0
175,恐懼烏鴉,83372,1067279,0,0.8,0.5,0,0
176,厚皮雄裂蹄,83432,1067248,0,1.1,0.4,0,0
177,大地怒靈,83155,1067395,0,0.75,0.5,0,0
178,斷樹古羅,83058,1067311,0,0.75,0.55,0,0
179,憤怒守衛毀滅者,83172,1067199,0,1,0.55,0,0
180,小鬼,83167,1067188,0,1.9,0.5,0,0
181,德卡茲‧鋼喉,83145,1067243,0,1.5,0.5,0,0
182,『山崩』達戈爾,86199,1067395,0,0.75,0.5,0,0
183,被奴役的大地之靈,86200,1067397,0,0.75,0.5,0,0
184,原行者古羅,83059,1067312,0,0.75,0.55,0,0
185,影月預言者,83129,1067347,0,1.5,0.5,0,0
186,格隆多,83037,1067313,0,0.75,0.5,0,0
187,波塔尼林地看管者,83219,1067393,0,0.9,0.55,0,0
188,破碎之手蠻兵,83146,1067242,0,1.5,0.5,0,0
189,破碎之手撕掠者,83142,1088313,0,1.5,0.5,0,0
190,破碎之手斬擊者,83144,1088312,0,1.5,0.5,0,0
191,翼衛擁護者,83353,1067381,0,0.9,0.55,0,0
192,幽魂獵犬,84761,1067212,0,1.3,0.5,0,0
193,恐怖的衛兵,84762,1067274,0,1.7,0.5,0,0
194,恐怖的守夜者,84763,1067274,0,1.7,0.5,0,0
196,岩石鐮奪怪,83211,1067203,0,0.75,0.55,0,0
197,燃燒烈焰先知,84844,1087721,0,1.55,0.5,0,0
198,燃刃大劍師,83460,1067269,0,1.4,0.5,0,0
199,庫爾克洛什將軍,84847,1067327,0,1.4,0.5,0,0
200,鋼鐵重弩手,84849,1087720,0,1.55,0.5,0,0
201,鋼鐵守衛,84850,1087726,0,1.55,0.5,0,0
202,月色孢子蝙蝠,83265,1067427,0,0.85,0.8,0,0
203,蒼白魚販,83113,1067305,0,1,0.45,0,0
204,嚴霜蟲師,83042,1067420,0,1.2,0.5,0,0
205,催眠蟾蜍,82410,1067273,0,1,0.45,0,0
206,霜翼尖嘯者,83166,1067392,0,0.6,0.9,0,0
207,樹叢潛獵者,83269,1067201,0,1.05,0.55,0,0
208,亡者之池的德希克斯,85855,1067365,0,0.9,0.45,0,0
209,氣痕戰士,83080,1067429,0,0.8,0.55,0,0
210,氣痕原獵者,83076,1067430,0,0.8,0.55,0,0
211,鋼鐵攻城大砲,83338,1067255,0,1.05,0.45,0,0
212,瘋『王』斯波里昂,83296,1067329,0,1.9,0.45,0,0
213,乘風卡里瑞,83307,1067451,0,1.35,0.5,0,0
214,死網爬行者,83189,1067252,0,1.2,0.45,0,0
215,風笞擁護者,83354,1067401,0,0.9,0.55,0,0
216,頂尖守護者,83375,1067374,0,0.8,0.45,0,0
217,寡婦蜂,83112,1067355,0,0.9,0.5,0,0
218,加多‧毒刃,86109,1087722,0,1.55,0.5,0,0
219,天槌考古學家,83069,1067415,0,1.2,0.5,0,0
220,天槌苦力,83064,1067416,0,1.2,0.55,0,0
221,魯格多爾,87454,1067443,0,1.2,0.5,0,0
222,剛出道的打鬥者,86121,1067444,0,1.2,0.5,0,0
223,秘法異常體,86197,1067222,0,1.2,0.6,0,0
224,警覺的卡薩爾,86217,1067440,0,1.15,0.45,0,0
225,警覺的卡薩爾,86217,1067440,0,1.15,0.45,0,0
226,縛魂者妮雅蜜,86218,1067261,0,1.1,0.55,0,0
227,縛魂者妮雅蜜,86218,1067261,0,1.1,0.55,0,0
228,阿扎克爾,86219,1087719,0,1.1,0.55,0,0
229,阿扎克爾,86219,1087719,0,1.1,0.55,0,0
230,泰朗戈爾,86220,1067277,0,1.55,0.5,0,0
231,泰朗戈爾,86220,1067277,0,1.55,0.5,0,0
232,瑪格默拉圖斯,86221,1067241,0,1.15,0.5,0,0
233,瑪格默拉圖斯,86221,1067241,0,1.15,0.5,0,0
234,奴隸看守者庫拉多,86222,1067256,0,1.2,0.55,0,0
235,奴隸看守者庫拉多,86222,1067256,0,1.2,0.55,0,0
236,洛托爾,86223,1112914,0,1.15,0.5,0,0
237,古格洛克,86224,1067257,0,1.2,0.55,0,0
238,古格洛克,86224,1067257,0,1.2,0.55,0,0
239,『鐵道大師』火箭光,86225,1067278,0,1.6,0.5,0,0
240,『鐵道大師』火箭光,86225,1067278,0,1.6,0.5,0,0
241,『蠻卒』波爾卡,86226,1067455,0,0.67,0.5,0,0
242,『蠻卒』波爾卡,86226,1067455,0,0.67,0.5,0,0
243,奈楚格‧雷塔,86227,1067323,0,1.2,0.5,0,0
244,奈楚格‧雷塔,86227,1067323,0,1.2,0.5,0,0
245,傲天者托芙菈,86228,1067337,0,1.2,0.5,0,0
246,傲天者托芙菈,86228,1067337,0,1.2,0.5,0,0
247,『血肉撕裂者』諾加爾,87451,1067362,0,1.3,0.5,0,0
248,『血肉撕裂者』諾加爾,87451,1067362,0,1.3,0.5,0,0
249,亞莉歐可‧杜格魯,87450,1067354,0,1.4,0.5,0,0
250,馬寇格‧燼刃,86231,1067353,0,1.4,0.5,0,0
251,歐席爾,86232,1067328,0,0.8,0.55,0,0
252,歐席爾,86232,1067328,0,0.8,0.55,0,0
253,史庫洛克,86233,1067434,0,0.85,0.5,0,0
254,莎妲娜‧血怒,86234,1067298,0,1.3,0.5,0,0
255,莎妲娜‧血怒,86234,1067298,0,1.3,0.5,0,0
256,納里旭,86235,1067260,0,1.2,0.5,0,0
257,納里旭,86235,1067260,0,1.2,0.5,0,0
258,骨喉,86236,1067458,0,1.2,0.35,0,0
259,骨喉,86236,1067458,0,1.2,0.35,0,0
260,耐祖奧,86237,1067453,0,1.1,0.5,0,0
261,耐祖奧,86237,1067453,0,1.1,0.5,0,0
262,蘭吉特,86238,1067351,0,0.9,0.5,0,0
263,蘭吉特,86238,1067351,0,0.9,0.5,0,0
264,阿拉卡納斯,86239,1067276,0,0.8,0.45,0,0
265,阿拉卡納斯,86239,1067276,0,0.8,0.45,0,0
266,盧克然,86240,1067454,0,0.8,0.5,0,0
267,盧克然,86240,1067454,0,0.8,0.5,0,0
268,大賢者維瑞思,86241,1067352,0,0.9,0.55,0,0
269,大賢者維瑞思,86241,1067352,0,0.9,0.55,0,0
270,枯木,86242,1067372,0,0.55,0.55,0,0
271,枯木,86242,1067372,0,0.55,0.55,0,0
272,生命看守者葛拉,86243,1067377,0,0.9,0.55,0,0
273,塑地者泰魯,86244,1067435,0,0.9,0.55,0,0
274,杜爾胡,86245,1067438,0,0.9,0.5,0,0
275,大法師蘇兒,86246,1067383,0,1.2,0.5,0,0
276,大法師蘇兒,86246,1067383,0,1.2,0.5,0,0
277,榭里塔克,86247,1067442,0,1.2,0.45,0,0
278,榭里塔克,86247,1067442,0,1.2,0.45,0,0
279,亞爾努,86248,1067384,0,0.9,0.53,0,0
280,亞爾努,86248,1067384,0,0.9,0.53,0,0
281,控礦者古拉杉,86249,1067262,0,1.2,0.5,0,0
282,控礦者古拉杉,86249,1067262,0,1.2,0.5,0,0
283,凱拉克,86250,1067259,0,0.8,0.5,0,0
284,凱拉克,86250,1067259,0,0.8,0.5,0,0
285,指揮官薩貝克,86251,1067271,0,1.2,0.5,0,0
286,指揮官薩貝克,86251,1067271,0,1.2,0.5,0,0
287,狂野的怒翼,86252,1067263,0,0.55,0.45,0,0
288,狂野的怒翼,86252,1067263,0,0.55,0.45,0,0
289,札伊拉酋長,86253,1067304,0,1.2,0.5,0,0
290,札伊拉酋長,86253,1067304,0,1.2,0.5,0,0
291,天槌使者護衛,86362,1067316,0,1.2,0.55,0,0
292,警惕之眼,86363,1067461,0,1.1,0.5,0,0
293,燃燒之眼,86363,1067461,0,1.1,0.5,0,0
294,薩格萊束縛者,86364,1067369,0,1.4,0.55,0,0
295,薩格萊束縛者,86364,1067369,0,1.4,0.55,0,0
296,夜影怨靈,86365,1067460,0,1.2,0.5,0,0
297,『毀滅者』德羅夫,83097,1067408,0,0.7,0.55,0,0
298,血槌監工,83043,1067419,0,1.2,0.55,0,0
299,血槌裂骨者,83046,1067342,0,0.95,0.45,0,0
300,破碎之手格鬥大師,83145,1067243,0,1.5,0.5,0,0
301,破碎之手撕掠者,83141,1067245,0,1.5,0.5,0,0
302,蜘蛛育母,83188,1067425,0,1.2,0.45,0,0
303,寡婦蜂,83112,1067355,0,0.9,0.5,0,0
304,煙霧大師史諾爾,86444,1067370,0,0.8,0.55,0,0
305,暗影戰士,83178,1067320,0,1.55,0.5,0,0
306,暗影掠取者,83179,1067318,0,1.55,0.5,0,0
307,血縛惡魔使徒,83181,1067319,0,1.55,0.5,0,0
308,飢餓的惡魔犬,83169,1067196,0,1.8,0.45,0,0
309,被感染的衛兵,86508,1067360,0,1.7,0.45,0,0
310,被感染的酒吧顧客,86509,1067450,0,1.8,0.5,0,0
311,燧革,83431,1067247,0,1.1,0.4,0,0
312,珈露亞,86519,1067385,0,1.55,0.5,0,0
313,戰歌狼,83090,1067253,0,1.5,0.5,0,0
314,『凍結者』烏格洛克,87432,1067382,0,1.2,0.55,0,0
315,藤王菲利,87484,1067375,0,1.9,0.45,0,0
316,幽影谷噴濺魔花,83292,1067330,0,1.9,0.45,0,0
317,鋼鐵看守者,87440,1067292,0,1.55,0.5,0,0
318,鋼鐵援軍,87438,1067449,0,1.4,0.5,0,0
319,鋼鐵踐踏者,87439,1067437,0,0.95,0.45,0,0
320,鋼鐵踐踏者,87439,1067437,0,0.95,0.45,0,0
321,大劍師羅格爾,87434,1067464,0,1.55,0.5,0,0
322,暗潮竊賊,87487,1067309,0,2,0.5,0,0
323,暗潮工程師,87486,1067235,0,2,0.5,0,0
324,暗潮萊拉克終結者,87489,1067258,0,1.1,0.5,0,0
325,飛翔之刃,87495,1067349,0,0.9,0.55,0,0
326,曙光新兵,87494,1067350,0,0.9,0.55,0,0
327,阿扎克爾,86219,1087719,0,1.1,0.5,0,0
328,警覺的卡薩爾,86217,1067440,0,1.15,0.45,0,0
329,縛魂者妮雅蜜,86218,1067261,0,1.1,0.5,0,0
330,泰朗戈爾,86220,1067277,0,1.3,0.45,0,0
331,瑪格默拉圖斯,86221,1067241,0,1.05,0.5,0,0
332,奴隸看守者庫拉多,86222,1067256,0,1.2,0.55,0,0
333,洛托爾,86223,1112914,0,1.05,0.5,0,0
334,古格洛克,86224,1067257,0,1.2,0.5,0,0
335,『鐵道大師』火箭光,86225,1067278,0,1.65,0.45,0,0
336,『蠻卒』波爾卡,86226,1067455,0,0.67,0.5,0,0
337,奈楚格‧雷塔,86227,1067323,0,1.25,0.5,0,0
338,傲天者托芙菈,86228,1067337,0,1.25,0.5,0,0
339,『血肉撕裂者』諾加爾,87451,1067362,0,1.2,0.5,0,0
340,亞莉歐可‧杜格魯,87452,1067354,0,1.3,0.5,0,0
341,歐席爾,86232,1067328,0,0.8,0.55,0,0
342,史庫洛克,86233,1067434,0,0.75,0.55,0,0
343,史庫洛克,86233,1067434,0,0.75,0.55,0,0
344,莎妲娜‧血怒,86234,1067298,0,1.3,0.5,0,0
345,納里旭,86235,1067260,0,1.2,0.5,0,0
346,骨喉,86236,1067458,0,0.9,0.6,0,0
347,耐祖奧,86237,1067453,0,1.1,0.5,0,0
348,蘭吉特,86238,1067351,0,0.9,0.55,0,0
349,阿拉卡納斯,86239,1067276,0,0.8,0.45,0,0
350,盧克然,86240,1067454,0,0.8,0.5,0,0
351,大賢者維瑞思,86241,1067352,0,0.9,0.55,0,0
352,枯木,86242,1067372,0,0.55,0.55,0,0
353,杜爾胡,86245,1067438,0,0.95,0.5,0,0
354,大法師蘇兒,86246,1067383,0,1.2,0.5,0,0
355,榭里塔克,86247,1067442,0,1.2,0.45,0,0
356,亞爾努,86248,1067384,0,0.9,0.53,0,0
357,控礦者古拉杉,86249,1067262,0,1.2,0.5,0,0
358,凱拉克,86250,1067259,0,0.8,0.5,0,0
359,指揮官薩貝克,86251,1067271,0,1.2,0.5,0,0
360,狂野的怒翼,86252,1067263,0,0.55,0.45,0,0
361,札伊拉酋長,86253,1067304,0,1.2,0.5,0,0
362,卡加斯‧刃拳,87444,1108826,0,1.1,0.5,0,0
363,屠夫,87447,1067275,0,1.15,0.5,0,0
364,『活動山峰』泰克塔,87446,1067314,0,0.9,0.45,0,0
365,深淵行者，綠蕨孢子巨人,87441,1067446,0,1.15,0.5,0,0
366,歐格隆雙胞胎,87449,1067295,0,0.95,0.45,0,0
367,寇拉夫,87445,1067315,0,1.15,0.5,0,0
368,統治者瑪爾戈克,87443,1067293,0,1.2,0.5,0,0
369,講師強尼‧卡索,87400,1067197,0,1.5,0.5,0,0
370,格利夫塔,87408,1067194,0,1.4,0.55,0,0
371,鐮牙迅猛龍,87409,1108824,0,1.75,0.5,0,0
372,猛烈鬥士,87456,1067445,0,1.2,0.5,0,0
373,猛烈鬥士,87456,1067445,0,1.2,0.5,0,0
374,斷齒,87490,1067459,0,1,0.4,0,0
375,血鬃短牙,87491,1067387,0,1,0.4,0,0
376,惡毒夫人,87497,1067389,0,1.3,0.5,0,0
377,色慾魔女,87498,1067386,0,1.7,0.5,0,0
378,碎槌,87478,1067322,0,1,0.4,0,0
379,耙爪,87480,1067325,0,1,0.4,0,0
380,霍爾耶拉,87479,1067441,0,1,0.4,0,0
381,火焰終結者,87482,1067326,0,1,0.4,0,0
382,『狂熱者』羅柯,87481,1067378,0,0.9,0.55,0,0
383,地精法師,87462,1067215,0,1.7,0.45,0,0
384,夜精靈德魯伊,87468,1067214,0,1.3,0.5,0,0
385,矮人獵人,87461,1067213,0,1.3,0.5,0,0
386,人類戰士,87467,1067179,0,1.35,0.5,0,0
387,德萊尼聖騎士,87459,1067189,0,1.3,0.5,0,0
388,狼人盜賊,87573,1067229,0,1.2,0.5,0,0
389,熊貓人武僧,87471,1067232,0,1.25,0.45,0,0
390,獸人薩滿,87470,1067181,0,1.4,0.5,0,0
391,血精靈法師,87457,1067183,0,1.3,0.5,0,0
392,牛頭人戰士,87473,1067204,0,1,0.4,0,0
393,食人妖獵人,87474,1067231,0,1.25,0.5,0,0
394,血精靈聖騎士,87458,1067185,0,1.3,0.5,0,0
395,哥布林盜賊,87464,1067475,0,1.8,0.5,0,0
396,人類牧師,87466,1067219,0,1.35,0.5,0,0
397,德萊尼薩滿,87460,1067206,0,1.3,0.5,0,0
398,地精術士,87463,1067225,0,1.7,0.45,0,0
399,人類死亡騎士,87465,1067211,0,1.35,0.5,0,0
400,不死族牧師,87475,1067216,0,1.3,0.5,0,0
401,不死族術士,87476,1067217,0,1.3,0.5,0,0
402,牛頭人德魯伊,87472,1067205,0,1.25,0.5,0,0
403,獸人死亡騎士,87469,1067210,0,1.4,0.5,0,0
404,『毀滅者』德羅夫,87437,1067439,0,1,0.4,0,0
405,魯克馬爾,87493,1067456,0,1,0.4,0,0
406,天槌秘法師,87453,1067436,0,1.2,0.5,0,0
407,警報機器人,87401,1067182,0,1,0.4,0,0
408,警報機器人,87401,1067182,0,1,0.4,0,0
409,群體打擊者9-60,87403,1067226,0,1,0.4,0,0
410,強力的動物園術士,87504,1067468,0,1.25,0.5,0,0
411,狡猾的奇蹟盜賊,87404,1067209,0,1.25,0.5,0,0
412,強大的控制戰士,87405,1067220,0,1.25,0.5,0,0
413,餅乾,87407,1067180,0,1.4,0.5,0,0
414,阿格拉瑪的化身,87406,1067474,0,1.4,0.55,0,0
415,葛剛尼斯的化身,87406,1067474,0,1.4,0.55,0,0
416,蒼白折磨者,83113,1067305,0,1,0.45,0,0
417,寒牙,87577,1067254,0,1,0.4,0,0
418,颶風怒靈,87578,1067234,0,1,0.4,0,0
419,巴潤,87579,1067190,0,1,0.4,0,0
420,真理,87582,1108820,0,1.2,0.5,0,0
421,羅寇爾,83036,1067310,0,1,0.4,0,0
422,『蒼藍之焰』傑戈爾,83078,1067423,0,1,0.4,0,0
423,禽母哈米,87662,1067448,0,1,0.4,0,0
424,鋼牙,87665,1067463,0,1,0.4,0,0
425,膿卉,87693,1067447,0,1,0.4,0,0
426,影皮,83227,1067300,0,0.55,0.55,0,0
427,將領布魯格索,87694,1067317,0,1.2,0.5,0,0
428,魂牙,87696,1067340,0,1,0.4,0,0
429,劍刃督軍,81587,1067336,0,1.2,0.5,0,0
430,雷霆王戰爭使者,81562,1067236,0,1.55,0.5,0,0
431,皺皮野牛,83433,1067249,0,1,0.4,0,0
432,棘刃魔花人,83296,1067329,0,1.9,0.45,0,0
433,鋼鐵部落斥候,87857,1067280,0,1.55,0.5,0,0
434,厚皮裂蹄母獸,83432,1067248,0,1.1,0.4,0,0
435,水之守護者,87861,1067452,0,1,0.4,0,0
436,蒼白潛藏者,83115,1067363,0,1,0.45,0,0
437,黑暗侍僧,87869,1067238,0,1.5,0.5,0,0
438,古爾瓦蠻兵,87870,1067239,0,1,0.4,0,0
439,維洛斯,83267,1067426,0,1,0.4,0,0
440,啼哭的騙子,87874,1067379,0,1.8,0.5,0,0
441,符文祭儀師,87875,1067470,0,1.55,0.5,0,0
442,恐翼指揮官,87876,1067469,0,1.55,0.5,0,0
443,魔爪祭司佐克拉,87882,1067361,0,1.25,0.5,0,0
444,格羅姆卡苦工,87885,1067338,0,1.55,0.5,0,0
445,格羅姆卡先鋒,87887,1067467,0,1.5,0.5,0,0
446,克朗諾上將,83136,1067359,0,1.4,0.5,0,0
447,海軍見習生諾羅格,83461,1067364,0,1.4,0.5,0,0
448,朗莫格大使,83065,1067412,0,1.2,0.5,0,0
449,岩漿元素,83147,1067228,0,1.2,0.4,0,0
450,裂骨者侯格,83046,1067342,0,1.2,0.4,0,0
451,熔岩塑形者歐格魯克,83066,1087583,0,1.2,0.5,0,0
452,尋物者莫隆,83219,1067393,0,1.2,0.4,0,0
453,暴怒的河獸,83248,1067251,0,1.2,0.4,0,0
454,荊棘暴君,83294,1067424,0,1.2,0.4,0,0
455,勇士威迦,83145,1067243,0,1.4,0.5,0,0
456,可怕的中場休息,83240,1067331,0,1,0.4,0,0
457,勇士莫克拉許,83073,1067411,0,1.2,0.5,0,0
